character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Arathi Basin win_rate,Isle of Conquest played,Arathi Basin played,Isle of Conquest won,Arathi Basin won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
193108807,Blàckshàde,hyjal,5.0,825.0,,100.0,,3.0,,3.0,100.0,,,0.0,,100.0,,,0.0,,0.0,,100.0,,0.0,50.0,1.0,,,1.0,,1.0,,,2.0,,1.0,,2.0,,2.0,2.0,1.0,,,0.0,,1.0,,,0.0,,0.0,,2.0,,0.0,1.0,,,,,,,,,,,,
154933053,Ghoulss,stormscale,15.0,794.0,,50.0,,2.0,,1.0,,,,50.0,,100.0,50.0,,50.0,,,,0.0,80.0,,50.0,,,,2.0,,3.0,2.0,,2.0,,,,1.0,5.0,,2.0,,,,1.0,,3.0,1.0,,1.0,,,,0.0,4.0,,1.0,100.0,2.0,2.0,,,,,,,,,
195387984,Goldlight,hyjal,45.0,2119.0,0.0,75.0,1.0,4.0,0.0,3.0,,,,91.0,,55.0,100.0,50.0,38.0,,100.0,,33.0,60.0,100.0,33.0,,,,11.0,,11.0,5.0,2.0,8.0,,1.0,,3.0,5.0,1.0,6.0,,,,10.0,,6.0,5.0,1.0,3.0,,1.0,,1.0,3.0,1.0,2.0,100.0,1.0,1.0,,,,,,,,,
129437356,Bladewing,kaelthas,30.0,3730.0,40.0,67.0,5.0,6.0,2.0,4.0,62.0,,0.0,67.0,,75.0,80.0,33.0,0.0,100.0,50.0,,,50.0,0.0,,8.0,,1.0,3.0,,4.0,5.0,3.0,1.0,2.0,2.0,,,2.0,2.0,,5.0,,0.0,2.0,,3.0,4.0,1.0,0.0,2.0,1.0,,,1.0,0.0,,,,,100.0,6.0,6.0,100.0,14.0,14.0,,,
158586260,Éh,la-croisade-écarlate,22.0,7734.0,67.0,,12.0,,8.0,,50.0,59.0,41.0,35.0,53.0,52.0,100.0,55.0,67.0,,,,0.0,67.0,100.0,,16.0,32.0,22.0,23.0,15.0,29.0,3.0,20.0,6.0,,,,1.0,3.0,1.0,,8.0,19.0,9.0,8.0,8.0,15.0,3.0,11.0,4.0,,,,0.0,2.0,1.0,,,,,,,,100.0,1.0,1.0,,,
195747491,Krond,kazzak,19.0,2601.0,0.0,57.0,3.0,7.0,0.0,4.0,80.0,,,0.0,,100.0,60.0,40.0,33.0,,75.0,,60.0,70.0,100.0,75.0,5.0,,,2.0,,2.0,5.0,5.0,6.0,,4.0,,5.0,10.0,4.0,4.0,4.0,,,0.0,,2.0,3.0,2.0,2.0,,3.0,,3.0,7.0,4.0,3.0,50.0,2.0,1.0,,,,,,,,,
97632604,Gokú,tarren-mill,6.0,1479.0,0.0,,2.0,,0.0,,0.0,100.0,50.0,50.0,60.0,50.0,25.0,0.0,50.0,,,,,,,,2.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,,,,,,,,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
162648914,Palaplöw,uldaman,27.0,7016.0,37.0,,19.0,,7.0,,59.0,53.0,64.0,52.0,50.0,47.0,91.0,67.0,26.0,57.0,,,,,,,17.0,19.0,25.0,25.0,16.0,19.0,11.0,27.0,23.0,7.0,,,,,,,10.0,10.0,16.0,13.0,8.0,9.0,10.0,18.0,6.0,4.0,,,,,,,,,,,,,,,,,,
150700960,Donvictus,silvermoon,59.0,24785.0,33.0,46.0,3.0,96.0,1.0,44.0,73.0,38.0,,68.0,0.0,73.0,70.0,66.0,69.0,75.0,,,65.0,62.0,75.0,64.0,11.0,8.0,,40.0,5.0,41.0,46.0,29.0,39.0,8.0,,,31.0,45.0,4.0,44.0,8.0,3.0,,27.0,0.0,30.0,32.0,19.0,27.0,6.0,,,20.0,28.0,3.0,28.0,,,,,,,100.0,5.0,5.0,,,
153078382,Anorwen,pozzo-delleternità,14.0,4849.0,50.0,67.0,20.0,3.0,10.0,2.0,42.0,25.0,0.0,44.0,,14.0,0.0,33.0,50.0,31.0,,,43.0,0.0,100.0,,12.0,4.0,6.0,9.0,,7.0,2.0,3.0,10.0,16.0,,,7.0,1.0,4.0,,5.0,1.0,0.0,4.0,,1.0,0.0,1.0,5.0,5.0,,,3.0,0.0,4.0,,,,,0.0,1.0,0.0,100.0,1.0,1.0,,,
162119236,Neodium,confrérie-du-thorium,14.0,4711.0,54.0,,13.0,,7.0,,80.0,,,100.0,,100.0,,,50.0,,55.0,100.0,100.0,100.0,57.0,,15.0,,,2.0,,2.0,,,2.0,,11.0,1.0,4.0,3.0,14.0,,12.0,,,2.0,,2.0,,,1.0,,6.0,1.0,4.0,3.0,8.0,,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,25.0,70.0,4.0,40.0,1.0,57.0,63.0,58.0,62.0,58.0,70.0,67.0,56.0,67.0,73.0,,100.0,67.0,33.0,33.0,56.0,130.0,206.0,146.0,165.0,123.0,201.0,147.0,181.0,153.0,79.0,,1.0,6.0,3.0,3.0,9.0,74.0,129.0,84.0,103.0,71.0,140.0,99.0,102.0,102.0,58.0,,1.0,4.0,1.0,1.0,5.0,,,,,,,100.0,2.0,2.0,,,
11679284,Nyù,anetheron,18.0,24934.0,56.0,,34.0,,19.0,,33.0,52.0,61.0,60.0,49.0,45.0,53.0,69.0,41.0,100.0,,,,,100.0,,117.0,87.0,59.0,55.0,39.0,31.0,15.0,35.0,22.0,1.0,,,,,1.0,,39.0,45.0,36.0,33.0,19.0,14.0,8.0,24.0,9.0,1.0,,,,,1.0,,,,,,,,,,,,,
125896747,Acupan,dalaran,9.0,4303.0,40.0,,5.0,,2.0,,56.0,33.0,83.0,67.0,40.0,0.0,33.0,50.0,100.0,0.0,,,,100.0,100.0,0.0,9.0,15.0,6.0,6.0,5.0,2.0,3.0,2.0,1.0,1.0,,,,1.0,3.0,1.0,5.0,5.0,5.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,,,,1.0,3.0,0.0,,,,,,,,,,,,
159125143,Arelline,la-croisade-écarlate,34.0,2432.0,,,,,,,,0.0,0.0,0.0,,25.0,33.0,100.0,0.0,,,,0.0,0.0,33.0,0.0,,1.0,1.0,2.0,,4.0,6.0,3.0,3.0,,,,3.0,1.0,3.0,1.0,,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,,,,0.0,0.0,1.0,0.0,,,,50.0,2.0,1.0,100.0,59.0,59.0,,,
152287332,Torgale,krasus,1.0,4537.0,33.0,,6.0,,2.0,,52.0,41.0,40.0,38.0,18.0,0.0,,50.0,,,,,,,,,27.0,46.0,35.0,13.0,11.0,2.0,,4.0,,,,,,,,,14.0,19.0,14.0,5.0,2.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,
163826053,Stîfflersdad,dun-morogh,10.0,751.0,100.0,,2.0,,2.0,,0.0,20.0,0.0,75.0,100.0,50.0,40.0,40.0,20.0,33.0,,,0.0,,,0.0,1.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,,,1.0,,,1.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,,,0.0,,,0.0,0.0,1.0,0.0,,,,,,,,,
158058104,Bønabz,conseil-des-ombres,18.0,4609.0,0.0,,1.0,,0.0,,50.0,64.0,76.0,46.0,100.0,,,0.0,,,,,,,,,2.0,25.0,25.0,13.0,3.0,,,1.0,,,,,,,,,1.0,16.0,19.0,6.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,
194396987,Crael,hyjal,22.0,412.0,,50.0,,2.0,,1.0,,,,,,100.0,100.0,50.0,100.0,,0.0,,100.0,,50.0,0.0,,,,,,1.0,1.0,2.0,1.0,,1.0,,1.0,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,0.0,,1.0,,1.0,0.0,0.0,1.0,0.0,,,,,,,,,
147593058,Turdlee,burning-legion,29.0,3736.0,22.0,0.0,9.0,2.0,2.0,0.0,80.0,0.0,100.0,33.0,,58.0,64.0,64.0,80.0,75.0,33.0,100.0,56.0,100.0,40.0,80.0,5.0,1.0,2.0,3.0,,12.0,14.0,11.0,5.0,4.0,3.0,1.0,9.0,2.0,5.0,5.0,4.0,0.0,2.0,1.0,,7.0,9.0,7.0,4.0,3.0,1.0,1.0,5.0,2.0,2.0,4.0,50.0,4.0,2.0,,,,,,,,,
162618567,Camarlengo,zuljin,65.0,2297.0,50.0,67.0,4.0,6.0,2.0,4.0,33.0,,,100.0,,43.0,50.0,50.0,64.0,,67.0,,67.0,67.0,33.0,0.0,3.0,,,1.0,,7.0,2.0,4.0,11.0,,3.0,,6.0,3.0,3.0,1.0,1.0,,,1.0,,3.0,1.0,2.0,7.0,,2.0,,4.0,2.0,1.0,0.0,100.0,1.0,1.0,,,,,,,,,
129605274,Tyraf,tarren-mill,23.0,6214.0,24.0,,17.0,,4.0,,35.0,76.0,64.0,61.0,50.0,46.0,80.0,74.0,65.0,75.0,,,300.0,0.0,,,20.0,17.0,25.0,18.0,10.0,13.0,15.0,19.0,20.0,12.0,,,2.0,1.0,,,7.0,13.0,16.0,11.0,5.0,6.0,12.0,14.0,13.0,9.0,,,6.0,0.0,,,,,,,,,100.0,39.0,39.0,,,
154584007,Aglón,eredar,74.0,678.0,100.0,,2.0,,2.0,,0.0,,,0.0,,0.0,,67.0,50.0,,0.0,,,,100.0,0.0,1.0,,,2.0,,1.0,,3.0,2.0,,1.0,,,,1.0,2.0,0.0,,,0.0,,0.0,,2.0,1.0,,0.0,,,,1.0,0.0,,,,,,,,,,,,
154395030,Tayluh,silvermoon,10.0,456.0,,,,,,,,,,67.0,,,0.0,100.0,,,,,,,,100.0,,,,3.0,,,1.0,1.0,,,,,,,,1.0,,,,2.0,,,0.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
167237331,Paxiundfixi,alakir,12.0,7534.0,50.0,0.0,6.0,2.0,3.0,0.0,33.0,61.0,72.0,57.0,80.0,50.0,67.0,50.0,50.0,,,100.0,75.0,83.0,,50.0,12.0,36.0,39.0,14.0,10.0,2.0,6.0,8.0,2.0,,,1.0,8.0,6.0,,2.0,4.0,22.0,28.0,8.0,8.0,1.0,4.0,4.0,1.0,,,1.0,6.0,5.0,,1.0,,,,0.0,1.0,0.0,,,,,,
193091808,Thaladriana,aegwynn,17.0,8020.0,67.0,43.0,9.0,7.0,6.0,3.0,44.0,75.0,0.0,44.0,12.0,53.0,50.0,59.0,80.0,57.0,33.0,,87.0,53.0,100.0,36.0,9.0,4.0,1.0,9.0,8.0,17.0,26.0,22.0,15.0,7.0,6.0,,15.0,15.0,2.0,14.0,4.0,3.0,0.0,4.0,1.0,9.0,13.0,13.0,12.0,4.0,2.0,,13.0,8.0,2.0,5.0,50.0,4.0,2.0,50.0,8.0,4.0,,,,,,
78973088,Киирраа,gordunni,44.0,29121.0,66.0,0.0,29.0,1.0,19.0,0.0,46.0,51.0,39.0,59.0,46.0,58.0,69.0,57.0,68.0,54.0,,0.0,100.0,,,,26.0,136.0,80.0,66.0,56.0,50.0,26.0,63.0,19.0,13.0,,1.0,1.0,,,,12.0,69.0,31.0,39.0,26.0,29.0,18.0,36.0,13.0,7.0,,0.0,1.0,,,,,,,,,,,,,,,
63473937,Invi,ysondre,24.0,12268.0,50.0,,2.0,,1.0,,79.0,56.0,66.0,76.0,51.0,0.0,100.0,,100.0,,,,,,,,34.0,50.0,44.0,33.0,47.0,1.0,1.0,,1.0,,,,,,,,27.0,28.0,29.0,25.0,24.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
167695695,Nýah,hyjal,12.0,15028.0,50.0,,26.0,,13.0,,50.0,61.0,43.0,51.0,62.0,66.0,100.0,67.0,67.0,60.0,,,,,,,30.0,80.0,46.0,37.0,37.0,76.0,2.0,60.0,3.0,5.0,,,,,,,15.0,49.0,20.0,19.0,23.0,50.0,2.0,40.0,2.0,3.0,,,,,,,,,,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,81.0,62.0,27.0,13.0,22.0,8.0,55.0,,,57.0,,60.0,47.0,70.0,43.0,,67.0,,88.0,64.0,56.0,57.0,33.0,,,7.0,,10.0,15.0,10.0,7.0,,6.0,,8.0,11.0,18.0,7.0,18.0,,,4.0,,6.0,7.0,7.0,3.0,,4.0,,7.0,7.0,10.0,4.0,,,,,,,,,,,,
87045038,Dreadknight,uldum,30.0,13619.0,52.0,75.0,33.0,8.0,17.0,6.0,42.0,60.0,67.0,87.0,50.0,36.0,75.0,69.0,62.0,60.0,100.0,,57.0,75.0,40.0,60.0,48.0,15.0,18.0,15.0,18.0,14.0,8.0,13.0,8.0,5.0,2.0,,7.0,8.0,5.0,5.0,20.0,9.0,12.0,13.0,9.0,5.0,6.0,9.0,5.0,3.0,2.0,,4.0,6.0,2.0,3.0,,,,67.0,3.0,2.0,,,,,,
115463739,Ærdaras,blackhand,11.0,4606.0,40.0,50.0,5.0,4.0,2.0,2.0,50.0,20.0,33.0,25.0,,33.0,60.0,46.0,46.0,100.0,0.0,,50.0,40.0,75.0,100.0,6.0,10.0,3.0,16.0,,6.0,10.0,13.0,13.0,1.0,1.0,,10.0,10.0,4.0,2.0,3.0,2.0,1.0,4.0,,2.0,6.0,6.0,6.0,1.0,0.0,,5.0,4.0,3.0,2.0,,,,,,,,,,,,
171490413,Celene,cthun,76.0,23731.0,45.0,60.0,44.0,5.0,20.0,3.0,35.0,48.0,39.0,48.0,51.0,55.0,31.0,69.0,53.0,100.0,100.0,100.0,40.0,50.0,100.0,100.0,51.0,110.0,62.0,66.0,91.0,11.0,13.0,13.0,15.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,18.0,53.0,24.0,32.0,46.0,6.0,4.0,9.0,8.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
38372178,Чейдище,howling-fjord,14.0,2578.0,83.0,0.0,6.0,2.0,5.0,0.0,38.0,,0.0,0.0,100.0,50.0,60.0,67.0,40.0,,60.0,,25.0,,60.0,,8.0,,1.0,3.0,2.0,2.0,5.0,6.0,5.0,,5.0,,4.0,,5.0,,3.0,,0.0,0.0,2.0,1.0,3.0,4.0,2.0,,3.0,,1.0,,3.0,,,,,,,,,,,,,
114245905,Viictoor,eredar,15.0,3463.0,33.0,40.0,9.0,5.0,3.0,2.0,21.0,,,33.0,,0.0,50.0,67.0,20.0,,60.0,,14.0,67.0,50.0,0.0,19.0,,,6.0,,1.0,2.0,3.0,5.0,,5.0,,7.0,3.0,4.0,2.0,4.0,,,2.0,,0.0,1.0,2.0,1.0,,3.0,,1.0,2.0,2.0,0.0,,,,,,,,,,,,
104717668,Тесиняка,gordunni,19.0,106286.0,51.0,100.0,92.0,1.0,47.0,1.0,65.0,47.0,54.0,52.0,52.0,63.0,70.0,67.0,50.0,,20.0,,50.0,50.0,100.0,0.0,278.0,260.0,220.0,217.0,235.0,90.0,10.0,153.0,14.0,,5.0,,2.0,2.0,2.0,1.0,180.0,122.0,119.0,112.0,122.0,57.0,7.0,103.0,7.0,,1.0,,1.0,1.0,2.0,0.0,,,,0.0,1.0,0.0,,,,,,
97397052,Кусочекхилла,soulflayer,53.0,3057.0,50.0,50.0,2.0,6.0,1.0,3.0,100.0,,,33.0,,44.0,56.0,100.0,50.0,,50.0,,71.0,67.0,40.0,50.0,3.0,,,3.0,,9.0,9.0,7.0,6.0,,6.0,,7.0,3.0,5.0,2.0,3.0,,,1.0,,4.0,5.0,7.0,3.0,,3.0,,5.0,2.0,2.0,1.0,,,,,,,,,,,,
171488900,Lezaiah,sinstralis,7.0,21167.0,40.0,,62.0,,25.0,,39.0,63.0,51.0,66.0,54.0,64.0,33.0,56.0,67.0,62.0,,,71.0,,,,93.0,99.0,80.0,53.0,41.0,55.0,6.0,80.0,3.0,8.0,,,7.0,,,,36.0,62.0,41.0,35.0,22.0,35.0,2.0,45.0,2.0,5.0,,,5.0,,,,,,,,,,,,,,,
49229026,Athrelya,confrérie-du-thorium,59.0,2116.0,0.0,,5.0,,0.0,,25.0,75.0,67.0,45.0,0.0,33.0,40.0,50.0,33.0,100.0,,,,,,,8.0,8.0,9.0,11.0,3.0,9.0,5.0,2.0,3.0,1.0,,,,,,,2.0,6.0,6.0,5.0,0.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
104576523,Savera,confrérie-du-thorium,7.0,4670.0,71.0,,14.0,,10.0,,100.0,38.0,36.0,38.0,50.0,38.0,25.0,50.0,29.0,100.0,,,67.0,,50.0,0.0,1.0,8.0,11.0,8.0,2.0,8.0,4.0,8.0,7.0,2.0,,,3.0,,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,,,2.0,,1.0,0.0,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,
154239124,Lokoshor,kirin-tor,23.0,2810.0,0.0,100.0,2.0,1.0,0.0,1.0,,39.0,60.0,0.0,100.0,45.0,25.0,43.0,45.0,0.0,,,100.0,,,,,18.0,5.0,1.0,1.0,11.0,4.0,7.0,11.0,1.0,,,1.0,,,,,7.0,3.0,0.0,1.0,5.0,1.0,3.0,5.0,0.0,,,1.0,,,,,,,,,,100.0,5.0,5.0,,,
166849639,Plude,defias-brotherhood,8.0,19.0,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
160127163,Flashlite,shadowsong,69.0,1389.0,50.0,33.0,4.0,3.0,2.0,1.0,67.0,,,33.0,,80.0,0.0,50.0,25.0,100.0,,,22.0,25.0,100.0,,3.0,,,3.0,,5.0,4.0,8.0,8.0,1.0,,,9.0,4.0,1.0,,2.0,,,1.0,,4.0,0.0,4.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
124422982,Lookatmefan,blackrock,14.0,1378.0,0.0,100.0,1.0,3.0,0.0,3.0,100.0,0.0,0.0,33.0,100.0,100.0,,40.0,,,,,100.0,100.0,100.0,,2.0,2.0,1.0,3.0,1.0,2.0,,5.0,,,,,3.0,2.0,2.0,,2.0,0.0,0.0,1.0,1.0,2.0,,2.0,,,,,3.0,2.0,2.0,,,,,,,,,,,,,
136676508,Tonínoo,dun-modr,22.0,6186.0,33.0,40.0,3.0,15.0,1.0,6.0,67.0,75.0,50.0,56.0,0.0,54.0,57.0,33.0,50.0,67.0,100.0,,67.0,53.0,,70.0,3.0,8.0,8.0,9.0,2.0,13.0,23.0,12.0,20.0,3.0,2.0,,12.0,15.0,,10.0,2.0,6.0,4.0,5.0,0.0,7.0,13.0,4.0,10.0,2.0,2.0,,8.0,8.0,,7.0,50.0,2.0,1.0,,,,,,,,,
177144909,Aryxxë,twisting-nether,30.0,4570.0,33.0,100.0,9.0,3.0,3.0,3.0,58.0,100.0,75.0,50.0,,58.0,79.0,89.0,33.0,57.0,33.0,50.0,67.0,67.0,83.0,100.0,19.0,3.0,4.0,4.0,,12.0,14.0,9.0,9.0,7.0,3.0,2.0,6.0,3.0,6.0,2.0,11.0,3.0,3.0,2.0,,7.0,11.0,8.0,3.0,4.0,1.0,1.0,4.0,2.0,5.0,2.0,100.0,2.0,2.0,57.0,7.0,4.0,,,,,,
89606539,Gharash,sargeras,7.0,487.0,,100.0,,1.0,,1.0,,100.0,,,,50.0,0.0,,25.0,,,,,100.0,,100.0,,1.0,,,,2.0,2.0,,4.0,,,,,1.0,,2.0,,1.0,,,,1.0,0.0,,1.0,,,,,1.0,,2.0,50.0,2.0,1.0,,,,,,,,,
112893615,Boukitos,drekthar,30.0,153578.0,55.0,,223.0,,123.0,,49.0,64.0,63.0,61.0,63.0,46.0,38.0,47.0,14.0,,,,,,,,358.0,356.0,343.0,303.0,267.0,13.0,16.0,15.0,7.0,,,,,,,,174.0,227.0,216.0,185.0,167.0,6.0,6.0,7.0,1.0,,,,,,,,,,,,,,,,,,,
191510274,Palaberg,kazzak,6.0,35.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82204641,Quank,les-sentinelles,18.0,3688.0,60.0,57.0,5.0,14.0,3.0,8.0,50.0,50.0,,,,60.0,50.0,45.0,29.0,,67.0,,44.0,55.0,67.0,64.0,2.0,2.0,,,,10.0,12.0,11.0,14.0,,3.0,,9.0,11.0,3.0,11.0,1.0,1.0,,,,6.0,6.0,5.0,4.0,,2.0,,4.0,6.0,2.0,7.0,40.0,10.0,4.0,,,,,,,,,
153681494,Helaku,kirin-tor,19.0,53173.0,38.0,33.0,130.0,3.0,50.0,1.0,50.0,56.0,60.0,66.0,43.0,63.0,69.0,55.0,53.0,57.0,78.0,67.0,62.0,100.0,87.0,50.0,111.0,70.0,106.0,119.0,82.0,75.0,13.0,74.0,19.0,7.0,9.0,3.0,8.0,6.0,15.0,4.0,55.0,39.0,64.0,78.0,35.0,47.0,9.0,41.0,10.0,4.0,7.0,2.0,5.0,6.0,13.0,2.0,,,,,,,100.0,1.0,1.0,,,
166631802,Darkghost,hyjal,51.0,9511.0,57.0,50.0,7.0,2.0,4.0,1.0,29.0,44.0,71.0,27.0,,25.0,29.0,64.0,50.0,30.0,,,50.0,60.0,0.0,,7.0,18.0,7.0,11.0,,12.0,7.0,11.0,14.0,10.0,,,10.0,5.0,2.0,,2.0,8.0,5.0,3.0,,3.0,2.0,7.0,7.0,3.0,,,5.0,3.0,0.0,,,,,0.0,3.0,0.0,,,,,,
67595897,Artstone,ravencrest,68.0,18914.0,63.0,100.0,35.0,1.0,22.0,1.0,58.0,64.0,60.0,52.0,48.0,47.0,54.0,50.0,67.0,27.0,0.0,,100.0,100.0,50.0,,77.0,83.0,57.0,63.0,56.0,17.0,13.0,12.0,18.0,11.0,3.0,,1.0,1.0,2.0,,45.0,53.0,34.0,33.0,27.0,8.0,7.0,6.0,12.0,3.0,0.0,,1.0,1.0,1.0,,4000.0,1.0,40.0,,,,,,,,,
68332358,Insidiøus,kazzak,29.0,17412.0,51.0,50.0,35.0,2.0,18.0,1.0,53.0,66.0,71.0,68.0,67.0,71.0,43.0,69.0,50.0,75.0,,,,100.0,,,34.0,73.0,85.0,91.0,58.0,83.0,7.0,64.0,4.0,4.0,,,,1.0,,,18.0,48.0,60.0,62.0,39.0,59.0,3.0,44.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,
165037468,Diktrol,stormreaver,16.0,2301.0,100.0,20.0,2.0,5.0,2.0,1.0,50.0,,,67.0,,100.0,62.0,57.0,67.0,,100.0,,67.0,100.0,50.0,88.0,6.0,,,3.0,,1.0,8.0,7.0,3.0,,4.0,,3.0,2.0,4.0,8.0,3.0,,,2.0,,1.0,5.0,4.0,2.0,,4.0,,2.0,2.0,2.0,7.0,0.0,2.0,0.0,100.0,1.0,1.0,,,,,,
217850493,Mordréd,sylvanas,20.0,522.0,100.0,0.0,1.0,1.0,1.0,0.0,75.0,,,,,,100.0,0.0,0.0,,50.0,,0.0,100.0,,100.0,4.0,,,,,,1.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,3.0,,,,,,1.0,0.0,0.0,,1.0,,0.0,1.0,,1.0,,,,,,,,,,,,
140589344,Bubblès,stormreaver,99.0,5003.0,40.0,25.0,5.0,4.0,2.0,1.0,78.0,,,64.0,,57.0,62.0,25.0,38.0,60.0,,71.0,75.0,64.0,33.0,33.0,9.0,,,11.0,,7.0,8.0,4.0,8.0,5.0,,7.0,4.0,14.0,6.0,6.0,7.0,,,7.0,,4.0,5.0,1.0,3.0,3.0,,5.0,3.0,9.0,2.0,2.0,50.0,2.0,1.0,100.0,1.0,1.0,100.0,9.0,9.0,,,
73785417,Schutzinator,eredar,20.0,4518.0,56.0,,18.0,,10.0,,33.0,13.0,44.0,11.0,43.0,41.0,100.0,29.0,50.0,,,,,,,,21.0,15.0,25.0,18.0,23.0,17.0,1.0,17.0,2.0,,,,,,,,7.0,2.0,11.0,2.0,10.0,7.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
118609313,Wipepower,ravencrest,26.0,2890.0,17.0,75.0,6.0,4.0,1.0,3.0,78.0,,,100.0,,50.0,100.0,100.0,100.0,,0.0,,86.0,33.0,33.0,0.0,9.0,,,4.0,,2.0,1.0,1.0,2.0,,1.0,,7.0,3.0,6.0,1.0,7.0,,,4.0,,1.0,1.0,1.0,2.0,,0.0,,6.0,1.0,2.0,0.0,100.0,1.0,1.0,0.0,1.0,0.0,,,,,,
96296791,Palarash,ragnaros,9.0,4934.0,0.0,100.0,1.0,4.0,0.0,4.0,45.0,30.0,36.0,67.0,50.0,50.0,50.0,,100.0,,50.0,,,50.0,100.0,67.0,11.0,20.0,11.0,6.0,12.0,2.0,4.0,,1.0,,2.0,,,4.0,1.0,3.0,5.0,6.0,4.0,4.0,6.0,1.0,2.0,,1.0,,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,
156018554,Pestiferos,ysondre,7.0,43.0,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
165703894,Pepydring,khaz-modan,15.0,53.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155711006,Gottköníg,antonidas,33.0,741.0,100.0,100.0,1.0,2.0,1.0,2.0,,,,0.0,,,100.0,,0.0,,100.0,,0.0,0.0,,100.0,,,,1.0,,,1.0,,1.0,,1.0,,2.0,1.0,,1.0,,,,0.0,,,1.0,,0.0,,1.0,,0.0,0.0,,1.0,,,,33.0,6.0,2.0,,,,,,
156893097,Dawnbringer,archimonde,12.0,1099.0,33.0,0.0,3.0,2.0,1.0,0.0,100.0,,,,,,,,100.0,,,,100.0,0.0,0.0,,1.0,,,,,,,,1.0,,,,2.0,3.0,1.0,,1.0,,,,,,,,1.0,,,,2.0,0.0,0.0,,,,,,,,,,,,,
