character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,The Battle for Gilneas played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,The Battle for Gilneas won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Ashran win_rate,Deepwind Gorge win_rate,Ashran played,Deepwind Gorge played,Ashran won,Deepwind Gorge won,Isle of Conquest win_rate,Silvershard Mines win_rate,Rated Eye of the Storm win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin win_rate,Isle of Conquest played,Silvershard Mines played,Rated Eye of the Storm played,Deepwind Gorge (Legacy) played,Arathi Basin played,Isle of Conquest won,Silvershard Mines won,Rated Eye of the Storm won,Deepwind Gorge (Legacy) won,Arathi Basin won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
184227887,Glôr,nemesis,13.0,998.0,25.0,,,,,100.0,67.0,,0.0,0.0,0.0,4.0,,,,,1.0,3.0,,1.0,1.0,3.0,1.0,,,,,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,0.0,2.0,,,,2.0,0.0,,,,0.0,,,,,,,,,,,,,,,
153765540,Йосяфлексер,howling-fjord,120.0,4664.0,,75.0,100.0,67.0,,39.0,90.0,57.0,77.0,60.0,,,4.0,1.0,9.0,,18.0,10.0,14.0,13.0,5.0,,,3.0,1.0,6.0,,7.0,9.0,8.0,10.0,3.0,,,75.0,,4.0,,3.0,100.0,50.0,71.0,55.0,67.0,1.0,16.0,7.0,11.0,9.0,1.0,8.0,5.0,6.0,6.0,100.0,1.0,1.0,,,,,,,,,,,,
117935661,Hairyshocka,blackhand,19.0,5942.0,50.0,45.0,45.0,70.0,59.0,50.0,22.0,27.0,,,,2.0,31.0,20.0,23.0,29.0,28.0,18.0,30.0,,,,1.0,14.0,9.0,16.0,17.0,14.0,4.0,8.0,,,,,,,,,,67.0,52.0,,50.0,,3.0,23.0,,10.0,,2.0,12.0,,5.0,,,,,,,,,,,,,,,,
163434491,Zectoz,kazzak,109.0,5581.0,36.0,40.0,33.0,64.0,91.0,70.0,69.0,56.0,,67.0,100.0,14.0,5.0,9.0,11.0,11.0,10.0,13.0,16.0,,3.0,8.0,5.0,2.0,3.0,7.0,10.0,7.0,9.0,9.0,,2.0,8.0,56.0,,9.0,,5.0,,25.0,75.0,0.0,29.0,,8.0,8.0,1.0,7.0,,2.0,6.0,0.0,2.0,,,,,,,,,,,,,,,,
182510604,Oswäld,archimonde,42.0,3262.0,50.0,,,67.0,,40.0,50.0,57.0,50.0,17.0,0.0,2.0,,,3.0,,5.0,8.0,7.0,6.0,12.0,1.0,1.0,,,2.0,,2.0,4.0,4.0,3.0,2.0,0.0,100.0,0.0,1.0,5.0,1.0,0.0,100.0,43.0,67.0,,75.0,1.0,7.0,6.0,,4.0,1.0,3.0,4.0,,3.0,50.0,8.0,4.0,67.0,3.0,2.0,,,,,,,,,
195763496,Gammeldin,chamber-of-aspects,7.0,2393.0,50.0,,,100.0,,33.0,67.0,60.0,67.0,33.0,67.0,2.0,,,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,1.0,,,3.0,,1.0,2.0,3.0,2.0,1.0,2.0,100.0,,3.0,,3.0,,33.0,100.0,67.0,,50.0,3.0,5.0,3.0,,2.0,1.0,5.0,2.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0,1.0,1.0,,,,,,
116301949,Faradaddy,sunstrider,15.0,37871.0,67.0,51.0,55.0,35.0,58.0,46.0,64.0,50.0,90.0,40.0,40.0,58.0,51.0,67.0,62.0,98.0,13.0,25.0,12.0,10.0,10.0,5.0,39.0,26.0,37.0,22.0,57.0,6.0,16.0,6.0,9.0,4.0,2.0,0.0,50.0,1.0,12.0,0.0,6.0,57.0,50.0,,0.0,62.0,63.0,10.0,,2.0,13.0,36.0,5.0,,0.0,8.0,58.0,12.0,7.0,,,,,,,,,,,,
145980831,Этожестко,howling-fjord,6.0,297.0,0.0,,,0.0,,,50.0,0.0,100.0,0.0,,2.0,,,1.0,,,2.0,1.0,1.0,1.0,,0.0,,,0.0,,,1.0,0.0,1.0,0.0,,,100.0,,1.0,,1.0,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,
176258513,Inyaface,zuljin,89.0,1712.0,40.0,,,0.0,,0.0,33.0,100.0,0.0,33.0,33.0,5.0,,,3.0,,1.0,3.0,2.0,4.0,9.0,3.0,2.0,,,0.0,,0.0,1.0,2.0,0.0,3.0,1.0,100.0,75.0,4.0,4.0,4.0,3.0,0.0,0.0,,,0.0,4.0,2.0,,,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
110625023,Palidinøs,ysondre,12.0,1145.0,50.0,50.0,0.0,0.0,0.0,100.0,100.0,67.0,,,,2.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,,,,,,,,,,67.0,40.0,,50.0,,3.0,5.0,,4.0,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,
134245080,Zedbug,spinebreaker,7.0,1238.0,33.0,,,,,60.0,83.0,100.0,17.0,67.0,,3.0,,,,,5.0,6.0,1.0,6.0,3.0,,1.0,,,,,3.0,5.0,1.0,1.0,2.0,,0.0,50.0,1.0,2.0,0.0,1.0,100.0,100.0,,,50.0,1.0,1.0,,,4.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
158112757,Làzarùs,thrall,7.0,1253.0,100.0,,,25.0,,60.0,25.0,80.0,75.0,100.0,,1.0,,,4.0,,5.0,4.0,5.0,4.0,3.0,,1.0,,,1.0,,3.0,1.0,4.0,3.0,3.0,,,,,,,,0.0,100.0,,,33.0,1.0,2.0,,,3.0,0.0,2.0,,,1.0,,,,,,,,,,,,,,,
167543148,Caersei,blackrock,11.0,364.0,100.0,,,,,100.0,0.0,100.0,,,100.0,1.0,,,,,1.0,2.0,1.0,,,1.0,1.0,,,,,1.0,0.0,1.0,,,1.0,100.0,,1.0,,1.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,
173345523,Lãgertha,kazzak,16.0,3670.0,0.0,,,60.0,,33.0,67.0,67.0,50.0,71.0,50.0,3.0,,,5.0,,3.0,3.0,9.0,6.0,7.0,2.0,0.0,,,3.0,,1.0,2.0,6.0,3.0,5.0,1.0,,25.0,,4.0,,1.0,20.0,80.0,100.0,,67.0,5.0,5.0,4.0,,6.0,1.0,4.0,4.0,,4.0,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,
188051410,Askhan,chamber-of-aspects,15.0,508.0,,,,,,,,0.0,0.0,,,,,,,,,,1.0,2.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193896650,Tarzuug,kazzak,55.0,410.0,40.0,100.0,,0.0,,,0.0,0.0,100.0,,,5.0,1.0,,1.0,,,2.0,3.0,1.0,,,2.0,1.0,,0.0,,,0.0,0.0,1.0,,,,,,,,,50.0,100.0,,100.0,,2.0,1.0,,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,
161871365,Letto,sargeras,32.0,6657.0,75.0,,,60.0,,100.0,50.0,50.0,50.0,0.0,33.0,4.0,,,5.0,,1.0,2.0,2.0,4.0,4.0,3.0,3.0,,,3.0,,1.0,1.0,1.0,2.0,0.0,1.0,67.0,50.0,3.0,2.0,2.0,1.0,57.0,0.0,,,,7.0,3.0,,,,4.0,0.0,,,,,,,,,,,,,,,,,,
143372979,Илетил,soulflayer,36.0,66522.0,54.0,76.0,62.0,73.0,69.0,56.0,63.0,65.0,75.0,80.0,60.0,74.0,231.0,205.0,144.0,118.0,61.0,62.0,20.0,8.0,5.0,5.0,40.0,175.0,127.0,105.0,81.0,34.0,39.0,13.0,6.0,4.0,3.0,71.0,83.0,7.0,12.0,5.0,10.0,60.0,66.0,,63.0,55.0,72.0,29.0,,27.0,11.0,43.0,19.0,,17.0,6.0,,,,,,,,,,,,,,,
