character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Isle of Conquest played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Isle of Conquest won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Winter played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Comp Stomp won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
5035703,Bubullepf,arakarahm,3.0,3154.0,57.0,75.0,,,,,,,,,,,7.0,4.0,,,,,,,,,,,4.0,3.0,,,,,,,,,,,50.0,75.0,,,6.0,8.0,,,3.0,6.0,,,,,100.0,,,1.0,,,1.0,,,,,,,,,,,,
92079689,Korim,draenor,150.0,40150.0,53.0,71.0,57.0,65.0,78.0,61.0,58.0,6300.0,25.0,,29.0,50.0,58.0,82.0,67.0,85.0,69.0,89.0,26.0,2.0,4.0,,14.0,2.0,31.0,58.0,38.0,55.0,54.0,54.0,15.0,126.0,1.0,,4.0,1.0,71.0,60.0,40.0,36.0,108.0,67.0,20.0,25.0,77.0,40.0,8.0,9.0,,50.0,100.0,,4.0,2.0,,2.0,2.0,100.0,89.0,53.0,9.0,53.0,8.0,,,,,,
171778567,Макзор,eversong,6.0,1735.0,0.0,100.0,,33.0,,100.0,,33.0,0.0,0.0,50.0,,2.0,1.0,,3.0,,1.0,,3.0,1.0,1.0,2.0,,0.0,1.0,,1.0,,1.0,,1.0,0.0,0.0,1.0,,,,,50.0,,,,2.0,,,,1.0,,67.0,,,3.0,,,2.0,,,75.0,,4.0,,3.0,,,,,,
154583345,Maélize,ysondre,11.0,1634.0,33.0,,0.0,,50.0,50.0,0.0,50.0,50.0,100.0,,50.0,3.0,,2.0,,4.0,4.0,1.0,2.0,2.0,2.0,,2.0,1.0,,0.0,,2.0,2.0,0.0,1.0,1.0,2.0,,1.0,,,,0.0,,,,1.0,,,,0.0,40.0,,,5.0,,,2.0,,,,,,,,,,,,,,
160711211,Hugen,tarren-mill,15.0,2967.0,0.0,50.0,100.0,62.0,80.0,75.0,,86.0,57.0,100.0,,44.0,2.0,4.0,2.0,8.0,5.0,4.0,,7.0,7.0,5.0,,9.0,0.0,2.0,2.0,5.0,4.0,3.0,,6.0,4.0,5.0,,4.0,,,,50.0,,,,2.0,,,,1.0,0.0,50.0,,1.0,2.0,,0.0,1.0,,,,,,,,,,,,,
226274304,Valithria,sylvanas,58.0,7799.0,56.0,62.0,50.0,33.0,80.0,73.0,50.0,100.0,80.0,62.0,29.0,,9.0,8.0,2.0,6.0,5.0,11.0,8.0,2.0,10.0,8.0,7.0,,5.0,5.0,1.0,2.0,4.0,8.0,4.0,2.0,8.0,5.0,2.0,,33.0,33.0,100.0,71.0,3.0,3.0,1.0,7.0,1.0,1.0,1.0,5.0,75.0,,,4.0,,,3.0,,,100.0,0.0,51.0,2.0,51.0,0.0,,,,,,
140589344,Bubblès,stormreaver,99.0,5003.0,78.0,64.0,57.0,62.0,25.0,38.0,60.0,75.0,64.0,25.0,33.0,33.0,9.0,11.0,7.0,8.0,4.0,8.0,5.0,4.0,14.0,4.0,6.0,6.0,7.0,7.0,4.0,5.0,1.0,3.0,3.0,3.0,9.0,1.0,2.0,2.0,,,,40.0,,,,5.0,,,,2.0,50.0,,71.0,2.0,,7.0,1.0,,5.0,100.0,100.0,9.0,1.0,9.0,1.0,,,,,,
159369627,Gusstav,hyjal,17.0,32031.0,51.0,42.0,33.0,38.0,44.0,31.0,17.0,80.0,57.0,25.0,80.0,25.0,51.0,59.0,15.0,8.0,9.0,13.0,6.0,5.0,7.0,4.0,5.0,4.0,26.0,25.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,36.0,49.0,36.0,30.0,66.0,73.0,104.0,43.0,24.0,36.0,37.0,13.0,2100.0,,,1.0,,,21.0,,,100.0,100.0,1.0,1.0,1.0,1.0,,,,,,
127645662,Krionte,nemesis,18.0,14735.0,41.0,56.0,50.0,60.0,80.0,50.0,56.0,17.0,,0.0,,0.0,70.0,18.0,8.0,10.0,5.0,14.0,9.0,6.0,,2.0,,1.0,29.0,10.0,4.0,6.0,4.0,7.0,5.0,1.0,,0.0,,0.0,53.0,54.0,46.0,46.0,43.0,39.0,13.0,13.0,23.0,21.0,6.0,6.0,400.0,100.0,,2.0,1.0,,8.0,1.0,,,71.0,,7.0,,5.0,,,,,,
119384637,Zurîe,draenor,12.0,2582.0,50.0,100.0,60.0,80.0,100.0,50.0,,67.0,0.0,33.0,0.0,100.0,4.0,1.0,5.0,5.0,3.0,4.0,,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,,2.0,0.0,1.0,0.0,1.0,67.0,50.0,,0.0,3.0,4.0,,2.0,2.0,2.0,,0.0,,0.0,,,1.0,,,0.0,,,100.0,,1.0,,1.0,,,,,,
159018118,Enradium,stormscale,42.0,2571.0,80.0,67.0,100.0,60.0,75.0,0.0,,133.0,100.0,100.0,67.0,20.0,5.0,3.0,3.0,5.0,4.0,2.0,,3.0,1.0,1.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,0.0,,4.0,1.0,1.0,2.0,1.0,33.0,0.0,100.0,75.0,3.0,1.0,1.0,8.0,1.0,0.0,1.0,6.0,,50.0,,,4.0,,,2.0,,,,,,,,,,,,,
44926816,Peragorn,arthas,12.0,27269.0,64.0,45.0,49.0,55.0,49.0,45.0,60.0,50.0,,,50.0,,67.0,42.0,90.0,121.0,93.0,114.0,43.0,4.0,,,2.0,,43.0,19.0,44.0,67.0,46.0,51.0,26.0,2.0,,,1.0,,59.0,56.0,44.0,62.0,106.0,116.0,45.0,16.0,63.0,65.0,20.0,10.0,,,,,,,,,,,0.0,,2.0,,0.0,,,,,,
158260545,Odinspower,madmortem,13.0,2206.0,100.0,33.0,12.0,100.0,0.0,67.0,,50.0,80.0,100.0,100.0,43.0,2.0,3.0,8.0,2.0,1.0,3.0,,4.0,5.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,0.0,2.0,,2.0,4.0,1.0,2.0,3.0,,,,0.0,,,,1.0,,,,0.0,,67.0,,,3.0,,,2.0,,,,,,,,,,,,,
172005302,Равэнор,howling-fjord,4.0,294.0,,,,,,50.0,,0.0,,,,,,,,,,4.0,,1.0,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,0.0,75.0,0.0,67.0,0.0,,33.0,33.0,100.0,100.0,0.0,,1.0,4.0,1.0,3.0,1.0,,3.0,3.0,1.0,1.0,1.0,,0.0,3.0,0.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,,,,75.0,,,,4.0,,,,3.0,100.0,0.0,,1.0,1.0,,1.0,0.0,,,,,,,,,,,,,
119279134,Mikelus,burning-legion,6.0,4313.0,49.0,11.0,67.0,60.0,50.0,50.0,,,,,,,37.0,9.0,6.0,5.0,2.0,2.0,,,,,,,18.0,1.0,4.0,3.0,1.0,1.0,,,,,,,18.0,43.0,0.0,20.0,11.0,7.0,1.0,5.0,2.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
181483376,Андуралус,gordunni,36.0,5812.0,80.0,43.0,83.0,50.0,60.0,36.0,0.0,64.0,45.0,38.0,,62.0,5.0,7.0,6.0,6.0,10.0,11.0,2.0,14.0,11.0,8.0,,8.0,4.0,3.0,5.0,3.0,6.0,4.0,0.0,9.0,5.0,3.0,,5.0,33.0,0.0,,33.0,3.0,1.0,,3.0,1.0,0.0,,1.0,,50.0,,,2.0,,,1.0,,,,,,,,,,,,,
95484374,Dpms,twisting-nether,110.0,92301.0,49.0,53.0,55.0,70.0,54.0,60.0,69.0,80.0,70.0,60.0,100.0,75.0,134.0,281.0,225.0,138.0,236.0,176.0,118.0,5.0,10.0,5.0,2.0,8.0,66.0,148.0,123.0,97.0,128.0,106.0,81.0,4.0,7.0,3.0,2.0,6.0,57.0,58.0,52.0,47.0,306.0,292.0,286.0,116.0,175.0,168.0,149.0,55.0,,50.0,100.0,,4.0,1.0,,2.0,1.0,,,,,,,,,,,,
79783671,Sargeratt,kazzak,1.0,32232.0,47.0,58.0,58.0,44.0,64.0,50.0,,,,,100.0,,73.0,104.0,31.0,9.0,50.0,2.0,,,,,1.0,,34.0,60.0,18.0,4.0,32.0,1.0,,,,,1.0,,67.0,57.0,52.0,52.0,129.0,115.0,96.0,64.0,87.0,66.0,50.0,33.0,,,,,,,,,,,,,,,,,,,,,
158660642,Syvòs,blackhand,17.0,469.0,100.0,,,50.0,33.0,,,,0.0,0.0,0.0,0.0,1.0,,,2.0,3.0,,,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,0.0,0.0,0.0,0.0,,,,50.0,,,,2.0,,,,1.0,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,
64383491,Exxodus,medivh,5.0,1188.0,67.0,50.0,,29.0,50.0,33.0,,0.0,,,,,3.0,2.0,,7.0,2.0,6.0,,1.0,,,,,2.0,1.0,,2.0,1.0,2.0,,0.0,,,,,0.0,100.0,50.0,100.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
120373370,Groobaz,burning-legion,25.0,29635.0,46.0,66.0,50.0,50.0,53.0,44.0,40.0,,,100.0,67.0,,72.0,79.0,16.0,6.0,19.0,9.0,5.0,,,1.0,3.0,,33.0,52.0,8.0,3.0,10.0,4.0,2.0,,,1.0,2.0,,66.0,62.0,50.0,61.0,77.0,90.0,80.0,31.0,51.0,56.0,40.0,19.0,,,,,,,,,,,,,,,,,,,,,
133092115,Bandinoriel,tarren-mill,5.0,249.0,0.0,,,,100.0,,,100.0,,100.0,,,1.0,,,,2.0,,,1.0,,1.0,,,0.0,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165566705,Johawk,kargath,44.0,1455.0,75.0,50.0,75.0,33.0,0.0,67.0,,0.0,50.0,100.0,50.0,33.0,4.0,4.0,4.0,3.0,1.0,3.0,,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,2.0,,0.0,1.0,1.0,1.0,1.0,,,,17.0,,,,6.0,,,,1.0,0.0,100.0,,2.0,3.0,,0.0,3.0,,,,,,,,,,,,,
176640979,Krí,sanguino,13.0,1133.0,50.0,,50.0,0.0,33.0,80.0,,75.0,100.0,100.0,0.0,50.0,6.0,,2.0,2.0,3.0,5.0,,4.0,2.0,1.0,1.0,4.0,3.0,,1.0,0.0,1.0,4.0,,3.0,2.0,1.0,0.0,2.0,,,,0.0,,,,4.0,,,,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,,,,,,,,,,,,
26821800,Флейма,soulflayer,30.0,14329.0,67.0,37.0,42.0,53.0,54.0,45.0,30.0,,50.0,50.0,,,12.0,30.0,12.0,17.0,13.0,11.0,10.0,,4.0,2.0,,,8.0,11.0,5.0,9.0,7.0,5.0,3.0,,2.0,1.0,,,67.0,70.0,32.0,40.0,45.0,57.0,25.0,25.0,30.0,40.0,8.0,10.0,,,,,,,,,,100.0,,2.0,,2.0,,,,,,,
164009005,Blakapal,kaelthas,3.0,984.0,100.0,33.0,0.0,100.0,100.0,100.0,,50.0,50.0,100.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.0,0.0,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
179215610,Иладриель,soulflayer,20.0,46.0,,,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155015153,Thiccmeatpie,ysondre,3.0,1678.0,0.0,,,,,100.0,,,,,,,1.0,,,,,1.0,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,6.0,,6.0,,,,,,
141975019,Agamenón,sanguino,53.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
201606331,Сэйша,goldrinn,5.0,25.0,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126013964,Airaishi,drakthul,28.0,196.0,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124247698,Keslá,twisting-nether,11.0,18541.0,63.0,62.0,0.0,0.0,100.0,,0.0,,,,,,41.0,68.0,1.0,3.0,1.0,,2.0,,,,,,26.0,42.0,0.0,0.0,1.0,,0.0,,,,,,62.0,46.0,43.0,67.0,50.0,59.0,65.0,6.0,31.0,27.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,
122729166,Asherå,rashgarroth,15.0,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,0.0,100.0,,1.0,,1.0,,,,,,,
147627220,Vexrek,burning-blade,5.0,632.0,100.0,,0.0,0.0,33.0,100.0,,,,,,,1.0,,1.0,2.0,3.0,1.0,,,,,,,1.0,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,,
194396987,Crael,hyjal,22.0,412.0,,,100.0,100.0,50.0,100.0,,100.0,,50.0,50.0,0.0,,,1.0,1.0,2.0,1.0,,1.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,0.0,0.0,,1.0,1.0,,0.0,0.0,,,,,,,,,,,,,
157753937,Revankhaar,sanguino,25.0,4784.0,64.0,25.0,43.0,38.0,50.0,22.0,,71.0,83.0,40.0,56.0,33.0,11.0,4.0,7.0,8.0,8.0,9.0,,7.0,6.0,5.0,9.0,9.0,7.0,1.0,3.0,3.0,4.0,2.0,,5.0,5.0,2.0,5.0,3.0,,,,58.0,,,,12.0,,,,7.0,100.0,0.0,,2.0,2.0,,2.0,0.0,,100.0,,5.0,,5.0,,,,,,,
154012370,Hornypâl,draenor,8.0,780.0,100.0,50.0,0.0,33.0,,100.0,,0.0,0.0,0.0,0.0,50.0,1.0,2.0,1.0,3.0,,2.0,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,,2.0,,0.0,0.0,0.0,0.0,1.0,,,,100.0,,,,1.0,,,,1.0,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,
156754722,Vacher,zuljin,19.0,9512.0,28.0,61.0,73.0,68.0,45.0,44.0,57.0,57.0,50.0,33.0,,100.0,18.0,18.0,15.0,25.0,11.0,16.0,14.0,7.0,4.0,3.0,,1.0,5.0,11.0,11.0,17.0,5.0,7.0,8.0,4.0,2.0,1.0,,1.0,59.0,48.0,59.0,30.0,17.0,23.0,17.0,10.0,10.0,11.0,10.0,3.0,,67.0,,,3.0,,,2.0,,,80.0,,5.0,,4.0,,,,,,
112172855,Divenda,ravencrest,34.0,539.0,100.0,,,0.0,0.0,0.0,,,,,0.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,0.0,0.0,0.0,,,,,0.0,,,,,33.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
156657032,Mikesglory,ravencrest,15.0,3359.0,36.0,75.0,60.0,67.0,40.0,33.0,,100.0,0.0,50.0,67.0,100.0,14.0,4.0,5.0,3.0,10.0,3.0,,3.0,1.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,1.0,,3.0,0.0,1.0,2.0,1.0,73.0,55.0,29.0,14.0,15.0,11.0,7.0,7.0,11.0,6.0,2.0,1.0,,100.0,,,2.0,,,2.0,,,,,,,,,,,,,
144281931,Enemîes,blackmoore,80.0,17692.0,33.0,40.0,52.0,51.0,55.0,52.0,31.0,82.0,43.0,44.0,33.0,50.0,12.0,35.0,54.0,98.0,40.0,82.0,16.0,33.0,14.0,16.0,3.0,4.0,4.0,14.0,28.0,50.0,22.0,43.0,5.0,27.0,6.0,7.0,1.0,2.0,48.0,65.0,50.0,17.0,75.0,17.0,10.0,6.0,36.0,11.0,5.0,1.0,,50.0,100.0,,2.0,3.0,,1.0,3.0,100.0,,51.0,,51.0,,100.0,1.0,1.0,,,
142917356,Ariyon,blackmoore,2.0,230.0,,100.0,100.0,,50.0,,,0.0,,50.0,,,,1.0,1.0,,2.0,,,1.0,,2.0,,,,1.0,1.0,,1.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154405274,Landro,antonidas,7.0,130.0,,,,,0.0,,,,,,,0.0,,,,,1.0,,,,,,,1.0,,,,,0.0,,,,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
194231961,Selliuocsem,archimonde,22.0,2547.0,100.0,50.0,36.0,56.0,62.0,25.0,,50.0,60.0,50.0,50.0,75.0,1.0,2.0,11.0,16.0,13.0,8.0,,10.0,10.0,10.0,2.0,4.0,1.0,1.0,4.0,9.0,8.0,2.0,,5.0,6.0,5.0,1.0,3.0,,,,100.0,,,,3.0,,,,3.0,33.0,33.0,,9.0,3.0,,3.0,1.0,,,,,,,,,,,,,
112027855,Sveti,deathwing,32.0,21696.0,48.0,59.0,65.0,75.0,46.0,44.0,100.0,0.0,50.0,0.0,,0.0,44.0,32.0,17.0,8.0,28.0,9.0,1.0,1.0,2.0,1.0,,1.0,21.0,19.0,11.0,6.0,13.0,4.0,1.0,0.0,1.0,0.0,,0.0,60.0,66.0,64.0,45.0,47.0,80.0,28.0,40.0,28.0,53.0,18.0,18.0,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,
94017367,Parisha,frostwolf,23.0,3125.0,33.0,50.0,67.0,100.0,50.0,,0.0,50.0,,,100.0,,3.0,2.0,3.0,1.0,2.0,,1.0,2.0,,,2.0,,1.0,1.0,2.0,1.0,1.0,,0.0,1.0,,,2.0,,100.0,,100.0,60.0,1.0,,1.0,5.0,1.0,,1.0,3.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
224423010,Banehallowgr,sylvanas,25.0,62912.0,58.0,41.0,53.0,67.0,50.0,67.0,0.0,0.0,100.0,67.0,0.0,,50.0,70.0,15.0,6.0,10.0,9.0,1.0,3.0,1.0,3.0,3.0,,29.0,29.0,8.0,4.0,5.0,6.0,0.0,0.0,1.0,2.0,0.0,,52.0,37.0,57.0,51.0,112.0,68.0,137.0,37.0,58.0,25.0,78.0,19.0,,0.0,,,3.0,,,0.0,,,,,,,,,,,,,
114295293,Sitram,hyjal,30.0,826.0,25.0,50.0,,,,,,,,,,,4.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,100.0,100.0,100.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
166027883,Steelysteve,tarren-mill,10.0,2.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196105571,Jenk,archimonde,7.0,1352.0,,100.0,,67.0,50.0,,,67.0,,100.0,50.0,,,2.0,,3.0,2.0,,,3.0,,2.0,2.0,,,2.0,,2.0,1.0,,,2.0,,2.0,1.0,,,,,100.0,,,,3.0,,,,3.0,,50.0,,,4.0,,,2.0,,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,50.0,0.0,60.0,17.0,62.0,50.0,0.0,83.0,,0.0,,0.0,2.0,3.0,5.0,6.0,8.0,2.0,1.0,6.0,,1.0,,1.0,1.0,0.0,3.0,1.0,5.0,1.0,0.0,5.0,,0.0,,0.0,50.0,67.0,,0.0,8.0,3.0,,1.0,4.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,
100908708,Køloss,ysondre,13.0,5591.0,21.0,29.0,38.0,80.0,55.0,43.0,40.0,,,,,,14.0,21.0,16.0,5.0,11.0,7.0,5.0,,,,,,3.0,6.0,6.0,4.0,6.0,3.0,2.0,,,,,,25.0,25.0,45.0,40.0,8.0,12.0,11.0,5.0,2.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,
92843802,Pakina,eredar,70.0,78551.0,49.0,67.0,62.0,65.0,56.0,65.0,33.0,,,,,,220.0,192.0,116.0,26.0,126.0,26.0,12.0,,,,,,108.0,129.0,72.0,17.0,71.0,17.0,4.0,,,,,,65.0,66.0,59.0,51.0,252.0,229.0,175.0,173.0,163.0,151.0,103.0,88.0,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
175760203,Vayki,hyjal,5.0,8510.0,45.0,50.0,,,100.0,,,,,,,,20.0,18.0,,,1.0,,,,,,,,9.0,9.0,,,1.0,,,,,,,,57.0,43.0,50.0,64.0,23.0,21.0,16.0,11.0,13.0,9.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,
158756857,Lumarmacil,conseil-des-ombres,19.0,1648.0,50.0,100.0,100.0,100.0,67.0,33.0,,50.0,100.0,0.0,33.0,50.0,4.0,1.0,3.0,1.0,3.0,3.0,,4.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,,2.0,2.0,0.0,1.0,1.0,,,,100.0,,,,3.0,,,,3.0,50.0,20.0,,2.0,5.0,,1.0,1.0,,,,,,,,,,,,,
167440485,Exothermus,blackmoore,2.0,269.0,,,50.0,100.0,100.0,,,67.0,0.0,,0.0,,,,2.0,1.0,1.0,,,3.0,1.0,,1.0,,,,1.0,1.0,1.0,,,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127915139,Gâb,kaelthas,11.0,1911.0,100.0,33.0,22.0,0.0,0.0,25.0,,75.0,50.0,75.0,0.0,33.0,3.0,3.0,9.0,2.0,4.0,8.0,,8.0,10.0,4.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,,6.0,5.0,3.0,0.0,1.0,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,100.0,,1.0,,1.0,,,,,,,
196180963,Unfriendlly,kazzak,10.0,3052.0,100.0,75.0,70.0,100.0,100.0,67.0,100.0,44.0,67.0,43.0,50.0,50.0,2.0,4.0,10.0,4.0,3.0,6.0,1.0,9.0,12.0,7.0,2.0,4.0,2.0,3.0,7.0,4.0,3.0,4.0,1.0,4.0,8.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,7.0,,7.0,,,,,,
169026627,Extinkt,hyjal,16.0,5184.0,60.0,100.0,50.0,14.0,67.0,0.0,100.0,100.0,0.0,50.0,0.0,0.0,5.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,67.0,1.0,,,6.0,0.0,,,4.0,,,,,,,,,,100.0,,20.0,,20.0,,,,,,,
161290094,Twigo,uldaman,7.0,191.0,,,0.0,,,,,,,,0.0,,,,1.0,,,,,,,,1.0,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
195672611,Wwoody,hyjal,1.0,333.0,0.0,,,,,100.0,,,,,0.0,,1.0,,,,,1.0,,,,,1.0,,0.0,,,,,1.0,,,,,0.0,,,,,0.0,,,,1.0,,,,0.0,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,
113813087,Looðweg,arakarahm,55.0,549.0,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,100.0,,,,3.0,,,,3.0,,33.0,,,3.0,,,1.0,,,,,,,,,,,,,
140116630,Talang,tarren-mill,26.0,1727.0,50.0,100.0,100.0,60.0,100.0,100.0,,67.0,100.0,60.0,,75.0,2.0,2.0,1.0,5.0,4.0,4.0,,3.0,6.0,5.0,,4.0,1.0,2.0,1.0,3.0,4.0,4.0,,2.0,6.0,3.0,,3.0,,,,,,,,,,,,,,100.0,,,2.0,,,2.0,,,,,,,,,,,,,
225939240,Bêren,sylvanas,17.0,1166.0,100.0,100.0,0.0,0.0,0.0,33.0,,75.0,67.0,67.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,6.0,,4.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,,3.0,2.0,2.0,0.0,0.0,,,,100.0,,,,2.0,,,,2.0,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
112401367,Majbritt,emeriss,10.0,2000.0,25.0,0.0,100.0,100.0,60.0,67.0,,100.0,100.0,,,0.0,16.0,2.0,1.0,1.0,5.0,3.0,,1.0,1.0,,,1.0,4.0,0.0,1.0,1.0,3.0,2.0,,1.0,1.0,,,0.0,35.0,0.0,,75.0,17.0,2.0,,4.0,6.0,0.0,,3.0,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,
122726613,Lexonia,blackmoore,64.0,38885.0,53.0,52.0,40.0,46.0,57.0,47.0,29.0,100.0,33.0,100.0,80.0,0.0,108.0,121.0,15.0,24.0,21.0,15.0,14.0,2.0,6.0,2.0,5.0,4.0,57.0,63.0,6.0,11.0,12.0,7.0,4.0,2.0,2.0,2.0,4.0,0.0,62.0,72.0,55.0,54.0,117.0,90.0,102.0,102.0,73.0,65.0,56.0,55.0,,,100.0,,,1.0,,,1.0,,,,,,,,,,,,
103918052,Hammerina,eredar,35.0,45291.0,53.0,67.0,62.0,56.0,60.0,64.0,50.0,75.0,100.0,100.0,50.0,,110.0,114.0,50.0,16.0,50.0,11.0,12.0,4.0,1.0,1.0,2.0,,58.0,76.0,31.0,9.0,30.0,7.0,6.0,3.0,1.0,1.0,1.0,,54.0,71.0,58.0,48.0,207.0,147.0,181.0,82.0,112.0,105.0,105.0,39.0,,,,,,,,,,,,,,,,,,,,,
168432642,Tamamyorum,twisting-nether,12.0,875.0,100.0,,,100.0,,0.0,,,,,0.0,0.0,1.0,,,1.0,,1.0,,,,,4.0,1.0,1.0,,,1.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
