character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Ashran win_rate,Deepwind Gorge win_rate,Ashran played,Deepwind Gorge played,Ashran won,Deepwind Gorge won,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Arathi Basin Winter played,Cooking: Impossible played,Arathi Basin Winter won,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
191840232,Nakui,aegwynn,28.0,2299.0,,,,0.0,,50.0,100.0,67.0,60.0,,100.0,0.0,67.0,67.0,29.0,0.0,100.0,,,,,2.0,,2.0,3.0,6.0,5.0,,1.0,1.0,6.0,6.0,7.0,4.0,1.0,,,,,0.0,,1.0,3.0,4.0,3.0,,1.0,0.0,4.0,4.0,2.0,0.0,1.0,,33.0,67.0,3.0,3.0,1.0,2.0,,,,,,,,,
71868250,Thorodir,antonidas,13.0,5380.0,50.0,11.0,25.0,43.0,33.0,50.0,27.0,38.0,14.0,50.0,43.0,33.0,0.0,50.0,0.0,60.0,,13.0,8.0,9.0,8.0,7.0,3.0,6.0,11.0,13.0,14.0,4.0,14.0,3.0,2.0,4.0,4.0,5.0,,15.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,6.0,1.0,0.0,2.0,0.0,3.0,,2.0,,33.0,,3.0,,1.0,,,,,,,,,
159032241,Shâdi,antonidas,6.0,317.0,,,,0.0,,,33.0,,,,,,0.0,50.0,0.0,,,,,,,1.0,,,3.0,,,,,,2.0,2.0,1.0,,,,,,,0.0,,,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
137938274,Скаллаг,gordunni,5.0,777.0,,,,,100.0,100.0,,50.0,100.0,,50.0,,50.0,100.0,,100.0,,,,,,,1.0,1.0,,2.0,3.0,,4.0,,2.0,3.0,,1.0,,,,,,,1.0,1.0,,1.0,3.0,,2.0,,1.0,3.0,,1.0,,,,,,,,,100.0,,1.0,,1.0,,,,
171221642,Коннемарра,gordunni,49.0,972.0,,50.0,0.0,,0.0,,100.0,80.0,60.0,,0.0,100.0,150.0,,,,,,,2.0,1.0,,1.0,,1.0,5.0,5.0,,1.0,1.0,2.0,,,,,,,1.0,0.0,,0.0,,1.0,4.0,3.0,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
178462040,Александрасс,gordunni,17.0,1780.0,100.0,,,25.0,,100.0,20.0,50.0,67.0,,83.0,67.0,33.0,62.0,50.0,,,,1.0,,,4.0,,1.0,5.0,6.0,3.0,,6.0,3.0,6.0,8.0,2.0,,,,1.0,,,1.0,,1.0,1.0,3.0,2.0,,5.0,2.0,2.0,5.0,1.0,,,,100.0,0.0,1.0,1.0,1.0,0.0,100.0,,1.0,,1.0,,,,
150850433,Джарена,gordunni,64.0,9350.0,100.0,59.0,33.0,61.0,0.0,90.0,39.0,45.0,56.0,43.0,47.0,43.0,90.0,55.0,50.0,,,,1.0,27.0,12.0,18.0,1.0,10.0,23.0,33.0,27.0,7.0,34.0,7.0,10.0,11.0,8.0,,,,1.0,16.0,4.0,11.0,0.0,9.0,9.0,15.0,15.0,3.0,16.0,3.0,9.0,6.0,4.0,,,,,60.0,,5.0,,3.0,,,,,,,,,
132290778,Ayoitsme,twisting-nether,81.0,748.0,100.0,67.0,100.0,50.0,,100.0,50.0,0.0,50.0,,50.0,,100.0,,50.0,,,,1.0,3.0,1.0,2.0,,1.0,2.0,2.0,4.0,,4.0,,1.0,,2.0,,,,1.0,2.0,1.0,1.0,,1.0,1.0,0.0,2.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
197820870,Albinoankan,kazzak,5.0,563.0,100.0,,,,,,,100.0,,,100.0,,0.0,0.0,0.0,100.0,,,1.0,,,,,,,3.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,3.0,,,1.0,,0.0,0.0,0.0,1.0,,,,0.0,,1.0,,0.0,,,,,,,,,
87498621,Дооз,goldrinn,43.0,8769.0,100.0,40.0,62.0,81.0,44.0,67.0,57.0,43.0,47.0,,64.0,44.0,75.0,67.0,29.0,67.0,100.0,100.0,4.0,5.0,8.0,16.0,9.0,3.0,7.0,14.0,17.0,,14.0,9.0,4.0,6.0,7.0,3.0,2.0,3.0,4.0,2.0,5.0,13.0,4.0,2.0,4.0,6.0,8.0,,9.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,,,,,,,100.0,,1.0,,1.0,,,,
89330213,Pico,sargeras,21.0,1859.0,47.0,100.0,56.0,50.0,,,,0.0,,,,,,,,,,,17.0,3.0,16.0,4.0,,,,1.0,,,,,,,,,,,8.0,3.0,9.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
133977194,Тестастерон,eversong,6.0,6042.0,57.0,25.0,43.0,50.0,42.0,46.0,38.0,33.0,17.0,,44.0,,100.0,50.0,,0.0,,,7.0,12.0,21.0,20.0,12.0,13.0,16.0,12.0,12.0,,16.0,,1.0,2.0,,1.0,,,4.0,3.0,9.0,10.0,5.0,6.0,6.0,4.0,2.0,,7.0,,1.0,1.0,,0.0,,,25.0,100.0,4.0,3.0,1.0,3.0,,,,,,,,,
96326648,Lykann,turalyon,10.0,8002.0,50.0,38.0,64.0,45.0,25.0,58.0,50.0,100.0,50.0,,60.0,67.0,,,,,,,18.0,29.0,22.0,20.0,12.0,12.0,4.0,2.0,2.0,,5.0,3.0,,,,,,,9.0,11.0,14.0,9.0,3.0,7.0,2.0,2.0,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
192498688,Эндоул,gordunni,12.0,2723.0,0.0,,,100.0,,50.0,0.0,50.0,25.0,,0.0,,67.0,100.0,100.0,25.0,100.0,0.0,1.0,,,1.0,,2.0,1.0,2.0,4.0,,1.0,,3.0,2.0,1.0,4.0,2.0,1.0,0.0,,,1.0,,1.0,0.0,1.0,1.0,,0.0,,2.0,2.0,1.0,1.0,2.0,0.0,0.0,,1.0,,0.0,,25.0,,4.0,,1.0,,,,
110762455,Deenit,ravencrest,39.0,14249.0,67.0,41.0,62.0,61.0,0.0,40.0,55.0,19.0,50.0,,36.0,50.0,67.0,86.0,50.0,50.0,,33.0,6.0,17.0,13.0,18.0,3.0,5.0,11.0,16.0,12.0,,14.0,10.0,12.0,7.0,2.0,2.0,,3.0,4.0,7.0,8.0,11.0,0.0,2.0,6.0,3.0,6.0,,5.0,5.0,8.0,6.0,1.0,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,,,
196855896,Fareya,aggra-português,3.0,142.0,,,,,,,,0.0,0.0,,,,,100.0,100.0,,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,,100.0,,1.0,,1.0,,,,,,,,,
154442113,Palanji,antonidas,16.0,853.0,33.0,,,0.0,,100.0,0.0,0.0,75.0,,0.0,,100.0,100.0,0.0,33.0,,,3.0,,,1.0,,1.0,2.0,1.0,4.0,,1.0,,1.0,1.0,1.0,3.0,,,1.0,,,0.0,,1.0,0.0,0.0,3.0,,0.0,,1.0,1.0,0.0,1.0,,,100.0,,1.0,,1.0,,,,,,,,,,
100222008,Crimsons,draenor,35.0,31273.0,44.0,40.0,71.0,62.0,20.0,38.0,30.0,69.0,60.0,,47.0,50.0,38.0,80.0,75.0,54.0,100.0,,25.0,10.0,7.0,13.0,5.0,34.0,10.0,13.0,15.0,,17.0,2.0,8.0,5.0,8.0,28.0,1.0,,11.0,4.0,5.0,8.0,1.0,13.0,3.0,9.0,9.0,,8.0,1.0,3.0,4.0,6.0,15.0,1.0,,100.0,58.0,2.0,12.0,2.0,7.0,100.0,,1.0,,1.0,,,,
218151876,Keiser,sylvanas,4.0,18227.0,0.0,,,0.0,,0.0,50.0,,,,,,,,100.0,100.0,,,1.0,,,1.0,,1.0,2.0,,,,,,,,1.0,1.0,,,0.0,,,0.0,,0.0,1.0,,,,,,,,1.0,1.0,,,0.0,50.0,1.0,2.0,0.0,1.0,,,,,,,,,
156092404,Malkóm,argent-dawn,53.0,2202.0,25.0,,,100.0,,25.0,0.0,33.0,83.0,100.0,0.0,,38.0,50.0,50.0,17.0,,,8.0,,,2.0,,8.0,2.0,3.0,6.0,1.0,1.0,,8.0,2.0,8.0,6.0,,,2.0,,,2.0,,2.0,0.0,1.0,5.0,1.0,0.0,,3.0,1.0,4.0,1.0,,,14.0,50.0,7.0,8.0,1.0,4.0,,,,,,,,,
121684042,Madóx,garrosh,13.0,3398.0,100.0,,,25.0,,0.0,50.0,57.0,41.0,,58.0,,56.0,33.0,83.0,,,,1.0,,,8.0,,1.0,8.0,7.0,17.0,,19.0,,9.0,12.0,6.0,,,,1.0,,,2.0,,0.0,4.0,4.0,7.0,,11.0,,5.0,4.0,5.0,,,,100.0,30.0,2.0,10.0,2.0,3.0,17.0,,12.0,,2.0,,,,
174955209,Лайтвинз,goldrinn,93.0,60.0,,,,,,,,,0.0,,,,100.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
166058520,Batzzen,blackmoore,7.0,287.0,,,,,,,0.0,100.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
238968758,Ратас,greymane,13.0,4860.0,,,,82.0,,50.0,38.0,56.0,40.0,,75.0,,50.0,67.0,20.0,0.0,,,,,,11.0,,2.0,8.0,9.0,15.0,,8.0,,14.0,9.0,5.0,2.0,,,,,,9.0,,1.0,3.0,5.0,6.0,,6.0,,7.0,6.0,1.0,0.0,,,0.0,11.0,1.0,9.0,0.0,1.0,0.0,,2.0,,0.0,,,,
143937353,Blumes,argent-dawn,79.0,8686.0,56.0,57.0,37.0,70.0,,88.0,44.0,35.0,54.0,100.0,50.0,43.0,44.0,74.0,56.0,60.0,100.0,18.0,9.0,14.0,19.0,10.0,,8.0,32.0,31.0,24.0,9.0,32.0,14.0,36.0,19.0,16.0,5.0,3.0,11.0,5.0,8.0,7.0,7.0,,7.0,14.0,11.0,13.0,9.0,16.0,6.0,16.0,14.0,9.0,3.0,3.0,2.0,57.0,70.0,7.0,10.0,4.0,7.0,100.0,0.0,1.0,1.0,1.0,0.0,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,,,0.0,,75.0,75.0,0.0,67.0,100.0,0.0,,33.0,33.0,100.0,100.0,,,,,,1.0,,4.0,4.0,1.0,3.0,1.0,1.0,,3.0,3.0,1.0,1.0,,,,,,0.0,,3.0,3.0,0.0,2.0,1.0,0.0,,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,
243412402,Абрико,gordunni,35.0,558.0,0.0,,,0.0,,,,100.0,0.0,,,,,,,100.0,,,1.0,,,1.0,,,,1.0,2.0,,,,,,,1.0,,,0.0,,,0.0,,,,1.0,0.0,,,,,,,1.0,,,50.0,,2.0,,1.0,,,,,,,,,,
154304612,Profi,lordaeron,14.0,5311.0,0.0,60.0,0.0,0.0,,,25.0,100.0,100.0,,25.0,100.0,,0.0,,0.0,,,3.0,5.0,2.0,1.0,,,4.0,1.0,1.0,,4.0,1.0,,1.0,,1.0,,,0.0,3.0,0.0,0.0,,,1.0,1.0,1.0,,1.0,1.0,,0.0,,0.0,,,,33.0,,3.0,,1.0,,,,,,,,,
192136687,Solarbrah,aegwynn,1.0,350.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,,,,
90161233,Fincent,malorne,178.0,23884.0,64.0,47.0,34.0,47.0,36.0,64.0,45.0,37.0,46.0,200.0,41.0,25.0,60.0,50.0,45.0,43.0,100.0,25.0,14.0,34.0,32.0,49.0,22.0,22.0,29.0,30.0,39.0,12.0,29.0,12.0,30.0,18.0,20.0,7.0,2.0,12.0,9.0,16.0,11.0,23.0,8.0,14.0,13.0,11.0,18.0,24.0,12.0,3.0,18.0,9.0,9.0,3.0,2.0,3.0,0.0,55.0,1.0,11.0,0.0,6.0,0.0,,1.0,,0.0,,,,
197550361,Lustucrü,archimonde,64.0,16985.0,25.0,64.0,43.0,51.0,31.0,45.0,55.0,25.0,29.0,,56.0,60.0,150.0,0.0,,,,,12.0,96.0,103.0,43.0,39.0,11.0,22.0,24.0,24.0,,16.0,5.0,2.0,1.0,,,,,3.0,61.0,44.0,22.0,12.0,5.0,12.0,6.0,7.0,,9.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
142251894,Алтераре,howling-fjord,13.0,670.0,,0.0,,,,,,,,,33.0,,,,33.0,50.0,,,,1.0,,,,,,,,,3.0,,,,3.0,2.0,,,,0.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
162227565,Srmijä,dun-modr,31.0,83181.0,48.0,55.0,46.0,50.0,60.0,46.0,54.0,57.0,57.0,,38.0,38.0,67.0,0.0,50.0,0.0,,100.0,251.0,409.0,274.0,213.0,229.0,114.0,80.0,37.0,76.0,,32.0,24.0,3.0,3.0,2.0,3.0,,1.0,121.0,226.0,127.0,106.0,138.0,53.0,43.0,21.0,43.0,,12.0,9.0,2.0,0.0,1.0,0.0,,1.0,0.0,67.0,2.0,3.0,0.0,2.0,,,,,,,,,
175660087,Popsmoke,naxxramas,10.0,16126.0,46.0,59.0,52.0,64.0,36.0,52.0,38.0,45.0,48.0,,45.0,50.0,80.0,100.0,100.0,,,100.0,37.0,32.0,29.0,28.0,33.0,31.0,32.0,22.0,33.0,,29.0,10.0,5.0,3.0,1.0,,,1.0,17.0,19.0,15.0,18.0,12.0,16.0,12.0,10.0,16.0,,13.0,5.0,4.0,3.0,1.0,,,1.0,33.0,40.0,3.0,5.0,1.0,2.0,,,,,,,,,
200770670,Дримстер,eversong,20.0,108.0,,,,,,,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
139168354,Нокний,howling-fjord,51.0,8690.0,38.0,100.0,,75.0,,42.0,71.0,75.0,40.0,,20.0,100.0,62.0,38.0,20.0,27.0,,80.0,8.0,2.0,,4.0,,12.0,7.0,4.0,5.0,,10.0,2.0,8.0,8.0,5.0,15.0,,5.0,3.0,2.0,,3.0,,5.0,5.0,3.0,2.0,,2.0,2.0,5.0,3.0,1.0,4.0,,4.0,50.0,57.0,12.0,7.0,6.0,4.0,100.0,,1.0,,1.0,,,,
245242877,Манящийолег,blackscar,17.0,779.0,100.0,,,50.0,,,0.0,0.0,0.0,,100.0,,,0.0,0.0,0.0,,,1.0,,,2.0,,,2.0,4.0,1.0,,2.0,,,1.0,2.0,1.0,,,1.0,,,1.0,,,0.0,0.0,0.0,,2.0,,,0.0,0.0,0.0,,,50.0,100.0,2.0,1.0,1.0,1.0,,,,,,,,,
169773666,Holypurge,malfurion,54.0,3669.0,,,,17.0,,,38.0,60.0,38.0,22.0,57.0,,50.0,40.0,40.0,25.0,100.0,,,,,6.0,,,16.0,10.0,13.0,9.0,14.0,,12.0,10.0,15.0,4.0,1.0,,,,,1.0,,,6.0,6.0,5.0,2.0,8.0,,6.0,4.0,6.0,1.0,1.0,,,44.0,,16.0,,7.0,,,,,,,,,
247470179,Кэйлес,soulflayer,5.0,2297.0,100.0,71.0,86.0,71.0,50.0,0.0,57.0,100.0,75.0,,67.0,17.0,,,,,,,1.0,7.0,7.0,7.0,8.0,1.0,7.0,8.0,4.0,,6.0,6.0,,,,,,,1.0,5.0,6.0,5.0,4.0,0.0,4.0,8.0,3.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
200556505,Намад,gordunni,33.0,816.0,,,,100.0,,0.0,0.0,100.0,,,,,,,,,,,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,2.0,,0.0,0.0,1.0,,,,,,,,,,,100.0,100.0,2.0,1.0,2.0,1.0,,,,,,,,,
99638318,Bóromír,los-errantes,81.0,9258.0,57.0,63.0,38.0,48.0,35.0,54.0,50.0,45.0,46.0,,47.0,42.0,29.0,100.0,,,,,7.0,60.0,21.0,21.0,17.0,13.0,46.0,47.0,39.0,,43.0,24.0,7.0,1.0,,,,,4.0,38.0,8.0,10.0,6.0,7.0,23.0,21.0,18.0,,20.0,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
116195236,Swäggli,blackhand,23.0,604.0,,,,0.0,,,33.0,33.0,100.0,,60.0,,,,50.0,,,,,,,1.0,,,3.0,3.0,1.0,,5.0,,,,4.0,,,,,,,0.0,,,1.0,1.0,1.0,,3.0,,,,2.0,,,,,100.0,,1.0,,1.0,,,,,,,,,
172770813,Тенеломыч,howling-fjord,162.0,4972.0,0.0,100.0,50.0,33.0,50.0,0.0,50.0,86.0,50.0,,75.0,50.0,50.0,67.0,0.0,0.0,,100.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,7.0,6.0,,4.0,4.0,6.0,3.0,1.0,3.0,,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,3.0,,3.0,2.0,3.0,2.0,0.0,0.0,,4.0,,60.0,,5.0,,3.0,,,,,,,,,
243036715,Джазеф,soulflayer,11.0,1896.0,100.0,,,33.0,,0.0,0.0,67.0,67.0,,25.0,,33.0,50.0,100.0,25.0,,,1.0,,,6.0,,2.0,3.0,3.0,3.0,,4.0,,6.0,4.0,1.0,4.0,,,1.0,,,2.0,,0.0,0.0,2.0,2.0,,1.0,,2.0,2.0,1.0,1.0,,,67.0,50.0,3.0,2.0,2.0,1.0,,,,,,,,,
148993423,Antipala,thrall,10.0,606.0,100.0,,,100.0,,100.0,,,0.0,,,,,,100.0,0.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,3.0,1.0,,,1.0,,,1.0,,1.0,,,0.0,,,,,,3.0,0.0,,,50.0,100.0,2.0,1.0,1.0,1.0,100.0,,1.0,,1.0,,,,
59088983,Любаня,ashenvale,9.0,38603.0,51.0,61.0,59.0,63.0,51.0,40.0,50.0,69.0,74.0,,61.0,67.0,100.0,80.0,100.0,50.0,100.0,,87.0,180.0,137.0,107.0,107.0,47.0,34.0,13.0,23.0,,18.0,3.0,1.0,5.0,5.0,2.0,1.0,,44.0,110.0,81.0,67.0,55.0,19.0,17.0,9.0,17.0,,11.0,2.0,1.0,4.0,5.0,1.0,1.0,,0.0,75.0,2.0,4.0,0.0,3.0,80.0,,5.0,,4.0,,,,
187105218,Скоуфилд,goldrinn,30.0,15520.0,57.0,38.0,25.0,56.0,33.0,100.0,70.0,62.0,17.0,,64.0,60.0,100.0,38.0,100.0,33.0,100.0,,23.0,13.0,16.0,9.0,9.0,9.0,10.0,13.0,6.0,,14.0,5.0,4.0,8.0,3.0,6.0,1.0,,13.0,5.0,4.0,5.0,3.0,9.0,7.0,8.0,1.0,,9.0,3.0,4.0,3.0,3.0,2.0,1.0,,38.0,,8.0,,3.0,,,,,,,,,,
243236695,Браинкрс,eversong,27.0,10868.0,50.0,,,75.0,,75.0,33.0,44.0,45.0,0.0,39.0,,41.0,44.0,55.0,41.0,,,20.0,,,8.0,,12.0,9.0,9.0,20.0,1.0,33.0,,17.0,9.0,11.0,27.0,,,10.0,,,6.0,,9.0,3.0,4.0,9.0,0.0,13.0,,7.0,4.0,6.0,11.0,,,47.0,56.0,17.0,9.0,8.0,5.0,33.0,,3.0,,1.0,,50.0,2.0,1.0
240681520,Норкос,lich-king,1.0,3431.0,22.0,43.0,71.0,30.0,50.0,50.0,29.0,,33.0,,100.0,100.0,,,,,,,9.0,14.0,7.0,10.0,14.0,14.0,7.0,,6.0,,1.0,1.0,,,,,,,2.0,6.0,5.0,3.0,7.0,7.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
156657032,Mikesglory,ravencrest,15.0,3359.0,36.0,73.0,55.0,75.0,29.0,14.0,60.0,67.0,40.0,,33.0,,100.0,0.0,50.0,67.0,,,14.0,15.0,11.0,4.0,7.0,7.0,5.0,3.0,10.0,,3.0,,3.0,1.0,2.0,3.0,,,5.0,11.0,6.0,3.0,2.0,1.0,3.0,2.0,4.0,,1.0,,3.0,0.0,1.0,2.0,,,100.0,100.0,2.0,1.0,2.0,1.0,,,,,,,,,
158006360,Erokan,antonidas,33.0,48229.0,52.0,45.0,43.0,47.0,44.0,51.0,51.0,38.0,60.0,,68.0,60.0,50.0,67.0,,,,,90.0,251.0,175.0,187.0,180.0,96.0,142.0,29.0,73.0,,31.0,5.0,2.0,3.0,,,,,47.0,113.0,76.0,88.0,80.0,49.0,73.0,11.0,44.0,,21.0,3.0,1.0,2.0,,,,,0.0,33.0,2.0,3.0,0.0,1.0,,,,,,,,,
166941979,Ule,archimonde,21.0,5862.0,57.0,56.0,0.0,50.0,,43.0,38.0,55.0,60.0,,33.0,20.0,33.0,83.0,50.0,67.0,100.0,,7.0,9.0,1.0,4.0,,7.0,8.0,11.0,15.0,,12.0,5.0,6.0,6.0,2.0,6.0,7.0,,4.0,5.0,0.0,2.0,,3.0,3.0,6.0,9.0,,4.0,1.0,2.0,5.0,1.0,4.0,7.0,,,,,,,,,,,,,,,,
176492055,Mänoplas,dun-modr,9.0,1098.0,,,,100.0,,,33.0,50.0,100.0,50.0,75.0,,50.0,44.0,40.0,0.0,,,,,,1.0,,,3.0,4.0,1.0,2.0,4.0,,2.0,9.0,5.0,1.0,,,,,,1.0,,,1.0,2.0,1.0,1.0,3.0,,1.0,4.0,2.0,0.0,,,100.0,75.0,1.0,4.0,1.0,3.0,,,,,,,,,
157684522,Telperion,conseil-des-ombres,21.0,9999.0,75.0,100.0,,86.0,50.0,80.0,59.0,60.0,42.0,,70.0,,55.0,58.0,40.0,56.0,100.0,,4.0,1.0,,7.0,2.0,5.0,17.0,10.0,12.0,,10.0,,11.0,12.0,10.0,9.0,1.0,,3.0,1.0,,6.0,1.0,4.0,10.0,6.0,5.0,,7.0,,6.0,7.0,4.0,5.0,1.0,,0.0,33.0,2.0,3.0,0.0,1.0,100.0,,1.0,,1.0,,,,
136530727,Naelius,tyrande,67.0,337.0,50.0,,,,,,,,100.0,,,,50.0,,100.0,0.0,,,4.0,,,,,,,,1.0,,,,2.0,,1.0,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,1.0,0.0,,,0.0,100.0,2.0,1.0,0.0,1.0,,,,,,,,,
226352059,Thaluun,sylvanas,3.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,
243378506,Палпанин,gordunni,5.0,1560.0,50.0,,,33.0,,,0.0,100.0,100.0,,33.0,,33.0,100.0,62.0,,,,4.0,,,3.0,,,1.0,1.0,2.0,,3.0,,6.0,1.0,8.0,,,,2.0,,,1.0,,,0.0,1.0,2.0,,1.0,,2.0,1.0,5.0,,,,,60.0,,5.0,,3.0,,,,,,,,,
150700960,Donvictus,silvermoon,59.0,24785.0,73.0,38.0,,68.0,0.0,33.0,73.0,70.0,66.0,,69.0,75.0,65.0,62.0,46.0,75.0,100.0,,11.0,8.0,,40.0,5.0,3.0,41.0,46.0,29.0,,39.0,8.0,31.0,45.0,96.0,4.0,5.0,,8.0,3.0,,27.0,0.0,1.0,30.0,32.0,19.0,,27.0,6.0,20.0,28.0,44.0,3.0,5.0,,,64.0,,44.0,,28.0,,,,,,,,,
118399938,Trumpsteak,blackrock,15.0,1215.0,,,100.0,33.0,,0.0,,0.0,,,0.0,,100.0,,,,,,,,1.0,3.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,0.0,,0.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,
171026989,Palanou,archimonde,8.0,870.0,75.0,,,,,33.0,0.0,0.0,,,,,50.0,25.0,100.0,100.0,,,4.0,,,,,3.0,2.0,1.0,,,,,2.0,4.0,1.0,1.0,,,3.0,,,,,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,,40.0,,5.0,,2.0,,,,,,,,,,
160195484,Винмерис,howling-fjord,12.0,1174.0,,,,,,,,,100.0,,80.0,0.0,0.0,0.0,,50.0,,,,,,,,,,,2.0,,5.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,2.0,,4.0,0.0,0.0,0.0,,1.0,,,0.0,67.0,1.0,3.0,0.0,2.0,,,,,,,,,
117301828,Obysseus,ravencrest,14.0,38061.0,49.0,45.0,39.0,53.0,55.0,55.0,44.0,79.0,45.0,,47.0,50.0,100.0,0.0,,67.0,,,172.0,128.0,103.0,125.0,85.0,94.0,45.0,14.0,38.0,,15.0,8.0,8.0,4.0,,9.0,,,85.0,57.0,40.0,66.0,47.0,52.0,20.0,11.0,17.0,,7.0,4.0,8.0,0.0,,6.0,,,0.0,100.0,1.0,4.0,0.0,4.0,0.0,,1.0,,0.0,,,,
175087307,Dantone,magtheridon,9.0,1452.0,0.0,,,100.0,,100.0,100.0,75.0,100.0,,,,50.0,0.0,,100.0,,,2.0,,,1.0,,2.0,2.0,4.0,2.0,,,,2.0,3.0,,2.0,,,0.0,,,1.0,,2.0,2.0,3.0,2.0,,,,1.0,0.0,,2.0,,,50.0,100.0,2.0,1.0,1.0,1.0,,,,,,,,,
134721680,Snajperable,burning-legion,23.0,2927.0,,33.0,0.0,,0.0,,0.0,,0.0,,0.0,,50.0,,,100.0,,86.0,,6.0,1.0,,1.0,,1.0,,2.0,,2.0,,2.0,,,1.0,,7.0,,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,1.0,,6.0,100.0,,1.0,,1.0,,,,,,,,,,
240584689,Люцифиэль,lich-king,21.0,7061.0,62.0,,,69.0,,73.0,33.0,54.0,43.0,,77.0,0.0,45.0,56.0,14.0,55.0,,,8.0,,,16.0,,11.0,9.0,13.0,7.0,,13.0,1.0,11.0,9.0,7.0,11.0,,,5.0,,,11.0,,8.0,3.0,7.0,3.0,,10.0,0.0,5.0,5.0,1.0,6.0,,,67.0,50.0,3.0,4.0,2.0,2.0,,,,,,,,,
