character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Korrak's Revenge played,Arathi Basin Winter won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
101228281,Reava,alleria,76.0,11264.0,58.0,40.0,80.0,62.0,68.0,70.0,65.0,76.0,52.0,75.0,53.0,62.0,33.0,39.0,43.0,20.0,60.0,100.0,50.0,31.0,10.0,15.0,26.0,19.0,20.0,34.0,33.0,27.0,4.0,32.0,8.0,3.0,18.0,21.0,10.0,5.0,2.0,6.0,18.0,4.0,12.0,16.0,13.0,14.0,22.0,25.0,14.0,3.0,17.0,5.0,1.0,7.0,9.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,
237882031,Padawa,ghostlands,20.0,1543.0,,,,100.0,,,25.0,25.0,50.0,25.0,71.0,,,83.0,75.0,60.0,,,60.0,,,,1.0,,,4.0,8.0,10.0,4.0,7.0,,,6.0,4.0,10.0,,,5.0,,,,1.0,,,1.0,2.0,5.0,1.0,5.0,,,5.0,3.0,6.0,,,3.0,,,,,,,,,,,,
142937633,Caesar,rexxar,93.0,1375.0,0.0,17.0,100.0,,0.0,0.0,57.0,67.0,71.0,,78.0,50.0,,,,,,,,1.0,6.0,3.0,,1.0,1.0,7.0,6.0,7.0,,9.0,4.0,,,,,,,,0.0,1.0,3.0,,0.0,0.0,4.0,4.0,5.0,,7.0,2.0,,,,,,,,,,,,,,,,,,,
149922389,Verdikt,alleria,13.0,3767.0,60.0,50.0,20.0,100.0,0.0,100.0,31.0,40.0,67.0,,43.0,67.0,,0.0,57.0,,80.0,100.0,100.0,5.0,8.0,5.0,9.0,1.0,4.0,13.0,5.0,3.0,,14.0,3.0,,4.0,7.0,,5.0,4.0,2.0,3.0,4.0,1.0,9.0,0.0,4.0,4.0,2.0,2.0,,6.0,2.0,,0.0,4.0,,4.0,4.0,2.0,,,,,,,,,,,,
150574619,Lysira,alleria,26.0,783.0,0.0,25.0,50.0,0.0,,,60.0,100.0,100.0,,67.0,,,,,,,,,1.0,4.0,2.0,1.0,,,5.0,2.0,1.0,,3.0,,,,,,,,,0.0,1.0,1.0,0.0,,,3.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
154551794,Queezlè,antonidas,26.0,71695.0,60.0,62.0,54.0,55.0,48.0,79.0,65.0,69.0,72.0,,66.0,93.0,,,100.0,,,,,113.0,212.0,288.0,130.0,169.0,91.0,99.0,78.0,145.0,,99.0,14.0,,,1.0,,,,,68.0,131.0,156.0,71.0,81.0,72.0,64.0,54.0,104.0,,65.0,13.0,,,1.0,,,,,,,,,,,,,,,,
164108514,Torkas,alleria,25.0,569.0,100.0,,,0.0,,,100.0,0.0,,,100.0,,,,100.0,,100.0,,0.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,2.0,,1.0,,1.0,1.0,,,0.0,,,1.0,0.0,,,1.0,,,,2.0,,1.0,,0.0,,,,,,,,,,,,
191840232,Nakui,aegwynn,28.0,2299.0,,,,0.0,,50.0,100.0,67.0,60.0,,100.0,0.0,33.0,67.0,67.0,29.0,0.0,100.0,67.0,,,,2.0,,2.0,3.0,6.0,5.0,,1.0,1.0,3.0,6.0,6.0,7.0,4.0,1.0,3.0,,,,0.0,,1.0,3.0,4.0,3.0,,1.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,,,,,,,,,,,,
114336886,Vanlor,eredar,74.0,907.0,,,,,,100.0,0.0,0.0,,,60.0,0.0,,100.0,,0.0,,100.0,,,,,,,1.0,2.0,1.0,,,5.0,1.0,,2.0,,1.0,,1.0,,,,,,,1.0,0.0,0.0,,,3.0,0.0,,2.0,,0.0,,1.0,,,,,,,,,,,,,
96768294,Vasilipupkin,antonidas,122.0,141705.0,62.0,57.0,55.0,53.0,55.0,60.0,56.0,52.0,53.0,3225.0,63.0,51.0,,77.0,19.0,50.0,33.0,100.0,50.0,271.0,512.0,477.0,300.0,211.0,121.0,209.0,132.0,202.0,4.0,144.0,89.0,,13.0,16.0,4.0,6.0,10.0,2.0,168.0,294.0,263.0,160.0,116.0,73.0,117.0,68.0,107.0,129.0,91.0,45.0,,10.0,3.0,2.0,2.0,10.0,1.0,33.0,0.0,3.0,2.0,1.0,0.0,,,,,,
166172445,Rayikia,thrall,13.0,6497.0,55.0,53.0,43.0,50.0,29.0,50.0,62.0,78.0,67.0,100.0,56.0,60.0,,,,75.0,,,33.0,11.0,19.0,14.0,12.0,7.0,22.0,8.0,18.0,12.0,2.0,18.0,10.0,,,,4.0,,,3.0,6.0,10.0,6.0,6.0,2.0,11.0,5.0,14.0,8.0,2.0,10.0,6.0,,,,3.0,,,1.0,,,,,,,,,,,,
158097496,Chosenone,rexxar,10.0,4167.0,50.0,,,50.0,,60.0,,50.0,67.0,,33.0,,67.0,0.0,50.0,0.0,73.0,,75.0,12.0,,,8.0,,10.0,,2.0,3.0,,3.0,,3.0,5.0,8.0,2.0,11.0,,4.0,6.0,,,4.0,,6.0,,1.0,2.0,,1.0,,2.0,0.0,4.0,0.0,8.0,,3.0,,,,,,,,,,,,
135756299,Ludovi,rexxar,37.0,5347.0,83.0,65.0,50.0,57.0,60.0,50.0,40.0,50.0,56.0,,18.0,30.0,,,,,,,,12.0,17.0,14.0,14.0,5.0,2.0,10.0,8.0,16.0,,11.0,10.0,,,,,,,,10.0,11.0,7.0,8.0,3.0,1.0,4.0,4.0,9.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,
165206697,Yizmara,alleria,11.0,61.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
114356122,Ratterrich,blackhand,40.0,2872.0,0.0,67.0,0.0,40.0,,29.0,62.0,67.0,38.0,50.0,40.0,50.0,0.0,67.0,50.0,12.0,100.0,,38.0,1.0,6.0,1.0,5.0,,7.0,8.0,3.0,8.0,2.0,10.0,4.0,1.0,6.0,4.0,8.0,2.0,,8.0,0.0,4.0,0.0,2.0,,2.0,5.0,2.0,3.0,1.0,4.0,2.0,0.0,4.0,2.0,1.0,2.0,,3.0,100.0,,1.0,,1.0,,,,,,,
175959101,Arctïk,marécage-de-zangar,9.0,1438.0,100.0,,,100.0,,100.0,33.0,33.0,50.0,,0.0,33.0,100.0,100.0,20.0,50.0,0.0,,33.0,1.0,,,1.0,,1.0,3.0,3.0,4.0,,1.0,3.0,1.0,2.0,5.0,4.0,3.0,,3.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,,0.0,1.0,1.0,2.0,1.0,2.0,0.0,,1.0,,,,,,,,,,,,
154424885,Aedera,ravencrest,1.0,355.0,0.0,,,,,50.0,,,,,,,0.0,,,,0.0,,,1.0,,,,,2.0,,,,,,,1.0,,,,1.0,,,0.0,,,,,1.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,
162333844,Spikeyu,confrérie-du-thorium,4.0,724.0,100.0,,,100.0,,50.0,100.0,33.0,0.0,,0.0,,0.0,100.0,,0.0,0.0,,,1.0,,,1.0,,2.0,1.0,3.0,1.0,,1.0,,3.0,2.0,,2.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,0.0,,0.0,,0.0,2.0,,0.0,0.0,,,,,,,,,,,,,,
176356399,Otpdarenhein,zuljin,12.0,1291.0,,,,67.0,,,67.0,50.0,67.0,,33.0,,0.0,60.0,50.0,,0.0,,67.0,,,,3.0,,,3.0,4.0,3.0,,6.0,,2.0,5.0,2.0,,1.0,,3.0,,,,2.0,,,2.0,2.0,2.0,,2.0,,0.0,3.0,1.0,,0.0,,2.0,,,,,,,,,,,,
165268993,Papi,alleria,90.0,1877.0,0.0,,,44.0,,,25.0,100.0,25.0,,57.0,,,40.0,0.0,40.0,,,40.0,1.0,,,9.0,,,4.0,4.0,4.0,,7.0,,,5.0,3.0,5.0,,,5.0,0.0,,,4.0,,,1.0,4.0,1.0,,4.0,,,2.0,0.0,2.0,,,2.0,,,,,,,,,,,,
171221642,Коннемарра,gordunni,49.0,972.0,,50.0,0.0,,0.0,,100.0,80.0,60.0,,0.0,100.0,,150.0,,,,,,,2.0,1.0,,1.0,,1.0,5.0,5.0,,1.0,1.0,,2.0,,,,,,,1.0,0.0,,0.0,,1.0,4.0,3.0,,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,
196969136,Pitma,the-maelstrom,3.0,542.0,100.0,,,100.0,,,0.0,,,,,,,0.0,,100.0,,,0.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,0.0,,,,,,,0.0,,1.0,,,0.0,,,,,,,,,,,,
71117116,Zecesption,blackmoore,31.0,5715.0,58.0,47.0,20.0,29.0,58.0,62.0,22.0,50.0,64.0,,75.0,100.0,,100.0,50.0,100.0,,,0.0,12.0,17.0,15.0,21.0,12.0,13.0,9.0,4.0,11.0,,4.0,2.0,,2.0,2.0,1.0,,,2.0,7.0,8.0,3.0,6.0,7.0,8.0,2.0,2.0,7.0,,3.0,2.0,,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,
100695388,Ileila,alleria,5.0,23717.0,52.0,57.0,36.0,42.0,33.0,17.0,29.0,,33.0,,25.0,,,,0.0,0.0,,,,64.0,107.0,75.0,24.0,30.0,12.0,7.0,,3.0,,4.0,,,,1.0,1.0,,,,33.0,61.0,27.0,10.0,10.0,2.0,2.0,,1.0,,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,
161155112,Astreol,dun-morogh,1.0,249.0,,0.0,0.0,100.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
155182053,Arkanes,perenolde,19.0,3432.0,60.0,22.0,42.0,60.0,47.0,60.0,,,,,,,,,,,,,,5.0,18.0,26.0,15.0,19.0,5.0,,,,,,,,,,,,,,3.0,4.0,11.0,9.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
243193475,Crimsonlove,sylvanas,57.0,276.0,,,,0.0,,,100.0,0.0,100.0,,0.0,,,100.0,100.0,,,,50.0,,,,1.0,,,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,,2.0,,,,0.0,,,1.0,0.0,2.0,,0.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
166017290,Gadolinium,blackrock,85.0,3132.0,67.0,57.0,50.0,33.0,43.0,100.0,36.0,33.0,40.0,,62.0,100.0,,67.0,100.0,50.0,,,,3.0,7.0,4.0,12.0,7.0,4.0,11.0,6.0,10.0,,13.0,4.0,,3.0,2.0,2.0,,,,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,,8.0,4.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,
112893615,Boukitos,drekthar,30.0,153578.0,49.0,64.0,63.0,61.0,63.0,55.0,46.0,38.0,47.0,,14.0,,,,,,,,,358.0,356.0,343.0,303.0,267.0,223.0,13.0,16.0,15.0,,7.0,,,,,,,,,174.0,227.0,216.0,185.0,167.0,123.0,6.0,6.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,
157584187,Celara,rexxar,23.0,727.0,,,,0.0,,100.0,100.0,0.0,100.0,,67.0,,,33.0,,100.0,0.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,3.0,,,3.0,,1.0,1.0,,,,,,0.0,,1.0,1.0,0.0,1.0,,2.0,,,1.0,,1.0,0.0,,,,,,,,,,,,,,
176458518,Villentreten,burning-legion,6.0,14271.0,63.0,53.0,36.0,56.0,33.0,64.0,50.0,47.0,44.0,,51.0,53.0,,,,,0.0,,,60.0,30.0,45.0,45.0,24.0,47.0,48.0,36.0,43.0,,39.0,32.0,,,,,1.0,,,38.0,16.0,16.0,25.0,8.0,30.0,24.0,17.0,19.0,,20.0,17.0,,,,,0.0,,,,,,,,,,,,,,
158251081,Höfi,alleria,18.0,2025.0,100.0,20.0,100.0,100.0,,0.0,43.0,33.0,50.0,,33.0,80.0,,0.0,,100.0,,100.0,,2.0,5.0,1.0,1.0,,1.0,7.0,6.0,4.0,,6.0,5.0,,2.0,,1.0,,2.0,,2.0,1.0,1.0,1.0,,0.0,3.0,2.0,2.0,,2.0,4.0,,0.0,,1.0,,2.0,,,,,,,,,,,,,
167083481,Aeonen,rajaxx,7.0,552.0,,,,0.0,,,0.0,43.0,100.0,100.0,50.0,,,67.0,50.0,100.0,,,33.0,,,,1.0,,,1.0,7.0,2.0,1.0,6.0,,,3.0,2.0,1.0,,,3.0,,,,0.0,,,0.0,3.0,2.0,1.0,3.0,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,
166507726,Zhakii,alleria,20.0,570.0,,,,100.0,,100.0,,,,,0.0,,50.0,100.0,,,50.0,,,,,,2.0,,1.0,,,,,1.0,,2.0,1.0,,,2.0,,,,,,2.0,,1.0,,,,,0.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
119217334,Lioletta,blackhand,5.0,483.0,100.0,,,0.0,,,100.0,,0.0,,100.0,,50.0,,100.0,0.0,,,,1.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,2.0,1.0,,,,1.0,,,0.0,,,1.0,,0.0,,1.0,,1.0,,2.0,0.0,,,,,,,,,,,,,,,
132795147,Papyjm,kaelthas,24.0,10078.0,60.0,,,83.0,,70.0,100.0,71.0,89.0,,68.0,,25.0,77.0,62.0,54.0,33.0,,55.0,40.0,,,6.0,,10.0,3.0,14.0,9.0,,22.0,,4.0,13.0,37.0,24.0,3.0,,11.0,24.0,,,5.0,,7.0,3.0,10.0,8.0,,15.0,,1.0,10.0,23.0,13.0,1.0,,6.0,,33.0,,6.0,,2.0,,,,,,
68006316,Erwèn,ravencrest,52.0,66650.0,62.0,60.0,64.0,62.0,50.0,55.0,70.0,36.0,57.0,1650.0,64.0,0.0,0.0,60.0,50.0,60.0,0.0,,71.0,63.0,102.0,113.0,105.0,68.0,71.0,46.0,11.0,37.0,4.0,11.0,1.0,7.0,5.0,10.0,5.0,3.0,,7.0,39.0,61.0,72.0,65.0,34.0,39.0,32.0,4.0,21.0,66.0,7.0,0.0,0.0,3.0,5.0,3.0,0.0,,5.0,,,,,,,,,,,,
245226697,Kazenlshka,the-maelstrom,10.0,421.0,,,,,,100.0,,,0.0,,100.0,,,67.0,,100.0,,,50.0,,,,,,1.0,,,1.0,,1.0,,,3.0,,1.0,,,2.0,,,,,,1.0,,,0.0,,1.0,,,2.0,,1.0,,,1.0,,,,,,,,,,,,
156103505,Echnatón,teldrassil,48.0,102085.0,59.0,44.0,39.0,42.0,46.0,58.0,50.0,40.0,52.0,,12.0,54.0,,0.0,67.0,100.0,0.0,100.0,,325.0,425.0,328.0,230.0,203.0,117.0,166.0,20.0,111.0,,25.0,13.0,,3.0,3.0,1.0,1.0,2.0,,191.0,187.0,128.0,96.0,94.0,68.0,83.0,8.0,58.0,,3.0,7.0,,0.0,2.0,1.0,0.0,2.0,,100.0,14.0,1.0,7.0,1.0,1.0,,,,,,
114668785,Æce,blackmoore,12.0,4245.0,86.0,45.0,58.0,23.0,,73.0,27.0,18.0,,,50.0,57.0,100.0,50.0,,,60.0,,,7.0,11.0,12.0,13.0,,15.0,11.0,11.0,,,4.0,14.0,1.0,2.0,,,5.0,,,6.0,5.0,7.0,3.0,,11.0,3.0,2.0,,,2.0,8.0,1.0,1.0,,,3.0,,,100.0,0.0,1.0,3.0,1.0,0.0,,,,,,
157740157,Selesia,blackhand,9.0,30203.0,69.0,67.0,61.0,64.0,61.0,68.0,72.0,67.0,61.0,3400.0,78.0,0.0,,67.0,100.0,100.0,50.0,,50.0,45.0,101.0,88.0,69.0,71.0,37.0,47.0,6.0,51.0,1.0,9.0,1.0,,3.0,2.0,2.0,2.0,,2.0,31.0,68.0,54.0,44.0,43.0,25.0,34.0,4.0,31.0,34.0,7.0,0.0,,2.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,
133798044,Ханалэй,howling-fjord,71.0,4367.0,100.0,100.0,50.0,40.0,100.0,100.0,88.0,47.0,27.0,,71.0,67.0,,67.0,71.0,33.0,67.0,100.0,100.0,5.0,2.0,2.0,10.0,1.0,1.0,8.0,17.0,11.0,,7.0,6.0,,6.0,7.0,6.0,3.0,3.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,7.0,8.0,3.0,,5.0,4.0,,4.0,5.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,
167088252,Brunori,tarren-mill,9.0,1428.0,,,,,,0.0,100.0,100.0,100.0,,0.0,,60.0,33.0,50.0,67.0,67.0,,50.0,,,,,,3.0,3.0,1.0,1.0,,1.0,,5.0,3.0,2.0,3.0,3.0,,2.0,,,,,,0.0,3.0,1.0,1.0,,0.0,,3.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,
43507403,Naville,arakarahm,20.0,7719.0,38.0,70.0,42.0,55.0,44.0,36.0,87.0,50.0,75.0,,25.0,67.0,,,,,,,,13.0,40.0,12.0,22.0,16.0,14.0,15.0,4.0,16.0,,4.0,6.0,,,,,,,,5.0,28.0,5.0,12.0,7.0,5.0,13.0,2.0,12.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,
150700960,Donvictus,silvermoon,59.0,24785.0,73.0,38.0,,68.0,0.0,33.0,73.0,70.0,66.0,,69.0,75.0,,65.0,62.0,46.0,75.0,100.0,64.0,11.0,8.0,,40.0,5.0,3.0,41.0,46.0,29.0,,39.0,8.0,,31.0,45.0,96.0,4.0,5.0,44.0,8.0,3.0,,27.0,0.0,1.0,30.0,32.0,19.0,,27.0,6.0,,20.0,28.0,44.0,3.0,5.0,28.0,,,,,,,,,,,,
175810099,Paloushe,dalaran,9.0,2176.0,67.0,,,100.0,,56.0,100.0,,0.0,,0.0,,57.0,40.0,100.0,50.0,40.0,,0.0,6.0,,,1.0,,9.0,2.0,,2.0,,3.0,,7.0,5.0,2.0,2.0,5.0,,2.0,4.0,,,1.0,,5.0,2.0,,0.0,,0.0,,4.0,2.0,2.0,1.0,2.0,,0.0,,,,,,,,,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,50.0,,,80.0,,25.0,100.0,0.0,25.0,50.0,,,,0.0,50.0,50.0,,,60.0,6.0,,,5.0,,4.0,1.0,1.0,4.0,2.0,,,,1.0,4.0,2.0,,,5.0,3.0,,,4.0,,1.0,1.0,0.0,1.0,1.0,,,,0.0,2.0,1.0,,,3.0,0.0,0.0,1.0,6.0,0.0,0.0,,,,,,
160212062,Schnipporet,tarren-mill,14.0,240.0,,,,100.0,,,,100.0,,,50.0,,,,,0.0,,,,,,,1.0,,,,1.0,,,2.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,
191467363,Bkhawk,frostmane,56.0,8744.0,33.0,25.0,29.0,50.0,43.0,46.0,40.0,43.0,58.0,200.0,71.0,100.0,75.0,57.0,33.0,64.0,43.0,,75.0,12.0,4.0,14.0,12.0,7.0,13.0,5.0,7.0,12.0,1.0,7.0,1.0,4.0,7.0,3.0,14.0,14.0,,8.0,4.0,1.0,4.0,6.0,3.0,6.0,2.0,3.0,7.0,2.0,5.0,1.0,3.0,4.0,1.0,9.0,6.0,,6.0,,,,,,,,,,,,
192599651,Aalmae,silvermoon,7.0,180.0,,,,,,,0.0,100.0,0.0,,0.0,,0.0,100.0,,0.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,0.0,1.0,0.0,,0.0,,0.0,1.0,,0.0,,,,,0.0,,1.0,,0.0,,,,,,
158390351,Dymôs,alleria,18.0,3720.0,75.0,57.0,67.0,33.0,0.0,50.0,60.0,33.0,80.0,,50.0,50.0,,100.0,50.0,100.0,0.0,,,4.0,7.0,3.0,3.0,3.0,2.0,5.0,12.0,10.0,,12.0,6.0,,1.0,2.0,2.0,1.0,,,3.0,4.0,2.0,1.0,0.0,1.0,3.0,4.0,8.0,,6.0,3.0,,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,
143937353,Blumes,argent-dawn,79.0,8686.0,56.0,57.0,37.0,70.0,,88.0,44.0,35.0,54.0,100.0,50.0,43.0,57.0,44.0,74.0,56.0,60.0,100.0,70.0,9.0,14.0,19.0,10.0,,8.0,32.0,31.0,24.0,9.0,32.0,14.0,7.0,36.0,19.0,16.0,5.0,3.0,10.0,5.0,8.0,7.0,7.0,,7.0,14.0,11.0,13.0,9.0,16.0,6.0,4.0,16.0,14.0,9.0,3.0,3.0,7.0,100.0,18.0,1.0,11.0,1.0,2.0,0.0,1.0,0.0,,,
163975096,Juziera,alleria,19.0,1185.0,,,,,,50.0,0.0,33.0,,,50.0,,0.0,100.0,25.0,,0.0,,0.0,,,,,,4.0,2.0,3.0,,,2.0,,1.0,1.0,4.0,,2.0,,1.0,,,,,,2.0,0.0,1.0,,,1.0,,0.0,1.0,1.0,,0.0,,0.0,,,,,,,,,,,,
242636159,Rasfon,the-maelstrom,25.0,3675.0,50.0,,,50.0,,50.0,60.0,88.0,71.0,,75.0,,75.0,67.0,50.0,71.0,0.0,,50.0,2.0,,,6.0,,6.0,5.0,8.0,7.0,,4.0,,4.0,3.0,6.0,7.0,1.0,,6.0,1.0,,,3.0,,3.0,3.0,7.0,5.0,,3.0,,3.0,2.0,3.0,5.0,0.0,,3.0,100.0,,1.0,,1.0,,,,,,,
186519930,Luág,aegwynn,38.0,33583.0,64.0,47.0,50.0,42.0,58.0,46.0,55.0,51.0,45.0,,44.0,41.0,,67.0,100.0,0.0,50.0,,,78.0,123.0,117.0,52.0,73.0,39.0,64.0,37.0,75.0,,32.0,29.0,,3.0,2.0,3.0,2.0,,,50.0,58.0,58.0,22.0,42.0,18.0,35.0,19.0,34.0,,14.0,12.0,,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,
176743550,Gøttapwned,sanguino,4.0,383.0,100.0,,,,,0.0,50.0,,,,,,,0.0,100.0,,0.0,,,1.0,,,,,1.0,2.0,,,,,,,1.0,2.0,,1.0,,,1.0,,,,,0.0,1.0,,,,,,,0.0,2.0,,0.0,,,,,,,,,,,,,,
157034251,Cptn,alleria,13.0,1122.0,100.0,,,100.0,,0.0,,100.0,,,,,,,0.0,50.0,0.0,100.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,2.0,2.0,1.0,,1.0,,,1.0,,0.0,,1.0,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,
155465560,Kekwpala,tirion,26.0,2680.0,100.0,,,50.0,,60.0,43.0,38.0,33.0,67.0,71.0,,75.0,33.0,75.0,62.0,0.0,,17.0,2.0,,,2.0,,5.0,7.0,8.0,6.0,3.0,7.0,,4.0,3.0,4.0,8.0,3.0,,6.0,2.0,,,1.0,,3.0,3.0,3.0,2.0,2.0,5.0,,3.0,1.0,3.0,5.0,0.0,,1.0,,,,,,,,,,,,
98788169,Thalaric,blackhand,20.0,49739.0,59.0,66.0,67.0,60.0,52.0,52.0,60.0,50.0,53.0,,0.0,,,,,,,,,68.0,143.0,196.0,108.0,83.0,46.0,20.0,2.0,30.0,,2.0,,,,,,,,,40.0,94.0,131.0,65.0,43.0,24.0,12.0,1.0,16.0,,0.0,,,,,,,,,,,,,,,,,,,,
178462040,Александрасс,gordunni,17.0,1780.0,100.0,,,25.0,,100.0,20.0,50.0,67.0,,83.0,67.0,100.0,33.0,62.0,50.0,,,0.0,1.0,,,4.0,,1.0,5.0,6.0,3.0,,6.0,3.0,1.0,6.0,8.0,2.0,,,1.0,1.0,,,1.0,,1.0,1.0,3.0,2.0,,5.0,2.0,1.0,2.0,5.0,1.0,,,0.0,100.0,,1.0,,1.0,,,,,,,
98623220,Malteschrek,zuluhed,51.0,28174.0,62.0,42.0,52.0,59.0,50.0,51.0,42.0,40.0,47.0,,50.0,57.0,,50.0,100.0,50.0,50.0,100.0,,65.0,62.0,61.0,29.0,72.0,43.0,38.0,15.0,30.0,,12.0,7.0,,10.0,1.0,2.0,2.0,1.0,,40.0,26.0,32.0,17.0,36.0,22.0,16.0,6.0,14.0,,6.0,4.0,,5.0,1.0,1.0,1.0,1.0,,,0.0,,1.0,,0.0,,,,,,
71504597,Greni,blackmoore,34.0,21739.0,46.0,54.0,55.0,47.0,54.0,35.0,50.0,68.0,49.0,,55.0,75.0,,,33.0,0.0,100.0,,25.0,70.0,63.0,62.0,62.0,46.0,52.0,58.0,28.0,53.0,,33.0,8.0,,,3.0,1.0,1.0,,4.0,32.0,34.0,34.0,29.0,25.0,18.0,29.0,19.0,26.0,,18.0,6.0,,,1.0,0.0,1.0,,1.0,,,,,,,,,,,,
156355702,Blodín,ravencrest,12.0,1523.0,,,,100.0,,,60.0,100.0,100.0,,86.0,,,75.0,67.0,100.0,,,86.0,,,,2.0,,,5.0,1.0,1.0,,7.0,,,4.0,3.0,2.0,,,7.0,,,,2.0,,,3.0,1.0,1.0,,6.0,,,3.0,2.0,2.0,,,6.0,,,,,,,,,,,,
130138207,Zonxx,tarren-mill,41.0,7696.0,43.0,60.0,75.0,50.0,,43.0,71.0,50.0,75.0,,58.0,60.0,,100.0,67.0,50.0,50.0,100.0,0.0,7.0,5.0,4.0,2.0,,7.0,7.0,10.0,8.0,,12.0,5.0,,6.0,9.0,6.0,2.0,25.0,3.0,3.0,3.0,3.0,1.0,,3.0,5.0,5.0,6.0,,7.0,3.0,,6.0,6.0,3.0,1.0,25.0,0.0,,71.0,,7.0,,5.0,,,,,,
113944150,Ronmemard,zirkel-des-cenarius,69.0,2496.0,33.0,,,75.0,,33.0,50.0,0.0,25.0,,20.0,,0.0,50.0,0.0,50.0,33.0,,50.0,3.0,,,4.0,,9.0,4.0,3.0,4.0,,10.0,,3.0,4.0,7.0,2.0,3.0,,2.0,1.0,,,3.0,,3.0,2.0,0.0,1.0,,2.0,,0.0,2.0,0.0,1.0,1.0,,1.0,33.0,,3.0,,1.0,,,,,,,
