character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Isle of Conquest win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Isle of Conquest played,Temple of Kotmogu played,Ashran played,Seething Shore played,Battle for Wintergrasp played,Alterac Valley won,Isle of Conquest won,Temple of Kotmogu won,Ashran won,Seething Shore won,Battle for Wintergrasp won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Deepwind Gorge (Legacy) win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Deepwind Gorge (Legacy) played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Deepwind Gorge (Legacy) won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Arathi Basin Winter win_rate,Rated Eye of the Storm played,Arathi Basin Winter played,Rated Eye of the Storm won,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
26398419,Töömstöne,grim-batol,3.0,14888.0,48.0,51.0,0.0,,0.0,,71.0,45.0,1.0,,1.0,,34.0,23.0,0.0,,0.0,,45.0,35.0,31.0,36.0,20.0,41.0,0.0,,50.0,100.0,127.0,65.0,61.0,36.0,5.0,32.0,2.0,,2.0,1.0,57.0,23.0,19.0,13.0,1.0,13.0,0.0,,1.0,1.0,,,,59.0,86.0,51.0,,,,,,,,,,,,,,,
243685341,Светлыч,gordunni,11.0,2532.0,0.0,100.0,14.0,0.0,25.0,100.0,1.0,1.0,7.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0,25.0,100.0,25.0,,100.0,,50.0,,,3.0,8.0,3.0,4.0,,1.0,,4.0,,,0.0,2.0,3.0,1.0,,1.0,,2.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,0.0,1.0,0.0
111091192,Cobrix,aegwynn,9.0,20277.0,70.0,54.0,20.0,0.0,33.0,100.0,37.0,37.0,5.0,1.0,3.0,1.0,26.0,20.0,1.0,0.0,1.0,1.0,48.0,47.0,44.0,17.0,64.0,39.0,33.0,62.0,50.0,67.0,119.0,51.0,50.0,6.0,11.0,18.0,3.0,8.0,2.0,3.0,57.0,24.0,22.0,1.0,7.0,7.0,1.0,5.0,1.0,2.0,,,,35.0,49.0,17.0,,,,850.0,,2.0,,17.0,,,,,,,
167799245,Rykei,malfurion,19.0,1304.0,,,67.0,,80.0,,,,6.0,,10.0,,,,4.0,,8.0,,,,50.0,20.0,75.0,29.0,,0.0,0.0,80.0,,,4.0,5.0,4.0,7.0,,5.0,4.0,5.0,,,2.0,1.0,3.0,2.0,,0.0,0.0,4.0,,,,,,,,,,50.0,,2.0,,1.0,,,,,,,
113572063,Jaladine,mazrigos,1.0,41829.0,55.0,56.0,25.0,,,,118.0,93.0,4.0,,,,65.0,52.0,1.0,,,,40.0,37.0,40.0,40.0,100.0,36.0,,,,,162.0,255.0,116.0,153.0,1.0,110.0,,,,,65.0,94.0,46.0,61.0,1.0,40.0,,,,,100.0,1.0,1.0,45.0,80.0,36.0,,,,,,,,,,,,,,,
188921030,Denveger,silvermoon,24.0,2460.0,,,33.0,0.0,33.0,0.0,,,9.0,1.0,6.0,1.0,,,3.0,0.0,2.0,0.0,,,43.0,67.0,38.0,50.0,,33.0,44.0,38.0,,,7.0,9.0,8.0,6.0,,3.0,9.0,8.0,,,3.0,6.0,3.0,3.0,,1.0,4.0,3.0,,,,,,,,,,,50.0,,4.0,,2.0,,,,,,
155155301,Nichtenancy,blackhand,27.0,1791.0,43.0,33.0,50.0,50.0,0.0,67.0,7.0,3.0,4.0,6.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,,,67.0,,,100.0,,,33.0,50.0,,,3.0,,,2.0,,,3.0,2.0,,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
184124373,Foretold,outland,4.0,2454.0,100.0,50.0,100.0,0.0,0.0,,1.0,2.0,3.0,1.0,2.0,,1.0,1.0,3.0,0.0,0.0,,,,75.0,50.0,100.0,0.0,,100.0,100.0,,,,4.0,2.0,1.0,1.0,,1.0,1.0,,,,3.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,,,,,,33.0,,3.0,,1.0,,,,,,
157489989,Zeelo,blackhand,12.0,2615.0,80.0,43.0,33.0,50.0,,14.0,5.0,7.0,3.0,10.0,,7.0,4.0,3.0,1.0,5.0,,1.0,,,50.0,50.0,0.0,,,0.0,75.0,100.0,,,2.0,2.0,2.0,,,2.0,4.0,1.0,,,1.0,1.0,0.0,,,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
114033203,Xravion,mazrigos,2.0,2464.0,0.0,50.0,,100.0,,100.0,3.0,2.0,,1.0,,1.0,0.0,1.0,,1.0,,1.0,75.0,71.0,50.0,,,,,,,,12.0,7.0,6.0,,,,,,,,9.0,5.0,3.0,,,,,,,,,,,43.0,7.0,3.0,,,,,,,,,,,,,,,
185663836,Fuegoleonn,nemesis,5.0,1147.0,0.0,67.0,25.0,,40.0,50.0,1.0,3.0,4.0,,5.0,2.0,0.0,2.0,1.0,,2.0,1.0,,,0.0,100.0,,80.0,,29.0,67.0,100.0,,,1.0,2.0,,5.0,,7.0,3.0,2.0,,,0.0,2.0,,4.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
196498655,Eykko,kazzak,3.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
241368728,Ененджизер,lich-king,6.0,6081.0,50.0,67.0,67.0,,67.0,,8.0,6.0,3.0,,3.0,,4.0,4.0,2.0,,2.0,,59.0,42.0,38.0,62.0,75.0,69.0,0.0,80.0,,,22.0,19.0,13.0,16.0,12.0,13.0,1.0,5.0,,,13.0,8.0,5.0,10.0,9.0,9.0,0.0,4.0,,,,,,40.0,10.0,4.0,,,,,,,,,,,,,,,
176309176,Psydoorf,burning-legion,28.0,49.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161780229,Reínhardt,lightbringer,159.0,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,22.0,22.0,,,,,,,,,,,,
118072551,Laurelin,nordrassil,31.0,21456.0,42.0,43.0,38.0,50.0,30.0,36.0,43.0,23.0,13.0,6.0,10.0,11.0,18.0,10.0,5.0,3.0,3.0,4.0,47.0,58.0,38.0,44.0,50.0,54.0,44.0,56.0,29.0,47.0,32.0,12.0,32.0,16.0,18.0,24.0,9.0,9.0,7.0,15.0,15.0,7.0,12.0,7.0,9.0,13.0,4.0,5.0,2.0,7.0,56.0,9.0,5.0,37.0,27.0,10.0,,,,200.0,,3.0,,6.0,,17.0,6.0,1.0,,,
106865611,Aìrbàg,ysondre,4.0,738.0,0.0,0.0,,100.0,,100.0,3.0,2.0,,3.0,,1.0,0.0,0.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124066849,Langbart,alexstrasza,15.0,4227.0,33.0,62.0,17.0,80.0,20.0,100.0,6.0,13.0,6.0,5.0,5.0,2.0,2.0,8.0,1.0,4.0,1.0,2.0,,,80.0,25.0,33.0,40.0,100.0,38.0,60.0,17.0,,,5.0,4.0,3.0,10.0,1.0,8.0,5.0,6.0,,,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
143874171,Superflytnt,lightbringer,5.0,735.0,100.0,33.0,,100.0,,67.0,1.0,3.0,,5.0,,3.0,1.0,1.0,,5.0,,2.0,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
156965162,Khrone,ravencrest,5.0,573.0,50.0,0.0,0.0,50.0,,0.0,2.0,1.0,1.0,2.0,,2.0,1.0,0.0,0.0,1.0,,0.0,,,,0.0,0.0,,,0.0,100.0,0.0,,,,1.0,1.0,,,2.0,1.0,1.0,,,,0.0,0.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
168876761,Shähkä,hyjal,15.0,49.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188927309,Boxarbengan,outland,13.0,677.0,,,,,50.0,,,,,,2.0,,,,,,1.0,,,,0.0,25.0,50.0,100.0,,0.0,,33.0,,,1.0,4.0,2.0,2.0,,3.0,,3.0,,,0.0,1.0,1.0,2.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
68967324,Blaser,lightbringer,10.0,12117.0,71.0,100.0,43.0,,67.0,,21.0,1.0,7.0,,3.0,,15.0,1.0,3.0,,2.0,,47.0,55.0,71.0,45.0,57.0,40.0,50.0,60.0,50.0,0.0,15.0,22.0,7.0,11.0,7.0,10.0,4.0,5.0,2.0,5.0,7.0,12.0,5.0,5.0,4.0,4.0,2.0,3.0,1.0,0.0,,,,29.0,7.0,2.0,,,,,,,,,,,,,,,
124231881,Sankevhal,uldaman,8.0,86.0,0.0,,,,,0.0,1.0,,,,,1.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76866964,Farcadere,nemesis,61.0,15162.0,51.0,48.0,56.0,,70.0,0.0,41.0,21.0,16.0,,10.0,1.0,21.0,10.0,9.0,,7.0,0.0,61.0,56.0,57.0,62.0,22.0,49.0,44.0,60.0,14.0,0.0,106.0,61.0,44.0,55.0,9.0,57.0,9.0,5.0,7.0,2.0,65.0,34.0,25.0,34.0,2.0,28.0,4.0,3.0,1.0,0.0,,,,52.0,46.0,24.0,100.0,1.0,1.0,,,,,,,,,,,,
110266583,Judgeqt,draenor,102.0,21743.0,52.0,63.0,80.0,83.0,65.0,70.0,21.0,30.0,41.0,6.0,40.0,20.0,11.0,19.0,33.0,5.0,26.0,14.0,,,66.0,78.0,60.0,74.0,54.0,62.0,75.0,67.0,,,38.0,23.0,45.0,39.0,24.0,47.0,48.0,15.0,,,25.0,18.0,27.0,29.0,13.0,29.0,36.0,10.0,,,,,,,100.0,2.0,2.0,,80.0,,10.0,,8.0,,,,,,
114212053,Organyx,mazrigos,16.0,2381.0,40.0,55.0,67.0,,100.0,,15.0,11.0,3.0,,1.0,,6.0,6.0,2.0,,1.0,,56.0,50.0,71.0,25.0,100.0,36.0,,,,,9.0,10.0,7.0,8.0,2.0,11.0,,,,,5.0,5.0,5.0,2.0,2.0,4.0,,,,,,,,33.0,9.0,3.0,,,,,,,,,,,,,,,
96929233,Вентереон,gordunni,2.0,3859.0,100.0,43.0,50.0,,,,4.0,7.0,4.0,,,,4.0,3.0,2.0,,,,100.0,33.0,50.0,100.0,50.0,100.0,,100.0,,,6.0,3.0,4.0,1.0,12.0,5.0,,2.0,,,6.0,1.0,2.0,1.0,6.0,5.0,,2.0,,,75.0,4.0,3.0,57.0,7.0,4.0,,,,,,,,,,,,,,,
165962447,Àcci,blackrock,15.0,2091.0,25.0,100.0,100.0,50.0,75.0,50.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,,,75.0,60.0,100.0,67.0,,0.0,100.0,67.0,,,4.0,5.0,1.0,3.0,,1.0,1.0,3.0,,,3.0,3.0,1.0,2.0,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
157529106,Kimatii,ysondre,5.0,372.0,,50.0,50.0,,0.0,,,2.0,2.0,,1.0,,,1.0,1.0,,0.0,,0.0,,0.0,,100.0,,,,,,1.0,,2.0,,2.0,,,,,,0.0,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151779368,Sùnan,kirin-tor,14.0,950.0,100.0,,20.0,,,,1.0,,5.0,,,,1.0,,1.0,,,,100.0,0.0,,,14.0,,,,,,1.0,1.0,,,7.0,,,,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
145763524,Böördii,bloodscalp,1.0,5544.0,44.0,43.0,,,,,27.0,23.0,,,,,12.0,10.0,,,,,62.0,62.0,71.0,57.0,,80.0,,,,,26.0,13.0,14.0,21.0,,10.0,,,,,16.0,8.0,10.0,12.0,,8.0,,,,,,,,67.0,18.0,12.0,,,,,,,,,,,,,,,
165929709,Akmira,argent-dawn,29.0,718.0,,100.0,0.0,50.0,0.0,,,1.0,1.0,2.0,1.0,,,1.0,0.0,1.0,0.0,,,,0.0,100.0,0.0,100.0,,67.0,0.0,50.0,,,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,,,0.0,1.0,0.0,1.0,,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
148737528,Lan,magtheridon,21.0,3722.0,50.0,50.0,33.0,,100.0,25.0,4.0,2.0,3.0,,3.0,4.0,2.0,1.0,1.0,,3.0,1.0,,,0.0,100.0,50.0,75.0,,67.0,33.0,100.0,,,8.0,2.0,2.0,4.0,,6.0,3.0,2.0,,,0.0,2.0,1.0,3.0,,4.0,1.0,2.0,,,,,,,100.0,12.0,12.0,,,,,,,,,,,,
145849552,Jhonnycrash,pozzo-delleternità,45.0,4630.0,40.0,71.0,12.0,20.0,0.0,0.0,5.0,14.0,8.0,5.0,1.0,2.0,2.0,10.0,1.0,1.0,0.0,0.0,25.0,75.0,55.0,18.0,55.0,67.0,67.0,50.0,40.0,25.0,4.0,4.0,11.0,11.0,11.0,15.0,3.0,6.0,5.0,4.0,1.0,3.0,6.0,2.0,6.0,10.0,2.0,3.0,2.0,1.0,50.0,2.0,1.0,14.0,7.0,1.0,,,,100.0,,1.0,,1.0,,,,,,,
178655036,Kaÿ,pozzo-delleternità,33.0,9794.0,55.0,40.0,63.0,0.0,75.0,50.0,20.0,10.0,19.0,1.0,12.0,2.0,11.0,4.0,12.0,0.0,9.0,1.0,56.0,33.0,74.0,56.0,48.0,75.0,48.0,67.0,56.0,62.0,18.0,21.0,23.0,32.0,21.0,20.0,21.0,15.0,9.0,8.0,10.0,7.0,17.0,18.0,10.0,15.0,10.0,10.0,5.0,5.0,9.0,11.0,1.0,33.0,6.0,2.0,100.0,2.0,2.0,,57.0,,7.0,,4.0,,,,20.0,5.0,1.0
74087406,Juraan,blackmoore,19.0,6342.0,75.0,52.0,53.0,,50.0,100.0,4.0,25.0,19.0,,2.0,2.0,3.0,13.0,10.0,,1.0,2.0,54.0,57.0,60.0,18.0,50.0,40.0,80.0,100.0,0.0,0.0,13.0,14.0,15.0,11.0,14.0,10.0,15.0,1.0,1.0,1.0,7.0,8.0,9.0,2.0,7.0,4.0,12.0,1.0,0.0,0.0,100.0,2.0,2.0,56.0,18.0,10.0,,,,,,,,,,,,,,,
163459071,Zabito,argent-dawn,134.0,1389.0,0.0,33.0,100.0,0.0,100.0,67.0,6.0,3.0,4.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,,,50.0,33.0,33.0,33.0,,0.0,33.0,50.0,,,2.0,3.0,3.0,3.0,,3.0,3.0,2.0,,,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
185079703,Neldwegh,silvermoon,16.0,4517.0,17.0,0.0,47.0,100.0,57.0,25.0,6.0,1.0,15.0,1.0,14.0,4.0,1.0,0.0,7.0,1.0,8.0,1.0,,,50.0,30.0,11.0,71.0,,62.0,69.0,70.0,,,4.0,10.0,9.0,7.0,,13.0,13.0,10.0,,,2.0,3.0,1.0,5.0,,8.0,9.0,7.0,100.0,1.0,1.0,,,,,,,0.0,,1.0,,0.0,,,,,,,
136363258,Negomi,blackmoore,1.0,43.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117373885,Sankwhey,emerald-dream,19.0,3954.0,67.0,0.0,67.0,75.0,45.0,100.0,3.0,1.0,12.0,4.0,11.0,1.0,2.0,0.0,8.0,3.0,5.0,1.0,33.0,50.0,100.0,30.0,43.0,56.0,25.0,40.0,43.0,67.0,3.0,2.0,5.0,10.0,7.0,9.0,4.0,5.0,7.0,12.0,1.0,1.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,8.0,,,,,,,,,,0.0,100.0,1.0,1.0,0.0,1.0,,,,,,
175892083,Dalinnar,ragnaros,8.0,90.0,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
241411160,Невернный,booty-bay,17.0,3830.0,100.0,,67.0,,,,1.0,,3.0,,,,1.0,,2.0,,,,100.0,,,,67.0,100.0,,,,,1.0,,,,3.0,1.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
101670133,Vadryxis,dentarg,33.0,1050.0,0.0,,33.0,,33.0,,1.0,,6.0,,3.0,,0.0,,2.0,,1.0,,50.0,50.0,0.0,67.0,0.0,67.0,50.0,,,100.0,4.0,4.0,2.0,6.0,2.0,6.0,2.0,,,1.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,,,1.0,,,,50.0,2.0,1.0,,,,,,,,,,,,,,,
193762319,Хамуске,ashenvale,59.0,4161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12.0,12.0,,,,,,,,,,,,,,,,,,
176897236,Chewyberry,lightbringer,8.0,2186.0,100.0,17.0,0.0,,,,1.0,6.0,1.0,,,,1.0,1.0,0.0,,,,50.0,0.0,38.0,100.0,100.0,,0.0,,,,12.0,3.0,8.0,2.0,1.0,,1.0,,,,6.0,0.0,3.0,2.0,1.0,,0.0,,,,67.0,6.0,4.0,,,,,,,,,,,,,,,,,,
34739837,Archîlles,lightbringer,29.0,20973.0,68.0,73.0,59.0,,77.0,50.0,38.0,15.0,32.0,,13.0,2.0,26.0,11.0,19.0,,10.0,1.0,38.0,50.0,51.0,58.0,50.0,62.0,60.0,86.0,78.0,75.0,68.0,46.0,41.0,19.0,36.0,34.0,10.0,21.0,9.0,8.0,26.0,23.0,21.0,11.0,18.0,21.0,6.0,18.0,7.0,6.0,,,,69.0,13.0,9.0,100.0,4.0,4.0,,0.0,,1.0,,0.0,,,,,,
176274509,Krogathia,twisting-nether,16.0,99.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119574490,Laefus,burning-legion,10.0,77414.0,59.0,50.0,52.0,,71.0,38.0,211.0,205.0,112.0,,7.0,8.0,124.0,103.0,58.0,,5.0,3.0,59.0,49.0,52.0,46.0,60.0,52.0,57.0,80.0,60.0,67.0,443.0,378.0,353.0,118.0,77.0,147.0,7.0,5.0,5.0,3.0,262.0,187.0,184.0,54.0,46.0,77.0,4.0,4.0,3.0,2.0,,,,54.0,229.0,123.0,,,,,,,,,,,,,,,
150635662,Malice,lightbringer,7.0,5593.0,72.0,50.0,50.0,,50.0,,32.0,2.0,10.0,,2.0,,23.0,1.0,5.0,,1.0,,50.0,52.0,50.0,35.0,43.0,50.0,0.0,100.0,67.0,,24.0,21.0,24.0,17.0,7.0,10.0,1.0,2.0,3.0,,12.0,11.0,12.0,6.0,3.0,5.0,0.0,2.0,2.0,,,,,100.0,2.0,2.0,,,,,,,,,,,,,,,
133339089,Egrofnori,lightbringer,5.0,16482.0,55.0,18.0,60.0,,,,29.0,11.0,5.0,,,,16.0,2.0,3.0,,,,54.0,33.0,47.0,0.0,100.0,20.0,25.0,100.0,,,56.0,48.0,34.0,4.0,4.0,5.0,4.0,1.0,,,30.0,16.0,16.0,0.0,4.0,1.0,1.0,1.0,,,,,,31.0,42.0,13.0,,,,,,,,,,,,,,,
133285567,Fictional,lightbringer,17.0,669.0,0.0,100.0,,100.0,,67.0,1.0,2.0,,1.0,,3.0,0.0,2.0,,1.0,,2.0,,,0.0,,,,,,100.0,,,,1.0,,,,,,1.0,,,,0.0,,,,,,1.0,,,,,,,,,,,,100.0,,2.0,,2.0,,,,,,
163105833,Shîrdæn,teldrassil,16.0,689.0,100.0,50.0,0.0,,,,1.0,2.0,1.0,,,,1.0,1.0,0.0,,,,,50.0,,100.0,,,,,,,,2.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
138140859,Kazusa,twisting-nether,4.0,162.0,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,67.0,,,,,,,,,1.0,3.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177020814,Shinybulwark,lightbringer,10.0,3881.0,70.0,100.0,43.0,0.0,50.0,0.0,10.0,5.0,7.0,4.0,2.0,2.0,7.0,5.0,3.0,0.0,1.0,0.0,0.0,50.0,56.0,42.0,62.0,45.0,43.0,44.0,33.0,20.0,3.0,8.0,9.0,12.0,8.0,11.0,7.0,9.0,9.0,5.0,0.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,1.0,,,,57.0,7.0,4.0,,,,,,,,,,,,,,,
143046799,Frstt,argent-dawn,17.0,364.0,,,,,0.0,100.0,,,,,1.0,1.0,,,,,0.0,1.0,,,0.0,0.0,,,,,67.0,,,,1.0,2.0,,,,,3.0,,,,0.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
113154059,Sacredcow,mazrigos,14.0,209.0,100.0,,,,,0.0,1.0,,,,,1.0,1.0,,,,,0.0,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163060284,Overt,mazrigos,75.0,13773.0,53.0,57.0,63.0,40.0,55.0,47.0,15.0,14.0,75.0,5.0,29.0,17.0,8.0,8.0,47.0,2.0,16.0,8.0,,,58.0,32.0,41.0,85.0,,62.0,67.0,66.0,,,33.0,34.0,34.0,27.0,,34.0,27.0,29.0,,,19.0,11.0,14.0,23.0,,21.0,18.0,19.0,,,,,,,,,,,100.0,,2.0,,2.0,,,,100.0,2.0,2.0
73898823,Crêmatoria,antonidas,14.0,326.0,,,11.0,,,,,,9.0,,,,,,1.0,,,,,,50.0,,100.0,,,,,,,,2.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
186630633,Qtmilly,silvermoon,6.0,130.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,100.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
80390799,Mkoll,dragonmaw,4.0,9245.0,71.0,90.0,100.0,,,,62.0,10.0,2.0,,,,44.0,9.0,2.0,,,,50.0,75.0,50.0,100.0,67.0,67.0,50.0,,,,6.0,4.0,4.0,3.0,3.0,3.0,2.0,,,,3.0,3.0,2.0,3.0,2.0,2.0,1.0,,,,,,,0.0,3.0,0.0,,,,,,,,,,,,,,,
171490413,Celene,cthun,76.0,23731.0,35.0,45.0,53.0,100.0,40.0,100.0,51.0,44.0,15.0,1.0,5.0,1.0,18.0,20.0,8.0,1.0,2.0,1.0,48.0,39.0,48.0,55.0,31.0,69.0,100.0,50.0,60.0,100.0,110.0,62.0,66.0,11.0,13.0,13.0,3.0,2.0,5.0,1.0,53.0,24.0,32.0,6.0,4.0,9.0,3.0,1.0,3.0,1.0,,,,51.0,91.0,46.0,,,,,100.0,,1.0,,1.0,,,,,,
245074253,Лайтревендж,gordunni,97.0,2706.0,86.0,29.0,100.0,33.0,100.0,67.0,7.0,7.0,1.0,6.0,1.0,6.0,6.0,2.0,1.0,2.0,1.0,4.0,,,50.0,,40.0,0.0,,100.0,,0.0,,,2.0,,5.0,1.0,,1.0,,2.0,,,1.0,,2.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,81.0,43.0,67.0,88.0,56.0,33.0,27.0,7.0,6.0,8.0,18.0,18.0,22.0,3.0,4.0,7.0,10.0,,,57.0,60.0,47.0,70.0,,64.0,62.0,57.0,,,7.0,10.0,15.0,10.0,,11.0,13.0,7.0,,,4.0,6.0,7.0,7.0,,7.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,
192660589,Radaelth,pozzo-delleternità,10.0,331.0,,,100.0,,50.0,,,,3.0,,2.0,,,,3.0,,1.0,,,,,0.0,,50.0,,33.0,60.0,50.0,,,,1.0,,2.0,,3.0,5.0,4.0,,,,0.0,,1.0,,1.0,3.0,2.0,,,,,,,,,,0.0,,2.0,,0.0,,,,,,,
201506728,Талсмир,soulflayer,6.0,1410.0,100.0,,75.0,,57.0,,1.0,,4.0,,7.0,,1.0,,3.0,,4.0,,100.0,,50.0,0.0,0.0,100.0,,33.0,67.0,20.0,2.0,,4.0,2.0,1.0,3.0,,6.0,3.0,5.0,2.0,,2.0,0.0,0.0,3.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
160295954,Yaidon,argent-dawn,8.0,1834.0,,,20.0,,33.0,100.0,,,5.0,,3.0,2.0,,,1.0,,1.0,2.0,,,75.0,43.0,50.0,40.0,,44.0,40.0,50.0,,,4.0,7.0,4.0,5.0,,9.0,5.0,6.0,,,3.0,3.0,2.0,2.0,,4.0,2.0,3.0,,,,,,,,,,,50.0,,4.0,,2.0,100.0,1.0,1.0,,,
155146542,Elhdruin,pozzo-delleternità,44.0,8134.0,36.0,36.0,56.0,67.0,60.0,14.0,11.0,11.0,9.0,3.0,10.0,7.0,4.0,4.0,5.0,2.0,6.0,1.0,29.0,50.0,33.0,50.0,40.0,25.0,56.0,,100.0,0.0,14.0,2.0,9.0,4.0,10.0,8.0,9.0,,1.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,5.0,,1.0,0.0,,,,29.0,7.0,2.0,100.0,2.0,2.0,0.0,,1.0,,0.0,,,,,,,
136913529,Erackñ,uldaman,20.0,740.0,,,50.0,,50.0,,,,4.0,,4.0,,,,2.0,,2.0,,,,,100.0,0.0,25.0,,0.0,67.0,33.0,,,,1.0,1.0,4.0,,3.0,3.0,3.0,,,,1.0,0.0,1.0,,0.0,2.0,1.0,,,,,,,,,,0.0,,2.0,,0.0,,,,,,,
