character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
225573574,Хоулищит,borean-tundra,25.0,17258.0,69.0,41.0,53.0,55.0,74.0,71.0,62.0,41.0,900.0,67.0,100.0,33.0,33.0,,57.0,67.0,53.0,67.0,,,45.0,13.0,37.0,70.0,29.0,19.0,28.0,16.0,29.0,1.0,24.0,2.0,3.0,3.0,,21.0,12.0,17.0,3.0,,,11.0,9.0,15.0,37.0,16.0,14.0,20.0,10.0,12.0,9.0,16.0,2.0,1.0,1.0,,12.0,8.0,9.0,2.0,,,5.0,62.0,13.0,8.0,,,
110157100,Юрася,howling-fjord,21.0,5704.0,14.0,50.0,33.0,45.0,17.0,50.0,44.0,60.0,,58.0,45.0,,,,56.0,88.0,100.0,,100.0,,100.0,7.0,10.0,9.0,20.0,6.0,14.0,18.0,20.0,,19.0,11.0,,,,9.0,8.0,1.0,,17.0,,3.0,1.0,5.0,3.0,9.0,1.0,7.0,8.0,12.0,,11.0,5.0,,,,5.0,7.0,1.0,,17.0,,3.0,100.0,4.0,4.0,,,
164214101,Tankosaur,tarren-mill,5.0,900.0,,,,,,50.0,100.0,62.0,67.0,83.0,,,,,0.0,50.0,67.0,,,,50.0,,,,,,6.0,3.0,8.0,3.0,6.0,,,,,2.0,6.0,3.0,,,,6.0,,,,,,3.0,3.0,5.0,2.0,5.0,,,,,0.0,3.0,2.0,,,,3.0,,,,,,
102384601,Akanë,chants-éternels,11.0,6921.0,20.0,25.0,38.0,50.0,56.0,60.0,21.0,15.0,,43.0,0.0,,,,0.0,,,,,,,15.0,20.0,26.0,20.0,18.0,20.0,14.0,20.0,,14.0,1.0,,,,1.0,,,,,,,3.0,5.0,10.0,10.0,10.0,12.0,3.0,3.0,,6.0,0.0,,,,0.0,,,,,,,29.0,24.0,7.0,,,
158547193,Trîppertine,antonidas,22.0,2803.0,43.0,,,0.0,83.0,83.0,57.0,40.0,29.0,33.0,,17.0,100.0,,38.0,22.0,0.0,33.0,,,83.0,7.0,,,2.0,6.0,6.0,7.0,5.0,7.0,6.0,,6.0,1.0,,8.0,9.0,6.0,3.0,,,6.0,3.0,,,0.0,5.0,5.0,4.0,2.0,2.0,2.0,,1.0,1.0,,3.0,2.0,0.0,1.0,,,5.0,,,,,,
137802096,Siouxx,blackmoore,13.0,5043.0,21.0,20.0,18.0,50.0,50.0,50.0,50.0,12.0,,43.0,30.0,50.0,,,100.0,33.0,0.0,50.0,,,50.0,14.0,5.0,17.0,8.0,6.0,12.0,8.0,8.0,,7.0,10.0,6.0,,,3.0,3.0,1.0,8.0,,,2.0,3.0,1.0,3.0,4.0,3.0,6.0,4.0,1.0,,3.0,3.0,3.0,,,3.0,1.0,0.0,4.0,,,1.0,33.0,3.0,1.0,,,
92062024,Darkangelûs,chants-éternels,14.0,31670.0,50.0,55.0,50.0,53.0,50.0,58.0,50.0,44.0,,67.0,67.0,0.0,,,,0.0,0.0,,,,,26.0,402.0,117.0,38.0,10.0,43.0,6.0,16.0,,6.0,3.0,2.0,,,,1.0,1.0,,,,,13.0,220.0,59.0,20.0,5.0,25.0,3.0,7.0,,4.0,2.0,0.0,,,,0.0,0.0,,,,,48.0,27.0,13.0,,,
226284551,Uormazd,sylvanas,24.0,8314.0,50.0,,,50.0,100.0,33.0,67.0,40.0,,50.0,,33.0,60.0,,67.0,60.0,70.0,71.0,100.0,29.0,33.0,6.0,,,16.0,4.0,6.0,3.0,5.0,,6.0,,3.0,5.0,,3.0,10.0,10.0,7.0,27.0,7.0,6.0,3.0,,,8.0,4.0,2.0,2.0,2.0,,3.0,,1.0,3.0,,2.0,6.0,7.0,5.0,27.0,2.0,2.0,,,,,,
84651119,Kiaku,voljin,8.0,5166.0,33.0,58.0,54.0,64.0,56.0,0.0,,75.0,,,,,,,,,,,,0.0,,6.0,12.0,13.0,11.0,9.0,3.0,,4.0,,,,,,,,,,,,6.0,,2.0,7.0,7.0,7.0,5.0,0.0,,3.0,,,,,,,,,,,,0.0,,58.0,12.0,7.0,,,
128354212,Ikonis,chants-éternels,13.0,5216.0,33.0,50.0,0.0,60.0,44.0,33.0,25.0,25.0,,62.0,0.0,50.0,0.0,,71.0,50.0,50.0,50.0,100.0,100.0,50.0,9.0,2.0,1.0,5.0,9.0,6.0,8.0,4.0,,8.0,6.0,2.0,3.0,,7.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,,5.0,0.0,1.0,0.0,,5.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,1.0,,,
20284979,Almëana,voljin,4.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,
164567847,Imslapyo,bronzebeard,14.0,3596.0,40.0,73.0,50.0,80.0,50.0,27.0,31.0,62.0,,68.0,67.0,,,,,0.0,67.0,,,0.0,50.0,5.0,11.0,8.0,5.0,2.0,11.0,13.0,13.0,,19.0,3.0,,,,,1.0,3.0,,,1.0,2.0,2.0,8.0,4.0,4.0,1.0,3.0,4.0,8.0,,13.0,2.0,,,,,0.0,2.0,,,0.0,1.0,40.0,5.0,2.0,,,
110601444,Xpall,drakthul,21.0,7687.0,67.0,64.0,44.0,67.0,0.0,100.0,100.0,67.0,,100.0,50.0,,,,0.0,,,,,,,15.0,77.0,34.0,3.0,1.0,2.0,2.0,3.0,,1.0,2.0,,,,1.0,,,,,,,10.0,49.0,15.0,2.0,0.0,2.0,2.0,2.0,,1.0,1.0,,,,0.0,,,,,,,67.0,3.0,2.0,,,
117394124,Prÿ,ravencrest,6.0,1064.0,0.0,,,67.0,75.0,0.0,,,,0.0,,,,,,0.0,,33.0,100.0,,,1.0,,,3.0,4.0,1.0,,,,1.0,,,,,,2.0,,3.0,1.0,,,0.0,,,2.0,3.0,0.0,,,,0.0,,,,,,0.0,,1.0,1.0,,,,,,,,
173650053,Circuspal,hyjal,40.0,10802.0,43.0,,,50.0,60.0,0.0,75.0,50.0,,100.0,,62.0,40.0,,67.0,62.0,100.0,33.0,,,50.0,49.0,,,4.0,25.0,2.0,4.0,4.0,,8.0,,13.0,5.0,,6.0,8.0,1.0,39.0,,,6.0,21.0,,,2.0,15.0,0.0,3.0,2.0,,8.0,,8.0,2.0,,4.0,5.0,1.0,13.0,,,3.0,,,,,,
247280849,Trössis,lightnings-blade,5.0,278.0,0.0,,,100.0,60.0,,,,,,,,,,,,,,,,,1.0,,,2.0,5.0,,,,,,,,,,,,,,,,,0.0,,,2.0,3.0,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,
197249263,Kronkron,hyjal,6.0,454.0,,,,,,50.0,100.0,,,100.0,,,,,0.0,,100.0,0.0,,,33.0,,,,,,2.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,3.0,,,,,,1.0,1.0,,,1.0,,,,,0.0,,1.0,0.0,,,1.0,,,,,,
105602275,Shìzu,khaz-modan,9.0,12916.0,43.0,57.0,64.0,48.0,46.0,55.0,0.0,35.0,,75.0,0.0,,,,,0.0,100.0,,,29.0,,23.0,42.0,22.0,25.0,24.0,20.0,3.0,20.0,,4.0,1.0,,,,,1.0,1.0,,,7.0,,10.0,24.0,14.0,12.0,11.0,11.0,0.0,7.0,,3.0,0.0,,,,,0.0,1.0,,,2.0,,35.0,26.0,9.0,,,
176598660,Лайтсворн,soulflayer,51.0,10346.0,50.0,60.0,50.0,50.0,50.0,59.0,79.0,67.0,,55.0,25.0,100.0,62.0,50.0,64.0,70.0,71.0,57.0,,,36.0,28.0,25.0,6.0,6.0,14.0,27.0,34.0,30.0,,40.0,4.0,2.0,8.0,2.0,22.0,10.0,7.0,7.0,,,11.0,14.0,15.0,3.0,3.0,7.0,16.0,27.0,20.0,,22.0,1.0,2.0,5.0,1.0,14.0,7.0,5.0,4.0,,,4.0,38.0,8.0,3.0,,,
163454460,Arthosse,voljin,2.0,285.0,0.0,,,33.0,,,,,,,,,,,,,,50.0,,,,1.0,,,3.0,,,,,,,,,,,,,,2.0,,,,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
64797873,Sombreeclat,voljin,27.0,3085.0,60.0,33.0,33.0,33.0,33.0,25.0,50.0,17.0,,30.0,36.0,,,,,,,,,0.0,,5.0,18.0,3.0,6.0,3.0,8.0,4.0,12.0,,10.0,11.0,,,,,,,,,1.0,,3.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,,3.0,4.0,,,,,,,,,0.0,,29.0,7.0,2.0,,,
53526843,Nanarito,ysondre,6.0,3114.0,33.0,27.0,62.0,38.0,67.0,,100.0,17.0,500.0,33.0,0.0,100.0,,,,,100.0,33.0,,,0.0,3.0,15.0,8.0,13.0,3.0,,2.0,6.0,1.0,3.0,1.0,1.0,,,,,1.0,3.0,,,1.0,1.0,4.0,5.0,5.0,2.0,,2.0,1.0,5.0,1.0,0.0,1.0,,,,,1.0,1.0,,,0.0,73.0,11.0,8.0,,,
177243477,Klers,chogall,4.0,1083.0,100.0,,,33.0,,25.0,0.0,25.0,,33.0,,17.0,,,0.0,0.0,50.0,0.0,,,,3.0,,,3.0,,4.0,4.0,4.0,,6.0,,6.0,,,2.0,1.0,2.0,2.0,,,,3.0,,,1.0,,1.0,0.0,1.0,,2.0,,1.0,,,0.0,0.0,1.0,0.0,,,,,,,,,
217850493,Mordréd,sylvanas,20.0,522.0,75.0,,,,100.0,,100.0,0.0,,0.0,,50.0,,,0.0,100.0,0.0,,,,100.0,4.0,,,,1.0,,1.0,1.0,,1.0,,2.0,,,1.0,1.0,1.0,,,,1.0,3.0,,,,1.0,,1.0,0.0,,0.0,,1.0,,,0.0,1.0,0.0,,,,1.0,,,,,,
81816192,Clëment,dun-modr,72.0,5852.0,0.0,100.0,,64.0,50.0,58.0,38.0,58.0,88.0,45.0,100.0,0.0,,,40.0,45.0,39.0,0.0,,,47.0,2.0,1.0,,11.0,2.0,12.0,21.0,12.0,8.0,11.0,1.0,1.0,,,15.0,11.0,18.0,1.0,,,19.0,0.0,1.0,,7.0,1.0,7.0,8.0,7.0,7.0,5.0,1.0,0.0,,,6.0,5.0,7.0,0.0,,,9.0,,,,,,
23341092,Elkon,scarshield-legion,23.0,7976.0,,75.0,50.0,43.0,,50.0,33.0,100.0,,80.0,,0.0,,,75.0,100.0,67.0,0.0,,,0.0,,12.0,2.0,7.0,,4.0,3.0,3.0,,5.0,,1.0,,,4.0,2.0,3.0,1.0,,,1.0,,9.0,1.0,3.0,,2.0,1.0,3.0,,4.0,,0.0,,,3.0,2.0,2.0,0.0,,,0.0,,,,,,
106836520,Dougi,voljin,20.0,445.0,,100.0,0.0,0.0,,100.0,0.0,100.0,,33.0,0.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,,3.0,1.0,,,,,,,,,,,,1.0,0.0,0.0,,1.0,0.0,2.0,,1.0,0.0,,,,,,,,,,,,,,,,
140005636,Adamantix,pozzo-delleternità,34.0,7773.0,52.0,35.0,39.0,50.0,65.0,33.0,36.0,36.0,0.0,31.0,24.0,0.0,,,,50.0,75.0,100.0,,,0.0,23.0,20.0,18.0,14.0,23.0,18.0,11.0,28.0,1.0,16.0,21.0,2.0,,,,2.0,4.0,1.0,,,1.0,12.0,7.0,7.0,7.0,15.0,6.0,4.0,10.0,0.0,5.0,5.0,0.0,,,,1.0,3.0,1.0,,,0.0,36.0,11.0,4.0,,,
153078382,Anorwen,pozzo-delleternità,14.0,4849.0,42.0,25.0,0.0,44.0,50.0,14.0,0.0,33.0,,50.0,31.0,,,,43.0,0.0,67.0,100.0,100.0,0.0,,12.0,4.0,6.0,9.0,20.0,7.0,2.0,3.0,,10.0,16.0,,,,7.0,1.0,3.0,4.0,1.0,1.0,,5.0,1.0,0.0,4.0,10.0,1.0,0.0,1.0,,5.0,5.0,,,,3.0,0.0,2.0,4.0,1.0,0.0,,,,,,,
144323615,Lawoer,khaz-modan,1.0,95.0,,,,,,,,0.0,,,,,,,100.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,
177388611,Tankforu,azjolnerub,17.0,722.0,0.0,,,,100.0,50.0,,100.0,0.0,,,,100.0,,80.0,0.0,0.0,100.0,,,0.0,1.0,,,,1.0,2.0,,1.0,1.0,,,,1.0,,5.0,1.0,1.0,1.0,,,2.0,0.0,,,,1.0,1.0,,1.0,0.0,,,,1.0,,4.0,0.0,0.0,1.0,,,0.0,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,,,57.0,81.0,60.0,47.0,70.0,,43.0,,67.0,,,88.0,64.0,62.0,56.0,,,57.0,33.0,,,7.0,27.0,10.0,15.0,10.0,,7.0,,6.0,,,8.0,11.0,13.0,18.0,,,7.0,18.0,,,4.0,22.0,6.0,7.0,7.0,,3.0,,4.0,,,7.0,7.0,8.0,10.0,,,4.0,,,,,,
174300660,Lorein,ragnaros,9.0,96.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
155141153,Aradax,antonidas,14.0,1428.0,100.0,,,100.0,33.0,0.0,100.0,,,100.0,,20.0,,,0.0,0.0,,33.0,,,,4.0,,,2.0,3.0,1.0,2.0,,,1.0,,5.0,,,1.0,2.0,,3.0,,,,4.0,,,2.0,1.0,0.0,2.0,,,1.0,,1.0,,,0.0,0.0,,1.0,,,,,,,0.0,2.0,0.0
151580316,Eloelle,argent-dawn,5.0,3391.0,59.0,70.0,67.0,44.0,50.0,0.0,67.0,0.0,700.0,0.0,0.0,50.0,100.0,,,100.0,,,100.0,0.0,33.0,32.0,33.0,21.0,16.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,3.0,1.0,3.0,19.0,23.0,14.0,7.0,1.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,1.0,,,1.0,,,3.0,0.0,1.0,43.0,7.0,3.0,,,
242672733,Автопиролиз,soulflayer,15.0,2742.0,0.0,,,,0.0,18.0,62.0,57.0,50.0,67.0,,0.0,,,42.0,45.0,71.0,100.0,,,67.0,1.0,,,,1.0,11.0,8.0,14.0,16.0,15.0,,1.0,,,12.0,11.0,7.0,1.0,,,12.0,0.0,,,,0.0,2.0,5.0,8.0,8.0,10.0,,0.0,,,5.0,5.0,5.0,1.0,,,8.0,,,,,,
113180247,Sunuva,silvermoon,10.0,180.0,,,,,,100.0,100.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
153546633,Cruxian,ravencrest,19.0,7622.0,54.0,60.0,43.0,44.0,77.0,58.0,71.0,50.0,100.0,86.0,100.0,67.0,,,50.0,57.0,50.0,0.0,,50.0,56.0,24.0,10.0,7.0,9.0,13.0,12.0,7.0,12.0,5.0,7.0,2.0,3.0,,,6.0,7.0,4.0,1.0,,4.0,9.0,13.0,6.0,3.0,4.0,10.0,7.0,5.0,6.0,5.0,6.0,2.0,2.0,,,3.0,4.0,2.0,0.0,,2.0,5.0,67.0,12.0,8.0,,,
175432890,Jenbernard,dalaran,21.0,2211.0,17.0,,,0.0,57.0,50.0,0.0,67.0,0.0,100.0,,67.0,,,50.0,67.0,100.0,0.0,,,,6.0,,,2.0,7.0,4.0,3.0,3.0,2.0,1.0,,6.0,,,2.0,3.0,1.0,4.0,,,,1.0,,,0.0,4.0,2.0,0.0,2.0,0.0,1.0,,4.0,,,1.0,2.0,1.0,0.0,,,,,,,,,
105719768,Eldinumbra,alonsus,2.0,2096.0,67.0,80.0,17.0,0.0,33.0,0.0,50.0,,,100.0,,,,,,,,,,27.0,,6.0,5.0,6.0,3.0,3.0,1.0,4.0,,,1.0,,,,,,,,,,11.0,,4.0,4.0,1.0,0.0,1.0,0.0,2.0,,,1.0,,,,,,,,,,3.0,,0.0,1.0,0.0,,,
175971933,Fearpal,archimonde,91.0,1169.0,50.0,50.0,50.0,0.0,,,12.0,,,50.0,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,8.0,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,40.0,5.0,2.0,,,
191212460,Nußbaum,talnivarr,16.0,376.0,,,,100.0,0.0,25.0,,0.0,,,,,,,,100.0,100.0,,,,,,,,1.0,1.0,4.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,0.0,1.0,,0.0,,,,,,,,1.0,1.0,,,,,,,,,,
160552775,Akroma,voljin,5.0,1370.0,100.0,,,100.0,80.0,100.0,,50.0,,0.0,,67.0,,,33.0,50.0,,0.0,,,50.0,2.0,,,1.0,5.0,1.0,,4.0,,3.0,,3.0,,,3.0,4.0,,1.0,,,2.0,2.0,,,1.0,4.0,1.0,,2.0,,0.0,,2.0,,,1.0,2.0,,0.0,,,1.0,,,,,,
196923820,Abdullach,silvermoon,9.0,40265.0,61.0,40.0,48.0,52.0,53.0,50.0,38.0,54.0,,55.0,75.0,60.0,,,50.0,100.0,,33.0,,,100.0,117.0,208.0,204.0,183.0,78.0,46.0,16.0,41.0,,22.0,8.0,5.0,,,2.0,1.0,,3.0,,,1.0,71.0,83.0,97.0,96.0,41.0,23.0,6.0,22.0,,12.0,6.0,3.0,,,1.0,1.0,,1.0,,,1.0,56.0,194.0,108.0,,,
186729858,Dragonsongs,kazzak,13.0,1420.0,,,,33.0,100.0,40.0,100.0,67.0,,56.0,,,100.0,,33.0,67.0,33.0,,100.0,,33.0,,,,3.0,1.0,5.0,7.0,6.0,,9.0,,,1.0,,6.0,6.0,3.0,,6.0,,3.0,,,,1.0,1.0,2.0,7.0,4.0,,5.0,,,1.0,,2.0,4.0,1.0,,6.0,,1.0,,,,,,
192502249,Grekkon,outland,29.0,2571.0,0.0,,,50.0,,80.0,78.0,50.0,,50.0,100.0,0.0,100.0,,0.0,29.0,58.0,,,,60.0,1.0,,,12.0,,5.0,9.0,6.0,,4.0,1.0,1.0,1.0,,3.0,7.0,12.0,,,,5.0,0.0,,,6.0,,4.0,7.0,3.0,,2.0,1.0,0.0,1.0,,0.0,2.0,7.0,,,,3.0,,,,,,
175618793,Erdghot,dun-modr,28.0,3230.0,100.0,14.0,33.0,58.0,,100.0,67.0,50.0,,29.0,,0.0,,,43.0,47.0,60.0,100.0,,,43.0,1.0,7.0,3.0,12.0,,2.0,6.0,4.0,,14.0,,2.0,,,7.0,15.0,5.0,2.0,,,7.0,1.0,1.0,1.0,7.0,,2.0,4.0,2.0,,4.0,,0.0,,,3.0,7.0,3.0,2.0,,,3.0,,,,,,
194407697,Stanks,hyjal,5.0,451.0,50.0,,,,,33.0,0.0,,0.0,50.0,,0.0,,,,0.0,,0.0,,,0.0,2.0,,,,,3.0,3.0,,1.0,2.0,,1.0,,,,1.0,,2.0,,,2.0,1.0,,,,,1.0,0.0,,0.0,1.0,,0.0,,,,0.0,,0.0,,,0.0,,,,,,
139499513,Bugsaft,tarren-mill,29.0,13257.0,56.0,42.0,44.0,26.0,69.0,57.0,50.0,55.0,,42.0,52.0,,,,33.0,100.0,0.0,,,,,36.0,38.0,41.0,34.0,29.0,21.0,24.0,29.0,,33.0,25.0,,,,3.0,1.0,1.0,,,,,20.0,16.0,18.0,9.0,20.0,12.0,12.0,16.0,,14.0,13.0,,,,1.0,1.0,0.0,,,,,19.0,31.0,6.0,,,
132026547,Citrics,blackmoore,4.0,2348.0,100.0,0.0,,33.0,,,100.0,50.0,,20.0,0.0,,,,,,,,,,,6.0,1.0,,3.0,,,2.0,2.0,,5.0,1.0,,,,,,,,,,,6.0,0.0,,1.0,,,2.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,
192141877,Dedovahkiin,outland,7.0,1160.0,0.0,,,100.0,33.0,,,50.0,,0.0,,,14.0,,0.0,,,33.0,,,0.0,1.0,,,2.0,3.0,,,2.0,,1.0,,,7.0,,1.0,,,3.0,,,1.0,0.0,,,2.0,1.0,,,1.0,,0.0,,,1.0,,0.0,,,1.0,,,0.0,,,,,,
181459140,Джеттфайр,soulflayer,83.0,22290.0,38.0,57.0,52.0,47.0,30.0,54.0,63.0,32.0,,57.0,52.0,50.0,67.0,,62.0,55.0,44.0,57.0,100.0,83.0,71.0,32.0,30.0,25.0,43.0,37.0,37.0,35.0,28.0,,47.0,33.0,2.0,3.0,,21.0,22.0,9.0,7.0,3.0,6.0,7.0,12.0,17.0,13.0,20.0,11.0,20.0,22.0,9.0,,27.0,17.0,1.0,2.0,,13.0,12.0,4.0,4.0,3.0,5.0,5.0,45.0,20.0,9.0,,,
111124669,Erzha,voljin,20.0,633.0,,,,100.0,,0.0,,100.0,,,,0.0,,,50.0,0.0,,,,0.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,2.0,3.0,,,,1.0,,,,,1.0,,0.0,,1.0,,,,0.0,,,1.0,0.0,,,,0.0,,,,,,,
80951525,Juoduk,kazzak,3.0,1478.0,25.0,,50.0,0.0,0.0,50.0,100.0,67.0,,100.0,,100.0,,,,50.0,,,,,,4.0,,2.0,2.0,10.0,2.0,3.0,3.0,,1.0,,1.0,,,,2.0,,,,,,1.0,,1.0,0.0,0.0,1.0,3.0,2.0,,1.0,,1.0,,,,1.0,,,,,,0.0,1.0,0.0,,,
117103461,Pölenta,ysondre,39.0,4075.0,56.0,,,25.0,100.0,17.0,90.0,67.0,50.0,18.0,,67.0,100.0,,67.0,57.0,54.0,83.0,100.0,0.0,40.0,9.0,,,4.0,1.0,6.0,10.0,6.0,2.0,11.0,,3.0,2.0,,6.0,7.0,13.0,6.0,5.0,2.0,10.0,5.0,,,1.0,1.0,1.0,9.0,4.0,1.0,2.0,,2.0,2.0,,4.0,4.0,7.0,5.0,5.0,0.0,4.0,,,,,,
78845600,Ruael,das-syndikat,30.0,40083.0,74.0,44.0,54.0,51.0,59.0,47.0,12.0,23.0,,53.0,46.0,,,,,100.0,,,,27.0,0.0,273.0,52.0,56.0,59.0,58.0,17.0,8.0,22.0,,34.0,26.0,,,,,1.0,,,,15.0,1.0,201.0,23.0,30.0,30.0,34.0,8.0,1.0,5.0,,18.0,12.0,,,,,1.0,,,,4.0,0.0,44.0,70.0,31.0,,,
158260545,Odinspower,madmortem,13.0,2206.0,100.0,,,33.0,0.0,12.0,100.0,0.0,,67.0,,67.0,,,50.0,80.0,100.0,100.0,,,43.0,2.0,,,3.0,1.0,8.0,2.0,1.0,,3.0,,3.0,,,4.0,5.0,1.0,2.0,,,7.0,2.0,,,1.0,0.0,1.0,2.0,0.0,,2.0,,2.0,,,2.0,4.0,1.0,2.0,,,3.0,,,,,,
187047459,Cambooty,silvermoon,9.0,1288.0,100.0,,,,60.0,0.0,,,,60.0,,,,,0.0,0.0,50.0,67.0,,,100.0,1.0,,,,5.0,2.0,,,,5.0,,,,,1.0,1.0,2.0,3.0,,,1.0,1.0,,,,3.0,0.0,,,,3.0,,,,,0.0,0.0,1.0,2.0,,,1.0,,,,,,
171616936,Vitzu,silvermoon,20.0,2687.0,100.0,0.0,50.0,86.0,,80.0,67.0,100.0,,67.0,0.0,33.0,,,60.0,86.0,57.0,100.0,,,80.0,1.0,2.0,2.0,7.0,,5.0,3.0,2.0,,3.0,1.0,3.0,,,5.0,7.0,7.0,1.0,,,5.0,1.0,0.0,1.0,6.0,,4.0,2.0,2.0,,2.0,0.0,1.0,,,3.0,6.0,4.0,1.0,,,4.0,,,,,,
98561098,Akionx,dun-modr,43.0,28063.0,67.0,63.0,45.0,57.0,74.0,49.0,53.0,60.0,,51.0,46.0,0.0,100.0,,83.0,73.0,36.0,33.0,100.0,,70.0,49.0,81.0,40.0,53.0,54.0,55.0,57.0,53.0,,71.0,52.0,1.0,1.0,,12.0,11.0,11.0,9.0,2.0,,10.0,33.0,51.0,18.0,30.0,40.0,27.0,30.0,32.0,,36.0,24.0,0.0,1.0,,10.0,8.0,4.0,3.0,2.0,,7.0,50.0,78.0,39.0,,,
154280454,Balbatruc,kirin-tor,6.0,1183.0,67.0,,,33.0,0.0,0.0,25.0,0.0,100.0,33.0,,100.0,,,33.0,0.0,50.0,,,0.0,50.0,3.0,,,3.0,1.0,2.0,4.0,3.0,1.0,6.0,,1.0,,,3.0,4.0,2.0,,,1.0,4.0,2.0,,,1.0,0.0,0.0,1.0,0.0,1.0,2.0,,1.0,,,1.0,0.0,1.0,,,0.0,2.0,,,,,,
140538040,Serphentos,blackmoore,58.0,37430.0,50.0,44.0,34.0,25.0,49.0,47.0,60.0,34.0,,43.0,62.0,0.0,0.0,,20.0,45.0,0.0,64.0,93.0,33.0,,112.0,91.0,59.0,56.0,67.0,36.0,15.0,32.0,,30.0,21.0,4.0,2.0,,5.0,31.0,1.0,14.0,29.0,3.0,,56.0,40.0,20.0,14.0,33.0,17.0,9.0,11.0,,13.0,13.0,0.0,0.0,,1.0,14.0,0.0,9.0,27.0,1.0,,52.0,23.0,12.0,,,
169026627,Extinkt,hyjal,16.0,5184.0,60.0,0.0,,100.0,67.0,50.0,14.0,67.0,,0.0,100.0,,,,100.0,0.0,50.0,0.0,100.0,,0.0,5.0,1.0,,1.0,6.0,2.0,7.0,3.0,,1.0,1.0,,,,1.0,1.0,2.0,2.0,20.0,,2.0,3.0,0.0,,1.0,4.0,1.0,1.0,2.0,,0.0,1.0,,,,1.0,0.0,1.0,0.0,20.0,,0.0,,,,,,
146223923,Hearthguard,alonsus,28.0,452.0,75.0,,100.0,,33.0,,,,,,,,,,100.0,,,,,0.0,,4.0,,1.0,,3.0,,,,,,,,,,3.0,,,,,1.0,,3.0,,1.0,,1.0,,,,,,,,,,3.0,,,,,0.0,,,,,,,
