character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Korrak's Revenge played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Korrak's Revenge won,Deepwind Gorge won,Alterac Valley win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Battle for Wintergrasp played,Alterac Valley won,Battle for Wintergrasp won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Ashran win_rate,Ashran played,Ashran won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
150451053,Koyjin,kazzak,104.0,57121.0,49.0,49.0,61.0,43.0,78.0,67.0,58.0,,69.0,53.0,,,,,,449.0,170.0,114.0,72.0,45.0,9.0,31.0,,13.0,15.0,,,,,,219.0,83.0,69.0,31.0,35.0,6.0,18.0,,9.0,8.0,,,,,,55.0,,87.0,,48.0,,53.0,109.0,58.0,,,,,,,,,,,,,,,
165126289,Døvo,dun-modr,187.0,37899.0,58.0,46.0,57.0,55.0,44.0,47.0,41.0,,56.0,44.0,3150.0,20.0,100.0,0.0,62.0,198.0,72.0,44.0,20.0,115.0,111.0,105.0,,142.0,66.0,4.0,5.0,5.0,4.0,8.0,115.0,33.0,25.0,11.0,51.0,52.0,43.0,,79.0,29.0,126.0,1.0,5.0,0.0,5.0,40.0,25.0,15.0,4.0,6.0,1.0,25.0,4.0,1.0,0.0,2.0,0.0,,,,100.0,3.0,3.0,,,,,,
191467363,Bkhawk,frostmane,56.0,8744.0,25.0,29.0,50.0,46.0,40.0,43.0,58.0,200.0,71.0,100.0,57.0,33.0,64.0,,75.0,4.0,14.0,12.0,13.0,5.0,7.0,12.0,1.0,7.0,1.0,7.0,3.0,14.0,,8.0,1.0,4.0,6.0,6.0,2.0,3.0,7.0,2.0,5.0,1.0,4.0,1.0,9.0,,6.0,33.0,43.0,12.0,14.0,4.0,6.0,43.0,7.0,3.0,75.0,4.0,3.0,,,,,,,,,,,,
247688319,Doomalke,hellfire,30.0,1526.0,,,100.0,50.0,,100.0,,,67.0,,,67.0,100.0,,100.0,,,1.0,2.0,,1.0,,,3.0,,,3.0,2.0,,5.0,,,1.0,1.0,,1.0,,,2.0,,,2.0,2.0,,5.0,50.0,100.0,2.0,2.0,1.0,2.0,,,,33.0,3.0,1.0,,,,,,,,,,,,
167094485,Edipala,blackmoore,27.0,909.0,60.0,75.0,100.0,,0.0,,43.0,,67.0,,,,,,,5.0,4.0,1.0,,2.0,,7.0,,3.0,,,,,,,3.0,3.0,1.0,,0.0,,3.0,,2.0,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,
94017367,Parisha,frostwolf,23.0,3125.0,100.0,,50.0,60.0,67.0,100.0,50.0,,,0.0,50.0,,,100.0,,1.0,,2.0,5.0,3.0,1.0,2.0,,,1.0,2.0,,,1.0,,1.0,,1.0,3.0,2.0,1.0,1.0,,,0.0,1.0,,,1.0,,33.0,100.0,3.0,2.0,1.0,2.0,100.0,1.0,1.0,,,,,,,,,,,,,,,
185244175,Helliél,pozzo-delleternità,4.0,664.0,,,100.0,,43.0,0.0,100.0,,67.0,,50.0,33.0,0.0,,0.0,,,1.0,,7.0,2.0,1.0,,3.0,,2.0,3.0,2.0,,2.0,,,1.0,,3.0,0.0,1.0,,2.0,,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
93089091,Eliminato,stormrage,72.0,17903.0,59.0,57.0,61.0,62.0,69.0,32.0,69.0,,48.0,67.0,59.0,67.0,52.0,100.0,46.0,51.0,30.0,38.0,21.0,26.0,22.0,26.0,,40.0,12.0,22.0,27.0,21.0,11.0,13.0,30.0,17.0,23.0,13.0,18.0,7.0,18.0,,19.0,8.0,13.0,18.0,11.0,11.0,6.0,55.0,70.0,29.0,10.0,16.0,7.0,44.0,9.0,4.0,100.0,3.0,3.0,60.0,10.0,6.0,100.0,2.0,2.0,,,,,,
176349608,Exowyn,azjolnerub,17.0,655.0,,,100.0,,0.0,,,,,,100.0,,100.0,,50.0,,,1.0,,1.0,,,,,,1.0,,1.0,,2.0,,,1.0,,0.0,,,,,,1.0,,1.0,,1.0,,50.0,,2.0,,1.0,,,,,,,100.0,1.0,1.0,,,,,,,,,
70098149,Heavenlight,stormscale,31.0,4262.0,65.0,83.0,53.0,40.0,45.0,33.0,62.0,0.0,67.0,,0.0,50.0,100.0,,100.0,17.0,6.0,15.0,10.0,11.0,6.0,13.0,1.0,3.0,,1.0,4.0,2.0,,1.0,11.0,5.0,8.0,4.0,5.0,2.0,8.0,0.0,2.0,,0.0,2.0,2.0,,1.0,33.0,0.0,18.0,2.0,6.0,0.0,38.0,8.0,3.0,,,,,,,,,,,,,,,
186484369,Силугор,soulflayer,34.0,7999.0,0.0,75.0,56.0,33.0,69.0,62.0,75.0,,70.0,67.0,88.0,70.0,38.0,100.0,33.0,1.0,4.0,27.0,6.0,13.0,21.0,20.0,,20.0,15.0,8.0,10.0,8.0,1.0,3.0,0.0,3.0,15.0,2.0,9.0,13.0,15.0,,14.0,10.0,7.0,7.0,3.0,1.0,1.0,71.0,100.0,7.0,5.0,5.0,5.0,,,,50.0,4.0,2.0,100.0,1.0,1.0,100.0,4.0,4.0,,,,,,
123868237,Saala,magtheridon,65.0,21171.0,60.0,41.0,40.0,32.0,40.0,49.0,42.0,,50.0,44.0,67.0,65.0,75.0,40.0,47.0,15.0,17.0,48.0,19.0,40.0,47.0,26.0,,30.0,16.0,18.0,23.0,24.0,5.0,15.0,9.0,7.0,19.0,6.0,16.0,23.0,11.0,,15.0,7.0,12.0,15.0,18.0,2.0,7.0,56.0,69.0,32.0,13.0,18.0,9.0,24.0,17.0,4.0,31.0,13.0,4.0,100.0,2.0,2.0,,,,,,,,,
66844458,Tánkérz,hellscream,27.0,4385.0,61.0,71.0,50.0,33.0,42.0,69.0,92.0,0.0,50.0,60.0,78.0,57.0,67.0,100.0,12.0,18.0,7.0,8.0,6.0,19.0,16.0,12.0,2.0,18.0,5.0,9.0,7.0,3.0,1.0,8.0,11.0,5.0,4.0,2.0,8.0,11.0,11.0,0.0,9.0,3.0,7.0,4.0,2.0,1.0,1.0,75.0,50.0,4.0,4.0,3.0,2.0,,,,100.0,2.0,2.0,,,,,,,,,,,,
108623248,Майзас,soulflayer,27.0,5416.0,36.0,33.0,70.0,29.0,55.0,60.0,25.0,,25.0,,29.0,100.0,100.0,,0.0,14.0,9.0,10.0,17.0,11.0,5.0,4.0,,4.0,,7.0,2.0,2.0,,2.0,5.0,3.0,7.0,5.0,6.0,3.0,1.0,,1.0,,2.0,2.0,2.0,,0.0,35.0,33.0,17.0,3.0,6.0,1.0,25.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,
212008114,Изуни,thermaplugg,17.0,1693.0,,,0.0,100.0,0.0,67.0,0.0,,50.0,,0.0,50.0,80.0,0.0,,,,1.0,1.0,2.0,3.0,1.0,,8.0,,1.0,2.0,5.0,1.0,,,,0.0,1.0,0.0,2.0,0.0,,4.0,,0.0,1.0,4.0,0.0,,0.0,50.0,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
192788534,Peklenc,kazzak,38.0,654.0,,,,,0.0,100.0,33.0,,100.0,,100.0,,,,,,,,,1.0,2.0,3.0,,1.0,,2.0,,,,,,,,,0.0,2.0,1.0,,1.0,,2.0,,,,,,0.0,,1.0,,0.0,,,,33.0,3.0,1.0,,,,,,,,,,,,
200315419,Быкенор,gordunni,27.0,1323.0,,,0.0,100.0,100.0,100.0,,,,,0.0,100.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,,1.0,,,0.0,1.0,1.0,1.0,,,,,0.0,1.0,0.0,,0.0,33.0,100.0,3.0,1.0,1.0,1.0,,,,33.0,6.0,2.0,100.0,1.0,1.0,,,,,,,,,
136126653,Дуингс,howling-fjord,16.0,6852.0,,,50.0,64.0,67.0,80.0,50.0,,50.0,100.0,67.0,100.0,50.0,100.0,,,,4.0,11.0,3.0,5.0,6.0,,8.0,1.0,3.0,3.0,2.0,3.0,,,,2.0,7.0,2.0,4.0,3.0,,4.0,1.0,2.0,3.0,1.0,3.0,,78.0,50.0,9.0,12.0,7.0,6.0,0.0,3.0,0.0,,,,,,,100.0,3.0,3.0,,,,,,
103541418,Risa,stormscale,24.0,3271.0,100.0,50.0,43.0,33.0,50.0,67.0,50.0,,50.0,33.0,100.0,0.0,60.0,,50.0,1.0,4.0,7.0,3.0,8.0,3.0,2.0,,4.0,3.0,1.0,1.0,5.0,,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,,2.0,1.0,1.0,0.0,3.0,,1.0,50.0,50.0,4.0,2.0,2.0,1.0,,,,40.0,5.0,2.0,,,,,,,,,,,,
177666996,Хейтзр,gordunni,22.0,4084.0,0.0,100.0,100.0,33.0,67.0,46.0,40.0,,40.0,33.0,60.0,100.0,100.0,,100.0,1.0,1.0,2.0,3.0,3.0,13.0,5.0,,5.0,3.0,5.0,1.0,1.0,,1.0,0.0,1.0,2.0,1.0,2.0,6.0,2.0,,2.0,1.0,3.0,1.0,1.0,,1.0,20.0,50.0,5.0,4.0,1.0,2.0,,,,0.0,3.0,0.0,,,,,,,,,,,,
135697800,Thaennis,defias-brotherhood,44.0,1554.0,,0.0,57.0,100.0,,50.0,0.0,,67.0,,0.0,,,,,,2.0,7.0,1.0,,2.0,2.0,,3.0,,2.0,,,,,,0.0,4.0,1.0,,1.0,0.0,,2.0,,0.0,,,,,50.0,100.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
155146542,Elhdruin,pozzo-delleternità,44.0,8134.0,29.0,50.0,33.0,36.0,50.0,40.0,25.0,0.0,56.0,56.0,60.0,,100.0,,0.0,14.0,2.0,9.0,11.0,4.0,10.0,8.0,1.0,9.0,9.0,10.0,,1.0,,2.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,0.0,5.0,5.0,6.0,,1.0,,0.0,36.0,14.0,11.0,7.0,4.0,1.0,29.0,7.0,2.0,67.0,3.0,2.0,,,,100.0,2.0,2.0,,,,,,
163483160,Ароматтрусов,howling-fjord,13.0,1127.0,,,88.0,,,0.0,50.0,,100.0,,100.0,50.0,67.0,,100.0,,,8.0,,,1.0,2.0,,1.0,,2.0,2.0,3.0,,1.0,,,7.0,,,0.0,1.0,,1.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
166079251,Steks,blades-edge,22.0,20841.0,59.0,62.0,49.0,48.0,33.0,82.0,38.0,,58.0,40.0,100.0,70.0,57.0,14.0,25.0,49.0,93.0,43.0,23.0,15.0,11.0,26.0,,12.0,5.0,3.0,10.0,7.0,7.0,4.0,29.0,58.0,21.0,11.0,5.0,9.0,10.0,,7.0,2.0,3.0,7.0,4.0,1.0,1.0,48.0,60.0,160.0,5.0,77.0,3.0,64.0,61.0,39.0,,,,67.0,3.0,2.0,,,,,,,,,
118609313,Wipepower,ravencrest,26.0,2893.0,,,100.0,17.0,50.0,100.0,100.0,100.0,100.0,,86.0,33.0,75.0,0.0,0.0,,,4.0,6.0,2.0,1.0,1.0,1.0,2.0,,7.0,3.0,4.0,1.0,1.0,,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,6.0,1.0,3.0,0.0,0.0,78.0,33.0,9.0,6.0,7.0,2.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
176195345,Flashpodf,burning-legion,5.0,1134.0,,,0.0,0.0,100.0,100.0,0.0,,0.0,,0.0,50.0,,,,,,1.0,1.0,1.0,3.0,1.0,,1.0,,1.0,2.0,,,,,,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,1.0,,,,0.0,100.0,2.0,2.0,0.0,2.0,,,,67.0,3.0,2.0,,,,,,,,,,,,
174970275,Harada,uldum,31.0,9997.0,,,57.0,67.0,65.0,62.0,69.0,,63.0,48.0,56.0,46.0,33.0,,0.0,,,21.0,3.0,20.0,26.0,16.0,,19.0,21.0,16.0,41.0,27.0,,2.0,,,12.0,2.0,13.0,16.0,11.0,,12.0,10.0,9.0,19.0,9.0,,0.0,0.0,33.0,3.0,6.0,0.0,2.0,,,,,,,40.0,5.0,2.0,100.0,6.0,6.0,,,,,,
175828779,Холисмайл,howling-fjord,3.0,396.0,,,,,100.0,,100.0,,,,,,0.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,0.0,,,100.0,100.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
164481952,Tuktukswyg,ragnaros,33.0,274.0,,,0.0,,,100.0,50.0,0.0,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,1.0,,,1.0,,,0.0,,,1.0,1.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
244619548,Шинатцу,soulflayer,61.0,280.0,,,,,0.0,,0.0,,,,,,0.0,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,100.0,2.0,2.0,,,,,,,,,,,,
83741128,Talaessa,pozzo-delleternità,8.0,9343.0,45.0,22.0,38.0,20.0,,0.0,,,,,,100.0,,,,11.0,9.0,13.0,10.0,,1.0,,,,,,1.0,,,,5.0,2.0,5.0,2.0,,0.0,,,,,,1.0,,,,65.0,100.0,17.0,1.0,11.0,1.0,70.0,10.0,7.0,,,,,,,100.0,11.0,11.0,,,,,,
95531352,Kalera,twisting-nether,19.0,9443.0,58.0,50.0,69.0,17.0,67.0,55.0,50.0,,53.0,38.0,50.0,100.0,100.0,40.0,0.0,31.0,12.0,13.0,6.0,18.0,31.0,30.0,,15.0,21.0,2.0,2.0,1.0,5.0,1.0,18.0,6.0,9.0,1.0,12.0,17.0,15.0,,8.0,8.0,1.0,2.0,1.0,2.0,0.0,58.0,100.0,12.0,2.0,7.0,2.0,50.0,4.0,2.0,,,,,,,,,,,,,,,
142917356,Ariyon,blackmoore,2.0,230.0,,,100.0,,100.0,,50.0,,,,0.0,,50.0,,,,,1.0,,1.0,,2.0,,,,1.0,,2.0,,,,,1.0,,1.0,,1.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
153315115,Vidmar,burning-legion,47.0,10157.0,50.0,100.0,67.0,100.0,68.0,57.0,76.0,,68.0,64.0,67.0,68.0,72.0,,57.0,10.0,2.0,21.0,1.0,25.0,28.0,21.0,,25.0,11.0,18.0,25.0,18.0,,7.0,5.0,2.0,14.0,1.0,17.0,16.0,16.0,,17.0,7.0,12.0,17.0,13.0,,4.0,50.0,0.0,2.0,1.0,1.0,0.0,,,,,,,,,,100.0,1.0,1.0,,,,,,
197550361,Lustucrü,archimonde,64.0,16985.0,64.0,43.0,51.0,45.0,55.0,25.0,29.0,,56.0,60.0,150.0,0.0,,,,96.0,103.0,43.0,11.0,22.0,24.0,24.0,,16.0,5.0,2.0,1.0,,,,61.0,44.0,22.0,5.0,12.0,6.0,7.0,,9.0,3.0,3.0,0.0,,,,25.0,,12.0,,3.0,,31.0,39.0,12.0,,,,,,,,,,,,,,,
167643865,Rumpsteak,blackrock,5.0,463.0,,,,,100.0,0.0,0.0,,50.0,,50.0,86.0,0.0,,0.0,,,,,1.0,1.0,2.0,,2.0,,2.0,7.0,1.0,,1.0,,,,,1.0,0.0,0.0,,1.0,,1.0,6.0,0.0,,0.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,
175169023,Артипал,azuregos,21.0,1122.0,50.0,,,,62.0,100.0,100.0,,50.0,,,,,,,2.0,,,,8.0,3.0,2.0,,2.0,,,,,,,1.0,,,,5.0,3.0,2.0,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
157207976,Lëviathän,kazzak,10.0,2666.0,58.0,80.0,57.0,0.0,33.0,50.0,33.0,,67.0,,0.0,100.0,,,,12.0,5.0,7.0,1.0,6.0,4.0,9.0,,6.0,,2.0,2.0,,,,7.0,4.0,4.0,0.0,2.0,2.0,3.0,,4.0,,0.0,2.0,,,,40.0,75.0,5.0,4.0,2.0,3.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
193091808,Thaladriana,aegwynn,17.0,8033.0,75.0,0.0,44.0,67.0,53.0,48.0,59.0,50.0,80.0,57.0,87.0,53.0,43.0,50.0,36.0,4.0,1.0,9.0,9.0,17.0,27.0,22.0,4.0,15.0,7.0,15.0,15.0,7.0,8.0,14.0,3.0,0.0,4.0,6.0,9.0,13.0,13.0,2.0,12.0,4.0,13.0,8.0,3.0,4.0,5.0,44.0,100.0,9.0,2.0,4.0,2.0,12.0,8.0,1.0,33.0,6.0,2.0,,,,,,,,,,,,
116201153,Nimplacable,dalaran,14.0,834.0,,,50.0,33.0,,0.0,,,100.0,,,0.0,33.0,,0.0,,,2.0,3.0,,1.0,,,1.0,,,2.0,3.0,,1.0,,,1.0,1.0,,0.0,,,1.0,,,0.0,1.0,,0.0,0.0,100.0,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
156999348,Ascèse,culte-de-la-rive-noire,46.0,46028.0,38.0,45.0,56.0,61.0,34.0,53.0,38.0,,38.0,48.0,50.0,100.0,100.0,,,26.0,62.0,66.0,95.0,35.0,85.0,68.0,,69.0,44.0,6.0,1.0,1.0,,,10.0,28.0,37.0,58.0,12.0,45.0,26.0,,26.0,21.0,3.0,1.0,1.0,,,62.0,17.0,125.0,6.0,77.0,1.0,43.0,83.0,36.0,,,,,,,,,,,,,,,
154405274,Landro,antonidas,7.0,130.0,,,,0.0,,,0.0,,,,,,,,0.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
175873776,Форрготэн,howling-fjord,6.0,1741.0,,,25.0,50.0,0.0,50.0,25.0,,71.0,,,67.0,0.0,,33.0,,,4.0,2.0,3.0,2.0,4.0,,7.0,,,3.0,2.0,,6.0,,,1.0,1.0,0.0,1.0,1.0,,5.0,,,2.0,0.0,,2.0,25.0,0.0,4.0,3.0,1.0,0.0,,,,0.0,3.0,0.0,,,,,,,,,,,,
135330361,Racduck,dunemaul,38.0,17769.0,45.0,51.0,49.0,78.0,65.0,52.0,70.0,62.0,48.0,54.0,71.0,50.0,35.0,,80.0,33.0,43.0,37.0,45.0,20.0,40.0,27.0,8.0,29.0,13.0,14.0,12.0,20.0,,15.0,15.0,22.0,18.0,35.0,13.0,21.0,19.0,5.0,14.0,7.0,10.0,6.0,7.0,,12.0,76.0,50.0,42.0,8.0,32.0,4.0,11.0,9.0,1.0,50.0,2.0,1.0,67.0,3.0,2.0,,,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,31.0,18.0,13.0,0.0,24.0,40.0,27.0,,38.0,35.0,67.0,33.0,,,,52.0,22.0,15.0,1.0,51.0,42.0,56.0,,45.0,17.0,12.0,3.0,,,,16.0,4.0,2.0,0.0,12.0,17.0,15.0,,17.0,6.0,8.0,1.0,,,,67.0,,3.0,,2.0,,30.0,20.0,6.0,,,,0.0,1.0,0.0,,,,,,,,,
166283697,Shyonìe,blackmoore,1.0,788.0,,67.0,100.0,12.0,25.0,25.0,,,50.0,0.0,,,,,,,3.0,2.0,8.0,4.0,4.0,,,2.0,2.0,,,,,,,2.0,2.0,1.0,1.0,1.0,,,1.0,0.0,,,,,,0.0,,2.0,,0.0,,50.0,2.0,1.0,,,,,,,,,,,,,,,
91973227,Noraliä,kaelthas,11.0,3767.0,57.0,50.0,75.0,50.0,60.0,,17.0,,,,,,,,,7.0,8.0,4.0,6.0,10.0,,6.0,,,,,,,,,4.0,4.0,3.0,3.0,6.0,,1.0,,,,,,,,,20.0,,10.0,,2.0,,40.0,25.0,10.0,,,,,,,,,,,,,,,
237793364,Дипля,borean-tundra,26.0,1278.0,0.0,100.0,33.0,0.0,100.0,100.0,100.0,,75.0,,100.0,100.0,100.0,,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,,1.0,1.0,1.0,,,100.0,100.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
237422847,Преарий,borean-tundra,71.0,8985.0,60.0,62.0,72.0,100.0,36.0,29.0,68.0,,50.0,39.0,27.0,50.0,57.0,,86.0,10.0,16.0,18.0,13.0,25.0,17.0,22.0,,20.0,18.0,11.0,4.0,7.0,,7.0,6.0,10.0,13.0,13.0,9.0,5.0,15.0,,10.0,7.0,3.0,2.0,4.0,,6.0,29.0,43.0,7.0,7.0,2.0,3.0,64.0,11.0,7.0,80.0,5.0,4.0,,,,100.0,3.0,3.0,,,,,,
96929233,Вентереон,gordunni,2.0,3859.0,100.0,33.0,50.0,43.0,100.0,50.0,100.0,,50.0,,,100.0,,75.0,,6.0,3.0,4.0,7.0,1.0,12.0,5.0,,4.0,,,2.0,,4.0,,6.0,1.0,2.0,3.0,1.0,6.0,5.0,,2.0,,,2.0,,3.0,,100.0,,4.0,,4.0,,57.0,7.0,4.0,,,,,,,,,,,,,,,
197137246,Норлен,soulflayer,49.0,5991.0,,,83.0,50.0,46.0,69.0,44.0,,59.0,,57.0,47.0,78.0,33.0,58.0,,,12.0,2.0,13.0,16.0,16.0,,17.0,,14.0,17.0,9.0,3.0,12.0,,,10.0,1.0,6.0,11.0,7.0,,10.0,,8.0,8.0,7.0,1.0,7.0,40.0,100.0,5.0,3.0,2.0,3.0,,,,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,
164096650,Айкет,gordunni,115.0,8327.0,53.0,40.0,75.0,40.0,79.0,44.0,59.0,,58.0,33.0,71.0,,60.0,,67.0,15.0,15.0,16.0,5.0,19.0,18.0,17.0,,24.0,9.0,7.0,,5.0,,3.0,8.0,6.0,12.0,2.0,15.0,8.0,10.0,,14.0,3.0,5.0,,3.0,,2.0,50.0,50.0,4.0,2.0,2.0,1.0,33.0,9.0,3.0,,,,,,,,,,,,,,,
154395030,Tayluh,silvermoon,10.0,456.0,,,67.0,,,0.0,100.0,,,,,,,,100.0,,,3.0,,,1.0,1.0,,,,,,,,1.0,,,2.0,,,0.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
195516303,Flashstep,outland,13.0,2743.0,,,100.0,67.0,100.0,80.0,100.0,,60.0,,100.0,79.0,33.0,,88.0,,,2.0,3.0,4.0,5.0,4.0,,5.0,,1.0,14.0,3.0,,8.0,,,2.0,2.0,4.0,4.0,4.0,,3.0,,1.0,11.0,1.0,,7.0,50.0,50.0,2.0,2.0,1.0,1.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
140116630,Talang,tarren-mill,26.0,1727.0,,,100.0,,100.0,60.0,100.0,,100.0,,67.0,100.0,60.0,,75.0,,,2.0,,1.0,5.0,4.0,,4.0,,3.0,6.0,5.0,,4.0,,,2.0,,1.0,3.0,4.0,,4.0,,2.0,6.0,3.0,,3.0,50.0,,2.0,,1.0,,,,,100.0,2.0,2.0,,,,,,,,,,,,
175698226,Kyndmryn,nemesis,13.0,4730.0,,,75.0,,50.0,62.0,50.0,0.0,60.0,50.0,67.0,67.0,86.0,25.0,56.0,,,8.0,,6.0,8.0,4.0,1.0,5.0,4.0,3.0,12.0,7.0,8.0,9.0,,,6.0,,3.0,5.0,2.0,0.0,3.0,2.0,2.0,8.0,6.0,2.0,5.0,100.0,,3.0,,3.0,,,,,,,,67.0,3.0,2.0,,,,,,,,,
174953493,Holdies,silvermoon,26.0,1107.0,,,100.0,,20.0,100.0,,100.0,67.0,,,100.0,100.0,0.0,,,,1.0,,5.0,1.0,,1.0,3.0,,,2.0,2.0,10.0,,,,1.0,,1.0,1.0,,1.0,2.0,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
147544743,Lusimusi,rajaxx,48.0,20033.0,33.0,100.0,66.0,68.0,39.0,58.0,59.0,56.0,58.0,12.0,63.0,54.0,38.0,71.0,60.0,3.0,1.0,29.0,28.0,28.0,24.0,32.0,9.0,43.0,8.0,30.0,24.0,26.0,7.0,30.0,1.0,1.0,19.0,19.0,11.0,14.0,19.0,5.0,25.0,1.0,19.0,13.0,10.0,5.0,18.0,52.0,45.0,29.0,22.0,15.0,10.0,0.0,2.0,0.0,56.0,9.0,5.0,100.0,2.0,2.0,,,,,,,50.0,2.0,1.0
165305474,Мэллфорс,soulflayer,196.0,30158.0,52.0,68.0,84.0,33.0,78.0,62.0,71.0,,60.0,68.0,,,,100.0,,46.0,47.0,31.0,12.0,41.0,40.0,51.0,,55.0,34.0,,,,7.0,,24.0,32.0,26.0,4.0,32.0,25.0,36.0,,33.0,23.0,,,,7.0,,11.0,,9.0,,1.0,,82.0,33.0,27.0,,,,,,,,,,,,,,,
118111038,Chaosstar,ravencrest,19.0,326.0,,,,,0.0,,,,,,100.0,100.0,100.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,0.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
165962447,Àcci,blackrock,15.0,2091.0,,,75.0,100.0,60.0,100.0,67.0,,100.0,,75.0,0.0,100.0,,67.0,,,4.0,1.0,5.0,1.0,3.0,,3.0,,4.0,1.0,1.0,,3.0,,,3.0,1.0,3.0,1.0,2.0,,3.0,,3.0,0.0,1.0,,2.0,25.0,50.0,4.0,4.0,1.0,2.0,,,,50.0,4.0,2.0,,,,,,,,,,,,
112822523,Hyros,khazgoroth,28.0,4836.0,44.0,73.0,38.0,67.0,47.0,50.0,47.0,,53.0,60.0,0.0,0.0,,,,16.0,11.0,13.0,6.0,19.0,18.0,19.0,,15.0,10.0,1.0,1.0,,,,7.0,8.0,5.0,4.0,9.0,9.0,9.0,,8.0,6.0,0.0,0.0,,,,0.0,,1.0,,0.0,,50.0,12.0,6.0,,,,,,,,,,,,,,,
176650526,Nerfzuil,bladefist,25.0,323.0,,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
246997567,Малхарион,soulflayer,10.0,38521.0,61.0,59.0,64.0,58.0,61.0,65.0,50.0,,50.0,,0.0,0.0,100.0,,,163.0,204.0,163.0,65.0,101.0,46.0,100.0,,56.0,,3.0,1.0,1.0,,,99.0,120.0,104.0,38.0,62.0,30.0,50.0,,28.0,,0.0,0.0,1.0,,,56.0,,122.0,,68.0,,60.0,148.0,89.0,0.0,2.0,0.0,,,,,,,,,,,,
