character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Rated Eye of the Storm win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Rated Eye of the Storm played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Rated Eye of the Storm won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
170267257,Neb,shattered-hand,19.0,5048.0,83.0,52.0,45.0,67.0,33.0,60.0,74.0,59.0,57.0,63.0,69.0,6.0,27.0,22.0,12.0,3.0,15.0,23.0,27.0,21.0,19.0,16.0,5.0,14.0,10.0,8.0,1.0,9.0,17.0,16.0,12.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101228281,Reava,alleria,76.0,11264.0,58.0,40.0,80.0,62.0,68.0,70.0,65.0,76.0,52.0,53.0,62.0,31.0,10.0,15.0,26.0,19.0,20.0,34.0,33.0,27.0,32.0,8.0,18.0,4.0,12.0,16.0,13.0,14.0,22.0,25.0,14.0,17.0,5.0,75.0,33.0,39.0,43.0,20.0,60.0,100.0,50.0,4.0,3.0,18.0,21.0,10.0,5.0,2.0,6.0,3.0,1.0,7.0,9.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,
175381022,Falkèn,shattered-hand,20.0,7651.0,52.0,50.0,35.0,35.0,33.0,64.0,67.0,52.0,43.0,58.0,50.0,33.0,28.0,37.0,17.0,12.0,25.0,18.0,25.0,21.0,19.0,2.0,17.0,14.0,13.0,6.0,4.0,16.0,12.0,13.0,9.0,11.0,1.0,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
197580854,Ørjän,silvermoon,12.0,3584.0,100.0,,,33.0,,50.0,67.0,50.0,75.0,67.0,,1.0,,,3.0,,4.0,15.0,4.0,4.0,12.0,,1.0,,,1.0,,2.0,10.0,2.0,3.0,8.0,,100.0,100.0,36.0,55.0,75.0,75.0,,54.0,2.0,1.0,11.0,11.0,8.0,4.0,,13.0,2.0,1.0,4.0,6.0,6.0,3.0,,7.0,,,,,,,,,,,,
164027090,Larachël,sanguino,18.0,3204.0,67.0,,,50.0,,29.0,83.0,33.0,75.0,70.0,,3.0,,,4.0,,7.0,6.0,6.0,4.0,10.0,,2.0,,,2.0,,2.0,5.0,2.0,3.0,7.0,,40.0,80.0,62.0,50.0,60.0,67.0,,33.0,5.0,5.0,8.0,6.0,10.0,3.0,,6.0,2.0,4.0,5.0,3.0,6.0,2.0,,2.0,,,,,,,,,,,,
98504501,Darkjukka,bloodfeather,131.0,42333.0,59.0,67.0,66.0,58.0,68.0,66.0,71.0,52.0,82.0,78.0,73.0,118.0,109.0,88.0,74.0,60.0,47.0,41.0,21.0,44.0,32.0,22.0,70.0,73.0,58.0,43.0,41.0,31.0,29.0,11.0,36.0,25.0,16.0,2250.0,,67.0,80.0,80.0,67.0,100.0,62.0,2.0,,12.0,10.0,5.0,6.0,1.0,8.0,45.0,,8.0,8.0,4.0,4.0,1.0,5.0,,,,,,,,,,,,
136676508,Tonínoo,dun-modr,22.0,6186.0,67.0,75.0,50.0,56.0,0.0,33.0,54.0,57.0,33.0,50.0,67.0,3.0,8.0,8.0,9.0,2.0,3.0,13.0,23.0,12.0,20.0,3.0,2.0,6.0,4.0,5.0,0.0,1.0,7.0,13.0,4.0,10.0,2.0,50.0,100.0,67.0,53.0,40.0,,,70.0,2.0,2.0,12.0,15.0,15.0,,,10.0,1.0,2.0,8.0,8.0,6.0,,,7.0,,,,,,,,,,,,
145130374,Palla,executus,18.0,2857.0,60.0,0.0,,33.0,,0.0,33.0,100.0,100.0,50.0,80.0,5.0,1.0,,3.0,,1.0,3.0,1.0,3.0,2.0,5.0,3.0,0.0,,1.0,,0.0,1.0,1.0,3.0,1.0,4.0,,,67.0,75.0,50.0,71.0,100.0,,,,9.0,4.0,4.0,7.0,5.0,,,,6.0,3.0,2.0,5.0,5.0,,0.0,1.0,0.0,,,,,,,,,
196563389,Narapasla,hyjal,15.0,4122.0,100.0,,,71.0,,50.0,38.0,75.0,55.0,88.0,0.0,4.0,,,7.0,,2.0,8.0,8.0,11.0,8.0,2.0,4.0,,,5.0,,1.0,3.0,6.0,6.0,7.0,0.0,,0.0,44.0,42.0,50.0,50.0,,25.0,,1.0,9.0,12.0,6.0,4.0,,8.0,,0.0,4.0,5.0,3.0,2.0,,2.0,17.0,6.0,1.0,100.0,1.0,1.0,,,,,,
176453733,Bléachy,twisting-nether,29.0,48633.0,52.0,64.0,65.0,59.0,64.0,60.0,66.0,46.0,57.0,62.0,56.0,80.0,150.0,181.0,93.0,88.0,47.0,149.0,56.0,118.0,42.0,9.0,42.0,96.0,118.0,55.0,56.0,28.0,98.0,26.0,67.0,26.0,5.0,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
129084758,Choba,bloodfeather,99.0,46995.0,55.0,61.0,58.0,53.0,66.0,49.0,71.0,70.0,65.0,53.0,63.0,251.0,262.0,185.0,117.0,76.0,39.0,75.0,46.0,68.0,49.0,35.0,138.0,160.0,108.0,62.0,50.0,19.0,53.0,32.0,44.0,26.0,22.0,,,64.0,,,,100.0,,,,14.0,,,,13.0,,,,9.0,,,,13.0,,,,,,,,,,,,,
96296791,Palarash,ragnaros,9.0,4934.0,45.0,30.0,36.0,67.0,50.0,0.0,50.0,50.0,,100.0,,11.0,20.0,11.0,6.0,12.0,1.0,2.0,4.0,,1.0,,5.0,6.0,4.0,4.0,6.0,0.0,1.0,2.0,,1.0,,,50.0,,50.0,100.0,100.0,,67.0,,2.0,,4.0,4.0,1.0,,3.0,,1.0,,2.0,4.0,1.0,,2.0,,,,,,,,,,,,
141114720,Sacrydia,the-maelstrom,125.0,31041.0,60.0,68.0,59.0,55.0,57.0,55.0,53.0,62.0,56.0,45.0,70.0,70.0,97.0,94.0,80.0,63.0,64.0,51.0,37.0,50.0,42.0,23.0,42.0,66.0,55.0,44.0,36.0,35.0,27.0,23.0,28.0,19.0,16.0,,80.0,29.0,40.0,38.0,55.0,100.0,50.0,,5.0,7.0,10.0,8.0,11.0,4.0,2.0,,4.0,2.0,4.0,3.0,6.0,4.0,1.0,100.0,1.0,1.0,,,,,,,,,
171490413,Celene,cthun,76.0,23731.0,35.0,48.0,39.0,48.0,51.0,45.0,55.0,31.0,69.0,53.0,100.0,51.0,110.0,62.0,66.0,91.0,44.0,11.0,13.0,13.0,15.0,3.0,18.0,53.0,24.0,32.0,46.0,20.0,6.0,4.0,9.0,8.0,3.0,,100.0,40.0,50.0,60.0,100.0,,100.0,,1.0,5.0,2.0,5.0,1.0,,1.0,,1.0,2.0,1.0,3.0,1.0,,1.0,100.0,1.0,1.0,,,,,,,,,
172361913,Максфрай,howling-fjord,24.0,678.0,100.0,,,,,,,,,100.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,0.0,0.0,,,,,100.0,,1.0,1.0,,,,,1.0,,0.0,0.0,,,,,1.0,,,,100.0,1.0,1.0,,,,,,
159032241,Shâdi,antonidas,6.0,317.0,,,,0.0,,,33.0,,,,,,,,1.0,,,3.0,,,,,,,,0.0,,,1.0,,,,,,,0.0,50.0,0.0,,,,,,2.0,2.0,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
176006814,Mulder,korgall,4.0,173.0,,,,100.0,,,,,,100.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,100.0,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,
175495365,Фрига,galakrond,14.0,4640.0,38.0,,,31.0,,64.0,20.0,50.0,78.0,50.0,,8.0,,,16.0,,11.0,5.0,6.0,9.0,6.0,,3.0,,,5.0,,7.0,1.0,3.0,7.0,3.0,,,33.0,0.0,50.0,43.0,33.0,,60.0,,3.0,5.0,16.0,7.0,6.0,,5.0,,1.0,0.0,8.0,3.0,2.0,,3.0,,,,,,,,,,,,
44926816,Peragorn,arthas,12.0,27269.0,64.0,59.0,56.0,45.0,44.0,62.0,49.0,55.0,49.0,45.0,60.0,67.0,106.0,116.0,42.0,45.0,16.0,90.0,121.0,93.0,114.0,43.0,43.0,63.0,65.0,19.0,20.0,10.0,44.0,67.0,46.0,51.0,26.0,,,50.0,,,50.0,,,,,4.0,,,2.0,,,,,2.0,,,1.0,,,,,,0.0,2.0,0.0,,,,,,
159702328,Elrioland,bloodfeather,13.0,827.0,100.0,,,,,25.0,100.0,100.0,,0.0,,3.0,,,,,4.0,1.0,1.0,,1.0,,3.0,,,,,1.0,1.0,1.0,,0.0,,,100.0,100.0,100.0,100.0,50.0,,,,2.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
151351266,Clayre,kazzak,28.0,1447.0,0.0,33.0,0.0,100.0,,0.0,0.0,100.0,,100.0,,1.0,3.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,1.0,,,50.0,100.0,100.0,67.0,50.0,,100.0,,2.0,2.0,2.0,3.0,2.0,,1.0,,1.0,2.0,2.0,2.0,1.0,,1.0,,,,75.0,4.0,3.0,,,,,,
154192014,Pinkye,stormscale,15.0,2010.0,33.0,,,,,57.0,50.0,50.0,50.0,0.0,,3.0,,,,,7.0,2.0,2.0,2.0,3.0,,1.0,,,,,4.0,1.0,1.0,1.0,0.0,,0.0,57.0,100.0,50.0,33.0,67.0,,50.0,1.0,7.0,1.0,2.0,6.0,3.0,,2.0,0.0,4.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,
195659143,Hailboï,archimonde,9.0,3206.0,50.0,,,50.0,,31.0,43.0,50.0,33.0,75.0,,2.0,,,2.0,,13.0,7.0,2.0,6.0,4.0,,1.0,,,1.0,,4.0,3.0,1.0,2.0,3.0,,,25.0,67.0,33.0,50.0,40.0,,0.0,,8.0,3.0,3.0,2.0,10.0,,1.0,,2.0,2.0,1.0,1.0,4.0,,0.0,,,,,,,,,,,,
143450883,Alphane,twisting-nether,7.0,344.0,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
158300438,Lightforge,bloodfeather,6.0,636.0,,,,100.0,,,0.0,50.0,75.0,100.0,,,,,1.0,,,3.0,2.0,4.0,1.0,,,,,1.0,,,0.0,1.0,3.0,1.0,,,,0.0,,50.0,,,50.0,,,1.0,,2.0,,,2.0,,,0.0,,1.0,,,1.0,,,,,,,,,,,,
166079251,Steks,blades-edge,22.0,20841.0,48.0,59.0,62.0,49.0,64.0,48.0,33.0,82.0,38.0,58.0,40.0,160.0,49.0,93.0,43.0,61.0,23.0,15.0,11.0,26.0,12.0,5.0,77.0,29.0,58.0,21.0,39.0,11.0,5.0,9.0,10.0,7.0,2.0,,,100.0,70.0,57.0,60.0,,25.0,,,3.0,10.0,7.0,5.0,,4.0,,,3.0,7.0,4.0,3.0,,1.0,67.0,3.0,2.0,14.0,7.0,1.0,,,,,,
174634690,Blaeda,darkspear,28.0,6825.0,62.0,50.0,36.0,24.0,22.0,60.0,36.0,33.0,42.0,57.0,33.0,32.0,20.0,25.0,17.0,18.0,10.0,11.0,6.0,12.0,7.0,3.0,20.0,10.0,9.0,4.0,4.0,6.0,4.0,2.0,5.0,4.0,1.0,,,100.0,,100.0,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
107953820,Simsies,ravencrest,4.0,944.0,50.0,100.0,100.0,,,0.0,67.0,,100.0,0.0,100.0,8.0,2.0,3.0,,,4.0,3.0,,1.0,2.0,1.0,4.0,2.0,3.0,,,0.0,2.0,,1.0,0.0,1.0,,0.0,100.0,,,,,,,2.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
123922540,Culkin,antonidas,23.0,158.0,,,,,,,,100.0,100.0,0.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,2.0,1.0,0.0,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
174641375,Yuriy,terokkar,20.0,7235.0,57.0,100.0,,60.0,,67.0,73.0,44.0,31.0,92.0,33.0,7.0,1.0,,10.0,,12.0,15.0,18.0,13.0,13.0,3.0,4.0,1.0,,6.0,,8.0,11.0,8.0,4.0,12.0,1.0,,33.0,54.0,50.0,69.0,25.0,,67.0,,3.0,13.0,8.0,13.0,8.0,,9.0,,1.0,7.0,4.0,9.0,2.0,,6.0,,,,,,,,,,,,
155945324,Norm,ravencrest,14.0,1653.0,,,,60.0,,0.0,75.0,67.0,100.0,75.0,,,,,5.0,,1.0,4.0,3.0,1.0,4.0,,,,,3.0,,0.0,3.0,2.0,1.0,3.0,,,50.0,50.0,100.0,100.0,100.0,,67.0,,2.0,2.0,1.0,2.0,2.0,,3.0,,1.0,1.0,1.0,2.0,2.0,,2.0,0.0,2.0,0.0,,,,,,,,,
88359394,Verx,sanguino,14.0,24652.0,52.0,53.0,63.0,54.0,58.0,40.0,62.0,0.0,,50.0,,42.0,88.0,93.0,59.0,60.0,35.0,8.0,1.0,,2.0,,22.0,47.0,59.0,32.0,35.0,14.0,5.0,0.0,,1.0,,,0.0,,0.0,,67.0,,,,1.0,,2.0,,3.0,,,,0.0,,0.0,,2.0,,,,,,50.0,6.0,3.0,,,,,,
98335049,Ihimenainen,bloodfeather,7.0,4002.0,20.0,75.0,43.0,44.0,0.0,88.0,38.0,55.0,62.0,78.0,10.0,5.0,4.0,7.0,9.0,2.0,16.0,8.0,11.0,8.0,9.0,10.0,1.0,3.0,3.0,4.0,0.0,14.0,3.0,6.0,5.0,7.0,1.0,,0.0,50.0,100.0,100.0,100.0,,33.0,,1.0,2.0,3.0,1.0,1.0,,3.0,,0.0,1.0,3.0,1.0,1.0,,1.0,100.0,1.0,1.0,,,,,,,,,
104217368,Preserved,shattered-hand,30.0,12464.0,58.0,72.0,67.0,69.0,70.0,44.0,100.0,83.0,83.0,12.0,0.0,12.0,40.0,39.0,35.0,30.0,9.0,5.0,6.0,12.0,8.0,2.0,7.0,29.0,26.0,24.0,21.0,4.0,5.0,5.0,10.0,1.0,0.0,,,100.0,100.0,100.0,,,,,,1.0,1.0,5.0,,,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,
157154012,Фэломэнор,soulflayer,39.0,2036.0,50.0,33.0,0.0,,100.0,50.0,,67.0,30.0,50.0,33.0,4.0,3.0,3.0,,1.0,4.0,,3.0,10.0,4.0,3.0,2.0,1.0,0.0,,1.0,2.0,,2.0,3.0,2.0,1.0,,67.0,75.0,40.0,,100.0,,0.0,,6.0,4.0,5.0,,2.0,,1.0,,4.0,3.0,2.0,,2.0,,0.0,100.0,1.0,1.0,,,,,,,,,
173318997,Rilario,darkspear,26.0,295.0,,,,67.0,,,100.0,0.0,,0.0,,,,,6.0,,,1.0,1.0,,1.0,,,,,4.0,,,1.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,,,1.0,,1.0,,,1.0,,,0.0,,0.0,,,0.0,,,,100.0,1.0,1.0,,,,,,
167884326,Kongozuna,tarren-mill,95.0,25523.0,62.0,56.0,61.0,64.0,71.0,43.0,75.0,53.0,48.0,77.0,56.0,8.0,55.0,36.0,70.0,7.0,7.0,24.0,17.0,25.0,35.0,18.0,5.0,31.0,22.0,45.0,5.0,3.0,18.0,9.0,12.0,27.0,10.0,,,75.0,100.0,33.0,50.0,100.0,50.0,,,12.0,2.0,6.0,2.0,37.0,2.0,,,9.0,2.0,2.0,1.0,37.0,1.0,,,,100.0,1.0,1.0,,,,,,
102761668,Celedith,blackhand,15.0,949.0,100.0,100.0,,100.0,100.0,,67.0,33.0,100.0,33.0,100.0,1.0,4.0,,1.0,2.0,,3.0,3.0,2.0,3.0,3.0,1.0,4.0,,1.0,2.0,,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108809209,Trynias,eredar,28.0,3040.0,100.0,100.0,50.0,33.0,,57.0,100.0,67.0,60.0,100.0,86.0,2.0,4.0,2.0,3.0,,7.0,1.0,3.0,5.0,5.0,7.0,2.0,4.0,1.0,1.0,,4.0,1.0,2.0,3.0,5.0,6.0,,,45.0,0.0,25.0,33.0,100.0,0.0,,,11.0,1.0,4.0,3.0,1.0,1.0,,,5.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,
161267279,Hitlander,exodar,11.0,2638.0,0.0,,,80.0,,100.0,64.0,40.0,100.0,75.0,,1.0,,,5.0,,1.0,11.0,5.0,3.0,4.0,,0.0,,,4.0,,1.0,7.0,2.0,3.0,3.0,,,,86.0,57.0,75.0,100.0,,60.0,,,7.0,7.0,4.0,1.0,,5.0,,,6.0,4.0,3.0,1.0,,3.0,100.0,5.0,5.0,,,,,,,,,
147544743,Lusimusi,rajaxx,48.0,20033.0,52.0,33.0,100.0,66.0,0.0,68.0,39.0,58.0,59.0,58.0,12.0,29.0,3.0,1.0,29.0,2.0,28.0,28.0,24.0,32.0,43.0,8.0,15.0,1.0,1.0,19.0,0.0,19.0,11.0,14.0,19.0,25.0,1.0,56.0,56.0,63.0,54.0,38.0,45.0,,60.0,9.0,9.0,30.0,24.0,26.0,22.0,,30.0,5.0,5.0,19.0,13.0,10.0,10.0,,18.0,100.0,2.0,2.0,71.0,7.0,5.0,50.0,2.0,1.0,,,
122644938,Onanoija,korgall,77.0,40274.0,58.0,68.0,70.0,64.0,66.0,68.0,72.0,62.0,61.0,65.0,67.0,77.0,142.0,123.0,101.0,94.0,50.0,50.0,26.0,33.0,66.0,9.0,45.0,97.0,86.0,65.0,62.0,34.0,36.0,16.0,20.0,43.0,6.0,3200.0,71.0,67.0,29.0,50.0,83.0,,100.0,2.0,7.0,6.0,7.0,6.0,6.0,,2.0,64.0,5.0,4.0,2.0,3.0,5.0,,2.0,,,,,,,,,,,,
128719965,Mjölnîr,draenor,18.0,2999.0,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,89.0,19.0,17.0,,,,,,
184164572,Confesser,silvermoon,51.0,7586.0,43.0,55.0,25.0,53.0,,67.0,50.0,65.0,83.0,60.0,0.0,7.0,11.0,4.0,19.0,,6.0,18.0,20.0,12.0,20.0,1.0,3.0,6.0,1.0,10.0,,4.0,9.0,13.0,10.0,12.0,0.0,,,63.0,25.0,47.0,33.0,,50.0,,,19.0,12.0,17.0,3.0,,12.0,,,12.0,3.0,8.0,1.0,,6.0,,,,,,,,,,,,
159091234,Missunnsam,kazzak,37.0,2462.0,100.0,100.0,0.0,17.0,50.0,25.0,50.0,0.0,100.0,20.0,0.0,3.0,1.0,3.0,6.0,4.0,4.0,6.0,7.0,2.0,5.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,,50.0,0.0,25.0,100.0,100.0,,100.0,,2.0,1.0,4.0,1.0,1.0,,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
105235759,Атсассинка,howling-fjord,44.0,9359.0,42.0,100.0,100.0,29.0,,46.0,33.0,0.0,25.0,60.0,,12.0,1.0,1.0,7.0,,24.0,3.0,2.0,4.0,10.0,,5.0,1.0,1.0,2.0,,11.0,1.0,0.0,1.0,6.0,,,56.0,25.0,33.0,33.0,33.0,,0.0,,18.0,4.0,3.0,3.0,15.0,,5.0,,10.0,1.0,1.0,1.0,5.0,,0.0,,,,,,,,,,,,
153175188,Sundstroom,shattered-hand,71.0,5729.0,33.0,78.0,60.0,33.0,33.0,60.0,55.0,57.0,52.0,54.0,100.0,6.0,9.0,5.0,9.0,3.0,5.0,22.0,14.0,23.0,26.0,3.0,2.0,7.0,3.0,3.0,1.0,3.0,12.0,8.0,12.0,14.0,3.0,,100.0,87.0,50.0,33.0,0.0,100.0,36.0,,1.0,15.0,10.0,12.0,3.0,1.0,14.0,,1.0,13.0,5.0,4.0,0.0,1.0,5.0,,,,,,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,67.0,31.0,18.0,13.0,30.0,0.0,24.0,40.0,27.0,38.0,35.0,3.0,52.0,22.0,15.0,20.0,1.0,51.0,42.0,56.0,45.0,17.0,2.0,16.0,4.0,2.0,6.0,0.0,12.0,17.0,15.0,17.0,6.0,,,67.0,33.0,,,,,,,12.0,3.0,,,,,,,8.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,
186022545,Destroyyz,hyjal,20.0,1644.0,67.0,50.0,50.0,100.0,,0.0,50.0,50.0,0.0,20.0,,3.0,2.0,2.0,1.0,,3.0,6.0,2.0,2.0,5.0,,2.0,1.0,1.0,1.0,,0.0,3.0,1.0,0.0,1.0,,,,33.0,,,100.0,,50.0,,,6.0,,,1.0,,2.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,
166734171,Zelaeya,blackmoore,14.0,32.0,,,,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141075499,Eorn,khaz-modan,18.0,1911.0,0.0,0.0,0.0,100.0,,,33.0,56.0,60.0,100.0,38.0,1.0,1.0,1.0,4.0,,,6.0,9.0,5.0,1.0,8.0,0.0,0.0,0.0,4.0,,,2.0,5.0,3.0,1.0,3.0,,,67.0,0.0,25.0,,,50.0,,,3.0,2.0,4.0,,,2.0,,,2.0,0.0,1.0,,,1.0,0.0,1.0,0.0,,,,,,,,,
169862478,Palexander,tarren-mill,10.0,1152.0,50.0,,,100.0,,,0.0,67.0,,0.0,,2.0,,,2.0,,,2.0,3.0,,1.0,,1.0,,,2.0,,,0.0,2.0,,0.0,,,67.0,67.0,0.0,,67.0,,100.0,,3.0,3.0,1.0,,3.0,,1.0,,2.0,2.0,0.0,,2.0,,1.0,,,,,,,,,,,,
174638586,Eylwen,darkspear,32.0,25461.0,65.0,47.0,58.0,68.0,44.0,68.0,52.0,31.0,58.0,63.0,40.0,88.0,115.0,124.0,71.0,50.0,60.0,88.0,16.0,93.0,19.0,5.0,57.0,54.0,72.0,48.0,22.0,41.0,46.0,5.0,54.0,12.0,2.0,,,,50.0,100.0,,,,,,,4.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,
128177353,Holijust,kazzak,7.0,9620.0,49.0,27.0,38.0,33.0,11.0,55.0,12.0,33.0,0.0,83.0,,70.0,55.0,29.0,48.0,9.0,11.0,8.0,3.0,6.0,6.0,,34.0,15.0,11.0,16.0,1.0,6.0,1.0,1.0,0.0,5.0,,,,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,
191495339,Leordo,silvermoon,27.0,3175.0,50.0,42.0,0.0,100.0,,100.0,100.0,100.0,,80.0,0.0,4.0,12.0,1.0,1.0,,4.0,2.0,8.0,,5.0,2.0,2.0,5.0,0.0,1.0,,4.0,2.0,8.0,,4.0,0.0,,100.0,50.0,43.0,50.0,0.0,,50.0,,1.0,4.0,7.0,2.0,3.0,,2.0,,1.0,2.0,3.0,1.0,0.0,,1.0,,,,,,,,,,,,
174641602,Holybloke,darkspear,76.0,25647.0,41.0,46.0,47.0,50.0,37.0,64.0,45.0,68.0,30.0,88.0,45.0,68.0,108.0,98.0,56.0,54.0,53.0,49.0,19.0,66.0,16.0,11.0,28.0,50.0,46.0,28.0,20.0,34.0,22.0,13.0,20.0,14.0,5.0,,,67.0,0.0,,25.0,,,,,3.0,1.0,,4.0,,,,,2.0,0.0,,1.0,,,,,,,,,,,,,,
134684097,Ramrot,kazzak,37.0,2913.0,75.0,33.0,0.0,67.0,,0.0,100.0,50.0,100.0,100.0,,4.0,3.0,1.0,3.0,,3.0,1.0,2.0,2.0,3.0,,3.0,1.0,0.0,2.0,,0.0,1.0,1.0,2.0,3.0,,,100.0,100.0,,0.0,,,,,1.0,2.0,,1.0,,,,,1.0,2.0,,0.0,,,,,,,,,,,,,,,
162834790,Taurageddon,draenor,10.0,1742.0,40.0,,,100.0,,33.0,25.0,20.0,40.0,50.0,,5.0,,,1.0,,6.0,8.0,5.0,5.0,4.0,,2.0,,,1.0,,2.0,2.0,1.0,2.0,2.0,,50.0,100.0,100.0,0.0,71.0,0.0,,83.0,2.0,3.0,2.0,2.0,7.0,2.0,,6.0,1.0,3.0,2.0,0.0,5.0,0.0,,5.0,,,,,,,,,,,,
120178573,Propalli,draenor,7.0,9142.0,57.0,56.0,57.0,57.0,54.0,31.0,67.0,100.0,50.0,100.0,100.0,42.0,34.0,30.0,46.0,26.0,13.0,9.0,1.0,12.0,1.0,1.0,24.0,19.0,17.0,26.0,14.0,4.0,6.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97772544,Tezt,bloodfeather,36.0,18977.0,62.0,80.0,58.0,58.0,60.0,17.0,60.0,67.0,50.0,50.0,50.0,16.0,86.0,73.0,26.0,10.0,6.0,5.0,3.0,2.0,6.0,2.0,10.0,69.0,42.0,15.0,6.0,1.0,3.0,2.0,1.0,3.0,1.0,,,100.0,,0.0,,,100.0,,,1.0,,1.0,,,1.0,,,1.0,,0.0,,,1.0,,,,,,,,,,,,
156387163,Трэнсквил,ashenvale,8.0,154.0,100.0,,,,0.0,,,,,0.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,,0.0,,,,,0.0,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
176623417,Jessicao,twisting-nether,15.0,12512.0,41.0,57.0,62.0,82.0,53.0,33.0,,100.0,,0.0,,74.0,51.0,53.0,39.0,15.0,12.0,,1.0,,1.0,,30.0,29.0,33.0,32.0,8.0,4.0,,1.0,,0.0,,,50.0,,100.0,,,,100.0,,2.0,,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,
153391451,Silversmile,malganis,16.0,202.0,,0.0,,50.0,,,,,0.0,,,,1.0,,2.0,,,,,1.0,,,,0.0,,1.0,,,,,0.0,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,100.0,1.0,1.0,,,,,,
