character.id,character.name,character.realm.slug,honor_level,honorable_kills,Eye of the Storm win_rate,Isle of Conquest win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Deepwind Gorge win_rate,Eye of the Storm played,Isle of Conquest played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Deepwind Gorge played,Eye of the Storm won,Isle of Conquest won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,Deepwind Gorge (Legacy) win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,Deepwind Gorge (Legacy) played,Battle for Wintergrasp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,Deepwind Gorge (Legacy) won,Battle for Wintergrasp won,Arathi Basin Winter win_rate,Arathi Basin win_rate,Arathi Basin Winter played,Arathi Basin played,Arathi Basin Winter won,Arathi Basin won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
191746469,Blahblahdin,kazzak,22.0,538.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18820223,Лайтмен,azuregos,8.0,9405.0,100.0,0.0,50.0,,50.0,,,,,1.0,1.0,8.0,,6.0,,,,,1.0,0.0,4.0,,3.0,,,,,83.0,40.0,77.0,0.0,80.0,75.0,100.0,0.0,6.0,20.0,13.0,3.0,5.0,4.0,2.0,1.0,5.0,8.0,10.0,0.0,4.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,
175169023,Артипал,azuregos,21.0,1122.0,,,100.0,,50.0,,,,,,,2.0,,2.0,,,,,,,2.0,,1.0,,,,,,50.0,,0.0,62.0,100.0,,,,2.0,,1.0,8.0,3.0,,,,1.0,,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,
247894298,Каэрвиль,azuregos,11.0,194.0,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186395929,Бэдгар,azuregos,8.0,919.0,67.0,100.0,,,,,0.0,,,3.0,1.0,,,,,1.0,,,2.0,1.0,,,,,0.0,,,50.0,,,,50.0,50.0,,25.0,2.0,,,,2.0,2.0,,4.0,1.0,,,,1.0,1.0,,1.0,20.0,0.0,5.0,1.0,1.0,0.0,,,,,,,,,,,,
244614725,Бодрыйклоп,gordunni,7.0,688.0,0.0,100.0,100.0,,100.0,,100.0,0.0,,1.0,2.0,3.0,,2.0,,1.0,1.0,,0.0,2.0,3.0,,2.0,,1.0,0.0,,,,,,100.0,100.0,,0.0,,,,,2.0,1.0,,1.0,,,,,2.0,1.0,,0.0,,100.0,,1.0,,1.0,,,,,,,,,,,,
149922389,Verdikt,alleria,13.0,3767.0,100.0,100.0,67.0,,43.0,,0.0,57.0,100.0,9.0,4.0,3.0,,14.0,,4.0,7.0,2.0,9.0,4.0,2.0,,6.0,,0.0,4.0,2.0,60.0,50.0,20.0,0.0,31.0,40.0,67.0,80.0,5.0,8.0,5.0,1.0,13.0,5.0,3.0,5.0,3.0,4.0,1.0,0.0,4.0,2.0,2.0,4.0,,,,,,,100.0,4.0,4.0,,,,,,,,,
137831375,Hashcat,defias-brotherhood,26.0,6099.0,58.0,,50.0,0.0,59.0,100.0,44.0,65.0,75.0,19.0,,10.0,1.0,17.0,1.0,16.0,17.0,20.0,11.0,,5.0,0.0,10.0,1.0,7.0,11.0,15.0,60.0,,,,40.0,53.0,,50.0,5.0,,,,10.0,15.0,,4.0,3.0,,,,4.0,8.0,,2.0,,57.0,,23.0,,13.0,100.0,3.0,3.0,40.0,5.0,2.0,,,,,,
174891056,Нэйтеро,fordragon,14.0,194.0,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,100.0,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
196139612,Греночка,azuregos,13.0,1702.0,,67.0,75.0,,0.0,100.0,0.0,50.0,0.0,,3.0,4.0,,1.0,2.0,1.0,2.0,2.0,,2.0,3.0,,0.0,2.0,0.0,1.0,0.0,67.0,,,,75.0,75.0,,50.0,3.0,,,,4.0,4.0,,2.0,2.0,,,,3.0,3.0,,1.0,,0.0,,1.0,,0.0,,,,0.0,1.0,0.0,,,,,,
185697392,Ваард,blackscar,16.0,4702.0,86.0,78.0,33.0,0.0,100.0,,75.0,47.0,,7.0,9.0,3.0,1.0,3.0,,4.0,19.0,,6.0,7.0,1.0,0.0,3.0,,3.0,9.0,,50.0,,,,80.0,50.0,100.0,73.0,4.0,,,,5.0,4.0,1.0,11.0,2.0,,,,4.0,2.0,1.0,8.0,,0.0,,2.0,,0.0,,,,,,,,,,,,
45451248,Пино,azuregos,9.0,9815.0,29.0,57.0,44.0,,17.0,,,,,14.0,7.0,9.0,,6.0,,,,,4.0,4.0,4.0,,1.0,,,,,72.0,65.0,38.0,46.0,36.0,50.0,50.0,75.0,50.0,17.0,8.0,13.0,14.0,6.0,2.0,4.0,36.0,11.0,3.0,6.0,5.0,3.0,1.0,3.0,,,,,,,,,,0.0,1.0,0.0,,,,,,
156903290,Shash,azjolnerub,19.0,17433.0,52.0,60.0,33.0,600.0,24.0,,0.0,,25.0,21.0,5.0,21.0,2.0,21.0,,1.0,,4.0,11.0,3.0,7.0,12.0,5.0,,0.0,,1.0,50.0,50.0,50.0,25.0,31.0,32.0,40.0,0.0,52.0,24.0,16.0,12.0,26.0,25.0,10.0,1.0,26.0,12.0,8.0,3.0,8.0,8.0,4.0,0.0,,50.0,,2.0,,1.0,,,,,,,,,,,,
108200144,Palpàdin,antonidas,11.0,919.0,50.0,100.0,50.0,,,,33.0,,100.0,2.0,1.0,2.0,,,,3.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,100.0,,,,,,100.0,50.0,1.0,,,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,100.0,3.0,3.0,0.0,3.0,0.0,,,,,,
177201981,Тенелом,azuregos,69.0,38416.0,61.0,48.0,52.0,,62.0,50.0,74.0,43.0,0.0,49.0,52.0,65.0,,45.0,2.0,19.0,7.0,3.0,30.0,25.0,34.0,,28.0,1.0,14.0,3.0,0.0,57.0,45.0,44.0,60.0,49.0,68.0,61.0,100.0,21.0,104.0,50.0,40.0,78.0,56.0,28.0,1.0,12.0,47.0,22.0,24.0,38.0,38.0,17.0,1.0,100.0,75.0,1.0,4.0,1.0,3.0,,,,0.0,2.0,0.0,,,,,,
161350388,Säthee,ragnaros,7.0,668.0,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,0.0,,,,100.0,100.0,,,1.0,,,,1.0,1.0,,,0.0,,,,1.0,1.0,,,,,,,,,,,,100.0,1.0,1.0,,,,,,
134721680,Snajperable,burning-legion,23.0,2927.0,,,0.0,,0.0,100.0,50.0,,,,,2.0,,2.0,1.0,2.0,,,,,0.0,,0.0,1.0,1.0,,,,33.0,0.0,0.0,0.0,,,100.0,,6.0,1.0,1.0,1.0,,,1.0,,2.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,86.0,7.0,6.0,,,,,,
199715926,Сержпалз,gordunni,86.0,1786.0,,100.0,75.0,,79.0,0.0,62.0,60.0,0.0,,3.0,4.0,,19.0,1.0,8.0,5.0,1.0,,3.0,3.0,,15.0,0.0,5.0,3.0,0.0,0.0,,,,0.0,50.0,,0.0,1.0,,,,1.0,4.0,,1.0,0.0,,,,0.0,2.0,,0.0,50.0,0.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,
154378559,Рэтрибьюшн,howling-fjord,79.0,24130.0,62.0,32.0,70.0,,70.0,,82.0,68.0,25.0,29.0,22.0,27.0,,46.0,,17.0,19.0,4.0,18.0,7.0,19.0,,32.0,,14.0,13.0,1.0,67.0,48.0,61.0,100.0,60.0,67.0,52.0,53.0,24.0,27.0,18.0,3.0,45.0,43.0,23.0,17.0,16.0,13.0,11.0,3.0,27.0,29.0,12.0,9.0,60.0,71.0,10.0,14.0,6.0,10.0,100.0,10.0,10.0,100.0,3.0,3.0,,,,,,
145469438,Тесэй,gordunni,9.0,2737.0,50.0,80.0,80.0,,57.0,,0.0,,0.0,4.0,5.0,5.0,,7.0,,2.0,,1.0,2.0,4.0,4.0,,4.0,,0.0,,0.0,60.0,14.0,100.0,0.0,60.0,0.0,67.0,,5.0,7.0,1.0,1.0,5.0,1.0,6.0,,3.0,1.0,1.0,0.0,3.0,0.0,4.0,,,100.0,,1.0,,1.0,,,,,,,,,,,,
59752014,Ххамер,azuregos,18.0,3634.0,50.0,42.0,60.0,0.0,75.0,40.0,33.0,0.0,100.0,2.0,12.0,5.0,1.0,4.0,10.0,3.0,2.0,1.0,1.0,5.0,3.0,0.0,3.0,4.0,1.0,0.0,1.0,75.0,18.0,20.0,,0.0,100.0,,11.0,8.0,17.0,5.0,,1.0,2.0,,9.0,6.0,3.0,1.0,,0.0,2.0,,1.0,,50.0,,2.0,,1.0,,,,,,,,,,,,
245178334,Бронебойчик,azuregos,16.0,3787.0,50.0,25.0,57.0,67.0,50.0,58.0,50.0,44.0,38.0,4.0,8.0,7.0,3.0,8.0,12.0,6.0,9.0,8.0,2.0,2.0,4.0,2.0,4.0,7.0,3.0,4.0,3.0,55.0,,,,0.0,71.0,,50.0,11.0,,,,1.0,7.0,,6.0,6.0,,,,0.0,5.0,,3.0,,33.0,,6.0,,2.0,,,,,,,,,,,,
116707126,Тяжесть,galakrond,45.0,14981.0,52.0,72.0,57.0,,62.0,50.0,57.0,44.0,100.0,29.0,43.0,14.0,,21.0,8.0,21.0,25.0,4.0,15.0,31.0,8.0,,13.0,4.0,12.0,11.0,4.0,49.0,22.0,67.0,50.0,46.0,52.0,50.0,40.0,53.0,9.0,3.0,2.0,13.0,33.0,14.0,30.0,26.0,2.0,2.0,1.0,6.0,17.0,7.0,12.0,75.0,36.0,12.0,11.0,9.0,4.0,100.0,8.0,8.0,100.0,1.0,1.0,,,,,,
184063419,Далакис,gordunni,10.0,2087.0,33.0,,80.0,,67.0,50.0,50.0,0.0,100.0,3.0,,5.0,,6.0,2.0,6.0,1.0,1.0,1.0,,4.0,,4.0,1.0,3.0,0.0,1.0,0.0,,,,62.0,50.0,25.0,,1.0,,,,8.0,4.0,4.0,,0.0,,,,5.0,2.0,1.0,,33.0,,3.0,,1.0,,100.0,1.0,1.0,,,,,,,,,
167046606,Калторан,azuregos,25.0,8186.0,75.0,75.0,43.0,,67.0,,44.0,75.0,,4.0,8.0,7.0,,6.0,,9.0,4.0,,3.0,6.0,3.0,,4.0,,4.0,3.0,,93.0,0.0,50.0,25.0,70.0,50.0,40.0,0.0,15.0,1.0,2.0,4.0,10.0,10.0,5.0,2.0,14.0,0.0,1.0,1.0,7.0,5.0,2.0,0.0,,75.0,,4.0,,3.0,100.0,2.0,2.0,50.0,4.0,2.0,,,,,,
172005302,Равэнор,howling-fjord,4.0,294.0,,,,,50.0,,0.0,,,,,,,4.0,,1.0,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147510448,Анфет,gordunni,11.0,12989.0,48.0,53.0,25.0,,50.0,100.0,57.0,67.0,,21.0,17.0,4.0,,6.0,1.0,7.0,3.0,,10.0,9.0,1.0,,3.0,1.0,4.0,2.0,,43.0,87.0,47.0,47.0,29.0,44.0,,50.0,14.0,15.0,17.0,19.0,7.0,18.0,,6.0,6.0,13.0,8.0,9.0,2.0,8.0,,3.0,67.0,0.0,3.0,1.0,2.0,0.0,,,,,,,,,,,,
167456545,Нежнаябогиня,soulflayer,49.0,135236.0,65.0,58.0,69.0,,58.0,50.0,33.0,50.0,60.0,361.0,196.0,129.0,,36.0,2.0,9.0,6.0,5.0,233.0,113.0,89.0,,21.0,1.0,3.0,3.0,3.0,51.0,58.0,56.0,61.0,62.0,58.0,73.0,71.0,434.0,381.0,378.0,296.0,137.0,33.0,22.0,7.0,223.0,222.0,210.0,181.0,85.0,19.0,16.0,5.0,100.0,80.0,1.0,5.0,1.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,,,,,,
148048710,Лоранея,azuregos,20.0,993.0,,,0.0,,100.0,,,0.0,50.0,,,1.0,,1.0,,,3.0,2.0,,,0.0,,1.0,,,0.0,1.0,100.0,0.0,,,50.0,,100.0,,1.0,2.0,,,4.0,,2.0,,1.0,0.0,,,2.0,,2.0,,,67.0,,3.0,,2.0,,,,,,,,,,,,
130317265,Svendgynge,kazzak,24.0,3287.0,75.0,71.0,0.0,,50.0,75.0,67.0,57.0,100.0,4.0,7.0,3.0,,2.0,8.0,6.0,7.0,3.0,3.0,5.0,0.0,,1.0,6.0,4.0,4.0,3.0,50.0,50.0,,,50.0,75.0,100.0,33.0,10.0,2.0,,,2.0,4.0,1.0,6.0,5.0,1.0,,,1.0,3.0,1.0,2.0,67.0,100.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,
116739417,Городем,galakrond,76.0,26925.0,58.0,75.0,49.0,200.0,49.0,0.0,1100.0,60.0,67.0,24.0,24.0,43.0,1.0,74.0,6.0,3.0,10.0,3.0,14.0,18.0,21.0,2.0,36.0,0.0,33.0,6.0,2.0,52.0,45.0,27.0,40.0,38.0,43.0,40.0,25.0,27.0,109.0,22.0,25.0,29.0,46.0,25.0,8.0,14.0,49.0,6.0,10.0,11.0,20.0,10.0,2.0,67.0,25.0,9.0,8.0,6.0,2.0,100.0,1.0,1.0,62.0,16.0,10.0,,,,,,
117557214,Swolusdickus,blackhand,1.0,172.0,,,100.0,,,,,100.0,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34572441,Персифал,azuregos,50.0,9777.0,36.0,67.0,100.0,,25.0,,,,,11.0,12.0,1.0,,4.0,,,,,4.0,8.0,1.0,,1.0,,,,,50.0,43.0,50.0,62.0,100.0,33.0,50.0,,10.0,14.0,20.0,8.0,1.0,3.0,4.0,,5.0,6.0,10.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
116613516,Кабриана,gordunni,4.0,9531.0,38.0,60.0,26.0,,45.0,0.0,100.0,33.0,0.0,53.0,40.0,31.0,,11.0,1.0,2.0,3.0,1.0,20.0,24.0,8.0,,5.0,0.0,2.0,1.0,0.0,47.0,20.0,25.0,38.0,21.0,50.0,14.0,,36.0,41.0,36.0,40.0,42.0,6.0,7.0,,17.0,8.0,9.0,15.0,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
243065807,Suít,sylvanas,47.0,5287.0,80.0,50.0,62.0,,54.0,,156.0,33.0,73.0,10.0,2.0,16.0,,13.0,,9.0,9.0,11.0,8.0,1.0,10.0,,7.0,,14.0,3.0,8.0,50.0,69.0,25.0,,79.0,75.0,,100.0,2.0,13.0,4.0,,14.0,16.0,,1.0,1.0,9.0,1.0,,11.0,12.0,,1.0,,75.0,,4.0,,3.0,,,,,,,,,,,,
148579723,Bàámina,forscherliga,101.0,1827.0,0.0,0.0,33.0,,100.0,,25.0,,,1.0,2.0,3.0,,2.0,,4.0,,,0.0,0.0,1.0,,2.0,,1.0,,,,,,,0.0,0.0,0.0,75.0,,,,,4.0,2.0,1.0,4.0,,,,,0.0,0.0,0.0,3.0,,0.0,,1.0,,0.0,,,,,,,,,,,,
208990724,Пофиггистка,gordunni,64.0,1057.0,33.0,67.0,50.0,,0.0,0.0,100.0,100.0,100.0,3.0,6.0,2.0,,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,,0.0,0.0,2.0,2.0,1.0,25.0,,,,100.0,,,0.0,4.0,,,,1.0,,,1.0,1.0,,,,1.0,,,0.0,,40.0,,5.0,,2.0,,,,,,,,,,,,
201277080,Бабатанчит,azuregos,24.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
45422692,Богал,azuregos,16.0,12527.0,51.0,71.0,64.0,,80.0,100.0,82.0,100.0,,35.0,24.0,28.0,,10.0,1.0,11.0,2.0,,18.0,17.0,18.0,,8.0,1.0,9.0,2.0,,50.0,48.0,54.0,33.0,46.0,38.0,67.0,25.0,20.0,23.0,26.0,15.0,35.0,8.0,3.0,4.0,10.0,11.0,14.0,5.0,16.0,3.0,2.0,1.0,,0.0,,1.0,,0.0,,,,,,,,,,,,
158578480,Maskedbobcat,stormscale,6.0,2488.0,33.0,17.0,67.0,100.0,44.0,,50.0,50.0,100.0,6.0,6.0,9.0,3.0,9.0,,2.0,2.0,1.0,2.0,1.0,6.0,3.0,4.0,,1.0,1.0,1.0,45.0,100.0,86.0,50.0,57.0,64.0,56.0,100.0,11.0,2.0,7.0,8.0,14.0,14.0,9.0,1.0,5.0,2.0,6.0,4.0,8.0,9.0,5.0,1.0,,40.0,,5.0,,2.0,,,,,,,,,,,,
149346593,Филарет,azuregos,47.0,17279.0,64.0,50.0,62.0,,64.0,0.0,57.0,43.0,44.0,36.0,20.0,42.0,,47.0,2.0,23.0,35.0,18.0,23.0,10.0,26.0,,30.0,0.0,13.0,15.0,8.0,64.0,46.0,33.0,61.0,57.0,51.0,67.0,33.0,22.0,13.0,12.0,23.0,44.0,39.0,12.0,12.0,14.0,6.0,4.0,14.0,25.0,20.0,8.0,4.0,56.0,57.0,9.0,14.0,5.0,8.0,,,,,,,,,,,,
165454325,Кейф,gordunni,19.0,2163.0,50.0,0.0,50.0,,40.0,,0.0,50.0,0.0,2.0,1.0,4.0,,5.0,,3.0,2.0,1.0,1.0,0.0,2.0,,2.0,,0.0,1.0,0.0,0.0,25.0,0.0,50.0,43.0,67.0,50.0,50.0,2.0,4.0,1.0,4.0,7.0,6.0,2.0,4.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,2.0,,0.0,,2.0,,0.0,,,,,,,,,,,,
81938986,Яретрик,gordunni,20.0,12100.0,53.0,100.0,47.0,,49.0,0.0,50.0,,,36.0,7.0,49.0,,49.0,1.0,2.0,,,19.0,7.0,23.0,,24.0,0.0,1.0,,,69.0,44.0,36.0,34.0,53.0,42.0,69.0,,16.0,62.0,25.0,35.0,36.0,52.0,16.0,,11.0,27.0,9.0,12.0,19.0,22.0,11.0,,,,,,,,,,,,,,,,,,,
143344946,Недостаточно,azuregos,8.0,736.0,100.0,,100.0,,50.0,,100.0,,,1.0,,1.0,,2.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,17.0,,,0.0,0.0,,100.0,,6.0,,,1.0,3.0,,1.0,,1.0,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,
243825141,Рубидиум,gordunni,14.0,238.0,,50.0,,,,100.0,,,,,2.0,,,,1.0,,,,,1.0,,,,1.0,,,,100.0,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
114631523,Mízz,ravencrest,6.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,,,,,,
247894298,Каэрвиль,azuregos,11.0,194.0,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181972979,Strawpurry,pozzo-delleternità,41.0,6231.0,40.0,36.0,50.0,,56.0,100.0,50.0,75.0,80.0,15.0,11.0,18.0,,27.0,1.0,10.0,12.0,5.0,6.0,4.0,9.0,,15.0,1.0,5.0,9.0,4.0,35.0,45.0,57.0,100.0,62.0,53.0,62.0,20.0,17.0,20.0,7.0,4.0,13.0,17.0,16.0,5.0,6.0,9.0,4.0,4.0,8.0,9.0,10.0,1.0,33.0,40.0,3.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,1.0,0.0,,,,,,
172711572,Быкуюсука,azuregos,48.0,10122.0,50.0,44.0,69.0,,45.0,67.0,43.0,57.0,40.0,4.0,18.0,16.0,,20.0,3.0,7.0,14.0,5.0,2.0,8.0,11.0,,9.0,2.0,3.0,8.0,2.0,73.0,100.0,,,53.0,57.0,44.0,71.0,11.0,1.0,,,15.0,7.0,9.0,17.0,8.0,1.0,,,8.0,4.0,4.0,12.0,50.0,64.0,6.0,14.0,3.0,9.0,100.0,3.0,3.0,100.0,2.0,2.0,100.0,1.0,1.0,,,
90623563,Фиритт,azuregos,114.0,501.0,,,,,67.0,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,0.0,,,0.0,100.0,0.0,,,1.0,,,1.0,1.0,1.0,,,0.0,,,0.0,1.0,0.0,,,,,,,,100.0,1.0,1.0,,,,,,,,,
92872063,Snovv,frostwolf,5.0,708.0,67.0,0.0,,,0.0,100.0,25.0,33.0,50.0,3.0,1.0,,,1.0,1.0,4.0,3.0,2.0,2.0,0.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,100.0,,0.0,,,,,,2.0,,1.0,,,,,,2.0,,0.0,,0.0,,1.0,,0.0,,,,,,,,,,,,
154753123,Raperz,tichondrius,20.0,3745.0,50.0,50.0,33.0,,100.0,75.0,33.0,20.0,100.0,4.0,4.0,3.0,,1.0,4.0,3.0,5.0,1.0,2.0,2.0,1.0,,1.0,3.0,1.0,1.0,1.0,50.0,,,,0.0,0.0,0.0,43.0,4.0,,,,6.0,1.0,2.0,7.0,2.0,,,,0.0,0.0,0.0,3.0,,50.0,,4.0,,2.0,,,,14.0,7.0,1.0,,,,,,
170337490,Jakkey,cthun,2.0,7160.0,50.0,67.0,0.0,,,,,,,24.0,9.0,1.0,,,,,,,12.0,6.0,0.0,,,,,,,49.0,71.0,63.0,67.0,0.0,,,,35.0,31.0,27.0,21.0,2.0,,,,17.0,22.0,17.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,
205141533,Вангуард,gordunni,9.0,2654.0,18.0,100.0,30.0,,44.0,100.0,57.0,25.0,0.0,11.0,2.0,10.0,,9.0,1.0,7.0,8.0,5.0,2.0,2.0,3.0,,4.0,1.0,4.0,2.0,0.0,100.0,,,,30.0,45.0,,25.0,2.0,,,,10.0,11.0,,4.0,2.0,,,,3.0,5.0,,1.0,,75.0,,4.0,,3.0,,,,,,,,,,,,
192548317,Hjasfarr,outland,21.0,8257.0,47.0,33.0,59.0,,29.0,,75.0,62.0,45.0,17.0,3.0,17.0,,21.0,,20.0,13.0,11.0,8.0,1.0,10.0,,6.0,,15.0,8.0,5.0,50.0,0.0,0.0,,37.0,46.0,0.0,,2.0,4.0,2.0,,19.0,26.0,1.0,,1.0,0.0,0.0,,7.0,12.0,0.0,,,50.0,,18.0,,9.0,,,,,,,,,,,,
165879266,Êyr,argent-dawn,15.0,5511.0,80.0,83.0,25.0,,50.0,0.0,100.0,100.0,,5.0,6.0,4.0,,8.0,3.0,1.0,1.0,,4.0,5.0,1.0,,4.0,0.0,1.0,1.0,,53.0,22.0,70.0,50.0,57.0,40.0,50.0,0.0,17.0,9.0,20.0,2.0,7.0,5.0,2.0,1.0,9.0,2.0,14.0,1.0,4.0,2.0,1.0,0.0,,50.0,,2.0,,1.0,100.0,5.0,5.0,67.0,3.0,2.0,,,,,,
75467312,Sucoo,dun-modr,57.0,41107.0,45.0,44.0,50.0,,55.0,33.0,0.0,50.0,,132.0,86.0,38.0,,20.0,6.0,3.0,2.0,,60.0,38.0,19.0,,11.0,2.0,0.0,1.0,,46.0,50.0,46.0,53.0,59.0,27.0,33.0,38.0,123.0,222.0,162.0,122.0,37.0,22.0,6.0,8.0,56.0,112.0,74.0,65.0,22.0,6.0,2.0,3.0,,,,,,,,,,0.0,1.0,0.0,,,,,,
140892084,Krisis,dun-modr,17.0,2880.0,33.0,75.0,40.0,,50.0,100.0,20.0,50.0,100.0,3.0,4.0,5.0,,4.0,3.0,5.0,6.0,1.0,1.0,3.0,2.0,,2.0,3.0,1.0,3.0,1.0,33.0,0.0,,,50.0,29.0,0.0,75.0,6.0,2.0,,,2.0,7.0,3.0,4.0,2.0,0.0,,,1.0,2.0,0.0,3.0,100.0,75.0,1.0,4.0,1.0,3.0,100.0,8.0,8.0,,,,,,,,,
184850195,Rytrrox,archimonde,9.0,3178.0,0.0,100.0,0.0,,0.0,100.0,,25.0,0.0,1.0,2.0,2.0,,1.0,1.0,,4.0,1.0,0.0,2.0,0.0,,0.0,1.0,,1.0,0.0,25.0,,,,100.0,0.0,,67.0,4.0,,,,1.0,2.0,,3.0,1.0,,,,1.0,0.0,,2.0,,0.0,,1.0,,0.0,,,,50.0,4.0,2.0,,,,,,
26622189,Келад,azuregos,9.0,757.0,0.0,67.0,,,,100.0,,,100.0,1.0,3.0,,,,1.0,,,2.0,0.0,2.0,,,,1.0,,,2.0,50.0,,,,,50.0,,33.0,4.0,,,,,2.0,,3.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
175087307,Dantone,magtheridon,9.0,1452.0,100.0,100.0,100.0,,,50.0,50.0,0.0,100.0,1.0,2.0,2.0,,,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,,1.0,1.0,0.0,1.0,0.0,,,,100.0,75.0,,100.0,2.0,,,,2.0,4.0,,2.0,0.0,,,,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,
192136687,Solarbrah,aegwynn,1.0,350.0,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
164037817,Ðudu,sanguino,16.0,224.0,,,0.0,,100.0,,0.0,,,,,1.0,,3.0,,2.0,,,,,0.0,,3.0,,0.0,,,,,,,100.0,0.0,,,,,,,1.0,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
161259924,Gkash,sanguino,16.0,4076.0,67.0,50.0,25.0,,57.0,50.0,100.0,50.0,100.0,3.0,2.0,4.0,,7.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,,4.0,1.0,2.0,2.0,2.0,50.0,,,,60.0,33.0,,100.0,2.0,,,,5.0,3.0,,2.0,1.0,,,,3.0,1.0,,2.0,0.0,50.0,1.0,6.0,0.0,3.0,,,,78.0,9.0,7.0,,,,,,
171221642,Коннемарра,gordunni,49.0,972.0,,,60.0,,0.0,,150.0,,,,,5.0,,1.0,,2.0,,,,,3.0,,0.0,,3.0,,,,50.0,0.0,0.0,100.0,80.0,100.0,,,2.0,1.0,1.0,1.0,5.0,1.0,,,1.0,0.0,0.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
