character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge win_rate,Deepwind Gorge played,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
17875232,Стином,fordragon,22.0,5015.0,0.0,0.0,25.0,80.0,50.0,29.0,50.0,50.0,33.0,60.0,100.0,1.0,2.0,8.0,5.0,2.0,7.0,2.0,6.0,9.0,5.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,,,40.0,0.0,50.0,100.0,100.0,,,,5.0,2.0,4.0,1.0,4.0,,,,2.0,0.0,2.0,1.0,4.0,,80.0,5.0,4.0,,,,,,,,,
30725823,Tankadinxs,drakthul,15.0,65757.0,46.0,53.0,41.0,36.0,37.0,48.0,69.0,50.0,58.0,60.0,0.0,143.0,135.0,148.0,117.0,109.0,240.0,72.0,10.0,71.0,15.0,2.0,66.0,72.0,60.0,42.0,40.0,116.0,50.0,5.0,41.0,9.0,0.0,20.0,,50.0,100.0,0.0,33.0,,,5.0,,8.0,2.0,1.0,6.0,,,1.0,,4.0,2.0,0.0,2.0,,,,,,,,,,,,,,
172392282,Пэнчез,fordragon,2.0,111.0,,,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,
160605868,Блаженый,fordragon,14.0,6331.0,100.0,,,0.0,,67.0,50.0,100.0,83.0,75.0,,1.0,,,1.0,,3.0,2.0,1.0,6.0,4.0,,1.0,,,0.0,,2.0,1.0,1.0,5.0,3.0,,,,0.0,100.0,100.0,100.0,100.0,100.0,,,2.0,2.0,1.0,1.0,17.0,13.0,,,0.0,2.0,1.0,1.0,17.0,13.0,50.0,2.0,1.0,,,,,,,,,
98747733,Сябар,eversong,53.0,20775.0,76.0,45.0,55.0,56.0,39.0,81.0,44.0,50.0,44.0,69.0,48.0,29.0,40.0,31.0,39.0,33.0,36.0,25.0,34.0,32.0,49.0,29.0,22.0,18.0,17.0,22.0,13.0,29.0,11.0,17.0,14.0,34.0,14.0,100.0,100.0,200.0,0.0,50.0,40.0,100.0,,1.0,1.0,1.0,2.0,2.0,5.0,4.0,,1.0,1.0,2.0,0.0,1.0,2.0,4.0,,,,,,,,,,,,,
145749716,Paladoes,malygos,24.0,419.0,,0.0,0.0,100.0,50.0,50.0,0.0,,100.0,0.0,,,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,,,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188247193,Krumthok,pozzo-delleternità,8.0,2615.0,50.0,,,,,40.0,0.0,25.0,33.0,80.0,,8.0,,,,,5.0,5.0,4.0,3.0,5.0,,4.0,,,,,2.0,0.0,1.0,1.0,4.0,,50.0,,33.0,50.0,60.0,67.0,,100.0,4.0,,6.0,4.0,5.0,6.0,,2.0,2.0,,2.0,2.0,3.0,4.0,,2.0,20.0,5.0,1.0,0.0,3.0,0.0,,,,,,
243810490,Рейдисон,gordunni,11.0,16854.0,56.0,44.0,32.0,42.0,68.0,47.0,42.0,,56.0,,,25.0,54.0,34.0,40.0,71.0,60.0,12.0,,25.0,,,14.0,24.0,11.0,17.0,48.0,28.0,5.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140116630,Talang,tarren-mill,26.0,1727.0,50.0,,,100.0,,,100.0,60.0,100.0,100.0,,2.0,,,2.0,,,1.0,5.0,4.0,4.0,,1.0,,,2.0,,,1.0,3.0,4.0,4.0,,100.0,,67.0,100.0,60.0,,,,2.0,,3.0,6.0,5.0,,,,2.0,,2.0,6.0,3.0,,,,75.0,4.0,3.0,,,,,,,,,
114537390,Palushka,ravencrest,31.0,5503.0,57.0,,,75.0,,20.0,80.0,60.0,80.0,64.0,80.0,7.0,,,12.0,,5.0,10.0,5.0,5.0,11.0,5.0,4.0,,,9.0,,1.0,8.0,3.0,4.0,7.0,4.0,,0.0,83.0,64.0,38.0,100.0,100.0,,,4.0,6.0,11.0,8.0,5.0,3.0,,,0.0,5.0,7.0,3.0,5.0,3.0,,0.0,1.0,0.0,,,,,,,,,
241481850,Нуш,greymane,178.0,10954.0,100.0,69.0,60.0,67.0,,67.0,52.0,50.0,66.0,55.0,92.0,1.0,13.0,10.0,12.0,,3.0,23.0,14.0,29.0,31.0,12.0,1.0,9.0,6.0,8.0,,2.0,12.0,7.0,19.0,17.0,11.0,50.0,75.0,67.0,63.0,36.0,20.0,100.0,,2.0,4.0,30.0,19.0,11.0,5.0,12.0,,1.0,3.0,20.0,12.0,4.0,1.0,12.0,,55.0,11.0,6.0,82.0,11.0,9.0,100.0,1.0,1.0,,,
243090715,Дазорочка,gordunni,8.0,990.0,,,,0.0,,,0.0,,50.0,50.0,,,,,1.0,,,3.0,,2.0,2.0,,,,,0.0,,,0.0,,1.0,1.0,,,,50.0,0.0,100.0,100.0,,100.0,,,2.0,1.0,2.0,1.0,,1.0,,,1.0,0.0,2.0,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,
134022315,Гостерман,galakrond,71.0,19443.0,72.0,20.0,60.0,56.0,,67.0,42.0,65.0,80.0,60.0,47.0,18.0,5.0,10.0,16.0,,9.0,19.0,20.0,15.0,35.0,19.0,13.0,1.0,6.0,9.0,,6.0,8.0,13.0,12.0,21.0,9.0,25.0,40.0,60.0,57.0,78.0,71.0,100.0,50.0,4.0,5.0,25.0,14.0,9.0,14.0,11.0,12.0,1.0,2.0,15.0,8.0,7.0,10.0,11.0,6.0,67.0,3.0,2.0,,,,,,,,,
121971102,Унтерлиса,fordragon,67.0,17303.0,37.0,57.0,71.0,62.0,58.0,50.0,68.0,59.0,39.0,57.0,75.0,19.0,7.0,7.0,29.0,12.0,36.0,19.0,37.0,18.0,23.0,8.0,7.0,4.0,5.0,18.0,7.0,18.0,13.0,22.0,7.0,13.0,6.0,50.0,54.0,50.0,68.0,53.0,46.0,,25.0,8.0,13.0,18.0,31.0,15.0,13.0,,12.0,4.0,7.0,9.0,21.0,8.0,6.0,,3.0,53.0,19.0,10.0,,,,100.0,1.0,1.0,,,
175371775,Вао,fordragon,5.0,479.0,,,,0.0,,50.0,,0.0,,,,,,,1.0,,2.0,,1.0,,,,,,,0.0,,1.0,,0.0,,,,,,,,0.0,100.0,,,,,,,1.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,
155566305,Eurojr,dun-modr,60.0,21156.0,50.0,37.0,40.0,43.0,,40.0,24.0,59.0,44.0,54.0,50.0,58.0,35.0,52.0,61.0,,65.0,17.0,41.0,27.0,35.0,16.0,29.0,13.0,21.0,26.0,,26.0,4.0,24.0,12.0,19.0,8.0,33.0,36.0,43.0,66.0,31.0,43.0,100.0,18.0,3.0,22.0,23.0,62.0,16.0,60.0,2.0,11.0,1.0,8.0,10.0,41.0,5.0,26.0,2.0,2.0,50.0,22.0,11.0,200.0,1.0,2.0,,,,,,
144783350,Demux,blackrock,9.0,1579.0,100.0,,,0.0,,50.0,33.0,0.0,62.0,50.0,80.0,4.0,,,1.0,,2.0,3.0,1.0,8.0,4.0,5.0,4.0,,,0.0,,1.0,1.0,0.0,5.0,2.0,4.0,,,80.0,67.0,25.0,100.0,,,,,5.0,6.0,4.0,2.0,,,,,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,
174559606,Colin,darkspear,12.0,2577.0,,25.0,50.0,83.0,,,50.0,25.0,40.0,71.0,50.0,,4.0,2.0,6.0,,,10.0,8.0,5.0,7.0,2.0,,1.0,1.0,5.0,,,5.0,2.0,2.0,5.0,1.0,,,50.0,25.0,100.0,,,,,,10.0,4.0,1.0,,,,,,5.0,1.0,1.0,,,,38.0,8.0,3.0,,,,,,,,,
112725711,Lightsong,defias-brotherhood,5.0,811.0,0.0,50.0,100.0,,0.0,0.0,0.0,0.0,,100.0,100.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,,2.0,1.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,,2.0,1.0,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
118477138,Viari,stormscale,10.0,292.0,,,,0.0,,0.0,33.0,,,50.0,,,,,1.0,,1.0,3.0,,,2.0,,,,,0.0,,0.0,1.0,,,1.0,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,100.0,1.0,1.0,0.0,1.0,0.0,,,,,,
244155772,Сальныйбомж,soulflayer,11.0,290.0,0.0,,,,,,0.0,,67.0,0.0,,1.0,,,,,,1.0,,3.0,1.0,,0.0,,,,,,0.0,,2.0,0.0,,100.0,,0.0,,,,,,1.0,,1.0,,,,,,1.0,,0.0,,,,,,0.0,1.0,0.0,,,,,,,,,
164927257,Tyrien,burning-blade,5.0,179.0,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,50.0,50.0,,,,,,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
121109483,Инфрагилис,fordragon,30.0,2805.0,75.0,0.0,0.0,,,60.0,25.0,0.0,33.0,75.0,0.0,4.0,1.0,1.0,,,5.0,4.0,3.0,3.0,4.0,1.0,3.0,0.0,0.0,,,3.0,1.0,0.0,1.0,3.0,0.0,0.0,,0.0,100.0,,80.0,,,1.0,,1.0,1.0,,5.0,,,0.0,,0.0,1.0,,4.0,,,100.0,1.0,1.0,,,,,,,,,
184863182,Palladino,nemesis,5.0,555.0,,,,0.0,,33.0,0.0,100.0,,100.0,,,,,2.0,,3.0,1.0,1.0,,1.0,,,,,0.0,,1.0,0.0,1.0,,1.0,,,,100.0,0.0,100.0,0.0,,,,,1.0,1.0,2.0,1.0,,,,,1.0,0.0,2.0,0.0,,,100.0,1.0,1.0,,,,,,,,,
237280317,Интерпал,borean-tundra,35.0,14580.0,54.0,30.0,31.0,44.0,48.0,56.0,50.0,43.0,44.0,57.0,38.0,28.0,27.0,29.0,25.0,23.0,36.0,18.0,7.0,18.0,7.0,8.0,15.0,8.0,9.0,11.0,11.0,20.0,9.0,3.0,8.0,4.0,3.0,11.0,60.0,67.0,25.0,0.0,40.0,100.0,,9.0,5.0,3.0,4.0,1.0,5.0,1.0,,1.0,3.0,2.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,
166747322,Valorr,hyjal,4.0,838.0,0.0,,,,,,50.0,,100.0,100.0,,2.0,,,,,,2.0,,1.0,2.0,,0.0,,,,,,1.0,,1.0,2.0,,33.0,,100.0,50.0,100.0,50.0,,,3.0,,1.0,2.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
162817992,Элладир,howling-fjord,19.0,7525.0,67.0,64.0,46.0,45.0,,100.0,41.0,64.0,54.0,62.0,50.0,6.0,11.0,13.0,11.0,,1.0,17.0,11.0,13.0,13.0,2.0,4.0,7.0,6.0,5.0,,1.0,7.0,7.0,7.0,8.0,1.0,100.0,100.0,69.0,88.0,14.0,,,83.0,2.0,1.0,13.0,8.0,7.0,,,6.0,2.0,1.0,9.0,7.0,1.0,,,5.0,73.0,11.0,8.0,,,,,,,,,
153864983,Nrdx,ravencrest,18.0,72357.0,53.0,72.0,60.0,58.0,68.0,59.0,69.0,45.0,51.0,78.0,41.0,231.0,286.0,280.0,220.0,206.0,123.0,108.0,33.0,118.0,36.0,22.0,123.0,206.0,169.0,127.0,140.0,73.0,74.0,15.0,60.0,28.0,9.0,,0.0,300.0,50.0,0.0,100.0,,,,2.0,3.0,4.0,3.0,2.0,,,,0.0,9.0,2.0,0.0,2.0,,,,,,,,,,,,,,
104987278,Никромекон,gordunni,8.0,561.0,,,,0.0,,,100.0,0.0,,0.0,,,,,1.0,,,3.0,1.0,,1.0,,,,,0.0,,,3.0,0.0,,0.0,,,,50.0,33.0,,,,,,,2.0,3.0,,,,,,,1.0,1.0,,,,,100.0,1.0,1.0,,,,,,,,,
189057592,Аффирелиайни,gordunni,76.0,250.0,,,,100.0,,100.0,,0.0,,,50.0,,,,1.0,,1.0,,1.0,,,2.0,,,,1.0,,1.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,49.0,41.0,33.0,51.0,34.0,46.0,45.0,50.0,36.0,59.0,,87.0,68.0,79.0,67.0,71.0,80.0,20.0,8.0,11.0,34.0,,43.0,28.0,26.0,34.0,24.0,37.0,9.0,4.0,4.0,20.0,,0.0,,67.0,50.0,0.0,57.0,100.0,,4.0,,6.0,4.0,1.0,7.0,9.0,,0.0,,4.0,2.0,0.0,4.0,9.0,,0.0,2.0,0.0,,,,,,,,,
244306031,Огненныйхрен,gordunni,9.0,473.0,50.0,,,,,,0.0,,,,,4.0,,,,,,1.0,,,,,2.0,,,,,,0.0,,,,,,,,33.0,100.0,,,,,,,3.0,1.0,,,,,,,1.0,1.0,,,,,,,50.0,2.0,1.0,,,,,,
90161233,Fincent,malorne,178.0,23884.0,64.0,47.0,34.0,47.0,36.0,64.0,45.0,37.0,46.0,41.0,25.0,14.0,34.0,32.0,49.0,22.0,22.0,29.0,30.0,39.0,29.0,12.0,9.0,16.0,11.0,23.0,8.0,14.0,13.0,11.0,18.0,12.0,3.0,0.0,0.0,60.0,50.0,45.0,43.0,100.0,25.0,1.0,1.0,30.0,18.0,20.0,7.0,2.0,12.0,0.0,0.0,18.0,9.0,9.0,3.0,2.0,3.0,55.0,11.0,6.0,200.0,12.0,24.0,,,,,,
154454348,Langeezy,ravencrest,7.0,1148.0,,,,40.0,,,50.0,50.0,0.0,100.0,,,,,5.0,,,2.0,2.0,1.0,5.0,,,,,2.0,,,1.0,1.0,0.0,5.0,,,,0.0,0.0,50.0,0.0,,,,,4.0,2.0,8.0,1.0,,,,,0.0,0.0,4.0,0.0,,,100.0,1.0,1.0,,,,,,,,,
141487735,Varmkorv,grim-batol,7.0,3049.0,0.0,100.0,0.0,0.0,50.0,50.0,0.0,0.0,20.0,0.0,50.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,67.0,,50.0,,,0.0,,,3.0,,4.0,,,1.0,,,2.0,,2.0,,,0.0,,,0.0,2.0,0.0,,,,,,,,,
172005302,Равэнор,howling-fjord,4.0,294.0,,,,,,,,,,50.0,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,
102528126,Cullen,ravencrest,17.0,5613.0,43.0,60.0,40.0,45.0,50.0,25.0,50.0,50.0,62.0,62.0,100.0,7.0,5.0,5.0,11.0,4.0,8.0,2.0,6.0,8.0,13.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,8.0,4.0,50.0,50.0,40.0,67.0,100.0,100.0,100.0,,2.0,6.0,5.0,6.0,3.0,3.0,5.0,,1.0,3.0,2.0,4.0,3.0,3.0,5.0,,50.0,4.0,2.0,,,,,,,,,
175018118,Dranapal,dalaran,13.0,458.0,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,100.0,,,,0.0,50.0,,,1.0,,,,1.0,2.0,,,1.0,,,,0.0,1.0,,,,,,,,,,,,,,
20510895,Borrel,blackmoore,5.0,2557.0,25.0,,0.0,100.0,,25.0,100.0,75.0,67.0,50.0,100.0,4.0,,1.0,8.0,,4.0,1.0,4.0,3.0,2.0,2.0,1.0,,0.0,8.0,,1.0,1.0,3.0,2.0,1.0,2.0,,,,,100.0,,,50.0,,,,,2.0,,,2.0,,,,,2.0,,,1.0,100.0,1.0,1.0,,,,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,100.0,,,,,100.0,100.0,100.0,0.0,100.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,100.0,,50.0,0.0,100.0,,,,1.0,,2.0,1.0,1.0,,,,1.0,,1.0,0.0,1.0,,,,100.0,3.0,3.0,,,,,,,,,
174060736,Паломка,fordragon,5.0,39.0,,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165263305,Scørpy,twisting-nether,4.0,137.0,,,,,,,,0.0,100.0,0.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,0.0,1.0,0.0,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
145469438,Тесэй,gordunni,9.0,2737.0,60.0,14.0,100.0,50.0,0.0,80.0,60.0,0.0,80.0,57.0,67.0,5.0,7.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,7.0,6.0,3.0,1.0,1.0,2.0,0.0,4.0,3.0,0.0,4.0,4.0,4.0,,,0.0,,100.0,,,,,,2.0,,1.0,,,,,,0.0,,1.0,,,,0.0,1.0,0.0,,,,,,,,,
246141240,Диркамод,gordunni,12.0,372.0,,,,,,,100.0,,100.0,100.0,,,,,,,,2.0,,1.0,1.0,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3.0,3.0,,,,,,,,,
155146542,Elhdruin,pozzo-delleternità,44.0,8134.0,36.0,29.0,50.0,33.0,29.0,36.0,50.0,40.0,25.0,56.0,56.0,11.0,14.0,2.0,9.0,7.0,11.0,4.0,10.0,8.0,9.0,9.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,67.0,,60.0,,100.0,14.0,100.0,,3.0,,10.0,,1.0,7.0,2.0,,2.0,,6.0,,1.0,1.0,2.0,,0.0,2.0,0.0,0.0,1.0,0.0,,,,,,
109644853,Ucandobetter,stormscale,3.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
153197999,Gordain,malfurion,17.0,4505.0,38.0,,,50.0,,86.0,38.0,50.0,33.0,50.0,50.0,8.0,,,6.0,,7.0,8.0,8.0,3.0,4.0,2.0,3.0,,,3.0,,6.0,3.0,4.0,1.0,2.0,1.0,67.0,100.0,50.0,40.0,75.0,33.0,100.0,0.0,6.0,1.0,4.0,5.0,4.0,9.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,,
90587176,Wickedy,nerathor,22.0,10714.0,30.0,50.0,59.0,60.0,45.0,33.0,62.0,89.0,56.0,38.0,50.0,23.0,12.0,27.0,15.0,11.0,6.0,13.0,9.0,9.0,8.0,2.0,7.0,6.0,16.0,9.0,5.0,2.0,8.0,8.0,5.0,3.0,1.0,,,33.0,83.0,50.0,,100.0,86.0,,,3.0,6.0,4.0,,42.0,7.0,,,1.0,5.0,2.0,,42.0,6.0,67.0,9.0,6.0,,,,,,,,,
164840523,Kreùos,khaz-modan,5.0,1176.0,67.0,,0.0,0.0,,,25.0,0.0,67.0,20.0,,3.0,,1.0,1.0,,,4.0,2.0,3.0,5.0,,2.0,,0.0,0.0,,,1.0,0.0,2.0,1.0,,,,0.0,0.0,100.0,50.0,,0.0,,,1.0,1.0,1.0,2.0,,1.0,,,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,,,,,,,,,
247160183,Палстар,gordunni,37.0,5911.0,67.0,27.0,33.0,25.0,57.0,100.0,83.0,67.0,43.0,43.0,67.0,3.0,11.0,3.0,16.0,7.0,5.0,6.0,12.0,7.0,7.0,9.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,8.0,3.0,3.0,6.0,,,,,,0.0,,100.0,,,,,,2.0,,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,
150850433,Джарена,gordunni,64.0,9350.0,100.0,59.0,33.0,61.0,0.0,90.0,39.0,45.0,56.0,47.0,43.0,1.0,27.0,12.0,18.0,1.0,10.0,23.0,33.0,27.0,34.0,7.0,1.0,16.0,4.0,11.0,0.0,9.0,9.0,15.0,15.0,16.0,3.0,,,90.0,55.0,50.0,,,,,,10.0,11.0,8.0,,,,,,9.0,6.0,4.0,,,,60.0,5.0,3.0,43.0,7.0,3.0,,,,,,
108335063,Суэйз,howling-fjord,10.0,1538.0,100.0,75.0,50.0,0.0,60.0,50.0,,33.0,50.0,100.0,0.0,3.0,4.0,4.0,2.0,5.0,2.0,,3.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120554741,Hearthledger,magtheridon,5.0,75.0,,0.0,,0.0,,,,0.0,0.0,,,,1.0,,1.0,,,,1.0,1.0,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167997792,Майдмен,gordunni,60.0,3157.0,67.0,25.0,67.0,62.0,,0.0,50.0,43.0,46.0,75.0,67.0,3.0,4.0,3.0,8.0,,2.0,10.0,21.0,13.0,8.0,3.0,2.0,1.0,2.0,5.0,,0.0,5.0,9.0,6.0,6.0,2.0,0.0,,100.0,0.0,0.0,0.0,,,1.0,,1.0,2.0,1.0,5.0,,,0.0,,1.0,0.0,0.0,0.0,,,50.0,2.0,1.0,,,,,,,,,
202951751,Гспдь,eversong,13.0,502.0,,,,,,,100.0,50.0,50.0,0.0,,,,,,,,1.0,4.0,2.0,1.0,,,,,,,,1.0,2.0,1.0,0.0,,,,,100.0,100.0,,,,,,,2.0,1.0,,,,,,,2.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,
169474145,Spunkadin,argent-dawn,254.0,87.0,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181052590,Эталеха,gordunni,12.0,1315.0,50.0,33.0,100.0,0.0,,25.0,50.0,25.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,,4.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,100.0,,,,1.0,,1.0,,1.0,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,
160134091,Malumière,hyjal,12.0,2107.0,60.0,,0.0,40.0,,71.0,60.0,50.0,60.0,50.0,,10.0,,1.0,5.0,,7.0,5.0,4.0,5.0,4.0,,6.0,,0.0,2.0,,5.0,3.0,2.0,3.0,2.0,,,,75.0,17.0,0.0,0.0,,,,,4.0,6.0,1.0,7.0,,,,,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,
174094241,Кураттор,fordragon,17.0,891.0,0.0,,,67.0,,33.0,100.0,100.0,100.0,100.0,,1.0,,,3.0,,3.0,1.0,1.0,2.0,1.0,,0.0,,,2.0,,1.0,1.0,1.0,2.0,1.0,,0.0,,100.0,0.0,50.0,100.0,,,1.0,,1.0,1.0,2.0,1.0,,,0.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,
174988454,Люменара,goldrinn,36.0,3965.0,100.0,,,100.0,,50.0,100.0,,0.0,50.0,,1.0,,,1.0,,2.0,2.0,,1.0,2.0,,1.0,,,1.0,,1.0,2.0,,0.0,1.0,,0.0,,,0.0,0.0,,,,1.0,,,1.0,1.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
18820223,Лайтмен,azuregos,8.0,9405.0,83.0,40.0,77.0,100.0,0.0,0.0,80.0,75.0,50.0,50.0,100.0,6.0,20.0,13.0,1.0,3.0,1.0,5.0,4.0,8.0,6.0,2.0,5.0,8.0,10.0,1.0,0.0,0.0,4.0,3.0,4.0,3.0,2.0,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,
170229125,Элитныи,gordunni,53.0,24170.0,49.0,62.0,54.0,60.0,58.0,40.0,56.0,59.0,70.0,79.0,76.0,39.0,110.0,79.0,52.0,53.0,30.0,70.0,27.0,91.0,24.0,21.0,19.0,68.0,43.0,31.0,31.0,12.0,39.0,16.0,64.0,19.0,16.0,,,100.0,0.0,,,,,,,1.0,2.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
134419779,Asherough,lightbringer,8.0,400.0,50.0,,,,,,100.0,0.0,,0.0,,2.0,,,,,,2.0,1.0,,1.0,,1.0,,,,,,2.0,0.0,,0.0,,,,0.0,100.0,0.0,,,,,,1.0,1.0,2.0,,,,,,0.0,1.0,0.0,,,,50.0,2.0,1.0,,,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,,,57.0,,81.0,60.0,47.0,70.0,43.0,,33.0,,,7.0,,27.0,10.0,15.0,10.0,7.0,,18.0,,,4.0,,22.0,6.0,7.0,7.0,3.0,,67.0,,88.0,64.0,62.0,56.0,,,6.0,,8.0,11.0,13.0,18.0,,,4.0,,7.0,7.0,8.0,10.0,,,57.0,7.0,4.0,,,,,,,,,
192599651,Aalmae,silvermoon,7.0,180.0,,,,,,,0.0,100.0,0.0,0.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,0.0,,100.0,,0.0,,,0.0,1.0,,1.0,,1.0,,,1.0,0.0,,1.0,,0.0,,,0.0,,,,,,,,,,,,
164602514,Bretzel,ambossar,38.0,1445.0,,,,67.0,,,50.0,0.0,0.0,71.0,,,,,3.0,,,2.0,2.0,2.0,17.0,,,,,2.0,,,1.0,0.0,0.0,12.0,,,,100.0,,,,,,,,3.0,,,,,,,,3.0,,,,,,50.0,4.0,2.0,,,,,,,,,
244553462,Лурэза,gordunni,11.0,1120.0,,,,100.0,,,67.0,100.0,50.0,50.0,,,,,1.0,,,3.0,1.0,2.0,4.0,,,,,1.0,,,2.0,1.0,1.0,2.0,,,,25.0,100.0,67.0,50.0,,,,,4.0,1.0,3.0,2.0,,,,,1.0,1.0,2.0,1.0,,,100.0,1.0,1.0,,,,,,,,,
