character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Arathi Basin Winter win_rate,Seething Shore win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Seething Shore played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Seething Shore won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
76857312,Rosso,nemesis,58.0,15505.0,36.0,63.0,68.0,75.0,45.0,49.0,65.0,73.0,66.0,56.0,56.0,33.0,0.0,0.0,0.0,39.0,51.0,47.0,48.0,56.0,49.0,43.0,11.0,44.0,9.0,9.0,3.0,1.0,1.0,1.0,14.0,32.0,32.0,36.0,25.0,24.0,28.0,8.0,29.0,5.0,5.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
150451053,Koyjin,kazzak,104.0,57121.0,55.0,49.0,49.0,61.0,53.0,43.0,78.0,67.0,58.0,69.0,53.0,,,,,87.0,449.0,170.0,114.0,109.0,72.0,45.0,9.0,31.0,13.0,15.0,,,,,48.0,219.0,83.0,69.0,58.0,31.0,35.0,6.0,18.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
195177961,Anthonel,nemesis,65.0,41330.0,42.0,50.0,53.0,60.0,58.0,36.0,57.0,65.0,59.0,54.0,50.0,100.0,67.0,75.0,50.0,91.0,44.0,30.0,63.0,24.0,87.0,46.0,46.0,34.0,52.0,34.0,2.0,39.0,20.0,6.0,38.0,22.0,16.0,38.0,14.0,31.0,26.0,30.0,20.0,28.0,17.0,2.0,26.0,15.0,3.0,60.0,60.0,74.0,100.0,75.0,15.0,25.0,27.0,18.0,4.0,9.0,15.0,20.0,18.0,3.0,,,,,,
77793456,Obscurìty,nemesis,14.0,16595.0,40.0,43.0,32.0,53.0,33.0,33.0,52.0,50.0,50.0,60.0,71.0,,50.0,,,40.0,30.0,37.0,43.0,45.0,39.0,29.0,22.0,30.0,10.0,7.0,,2.0,,,16.0,13.0,12.0,23.0,15.0,13.0,15.0,11.0,15.0,6.0,5.0,,1.0,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
184227887,Glôr,nemesis,13.0,998.0,25.0,,,,,0.0,100.0,,67.0,,,0.0,0.0,0.0,0.0,4.0,,,,,2.0,1.0,,3.0,,,1.0,1.0,2.0,3.0,1.0,,,,,0.0,1.0,,2.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,3.0,,,,0.0,0.0,,,,,,,,
160711211,Hugen,tarren-mill,15.0,2967.0,0.0,,,50.0,,50.0,100.0,62.0,80.0,75.0,,50.0,57.0,100.0,44.0,2.0,,,4.0,,2.0,2.0,8.0,5.0,4.0,,2.0,7.0,5.0,9.0,0.0,,,2.0,,1.0,2.0,5.0,4.0,3.0,,1.0,4.0,5.0,4.0,,86.0,,,,,7.0,,,,,6.0,,,,0.0,1.0,0.0,,,
165593113,Gloòm,nemesis,25.0,3133.0,100.0,,,60.0,,67.0,67.0,67.0,80.0,25.0,20.0,,80.0,50.0,33.0,4.0,,,5.0,,3.0,3.0,3.0,5.0,4.0,5.0,,5.0,2.0,3.0,4.0,,,3.0,,2.0,2.0,2.0,4.0,1.0,1.0,,4.0,1.0,1.0,,100.0,25.0,100.0,,,2.0,4.0,48.0,,,2.0,1.0,48.0,,,,,,,
165797653,Päm,twisting-nether,43.0,2115.0,0.0,,,33.0,,,0.0,67.0,0.0,0.0,,,33.0,100.0,0.0,1.0,,,3.0,,,1.0,3.0,2.0,4.0,,,3.0,2.0,2.0,0.0,,,1.0,,,0.0,2.0,0.0,0.0,,,1.0,2.0,0.0,,0.0,50.0,,17.0,,1.0,4.0,,18.0,,0.0,2.0,,3.0,,,,,,
173771360,Avenger,archimonde,35.0,53336.0,67.0,52.0,46.0,51.0,48.0,58.0,62.0,60.0,44.0,70.0,47.0,100.0,33.0,50.0,80.0,36.0,69.0,69.0,89.0,102.0,24.0,24.0,20.0,32.0,23.0,17.0,1.0,3.0,4.0,5.0,24.0,36.0,32.0,45.0,49.0,14.0,15.0,12.0,14.0,16.0,8.0,1.0,1.0,2.0,4.0,,100.0,0.0,,89.0,,2.0,1.0,,9.0,,2.0,0.0,,8.0,,,,,,
76947846,Kynval,nemesis,10.0,7648.0,40.0,67.0,43.0,45.0,45.0,33.0,59.0,46.0,39.0,27.0,,,100.0,0.0,,20.0,33.0,21.0,22.0,20.0,12.0,22.0,13.0,18.0,11.0,,,1.0,1.0,,8.0,22.0,9.0,10.0,9.0,4.0,13.0,6.0,7.0,3.0,,,1.0,0.0,,,100.0,,,0.0,,1.0,,,2.0,,1.0,,,0.0,,,,,,
77009346,Tagjka,nemesis,40.0,41442.0,41.0,63.0,61.0,56.0,48.0,45.0,80.0,0.0,57.0,100.0,60.0,,0.0,100.0,,70.0,110.0,135.0,63.0,65.0,60.0,5.0,2.0,7.0,4.0,5.0,,1.0,1.0,,29.0,69.0,83.0,35.0,31.0,27.0,4.0,0.0,4.0,4.0,3.0,,0.0,1.0,,,,,100.0,0.0,,,,14.0,1.0,,,,14.0,0.0,,,,,,
110693952,Waniaa,eredar,49.0,4075.0,0.0,50.0,0.0,50.0,0.0,25.0,53.0,45.0,73.0,52.0,0.0,,75.0,0.0,20.0,1.0,8.0,1.0,2.0,1.0,4.0,17.0,11.0,11.0,25.0,1.0,,8.0,2.0,5.0,0.0,4.0,0.0,1.0,0.0,1.0,9.0,5.0,8.0,13.0,0.0,,6.0,0.0,1.0,,71.0,100.0,100.0,,,7.0,3.0,3.0,,,5.0,3.0,3.0,,75.0,4.0,3.0,,,
183917942,Zacefron,hyjal,32.0,136.0,,,,0.0,,,0.0,,,,,,,100.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,0.0,,,0.0,,,,,,,1.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,
169776565,Tikkì,nemesis,20.0,5062.0,67.0,33.0,0.0,62.0,50.0,25.0,67.0,53.0,50.0,75.0,50.0,80.0,0.0,50.0,75.0,9.0,6.0,8.0,16.0,8.0,12.0,6.0,15.0,10.0,4.0,4.0,5.0,2.0,2.0,4.0,6.0,2.0,0.0,10.0,4.0,3.0,4.0,8.0,5.0,3.0,2.0,4.0,0.0,1.0,3.0,100.0,100.0,100.0,,,1.0,5.0,1.0,,,1.0,5.0,1.0,,,,,,,,
176391702,Spongijudge,nemesis,252.0,44216.0,45.0,60.0,67.0,54.0,53.0,70.0,48.0,58.0,65.0,53.0,50.0,67.0,54.0,60.0,65.0,65.0,226.0,96.0,120.0,49.0,44.0,67.0,59.0,65.0,70.0,52.0,3.0,70.0,81.0,20.0,29.0,136.0,64.0,65.0,26.0,31.0,32.0,34.0,42.0,37.0,26.0,2.0,38.0,49.0,13.0,56.0,59.0,100.0,100.0,,16.0,70.0,1.0,6.0,,9.0,41.0,1.0,6.0,,,,,,,
144139938,Lynchburg,twisting-nether,93.0,114051.0,66.0,57.0,56.0,58.0,47.0,72.0,50.0,42.0,49.0,79.0,100.0,,33.0,,0.0,196.0,190.0,184.0,88.0,155.0,161.0,101.0,12.0,43.0,14.0,1.0,,3.0,,2.0,129.0,108.0,103.0,51.0,73.0,116.0,51.0,5.0,21.0,11.0,1.0,,1.0,,0.0,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,
179780759,Bloodemous,pozzo-delleternità,23.0,77649.0,35.0,61.0,55.0,60.0,49.0,46.0,49.0,49.0,59.0,55.0,44.0,,100.0,,,248.0,286.0,174.0,199.0,188.0,184.0,104.0,51.0,145.0,71.0,36.0,,1.0,,,86.0,175.0,96.0,119.0,92.0,84.0,51.0,25.0,86.0,39.0,16.0,,1.0,,,,,67.0,100.0,83.0,,,3.0,96.0,6.0,,,2.0,96.0,5.0,,,,,,
155664226,Nenia,ysondre,12.0,307.0,,,,0.0,,,,,100.0,,,,0.0,100.0,,,,,1.0,,,,,2.0,,,,2.0,1.0,,,,,0.0,,,,,2.0,,,,0.0,1.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,
195904234,Asator,nemesis,47.0,381.0,,,,100.0,,,100.0,0.0,50.0,0.0,,,0.0,0.0,,,,,2.0,,,2.0,1.0,2.0,1.0,,,1.0,1.0,,,,,2.0,,,2.0,0.0,1.0,0.0,,,0.0,0.0,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
161199001,Darkbelow,drakthul,24.0,4289.0,0.0,,,57.0,,0.0,83.0,78.0,71.0,53.0,75.0,,75.0,86.0,100.0,1.0,,,7.0,,1.0,12.0,9.0,17.0,15.0,8.0,,8.0,7.0,2.0,0.0,,,4.0,,0.0,10.0,7.0,12.0,8.0,6.0,,6.0,6.0,2.0,,77.0,,,,,13.0,,,,,10.0,,,,,,,,,
63473937,Invi,ysondre,24.0,12268.0,79.0,56.0,66.0,76.0,51.0,50.0,0.0,100.0,,100.0,,,,,,34.0,50.0,44.0,33.0,47.0,2.0,1.0,1.0,,1.0,,,,,,27.0,28.0,29.0,25.0,24.0,1.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
161527401,Frantiq,draenor,16.0,680.0,50.0,,,,,0.0,,100.0,100.0,,,,0.0,,0.0,2.0,,,,,2.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,0.0,,1.0,1.0,,,,0.0,,0.0,,100.0,0.0,,,,2.0,4.0,,,,2.0,0.0,,,,,,,,
95484374,Dpms,twisting-nether,110.0,92301.0,49.0,57.0,58.0,53.0,52.0,47.0,55.0,70.0,54.0,60.0,69.0,50.0,70.0,60.0,75.0,134.0,306.0,292.0,281.0,286.0,116.0,225.0,138.0,236.0,176.0,118.0,4.0,10.0,5.0,8.0,66.0,175.0,168.0,148.0,149.0,55.0,123.0,97.0,128.0,106.0,81.0,2.0,7.0,3.0,6.0,100.0,80.0,100.0,,,1.0,5.0,2.0,,,1.0,4.0,2.0,,,,,,,,
59088983,Любаня,ashenvale,9.0,38603.0,51.0,61.0,59.0,63.0,51.0,40.0,50.0,69.0,74.0,61.0,67.0,0.0,80.0,100.0,75.0,87.0,180.0,137.0,107.0,107.0,47.0,34.0,13.0,23.0,18.0,3.0,2.0,5.0,5.0,4.0,44.0,110.0,81.0,67.0,55.0,19.0,17.0,9.0,17.0,11.0,2.0,0.0,4.0,5.0,3.0,80.0,100.0,50.0,100.0,,5.0,1.0,2.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,
175698226,Kyndmryn,nemesis,13.0,4730.0,100.0,,,75.0,,,50.0,62.0,50.0,60.0,50.0,,67.0,86.0,56.0,3.0,,,8.0,,,6.0,8.0,4.0,5.0,4.0,,12.0,7.0,9.0,3.0,,,6.0,,,3.0,5.0,2.0,3.0,2.0,,8.0,6.0,5.0,67.0,67.0,,,25.0,3.0,3.0,,,8.0,2.0,2.0,,,2.0,0.0,1.0,0.0,,,
167094488,Bolderbast,tarren-mill,14.0,3157.0,0.0,,,50.0,,75.0,67.0,62.0,57.0,67.0,,,55.0,25.0,40.0,2.0,,,2.0,,4.0,9.0,8.0,7.0,15.0,,,11.0,8.0,15.0,0.0,,,1.0,,3.0,6.0,5.0,4.0,10.0,,,6.0,2.0,6.0,,40.0,100.0,,,,10.0,1.0,,,,4.0,1.0,,,50.0,10.0,5.0,,,
106800348,Iliriel,archimonde,7.0,2700.0,57.0,67.0,40.0,40.0,0.0,50.0,0.0,100.0,50.0,33.0,,,,,,7.0,6.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,,,,,,4.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
154220855,Eliasér,zuljin,51.0,53942.0,53.0,64.0,59.0,54.0,57.0,45.0,57.0,61.0,58.0,42.0,39.0,100.0,100.0,67.0,50.0,68.0,223.0,176.0,122.0,136.0,38.0,106.0,49.0,91.0,43.0,28.0,1.0,2.0,3.0,4.0,36.0,143.0,103.0,66.0,77.0,17.0,60.0,30.0,53.0,18.0,11.0,1.0,2.0,2.0,2.0,,57.0,75.0,,60.0,,7.0,4.0,,5.0,,4.0,3.0,,3.0,7000.0,1.0,70.0,,,
101228281,Reava,alleria,76.0,11264.0,58.0,40.0,80.0,62.0,68.0,70.0,65.0,76.0,52.0,53.0,62.0,33.0,43.0,20.0,50.0,31.0,10.0,15.0,26.0,19.0,20.0,34.0,33.0,27.0,32.0,8.0,3.0,21.0,10.0,6.0,18.0,4.0,12.0,16.0,13.0,14.0,22.0,25.0,14.0,17.0,5.0,1.0,9.0,2.0,3.0,,39.0,60.0,100.0,,,18.0,5.0,2.0,,,7.0,3.0,2.0,,75.0,4.0,3.0,,,
164232595,Ineedyoudead,twisting-nether,80.0,7977.0,56.0,56.0,33.0,57.0,,12.0,50.0,37.0,55.0,12.0,100.0,50.0,44.0,60.0,78.0,9.0,9.0,3.0,7.0,,8.0,24.0,19.0,22.0,17.0,2.0,2.0,18.0,20.0,9.0,5.0,5.0,1.0,4.0,,1.0,12.0,7.0,12.0,2.0,2.0,1.0,8.0,12.0,7.0,,46.0,57.0,100.0,,,24.0,7.0,1.0,,,11.0,4.0,1.0,,42.0,12.0,5.0,,,
175857019,Tindertank,twisting-nether,21.0,242.0,,,,,,,0.0,0.0,100.0,100.0,,,0.0,,50.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,2.0,,,,,,,0.0,0.0,1.0,1.0,,,0.0,,1.0,,75.0,,,,,4.0,,,,,3.0,,,,,,,,,
117678468,Nozarash,twisting-nether,11.0,15287.0,24.0,55.0,36.0,33.0,50.0,14.0,45.0,62.0,60.0,78.0,20.0,,0.0,,,25.0,11.0,11.0,6.0,8.0,22.0,11.0,13.0,10.0,9.0,10.0,,1.0,,,6.0,6.0,4.0,2.0,4.0,3.0,5.0,8.0,6.0,7.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
160816804,Нэльва,howling-fjord,37.0,497.0,67.0,,,,,80.0,0.0,,0.0,,,,100.0,,100.0,3.0,,,,,5.0,1.0,,1.0,,,,1.0,,1.0,2.0,,,,,4.0,0.0,,0.0,,,,1.0,,1.0,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,
130938716,Winterbørn,twisting-nether,26.0,2527.0,0.0,11.0,25.0,50.0,100.0,0.0,25.0,80.0,100.0,64.0,17.0,,,0.0,0.0,1.0,9.0,4.0,4.0,2.0,2.0,4.0,5.0,7.0,11.0,6.0,,,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,7.0,7.0,1.0,,,0.0,0.0,,,,100.0,,,,,2.0,,,,,2.0,,,,,,,
174970275,Harada,uldum,31.0,9997.0,0.0,,,57.0,,67.0,65.0,62.0,69.0,63.0,48.0,,46.0,33.0,0.0,3.0,,,21.0,,3.0,20.0,26.0,16.0,19.0,21.0,,41.0,27.0,2.0,0.0,,,12.0,,2.0,13.0,16.0,11.0,12.0,10.0,,19.0,9.0,0.0,40.0,56.0,33.0,100.0,,5.0,16.0,6.0,6.0,,2.0,9.0,2.0,6.0,,,,,,,
97587780,Vesias,tarren-mill,3.0,13145.0,36.0,55.0,57.0,64.0,61.0,60.0,83.0,100.0,50.0,67.0,78.0,,,,,11.0,20.0,23.0,14.0,28.0,5.0,12.0,8.0,4.0,3.0,9.0,,,,,4.0,11.0,13.0,9.0,17.0,3.0,10.0,8.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
192017612,Pomfritzel,silvermoon,15.0,885.0,67.0,,,,,50.0,,100.0,,,,,100.0,0.0,67.0,3.0,,,,,2.0,,1.0,,,,,2.0,1.0,3.0,2.0,,,,,1.0,,1.0,,,,,2.0,0.0,2.0,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,49.0,62.0,54.0,60.0,58.0,40.0,56.0,59.0,70.0,79.0,76.0,,0.0,,,39.0,110.0,79.0,52.0,53.0,30.0,70.0,27.0,91.0,24.0,21.0,,2.0,,,19.0,68.0,43.0,31.0,31.0,12.0,39.0,16.0,64.0,19.0,16.0,,0.0,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
117935661,Hairyshocka,blackhand,19.0,5942.0,50.0,45.0,45.0,70.0,59.0,67.0,50.0,52.0,22.0,27.0,50.0,,,,,2.0,31.0,20.0,23.0,29.0,3.0,28.0,23.0,18.0,30.0,10.0,,,,,1.0,14.0,9.0,16.0,17.0,2.0,14.0,12.0,4.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
174856659,Bwonsandin,twisting-nether,18.0,351.0,,,,100.0,,,0.0,100.0,0.0,0.0,,,,0.0,,,,,1.0,,,2.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,,,0.0,2.0,0.0,0.0,,,,0.0,,,100.0,,,,,1.0,,,,,1.0,,,,100.0,2.0,2.0,,,
69296778,Wtsfood,stormscale,12.0,17680.0,43.0,62.0,52.0,55.0,46.0,64.0,43.0,,88.0,100.0,0.0,100.0,,,,134.0,97.0,77.0,85.0,83.0,39.0,7.0,,8.0,2.0,1.0,2.0,,,,58.0,60.0,40.0,47.0,38.0,25.0,3.0,,7.0,2.0,0.0,2.0,,,,,,25.0,,,,,4.0,,,,,1.0,,,,,,,,
175727426,Fortuziro,twisting-nether,14.0,244.0,,,,33.0,,,,100.0,,,,,,100.0,100.0,,,,3.0,,,,1.0,,,,,,1.0,2.0,,,,1.0,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
150589968,Unluck,nemesis,49.0,971.0,,100.0,,,,100.0,50.0,50.0,0.0,33.0,50.0,0.0,100.0,33.0,0.0,,1.0,,,,1.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,,1.0,,,,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,,3.0,,,,,0.0,,,,,,,,
83696336,Palast,nemesis,5.0,290.0,,,0.0,,,,50.0,0.0,0.0,100.0,,,100.0,,0.0,,,1.0,,,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,,0.0,,,,1.0,0.0,0.0,1.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
124508002,Themis,les-sentinelles,13.0,1346.0,50.0,,,,,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,75.0,50.0,,,,4.0,4.0,,,,3.0,2.0,,,,,,,,
76862535,Garrotatore,nemesis,10.0,26358.0,42.0,54.0,59.0,59.0,38.0,38.0,54.0,56.0,45.0,36.0,60.0,,,,,59.0,79.0,75.0,73.0,65.0,82.0,54.0,16.0,78.0,14.0,5.0,,,,,25.0,43.0,44.0,43.0,25.0,31.0,29.0,9.0,35.0,5.0,3.0,,,,,,100.0,,100.0,,,1.0,,5.0,,,1.0,,5.0,,,,,,,
110672239,Haartman,drakthul,11.0,2541.0,38.0,38.0,50.0,80.0,67.0,25.0,31.0,100.0,70.0,67.0,80.0,0.0,,,,8.0,8.0,2.0,5.0,6.0,4.0,13.0,10.0,10.0,9.0,5.0,1.0,,,,3.0,3.0,1.0,4.0,4.0,1.0,4.0,10.0,7.0,6.0,4.0,0.0,,,,,,100.0,,100.0,,,1.0,,2.0,,,1.0,,2.0,,,,,,
124422982,Lookatmefan,blackrock,14.0,1378.0,100.0,0.0,0.0,33.0,100.0,0.0,100.0,,40.0,,,,100.0,100.0,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,5.0,,,,2.0,3.0,,2.0,0.0,0.0,1.0,1.0,0.0,2.0,,2.0,,,,2.0,3.0,,,100.0,100.0,,,,3.0,2.0,,,,3.0,2.0,,,,,,,,
238743096,Старгейт,greymane,15.0,40307.0,75.0,83.0,54.0,64.0,52.0,46.0,92.0,92.0,64.0,88.0,88.0,80.0,100.0,100.0,,63.0,77.0,89.0,67.0,91.0,26.0,13.0,12.0,14.0,17.0,8.0,5.0,1.0,1.0,,47.0,64.0,48.0,43.0,47.0,12.0,12.0,11.0,9.0,15.0,7.0,4.0,1.0,1.0,,100.0,0.0,80.0,,,2.0,1.0,5.0,,,2.0,0.0,4.0,,,,,,,,
175275150,Kyliet,sanguino,197.0,183.0,100.0,,,,,,,,,0.0,,,50.0,,,1.0,,,,,,,,,2.0,,,2.0,,,1.0,,,,,,,,,0.0,,,1.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,
158746586,Kohanayim,twilights-hammer,83.0,6181.0,73.0,,,57.0,,50.0,64.0,48.0,65.0,36.0,,78.0,46.0,56.0,58.0,15.0,,,14.0,,12.0,22.0,29.0,23.0,22.0,,9.0,24.0,25.0,19.0,11.0,,,8.0,,6.0,14.0,14.0,15.0,8.0,,7.0,11.0,14.0,11.0,67.0,52.0,78.0,,0.0,3.0,33.0,9.0,,1.0,2.0,17.0,7.0,,0.0,29.0,17.0,5.0,,,
197231442,Caligine,nemesis,5.0,241.0,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,50.0,,100.0,,,2.0,,1.0,,,1.0,,1.0,,,,,,,,
163439057,Volsok,draenor,32.0,577.0,,,,0.0,,,100.0,50.0,100.0,33.0,,,,80.0,100.0,,,,1.0,,,1.0,2.0,2.0,3.0,,,,5.0,1.0,,,,0.0,,,1.0,1.0,2.0,1.0,,,,4.0,1.0,,50.0,,,,,2.0,,,,,1.0,,,,,,,,,
33356986,Лаунч,howling-fjord,22.0,20308.0,72.0,72.0,61.0,68.0,69.0,53.0,60.0,67.0,75.0,33.0,33.0,0.0,57.0,0.0,100.0,39.0,78.0,71.0,62.0,64.0,32.0,20.0,3.0,8.0,6.0,3.0,1.0,7.0,2.0,2.0,28.0,56.0,43.0,42.0,44.0,17.0,12.0,2.0,6.0,2.0,1.0,0.0,4.0,0.0,2.0,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
164846369,Klexe,blackrock,12.0,4952.0,75.0,,,60.0,,33.0,50.0,50.0,67.0,73.0,,57.0,44.0,50.0,31.0,8.0,,,5.0,,3.0,8.0,6.0,3.0,11.0,,14.0,9.0,8.0,13.0,6.0,,,3.0,,1.0,4.0,3.0,2.0,8.0,,8.0,4.0,4.0,4.0,,60.0,50.0,,83.0,,5.0,6.0,,6.0,,3.0,3.0,,5.0,0.0,1.0,0.0,,,
164676101,Algrunas,kazzak,16.0,1342.0,50.0,67.0,100.0,33.0,,67.0,100.0,0.0,,33.0,50.0,,,,100.0,2.0,3.0,1.0,3.0,,3.0,2.0,2.0,,3.0,2.0,,,,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,0.0,,1.0,1.0,,,,2.0,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,
