character.id,character.name,character.realm.slug,honor_level,honorable_kills,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Korrak's Revenge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Korrak's Revenge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Ashran win_rate,Ashran played,Ashran won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
154135172,Imaqtcats,sanguino,7.0,691.0,0.0,71.0,75.0,100.0,50.0,100.0,50.0,0.0,100.0,100.0,2.0,7.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145643572,Rekatron,tarren-mill,32.0,8671.0,50.0,71.0,57.0,,71.0,133.0,67.0,20.0,100.0,100.0,8.0,7.0,7.0,,7.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,4.0,,5.0,4.0,2.0,1.0,2.0,2.0,67.0,29.0,67.0,33.0,80.0,29.0,0.0,85.0,3.0,7.0,3.0,3.0,5.0,7.0,1.0,13.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,11.0,,,,,,,,,,,,,,,
81214680,Blaxxtariam,frostwolf,39.0,32622.0,51.0,48.0,59.0,,49.0,79.0,47.0,50.0,43.0,,109.0,86.0,121.0,,65.0,19.0,15.0,12.0,7.0,,56.0,41.0,71.0,,32.0,15.0,7.0,6.0,3.0,,43.0,53.0,55.0,56.0,51.0,52.0,,,51.0,116.0,84.0,78.0,72.0,23.0,,,22.0,62.0,46.0,44.0,37.0,12.0,,,48.0,82.0,39.0,,,,,,,,,,,,
119766949,Admitancja,burning-legion,47.0,6144.0,60.0,50.0,73.0,,50.0,0.0,0.0,100.0,100.0,0.0,5.0,16.0,15.0,,18.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,11.0,,9.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,46.0,71.0,0.0,90.0,,,1.0,8.0,13.0,7.0,1.0,10.0,,,0.0,4.0,6.0,5.0,0.0,9.0,,,60.0,10.0,6.0,0.0,1.0,0.0,,,,,,,,,
140580886,Kènpachî,blackrock,75.0,20030.0,43.0,40.0,20.0,,71.0,150.0,50.0,50.0,100.0,60.0,7.0,5.0,5.0,,7.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,,5.0,3.0,1.0,1.0,1.0,3.0,75.0,38.0,10.0,50.0,50.0,,,,4.0,16.0,10.0,12.0,2.0,,,,3.0,6.0,1.0,6.0,1.0,,,,86.0,7.0,6.0,,,,,,,,,,,,
147314448,Gordux,thrall,24.0,347.0,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117024009,Extoria,terrordar,29.0,1709.0,0.0,25.0,50.0,,0.0,,,,0.0,0.0,2.0,4.0,2.0,,2.0,,,,1.0,1.0,0.0,1.0,1.0,,0.0,,,,0.0,0.0,60.0,25.0,29.0,0.0,,0.0,,,5.0,8.0,7.0,1.0,,1.0,,,3.0,2.0,2.0,0.0,,0.0,,,50.0,2.0,1.0,,,,100.0,84.0,84.0,,,,,,
153806585,Мст,gordunni,20.0,2581.0,33.0,46.0,69.0,80.0,75.0,40.0,75.0,33.0,100.0,50.0,6.0,13.0,13.0,5.0,8.0,10.0,8.0,6.0,3.0,6.0,2.0,6.0,9.0,4.0,6.0,4.0,6.0,2.0,3.0,3.0,50.0,,,29.0,50.0,67.0,100.0,0.0,4.0,,,7.0,4.0,3.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,0.0,,,,0.0,1.0,0.0,100.0,4.0,4.0,,,,,,
35008478,Helldorado,dethecus,49.0,6003.0,60.0,100.0,33.0,,67.0,,0.0,,50.0,100.0,5.0,3.0,3.0,,3.0,,1.0,,2.0,1.0,3.0,3.0,1.0,,2.0,,0.0,,1.0,1.0,42.0,51.0,78.0,62.0,53.0,,,,12.0,35.0,18.0,13.0,15.0,,,,5.0,18.0,14.0,8.0,8.0,,,,47.0,17.0,8.0,,,,100.0,2.0,2.0,,,,,,
10699933,Hugopala,dethecus,5.0,11235.0,67.0,,50.0,,0.0,0.0,,100.0,,,9.0,,14.0,,1.0,1.0,,2.0,,,6.0,,7.0,,0.0,0.0,,2.0,,,45.0,62.0,42.0,61.0,59.0,,,,31.0,21.0,26.0,23.0,29.0,,,,14.0,13.0,11.0,14.0,17.0,,,,45.0,22.0,10.0,,,,,,,,,,,,
195482970,Brianno,kazzak,53.0,3910.0,50.0,100.0,22.0,25.0,58.0,44.0,40.0,55.0,88.0,79.0,8.0,4.0,9.0,4.0,12.0,9.0,5.0,11.0,8.0,14.0,4.0,4.0,2.0,1.0,7.0,4.0,2.0,6.0,7.0,11.0,75.0,,,100.0,67.0,,,,4.0,,,3.0,3.0,,,,3.0,,,3.0,2.0,,,,,,,50.0,16.0,8.0,,,,,,,,,
123988351,Erikson,alexstrasza,20.0,4113.0,54.0,67.0,43.0,,25.0,,,,,,13.0,6.0,7.0,,12.0,,,,,,7.0,4.0,3.0,,3.0,,,,,,50.0,60.0,33.0,50.0,50.0,33.0,,,16.0,10.0,3.0,4.0,8.0,3.0,,,8.0,6.0,1.0,2.0,4.0,1.0,,,40.0,10.0,4.0,,,,,,,,,,,,
51319175,Syjay,dethecus,85.0,16054.0,52.0,50.0,56.0,,50.0,0.0,,,,,23.0,4.0,16.0,,2.0,1.0,,,,,12.0,2.0,9.0,,1.0,0.0,,,,,52.0,54.0,60.0,59.0,56.0,29.0,,,31.0,26.0,30.0,22.0,36.0,7.0,,,16.0,14.0,18.0,13.0,20.0,2.0,,,61.0,28.0,17.0,,,,,,,,,,,,
161484022,Kurczaka,azshara,6.0,19177.0,40.0,50.0,,,,0.0,,,20.0,,5.0,2.0,,,,1.0,,,5.0,,2.0,1.0,,,,0.0,,,1.0,,82.0,64.0,50.0,73.0,38.0,,,,17.0,11.0,14.0,15.0,8.0,,,,14.0,7.0,7.0,11.0,3.0,,,,57.0,14.0,8.0,50.0,4.0,2.0,,,,,,,,,
124066180,Rawridin,alexstrasza,5.0,768.0,,100.0,100.0,,40.0,,,,,100.0,,1.0,1.0,,5.0,,,,,1.0,,1.0,1.0,,2.0,,,,,1.0,,,100.0,,50.0,0.0,,,,,1.0,,2.0,1.0,,,,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,
153416301,Holyheiko,blackhand,52.0,1968.0,100.0,0.0,50.0,,100.0,100.0,100.0,33.0,0.0,,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,1.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,,60.0,0.0,0.0,50.0,67.0,50.0,,,5.0,1.0,1.0,2.0,6.0,4.0,,,3.0,0.0,0.0,1.0,4.0,2.0,,,,,,50.0,4.0,2.0,100.0,89.0,89.0,,,,,,
166629786,Mackthetank,kazzak,23.0,1246.0,0.0,33.0,,,100.0,,0.0,100.0,,,1.0,3.0,,,2.0,,1.0,1.0,,,0.0,1.0,,,2.0,,0.0,1.0,,,100.0,0.0,,50.0,,,,,1.0,1.0,,2.0,,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,
82411309,Avíana,onyxia,21.0,19997.0,66.0,70.0,52.0,,39.0,42.0,82.0,40.0,75.0,44.0,32.0,30.0,29.0,,33.0,12.0,11.0,5.0,4.0,9.0,21.0,21.0,15.0,,13.0,5.0,9.0,2.0,3.0,4.0,53.0,62.0,76.0,52.0,38.0,29.0,100.0,50.0,30.0,39.0,34.0,52.0,26.0,7.0,1.0,4.0,16.0,24.0,26.0,27.0,10.0,2.0,1.0,2.0,71.0,34.0,24.0,,,,100.0,6.0,6.0,,,,,,
135618512,Maldrock,blackrock,23.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,33.0,,,,1.0,,,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
185322365,Aertine,hyjal,38.0,46849.0,65.0,57.0,60.0,,57.0,56.0,68.0,38.0,69.0,50.0,80.0,53.0,60.0,,40.0,25.0,31.0,21.0,36.0,10.0,52.0,30.0,36.0,,23.0,14.0,21.0,8.0,25.0,5.0,59.0,69.0,71.0,68.0,56.0,44.0,83.0,100.0,95.0,89.0,89.0,117.0,78.0,27.0,6.0,1.0,56.0,61.0,63.0,80.0,44.0,12.0,5.0,1.0,50.0,58.0,29.0,33.0,3.0,1.0,100.0,11.0,11.0,,,,,,
82649630,Tesalion,blackhand,13.0,6050.0,46.0,69.0,29.0,,31.0,33.0,50.0,,67.0,67.0,13.0,16.0,7.0,,13.0,3.0,2.0,,3.0,3.0,6.0,11.0,2.0,,4.0,1.0,1.0,,2.0,2.0,15.0,57.0,50.0,23.0,14.0,29.0,,100.0,26.0,14.0,10.0,13.0,14.0,14.0,,5.0,4.0,8.0,5.0,3.0,2.0,4.0,,5.0,40.0,5.0,2.0,100.0,2.0,2.0,,,,,,,,,
129494809,Veroxus,blackmoore,21.0,1849.0,50.0,100.0,50.0,,,,100.0,,0.0,0.0,2.0,1.0,2.0,,,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,0.0,0.0,0.0,33.0,60.0,0.0,31.0,0.0,,,4.0,3.0,5.0,2.0,13.0,1.0,,,0.0,1.0,3.0,0.0,4.0,0.0,,,0.0,2.0,0.0,100.0,1.0,1.0,,,,,,,,,
110884780,Ceraia,onyxia,4.0,224.0,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133349459,Lampztar,twisting-nether,21.0,12354.0,33.0,67.0,100.0,,83.0,33.0,67.0,50.0,83.0,0.0,3.0,6.0,1.0,,6.0,6.0,3.0,2.0,6.0,2.0,1.0,4.0,1.0,,5.0,2.0,2.0,1.0,5.0,0.0,60.0,54.0,60.0,52.0,100.0,0.0,,,15.0,35.0,47.0,29.0,2.0,1.0,,,9.0,19.0,28.0,15.0,2.0,0.0,,,50.0,24.0,12.0,50.0,4.0,2.0,,,,,,,,,
105079508,Ilonura,dethecus,2.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,1.0,,,,1.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,
157578089,Jindox,malganis,15.0,2951.0,50.0,40.0,86.0,,43.0,,,,50.0,0.0,2.0,5.0,7.0,,7.0,,,,2.0,1.0,1.0,2.0,6.0,,3.0,,,,1.0,0.0,0.0,40.0,33.0,50.0,67.0,60.0,,,1.0,5.0,3.0,2.0,3.0,5.0,,,0.0,2.0,1.0,1.0,2.0,3.0,,,0.0,2.0,0.0,100.0,1.0,1.0,,,,,,,,,
161885931,Hellsaw,azshara,18.0,10196.0,0.0,33.0,50.0,,50.0,,,,,,1.0,3.0,4.0,,2.0,,,,,,0.0,1.0,2.0,,1.0,,,,,,,0.0,0.0,0.0,,100.0,,,,1.0,5.0,1.0,,1.0,,,,0.0,0.0,0.0,,1.0,,,0.0,2.0,0.0,,,,,,,,,,,,
161936617,Sariton,onyxia,13.0,470.0,50.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,50.0,0.0,0.0,50.0,100.0,100.0,,,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,0.0,0.0,1.0,1.0,1.0,,,33.0,3.0,1.0,,,,,,,,,,,,
133763979,Vilarina,blackrock,77.0,8545.0,47.0,50.0,38.0,200.0,65.0,50.0,75.0,64.0,,40.0,34.0,18.0,32.0,3.0,23.0,4.0,4.0,11.0,,5.0,16.0,9.0,12.0,6.0,15.0,2.0,3.0,7.0,,2.0,65.0,52.0,48.0,50.0,75.0,29.0,,,20.0,42.0,25.0,14.0,12.0,7.0,,,13.0,22.0,12.0,7.0,9.0,2.0,,,73.0,11.0,8.0,50.0,2.0,1.0,,,,,,,,,
176201206,Nakkimon,bronze-dragonflight,19.0,7297.0,27.0,58.0,60.0,38.0,50.0,73.0,42.0,46.0,62.0,60.0,11.0,12.0,15.0,8.0,16.0,11.0,12.0,13.0,13.0,15.0,3.0,7.0,9.0,3.0,8.0,8.0,5.0,6.0,8.0,9.0,72.0,,,33.0,36.0,,50.0,75.0,18.0,,,3.0,25.0,,2.0,4.0,13.0,,,1.0,9.0,,1.0,3.0,,,,52.0,27.0,14.0,,,,,,,,,
154611591,Razulko,eredar,70.0,257.0,,0.0,,,100.0,100.0,,,,,,1.0,,,1.0,1.0,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,
135460264,Eroowina,burning-legion,2.0,157.0,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
117031845,Sennaj,frostwolf,11.0,793.0,0.0,0.0,100.0,,100.0,,,,0.0,,1.0,2.0,1.0,,1.0,,,,1.0,,0.0,0.0,1.0,,1.0,,,,0.0,,40.0,0.0,,,40.0,0.0,,100.0,5.0,2.0,,,5.0,1.0,,1.0,2.0,0.0,,,2.0,0.0,,1.0,,,,,,,100.0,9.0,9.0,,,,,,
165534147,Moera,anubarak,44.0,3543.0,,0.0,100.0,,,100.0,100.0,100.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,0.0,1.0,,,1.0,1.0,1.0,,,0.0,20.0,50.0,50.0,,,,90.0,1.0,5.0,2.0,2.0,,,,21.0,0.0,1.0,1.0,1.0,,,,19.0,,,,,,,100.0,2.0,2.0,100.0,1.0,1.0,,,
120611097,Pallmalle,blackrock,17.0,353.0,0.0,,,,0.0,0.0,,,,,1.0,,,,1.0,1.0,,,,,0.0,,,,0.0,0.0,,,,,67.0,,0.0,0.0,0.0,67.0,,,3.0,,2.0,1.0,3.0,3.0,,,2.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
243193475,Crimsonlove,sylvanas,57.0,276.0,100.0,0.0,100.0,,0.0,100.0,100.0,,,50.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,2.0,1.0,0.0,2.0,,0.0,1.0,1.0,,,1.0,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
82253119,Xinsu,onyxia,42.0,8475.0,50.0,80.0,69.0,,45.0,50.0,,,100.0,,18.0,15.0,26.0,,22.0,2.0,,,3.0,,9.0,12.0,18.0,,10.0,1.0,,,3.0,,49.0,60.0,66.0,64.0,42.0,86.0,33.0,,37.0,15.0,29.0,36.0,19.0,7.0,3.0,,18.0,9.0,19.0,23.0,8.0,6.0,1.0,,76.0,33.0,25.0,50.0,8.0,4.0,,,,,,,,,
132204321,Lilliona,mugthol,19.0,32905.0,58.0,70.0,68.0,,53.0,,,,,,26.0,20.0,22.0,,19.0,,,,,,15.0,14.0,15.0,,10.0,,,,,,67.0,66.0,57.0,65.0,70.0,36.0,,,39.0,289.0,367.0,31.0,20.0,14.0,,,26.0,192.0,208.0,20.0,14.0,5.0,,,77.0,31.0,24.0,,,,,,,,,,,,
116839787,Tâurenade,ysondre,60.0,7327.0,46.0,60.0,57.0,,29.0,50.0,0.0,0.0,0.0,0.0,26.0,5.0,23.0,,7.0,10.0,1.0,2.0,1.0,1.0,12.0,3.0,13.0,,2.0,5.0,0.0,0.0,0.0,0.0,60.0,41.0,43.0,33.0,40.0,67.0,,,5.0,37.0,28.0,21.0,5.0,9.0,,,3.0,15.0,12.0,7.0,2.0,6.0,,,50.0,20.0,10.0,,,,,,,,,,,,
148847795,Nìkkì,tarren-mill,59.0,5951.0,62.0,50.0,58.0,,92.0,67.0,67.0,36.0,71.0,0.0,13.0,24.0,19.0,,24.0,18.0,15.0,14.0,7.0,3.0,8.0,12.0,11.0,,22.0,12.0,10.0,5.0,5.0,0.0,53.0,100.0,75.0,19.0,67.0,54.0,100.0,,15.0,2.0,4.0,16.0,9.0,24.0,1.0,,8.0,2.0,3.0,3.0,6.0,13.0,1.0,,50.0,2.0,1.0,,,,,,,,,,,,
175702618,Pjonka,burning-legion,13.0,526.0,67.0,100.0,0.0,,0.0,,,100.0,,50.0,3.0,2.0,1.0,,2.0,,,2.0,,2.0,2.0,2.0,0.0,,0.0,,,2.0,,1.0,,,,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
88946441,Marfuska,draenor,8.0,2297.0,67.0,67.0,0.0,,50.0,,0.0,0.0,,,6.0,3.0,2.0,,8.0,,1.0,3.0,,,4.0,2.0,0.0,,4.0,,0.0,0.0,,,33.0,57.0,83.0,60.0,0.0,50.0,,,12.0,7.0,6.0,5.0,3.0,2.0,,,4.0,4.0,5.0,3.0,0.0,1.0,,,60.0,5.0,3.0,,,,,,,,,,,,
176648432,Pavema,neptulon,10.0,1881.0,57.0,33.0,55.0,67.0,67.0,33.0,22.0,70.0,0.0,100.0,7.0,6.0,11.0,3.0,6.0,6.0,9.0,10.0,4.0,3.0,4.0,2.0,6.0,2.0,4.0,2.0,2.0,7.0,0.0,3.0,50.0,,,,100.0,,,,4.0,,,,2.0,,,,2.0,,,,2.0,,,,,,,0.0,2.0,0.0,,,,,,,,,
95604726,Cránkill,dethecus,15.0,619.0,100.0,50.0,50.0,,75.0,,100.0,100.0,,75.0,1.0,2.0,2.0,,4.0,,1.0,2.0,,4.0,1.0,1.0,1.0,,3.0,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161940989,Ramegrag,dun-modr,68.0,28829.0,72.0,69.0,46.0,75.0,74.0,62.0,70.0,72.0,30.0,67.0,60.0,59.0,54.0,12.0,93.0,48.0,47.0,54.0,33.0,57.0,43.0,41.0,25.0,9.0,69.0,30.0,33.0,39.0,10.0,38.0,41.0,33.0,100.0,72.0,40.0,0.0,25.0,29.0,37.0,6.0,1.0,47.0,30.0,1.0,4.0,7.0,15.0,2.0,1.0,34.0,12.0,0.0,1.0,2.0,,,,53.0,17.0,9.0,,,,,,,,,
174856659,Bwonsandin,twisting-nether,18.0,351.0,0.0,100.0,0.0,100.0,0.0,100.0,,0.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,0.0,2.0,0.0,2.0,0.0,1.0,,0.0,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
179868022,Mùtan,archimonde,8.0,2414.0,100.0,67.0,20.0,,67.0,0.0,0.0,100.0,,0.0,2.0,3.0,5.0,,3.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,,2.0,0.0,0.0,1.0,,0.0,33.0,,,,0.0,0.0,,82.0,3.0,,,,1.0,3.0,,11.0,1.0,,,,0.0,0.0,,9.0,,,,,,,100.0,3.0,3.0,,,,,,
195828607,Diamantta,kazzak,5.0,325.0,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.0,,,100.0,,,,,2.0,,,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
153387395,Snaatz,malganis,54.0,355.0,,,50.0,,,0.0,50.0,,,,,,4.0,,,1.0,2.0,,,,,,2.0,,,0.0,1.0,,,,,,100.0,100.0,100.0,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
158746586,Kohanayim,twilights-hammer,83.0,6181.0,64.0,48.0,65.0,29.0,36.0,52.0,46.0,56.0,78.0,58.0,22.0,29.0,23.0,17.0,22.0,33.0,24.0,25.0,9.0,19.0,14.0,14.0,15.0,5.0,8.0,17.0,11.0,14.0,7.0,11.0,73.0,,,57.0,50.0,,67.0,0.0,15.0,,,14.0,12.0,,3.0,1.0,11.0,,,8.0,6.0,,2.0,0.0,,,,78.0,9.0,7.0,,,,,,,,,
169094090,Nogi,kazzak,155.0,1828.0,,50.0,0.0,,,,,,40.0,0.0,,2.0,1.0,,,,,,5.0,1.0,,1.0,0.0,,,,,,2.0,0.0,50.0,,,,50.0,,,,2.0,,,,2.0,,,,1.0,,,,1.0,,,,,,,75.0,8.0,6.0,,,,,,,,,
167867313,Thespecter,tarren-mill,1.0,120.0,50.0,,,,,0.0,,,0.0,,2.0,,,,,1.0,,,1.0,,1.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167091342,Himdal,tarren-mill,28.0,28634.0,44.0,59.0,49.0,,57.0,0.0,100.0,33.0,,,61.0,44.0,65.0,,72.0,2.0,2.0,3.0,,,27.0,26.0,32.0,,41.0,0.0,2.0,1.0,,,32.0,53.0,43.0,52.0,47.0,45.0,,,128.0,119.0,75.0,104.0,81.0,11.0,,,41.0,63.0,32.0,54.0,38.0,5.0,,,57.0,58.0,33.0,,,,,,,,,,,,
66571785,Goldeneyez,hellscream,11.0,16524.0,46.0,56.0,43.0,,42.0,0.0,0.0,,100.0,,28.0,16.0,23.0,,12.0,3.0,1.0,,1.0,,13.0,9.0,10.0,,5.0,0.0,0.0,,1.0,,62.0,48.0,53.0,50.0,35.0,50.0,,,24.0,48.0,30.0,34.0,20.0,12.0,,,15.0,23.0,16.0,17.0,7.0,6.0,,,51.0,45.0,23.0,100.0,2.0,2.0,100.0,1.0,1.0,,,,,,
100104619,Hermanø,ysondre,32.0,3915.0,75.0,57.0,60.0,,100.0,67.0,67.0,57.0,100.0,60.0,4.0,7.0,5.0,,3.0,3.0,3.0,7.0,4.0,5.0,3.0,4.0,3.0,,3.0,2.0,2.0,4.0,4.0,3.0,55.0,,,25.0,100.0,,,,11.0,,,4.0,2.0,,,,6.0,,,1.0,2.0,,,,,,,75.0,4.0,3.0,,,,,,,,,
56394087,Chùùt,ysondre,6.0,13054.0,28.0,40.0,53.0,,100.0,,,,,,18.0,5.0,17.0,,3.0,,,,,,5.0,2.0,9.0,,3.0,,,,,,31.0,56.0,61.0,61.0,54.0,100.0,,,26.0,39.0,28.0,18.0,13.0,2.0,,,8.0,22.0,17.0,11.0,7.0,2.0,,,57.0,14.0,8.0,,,,,,,,,,,,
146754623,Palladini,blackrock,6.0,944.0,100.0,50.0,100.0,,0.0,0.0,,,0.0,,2.0,2.0,1.0,,1.0,2.0,,,2.0,,2.0,1.0,1.0,,0.0,0.0,,,0.0,,0.0,,,100.0,100.0,,0.0,,1.0,,,2.0,1.0,,1.0,,0.0,,,2.0,1.0,,0.0,,,,,,,,100.0,4.0,4.0,,,,,,
161897582,Deceause,onyxia,7.0,1332.0,0.0,0.0,100.0,,0.0,,33.0,50.0,80.0,,1.0,2.0,1.0,,1.0,,3.0,2.0,5.0,,0.0,0.0,1.0,,0.0,,1.0,1.0,4.0,,67.0,,0.0,33.0,0.0,100.0,,,3.0,,1.0,3.0,2.0,1.0,,,2.0,,0.0,1.0,0.0,1.0,,,,,,100.0,1.0,1.0,,,,,,,,,
146253807,Valontuoja,kazzak,5.0,27067.0,58.0,0.0,75.0,,50.0,,100.0,50.0,,50.0,12.0,2.0,12.0,,2.0,,2.0,2.0,,2.0,7.0,0.0,9.0,,1.0,,2.0,1.0,,1.0,63.0,68.0,64.0,68.0,58.0,0.0,,,65.0,121.0,110.0,69.0,26.0,1.0,,,41.0,82.0,70.0,47.0,15.0,0.0,,,60.0,42.0,25.0,50.0,2.0,1.0,,,,,,,,,
166017290,Gadolinium,blackrock,85.0,3132.0,36.0,33.0,40.0,,62.0,67.0,100.0,50.0,,,11.0,6.0,10.0,,13.0,3.0,2.0,2.0,,,4.0,2.0,4.0,,8.0,2.0,2.0,1.0,,,67.0,57.0,50.0,33.0,100.0,100.0,,,3.0,7.0,4.0,12.0,4.0,4.0,,,2.0,4.0,2.0,4.0,4.0,4.0,,,43.0,7.0,3.0,,,,,,,,,,,,
77320949,Mylux,terrordar,6.0,10835.0,42.0,33.0,38.0,,50.0,40.0,67.0,0.0,100.0,60.0,12.0,3.0,16.0,,8.0,5.0,3.0,3.0,3.0,5.0,5.0,1.0,6.0,,4.0,2.0,2.0,0.0,3.0,3.0,60.0,56.0,50.0,35.0,32.0,,67.0,,40.0,66.0,36.0,23.0,25.0,,3.0,,24.0,37.0,18.0,8.0,8.0,,2.0,,64.0,22.0,14.0,62.0,8.0,5.0,,,,,,,,,
83359347,Børs,onyxia,3.0,1365.0,67.0,50.0,50.0,,100.0,,,,,,3.0,2.0,2.0,,1.0,,,,,,2.0,1.0,1.0,,1.0,,,,,,100.0,0.0,0.0,100.0,0.0,,,,6.0,1.0,1.0,1.0,2.0,,,,6.0,0.0,0.0,1.0,0.0,,,,0.0,3.0,0.0,,,,,,,,,,,,
158191267,Ungenossia,blackhand,47.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
129243928,Darox,onyxia,23.0,1210.0,60.0,100.0,,,0.0,100.0,100.0,100.0,0.0,100.0,5.0,1.0,,,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,,0.0,2.0,1.0,1.0,0.0,1.0,50.0,,,20.0,100.0,,,,10.0,,,5.0,1.0,,,,5.0,,,1.0,1.0,,,,,,,50.0,2.0,1.0,,,,,,,,,
82523626,Zhera,onyxia,16.0,8964.0,50.0,70.0,63.0,,57.0,0.0,67.0,50.0,,50.0,16.0,20.0,27.0,,7.0,2.0,3.0,2.0,,4.0,8.0,14.0,17.0,,4.0,0.0,2.0,1.0,,2.0,50.0,48.0,48.0,50.0,68.0,100.0,,20.0,36.0,23.0,21.0,12.0,38.0,1.0,,5.0,18.0,11.0,10.0,6.0,26.0,1.0,,1.0,65.0,23.0,15.0,,,,100.0,5.0,5.0,,,,,,
73455010,Howî,nazjatar,52.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
