character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Korrak's Revenge played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
173954705,Тринкиэм,gordunni,1.0,275.0,0.0,,0.0,,,,,,0.0,,,0.0,,,1.0,,2.0,,,,,,1.0,,,1.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138694487,Fleym,nemesis,25.0,15029.0,57.0,32.0,67.0,52.0,40.0,45.0,175.0,36.0,,40.0,62.0,22.0,0.0,86.0,23.0,25.0,12.0,23.0,10.0,11.0,4.0,11.0,,10.0,8.0,9.0,3.0,7.0,13.0,8.0,8.0,12.0,4.0,5.0,7.0,4.0,,4.0,5.0,2.0,0.0,6.0,28.0,42.0,25.0,40.0,0.0,17.0,39.0,24.0,24.0,5.0,2.0,12.0,11.0,10.0,6.0,2.0,0.0,2.0,,,,,,,,,
194270639,Kicklock,silvermoon,3.0,750.0,50.0,,,0.0,,0.0,,,0.0,100.0,100.0,,50.0,100.0,2.0,,,1.0,,1.0,,,1.0,2.0,1.0,,2.0,1.0,1.0,,,0.0,,0.0,,,0.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
153851129,Haway,eredar,11.0,2146.0,80.0,0.0,50.0,38.0,33.0,36.0,50.0,50.0,67.0,38.0,44.0,50.0,33.0,33.0,5.0,1.0,2.0,13.0,15.0,11.0,8.0,4.0,3.0,13.0,9.0,8.0,3.0,6.0,4.0,0.0,1.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171026989,Palanou,archimonde,8.0,870.0,75.0,,33.0,0.0,0.0,,,,40.0,50.0,25.0,100.0,100.0,,4.0,,3.0,2.0,1.0,,,,5.0,2.0,4.0,1.0,1.0,,3.0,,1.0,0.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175810099,Paloushe,dalaran,9.0,2176.0,67.0,100.0,56.0,100.0,,0.0,,0.0,57.0,40.0,100.0,50.0,40.0,0.0,6.0,1.0,9.0,2.0,,2.0,,3.0,7.0,5.0,2.0,2.0,5.0,2.0,4.0,1.0,5.0,2.0,,0.0,,0.0,4.0,2.0,2.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
156356594,Wyrea,antonidas,16.0,234.0,0.0,,,,,,,,,,100.0,,,,1.0,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,1.0,,,,,,,,50.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,
158514551,Shoboligofut,tarren-mill,22.0,4632.0,24.0,50.0,16.0,57.0,65.0,56.0,,47.0,,0.0,100.0,0.0,100.0,,17.0,6.0,19.0,7.0,17.0,16.0,,17.0,,1.0,1.0,1.0,1.0,,4.0,3.0,3.0,4.0,11.0,9.0,,8.0,,0.0,1.0,0.0,1.0,,67.0,33.0,0.0,60.0,,,15.0,9.0,2.0,5.0,,,10.0,3.0,0.0,3.0,,,,,,,,,,,
62894345,Róman,aggramar,34.0,4961.0,58.0,20.0,50.0,67.0,50.0,100.0,,33.0,57.0,67.0,100.0,75.0,33.0,25.0,31.0,10.0,14.0,3.0,2.0,2.0,,6.0,7.0,3.0,2.0,4.0,6.0,4.0,18.0,2.0,7.0,2.0,1.0,2.0,,2.0,4.0,2.0,2.0,3.0,2.0,1.0,60.0,56.0,0.0,0.0,,,15.0,9.0,3.0,2.0,,,9.0,5.0,0.0,0.0,,,100.0,2.0,2.0,,,,,,
184739786,Volpala,silvermoon,16.0,234.0,,100.0,,,,,,,0.0,0.0,,100.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197506046,Mkl,silvermoon,3.0,552.0,100.0,0.0,,100.0,100.0,100.0,,0.0,,,,,100.0,100.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,2.0,0.0,,1.0,1.0,1.0,,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
107455796,Naysayer,azjolnerub,7.0,31485.0,50.0,56.0,43.0,38.0,31.0,40.0,,45.0,,,,,,,46.0,34.0,21.0,24.0,16.0,15.0,,20.0,,,,,,,23.0,19.0,9.0,9.0,5.0,6.0,,9.0,,,,,,,40.0,52.0,40.0,38.0,,,45.0,44.0,52.0,8.0,,,18.0,23.0,21.0,3.0,,,,,,,,,,,
161613941,Ciir,dun-morogh,23.0,2511.0,100.0,80.0,100.0,86.0,33.0,50.0,,50.0,100.0,33.0,62.0,62.0,0.0,80.0,2.0,5.0,2.0,7.0,9.0,4.0,,4.0,1.0,6.0,8.0,8.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,2.0,,2.0,1.0,2.0,5.0,5.0,0.0,4.0,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,
197456256,Keirri,chamber-of-aspects,25.0,1520.0,33.0,100.0,33.0,67.0,100.0,67.0,,60.0,,,0.0,,,,6.0,1.0,12.0,6.0,2.0,6.0,,5.0,,,1.0,,,,2.0,1.0,4.0,4.0,2.0,4.0,,3.0,,,0.0,,,,100.0,100.0,67.0,50.0,,,3.0,1.0,3.0,2.0,,,3.0,1.0,2.0,1.0,,,,,,,,,,,
160295954,Yaidon,argent-dawn,8.0,1834.0,,75.0,,43.0,50.0,40.0,,20.0,,33.0,44.0,40.0,100.0,50.0,,4.0,,7.0,4.0,5.0,,5.0,,3.0,9.0,5.0,2.0,6.0,,3.0,,3.0,2.0,2.0,,1.0,,1.0,4.0,2.0,2.0,3.0,,,,,50.0,,,,,,4.0,,,,,,2.0,,,,,,,,100.0,1.0,1.0
176226874,Heracles,trollbane,28.0,2747.0,0.0,0.0,0.0,29.0,70.0,43.0,0.0,70.0,,67.0,0.0,100.0,,,2.0,1.0,1.0,7.0,10.0,7.0,1.0,23.0,,3.0,1.0,1.0,,,0.0,0.0,0.0,2.0,7.0,3.0,0.0,16.0,,2.0,0.0,1.0,,,55.0,38.0,50.0,,,,11.0,8.0,2.0,,,,6.0,3.0,1.0,,,,,,,,,,,,
73037576,Vick,blackmoore,4.0,1145.0,100.0,0.0,,,27.0,,,100.0,0.0,100.0,,,,,1.0,1.0,,,11.0,,,2.0,2.0,1.0,,,,,1.0,0.0,,,3.0,,,2.0,0.0,1.0,,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
177603671,Lodewig,ragnaros,14.0,1310.0,67.0,50.0,100.0,50.0,100.0,0.0,100.0,40.0,,33.0,67.0,0.0,60.0,11.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,,3.0,6.0,3.0,5.0,9.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,,1.0,4.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186810033,Spoikey,silvermoon,58.0,8211.0,53.0,23.0,32.0,50.0,17.0,14.0,,50.0,60.0,100.0,50.0,0.0,50.0,100.0,30.0,13.0,19.0,12.0,12.0,7.0,,12.0,5.0,2.0,4.0,1.0,2.0,1.0,16.0,3.0,6.0,6.0,2.0,1.0,,6.0,3.0,2.0,2.0,0.0,1.0,1.0,29.0,29.0,33.0,7.0,,17.0,7.0,7.0,9.0,15.0,,6.0,2.0,2.0,3.0,1.0,,1.0,,,,,,,,,
77320949,Mylux,terrordar,6.0,10835.0,60.0,35.0,32.0,42.0,33.0,38.0,,50.0,62.0,40.0,67.0,0.0,100.0,60.0,40.0,23.0,25.0,12.0,3.0,16.0,,8.0,8.0,5.0,3.0,3.0,3.0,5.0,24.0,8.0,8.0,5.0,1.0,6.0,,4.0,5.0,2.0,2.0,0.0,3.0,3.0,56.0,50.0,64.0,,67.0,,66.0,36.0,22.0,,3.0,,37.0,18.0,14.0,,2.0,,,,,,,,,,
123450366,Dayls,uldaman,21.0,19725.0,58.0,57.0,67.0,55.0,57.0,33.0,,64.0,33.0,50.0,38.0,17.0,0.0,60.0,36.0,44.0,6.0,11.0,7.0,6.0,,11.0,3.0,8.0,8.0,6.0,3.0,5.0,21.0,25.0,4.0,6.0,4.0,2.0,,7.0,1.0,4.0,3.0,1.0,0.0,3.0,44.0,44.0,60.0,0.0,100.0,,43.0,36.0,42.0,1.0,1.0,,19.0,16.0,25.0,0.0,1.0,,,,,,,,,,
149997292,Korxi,aegwynn,24.0,23263.0,41.0,57.0,48.0,54.0,33.0,77.0,,14.0,33.0,67.0,50.0,,,50.0,93.0,60.0,27.0,13.0,12.0,13.0,,14.0,3.0,3.0,2.0,,,2.0,38.0,34.0,13.0,7.0,4.0,10.0,,2.0,1.0,2.0,1.0,,,1.0,58.0,62.0,62.0,73.0,,,83.0,66.0,65.0,11.0,,,48.0,41.0,40.0,8.0,,,,,,,,,,,
136173955,Anymako,dun-modr,4.0,266.0,,100.0,100.0,,,0.0,100.0,,,0.0,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170053575,Inprogress,tarren-mill,11.0,5153.0,31.0,31.0,23.0,30.0,47.0,46.0,,54.0,,,,100.0,,100.0,61.0,13.0,26.0,10.0,17.0,13.0,,13.0,,,,1.0,,1.0,19.0,4.0,6.0,3.0,8.0,6.0,,7.0,,,,1.0,,1.0,55.0,76.0,19.0,0.0,,,20.0,21.0,16.0,3.0,,,11.0,16.0,3.0,0.0,,,,,,,,,,,
135256953,Mohamlet,blackrock,23.0,630.0,,,,100.0,50.0,100.0,,67.0,,0.0,,,,,,,,1.0,2.0,3.0,,3.0,,2.0,,,,,,,,1.0,1.0,3.0,,2.0,,0.0,,,,,,0.0,0.0,0.0,,,,3.0,1.0,1.0,,,,0.0,0.0,0.0,,,,,,,,,,,
169607486,Pusselajto,twisting-nether,9.0,490.0,,100.0,0.0,50.0,33.0,50.0,,100.0,,50.0,0.0,50.0,,0.0,,1.0,1.0,2.0,3.0,2.0,,1.0,,4.0,1.0,4.0,,2.0,,1.0,0.0,1.0,1.0,1.0,,1.0,,2.0,0.0,2.0,,0.0,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,
109049870,Kailef,ravencrest,25.0,24734.0,47.0,45.0,34.0,46.0,45.0,63.0,3000.0,52.0,,50.0,67.0,0.0,0.0,100.0,64.0,98.0,38.0,59.0,29.0,63.0,1.0,25.0,,2.0,3.0,4.0,1.0,2.0,30.0,44.0,13.0,27.0,13.0,40.0,30.0,13.0,,1.0,2.0,0.0,0.0,2.0,54.0,53.0,41.0,50.0,,,127.0,97.0,94.0,20.0,,,69.0,51.0,39.0,10.0,,,,,,,,,,,
176492055,Mänoplas,dun-modr,9.0,1098.0,,100.0,,33.0,50.0,100.0,50.0,75.0,100.0,50.0,44.0,40.0,0.0,75.0,,1.0,,3.0,4.0,1.0,2.0,4.0,1.0,2.0,9.0,5.0,1.0,4.0,,1.0,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
115825811,Ponyó,ravencrest,10.0,1160.0,72.0,33.0,100.0,,0.0,,,100.0,0.0,0.0,33.0,0.0,50.0,33.0,18.0,3.0,1.0,,1.0,,,2.0,1.0,1.0,3.0,2.0,2.0,3.0,13.0,1.0,1.0,,0.0,,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
156541137,Eps,ravencrest,63.0,17313.0,61.0,80.0,100.0,100.0,50.0,100.0,,0.0,,100.0,,,,0.0,18.0,15.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,1.0,11.0,12.0,1.0,1.0,1.0,1.0,,0.0,,1.0,,,,0.0,57.0,41.0,41.0,,,,74.0,22.0,22.0,,,,42.0,9.0,9.0,,,,,,,,,,,,
176143624,Badgrith,azjolnerub,11.0,3468.0,71.0,60.0,33.0,67.0,100.0,83.0,,25.0,100.0,0.0,83.0,33.0,25.0,60.0,7.0,5.0,6.0,3.0,3.0,6.0,,4.0,1.0,1.0,6.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,,1.0,1.0,0.0,5.0,1.0,1.0,3.0,,,,,,0.0,,,,,,5.0,,,,,,0.0,,,,100.0,1.0,1.0,,,
197999120,Scála,aegwynn,7.0,2259.0,57.0,12.0,83.0,50.0,50.0,0.0,,50.0,100.0,67.0,50.0,0.0,57.0,0.0,7.0,8.0,6.0,2.0,6.0,1.0,,2.0,3.0,3.0,2.0,3.0,7.0,1.0,4.0,1.0,5.0,1.0,3.0,0.0,,1.0,3.0,2.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200770670,Дримстер,eversong,20.0,108.0,,,,0.0,100.0,0.0,0.0,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169724618,Verag,alleria,5.0,524.0,100.0,100.0,50.0,,0.0,,,50.0,,,100.0,100.0,,100.0,2.0,1.0,2.0,,1.0,,,2.0,,,1.0,2.0,,1.0,2.0,1.0,1.0,,0.0,,,1.0,,,1.0,2.0,,1.0,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,
160664798,Paldinia,norgannon,26.0,619.0,100.0,50.0,,0.0,0.0,0.0,,50.0,,67.0,50.0,50.0,,0.0,1.0,2.0,,1.0,2.0,1.0,,2.0,,3.0,2.0,2.0,,3.0,1.0,1.0,,0.0,0.0,0.0,,1.0,,2.0,1.0,1.0,,0.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,
168039986,Táurííel,blackmoore,26.0,4081.0,60.0,50.0,23.0,0.0,0.0,0.0,,25.0,47.0,0.0,50.0,50.0,77.0,50.0,15.0,6.0,13.0,2.0,3.0,2.0,,4.0,15.0,2.0,2.0,6.0,13.0,2.0,9.0,3.0,3.0,0.0,0.0,0.0,,1.0,7.0,0.0,1.0,3.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
131729269,Niraa,dun-morogh,21.0,8681.0,67.0,39.0,69.0,83.0,63.0,45.0,,59.0,100.0,40.0,50.0,68.0,50.0,79.0,15.0,28.0,13.0,12.0,19.0,11.0,,27.0,1.0,15.0,26.0,19.0,4.0,19.0,10.0,11.0,9.0,10.0,12.0,5.0,,16.0,1.0,6.0,13.0,13.0,2.0,15.0,,,,,57.0,,,,,,14.0,,,,,,8.0,,,,,,,,,,
126136509,Quetimporta,dun-morogh,17.0,4554.0,31.0,57.0,50.0,60.0,40.0,83.0,100.0,50.0,50.0,75.0,57.0,75.0,69.0,60.0,13.0,7.0,12.0,5.0,10.0,6.0,1.0,4.0,2.0,4.0,7.0,4.0,16.0,5.0,4.0,4.0,6.0,3.0,4.0,5.0,1.0,2.0,1.0,3.0,4.0,3.0,11.0,3.0,,,,,60.0,70.0,,,,,5.0,10.0,,,,,3.0,7.0,,,,,,,,,
195265457,Detreitor,nemesis,6.0,4504.0,0.0,60.0,0.0,0.0,0.0,25.0,,0.0,,0.0,,,,0.0,2.0,5.0,1.0,1.0,2.0,4.0,,3.0,,1.0,,,,1.0,0.0,3.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,50.0,50.0,57.0,,,,4.0,10.0,14.0,,,,2.0,5.0,8.0,,,,,,,,,,,,
109076201,Yusakukudo,antonidas,580.0,10758.0,11.0,7.0,16.0,19.0,12.0,13.0,,17.0,16.0,0.0,0.0,0.0,16.0,,107.0,15.0,113.0,16.0,17.0,15.0,,36.0,19.0,23.0,2.0,1.0,31.0,,12.0,1.0,18.0,3.0,2.0,2.0,,6.0,3.0,0.0,0.0,0.0,5.0,,24.0,25.0,,29.0,,,21.0,12.0,,14.0,,,5.0,3.0,,4.0,,,,,,,,,,,
135108316,Dalewren,silvermoon,20.0,6908.0,69.0,53.0,62.0,39.0,27.0,29.0,,38.0,20.0,29.0,0.0,0.0,80.0,100.0,16.0,15.0,21.0,18.0,26.0,17.0,,21.0,5.0,7.0,2.0,1.0,5.0,1.0,11.0,8.0,13.0,7.0,7.0,5.0,,8.0,1.0,2.0,0.0,0.0,4.0,1.0,46.0,44.0,24.0,43.0,42.0,,13.0,16.0,21.0,14.0,12.0,,6.0,7.0,5.0,6.0,5.0,,,,,,,,,,
241722119,Мундриим,gordunni,6.0,951.0,,50.0,,100.0,,0.0,,67.0,,100.0,20.0,100.0,,25.0,,2.0,,2.0,,1.0,,3.0,,2.0,5.0,2.0,,4.0,,1.0,,2.0,,0.0,,2.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
197478109,Saesenthesis,nemesis,13.0,268.0,,,,,,,,0.0,,0.0,50.0,50.0,,100.0,,,,,,,,2.0,,1.0,2.0,2.0,,1.0,,,,,,,,0.0,,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90582711,Nerfsalot,blackhand,7.0,1102.0,50.0,100.0,50.0,100.0,33.0,50.0,,100.0,67.0,0.0,50.0,50.0,100.0,,2.0,1.0,2.0,1.0,3.0,2.0,,1.0,3.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.0,1.0,1.0,2.0,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,
76283279,Ørgøs,blackhand,2.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,100.0,,,,,5.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,
152236648,Sondermüll,gilneas,9.0,1468.0,0.0,100.0,33.0,100.0,,0.0,,80.0,,,,100.0,,,1.0,2.0,3.0,2.0,,3.0,,5.0,,,,2.0,,,0.0,2.0,1.0,2.0,,0.0,,4.0,,,,2.0,,,55.0,60.0,50.0,,,,11.0,5.0,2.0,,,,6.0,3.0,1.0,,,,,,,,,,,,
132049684,Kintoosh,dun-morogh,23.0,7122.0,33.0,67.0,11.0,27.0,50.0,62.0,,53.0,67.0,69.0,54.0,56.0,33.0,70.0,6.0,12.0,9.0,11.0,12.0,13.0,,17.0,6.0,13.0,13.0,16.0,9.0,10.0,2.0,8.0,1.0,3.0,6.0,8.0,,9.0,4.0,9.0,7.0,9.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167291666,Dhivina,blackmoore,17.0,1635.0,100.0,43.0,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,43.0,67.0,30.0,,,,7.0,6.0,10.0,,,,3.0,4.0,3.0,,,,,,,,,,,,
246331923,Водрисов,gordunni,11.0,476.0,100.0,,,100.0,100.0,,,,0.0,100.0,,,,,1.0,,,1.0,1.0,,,,3.0,1.0,,,,,1.0,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148484240,Xyphíra,alleria,88.0,9955.0,62.0,55.0,29.0,50.0,33.0,32.0,100.0,41.0,,50.0,36.0,59.0,25.0,61.0,8.0,31.0,7.0,18.0,24.0,34.0,1.0,49.0,,30.0,36.0,22.0,4.0,23.0,5.0,17.0,2.0,9.0,8.0,11.0,1.0,20.0,,15.0,13.0,13.0,1.0,14.0,,,,33.0,39.0,0.0,,,,3.0,18.0,3.0,,,,1.0,7.0,0.0,100.0,17.0,17.0,50.0,2.0,1.0,,,
140411936,Brachialbro,blackrock,12.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,100.0,1.0,1.0,,,,,,
158827717,Sororíta,antonidas,15.0,963.0,,0.0,33.0,0.0,0.0,0.0,,67.0,0.0,25.0,80.0,100.0,0.0,100.0,,2.0,3.0,3.0,1.0,3.0,,3.0,3.0,4.0,5.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,1.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
161696787,Vasniia,burning-legion,201.0,8984.0,59.0,54.0,83.0,76.0,59.0,64.0,46.0,56.0,50.0,46.0,54.0,46.0,38.0,25.0,17.0,13.0,12.0,17.0,27.0,22.0,13.0,25.0,2.0,24.0,24.0,26.0,8.0,20.0,10.0,7.0,10.0,13.0,16.0,14.0,6.0,14.0,1.0,11.0,13.0,12.0,3.0,5.0,,,,,50.0,100.0,,,,,4.0,1.0,,,,,2.0,1.0,100.0,1.0,1.0,,,,,,
115463739,Ærdaras,blackhand,11.0,4606.0,50.0,25.0,40.0,33.0,60.0,46.0,,46.0,0.0,50.0,40.0,50.0,75.0,100.0,6.0,16.0,5.0,6.0,10.0,13.0,,13.0,1.0,10.0,10.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,6.0,6.0,,6.0,0.0,5.0,4.0,2.0,3.0,2.0,20.0,33.0,,100.0,,,10.0,3.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,
149922389,Verdikt,alleria,13.0,3767.0,60.0,100.0,100.0,31.0,40.0,67.0,,43.0,,0.0,57.0,,80.0,100.0,5.0,9.0,4.0,13.0,5.0,3.0,,14.0,,4.0,7.0,,5.0,2.0,3.0,9.0,4.0,4.0,2.0,2.0,,6.0,,0.0,4.0,,4.0,2.0,50.0,20.0,0.0,67.0,,,8.0,5.0,1.0,3.0,,,4.0,1.0,0.0,2.0,,,100.0,4.0,4.0,,,,,,
154405274,Landro,antonidas,7.0,130.0,,,0.0,,,0.0,,,,,,,,0.0,,,1.0,,,1.0,,,,,,,,1.0,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63211228,Bragi,aggramar,33.0,10186.0,64.0,38.0,36.0,46.0,40.0,50.0,,75.0,0.0,50.0,100.0,100.0,67.0,33.0,58.0,8.0,11.0,13.0,5.0,8.0,,4.0,1.0,4.0,2.0,5.0,3.0,3.0,37.0,3.0,4.0,6.0,2.0,4.0,,3.0,0.0,2.0,2.0,5.0,2.0,1.0,50.0,45.0,60.0,,,,105.0,20.0,5.0,,,,52.0,9.0,3.0,,,,,,,,,,,,
157162805,Bloodnoób,kazzak,24.0,2481.0,50.0,60.0,,75.0,50.0,100.0,,17.0,,0.0,100.0,,0.0,,4.0,5.0,,4.0,2.0,6.0,,6.0,,1.0,1.0,,1.0,,2.0,3.0,,3.0,1.0,6.0,,1.0,,0.0,1.0,,0.0,,100.0,100.0,,33.0,,,2.0,2.0,,3.0,,,2.0,2.0,,1.0,,,100.0,2.0,2.0,,,,,,
133275195,Âce,minahonda,47.0,4517.0,57.0,50.0,33.0,57.0,56.0,50.0,200.0,67.0,0.0,70.0,71.0,17.0,,17.0,7.0,4.0,3.0,14.0,16.0,12.0,2.0,6.0,1.0,10.0,28.0,6.0,,6.0,4.0,2.0,1.0,8.0,9.0,6.0,4.0,4.0,0.0,7.0,20.0,1.0,,1.0,50.0,,0.0,0.0,,,8.0,,1.0,2.0,,,4.0,,0.0,0.0,,,,,,,,,,,
178101787,Gethope,silvermoon,40.0,4661.0,50.0,70.0,,73.0,50.0,83.0,,67.0,0.0,86.0,75.0,60.0,0.0,0.0,10.0,10.0,,11.0,12.0,12.0,,15.0,1.0,7.0,8.0,5.0,3.0,2.0,5.0,7.0,,8.0,6.0,10.0,,10.0,0.0,6.0,6.0,3.0,0.0,0.0,56.0,50.0,0.0,71.0,,,9.0,6.0,2.0,7.0,,,5.0,3.0,0.0,5.0,,,,,,,,,,,
130524663,Luisha,burning-legion,35.0,1266.0,20.0,,40.0,50.0,,100.0,,0.0,100.0,,,50.0,100.0,50.0,5.0,,5.0,2.0,,1.0,,2.0,1.0,,,2.0,2.0,2.0,1.0,,2.0,1.0,,1.0,,0.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
152789283,Bimm,gilneas,69.0,3766.0,40.0,50.0,71.0,60.0,50.0,100.0,,100.0,50.0,50.0,67.0,0.0,50.0,50.0,5.0,4.0,7.0,5.0,4.0,5.0,,1.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,,1.0,1.0,3.0,2.0,0.0,1.0,1.0,50.0,33.0,,21.0,100.0,,4.0,3.0,,14.0,2.0,,2.0,1.0,,3.0,2.0,,100.0,2.0,2.0,,,,,,
96588270,Gumgum,arygos,27.0,2582.0,0.0,40.0,0.0,33.0,33.0,0.0,,0.0,,,100.0,,,,1.0,5.0,1.0,3.0,3.0,1.0,,4.0,,,1.0,,,,0.0,2.0,0.0,1.0,1.0,0.0,,0.0,,,1.0,,,,0.0,0.0,0.0,100.0,,0.0,2.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,
173001148,Rosedecay,hyjal,40.0,11509.0,38.0,62.0,61.0,47.0,27.0,28.0,,38.0,100.0,50.0,47.0,20.0,47.0,0.0,16.0,21.0,28.0,19.0,15.0,25.0,,24.0,1.0,24.0,19.0,10.0,17.0,4.0,6.0,13.0,17.0,9.0,4.0,7.0,,9.0,1.0,12.0,9.0,2.0,8.0,0.0,67.0,60.0,,53.0,62.0,100.0,3.0,5.0,,19.0,8.0,1.0,2.0,3.0,,10.0,5.0,1.0,100.0,6.0,6.0,,,,,,
106135631,Kâja,antonidas,6.0,949.0,0.0,100.0,100.0,33.0,0.0,,,50.0,,,0.0,100.0,100.0,0.0,2.0,1.0,1.0,3.0,1.0,,,2.0,,,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,,,0.0,1.0,2.0,0.0,,,,0.0,,,,,,2.0,,,,,,0.0,,,100.0,1.0,1.0,,,,,,
