character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Warsong Gulch played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Warsong Gulch won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Seething Shore win_rate,Arathi Basin win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Ashran played,Seething Shore played,Arathi Basin played,Korrak's Revenge played,Rated Eye of the Storm won,Ashran won,Seething Shore won,Arathi Basin won,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
109204315,Rofsani,stormscale,16.0,1343.0,,50.0,0.0,67.0,,,100.0,100.0,83.0,,,100.0,100.0,,100.0,,2.0,1.0,6.0,,,2.0,3.0,6.0,,,1.0,1.0,,1.0,,1.0,0.0,4.0,,,2.0,3.0,5.0,,,1.0,1.0,,1.0,,100.0,100.0,67.0,,,1.0,3.0,3.0,,,1.0,3.0,2.0,,,,,,,,,,
145448683,Tristain,drakthul,7.0,355.0,,100.0,,50.0,100.0,,,0.0,,75.0,,,,,,,1.0,,2.0,1.0,,,1.0,,4.0,,,,,,,1.0,,1.0,1.0,,,0.0,,3.0,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
127126263,Shinealight,ravenholdt,7.0,240.0,,,,,,,0.0,0.0,50.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,
161939411,Eosphorus,magtheridon,53.0,5227.0,59.0,,,50.0,,54.0,,60.0,67.0,20.0,,33.0,44.0,,100.0,17.0,,,2.0,,26.0,,5.0,3.0,5.0,,3.0,18.0,,5.0,10.0,,,1.0,,14.0,,3.0,2.0,1.0,,1.0,8.0,,5.0,33.0,42.0,100.0,40.0,,3.0,12.0,2.0,5.0,,1.0,5.0,2.0,2.0,,,,,,,,,,
148889899,Puncher,blackmoore,13.0,11202.0,63.0,18.0,56.0,54.0,25.0,55.0,47.0,25.0,57.0,40.0,45.0,50.0,60.0,,67.0,27.0,11.0,9.0,26.0,16.0,22.0,19.0,16.0,14.0,15.0,11.0,6.0,10.0,,3.0,17.0,2.0,5.0,14.0,4.0,12.0,9.0,4.0,8.0,6.0,5.0,3.0,6.0,,2.0,,60.0,40.0,67.0,33.0,,10.0,5.0,3.0,6.0,,6.0,2.0,2.0,2.0,100.0,1.0,1.0,,,,,,
5260848,Lukester,auchindoun,7.0,23462.0,53.0,49.0,59.0,52.0,61.0,61.0,59.0,30.0,58.0,47.0,40.0,33.0,,,100.0,51.0,144.0,88.0,48.0,64.0,67.0,81.0,23.0,127.0,15.0,5.0,3.0,,,1.0,27.0,71.0,52.0,25.0,39.0,41.0,48.0,7.0,74.0,7.0,2.0,1.0,,,1.0,,,0.0,0.0,,,,1.0,1.0,,,,0.0,0.0,,,,,,,,,,
169015934,Aequitaas,genjuros,1.0,27686.0,71.0,54.0,42.0,57.0,38.0,48.0,51.0,37.0,50.0,50.0,69.0,,,,50.0,104.0,26.0,55.0,133.0,39.0,125.0,67.0,19.0,92.0,44.0,16.0,,,,2.0,74.0,14.0,23.0,76.0,15.0,60.0,34.0,7.0,46.0,22.0,11.0,,,,1.0,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
168920191,Акхилл,gordunni,70.0,49607.0,64.0,54.0,47.0,43.0,49.0,55.0,51.0,48.0,48.0,53.0,56.0,38.0,50.0,100.0,55.0,59.0,208.0,198.0,196.0,154.0,75.0,96.0,96.0,116.0,119.0,52.0,21.0,2.0,4.0,11.0,38.0,113.0,94.0,84.0,76.0,41.0,49.0,46.0,56.0,63.0,29.0,8.0,1.0,4.0,6.0,,,55.0,62.0,,,,33.0,8.0,,,,18.0,5.0,,47.0,17.0,8.0,,,,,,
147556203,Khanshadow,blackmoore,4.0,6306.0,62.0,50.0,25.0,40.0,33.0,20.0,,100.0,,14.0,100.0,,,,,8.0,8.0,4.0,5.0,3.0,5.0,,2.0,,7.0,1.0,,,,,5.0,4.0,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158596034,Minwah,blackhand,3.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
150288476,Dagrax,dalaran,5.0,389.0,,,,0.0,,,0.0,0.0,33.0,0.0,,,,,0.0,,,,1.0,,,2.0,2.0,3.0,3.0,,,,,1.0,,,,0.0,,,0.0,0.0,1.0,0.0,,,,,0.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
140618867,Kanisha,argent-dawn,12.0,211.0,,,,,,,0.0,,,50.0,,,,,0.0,,,,,,,2.0,,,2.0,,,,,2.0,,,,,,,0.0,,,1.0,,,,,0.0,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,
134273486,Holylita,outland,15.0,476.0,,50.0,100.0,100.0,50.0,,,100.0,0.0,0.0,0.0,,,,,,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245187883,Dreas,deathwing,7.0,1903.0,50.0,,,25.0,,100.0,17.0,60.0,83.0,0.0,,56.0,50.0,,33.0,4.0,,,4.0,,3.0,6.0,5.0,6.0,3.0,,9.0,2.0,,3.0,2.0,,,1.0,,3.0,1.0,3.0,5.0,0.0,,5.0,1.0,,1.0,100.0,,57.0,60.0,,1.0,,7.0,5.0,,1.0,,4.0,3.0,,,,,,,,,,
160457039,Shaórma,draenor,1.0,89.0,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,
148307939,Xandur,turalyon,34.0,9272.0,42.0,,,27.0,,15.0,50.0,63.0,35.0,37.0,,47.0,38.0,,50.0,19.0,,,15.0,,13.0,6.0,19.0,17.0,19.0,,17.0,16.0,,14.0,8.0,,,4.0,,2.0,3.0,12.0,6.0,7.0,,8.0,6.0,,7.0,,0.0,44.0,53.0,,,1.0,25.0,17.0,,,0.0,11.0,9.0,,45.0,20.0,9.0,,,,33.0,3.0,1.0
127123949,Zeanza,draenor,17.0,172.0,100.0,,,,,,,,100.0,,100.0,,,100.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
169508370,Izida,the-maelstrom,68.0,8257.0,40.0,29.0,,59.0,67.0,100.0,29.0,50.0,50.0,53.0,50.0,36.0,20.0,,64.0,10.0,14.0,,27.0,3.0,1.0,7.0,10.0,8.0,17.0,2.0,11.0,5.0,,11.0,4.0,4.0,,16.0,2.0,1.0,2.0,5.0,4.0,9.0,1.0,4.0,1.0,,7.0,,0.0,50.0,29.0,0.0,,2.0,2.0,7.0,2.0,,0.0,1.0,2.0,0.0,,,,,,,,,
153314868,Wørmstar,ragnaros,115.0,8033.0,60.0,38.0,29.0,62.0,62.0,50.0,47.0,47.0,54.0,56.0,50.0,0.0,0.0,100.0,0.0,15.0,24.0,17.0,21.0,13.0,4.0,15.0,19.0,26.0,25.0,18.0,1.0,1.0,1.0,1.0,9.0,9.0,5.0,13.0,8.0,2.0,7.0,9.0,14.0,14.0,9.0,0.0,0.0,1.0,0.0,,,70.0,0.0,,,,10.0,1.0,,,,7.0,0.0,,,,,,,,,,
189057592,Аффирелиайни,gordunni,76.0,250.0,,,,100.0,,100.0,,0.0,,,50.0,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,1.0,,1.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100904572,Megano,defias-brotherhood,12.0,36781.0,49.0,48.0,51.0,50.0,50.0,49.0,37.0,57.0,49.0,50.0,,100.0,67.0,,100.0,72.0,89.0,99.0,76.0,124.0,53.0,38.0,7.0,47.0,8.0,,1.0,3.0,,1.0,35.0,43.0,50.0,38.0,62.0,26.0,14.0,4.0,23.0,4.0,,1.0,2.0,,1.0,,50.0,100.0,40.0,,,10.0,3.0,5.0,,,5.0,3.0,2.0,,,,,,,,,,
154057664,Malwéthiel,kirin-tor,84.0,5572.0,44.0,33.0,0.0,0.0,,50.0,65.0,71.0,21.0,27.0,80.0,20.0,50.0,100.0,33.0,9.0,12.0,4.0,2.0,,8.0,17.0,7.0,24.0,11.0,5.0,5.0,6.0,14.0,3.0,4.0,4.0,0.0,0.0,,4.0,11.0,5.0,5.0,3.0,4.0,1.0,3.0,14.0,1.0,,0.0,250.0,,0.0,,1.0,2.0,,4.0,,0.0,5.0,,0.0,,,,,,,,,
159032241,Shâdi,antonidas,6.0,317.0,,,,0.0,,,33.0,,,,,50.0,,,,,,,1.0,,,3.0,,,,,2.0,,,,,,,0.0,,,1.0,,,,,1.0,,,,,,0.0,0.0,,,,2.0,1.0,,,,0.0,0.0,,,,,,,,,,
118111038,Chaosstar,ravencrest,19.0,326.0,,,,,,,0.0,,,,,100.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,,,,,1.0,,,,,,100.0,100.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
91049791,Eljaay,eredar,16.0,364.0,0.0,,0.0,,,,67.0,50.0,,50.0,,,,,100.0,1.0,,1.0,,,,3.0,2.0,,2.0,,,,,1.0,0.0,,0.0,,,,2.0,1.0,,1.0,,,,,1.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
140751707,Golbam,hyjal,9.0,4614.0,14.0,60.0,100.0,20.0,50.0,22.0,67.0,43.0,33.0,75.0,20.0,67.0,0.0,,,14.0,5.0,1.0,5.0,2.0,9.0,3.0,7.0,3.0,8.0,5.0,3.0,3.0,,,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0,1.0,2.0,0.0,,,,0.0,100.0,0.0,100.0,,2.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,,,,,,,,,
159331778,Fobex,earthen-ring,38.0,20305.0,71.0,45.0,68.0,59.0,64.0,73.0,40.0,45.0,32.0,44.0,47.0,0.0,80.0,,0.0,34.0,60.0,37.0,34.0,28.0,22.0,25.0,29.0,22.0,50.0,15.0,1.0,5.0,,2.0,24.0,27.0,25.0,20.0,18.0,16.0,10.0,13.0,7.0,22.0,7.0,0.0,4.0,,0.0,,100.0,700.0,0.0,,,1.0,1.0,1.0,,,1.0,7.0,0.0,,,,,,,,,,
160760092,Духов,gordunni,21.0,467.0,100.0,,,,,100.0,,,,50.0,,0.0,,,0.0,1.0,,,,,1.0,,,,2.0,,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,0.0,,,0.0,,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,
145355935,Нурфанон,gordunni,4.0,726.0,,,,67.0,,0.0,100.0,,0.0,40.0,0.0,100.0,,,100.0,,,,3.0,,1.0,2.0,,2.0,5.0,1.0,1.0,,,1.0,,,,2.0,,0.0,2.0,,0.0,2.0,0.0,1.0,,,1.0,,0.0,0.0,,,,1.0,1.0,,,,0.0,0.0,,,,,,,,,,,
131260057,Azarius,burning-legion,73.0,7321.0,62.0,20.0,67.0,50.0,50.0,56.0,44.0,67.0,25.0,17.0,20.0,25.0,50.0,100.0,0.0,8.0,5.0,3.0,4.0,4.0,18.0,9.0,9.0,4.0,6.0,5.0,4.0,6.0,51.0,2.0,5.0,1.0,2.0,2.0,2.0,10.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,51.0,0.0,,75.0,75.0,50.0,50.0,,4.0,4.0,4.0,2.0,,3.0,3.0,2.0,1.0,100.0,1.0,1.0,,,,,,
180977913,Yarowit,silvermoon,22.0,1212.0,,,,33.0,,0.0,100.0,67.0,50.0,0.0,,100.0,100.0,,,,,,6.0,,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,,,,,,2.0,,0.0,1.0,2.0,1.0,0.0,,1.0,1.0,,,,,100.0,100.0,,,,2.0,1.0,,,,2.0,1.0,,25.0,4.0,1.0,,,,,,
121971102,Унтерлиса,fordragon,67.0,17303.0,37.0,57.0,71.0,62.0,58.0,50.0,68.0,59.0,39.0,57.0,75.0,68.0,46.0,,53.0,19.0,7.0,7.0,29.0,12.0,36.0,19.0,37.0,18.0,23.0,8.0,31.0,13.0,,19.0,7.0,4.0,5.0,18.0,7.0,18.0,13.0,22.0,7.0,13.0,6.0,21.0,6.0,,10.0,,50.0,50.0,53.0,25.0,,8.0,18.0,15.0,12.0,,4.0,9.0,8.0,3.0,54.0,13.0,7.0,,,,100.0,1.0,1.0
175036092,Bonden,grim-batol,8.0,3587.0,50.0,,,60.0,,,50.0,82.0,73.0,53.0,100.0,57.0,,,18.0,2.0,,,10.0,,,4.0,11.0,11.0,15.0,1.0,14.0,,,11.0,1.0,,,6.0,,,2.0,9.0,8.0,8.0,1.0,8.0,,,2.0,,,62.0,38.0,,,,8.0,8.0,,,,5.0,3.0,,,,,100.0,1.0,1.0,,,
162583272,Zarrocvodhr,dun-modr,9.0,4756.0,,29.0,67.0,25.0,0.0,100.0,,50.0,,0.0,,100.0,0.0,,0.0,,14.0,3.0,4.0,1.0,1.0,,2.0,,1.0,,1.0,1.0,,1.0,,4.0,2.0,1.0,0.0,1.0,,1.0,,0.0,,1.0,0.0,,0.0,,,,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,
166241024,Exequtoriqx,drakthul,8.0,2055.0,75.0,,,25.0,,75.0,67.0,75.0,33.0,100.0,,33.0,33.0,,100.0,4.0,,,4.0,,4.0,3.0,4.0,3.0,1.0,,3.0,3.0,,1.0,3.0,,,1.0,,3.0,2.0,3.0,1.0,1.0,,1.0,1.0,,1.0,,67.0,100.0,20.0,,,3.0,3.0,5.0,,,2.0,3.0,1.0,,0.0,1.0,0.0,,,,,,
174010419,Zeffix,silvermoon,6.0,198.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,100.0,,,1.0,,1.0,,,0.0,,1.0,,,,,,,,,,
109243494,Sephran,quelthalas,8.0,1294.0,100.0,,,100.0,,67.0,0.0,60.0,0.0,25.0,,40.0,100.0,,33.0,1.0,,,2.0,,3.0,1.0,5.0,3.0,4.0,,5.0,1.0,,3.0,1.0,,,2.0,,2.0,0.0,3.0,0.0,1.0,,2.0,1.0,,1.0,25.0,25.0,67.0,40.0,,4.0,4.0,6.0,5.0,,1.0,1.0,4.0,2.0,,0.0,1.0,0.0,,,,,,
189279294,Холиманьяк,gordunni,60.0,14208.0,0.0,55.0,60.0,72.0,,57.0,57.0,67.0,56.0,64.0,55.0,46.0,0.0,100.0,75.0,3.0,11.0,5.0,25.0,,7.0,28.0,27.0,36.0,47.0,20.0,26.0,2.0,2.0,8.0,0.0,6.0,3.0,18.0,,4.0,16.0,18.0,20.0,30.0,11.0,12.0,0.0,2.0,6.0,,0.0,66.0,74.0,,,1.0,44.0,23.0,,,0.0,29.0,17.0,,44.0,9.0,4.0,,,,,,
135504923,Ayris,azuremyst,14.0,4435.0,67.0,50.0,60.0,60.0,,,67.0,25.0,67.0,57.0,0.0,,0.0,,,3.0,4.0,5.0,5.0,,,3.0,4.0,6.0,7.0,3.0,,1.0,,,2.0,2.0,3.0,3.0,,,2.0,1.0,4.0,4.0,0.0,,0.0,,,,0.0,67.0,,25.0,,1.0,6.0,,12.0,,0.0,4.0,,3.0,,,,,,,,,
111656033,Strathos,nordrassil,19.0,17448.0,59.0,43.0,17.0,66.0,24.0,63.0,27.0,33.0,23.0,50.0,40.0,,,,,22.0,51.0,24.0,29.0,45.0,19.0,11.0,9.0,13.0,10.0,5.0,,,,,13.0,22.0,4.0,19.0,11.0,12.0,3.0,3.0,3.0,5.0,2.0,,,,,,100.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,
114162467,Baouser,ravencrest,7.0,1900.0,33.0,,,100.0,,0.0,50.0,67.0,67.0,0.0,,75.0,100.0,,100.0,6.0,,,1.0,,1.0,4.0,3.0,3.0,1.0,,4.0,3.0,,1.0,2.0,,,1.0,,0.0,2.0,2.0,2.0,0.0,,3.0,3.0,,1.0,,0.0,67.0,100.0,,,1.0,3.0,1.0,,,0.0,2.0,1.0,,,,,,,,,,
133407722,Enilaat,kaelthas,17.0,62.0,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144060275,Мондоринка,galakrond,2.0,583.0,0.0,0.0,,,,,,0.0,100.0,100.0,,,,,,2.0,1.0,,,,,,1.0,1.0,2.0,,,,,,0.0,0.0,,,,,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167574843,Hiera,earthen-ring,12.0,698.0,100.0,,,100.0,,50.0,50.0,100.0,100.0,67.0,,0.0,,,100.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,3.0,,1.0,,,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,0.0,,,2.0,50.0,0.0,33.0,100.0,,2.0,1.0,3.0,2.0,,1.0,0.0,1.0,2.0,,50.0,2.0,1.0,,,,,,
76125314,Sneak,madmortem,8.0,9140.0,38.0,46.0,40.0,29.0,38.0,58.0,25.0,29.0,58.0,58.0,20.0,0.0,,,,13.0,26.0,15.0,17.0,13.0,12.0,16.0,21.0,12.0,12.0,5.0,1.0,,,,5.0,12.0,6.0,5.0,5.0,7.0,4.0,6.0,7.0,7.0,1.0,0.0,,,,,,100.0,0.0,,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,,
197012210,Lolhunt,chamber-of-aspects,8.0,1943.0,50.0,,,75.0,,100.0,60.0,0.0,67.0,100.0,,100.0,25.0,,67.0,4.0,,,4.0,,2.0,5.0,2.0,6.0,5.0,,1.0,4.0,,3.0,2.0,,,3.0,,2.0,3.0,0.0,4.0,5.0,,1.0,1.0,,2.0,100.0,50.0,78.0,50.0,,1.0,4.0,9.0,2.0,,1.0,2.0,7.0,1.0,,100.0,3.0,3.0,,,,,,
176184913,Haxalicious,burning-legion,4.0,432.0,,,,0.0,,,50.0,0.0,0.0,,,50.0,,,,,,,1.0,,,2.0,1.0,1.0,,,2.0,,,,,,,0.0,,,1.0,0.0,0.0,,,1.0,,,,,100.0,100.0,50.0,,,1.0,2.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,
53863514,Keltôr,thrall,5.0,12711.0,32.0,49.0,66.0,54.0,48.0,46.0,53.0,47.0,72.0,44.0,40.0,,,,,41.0,41.0,44.0,35.0,81.0,41.0,30.0,15.0,57.0,18.0,10.0,,,,,13.0,20.0,29.0,19.0,39.0,19.0,16.0,7.0,41.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140556566,Thirzello,argent-dawn,3.0,391.0,50.0,,,0.0,,,,,0.0,0.0,,,,,33.0,2.0,,,1.0,,,,,1.0,1.0,,,,,3.0,1.0,,,0.0,,,,,0.0,0.0,,,,,1.0,,50.0,100.0,0.0,,,2.0,1.0,1.0,,,1.0,1.0,0.0,,,,,,,,,,
66546793,Válery,azuremyst,1.0,82.0,,,,,,,,33.0,,100.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166801756,Aggromuffin,azuremyst,21.0,1483.0,67.0,100.0,,50.0,,0.0,,100.0,,,,,100.0,,,3.0,2.0,,2.0,,1.0,,1.0,,,,,1.0,,,2.0,2.0,,1.0,,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
134201241,Dapowapala,draenor,34.0,376.0,,,,100.0,,,100.0,100.0,,100.0,100.0,100.0,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,100.0,,,,,1.0,,,,,1.0,,33.0,3.0,1.0,,,,,,
174973652,Ishinn,burning-legion,8.0,92.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122419103,Antayla,drakthul,52.0,76.0,,,,0.0,,,,,0.0,0.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,
158322830,Wödan,hyjal,37.0,9490.0,71.0,60.0,50.0,45.0,80.0,71.0,53.0,30.0,22.0,46.0,29.0,,67.0,100.0,50.0,21.0,10.0,8.0,11.0,5.0,24.0,15.0,10.0,9.0,13.0,14.0,,15.0,2.0,2.0,15.0,6.0,4.0,5.0,4.0,17.0,8.0,3.0,2.0,6.0,4.0,,10.0,2.0,1.0,,50.0,50.0,,,,6.0,2.0,,,,3.0,1.0,,,60.0,5.0,3.0,,,,,,
119430219,Jakkru,outland,12.0,2026.0,67.0,100.0,50.0,100.0,0.0,80.0,40.0,33.0,40.0,50.0,50.0,,50.0,,,3.0,3.0,2.0,3.0,3.0,5.0,5.0,6.0,5.0,4.0,2.0,,2.0,,,2.0,3.0,1.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,0.0,0.0,,,,2.0,1.0,,,,0.0,0.0,,,,,,,,,,,
244862081,Инцелотус,gordunni,3.0,253.0,,,,,,,100.0,0.0,33.0,0.0,,0.0,,,0.0,,,,,,,1.0,1.0,3.0,1.0,,1.0,,,1.0,,,,,,,1.0,0.0,1.0,0.0,,0.0,,,0.0,,,50.0,100.0,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,
68274920,Jordbærdrops,ravencrest,1.0,23.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
136541109,Hackspackel,alleria,84.0,4484.0,12.0,40.0,60.0,33.0,40.0,67.0,50.0,17.0,67.0,100.0,100.0,,100.0,100.0,0.0,8.0,10.0,5.0,6.0,10.0,6.0,2.0,6.0,6.0,1.0,2.0,,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,,1.0,1.0,0.0,,50.0,0.0,,,,4.0,1.0,,,,2.0,0.0,,,,,,,,,,,
75983117,Mirmydon,madmortem,13.0,8582.0,59.0,59.0,60.0,62.0,41.0,69.0,50.0,0.0,78.0,50.0,0.0,,,,,29.0,22.0,42.0,16.0,17.0,13.0,20.0,3.0,18.0,4.0,2.0,,,,,17.0,13.0,25.0,10.0,7.0,9.0,10.0,0.0,14.0,2.0,0.0,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,
