character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Twin Peaks played,Silvershard Mines played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Twin Peaks won,Silvershard Mines won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Deepwind Gorge won,Alterac Valley win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,The Battle for Gilneas win_rate,Ashran win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,The Battle for Gilneas played,Ashran played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Alterac Valley won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,The Battle for Gilneas won,Ashran won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
118699248,Zaryn,uldaman,5.0,1018.0,50.0,33.0,100.0,100.0,0.0,50.0,100.0,50.0,100.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191467363,Bkhawk,frostmane,56.0,8744.0,25.0,29.0,40.0,43.0,200.0,71.0,100.0,57.0,75.0,4.0,14.0,5.0,7.0,1.0,7.0,1.0,7.0,8.0,1.0,4.0,2.0,3.0,2.0,5.0,1.0,4.0,6.0,33.0,50.0,43.0,46.0,58.0,75.0,33.0,64.0,43.0,12.0,12.0,7.0,13.0,12.0,4.0,3.0,14.0,14.0,4.0,6.0,3.0,6.0,7.0,3.0,1.0,9.0,6.0,,,,,,,,,,,,,,,
133236058,Tøtørpal,drekthar,72.0,1281.0,,,0.0,100.0,,33.0,,100.0,0.0,,,2.0,2.0,,3.0,,1.0,2.0,,,0.0,2.0,,1.0,,1.0,0.0,,100.0,,100.0,33.0,100.0,67.0,50.0,100.0,,1.0,,1.0,3.0,1.0,3.0,2.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,
85146514,Dáyworker,blackhand,9.0,5817.0,46.0,33.0,40.0,62.0,,57.0,45.0,0.0,,28.0,18.0,15.0,13.0,,23.0,11.0,2.0,,13.0,6.0,6.0,8.0,,13.0,5.0,0.0,,,48.0,92.0,,35.0,,,67.0,,,23.0,13.0,,17.0,,,3.0,,,11.0,12.0,,6.0,,,2.0,,,,,,,,,,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,31.0,18.0,24.0,40.0,,38.0,35.0,67.0,,52.0,22.0,51.0,42.0,,45.0,17.0,12.0,,16.0,4.0,12.0,17.0,,17.0,6.0,8.0,,67.0,13.0,30.0,0.0,27.0,,33.0,,,3.0,15.0,20.0,1.0,56.0,,3.0,,,2.0,2.0,6.0,0.0,15.0,,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,
29023071,Dankai,zuljin,14.0,8147.0,62.0,68.0,33.0,100.0,,100.0,,0.0,,37.0,25.0,3.0,1.0,,2.0,,1.0,,23.0,17.0,1.0,1.0,,2.0,,0.0,,43.0,50.0,70.0,67.0,100.0,50.0,100.0,0.0,,28.0,18.0,23.0,6.0,1.0,4.0,1.0,1.0,,12.0,9.0,16.0,4.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,
157207976,Lëviathän,kazzak,10.0,2666.0,58.0,80.0,33.0,50.0,,67.0,,0.0,,12.0,5.0,6.0,4.0,,6.0,,2.0,,7.0,4.0,2.0,2.0,,4.0,,0.0,,40.0,57.0,,0.0,33.0,0.0,100.0,,75.0,5.0,7.0,,1.0,9.0,1.0,2.0,,4.0,2.0,4.0,,0.0,3.0,0.0,2.0,,3.0,,,,,,,,,,,,,,,
129570316,Talgëes,ysondre,164.0,68797.0,46.0,52.0,58.0,54.0,,48.0,58.0,88.0,,173.0,195.0,99.0,68.0,,69.0,31.0,8.0,,79.0,101.0,57.0,37.0,,33.0,18.0,7.0,,53.0,49.0,63.0,38.0,61.0,,60.0,50.0,75.0,148.0,137.0,92.0,112.0,99.0,,5.0,2.0,4.0,78.0,67.0,58.0,42.0,60.0,,3.0,1.0,3.0,50.0,4.0,2.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,
113680702,Veilyy,tarren-mill,11.0,350.0,,,50.0,100.0,,75.0,,100.0,0.0,,,2.0,1.0,,4.0,,2.0,1.0,,,1.0,1.0,,3.0,,2.0,0.0,,,,,0.0,,0.0,50.0,,,,,,2.0,,2.0,2.0,,,,,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,
172353075,Аулер,gordunni,64.0,3613.0,58.0,100.0,60.0,38.0,,73.0,100.0,1100.0,,12.0,2.0,5.0,13.0,,26.0,1.0,1.0,,7.0,2.0,3.0,5.0,,19.0,1.0,11.0,,100.0,33.0,0.0,100.0,73.0,,,,50.0,1.0,3.0,1.0,1.0,11.0,,,,2.0,1.0,1.0,0.0,1.0,8.0,,,,1.0,100.0,1.0,1.0,,,,,,,,,,,,
162942669,Nydin,sargeras,8.0,1925.0,33.0,20.0,67.0,60.0,,83.0,,,100.0,6.0,5.0,3.0,5.0,,6.0,,,1.0,2.0,1.0,2.0,3.0,,5.0,,,1.0,50.0,33.0,80.0,67.0,50.0,,0.0,,,2.0,3.0,5.0,3.0,4.0,,1.0,,,1.0,1.0,4.0,2.0,2.0,,0.0,,,,,,,,,,,,,,,,,
154445860,Slðw,krasus,77.0,6590.0,44.0,38.0,38.0,50.0,,38.0,,67.0,50.0,18.0,13.0,8.0,6.0,,8.0,,6.0,6.0,8.0,5.0,3.0,3.0,,3.0,,4.0,3.0,100.0,54.0,38.0,60.0,50.0,,12.0,100.0,100.0,2.0,13.0,8.0,5.0,6.0,,8.0,2.0,1.0,2.0,7.0,3.0,3.0,3.0,,1.0,2.0,1.0,62.0,8.0,5.0,,,,,,,,,,,,
154412126,Laélynn,kirin-tor,2.0,39903.0,71.0,61.0,,100.0,,100.0,,100.0,,31.0,66.0,,1.0,,1.0,,1.0,,22.0,40.0,,1.0,,1.0,,1.0,,72.0,100.0,71.0,57.0,,100.0,,0.0,,36.0,5.0,7.0,7.0,,1.0,,1.0,,26.0,5.0,5.0,4.0,,1.0,,0.0,,,,,,,,,,,,,,,,
154184421,Ludotwins,kirin-tor,4.0,390.0,,,,0.0,0.0,0.0,,50.0,50.0,,,,1.0,1.0,1.0,,2.0,2.0,,,,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,,,100.0,,0.0,0.0,100.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,0.0,,,1.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,
153918280,Nëyuh,krasus,17.0,6288.0,29.0,50.0,12.0,30.0,,38.0,50.0,50.0,100.0,7.0,8.0,17.0,10.0,,13.0,6.0,2.0,2.0,2.0,4.0,2.0,3.0,,5.0,3.0,1.0,2.0,67.0,25.0,26.0,46.0,30.0,,75.0,0.0,,9.0,4.0,19.0,13.0,10.0,,4.0,1.0,,6.0,1.0,5.0,6.0,3.0,,3.0,0.0,,,,,,,,,,,,,,,,
193828973,Webwing,kazzak,13.0,360.0,,,100.0,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,0.0,,,100.0,,100.0,33.0,100.0,,2.0,,,1.0,,1.0,3.0,1.0,,0.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
96588270,Gumgum,arygos,27.0,2582.0,0.0,0.0,33.0,33.0,,0.0,100.0,,,2.0,1.0,3.0,3.0,,4.0,1.0,,,0.0,0.0,1.0,1.0,,0.0,1.0,,,0.0,40.0,0.0,0.0,0.0,,100.0,,,1.0,5.0,1.0,1.0,1.0,,1.0,,,0.0,2.0,0.0,0.0,0.0,,1.0,,,0.0,1.0,0.0,,,,,,,,,,,,
162648914,Palaplöw,uldaman,27.0,7016.0,53.0,64.0,47.0,91.0,,26.0,57.0,,,19.0,25.0,19.0,11.0,,23.0,7.0,,,10.0,16.0,9.0,10.0,,6.0,4.0,,,59.0,52.0,50.0,37.0,67.0,,,,,17.0,25.0,16.0,19.0,27.0,,,,,10.0,13.0,8.0,7.0,18.0,,,,,,,,,,,,,,,,,,,
163197530,Nahirri,eitrigg,29.0,1570.0,,,50.0,33.0,,,,,,,,2.0,3.0,,,,,,,,1.0,1.0,,,,,,,0.0,50.0,,100.0,,,,,,1.0,2.0,,2.0,,,,,,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,
106882689,Aldrion,drekthar,47.0,4419.0,33.0,33.0,50.0,38.0,,37.0,67.0,43.0,,12.0,6.0,14.0,13.0,,19.0,6.0,7.0,,4.0,2.0,7.0,5.0,,7.0,4.0,3.0,,67.0,50.0,0.0,50.0,50.0,100.0,0.0,,,3.0,2.0,2.0,2.0,8.0,1.0,1.0,,,2.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,100.0,1.0,1.0,,,,,,
91973227,Noraliä,kaelthas,11.0,3767.0,57.0,50.0,60.0,,,,,,,7.0,8.0,10.0,,,,,,,4.0,4.0,6.0,,,,,,,20.0,75.0,40.0,50.0,17.0,,,,,10.0,4.0,25.0,6.0,6.0,,,,,2.0,3.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
170223858,Dôrian,neptulon,13.0,14802.0,52.0,51.0,0.0,50.0,,0.0,100.0,,,65.0,37.0,1.0,2.0,,1.0,1.0,,,34.0,19.0,0.0,1.0,,0.0,1.0,,,82.0,45.0,56.0,46.0,0.0,,0.0,,,11.0,20.0,34.0,13.0,2.0,,1.0,,,9.0,9.0,19.0,6.0,0.0,,0.0,,,,,,,,,100.0,1.0,1.0,,,,,,
28534200,Cheril,uldaman,15.0,3250.0,67.0,50.0,67.0,25.0,,0.0,100.0,100.0,,9.0,10.0,3.0,4.0,,4.0,2.0,1.0,,6.0,5.0,2.0,1.0,,0.0,2.0,1.0,,40.0,50.0,0.0,43.0,67.0,,0.0,,0.0,5.0,10.0,2.0,7.0,3.0,,1.0,,1.0,2.0,5.0,0.0,3.0,2.0,,0.0,,0.0,,,,,,,,,,,,,,,
111598945,Jimilza,uldaman,35.0,8272.0,37.0,52.0,42.0,68.0,,32.0,47.0,50.0,,38.0,21.0,24.0,19.0,,28.0,32.0,2.0,,14.0,11.0,10.0,13.0,,9.0,15.0,1.0,,40.0,59.0,31.0,14.0,57.0,,100.0,50.0,,10.0,29.0,16.0,7.0,14.0,,1.0,2.0,,4.0,17.0,5.0,1.0,8.0,,1.0,1.0,,,,,,,,,,,,,,,,
152287332,Torgale,krasus,1.0,4537.0,41.0,40.0,0.0,,,,,,,46.0,35.0,2.0,,,,,,,19.0,14.0,0.0,,,,,,,52.0,38.0,18.0,33.0,50.0,,,,,27.0,13.0,11.0,6.0,4.0,,,,,14.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
144281931,Enemîes,blackmoore,80.0,17692.0,48.0,65.0,52.0,51.0,,52.0,31.0,82.0,50.0,75.0,17.0,54.0,98.0,,82.0,16.0,33.0,4.0,36.0,11.0,28.0,50.0,,43.0,5.0,27.0,2.0,33.0,40.0,50.0,17.0,55.0,50.0,43.0,44.0,33.0,12.0,35.0,10.0,6.0,40.0,2.0,14.0,16.0,3.0,4.0,14.0,5.0,1.0,22.0,1.0,6.0,7.0,1.0,,,,100.0,3.0,3.0,100.0,51.0,51.0,100.0,1.0,1.0,,,
159145308,Lanthariel,culte-de-la-rive-noire,2.0,361.0,,,100.0,0.0,,100.0,,100.0,100.0,,,1.0,1.0,,2.0,,1.0,1.0,,,1.0,0.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112893615,Boukitos,drekthar,30.0,153578.0,64.0,63.0,46.0,38.0,,14.0,,,,356.0,343.0,13.0,16.0,,7.0,,,,227.0,216.0,6.0,6.0,,1.0,,,,49.0,61.0,63.0,55.0,47.0,,,,,358.0,303.0,267.0,223.0,15.0,,,,,174.0,185.0,167.0,123.0,7.0,,,,,,,,,,,,,,,,,,,
165156934,Yoghipalli,argent-dawn,15.0,597.0,,,50.0,50.0,,100.0,,0.0,,,,2.0,2.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,0.0,,100.0,,,100.0,,,100.0,50.0,100.0,2.0,,,1.0,,,1.0,2.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
100695388,Ileila,alleria,5.0,23717.0,57.0,36.0,29.0,,,25.0,,,,107.0,75.0,7.0,,,4.0,,,,61.0,27.0,2.0,,,1.0,,,,52.0,42.0,33.0,17.0,33.0,,0.0,0.0,,64.0,24.0,30.0,12.0,3.0,,1.0,1.0,,33.0,10.0,10.0,2.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,
145397557,Urtheltas,archimonde,19.0,1369.0,75.0,50.0,36.0,67.0,,33.0,,,,8.0,2.0,11.0,9.0,,3.0,,,,6.0,1.0,4.0,6.0,,1.0,,,,,100.0,0.0,,50.0,,,,,,1.0,1.0,,10.0,,,,,,1.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,
107876223,Escanør,uldaman,20.0,393.0,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
20510895,Borrel,blackmoore,5.0,2557.0,,0.0,100.0,75.0,,50.0,100.0,,100.0,,1.0,1.0,4.0,,2.0,2.0,,1.0,,0.0,1.0,3.0,,1.0,2.0,,1.0,25.0,100.0,,25.0,67.0,,,100.0,,4.0,8.0,,4.0,3.0,,,2.0,,1.0,8.0,,1.0,2.0,,,2.0,,50.0,2.0,1.0,,,,,,,,,,,,
209977712,Tésh,nagrand,13.0,3269.0,68.0,80.0,,,,,,,,37.0,5.0,,,,,,,,25.0,4.0,,,,,,,,100.0,29.0,79.0,0.0,,,,,,3.0,7.0,14.0,1.0,,,,,,3.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,
136913529,Erackñ,uldaman,20.0,740.0,,,100.0,0.0,0.0,50.0,,50.0,33.0,,,1.0,1.0,2.0,4.0,,4.0,3.0,,,1.0,0.0,0.0,2.0,,2.0,1.0,,,,,25.0,,0.0,67.0,,,,,,4.0,,3.0,3.0,,,,,,1.0,,0.0,2.0,,,,,,,,,,,,,,,,
153170910,Irondeath,malganis,14.0,8152.0,41.0,57.0,60.0,80.0,,57.0,40.0,,,44.0,35.0,5.0,5.0,,7.0,5.0,,,18.0,20.0,3.0,4.0,,4.0,2.0,,,55.0,25.0,62.0,36.0,60.0,,,,,31.0,4.0,13.0,11.0,5.0,,,,,17.0,1.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
137032381,Ysùn,drekthar,19.0,1185.0,,,67.0,0.0,67.0,50.0,,60.0,67.0,,,3.0,6.0,3.0,2.0,,5.0,3.0,,,2.0,0.0,2.0,1.0,,3.0,2.0,100.0,0.0,,0.0,67.0,,50.0,33.0,100.0,1.0,3.0,,1.0,3.0,,8.0,3.0,1.0,1.0,0.0,,0.0,2.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,
131403913,Weinbaron,malfurion,11.0,3041.0,,,57.0,33.0,,44.0,,40.0,40.0,,,14.0,12.0,,9.0,,10.0,10.0,,,8.0,4.0,,4.0,,4.0,4.0,75.0,43.0,,50.0,60.0,,31.0,50.0,,4.0,7.0,,2.0,10.0,,13.0,2.0,,3.0,3.0,,1.0,6.0,,4.0,1.0,,0.0,2.0,0.0,,,,,,,,,,,,
79554335,Genobi,turalyon,40.0,16325.0,80.0,29.0,,100.0,,0.0,,167.0,50.0,5.0,7.0,,1.0,,2.0,,3.0,2.0,4.0,2.0,,1.0,,0.0,,5.0,1.0,43.0,36.0,50.0,62.0,0.0,20.0,0.0,,67.0,21.0,14.0,2.0,8.0,3.0,10.0,2.0,,6.0,9.0,5.0,1.0,5.0,0.0,2.0,0.0,,4.0,,,,33.0,3.0,1.0,100.0,1.0,1.0,,,,,,
119851022,Bàst,uldaman,14.0,34.0,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
132171349,Xefypala,draenor,12.0,1830.0,50.0,44.0,0.0,10.0,,67.0,0.0,,0.0,4.0,9.0,1.0,10.0,,3.0,2.0,,1.0,2.0,4.0,0.0,1.0,,2.0,0.0,,0.0,50.0,33.0,0.0,75.0,29.0,50.0,,100.0,0.0,10.0,6.0,6.0,4.0,7.0,2.0,,1.0,1.0,5.0,2.0,0.0,3.0,2.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,
246657598,Shiéld,the-maelstrom,10.0,8022.0,33.0,19.0,29.0,0.0,,38.0,46.0,67.0,67.0,24.0,27.0,14.0,8.0,,13.0,13.0,3.0,3.0,8.0,5.0,4.0,0.0,,5.0,6.0,2.0,2.0,55.0,26.0,38.0,50.0,17.0,67.0,100.0,0.0,100.0,29.0,19.0,24.0,38.0,18.0,3.0,1.0,1.0,2.0,16.0,5.0,9.0,19.0,3.0,2.0,1.0,0.0,2.0,,,,,,,,,,,,,,,
152682234,Hørtørd,krasus,2.0,463.0,100.0,,,,,33.0,,,,1.0,,,,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153493141,Eclairage,krasus,18.0,2081.0,0.0,50.0,60.0,17.0,,0.0,29.0,50.0,,1.0,2.0,5.0,6.0,,4.0,7.0,2.0,,0.0,1.0,3.0,1.0,,0.0,2.0,1.0,,86.0,33.0,20.0,67.0,20.0,,,,100.0,7.0,6.0,5.0,3.0,5.0,,,,1.0,6.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
59225057,Thorklæs,ysondre,28.0,8225.0,59.0,50.0,54.0,73.0,,43.0,71.0,100.0,50.0,27.0,16.0,13.0,15.0,,14.0,7.0,3.0,2.0,16.0,8.0,7.0,11.0,,6.0,5.0,3.0,1.0,67.0,40.0,50.0,50.0,59.0,,0.0,100.0,100.0,12.0,15.0,16.0,6.0,17.0,,1.0,1.0,1.0,8.0,6.0,8.0,3.0,10.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,
155015153,Thiccmeatpie,ysondre,3.0,1678.0,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,100.0,6.0,6.0,,,,,,,,,,,,
176203871,Lindu,sanguino,5.0,1031.0,,,100.0,29.0,,50.0,,100.0,,,,1.0,7.0,,2.0,,1.0,,,,1.0,2.0,,1.0,,1.0,,67.0,100.0,,,60.0,0.0,33.0,50.0,100.0,3.0,2.0,,,5.0,1.0,3.0,2.0,1.0,2.0,2.0,,,3.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
117784122,Odianne,ysondre,8.0,6844.0,33.0,100.0,33.0,33.0,,67.0,67.0,50.0,100.0,6.0,3.0,6.0,3.0,,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,,2.0,2.0,1.0,1.0,14.0,71.0,33.0,30.0,67.0,,,,,14.0,7.0,3.0,10.0,3.0,,,,,2.0,5.0,1.0,3.0,2.0,,,,,,,,,,,100.0,1.0,1.0,,,,,,
82406701,Baldirs,ravencrest,20.0,58072.0,56.0,60.0,51.0,38.0,,50.0,56.0,,,215.0,157.0,89.0,13.0,,24.0,18.0,,,121.0,94.0,45.0,5.0,,12.0,10.0,,,58.0,58.0,61.0,61.0,62.0,0.0,0.0,100.0,100.0,215.0,112.0,87.0,99.0,73.0,1.0,1.0,1.0,2.0,124.0,65.0,53.0,60.0,45.0,0.0,0.0,1.0,2.0,11.0,9.0,1.0,,,,,,,,,,,,
161576428,Warèn,uldaman,15.0,873.0,0.0,100.0,,33.0,,0.0,,100.0,,1.0,1.0,,3.0,,4.0,,1.0,,0.0,1.0,,1.0,,0.0,,1.0,,0.0,,,,,,67.0,,100.0,1.0,,,,,,3.0,,2.0,0.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,
153584340,Shei,eitrigg,15.0,20062.0,42.0,47.0,50.0,62.0,,41.0,56.0,50.0,67.0,132.0,47.0,30.0,26.0,,49.0,27.0,4.0,3.0,56.0,22.0,15.0,16.0,,20.0,15.0,2.0,2.0,65.0,55.0,48.0,71.0,44.0,50.0,62.0,100.0,,17.0,56.0,40.0,31.0,36.0,2.0,16.0,3.0,,11.0,31.0,19.0,22.0,16.0,1.0,10.0,3.0,,,,,,,,,,,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,41.0,33.0,45.0,50.0,,59.0,,67.0,0.0,68.0,79.0,20.0,8.0,,34.0,,6.0,2.0,28.0,26.0,9.0,4.0,,20.0,,4.0,0.0,49.0,51.0,34.0,46.0,36.0,0.0,50.0,0.0,57.0,87.0,67.0,71.0,80.0,11.0,4.0,4.0,1.0,7.0,43.0,34.0,24.0,37.0,4.0,0.0,2.0,0.0,4.0,,,,,,,100.0,9.0,9.0,,,,,,
243291332,Холиджастис,gordunni,143.0,693.0,,,0.0,,,,,0.0,,,,1.0,,,,,2.0,,,,0.0,,,,,0.0,,,50.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
141864217,Айвишпал,galakrond,31.0,6959.0,50.0,50.0,84.0,65.0,80.0,60.0,67.0,71.0,0.0,2.0,2.0,19.0,20.0,5.0,30.0,6.0,24.0,2.0,1.0,1.0,16.0,13.0,4.0,18.0,4.0,17.0,0.0,75.0,60.0,,33.0,58.0,0.0,48.0,29.0,0.0,4.0,10.0,,3.0,19.0,1.0,25.0,14.0,1.0,3.0,6.0,,1.0,11.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,100.0,1.0,1.0,100.0,5.0,5.0,,,,,,
107840220,Zieghh,sargeras,20.0,8137.0,54.0,67.0,20.0,75.0,,20.0,29.0,33.0,,13.0,6.0,5.0,4.0,,5.0,7.0,3.0,,7.0,4.0,1.0,3.0,,1.0,2.0,1.0,,51.0,75.0,43.0,36.0,33.0,40.0,,,48.0,41.0,4.0,7.0,25.0,3.0,5.0,,,21.0,21.0,3.0,3.0,9.0,1.0,2.0,,,10.0,,,,,,,100.0,1.0,1.0,,,,,,
91221822,Cemgiskan,illidan,41.0,3108.0,22.0,67.0,71.0,100.0,,0.0,,0.0,100.0,9.0,3.0,7.0,1.0,,1.0,,2.0,1.0,2.0,2.0,5.0,1.0,,0.0,,0.0,1.0,44.0,40.0,33.0,22.0,71.0,100.0,0.0,0.0,0.0,18.0,5.0,9.0,9.0,7.0,6.0,2.0,1.0,2.0,8.0,2.0,3.0,2.0,5.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
181677258,Саффирин,gordunni,14.0,1222.0,50.0,67.0,0.0,40.0,,50.0,100.0,,,6.0,3.0,3.0,5.0,,2.0,1.0,,,3.0,2.0,0.0,2.0,,1.0,1.0,,,100.0,50.0,50.0,,,,,,,1.0,2.0,4.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
118857877,Lindvior,draenor,122.0,21618.0,54.0,60.0,58.0,63.0,1300.0,47.0,62.0,100.0,,98.0,105.0,24.0,27.0,2.0,15.0,26.0,1.0,,53.0,63.0,14.0,17.0,26.0,7.0,16.0,1.0,,37.0,56.0,52.0,33.0,60.0,,,50.0,,63.0,55.0,52.0,21.0,43.0,,,2.0,,23.0,31.0,27.0,7.0,26.0,,,1.0,,,,,,,,,,,,,,,,
195752148,Богдрикс,soulflayer,77.0,5771.0,,,53.0,55.0,33.0,45.0,50.0,50.0,58.0,,,19.0,11.0,3.0,20.0,2.0,14.0,12.0,,,10.0,6.0,1.0,9.0,1.0,7.0,7.0,80.0,67.0,,50.0,60.0,0.0,58.0,100.0,75.0,5.0,3.0,,6.0,15.0,1.0,12.0,6.0,8.0,4.0,2.0,,3.0,9.0,0.0,7.0,6.0,6.0,0.0,2.0,0.0,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,
197231442,Caligine,nemesis,5.0,241.0,,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,50.0,2.0,1.0,,,,,,,,,
97450151,Asetia,tarren-mill,9.0,4266.0,20.0,79.0,83.0,76.0,,80.0,40.0,0.0,0.0,10.0,14.0,6.0,17.0,,10.0,10.0,1.0,1.0,2.0,11.0,5.0,13.0,,8.0,4.0,0.0,0.0,17.0,57.0,72.0,,52.0,,,,,6.0,7.0,18.0,,23.0,,,,,1.0,4.0,13.0,,12.0,,,,,,,,,,,,,,,,,,,
200935849,Овитрес,soulflayer,92.0,204.0,,,0.0,,,100.0,,50.0,100.0,,,1.0,,,1.0,,2.0,1.0,,,0.0,,,1.0,,1.0,1.0,0.0,50.0,,,,,,,,1.0,2.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
107378339,Spøt,uldaman,98.0,460.0,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,50.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
70787323,Taktik,arthas,19.0,8790.0,53.0,80.0,50.0,27.0,,43.0,22.0,33.0,,15.0,5.0,14.0,15.0,,7.0,9.0,6.0,,8.0,4.0,7.0,4.0,,3.0,2.0,2.0,,50.0,67.0,38.0,56.0,75.0,60.0,100.0,100.0,71.0,20.0,9.0,8.0,9.0,12.0,5.0,2.0,2.0,7.0,10.0,6.0,3.0,5.0,9.0,3.0,2.0,2.0,5.0,12.0,8.0,1.0,,,,100.0,6.0,6.0,,,,,,
68832720,Bunip,ravencrest,36.0,35164.0,50.0,42.0,62.0,36.0,1400.0,59.0,50.0,77.0,71.0,153.0,62.0,84.0,25.0,2.0,51.0,24.0,13.0,7.0,76.0,26.0,52.0,9.0,28.0,30.0,12.0,10.0,5.0,62.0,53.0,49.0,61.0,51.0,50.0,62.0,67.0,44.0,155.0,87.0,51.0,83.0,77.0,6.0,21.0,36.0,9.0,96.0,46.0,25.0,51.0,39.0,3.0,13.0,24.0,4.0,20.0,5.0,1.0,33.0,3.0,1.0,100.0,3.0,3.0,,,,,,
126266752,Ecthelion,uldaman,8.0,1715.0,,,43.0,80.0,0.0,0.0,,71.0,33.0,,,7.0,5.0,1.0,2.0,,7.0,3.0,,,3.0,4.0,0.0,0.0,,5.0,1.0,,33.0,,33.0,22.0,0.0,60.0,75.0,,,3.0,,3.0,9.0,1.0,5.0,4.0,,,1.0,,1.0,2.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,
