character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
92015115,Eiskonfekt,destromath,12.0,200.0,,,100.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244619548,Шинатцу,soulflayer,61.0,280.0,,,,,,,0.0,,0.0,,,100.0,,,0.0,,,,,,,,,1.0,,2.0,,,2.0,,,1.0,,,,,,,,,0.0,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,
177514687,Grunnbeld,dalaran,9.0,2278.0,,,,100.0,,,46.0,69.0,44.0,42.0,,,56.0,60.0,44.0,,38.0,,,,1.0,,,13.0,13.0,9.0,19.0,,,9.0,5.0,9.0,,8.0,,,,1.0,,,6.0,9.0,4.0,8.0,,,5.0,3.0,4.0,,3.0,0.0,1.0,0.0,,,,71.0,7.0,5.0,,,,,,,,,
80806240,Irônbreaker,frostwolf,17.0,9735.0,38.0,49.0,69.0,53.0,65.0,32.0,78.0,54.0,45.0,50.0,57.0,,,,,,,24.0,35.0,39.0,17.0,20.0,37.0,18.0,24.0,20.0,22.0,14.0,,,,,,,9.0,17.0,27.0,9.0,13.0,12.0,14.0,13.0,9.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
121583901,Дредстар,fordragon,43.0,15444.0,67.0,38.0,63.0,58.0,20.0,100.0,40.0,53.0,51.0,48.0,52.0,50.0,120.0,44.0,29.0,25.0,71.0,9.0,26.0,30.0,38.0,5.0,19.0,35.0,45.0,37.0,50.0,25.0,2.0,10.0,9.0,7.0,4.0,7.0,6.0,10.0,19.0,22.0,1.0,19.0,14.0,24.0,19.0,24.0,13.0,1.0,12.0,4.0,2.0,1.0,5.0,33.0,3.0,1.0,100.0,2.0,2.0,,,,,,,,,,,,
141402559,Lothi,mannoroth,17.0,1516.0,,,,,,100.0,67.0,67.0,100.0,33.0,,100.0,75.0,0.0,0.0,,67.0,,,,,,1.0,3.0,3.0,1.0,3.0,,1.0,4.0,2.0,3.0,,3.0,,,,,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,0.0,0.0,,2.0,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,
82411309,Avíana,onyxia,21.0,19997.0,53.0,62.0,76.0,52.0,71.0,38.0,66.0,70.0,52.0,39.0,29.0,,42.0,82.0,40.0,75.0,44.0,30.0,39.0,34.0,52.0,34.0,26.0,32.0,30.0,29.0,33.0,7.0,,12.0,11.0,5.0,4.0,9.0,16.0,24.0,26.0,27.0,24.0,10.0,21.0,21.0,15.0,13.0,2.0,,5.0,9.0,2.0,3.0,4.0,50.0,4.0,2.0,100.0,6.0,6.0,,,,100.0,1.0,1.0,,,,,,
137508489,Dsompa,blackrock,42.0,761.0,0.0,,,100.0,,100.0,67.0,,100.0,25.0,,0.0,100.0,,,0.0,33.0,1.0,,,1.0,,2.0,3.0,,1.0,4.0,,1.0,1.0,,,1.0,3.0,0.0,,,1.0,,2.0,2.0,,1.0,1.0,,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,
154584007,Aglón,eredar,74.0,678.0,0.0,,,0.0,,100.0,0.0,,67.0,50.0,,0.0,,,,100.0,0.0,1.0,,,2.0,,2.0,1.0,,3.0,2.0,,1.0,,,,1.0,2.0,0.0,,,0.0,,2.0,0.0,,2.0,1.0,,0.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
59088983,Любаня,ashenvale,9.0,38603.0,51.0,61.0,59.0,63.0,51.0,40.0,50.0,69.0,74.0,61.0,67.0,0.0,100.0,80.0,100.0,50.0,75.0,87.0,180.0,137.0,107.0,107.0,47.0,34.0,13.0,23.0,18.0,3.0,2.0,1.0,5.0,5.0,2.0,4.0,44.0,110.0,81.0,67.0,55.0,19.0,17.0,9.0,17.0,11.0,2.0,0.0,1.0,4.0,5.0,1.0,3.0,,,,100.0,1.0,1.0,,,,80.0,5.0,4.0,,,,,,
98572341,Zefin,gorgonnash,31.0,46523.0,43.0,57.0,68.0,58.0,48.0,39.0,45.0,56.0,40.0,50.0,50.0,100.0,,,,,,133.0,131.0,118.0,123.0,130.0,70.0,11.0,9.0,5.0,6.0,10.0,1.0,,,,,,57.0,75.0,80.0,71.0,63.0,27.0,5.0,5.0,2.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
99907631,Tebetha,draenor,24.0,844.0,50.0,,,100.0,,0.0,100.0,100.0,,0.0,,100.0,,100.0,,100.0,,2.0,,,1.0,,2.0,1.0,4.0,,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,,0.0,1.0,4.0,,0.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
119341747,Coldim,burning-legion,51.0,836.0,0.0,75.0,,100.0,,,,50.0,0.0,33.0,100.0,,100.0,100.0,,,,1.0,4.0,,2.0,,,,2.0,1.0,3.0,1.0,,1.0,1.0,,,,0.0,3.0,,2.0,,,,1.0,0.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
145849552,Jhonnycrash,pozzo-delleternità,45.0,4630.0,40.0,25.0,75.0,55.0,14.0,71.0,18.0,55.0,67.0,12.0,67.0,20.0,0.0,50.0,40.0,0.0,25.0,5.0,4.0,4.0,11.0,7.0,14.0,11.0,11.0,15.0,8.0,3.0,5.0,1.0,6.0,5.0,2.0,4.0,2.0,1.0,3.0,6.0,1.0,10.0,2.0,6.0,10.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,50.0,2.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,
154319923,Saleia,ysondre,40.0,671.0,50.0,,,,,67.0,0.0,100.0,,,,50.0,,,,100.0,0.0,6.0,,,,,3.0,1.0,1.0,,,,4.0,,,,2.0,1.0,3.0,,,,,2.0,0.0,1.0,,,,2.0,,,,2.0,0.0,,,,,,,,,,0.0,3.0,0.0,,,,,,
191495339,Leordo,silvermoon,27.0,3175.0,50.0,42.0,0.0,100.0,,100.0,100.0,100.0,,80.0,0.0,100.0,50.0,43.0,50.0,0.0,50.0,4.0,12.0,1.0,1.0,,4.0,2.0,8.0,,5.0,2.0,1.0,4.0,7.0,2.0,3.0,2.0,2.0,5.0,0.0,1.0,,4.0,2.0,8.0,,4.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
197137246,Норлен,soulflayer,49.0,5991.0,40.0,,,83.0,,50.0,46.0,69.0,44.0,59.0,,,57.0,47.0,78.0,100.0,58.0,5.0,,,12.0,,2.0,13.0,16.0,16.0,17.0,,,14.0,17.0,9.0,3.0,12.0,2.0,,,10.0,,1.0,6.0,11.0,7.0,10.0,,,8.0,8.0,7.0,3.0,7.0,33.0,3.0,1.0,100.0,1.0,1.0,,,,100.0,1.0,1.0,,,,,,
173025872,Willthurner,kazzak,27.0,16855.0,41.0,44.0,49.0,61.0,49.0,50.0,45.0,44.0,58.0,37.0,50.0,100.0,83.0,0.0,100.0,0.0,0.0,71.0,68.0,45.0,67.0,73.0,30.0,33.0,9.0,48.0,19.0,8.0,1.0,6.0,1.0,1.0,2.0,1.0,29.0,30.0,22.0,41.0,36.0,15.0,15.0,4.0,28.0,7.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
112613598,Lowod,aegwynn,15.0,4756.0,55.0,27.0,27.0,70.0,64.0,71.0,0.0,25.0,33.0,62.0,62.0,100.0,67.0,,0.0,,,11.0,15.0,11.0,10.0,11.0,14.0,4.0,8.0,9.0,13.0,8.0,1.0,3.0,,1.0,,,6.0,4.0,3.0,7.0,7.0,10.0,0.0,2.0,3.0,8.0,5.0,1.0,2.0,,0.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
150290928,Attaack,kazzak,13.0,2483.0,38.0,17.0,,80.0,50.0,20.0,0.0,50.0,67.0,50.0,0.0,100.0,33.0,100.0,100.0,0.0,,8.0,6.0,,5.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,,3.0,1.0,,4.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,,100.0,2.0,2.0,100.0,18.0,18.0,0.0,1.0,0.0,,,,,,,,,
152872192,Schmetandler,gilneas,14.0,1633.0,33.0,50.0,50.0,33.0,50.0,,,,0.0,0.0,,0.0,0.0,0.0,,100.0,,3.0,10.0,6.0,9.0,4.0,,,,2.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,5.0,3.0,3.0,2.0,,,,0.0,0.0,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,
91647468,Caîtsith,destromath,30.0,1692.0,100.0,,,50.0,100.0,,100.0,50.0,100.0,33.0,100.0,,0.0,0.0,100.0,,,2.0,,,2.0,1.0,,4.0,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,2.0,,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
151303417,Broncobilly,gilneas,17.0,760.0,,,,50.0,,0.0,100.0,,,,,0.0,0.0,0.0,67.0,100.0,,,,,2.0,,4.0,1.0,,,,,2.0,1.0,1.0,3.0,1.0,,,,,1.0,,0.0,1.0,,,,,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
155508577,Abbaslulu,kazzak,58.0,6056.0,100.0,,,67.0,,67.0,50.0,60.0,50.0,89.0,60.0,100.0,100.0,62.0,60.0,45.0,0.0,4.0,,,6.0,,6.0,4.0,15.0,4.0,9.0,5.0,2.0,3.0,8.0,5.0,11.0,2.0,4.0,,,4.0,,4.0,2.0,9.0,2.0,8.0,3.0,2.0,3.0,5.0,3.0,5.0,0.0,,,,100.0,6.0,6.0,,,,,,,,,,,,
172359863,Quickio,ragnaros,40.0,417.0,,,,,,,,0.0,,,,100.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,0.0,,,,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
159270577,Djivà,tarren-mill,137.0,2919.0,44.0,60.0,75.0,100.0,67.0,100.0,57.0,88.0,62.0,69.0,100.0,50.0,50.0,60.0,100.0,,75.0,9.0,5.0,4.0,2.0,3.0,4.0,7.0,8.0,8.0,13.0,1.0,2.0,14.0,5.0,4.0,,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,7.0,5.0,9.0,1.0,1.0,7.0,3.0,4.0,,3.0,,,,,,,,,,,,,,,,,,
97967676,Eromine,draenor,31.0,2870.0,44.0,0.0,0.0,50.0,,40.0,67.0,75.0,100.0,67.0,100.0,,,100.0,67.0,40.0,0.0,9.0,1.0,1.0,4.0,,5.0,3.0,4.0,2.0,3.0,1.0,,,2.0,3.0,5.0,1.0,4.0,0.0,0.0,2.0,,2.0,2.0,3.0,2.0,2.0,1.0,,,2.0,2.0,2.0,0.0,,,,100.0,1.0,1.0,,,,100.0,1.0,1.0,,,,,,
193993366,Tidfis,grim-batol,33.0,3712.0,40.0,,,0.0,,75.0,100.0,60.0,50.0,100.0,,75.0,60.0,57.0,55.0,75.0,40.0,5.0,,,4.0,,4.0,3.0,10.0,2.0,4.0,,4.0,10.0,7.0,11.0,4.0,10.0,2.0,,,0.0,,3.0,3.0,6.0,1.0,4.0,,3.0,6.0,4.0,6.0,3.0,4.0,,,,,,,50.0,2.0,1.0,,,,,,,,,
191456001,Bubblícíous,frostmane,14.0,4026.0,85.0,36.0,61.0,33.0,,100.0,100.0,,50.0,,,,0.0,,,,100.0,26.0,36.0,38.0,3.0,,3.0,2.0,,2.0,,,,1.0,,,,1.0,22.0,13.0,23.0,1.0,,3.0,2.0,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,
143499507,Marbus,tarren-mill,47.0,1592.0,0.0,,0.0,,,50.0,80.0,100.0,67.0,67.0,67.0,0.0,40.0,100.0,67.0,,0.0,3.0,,1.0,,,4.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,,1.0,0.0,,0.0,,,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,,0.0,,,,100.0,7.0,7.0,,,,100.0,1.0,1.0,,,,,,
83425858,Gawonga,frostwolf,2.0,1528.0,50.0,50.0,,100.0,,100.0,50.0,0.0,,50.0,,,,,,,,2.0,2.0,,2.0,,1.0,2.0,2.0,,2.0,,,,,,,,1.0,1.0,,2.0,,1.0,1.0,0.0,,1.0,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
148149371,Thalyon,gorgonnash,2.0,512.0,100.0,,,,,50.0,100.0,,,100.0,,,,,,100.0,,1.0,,,,,2.0,1.0,,,2.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
127329769,Meübius,sargeras,4.0,825.0,75.0,,,50.0,,0.0,,,100.0,,,,0.0,0.0,0.0,0.0,,4.0,,,2.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,3.0,,,1.0,,0.0,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
177430561,Araks,alakir,38.0,270.0,,,,100.0,,50.0,,,100.0,100.0,,,,,0.0,0.0,,,,,1.0,,2.0,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
139168354,Нокний,howling-fjord,51.0,8690.0,38.0,100.0,,75.0,,42.0,71.0,75.0,40.0,20.0,100.0,50.0,62.0,38.0,20.0,27.0,57.0,8.0,2.0,,4.0,,12.0,7.0,4.0,5.0,10.0,2.0,12.0,8.0,8.0,5.0,15.0,7.0,3.0,2.0,,3.0,,5.0,5.0,3.0,2.0,2.0,2.0,6.0,5.0,3.0,1.0,4.0,4.0,80.0,5.0,4.0,,,,,,,100.0,1.0,1.0,,,,,,
200770670,Дримстер,eversong,20.0,106.0,,,,,,,0.0,100.0,0.0,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,
111673299,Gusrim,shadowsong,19.0,36139.0,47.0,57.0,59.0,43.0,52.0,45.0,88.0,45.0,62.0,67.0,71.0,67.0,50.0,60.0,50.0,75.0,20.0,32.0,47.0,59.0,44.0,64.0,11.0,8.0,20.0,13.0,6.0,7.0,3.0,6.0,5.0,2.0,4.0,5.0,15.0,27.0,35.0,19.0,33.0,5.0,7.0,9.0,8.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,100.0,1.0,1.0,,,,,,
247688319,Doomalke,hellfire,30.0,1526.0,50.0,,,100.0,,50.0,,100.0,,67.0,,33.0,,67.0,100.0,100.0,100.0,2.0,,,1.0,,2.0,,1.0,,3.0,,3.0,,3.0,2.0,2.0,5.0,1.0,,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,
172761891,Adernain,kazzak,38.0,47963.0,58.0,60.0,61.0,44.0,54.0,58.0,50.0,45.0,53.0,64.0,47.0,,100.0,75.0,67.0,53.0,100.0,106.0,184.0,92.0,82.0,76.0,52.0,10.0,11.0,17.0,14.0,19.0,,9.0,8.0,9.0,15.0,1.0,61.0,110.0,56.0,36.0,41.0,30.0,5.0,5.0,9.0,9.0,9.0,,9.0,6.0,6.0,8.0,1.0,60.0,5.0,3.0,,,,3100.0,1.0,31.0,100.0,4.0,4.0,,,,,,
69764442,Norrath,thrall,18.0,6551.0,26.0,52.0,48.0,33.0,27.0,36.0,56.0,77.0,54.0,62.0,100.0,0.0,,50.0,0.0,100.0,100.0,27.0,27.0,21.0,12.0,11.0,14.0,9.0,13.0,13.0,8.0,6.0,2.0,,2.0,1.0,3.0,1.0,7.0,14.0,10.0,4.0,3.0,5.0,5.0,10.0,7.0,5.0,6.0,0.0,,1.0,0.0,3.0,1.0,,,,,,,,,,40.0,5.0,2.0,,,,,,
122159755,Calopala,antonidas,15.0,3037.0,0.0,,,43.0,,60.0,29.0,43.0,56.0,44.0,,0.0,67.0,62.0,56.0,100.0,43.0,1.0,,,7.0,,5.0,7.0,7.0,9.0,9.0,,1.0,9.0,8.0,9.0,1.0,14.0,0.0,,,3.0,,3.0,2.0,3.0,5.0,4.0,,0.0,6.0,5.0,5.0,1.0,6.0,,,,,,,100.0,2.0,2.0,,,,,,,,,
90781533,Neviel,mannoroth,20.0,2351.0,82.0,100.0,100.0,75.0,50.0,67.0,70.0,100.0,25.0,,,100.0,0.0,100.0,100.0,100.0,100.0,11.0,3.0,1.0,4.0,6.0,6.0,10.0,1.0,4.0,,,1.0,1.0,2.0,2.0,1.0,2.0,9.0,3.0,1.0,3.0,3.0,4.0,7.0,1.0,1.0,,,1.0,0.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
170568304,Crescendow,hyjal,11.0,577.0,100.0,,,0.0,,100.0,,,,0.0,,0.0,,,100.0,100.0,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0,,,0.0,,1.0,,,,0.0,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
185709653,Juronji,kazzak,16.0,1322.0,43.0,,,75.0,,0.0,,33.0,100.0,0.0,,,60.0,75.0,0.0,,100.0,7.0,,,4.0,,2.0,,3.0,1.0,1.0,,,5.0,4.0,2.0,,3.0,3.0,,,3.0,,0.0,,1.0,1.0,0.0,,,3.0,3.0,0.0,,3.0,,,,,,,0.0,1.0,0.0,50.0,6.0,3.0,,,,,,
160686835,Daire,draenor,7.0,1463.0,100.0,,,67.0,,100.0,57.0,67.0,33.0,0.0,,25.0,60.0,50.0,88.0,,0.0,1.0,,,3.0,,1.0,7.0,3.0,6.0,1.0,,4.0,5.0,2.0,8.0,,2.0,1.0,,,2.0,,1.0,4.0,2.0,2.0,0.0,,1.0,3.0,1.0,7.0,,0.0,,,,,,,,,,,,,,,,,,
188051410,Askhan,chamber-of-aspects,15.0,508.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
104407874,Blâcklîne,blackhand,2.0,632.0,100.0,,0.0,0.0,0.0,33.0,0.0,0.0,100.0,0.0,,,,,100.0,,,1.0,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
109768936,Kariben,blackmoore,34.0,37019.0,49.0,46.0,47.0,43.0,42.0,69.0,62.0,52.0,53.0,59.0,40.0,50.0,100.0,100.0,60.0,60.0,,151.0,142.0,122.0,98.0,105.0,62.0,37.0,21.0,49.0,27.0,10.0,2.0,3.0,3.0,5.0,5.0,,74.0,65.0,57.0,42.0,44.0,43.0,23.0,11.0,26.0,16.0,4.0,1.0,3.0,3.0,3.0,3.0,,,,,100.0,52.0,52.0,,,,,,,,,,,,
7184567,Rondinia,blackrock,29.0,16713.0,48.0,66.0,68.0,43.0,50.0,60.0,56.0,33.0,33.0,100.0,,,,,,,,33.0,44.0,19.0,14.0,10.0,10.0,9.0,3.0,9.0,3.0,,,,,,,,16.0,29.0,13.0,6.0,5.0,6.0,5.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
200935849,Овитрес,soulflayer,92.0,204.0,0.0,,,50.0,,,0.0,,,100.0,,,50.0,,,,100.0,1.0,,,2.0,,,1.0,,,1.0,,,2.0,,,,1.0,0.0,,,1.0,,,0.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
148556259,Elvandara,blackmoore,68.0,3853.0,53.0,42.0,0.0,22.0,,44.0,31.0,0.0,43.0,36.0,0.0,78.0,29.0,75.0,67.0,33.0,33.0,15.0,12.0,2.0,9.0,,16.0,16.0,5.0,7.0,11.0,1.0,9.0,7.0,4.0,6.0,3.0,3.0,8.0,5.0,0.0,2.0,,7.0,5.0,0.0,3.0,4.0,0.0,7.0,2.0,3.0,4.0,1.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
170921071,Дитристаг,gordunni,76.0,58369.0,62.0,51.0,49.0,56.0,45.0,74.0,52.0,59.0,49.0,48.0,55.0,50.0,73.0,54.0,71.0,26.0,75.0,69.0,71.0,49.0,45.0,42.0,27.0,52.0,71.0,49.0,62.0,29.0,16.0,11.0,63.0,17.0,19.0,4.0,43.0,36.0,24.0,25.0,19.0,20.0,27.0,42.0,24.0,30.0,16.0,8.0,8.0,34.0,12.0,5.0,3.0,12.0,8.0,1.0,,,,,,,100.0,1.0,1.0,,,,,,
120545949,Recksiipala,blackrock,8.0,309.0,,,,100.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164037817,Ðudu,sanguino,16.0,224.0,,,,,,,100.0,0.0,0.0,100.0,,,0.0,,,,,,,,,,,1.0,1.0,1.0,3.0,,,2.0,,,,,,,,,,,1.0,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
155956849,Mungitore,nemesis,18.0,7032.0,60.0,43.0,25.0,60.0,100.0,12.0,42.0,58.0,65.0,33.0,100.0,,29.0,57.0,0.0,20.0,17.0,5.0,14.0,4.0,5.0,1.0,8.0,31.0,19.0,23.0,21.0,2.0,,7.0,7.0,3.0,5.0,6.0,3.0,6.0,1.0,3.0,1.0,1.0,13.0,11.0,15.0,7.0,2.0,,2.0,4.0,0.0,1.0,1.0,,,,,,,,,,67.0,3.0,2.0,,,,,,
98572256,Ultîma,gorgonnash,8.0,8119.0,70.0,39.0,57.0,29.0,36.0,67.0,100.0,50.0,100.0,100.0,,0.0,,100.0,100.0,67.0,,10.0,33.0,28.0,7.0,11.0,3.0,3.0,2.0,1.0,2.0,,1.0,,1.0,1.0,3.0,,7.0,13.0,16.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,,0.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
101175199,Джеранн,gordunni,16.0,7558.0,100.0,55.0,67.0,73.0,0.0,86.0,71.0,56.0,78.0,20.0,67.0,0.0,,,,,,1.0,22.0,6.0,11.0,1.0,22.0,7.0,9.0,9.0,5.0,6.0,1.0,,,,,,1.0,12.0,4.0,8.0,0.0,19.0,5.0,5.0,7.0,1.0,4.0,0.0,,,,,,44.0,9.0,4.0,,,,,,,,,,,,,,,
192823712,Rammelsurium,aegwynn,5.0,683.0,75.0,,,,,33.0,50.0,,50.0,,,0.0,100.0,,0.0,50.0,0.0,4.0,,,,,3.0,2.0,,4.0,,,1.0,2.0,,1.0,2.0,1.0,3.0,,,,,1.0,1.0,,2.0,,,0.0,2.0,,0.0,1.0,0.0,,,,,,,100.0,1.0,1.0,,,,,,,,,
183754628,Garnèt,nemesis,8.0,1115.0,100.0,,,20.0,,50.0,33.0,75.0,50.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0,,,5.0,,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,,,1.0,,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
116739417,Городем,galakrond,76.0,26925.0,52.0,45.0,27.0,58.0,40.0,75.0,38.0,43.0,49.0,49.0,40.0,0.0,1100.0,60.0,25.0,25.0,67.0,27.0,109.0,22.0,24.0,25.0,24.0,29.0,46.0,43.0,74.0,25.0,6.0,3.0,10.0,8.0,8.0,3.0,14.0,49.0,6.0,14.0,10.0,18.0,11.0,20.0,21.0,36.0,10.0,0.0,33.0,6.0,2.0,2.0,2.0,62.0,16.0,10.0,100.0,1.0,1.0,200.0,1.0,2.0,67.0,9.0,6.0,,,,,,
152870485,Yeux,gilneas,25.0,39865.0,54.0,36.0,41.0,48.0,47.0,49.0,0.0,9.0,50.0,42.0,67.0,,100.0,50.0,0.0,57.0,,118.0,55.0,111.0,58.0,64.0,45.0,2.0,22.0,8.0,12.0,9.0,,2.0,2.0,1.0,7.0,,64.0,20.0,45.0,28.0,30.0,22.0,0.0,2.0,4.0,5.0,6.0,,2.0,1.0,0.0,4.0,,50.0,2.0,1.0,,,,,,,,,,,,,,,
140713300,Thamiel,destromath,25.0,152.0,,100.0,0.0,100.0,,,100.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161267279,Hitlander,exodar,11.0,2638.0,0.0,,,80.0,,100.0,64.0,40.0,100.0,75.0,,,86.0,57.0,75.0,100.0,60.0,1.0,,,5.0,,1.0,11.0,5.0,3.0,4.0,,,7.0,7.0,4.0,1.0,5.0,0.0,,,4.0,,1.0,7.0,2.0,3.0,3.0,,,6.0,4.0,3.0,1.0,3.0,,,,,,,,,,100.0,5.0,5.0,,,,,,
131280851,Albmeister,ragnaros,14.0,7264.0,47.0,58.0,57.0,52.0,50.0,27.0,58.0,64.0,69.0,40.0,43.0,,67.0,89.0,83.0,33.0,50.0,15.0,24.0,7.0,33.0,10.0,11.0,12.0,11.0,13.0,20.0,21.0,,6.0,9.0,6.0,3.0,6.0,7.0,14.0,4.0,17.0,5.0,3.0,7.0,7.0,9.0,8.0,9.0,,4.0,8.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,
158108681,Thejóy,tarren-mill,16.0,7295.0,57.0,38.0,41.0,83.0,83.0,10.0,58.0,57.0,60.0,67.0,29.0,,111.0,71.0,0.0,0.0,67.0,7.0,29.0,17.0,6.0,6.0,10.0,24.0,23.0,20.0,24.0,7.0,,9.0,7.0,1.0,1.0,3.0,4.0,11.0,7.0,5.0,5.0,1.0,14.0,13.0,12.0,16.0,2.0,,10.0,5.0,0.0,0.0,2.0,100.0,2.0,2.0,,,,,,,,,,,,,,,
