character.id,character.name,character.realm.slug,honor_level,honorable_kills,Twin Peaks win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Twin Peaks played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Twin Peaks won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Battle for Wintergrasp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Korrak's Revenge played,Arathi Basin Winter won,Korrak's Revenge won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Comp Stomp win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Comp Stomp played,Rated Eye of the Storm won,Ashran won,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
188921030,Denveger,silvermoon,24.0,2460.0,67.0,33.0,33.0,44.0,9.0,6.0,3.0,9.0,6.0,2.0,1.0,4.0,,,,43.0,,,38.0,50.0,33.0,,0.0,38.0,,,,7.0,,,8.0,6.0,9.0,,1.0,8.0,,,,3.0,,,3.0,3.0,3.0,,0.0,3.0,50.0,,4.0,,2.0,,,0.0,,,1.0,,,0.0,,,,,,,
182032375,Громушка,gordunni,21.0,3351.0,100.0,50.0,100.0,100.0,6.0,8.0,4.0,1.0,6.0,4.0,4.0,1.0,80.0,75.0,67.0,71.0,,40.0,50.0,55.0,80.0,75.0,100.0,100.0,5.0,4.0,3.0,7.0,,5.0,4.0,11.0,5.0,4.0,1.0,1.0,4.0,3.0,2.0,5.0,,2.0,2.0,6.0,4.0,3.0,1.0,1.0,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,
242124297,Просторожки,gordunni,41.0,434.0,33.0,0.0,50.0,,3.0,1.0,2.0,,1.0,0.0,1.0,,,,,,,,0.0,,100.0,,100.0,,,,,,,,1.0,,2.0,,1.0,,,,,,,,0.0,,2.0,,1.0,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
158075437,Auchenaya,das-syndikat,21.0,1911.0,78.0,117.0,,,9.0,6.0,,,7.0,7.0,,,,50.0,33.0,0.0,,100.0,40.0,50.0,67.0,50.0,,,,10.0,3.0,1.0,,1.0,5.0,6.0,9.0,2.0,,,,5.0,1.0,0.0,,1.0,2.0,3.0,6.0,1.0,,,,,,,,,,100.0,,,2.0,,,2.0,,,,,,,
132820952,Namiká,malorne,3.0,276.0,0.0,100.0,,,1.0,1.0,,,0.0,1.0,,,100.0,,,,,,100.0,,100.0,,100.0,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
114954278,Taurro,draenor,50.0,957.0,0.0,100.0,40.0,50.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0,1.0,33.0,,,0.0,,,33.0,100.0,33.0,,100.0,100.0,3.0,,,1.0,,,3.0,3.0,3.0,,1.0,2.0,1.0,,,0.0,,,1.0,3.0,1.0,,1.0,2.0,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
168690705,Vegazm,aegwynn,3.0,147.0,0.0,,,,1.0,,,,0.0,,,,,,,100.0,,,50.0,,,,,,,,,1.0,,,2.0,,,,,,,,,1.0,,,1.0,,,,,,100.0,,1.0,,1.0,,0.0,,100.0,1.0,,1.0,0.0,,1.0,,,,,,
92596771,Mclóud,nathrezim,5.0,10255.0,0.0,,,,1.0,,,,0.0,,,,65.0,88.0,71.0,64.0,69.0,40.0,50.0,67.0,100.0,,,,26.0,25.0,17.0,22.0,13.0,15.0,2.0,3.0,2.0,,,,17.0,22.0,12.0,14.0,9.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
97101680,Spaikyone,frostmourne,6.0,9158.0,50.0,,0.0,0.0,20.0,,4.0,1.0,10.0,,0.0,0.0,62.0,43.0,39.0,38.0,48.0,56.0,40.0,26.0,50.0,50.0,33.0,50.0,40.0,30.0,33.0,24.0,25.0,25.0,15.0,19.0,6.0,2.0,3.0,2.0,25.0,13.0,13.0,9.0,12.0,14.0,6.0,5.0,3.0,1.0,1.0,1.0,,,,,,,,17.0,,,6.0,,,1.0,,,,,,,
150751315,Hôlywàrháwk,amanthul,34.0,4680.0,58.0,33.0,67.0,100.0,12.0,3.0,3.0,2.0,7.0,1.0,2.0,2.0,42.0,61.0,69.0,54.0,14.0,57.0,33.0,57.0,20.0,,,50.0,19.0,31.0,16.0,13.0,7.0,14.0,3.0,7.0,5.0,,,4.0,8.0,19.0,11.0,7.0,1.0,8.0,1.0,4.0,1.0,,,2.0,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
156554384,Plaÿ,colinas-pardas,6.0,5994.0,22.0,0.0,50.0,100.0,9.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,42.0,43.0,29.0,30.0,42.0,43.0,25.0,0.0,40.0,,33.0,0.0,12.0,14.0,14.0,10.0,12.0,14.0,4.0,5.0,5.0,,3.0,1.0,5.0,6.0,4.0,3.0,5.0,6.0,1.0,0.0,2.0,,1.0,0.0,67.0,100.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
165146821,Mãrããd,stormrage,26.0,2965.0,20.0,50.0,50.0,0.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,29.0,100.0,,29.0,,,,67.0,25.0,67.0,,,7.0,1.0,,7.0,,,,3.0,4.0,9.0,,,2.0,1.0,,2.0,,,,2.0,1.0,6.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
243123831,Блэкмайор,gordunni,34.0,1624.0,42.0,29.0,100.0,0.0,12.0,7.0,3.0,5.0,5.0,2.0,3.0,0.0,100.0,,,33.0,,20.0,20.0,33.0,33.0,,100.0,43.0,2.0,,,6.0,,5.0,5.0,6.0,6.0,,1.0,7.0,2.0,,,2.0,,1.0,1.0,2.0,2.0,,1.0,3.0,,,,,,,50.0,50.0,,2.0,2.0,,1.0,1.0,,,,,,,
68322591,Dwamarius,ravencrest,1.0,6673.0,25.0,,,100.0,4.0,,,1.0,1.0,,,1.0,56.0,78.0,28.0,50.0,31.0,33.0,,0.0,,,,0.0,25.0,9.0,18.0,6.0,13.0,6.0,,3.0,,,,1.0,14.0,7.0,5.0,3.0,4.0,2.0,,0.0,,,,0.0,,,,,,,300.0,0.0,,1.0,1.0,,3.0,0.0,,,,,,,
165775094,Jaehgor,blackmoore,3.0,274.0,,100.0,,,,1.0,,,,1.0,,,,,,50.0,,,100.0,50.0,40.0,,,0.0,,,,2.0,,,1.0,2.0,5.0,,,1.0,,,,1.0,,,1.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
163523790,Woisif,hyjal,10.0,2883.0,75.0,75.0,67.0,50.0,4.0,8.0,3.0,2.0,3.0,6.0,2.0,1.0,0.0,25.0,,80.0,,50.0,33.0,40.0,14.0,67.0,75.0,100.0,3.0,8.0,,5.0,,4.0,3.0,5.0,7.0,3.0,4.0,2.0,0.0,2.0,,4.0,,2.0,1.0,2.0,1.0,2.0,3.0,2.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
118640456,Barthelius,antonidas,19.0,15482.0,46.0,67.0,40.0,0.0,24.0,6.0,5.0,3.0,11.0,4.0,2.0,0.0,49.0,35.0,34.0,41.0,49.0,46.0,50.0,52.0,70.0,100.0,0.0,33.0,86.0,62.0,35.0,46.0,45.0,37.0,8.0,21.0,10.0,3.0,1.0,6.0,42.0,22.0,12.0,19.0,22.0,17.0,4.0,11.0,7.0,3.0,0.0,2.0,0.0,22.0,1.0,9.0,0.0,2.0,,,,,,,,,,,,,,,
170603486,Taurogh,nemesis,8.0,2990.0,58.0,100.0,38.0,50.0,12.0,1.0,8.0,4.0,7.0,1.0,3.0,2.0,33.0,,,29.0,,17.0,20.0,62.0,40.0,,33.0,100.0,3.0,,,7.0,,6.0,5.0,8.0,5.0,,3.0,3.0,1.0,,,2.0,,1.0,1.0,5.0,2.0,,1.0,3.0,,,,,,,,33.0,100.0,,3.0,1.0,,1.0,1.0,,,,,,
150378518,Gellstein,malorne,13.0,2387.0,,,0.0,100.0,,,1.0,1.0,,,0.0,1.0,56.0,,,,,50.0,100.0,100.0,50.0,,9.0,,9.0,,,,,2.0,2.0,1.0,4.0,,11.0,,5.0,,,,,1.0,2.0,1.0,2.0,,1.0,,,0.0,,1.0,,0.0,,,100.0,,,3.0,,,3.0,,,,,,
171354437,Dabdashtwo,archimonde,69.0,11183.0,53.0,100.0,,,53.0,1.0,,,28.0,1.0,,,0.0,57.0,61.0,64.0,44.0,67.0,59.0,66.0,67.0,51.0,100.0,,1.0,37.0,41.0,14.0,16.0,3.0,49.0,41.0,43.0,39.0,1.0,,0.0,21.0,25.0,9.0,7.0,2.0,29.0,27.0,29.0,20.0,1.0,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
175810099,Paloushe,dalaran,9.0,2176.0,100.0,40.0,100.0,50.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,67.0,,,100.0,,56.0,,0.0,0.0,,40.0,0.0,6.0,,,1.0,,9.0,,2.0,3.0,,5.0,2.0,4.0,,,1.0,,5.0,,0.0,0.0,,2.0,0.0,,,,,,,,57.0,,,7.0,,,4.0,,,,,,,
188816907,Grilohr,silvermoon,20.0,1522.0,67.0,67.0,,,3.0,3.0,,,2.0,2.0,,,100.0,60.0,0.0,0.0,,,56.0,20.0,50.0,50.0,,,1.0,10.0,1.0,1.0,,,9.0,5.0,4.0,2.0,,,1.0,6.0,0.0,0.0,,,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
171482837,Rhauk,dun-modr,7.0,1569.0,0.0,100.0,20.0,0.0,1.0,2.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,,,40.0,,67.0,100.0,100.0,33.0,,100.0,100.0,1.0,,,5.0,,3.0,1.0,1.0,3.0,,1.0,2.0,0.0,,,2.0,,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,0.0,0.0,,1.0,2.0,,0.0,0.0,,,,,,,
106196317,Vendusz,ravencrest,52.0,18778.0,40.0,80.0,0.0,100.0,20.0,5.0,2.0,2.0,8.0,4.0,0.0,2.0,61.0,56.0,54.0,35.0,41.0,75.0,36.0,40.0,43.0,61.0,0.0,67.0,28.0,18.0,24.0,40.0,22.0,48.0,28.0,30.0,23.0,23.0,1.0,3.0,17.0,10.0,13.0,14.0,9.0,36.0,10.0,12.0,10.0,14.0,0.0,2.0,50.0,,2.0,,1.0,,,43.0,,,7.0,,,3.0,,,,,,,
140514592,Láress,defias-brotherhood,9.0,7852.0,46.0,,,,13.0,,,,6.0,,,,58.0,75.0,50.0,46.0,25.0,50.0,100.0,50.0,100.0,,,,19.0,20.0,50.0,39.0,12.0,10.0,2.0,18.0,1.0,,,,11.0,15.0,25.0,18.0,3.0,5.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
128532791,Uthaer,kazzak,18.0,2254.0,50.0,100.0,0.0,100.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,50.0,,,0.0,,100.0,,100.0,0.0,0.0,67.0,100.0,2.0,,,2.0,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,,,0.0,,1.0,,1.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
149168674,Lozi,bloodhoof,7.0,1154.0,57.0,50.0,75.0,40.0,7.0,2.0,4.0,5.0,4.0,1.0,3.0,2.0,,,,100.0,,,50.0,60.0,67.0,100.0,,75.0,,,,2.0,,,6.0,5.0,3.0,1.0,,4.0,,,,2.0,,,3.0,3.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,
185697392,Ваард,blackscar,16.0,4702.0,80.0,75.0,47.0,0.0,5.0,4.0,19.0,2.0,4.0,3.0,9.0,0.0,50.0,,,86.0,,78.0,50.0,33.0,100.0,100.0,73.0,,4.0,,,7.0,,9.0,4.0,3.0,3.0,1.0,11.0,,2.0,,,6.0,,7.0,2.0,1.0,3.0,1.0,8.0,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
163618431,Dakosi,arthas,6.0,1446.0,50.0,50.0,17.0,,2.0,2.0,6.0,,1.0,1.0,1.0,,60.0,,,0.0,,67.0,0.0,50.0,100.0,,50.0,,5.0,,,2.0,,3.0,1.0,2.0,2.0,,4.0,,3.0,,,0.0,,2.0,0.0,1.0,2.0,,2.0,,,,,,,,0.0,75.0,,2.0,4.0,,0.0,3.0,,,,,,,
121003734,Paladoop,arathor,23.0,5357.0,43.0,60.0,0.0,0.0,7.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,52.0,0.0,67.0,33.0,,29.0,80.0,50.0,60.0,,38.0,0.0,23.0,7.0,3.0,3.0,,14.0,5.0,4.0,5.0,,8.0,2.0,12.0,0.0,2.0,1.0,,4.0,4.0,2.0,3.0,,3.0,0.0,100.0,40.0,1.0,5.0,1.0,2.0,50.0,50.0,,2.0,2.0,,1.0,1.0,,,,,,,
196658943,Dewenn,archimonde,6.0,1193.0,,,50.0,,,,2.0,,,,1.0,,25.0,,,0.0,,50.0,40.0,,0.0,,33.0,100.0,4.0,,,1.0,,2.0,5.0,,1.0,,3.0,1.0,1.0,,,0.0,,1.0,2.0,,0.0,,1.0,1.0,50.0,,2.0,,1.0,,,33.0,,,3.0,,,1.0,,,,,,,
156385737,Torsobaro,antonidas,3.0,268.0,,100.0,,100.0,,1.0,,1.0,,1.0,,1.0,,,,,,,100.0,,0.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,0.0,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
148579723,Bàámina,forscherliga,101.0,1827.0,0.0,25.0,,0.0,4.0,4.0,,1.0,0.0,1.0,,0.0,,,,0.0,,0.0,0.0,33.0,100.0,0.0,75.0,,,,,1.0,,2.0,2.0,3.0,2.0,1.0,4.0,,,,,0.0,,0.0,0.0,1.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,
163865475,Dalyera,shattrath,12.0,4010.0,67.0,86.0,77.0,50.0,12.0,7.0,13.0,6.0,8.0,6.0,10.0,3.0,75.0,,,64.0,,83.0,38.0,67.0,59.0,,75.0,70.0,4.0,,,11.0,,6.0,8.0,9.0,17.0,,4.0,10.0,3.0,,,7.0,,5.0,3.0,6.0,10.0,,3.0,7.0,67.0,,3.0,,2.0,,,25.0,,,4.0,,,1.0,,,,,,,
99638318,Bóromír,los-errantes,81.0,9258.0,50.0,29.0,100.0,,46.0,7.0,1.0,,23.0,2.0,1.0,,57.0,63.0,38.0,48.0,35.0,54.0,45.0,46.0,47.0,42.0,,,7.0,60.0,21.0,21.0,17.0,13.0,47.0,39.0,43.0,24.0,,,4.0,38.0,8.0,10.0,6.0,7.0,21.0,18.0,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
162606746,Gamõ,voljin,1.0,101.0,100.0,,,,2.0,,,,2.0,,,,,,,,,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
164343127,Lormok,ysera,12.0,1213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,3.0,,2.0,,,,,,,,,,,,,,,
145104823,Houben,outland,12.0,2243.0,50.0,,100.0,0.0,2.0,,3.0,2.0,1.0,,3.0,0.0,83.0,33.0,50.0,0.0,,67.0,75.0,50.0,50.0,,50.0,100.0,6.0,6.0,4.0,2.0,,3.0,4.0,6.0,2.0,,2.0,2.0,5.0,2.0,2.0,0.0,,2.0,3.0,3.0,1.0,,1.0,2.0,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
123998787,Êngel,antonidas,10.0,522.0,0.0,,,,1.0,,,,0.0,,,,100.0,,,100.0,,100.0,,,,,100.0,,2.0,,,1.0,,2.0,,,,,1.0,,2.0,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
156088727,Trazsa,durotan,7.0,647.0,0.0,,100.0,,1.0,,1.0,,0.0,,1.0,,100.0,0.0,,,,33.0,100.0,0.0,,,,,3.0,1.0,,,,3.0,1.0,1.0,,,,,3.0,0.0,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
161416551,Kiím,norgannon,9.0,1283.0,,,,,,,,,,,,,0.0,,,,,80.0,,,,,50.0,0.0,1.0,,,,,5.0,,,,,2.0,1.0,0.0,,,,,4.0,,,,,1.0,0.0,,100.0,,1.0,,1.0,,75.0,,,4.0,,,3.0,,,,,,,
175047923,Heathclîff,terokkar,50.0,10086.0,54.0,67.0,60.0,50.0,13.0,3.0,5.0,2.0,7.0,2.0,3.0,1.0,79.0,65.0,72.0,46.0,16.0,62.0,61.0,67.0,63.0,72.0,40.0,50.0,19.0,23.0,25.0,13.0,19.0,21.0,28.0,24.0,35.0,25.0,5.0,2.0,15.0,15.0,18.0,6.0,3.0,13.0,17.0,16.0,22.0,18.0,2.0,1.0,,,,,,,,50.0,100.0,,2.0,4.0,,1.0,4.0,,,,100.0,2.0,2.0
174060736,Паломка,fordragon,5.0,39.0,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
177283950,Ульгрим,howling-fjord,12.0,641.0,40.0,0.0,100.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,,,,50.0,,,,100.0,50.0,,,,,,,4.0,,,,1.0,2.0,,,,,,,2.0,,,,1.0,1.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,
161083378,Lâraclette,kirin-tor,7.0,294.0,,0.0,,,,1.0,,,,0.0,,,0.0,,,,,100.0,,,,,50.0,,1.0,,,,,2.0,,,,,2.0,,0.0,,,,,2.0,,,,,1.0,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,
86010803,Davillier,shendralar,14.0,52995.0,55.0,55.0,32.0,20.0,22.0,11.0,19.0,15.0,12.0,6.0,6.0,3.0,47.0,37.0,43.0,50.0,44.0,41.0,35.0,46.0,42.0,50.0,33.0,80.0,137.0,135.0,170.0,119.0,133.0,95.0,20.0,26.0,19.0,6.0,9.0,5.0,64.0,50.0,73.0,60.0,58.0,39.0,7.0,12.0,8.0,3.0,3.0,4.0,50.0,,2.0,,1.0,,,0.0,,,1.0,,,0.0,,,,,,,
193650105,Hazuul,kazzak,1.0,317.0,,,,100.0,,,,1.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,
102627187,Mognab,ravencrest,11.0,1380.0,,,,100.0,,,,1.0,,,,1.0,,,,,,0.0,,,,,0.0,,,,,,,3.0,,,,,1.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
209977712,Tésh,nagrand,13.0,3269.0,,,,,,,,,,,,,100.0,68.0,80.0,29.0,79.0,0.0,,,,,,,3.0,37.0,5.0,7.0,14.0,1.0,,,,,,,3.0,25.0,4.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186676833,Brunstigaben,silvermoon,6.0,179.0,,,,,,,,,,,,,0.0,,,,,,,,,,100.0,,1.0,,,,,,,,,,1.0,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
132181170,Obibart,norgannon,4.0,1811.0,67.0,,50.0,,3.0,,2.0,,2.0,,1.0,,,,,0.0,,,100.0,25.0,0.0,,100.0,100.0,,,,1.0,,,1.0,4.0,1.0,,1.0,1.0,,,,0.0,,,1.0,1.0,0.0,,1.0,1.0,,36.0,,14.0,,5.0,,,,,,,,,,,,,,,
93396391,Klêin,die-aldor,11.0,1360.0,0.0,,,,1.0,,,,0.0,,,,75.0,50.0,50.0,75.0,0.0,75.0,0.0,100.0,60.0,0.0,,,4.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,5.0,4.0,,,3.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
240661534,Протэус,booty-bay,8.0,5023.0,100.0,,60.0,0.0,1.0,,5.0,1.0,1.0,,3.0,0.0,75.0,56.0,67.0,36.0,75.0,60.0,100.0,60.0,67.0,0.0,100.0,,4.0,9.0,6.0,11.0,8.0,5.0,2.0,5.0,3.0,1.0,3.0,,3.0,5.0,4.0,4.0,6.0,3.0,2.0,3.0,2.0,0.0,3.0,,33.0,100.0,3.0,1.0,1.0,1.0,,100.0,,,1.0,,,1.0,,,,,,,
46972831,Barberin,hellfire,3.0,525.0,,100.0,,,,1.0,,,,1.0,,,,71.0,60.0,,,,,,,,,,,7.0,5.0,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56348886,Wolowítz,arygos,1.0,5316.0,78.0,,,,9.0,,,,7.0,,,,96.0,42.0,33.0,70.0,47.0,100.0,40.0,41.0,64.0,33.0,,,23.0,19.0,15.0,10.0,17.0,14.0,5.0,17.0,11.0,3.0,,,22.0,8.0,5.0,7.0,8.0,14.0,2.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
174308311,Nocifa,illidan,3.0,770.0,0.0,,40.0,,2.0,,5.0,,0.0,,2.0,,0.0,,,,,67.0,100.0,0.0,0.0,,50.0,,1.0,,,,,3.0,1.0,1.0,2.0,,2.0,,0.0,,,,,2.0,1.0,0.0,0.0,,1.0,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,
176006814,Mulder,korgall,4.0,173.0,,,100.0,,,,1.0,,,,1.0,,,,,100.0,,,,,100.0,,,0.0,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
243853238,Циклодол,gordunni,12.0,3062.0,40.0,50.0,33.0,,5.0,6.0,3.0,,2.0,3.0,1.0,,33.0,,,20.0,,100.0,67.0,100.0,60.0,,50.0,62.0,3.0,,,5.0,,2.0,3.0,1.0,5.0,,2.0,8.0,1.0,,,1.0,,2.0,2.0,1.0,3.0,,1.0,5.0,100.0,,1.0,,1.0,,,,,,,,,,,,,,33.0,3.0,1.0
197510854,Lakoss,hyjal,69.0,2455.0,50.0,57.0,100.0,33.0,4.0,7.0,3.0,9.0,2.0,4.0,3.0,3.0,75.0,,,100.0,,0.0,50.0,33.0,83.0,,50.0,83.0,4.0,,,3.0,,2.0,4.0,6.0,6.0,,4.0,6.0,3.0,,,3.0,,0.0,2.0,2.0,5.0,,2.0,5.0,,100.0,,1.0,,1.0,50.0,0.0,,2.0,2.0,,1.0,0.0,,,,,,,
110762455,Deenit,ravencrest,39.0,14249.0,55.0,67.0,86.0,50.0,11.0,12.0,7.0,2.0,6.0,8.0,6.0,1.0,67.0,41.0,62.0,61.0,0.0,40.0,19.0,50.0,36.0,50.0,50.0,,6.0,17.0,13.0,18.0,3.0,5.0,16.0,12.0,14.0,10.0,2.0,,4.0,7.0,8.0,11.0,0.0,2.0,3.0,6.0,5.0,5.0,1.0,,,33.0,,3.0,,1.0,,0.0,,,1.0,,,0.0,,,,,,,
174641375,Yuriy,terokkar,20.0,7235.0,73.0,54.0,50.0,69.0,15.0,13.0,8.0,13.0,11.0,7.0,4.0,9.0,57.0,100.0,,60.0,,67.0,44.0,31.0,92.0,33.0,25.0,67.0,7.0,1.0,,10.0,,12.0,18.0,13.0,13.0,3.0,8.0,9.0,4.0,1.0,,6.0,,8.0,8.0,4.0,12.0,1.0,2.0,6.0,,,,,,,,33.0,,,3.0,,,1.0,,,,,,,
104575316,Korthias,argent-dawn,112.0,97755.0,58.0,78.0,67.0,100.0,415.0,18.0,3.0,1.0,241.0,14.0,2.0,1.0,55.0,56.0,54.0,51.0,63.0,43.0,62.0,58.0,50.0,58.0,50.0,100.0,134.0,418.0,424.0,155.0,170.0,96.0,358.0,382.0,337.0,308.0,2.0,1.0,74.0,232.0,230.0,79.0,107.0,41.0,223.0,221.0,168.0,179.0,1.0,1.0,,50.0,,4.0,,2.0,,100.0,,,1.0,,,1.0,,,,,,,
125374929,Pfefferspray,blackrock,13.0,4324.0,30.0,133.0,25.0,100.0,10.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,40.0,42.0,17.0,23.0,50.0,48.0,60.0,36.0,50.0,50.0,25.0,50.0,15.0,12.0,6.0,13.0,4.0,25.0,10.0,11.0,10.0,2.0,4.0,2.0,6.0,5.0,1.0,3.0,2.0,12.0,6.0,4.0,5.0,1.0,1.0,1.0,100.0,,1.0,,1.0,,,33.0,,,3.0,,,1.0,,,,,,,
156434218,Bakhos,ysondre,6.0,485.0,,,100.0,,,,1.0,,,,1.0,,,,,,,67.0,,50.0,,,,,,,,,,3.0,,2.0,,,,,,,,,,2.0,,1.0,,,,,67.0,,3.0,,2.0,,,100.0,,,2.0,,,2.0,,,,,,,
109668059,Dorain,antonidas,7.0,1084.0,0.0,50.0,50.0,100.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,,,,33.0,,,50.0,67.0,100.0,0.0,,,,,,3.0,,,6.0,3.0,3.0,1.0,,,,,,1.0,,,3.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
158112757,Làzarùs,thrall,7.0,1253.0,60.0,75.0,100.0,33.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,100.0,,,25.0,,0.0,100.0,25.0,80.0,,,,1.0,,,4.0,,1.0,2.0,4.0,5.0,,,,1.0,,,1.0,,0.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
79051921,Xedille,ysera,26.0,2440.0,,,,,,,,,,,,,0.0,0.0,,100.0,33.0,100.0,67.0,,50.0,0.0,,,1.0,1.0,,1.0,3.0,1.0,3.0,,2.0,2.0,,,0.0,0.0,,1.0,1.0,1.0,2.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
243023161,Есеша,gordunni,8.0,1869.0,33.0,100.0,75.0,33.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,43.0,,,75.0,,100.0,50.0,50.0,43.0,,,75.0,7.0,,,4.0,,1.0,4.0,2.0,7.0,,,4.0,3.0,,,3.0,,1.0,2.0,1.0,3.0,,,3.0,,0.0,,1.0,,0.0,50.0,50.0,,2.0,2.0,,1.0,1.0,,,,,,,
