character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Silvershard Mines win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Silvershard Mines played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Silvershard Mines won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Classic Arathi Basin win_rate,Classic Arathi Basin played,Classic Arathi Basin won,Classic Warsong Gulch win_rate,Strand of the Ancients win_rate,Rated Eye of the Storm win_rate,Classic Warsong Gulch played,Strand of the Ancients played,Rated Eye of the Storm played,Classic Warsong Gulch won,Strand of the Ancients won,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
165392485,Nicele,blackrock,17.0,655.0,0.0,,0.0,25.0,0.0,100.0,,100.0,0.0,50.0,100.0,,1.0,,1.0,4.0,1.0,1.0,,1.0,2.0,2.0,1.0,,0.0,,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44926816,Peragorn,arthas,12.0,27269.0,64.0,45.0,62.0,49.0,49.0,45.0,,50.0,,,50.0,,67.0,42.0,16.0,90.0,93.0,114.0,,4.0,,,2.0,,43.0,19.0,10.0,44.0,46.0,51.0,,2.0,,,1.0,,55.0,60.0,,,0.0,121.0,43.0,,,2.0,67.0,26.0,,,0.0,56.0,116.0,65.0,59.0,44.0,,106.0,45.0,,63.0,20.0,,,,,,,
117806992,Bigpullaoe,ravencrest,12.0,415.0,100.0,,100.0,0.0,100.0,100.0,50.0,,,50.0,0.0,,1.0,,1.0,1.0,2.0,1.0,2.0,,,2.0,1.0,,1.0,,1.0,0.0,2.0,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117146148,Kardasi,ravencrest,22.0,3159.0,58.0,40.0,62.0,100.0,100.0,88.0,29.0,100.0,57.0,67.0,71.0,100.0,12.0,5.0,8.0,4.0,1.0,8.0,7.0,2.0,7.0,3.0,7.0,1.0,7.0,2.0,5.0,4.0,1.0,7.0,2.0,2.0,4.0,2.0,5.0,1.0,43.0,,,,,7.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
177126601,Zyratwahl,magtheridon,7.0,1210.0,100.0,,,38.0,25.0,88.0,100.0,50.0,75.0,83.0,,50.0,1.0,,,8.0,4.0,8.0,1.0,4.0,4.0,6.0,,6.0,1.0,,,3.0,1.0,7.0,1.0,2.0,3.0,5.0,,3.0,0.0,,,,,3.0,,,,,0.0,,,,,,,,,,33.0,,,3.0,,,1.0,,,,,,
152789283,Bimm,gilneas,69.0,3766.0,40.0,50.0,71.0,60.0,100.0,100.0,50.0,50.0,67.0,0.0,50.0,50.0,5.0,4.0,7.0,5.0,5.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,50.0,21.0,100.0,100.0,,4.0,14.0,2.0,2.0,,2.0,3.0,2.0,2.0,,33.0,3.0,1.0,50.0,,,4.0,,,2.0,,,,,,,,
171238869,Divino,cthun,26.0,2120.0,50.0,100.0,100.0,100.0,100.0,50.0,67.0,0.0,75.0,0.0,50.0,75.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,8.0,3.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,0.0,6.0,0.0,1.0,3.0,33.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
160651850,Мэскуззи,soulflayer,16.0,3575.0,30.0,0.0,25.0,50.0,0.0,42.0,100.0,,100.0,,100.0,100.0,10.0,1.0,4.0,8.0,4.0,12.0,1.0,,1.0,,2.0,1.0,3.0,0.0,1.0,4.0,0.0,5.0,1.0,,1.0,,2.0,1.0,50.0,0.0,,,,2.0,1.0,,,,1.0,0.0,,,,100.0,2.0,2.0,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,,
190283146,Cruc,frostmane,7.0,50813.0,55.0,53.0,54.0,55.0,59.0,50.0,100.0,,0.0,,25.0,50.0,143.0,90.0,67.0,11.0,22.0,4.0,1.0,,2.0,,4.0,2.0,78.0,48.0,36.0,6.0,13.0,2.0,1.0,,0.0,,1.0,1.0,50.0,,100.0,,,4.0,,1.0,,,2.0,,1.0,,,52.0,120.0,63.0,59.0,50.0,,192.0,102.0,,114.0,51.0,,,,,,,
173001148,Rosedecay,hyjal,40.0,11509.0,38.0,62.0,61.0,47.0,28.0,38.0,100.0,50.0,47.0,20.0,47.0,0.0,16.0,21.0,28.0,19.0,25.0,24.0,1.0,24.0,19.0,10.0,17.0,4.0,6.0,13.0,17.0,9.0,7.0,9.0,1.0,12.0,9.0,2.0,8.0,0.0,27.0,53.0,62.0,100.0,100.0,15.0,19.0,8.0,6.0,1.0,4.0,10.0,5.0,6.0,1.0,60.0,5.0,3.0,67.0,,,3.0,,,2.0,,,,,,,,
123994069,Goatý,draenor,7.0,1128.0,100.0,100.0,,25.0,50.0,60.0,,100.0,100.0,75.0,100.0,100.0,1.0,2.0,,4.0,2.0,5.0,,2.0,2.0,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,,2.0,2.0,3.0,1.0,1.0,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
244313418,Рэйнметалл,deathguard,7.0,1453.0,100.0,0.0,100.0,0.0,60.0,67.0,67.0,,67.0,100.0,33.0,0.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,,2.0,1.0,1.0,0.0,67.0,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
104987278,Никромекон,gordunni,8.0,561.0,,0.0,,100.0,,0.0,,50.0,33.0,,,100.0,,1.0,,3.0,,1.0,,2.0,3.0,,,1.0,,0.0,,3.0,,0.0,,1.0,1.0,,,1.0,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
146958236,Mayuvo,blackmoore,1.0,69.0,,,,,0.0,,,,,,,100.0,,,,,1.0,,,,,,,1.0,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112613598,Lowod,aegwynn,15.0,4756.0,55.0,70.0,71.0,0.0,33.0,62.0,100.0,67.0,,0.0,,,11.0,10.0,14.0,4.0,9.0,13.0,1.0,3.0,,1.0,,,6.0,7.0,10.0,0.0,3.0,8.0,1.0,2.0,,0.0,,,25.0,62.0,,,0.0,8.0,8.0,,,1.0,2.0,5.0,,,0.0,27.0,11.0,3.0,27.0,64.0,,15.0,11.0,,4.0,7.0,,,,,,,
175395828,Churumlight,sanguino,21.0,422.0,0.0,0.0,0.0,,,100.0,100.0,100.0,,50.0,,100.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,2.0,,1.0,0.0,0.0,0.0,,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130791517,Haerus,thrall,13.0,11560.0,52.0,42.0,63.0,33.0,33.0,100.0,,100.0,,,100.0,,64.0,12.0,19.0,3.0,3.0,2.0,,1.0,,,1.0,,33.0,5.0,12.0,1.0,1.0,2.0,,1.0,,,1.0,,83.0,100.0,,,,6.0,1.0,,,,5.0,1.0,,,,45.0,11.0,5.0,30.0,67.0,,10.0,9.0,,3.0,6.0,,,,,,,
169943644,Hexynator,tarren-mill,5.0,413.0,,0.0,,0.0,,,,,100.0,,,50.0,,2.0,,1.0,,,,,1.0,,,2.0,,0.0,,0.0,,,,,1.0,,,1.0,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
40264151,Lesure,kul-tiras,11.0,239.0,,,,,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
160300425,Ironhoof,blackmoore,34.0,18943.0,57.0,56.0,50.0,46.0,49.0,60.0,,200.0,100.0,,,,14.0,61.0,24.0,71.0,72.0,72.0,,1.0,1.0,,,,8.0,34.0,12.0,33.0,35.0,43.0,,2.0,1.0,,,,58.0,58.0,,,,91.0,45.0,,,,53.0,26.0,,,,52.0,67.0,35.0,52.0,68.0,,85.0,62.0,,44.0,42.0,,,,,,,
147622780,Kymark,frostmourne,19.0,47.0,,,,,,,,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122453867,Yakuzablue,malfurion,17.0,1349.0,50.0,50.0,100.0,,40.0,50.0,,0.0,,,,,4.0,2.0,1.0,,5.0,4.0,,1.0,,,,,2.0,1.0,1.0,,2.0,2.0,,0.0,,,,,100.0,50.0,,100.0,,1.0,2.0,,2.0,,1.0,1.0,,2.0,,50.0,2.0,1.0,0.0,,,1.0,,,0.0,,,,,,,,
163721017,Stêin,senjin,22.0,7744.0,40.0,28.0,50.0,35.0,41.0,80.0,33.0,75.0,60.0,67.0,75.0,67.0,47.0,18.0,24.0,17.0,22.0,10.0,6.0,8.0,10.0,3.0,4.0,3.0,19.0,5.0,12.0,6.0,9.0,8.0,2.0,6.0,6.0,2.0,3.0,2.0,11.0,62.0,,,,9.0,8.0,,,,1.0,5.0,,,,43.0,23.0,10.0,31.0,0.0,,26.0,2.0,,8.0,0.0,,,,,,,
132914497,Paladinmove,draenor,9.0,1462.0,50.0,67.0,,40.0,75.0,67.0,,,0.0,,100.0,0.0,2.0,3.0,,5.0,4.0,3.0,,,1.0,,1.0,1.0,1.0,2.0,,2.0,3.0,2.0,,,0.0,,1.0,0.0,0.0,,,,,1.0,,,,,0.0,,,,,33.0,3.0,1.0,58.0,,,12.0,,,7.0,,,,,,,,
77260643,ßadkiñg,nemesis,6.0,71382.0,42.0,52.0,41.0,51.0,57.0,62.0,,0.0,67.0,,,0.0,187.0,206.0,245.0,59.0,46.0,32.0,,1.0,3.0,,,1.0,79.0,107.0,101.0,30.0,26.0,20.0,,0.0,2.0,,,0.0,85.0,43.0,,,,27.0,14.0,,,,23.0,6.0,,,,59.0,179.0,105.0,52.0,46.0,,195.0,224.0,,102.0,104.0,,,,,,,
154753123,Raperz,tichondrius,20.0,3745.0,50.0,50.0,50.0,0.0,33.0,100.0,75.0,33.0,20.0,50.0,43.0,100.0,4.0,4.0,4.0,6.0,3.0,1.0,4.0,3.0,5.0,4.0,7.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,,,14.0,1.0,2.0,,,7.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
178770969,Раггнар,goldrinn,37.0,13328.0,0.0,60.0,100.0,55.0,52.0,75.0,50.0,72.0,68.0,56.0,100.0,65.0,3.0,47.0,2.0,31.0,29.0,40.0,2.0,32.0,25.0,18.0,1.0,23.0,0.0,28.0,2.0,17.0,15.0,30.0,1.0,23.0,17.0,10.0,1.0,15.0,60.0,86.0,100.0,100.0,25.0,35.0,7.0,1.0,1.0,4.0,21.0,6.0,1.0,1.0,1.0,100.0,1.0,1.0,33.0,,,6.0,,,2.0,,,,,,,,
115678327,Laylas,arygos,21.0,2246.0,67.0,33.0,50.0,67.0,50.0,20.0,50.0,60.0,50.0,0.0,0.0,,3.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,,75.0,0.0,,,,4.0,3.0,,,,3.0,0.0,,,,100.0,1.0,1.0,33.0,,,3.0,,,1.0,,,,,,,,
163519387,Hellpaladin,sanguino,72.0,1706.0,33.0,67.0,,,60.0,75.0,100.0,0.0,50.0,67.0,,67.0,3.0,6.0,,,10.0,4.0,1.0,1.0,2.0,3.0,,3.0,1.0,4.0,,,6.0,3.0,1.0,0.0,1.0,2.0,,2.0,25.0,,,,,4.0,,,,,1.0,,,,,67.0,3.0,2.0,0.0,20.0,,2.0,5.0,,0.0,1.0,,,,,,,
157772588,Malisin,die-ewige-wacht,14.0,6323.0,56.0,24.0,40.0,44.0,55.0,24.0,,75.0,33.0,25.0,33.0,25.0,18.0,17.0,10.0,25.0,22.0,21.0,,4.0,6.0,4.0,3.0,4.0,10.0,4.0,4.0,11.0,12.0,5.0,,3.0,2.0,1.0,1.0,1.0,88.0,,,100.0,,8.0,,,2.0,,7.0,,,2.0,,44.0,27.0,12.0,46.0,30.0,,28.0,20.0,,13.0,6.0,,,,,,,
125112264,Ivánkov,malfurion,35.0,4401.0,62.0,71.0,88.0,100.0,40.0,73.0,75.0,40.0,50.0,73.0,83.0,75.0,8.0,7.0,8.0,1.0,5.0,11.0,4.0,5.0,4.0,11.0,6.0,4.0,5.0,5.0,7.0,1.0,2.0,8.0,3.0,2.0,2.0,8.0,5.0,3.0,80.0,,,,,5.0,,,,,4.0,,,,,100.0,1.0,1.0,,,,,,,,,,100.0,3.0,3.0,,,
20764750,Menzov,khadgar,56.0,41191.0,71.0,40.0,48.0,,,100.0,,,,,,,52.0,35.0,23.0,,,1.0,,,,,,,37.0,14.0,11.0,,,1.0,,,,,,,50.0,,,,100.0,2.0,,,,1.0,1.0,,,,1.0,68.0,40.0,27.0,51.0,47.0,,53.0,15.0,,27.0,7.0,,,,,,,
136605754,Excuritas,blackmoore,6.0,1923.0,50.0,33.0,,100.0,75.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,,,67.0,2.0,2.0,,,3.0,1.0,0.0,,,2.0,100.0,1.0,1.0,100.0,100.0,,3.0,1.0,,3.0,1.0,,,,,,,
158681170,Vogran,pozzo-delleternità,58.0,6002.0,30.0,44.0,33.0,50.0,57.0,56.0,,78.0,50.0,57.0,50.0,67.0,10.0,9.0,6.0,2.0,7.0,16.0,,9.0,4.0,7.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,9.0,,7.0,2.0,4.0,2.0,2.0,56.0,43.0,,100.0,100.0,9.0,7.0,,2.0,1.0,5.0,3.0,,2.0,1.0,38.0,8.0,3.0,67.0,,0.0,9.0,,1.0,6.0,,0.0,,,,,,
201871756,Chumpman,lightnings-blade,51.0,64705.0,68.0,45.0,54.0,44.0,59.0,42.0,0.0,59.0,31.0,55.0,50.0,54.0,65.0,65.0,61.0,57.0,61.0,57.0,3.0,17.0,49.0,29.0,18.0,24.0,44.0,29.0,33.0,25.0,36.0,24.0,0.0,10.0,15.0,16.0,9.0,13.0,52.0,,35.0,100.0,33.0,29.0,,17.0,1.0,3.0,15.0,,6.0,1.0,1.0,50.0,36.0,18.0,67.0,50.0,,39.0,40.0,,26.0,20.0,,0.0,1.0,0.0,,,
118555129,Mebseven,grim-batol,9.0,2618.0,0.0,100.0,,50.0,,,,100.0,0.0,,,0.0,1.0,1.0,,2.0,,,,1.0,1.0,,,1.0,0.0,1.0,,1.0,,,,1.0,0.0,,,0.0,,,,,0.0,,,,,1.0,,,,,0.0,50.0,2.0,1.0,100.0,,,1.0,,,1.0,,,,,,,,
195016344,Pwênt,chamber-of-aspects,53.0,2140.0,0.0,0.0,67.0,18.0,60.0,67.0,25.0,75.0,40.0,71.0,25.0,50.0,3.0,2.0,3.0,11.0,5.0,6.0,4.0,4.0,10.0,7.0,4.0,4.0,0.0,0.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,5.0,1.0,2.0,50.0,,,,,2.0,,,,,1.0,,,,,,,,,,100.0,,,2.0,,,2.0,,,,,,
69121785,Syriel,nazjatar,26.0,10735.0,43.0,0.0,0.0,,100.0,100.0,,,,,100.0,,7.0,1.0,1.0,,1.0,2.0,,,,,1.0,,3.0,0.0,0.0,,1.0,2.0,,,,,1.0,,33.0,50.0,,100.0,91.0,3.0,2.0,,1.0,22.0,1.0,1.0,,1.0,20.0,0.0,1.0,0.0,33.0,50.0,,3.0,2.0,,1.0,1.0,,,,,,,
167075540,Nosc,thrall,33.0,5715.0,51.0,80.0,39.0,80.0,89.0,75.0,100.0,67.0,100.0,60.0,43.0,86.0,37.0,5.0,23.0,5.0,9.0,4.0,5.0,3.0,4.0,5.0,7.0,7.0,19.0,4.0,9.0,4.0,8.0,3.0,5.0,2.0,4.0,3.0,3.0,6.0,67.0,,,,100.0,3.0,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
88245594,Gwaelion,antonidas,9.0,3932.0,0.0,55.0,0.0,62.0,64.0,62.0,,100.0,,,50.0,,4.0,11.0,2.0,8.0,11.0,8.0,,1.0,,,2.0,,0.0,6.0,0.0,5.0,7.0,5.0,,1.0,,,1.0,,71.0,56.0,,,,14.0,9.0,,,,10.0,5.0,,,,38.0,8.0,3.0,29.0,100.0,,7.0,10.0,,2.0,10.0,,,,,,,
150753087,Hamsterz,amanthul,29.0,5984.0,41.0,40.0,22.0,30.0,43.0,35.0,,,50.0,,50.0,,17.0,5.0,9.0,10.0,21.0,17.0,,,2.0,,2.0,,7.0,2.0,2.0,3.0,9.0,6.0,,,1.0,,1.0,,33.0,33.0,,100.0,,15.0,9.0,,6.0,,5.0,3.0,,6.0,,53.0,15.0,8.0,19.0,33.0,,21.0,3.0,,4.0,1.0,,,,,,,
161915249,Twinibo,shattrath,8.0,312.0,0.0,,,,,,100.0,,,0.0,,,1.0,,,,,,1.0,,,2.0,,,0.0,,,,,,1.0,,,0.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
156761006,Hibikichan,antonidas,58.0,18209.0,41.0,73.0,35.0,25.0,50.0,47.0,0.0,0.0,0.0,,88.0,,29.0,44.0,31.0,4.0,6.0,15.0,1.0,1.0,1.0,,8.0,,12.0,32.0,11.0,1.0,3.0,7.0,0.0,0.0,0.0,,7.0,,30.0,100.0,0.0,100.0,,10.0,1.0,2.0,11.0,,3.0,1.0,0.0,11.0,,57.0,46.0,26.0,60.0,63.0,,121.0,30.0,,73.0,19.0,,,,,,,
181897645,Missdivine,outland,14.0,283.0,,100.0,100.0,100.0,,0.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,0.0,,,,,,,100.0,,,,0.0,1.0,,,,1.0,1.0,,,,0.0,,,,0.0,,,1.0,,,0.0,,,,,,,,
142605589,Spôrki,malygos,10.0,1970.0,100.0,33.0,60.0,50.0,75.0,50.0,60.0,0.0,33.0,0.0,100.0,33.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
30715828,Valarion,tyrande,6.0,39671.0,51.0,53.0,50.0,69.0,71.0,17.0,0.0,,0.0,100.0,0.0,,205.0,88.0,36.0,16.0,24.0,6.0,2.0,,1.0,1.0,1.0,,105.0,47.0,18.0,11.0,17.0,1.0,0.0,,0.0,1.0,0.0,,100.0,100.0,,,,3.0,1.0,,,,3.0,1.0,,,,63.0,147.0,93.0,75.0,49.0,,154.0,90.0,,115.0,44.0,,,,,,,
175709795,Goldress,ragnaros,10.0,864.0,33.0,100.0,50.0,100.0,,,,67.0,100.0,50.0,75.0,50.0,3.0,1.0,2.0,1.0,,,,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167650992,Heinawiggets,aegwynn,15.0,1644.0,,33.0,0.0,100.0,80.0,0.0,,33.0,67.0,0.0,50.0,100.0,,3.0,2.0,1.0,5.0,2.0,,3.0,3.0,1.0,2.0,3.0,,1.0,0.0,1.0,4.0,0.0,,1.0,2.0,0.0,1.0,3.0,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
128957568,Aeth,argent-dawn,9.0,700.0,100.0,40.0,0.0,100.0,0.0,0.0,,50.0,50.0,0.0,,100.0,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,,,,,2.0,,,,,0.0,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
154405274,Landro,antonidas,7.0,130.0,,,0.0,,0.0,,,,,,,0.0,,,1.0,,1.0,,,,,,,1.0,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123405796,Yrela,draenor,16.0,22225.0,54.0,50.0,65.0,43.0,33.0,29.0,100.0,33.0,,0.0,50.0,100.0,137.0,111.0,69.0,47.0,51.0,28.0,2.0,3.0,,2.0,2.0,1.0,74.0,55.0,45.0,20.0,17.0,8.0,2.0,1.0,,0.0,1.0,1.0,38.0,45.0,,100.0,,24.0,20.0,,1.0,,9.0,9.0,,1.0,,40.0,87.0,35.0,42.0,53.0,,83.0,73.0,,35.0,39.0,,,,,,,
148224739,Rory,blackmoore,29.0,29748.0,53.0,44.0,48.0,58.0,62.0,77.0,,,,100.0,38.0,,53.0,62.0,67.0,26.0,24.0,39.0,,,,1.0,13.0,,28.0,27.0,32.0,15.0,15.0,30.0,,,,1.0,5.0,,23.0,43.0,,100.0,0.0,13.0,21.0,,1.0,2.0,3.0,9.0,,1.0,0.0,41.0,147.0,60.0,60.0,52.0,,192.0,54.0,,115.0,28.0,,,,,,,
195031258,Duriandyl,archimonde,5.0,2659.0,50.0,50.0,,67.0,67.0,80.0,,100.0,33.0,,,0.0,2.0,4.0,,6.0,3.0,5.0,,3.0,3.0,,,1.0,1.0,2.0,,4.0,2.0,4.0,,3.0,1.0,,,0.0,43.0,100.0,,,,7.0,2.0,,,,3.0,2.0,,,,33.0,3.0,1.0,71.0,0.0,,7.0,1.0,,5.0,0.0,,,,,,,
176538805,Kalthera,twisting-nether,19.0,5269.0,40.0,29.0,57.0,67.0,67.0,60.0,67.0,0.0,75.0,50.0,50.0,100.0,10.0,7.0,23.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,13.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,40.0,,,,,5.0,,,,,2.0,,,,,65.0,20.0,13.0,71.0,33.0,125.0,7.0,6.0,4.0,5.0,2.0,5.0,,,,,,
94644508,Akenna,antonidas,21.0,3534.0,100.0,0.0,50.0,71.0,20.0,62.0,,100.0,50.0,0.0,,100.0,2.0,2.0,4.0,7.0,5.0,8.0,,3.0,2.0,1.0,,2.0,2.0,0.0,2.0,5.0,1.0,5.0,,3.0,1.0,0.0,,2.0,67.0,33.0,,100.0,40.0,6.0,3.0,,76.0,5.0,4.0,1.0,,76.0,2.0,0.0,4.0,0.0,68.0,50.0,,22.0,4.0,,15.0,2.0,,,,,,,
110762455,Deenit,ravencrest,39.0,14249.0,67.0,61.0,40.0,55.0,50.0,36.0,0.0,67.0,86.0,50.0,50.0,,6.0,18.0,5.0,11.0,12.0,14.0,1.0,12.0,7.0,2.0,2.0,,4.0,11.0,2.0,6.0,6.0,5.0,0.0,8.0,6.0,1.0,1.0,,19.0,50.0,,,33.0,16.0,10.0,,,3.0,3.0,5.0,,,1.0,62.0,13.0,8.0,41.0,0.0,,17.0,3.0,,7.0,0.0,,,,,,,
155141153,Aradax,antonidas,14.0,1428.0,100.0,100.0,33.0,0.0,,100.0,20.0,0.0,0.0,,33.0,,4.0,2.0,3.0,1.0,,1.0,5.0,1.0,2.0,,3.0,,4.0,2.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,,100.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,0.0,2.0,0.0,,,
160686835,Daire,draenor,7.0,1463.0,100.0,67.0,100.0,57.0,33.0,0.0,25.0,60.0,50.0,88.0,,0.0,1.0,3.0,1.0,7.0,6.0,1.0,4.0,5.0,2.0,8.0,,2.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,3.0,1.0,7.0,,0.0,67.0,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
79918519,Æxellent,frostwolf,61.0,20656.0,56.0,52.0,33.0,56.0,60.0,20.0,33.0,0.0,100.0,50.0,50.0,0.0,109.0,69.0,18.0,16.0,15.0,5.0,3.0,1.0,1.0,2.0,2.0,4.0,61.0,36.0,6.0,9.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,,,,,2.0,,,,,1.0,,,,,62.0,78.0,48.0,40.0,53.0,,60.0,43.0,,24.0,23.0,,,,,,,
109768936,Kariben,blackmoore,34.0,37019.0,49.0,43.0,69.0,62.0,53.0,59.0,50.0,100.0,100.0,60.0,60.0,,151.0,98.0,62.0,37.0,49.0,27.0,2.0,3.0,3.0,5.0,5.0,,74.0,42.0,43.0,23.0,26.0,16.0,1.0,3.0,3.0,3.0,3.0,,52.0,40.0,,100.0,,21.0,10.0,,52.0,,11.0,4.0,,52.0,,47.0,122.0,57.0,46.0,42.0,,142.0,105.0,,65.0,44.0,,,,,,,
218739872,Gabart,sylvanas,33.0,214.0,,,100.0,,,,100.0,,,100.0,0.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243255435,Фалькмур,gordunni,65.0,3395.0,50.0,100.0,40.0,50.0,75.0,56.0,50.0,75.0,67.0,50.0,62.0,80.0,6.0,2.0,5.0,2.0,4.0,9.0,4.0,4.0,6.0,4.0,8.0,5.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,5.0,4.0,38.0,,100.0,,,8.0,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
176226874,Heracles,trollbane,28.0,2747.0,0.0,0.0,0.0,29.0,43.0,70.0,,67.0,0.0,100.0,,,2.0,1.0,1.0,7.0,7.0,23.0,,3.0,1.0,1.0,,,0.0,0.0,0.0,2.0,3.0,16.0,,2.0,0.0,1.0,,,70.0,,,,,10.0,,,,,7.0,,,,,38.0,8.0,3.0,55.0,50.0,0.0,11.0,2.0,1.0,6.0,1.0,0.0,,,,,,
