character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Strand of the Ancients win_rate,Isle of Conquest win_rate,Strand of the Ancients played,Isle of Conquest played,Strand of the Ancients won,Isle of Conquest won,Battle for Wintergrasp win_rate,Battle for Wintergrasp played,Battle for Wintergrasp won,Ashran win_rate,Ashran played,Ashran won,Southshore vs. Tarren Mill win_rate,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Southshore vs. Tarren Mill played,Arathi Basin Winter played,Korrak's Revenge played,Southshore vs. Tarren Mill won,Arathi Basin Winter won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
192268497,Nønøw,archimonde,15.0,9849.0,33.0,40.0,43.0,33.0,40.0,50.0,50.0,,18.0,60.0,,,,,3.0,5.0,7.0,6.0,5.0,6.0,6.0,,11.0,5.0,,,,,1.0,2.0,3.0,2.0,2.0,3.0,3.0,,2.0,3.0,,,,,33.0,0.0,6.0,10.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
165865192,Shînny,blackrock,4.0,37.0,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194770582,Cevans,silvermoon,18.0,648.0,33.0,,,67.0,,50.0,0.0,,67.0,,100.0,0.0,100.0,,3.0,,,3.0,,2.0,1.0,,3.0,,1.0,1.0,1.0,,1.0,,,2.0,,1.0,0.0,,2.0,,1.0,0.0,1.0,,,100.0,,1.0,,1.0,100.0,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
181972979,Strawpurry,pozzo-delleternità,41.0,6231.0,35.0,45.0,57.0,40.0,62.0,53.0,50.0,,56.0,62.0,50.0,75.0,40.0,80.0,17.0,20.0,7.0,15.0,13.0,17.0,18.0,,27.0,16.0,10.0,12.0,5.0,5.0,6.0,9.0,4.0,6.0,8.0,9.0,9.0,,15.0,10.0,5.0,9.0,2.0,4.0,100.0,36.0,4.0,11.0,4.0,4.0,20.0,5.0,1.0,100.0,1.0,1.0,,33.0,0.0,,3.0,1.0,,1.0,0.0,100.0,1.0,1.0,,,
165589574,Penkyx,tarren-mill,13.0,2275.0,0.0,,,,50.0,67.0,67.0,50.0,33.0,,50.0,33.0,33.0,50.0,1.0,,,,4.0,6.0,3.0,2.0,3.0,,4.0,6.0,6.0,6.0,0.0,,,,2.0,4.0,2.0,1.0,1.0,,2.0,2.0,2.0,3.0,,29.0,,7.0,,2.0,33.0,6.0,2.0,25.0,4.0,1.0,,,,,,,,,,,,,,,
140580886,Kènpachî,blackrock,75.0,20030.0,75.0,38.0,10.0,50.0,43.0,40.0,20.0,,71.0,,150.0,50.0,50.0,60.0,4.0,16.0,10.0,12.0,7.0,5.0,5.0,,7.0,,2.0,2.0,2.0,5.0,3.0,6.0,1.0,6.0,3.0,2.0,1.0,,5.0,,3.0,1.0,1.0,3.0,86.0,50.0,7.0,2.0,6.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
151829070,Ericsa,madmortem,94.0,33968.0,45.0,49.0,58.0,52.0,42.0,51.0,58.0,,50.0,39.0,122.0,30.0,80.0,60.0,97.0,63.0,55.0,62.0,73.0,92.0,71.0,,90.0,33.0,18.0,10.0,10.0,5.0,44.0,31.0,32.0,32.0,31.0,47.0,41.0,,45.0,13.0,22.0,3.0,8.0,3.0,50.0,41.0,6.0,49.0,3.0,20.0,55.0,38.0,21.0,65.0,17.0,11.0,,50.0,60.0,,2.0,10.0,,1.0,6.0,100.0,2.0,2.0,,,
145763524,Böördii,bloodscalp,1.0,5544.0,44.0,62.0,62.0,71.0,57.0,,80.0,,,,,,,,27.0,26.0,13.0,14.0,21.0,,10.0,,,,,,,,12.0,16.0,8.0,10.0,12.0,,8.0,,,,,,,,67.0,43.0,18.0,23.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,
79350341,Æón,guldan,5.0,815.0,50.0,,,50.0,,67.0,50.0,,0.0,,,67.0,67.0,,2.0,,,2.0,,3.0,2.0,,1.0,,,3.0,3.0,,1.0,,,1.0,,2.0,1.0,,0.0,,,2.0,2.0,,,0.0,,1.0,,0.0,100.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
157529106,Kimatii,ysondre,5.0,372.0,,0.0,,0.0,,100.0,,,50.0,,0.0,,,,,1.0,,2.0,,2.0,,,2.0,,1.0,,,,,0.0,,0.0,,2.0,,,1.0,,0.0,,,,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
106442948,Kaiza,dethecus,2.0,99.0,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
150317064,Archimondde,burning-legion,57.0,361.0,,,0.0,,0.0,33.0,67.0,,0.0,0.0,,,,,,,1.0,,1.0,3.0,3.0,,1.0,2.0,,,,,,,0.0,,0.0,1.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137177891,Heartfilia,norgannon,22.0,3935.0,83.0,,,40.0,20.0,43.0,67.0,0.0,71.0,,71.0,60.0,100.0,71.0,12.0,,,5.0,5.0,7.0,6.0,1.0,7.0,,7.0,5.0,1.0,7.0,10.0,,,2.0,1.0,3.0,4.0,0.0,5.0,,5.0,3.0,1.0,5.0,,100.0,,6.0,,6.0,50.0,4.0,2.0,100.0,6.0,6.0,,,,,,,,,,,,,,,
199983208,Сноуфлак,soulflayer,7.0,193.0,,,,,,,0.0,,100.0,50.0,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,0.0,,1.0,1.0,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
74148547,Shameon,blackmoore,12.0,2209.0,33.0,,,100.0,0.0,,,,0.0,,,100.0,,100.0,6.0,,,1.0,1.0,,,,1.0,,,2.0,,1.0,2.0,,,1.0,0.0,,,,0.0,,,2.0,,1.0,,86.0,,7.0,,6.0,38.0,8.0,3.0,0.0,3.0,0.0,,,,,,,,,,,,,,,
142913816,Omnipotence,blackmoore,10.0,747.0,,,,50.0,,,,,,,100.0,0.0,,,,,,2.0,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,2.0,0.0,,,,50.0,,2.0,,1.0,50.0,2.0,1.0,,,,,,,,,,,,,,,,,,
243378506,Палпанин,gordunni,5.0,1560.0,50.0,,,33.0,0.0,100.0,100.0,,33.0,,33.0,100.0,62.0,60.0,4.0,,,3.0,1.0,1.0,2.0,,3.0,,6.0,1.0,8.0,5.0,2.0,,,1.0,0.0,1.0,2.0,,1.0,,2.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
130301630,Dialdrin,twisting-nether,32.0,3133.0,25.0,,,50.0,33.0,43.0,50.0,75.0,58.0,0.0,12.0,88.0,71.0,40.0,4.0,,,10.0,6.0,7.0,6.0,4.0,19.0,1.0,8.0,8.0,7.0,5.0,1.0,,,5.0,2.0,3.0,3.0,3.0,11.0,0.0,1.0,7.0,5.0,2.0,,100.0,,1.0,,1.0,0.0,3.0,0.0,100.0,2.0,2.0,,,,,,,,,,,,,,,
168033245,Mistborn,anetheron,9.0,458.0,0.0,,,,0.0,100.0,33.0,50.0,33.0,,100.0,0.0,,,1.0,,,,1.0,1.0,3.0,2.0,3.0,,1.0,1.0,,,0.0,,,,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,,,,,,,100.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
117257254,Aoria,ravencrest,8.0,2911.0,57.0,75.0,50.0,0.0,,25.0,,,50.0,,100.0,,,0.0,7.0,4.0,2.0,1.0,,4.0,,,2.0,,1.0,,,1.0,4.0,3.0,1.0,0.0,,1.0,,,1.0,,1.0,,,0.0,60.0,100.0,5.0,3.0,3.0,3.0,67.0,3.0,2.0,40.0,5.0,2.0,,,33.0,,,3.0,,,1.0,,,,,,
115694018,Colîa,eredar,16.0,31078.0,59.0,59.0,71.0,58.0,72.0,80.0,66.0,,62.0,44.0,50.0,89.0,67.0,,46.0,125.0,133.0,69.0,96.0,54.0,112.0,,56.0,18.0,2.0,9.0,3.0,,27.0,74.0,95.0,40.0,69.0,43.0,74.0,,35.0,8.0,1.0,8.0,2.0,,63.0,69.0,71.0,49.0,45.0,34.0,,,,,,,,,,,,,,,,100.0,4.0,4.0,,,
188410416,Masokin,kazzak,4.0,714.0,0.0,,,,,,100.0,,0.0,,,50.0,,,1.0,,,,,,1.0,,1.0,,,2.0,,,0.0,,,,,,1.0,,0.0,,,1.0,,,,0.0,,1.0,,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
174176320,Palpartout,dalaran,25.0,522.0,100.0,,,100.0,0.0,,,,100.0,,,100.0,,0.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,1.0,0.0,,,,1.0,,,1.0,,0.0,,0.0,,1.0,,0.0,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,
119925571,Goldenweek,nefarian,21.0,1805.0,100.0,40.0,71.0,100.0,,,,,,,,,,,2.0,10.0,7.0,1.0,,,,,,,,,,,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126156420,Bahtalo,tarren-mill,4.0,588.0,,,,0.0,,100.0,,,50.0,,0.0,0.0,,100.0,,,,1.0,,1.0,,,4.0,,1.0,3.0,,1.0,,,,0.0,,1.0,,,2.0,,0.0,0.0,,1.0,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
154500117,Heavydrink,ravencrest,54.0,6057.0,33.0,,,80.0,65.0,77.0,93.0,60.0,65.0,,71.0,67.0,87.0,73.0,6.0,,,10.0,17.0,13.0,14.0,5.0,23.0,,21.0,15.0,23.0,11.0,2.0,,,8.0,11.0,10.0,13.0,3.0,15.0,,15.0,10.0,20.0,8.0,,75.0,,4.0,,3.0,,,,100.0,2.0,2.0,,0.0,,,1.0,,,0.0,,,,,,,
133594367,Viskki,draenor,16.0,2248.0,80.0,,,0.0,0.0,75.0,100.0,,50.0,,100.0,100.0,67.0,,5.0,,,1.0,1.0,4.0,1.0,,2.0,,1.0,1.0,3.0,,4.0,,,0.0,0.0,3.0,1.0,,1.0,,1.0,1.0,2.0,,,0.0,,2.0,,0.0,100.0,4.0,4.0,50.0,2.0,1.0,,,,,,,,,,,,,,,
160811800,Plipoudou,throkferoth,1.0,31.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159382094,Sylphark,suramar,31.0,3849.0,50.0,67.0,0.0,100.0,0.0,9.0,43.0,,46.0,0.0,20.0,100.0,0.0,,14.0,3.0,1.0,2.0,3.0,11.0,14.0,,13.0,1.0,5.0,1.0,1.0,,7.0,2.0,0.0,2.0,0.0,1.0,6.0,,6.0,0.0,1.0,1.0,0.0,,0.0,31.0,1.0,16.0,0.0,5.0,50.0,8.0,4.0,0.0,1.0,0.0,,,,,,,,,,100.0,1.0,1.0,,,
175618793,Erdghot,dun-modr,28.0,3230.0,100.0,14.0,33.0,58.0,100.0,67.0,50.0,,29.0,,43.0,47.0,60.0,43.0,1.0,7.0,3.0,12.0,2.0,6.0,4.0,,14.0,,7.0,15.0,5.0,7.0,1.0,1.0,1.0,7.0,2.0,4.0,2.0,,4.0,,3.0,7.0,3.0,3.0,,,,,,,100.0,2.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
237883055,Tyrenis,dragonblight,4.0,203.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139520452,Sodith,nathrezim,8.0,713.0,0.0,,,25.0,0.0,0.0,,,,,100.0,,0.0,100.0,3.0,,,4.0,1.0,1.0,,,,,1.0,,1.0,1.0,0.0,,,1.0,0.0,0.0,,,,,1.0,,0.0,1.0,,0.0,,2.0,,0.0,0.0,1.0,0.0,67.0,3.0,2.0,,,,,,,,,,,,,,,
166887239,Valdron,thrall,12.0,629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,100.0,1.0,1.0,75.0,4.0,3.0,,,,,,,,,,,,,,,
97558329,Hódór,tarren-mill,9.0,16683.0,50.0,65.0,65.0,70.0,63.0,67.0,59.0,,60.0,40.0,,,,,30.0,52.0,43.0,61.0,63.0,24.0,80.0,,15.0,10.0,,,,,15.0,34.0,28.0,43.0,40.0,16.0,47.0,,9.0,4.0,,,,,42.0,35.0,36.0,43.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,
138237251,Tálíâ,blackrock,14.0,113486.0,52.0,58.0,61.0,63.0,56.0,56.0,48.0,,57.0,67.0,,,,,264.0,445.0,393.0,278.0,197.0,36.0,193.0,,30.0,18.0,,,,,138.0,258.0,241.0,175.0,111.0,20.0,92.0,,17.0,12.0,,,,,52.0,53.0,289.0,273.0,149.0,145.0,,,,,,,,,,,,,,,,,,,,,
137608410,Bán,guldan,48.0,27029.0,58.0,56.0,60.0,50.0,73.0,59.0,47.0,,53.0,61.0,44.0,68.0,58.0,29.0,84.0,9.0,5.0,36.0,22.0,39.0,30.0,,45.0,36.0,34.0,34.0,19.0,7.0,49.0,5.0,3.0,18.0,16.0,23.0,14.0,,24.0,22.0,15.0,23.0,11.0,2.0,,60.0,,80.0,,48.0,74.0,42.0,31.0,100.0,4.0,4.0,,78.0,,,9.0,,,7.0,,100.0,8.0,8.0,,,
153124171,Pomml,malganis,4.0,10932.0,45.0,55.0,60.0,58.0,72.0,53.0,62.0,,60.0,67.0,100.0,,,,33.0,29.0,42.0,38.0,32.0,17.0,32.0,,25.0,9.0,1.0,,,,15.0,16.0,25.0,22.0,23.0,9.0,20.0,,15.0,6.0,1.0,,,,54.0,71.0,35.0,14.0,19.0,10.0,,,,,,,,,,,,,,,,,,,,,
148960240,Holarim,anetheron,12.0,2884.0,25.0,,,33.0,17.0,80.0,75.0,,100.0,,0.0,67.0,38.0,25.0,8.0,,,3.0,6.0,5.0,8.0,,1.0,,2.0,3.0,8.0,4.0,2.0,,,1.0,1.0,4.0,6.0,,1.0,,0.0,2.0,3.0,1.0,,60.0,,10.0,,6.0,67.0,3.0,2.0,75.0,4.0,3.0,,,,,,,,,,,,,,,
191456001,Bubblícíous,frostmane,14.0,4026.0,85.0,36.0,61.0,33.0,100.0,,50.0,,,,0.0,,,100.0,26.0,36.0,38.0,3.0,2.0,,2.0,,,,1.0,,,1.0,22.0,13.0,23.0,1.0,2.0,,1.0,,,,0.0,,,1.0,,100.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,
113068400,Chò,anetheron,49.0,17365.0,62.0,40.0,74.0,44.0,40.0,53.0,57.0,,44.0,53.0,44.0,17.0,0.0,60.0,56.0,30.0,34.0,39.0,30.0,15.0,30.0,,18.0,15.0,16.0,6.0,2.0,5.0,35.0,12.0,25.0,17.0,12.0,8.0,17.0,,8.0,8.0,7.0,1.0,0.0,3.0,29.0,50.0,17.0,74.0,5.0,37.0,38.0,13.0,5.0,40.0,5.0,2.0,,100.0,,,1.0,,,1.0,,100.0,5.0,5.0,,,
202738846,Дхоатеус,soulflayer,8.0,1805.0,50.0,,,50.0,100.0,67.0,40.0,,50.0,,100.0,43.0,40.0,67.0,2.0,,,2.0,2.0,3.0,5.0,,8.0,,3.0,7.0,5.0,3.0,1.0,,,1.0,2.0,2.0,2.0,,4.0,,3.0,3.0,2.0,2.0,,0.0,,2.0,,0.0,100.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,
106509601,Wubdub,draenor,15.0,2196.0,0.0,50.0,100.0,67.0,67.0,100.0,0.0,,40.0,20.0,50.0,25.0,29.0,,1.0,2.0,1.0,6.0,3.0,4.0,1.0,,5.0,5.0,4.0,4.0,7.0,,0.0,1.0,1.0,4.0,2.0,4.0,0.0,,2.0,1.0,2.0,1.0,2.0,,,100.0,,1.0,,1.0,100.0,1.0,1.0,,,,,50.0,,,2.0,,,1.0,,100.0,8.0,8.0,,,
94483995,Thamazein,eredar,19.0,3455.0,100.0,82.0,17.0,38.0,20.0,60.0,80.0,,38.0,20.0,,,,,3.0,11.0,6.0,8.0,5.0,10.0,5.0,,13.0,5.0,,,,,3.0,9.0,1.0,3.0,1.0,6.0,4.0,,5.0,1.0,,,,,50.0,11.0,6.0,9.0,3.0,1.0,,,,,,,,,50.0,,,2.0,,,1.0,,,,,,
158601363,Poshboy,eredar,10.0,263.0,0.0,,,,,100.0,100.0,,,,100.0,0.0,,,2.0,,,,,1.0,1.0,,,,1.0,1.0,,,0.0,,,,,1.0,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101932068,Miyumi,kiljaeden,7.0,1946.0,100.0,,,,,33.0,,,100.0,,,,,,1.0,,,,,3.0,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165714046,Ruhkadin,nathrezim,19.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,2.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
142937633,Caesar,rexxar,93.0,1375.0,0.0,17.0,100.0,,57.0,67.0,71.0,,78.0,50.0,,,,,1.0,6.0,3.0,,7.0,6.0,7.0,,9.0,4.0,,,,,0.0,1.0,3.0,,4.0,4.0,5.0,,7.0,2.0,,,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
166165645,Ilim,tirion,7.0,156.0,,,,0.0,,,,,,,,,,100.0,,,,1.0,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
112087589,Rebito,eredar,85.0,4919.0,33.0,56.0,25.0,50.0,50.0,76.0,55.0,50.0,60.0,64.0,64.0,44.0,44.0,50.0,3.0,9.0,8.0,4.0,14.0,17.0,29.0,2.0,15.0,11.0,14.0,9.0,9.0,2.0,1.0,5.0,2.0,2.0,7.0,13.0,16.0,1.0,9.0,7.0,9.0,4.0,4.0,1.0,100.0,33.0,1.0,9.0,1.0,3.0,50.0,2.0,1.0,,,,,,,,,,,,,,,,,,
117103461,Pölenta,ysondre,39.0,4075.0,56.0,,,25.0,17.0,90.0,67.0,50.0,18.0,,67.0,57.0,54.0,40.0,9.0,,,4.0,6.0,10.0,6.0,2.0,11.0,,6.0,7.0,13.0,10.0,5.0,,,1.0,1.0,9.0,4.0,1.0,2.0,,4.0,4.0,7.0,4.0,,100.0,,1.0,,1.0,83.0,6.0,5.0,67.0,3.0,2.0,,100.0,0.0,,2.0,2.0,,2.0,0.0,100.0,5.0,5.0,,,
76879342,Belpa,blackhand,25.0,1043.0,,60.0,100.0,100.0,0.0,,0.0,,,100.0,,,,,,15.0,1.0,2.0,2.0,,1.0,,,1.0,,,,,,9.0,1.0,2.0,0.0,,0.0,,,1.0,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
185322365,Aertine,hyjal,38.0,46849.0,59.0,69.0,71.0,68.0,65.0,57.0,60.0,,57.0,44.0,56.0,68.0,38.0,50.0,95.0,89.0,89.0,117.0,80.0,53.0,60.0,,40.0,27.0,25.0,31.0,21.0,10.0,56.0,61.0,63.0,80.0,52.0,30.0,36.0,,23.0,12.0,14.0,21.0,8.0,5.0,50.0,56.0,58.0,78.0,29.0,44.0,69.0,36.0,25.0,33.0,3.0,1.0,,83.0,100.0,,6.0,1.0,,5.0,1.0,100.0,11.0,11.0,,,
72538684,Teloo,kazzak,26.0,11394.0,42.0,42.0,42.0,22.0,49.0,62.0,52.0,33.0,43.0,35.0,15.0,33.0,50.0,50.0,85.0,93.0,31.0,18.0,43.0,21.0,44.0,3.0,23.0,23.0,13.0,18.0,6.0,2.0,36.0,39.0,13.0,4.0,21.0,13.0,23.0,1.0,10.0,8.0,2.0,6.0,3.0,1.0,31.0,16.0,26.0,19.0,8.0,3.0,50.0,4.0,2.0,,,,,,,,,,,,,,,,,,
171857076,Kokobana,kazzak,291.0,35548.0,61.0,67.0,66.0,77.0,69.0,89.0,75.0,,90.0,62.0,75.0,50.0,100.0,0.0,96.0,171.0,99.0,96.0,52.0,19.0,69.0,,21.0,8.0,8.0,4.0,1.0,1.0,59.0,115.0,65.0,74.0,36.0,17.0,52.0,,19.0,5.0,6.0,2.0,1.0,0.0,56.0,65.0,63.0,48.0,35.0,31.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,
164027090,Larachël,sanguino,18.0,3204.0,67.0,,,50.0,83.0,33.0,75.0,40.0,70.0,,62.0,50.0,60.0,33.0,3.0,,,4.0,6.0,6.0,4.0,5.0,10.0,,8.0,6.0,10.0,6.0,2.0,,,2.0,5.0,2.0,3.0,2.0,7.0,,5.0,3.0,6.0,2.0,,29.0,,7.0,,2.0,67.0,3.0,2.0,80.0,5.0,4.0,,,,,,,,,,,,,,,
24738305,Svenealavate,nazjatar,13.0,9652.0,31.0,51.0,68.0,56.0,,100.0,0.0,,50.0,100.0,,,,,13.0,37.0,50.0,9.0,,1.0,1.0,,2.0,1.0,,,,,4.0,19.0,34.0,5.0,,1.0,0.0,,1.0,1.0,,,,,60.0,33.0,5.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
169692640,Dankku,stormreaver,11.0,1545.0,33.0,,,0.0,100.0,,100.0,,,,,,,100.0,3.0,,,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,0.0,1.0,,1.0,,,,,,,1.0,,33.0,,6.0,,2.0,100.0,2.0,2.0,67.0,6.0,4.0,,,,,,,,,,,,,,,
75050430,Cóstin,kazzak,1.0,241.0,33.0,0.0,,,,100.0,,,25.0,,,,,,3.0,1.0,,,,1.0,,,4.0,,,,,,1.0,0.0,,,,1.0,,,1.0,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
161150944,Avea,dun-morogh,12.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,6.0,,,4.0,,,,,,
101982631,Nauglamur,blackhand,4.0,72.0,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198038484,Dinosnoar,chamber-of-aspects,10.0,1995.0,50.0,,,,50.0,0.0,100.0,,0.0,,71.0,100.0,,100.0,2.0,,,,6.0,1.0,1.0,,1.0,,7.0,2.0,,2.0,1.0,,,,3.0,0.0,1.0,,0.0,,5.0,2.0,,2.0,,50.0,,6.0,,3.0,67.0,3.0,2.0,100.0,3.0,3.0,,50.0,,,2.0,,,1.0,,,,,,,
163865475,Dalyera,shattrath,12.0,4010.0,75.0,,,64.0,67.0,38.0,67.0,,59.0,,86.0,77.0,50.0,70.0,4.0,,,11.0,12.0,8.0,9.0,,17.0,,7.0,13.0,6.0,10.0,3.0,,,7.0,8.0,3.0,6.0,,10.0,,6.0,10.0,3.0,7.0,,83.0,,6.0,,5.0,75.0,4.0,3.0,25.0,4.0,1.0,,67.0,,,3.0,,,2.0,,,,,,,
189046422,Fialisa,kazzak,25.0,2914.0,100.0,,,60.0,73.0,56.0,45.0,100.0,38.0,,56.0,45.0,60.0,50.0,1.0,,,5.0,11.0,9.0,11.0,1.0,8.0,,9.0,11.0,5.0,4.0,1.0,,,3.0,8.0,5.0,5.0,1.0,3.0,,5.0,5.0,3.0,2.0,,,,,,,100.0,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
158286899,Funchö,grim-batol,206.0,54656.0,66.0,70.0,55.0,49.0,55.0,73.0,60.0,1200.0,57.0,67.0,55.0,72.0,50.0,100.0,67.0,100.0,64.0,68.0,60.0,49.0,78.0,2.0,67.0,48.0,11.0,18.0,10.0,3.0,44.0,70.0,35.0,33.0,33.0,36.0,47.0,24.0,38.0,32.0,6.0,13.0,5.0,3.0,61.0,64.0,31.0,69.0,19.0,44.0,48.0,23.0,11.0,75.0,4.0,3.0,,80.0,43.0,,5.0,7.0,,4.0,3.0,100.0,7.0,7.0,,,
172970137,Kâah,hyjal,24.0,2121.0,,,,25.0,,100.0,100.0,,80.0,,60.0,60.0,50.0,75.0,,,,4.0,,3.0,2.0,,5.0,,5.0,5.0,2.0,4.0,,,,1.0,,3.0,2.0,,4.0,,3.0,3.0,1.0,3.0,,,,,,,100.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,100.0,6.0,6.0,,,
108200144,Palpàdin,antonidas,11.0,919.0,100.0,,,50.0,,,50.0,,,100.0,33.0,,,100.0,1.0,,,2.0,,,2.0,,,1.0,3.0,,,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,100.0,,1.0,,1.0,50.0,2.0,1.0,,,,,,0.0,,,3.0,,,0.0,100.0,3.0,3.0,,,
90837332,Митриос,ashenvale,8.0,3949.0,14.0,0.0,75.0,67.0,17.0,46.0,62.0,,58.0,50.0,0.0,67.0,67.0,100.0,7.0,3.0,4.0,3.0,6.0,13.0,8.0,,12.0,8.0,1.0,3.0,6.0,2.0,1.0,0.0,3.0,2.0,1.0,6.0,5.0,,7.0,4.0,0.0,2.0,4.0,2.0,0.0,50.0,2.0,6.0,0.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
164557204,Yelur,blackmoore,9.0,423.0,0.0,,,,,,67.0,,,,50.0,100.0,,0.0,1.0,,,,,,3.0,,,,2.0,2.0,,2.0,0.0,,,,,,2.0,,,,1.0,2.0,,0.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
121187188,Thasir,shattrath,24.0,3779.0,60.0,38.0,33.0,0.0,40.0,25.0,22.0,,42.0,83.0,64.0,33.0,43.0,0.0,5.0,13.0,6.0,4.0,10.0,8.0,9.0,,12.0,6.0,11.0,3.0,7.0,1.0,3.0,5.0,2.0,0.0,4.0,2.0,2.0,,5.0,5.0,7.0,1.0,3.0,0.0,,33.0,,6.0,,2.0,0.0,1.0,0.0,100.0,1.0,1.0,,,,,,,,,,100.0,5.0,5.0,,,
182848820,Назарена,soulflayer,2.0,379.0,,,,,,100.0,100.0,,,50.0,100.0,,,,,,,,,3.0,1.0,,,2.0,1.0,,,,,,,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
