character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Rated Eye of the Storm win_rate,Battle for Wintergrasp win_rate,Rated Eye of the Storm played,Battle for Wintergrasp played,Rated Eye of the Storm won,Battle for Wintergrasp won,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
149419268,Савельевич,howling-fjord,25.0,17808.0,51.0,75.0,67.0,80.0,60.0,75.0,75.0,50.0,45.0,44.0,43.0,8.0,12.0,5.0,15.0,12.0,8.0,8.0,11.0,9.0,22.0,6.0,8.0,4.0,9.0,9.0,6.0,4.0,5.0,4.0,62.0,100.0,67.0,75.0,,78.0,42.0,3.0,3.0,16.0,,9.0,26.0,3.0,2.0,12.0,,7.0,,67.0,,18.0,,12.0,67.0,100.0,,6.0,4.0,,4.0,4.0,,,,,,,
144231984,Quego,sanguino,16.0,1582.0,,100.0,75.0,75.0,44.0,,,,,,,3.0,4.0,4.0,9.0,,,,,,,3.0,3.0,3.0,4.0,,,,,,,80.0,50.0,57.0,33.0,33.0,,5.0,4.0,7.0,6.0,6.0,,4.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
153972997,Пыхтиара,gordunni,12.0,4447.0,89.0,33.0,71.0,42.0,0.0,100.0,,,,,9.0,6.0,7.0,12.0,5.0,1.0,,,,,8.0,2.0,5.0,5.0,0.0,1.0,,,,,56.0,57.0,29.0,59.0,0.0,33.0,9.0,7.0,7.0,17.0,5.0,6.0,5.0,4.0,2.0,10.0,0.0,2.0,,100.0,,2.0,,2.0,,,,,,,,,,,,,,,
149346593,Филарет,azuregos,47.0,17279.0,50.0,57.0,51.0,62.0,64.0,0.0,57.0,43.0,57.0,44.0,20.0,44.0,39.0,42.0,47.0,2.0,23.0,35.0,14.0,18.0,10.0,25.0,20.0,26.0,30.0,0.0,13.0,15.0,8.0,8.0,64.0,46.0,33.0,64.0,61.0,67.0,22.0,13.0,12.0,36.0,23.0,12.0,14.0,6.0,4.0,23.0,14.0,8.0,,33.0,,12.0,,4.0,56.0,,,9.0,,,5.0,,,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,46.0,45.0,50.0,36.0,59.0,0.0,67.0,50.0,0.0,0.0,80.0,20.0,8.0,11.0,34.0,4.0,6.0,4.0,1.0,2.0,37.0,9.0,4.0,4.0,20.0,0.0,4.0,2.0,0.0,0.0,49.0,41.0,33.0,51.0,34.0,,87.0,68.0,79.0,67.0,71.0,,43.0,28.0,26.0,34.0,24.0,,,57.0,,7.0,,4.0,,100.0,,,9.0,,,9.0,,,,,,,
209745323,Sauron,runetotem,6.0,176.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71868250,Thorodir,antonidas,13.0,5312.0,50.0,27.0,36.0,14.0,43.0,,0.0,67.0,0.0,0.0,6.0,11.0,11.0,14.0,14.0,,1.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,6.0,,0.0,2.0,0.0,0.0,50.0,11.0,25.0,43.0,33.0,33.0,8.0,9.0,8.0,7.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,33.0,60.0,3.0,5.0,1.0,3.0,,,13.0,,,15.0,,,2.0,,,,,,
164292006,Рейллих,ashenvale,94.0,6849.0,56.0,69.0,56.0,55.0,58.0,69.0,71.0,36.0,22.0,57.0,9.0,16.0,9.0,11.0,19.0,13.0,14.0,11.0,9.0,7.0,5.0,11.0,5.0,6.0,11.0,9.0,10.0,4.0,2.0,4.0,54.0,0.0,,67.0,,,13.0,2.0,,9.0,,,7.0,0.0,,6.0,,,100.0,73.0,3.0,11.0,3.0,8.0,100.0,,,2.0,,,2.0,,,50.0,2.0,1.0,,,
151597101,Remmarlöv,kazzak,28.0,441.0,,,,100.0,100.0,0.0,100.0,0.0,,0.0,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,2.0,1.0,0.0,1.0,0.0,,0.0,50.0,,,100.0,,,2.0,,,1.0,,,1.0,,,1.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
153650719,Hildórien,twisting-nether,37.0,1250.0,,50.0,100.0,,50.0,100.0,0.0,,,0.0,,2.0,1.0,,2.0,2.0,1.0,,,1.0,,1.0,1.0,,1.0,2.0,0.0,,,0.0,50.0,,,50.0,,,2.0,,,2.0,,,1.0,,,1.0,,,,100.0,,2.0,,2.0,100.0,,,1.0,,,1.0,,,,,,,,
159866635,Milkadiin,tarren-mill,21.0,305.0,,100.0,0.0,,,,100.0,,,,,1.0,1.0,,,,3.0,,,,,1.0,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147351568,Амадера,howling-fjord,199.0,34552.0,67.0,64.0,80.0,76.0,68.0,50.0,57.0,100.0,50.0,,6.0,111.0,91.0,101.0,82.0,2.0,7.0,1.0,2.0,,4.0,71.0,73.0,77.0,56.0,1.0,4.0,1.0,1.0,,17.0,66.0,72.0,69.0,73.0,66.0,6.0,87.0,85.0,59.0,44.0,47.0,1.0,57.0,61.0,41.0,32.0,31.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
177476783,Дромант,deathguard,11.0,264.0,,,67.0,,100.0,,0.0,100.0,,,,,3.0,,1.0,,1.0,1.0,,,,,2.0,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119268203,Deicide,guldan,61.0,2492.0,0.0,100.0,38.0,33.0,14.0,,100.0,0.0,,,1.0,2.0,8.0,3.0,7.0,,1.0,1.0,,,0.0,2.0,3.0,1.0,1.0,,1.0,0.0,,,,25.0,0.0,50.0,0.0,50.0,,4.0,3.0,2.0,1.0,4.0,,1.0,0.0,1.0,0.0,2.0,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
29023071,Dankai,zuljin,14.0,8147.0,67.0,33.0,100.0,100.0,100.0,50.0,0.0,100.0,0.0,,6.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,,43.0,62.0,68.0,50.0,70.0,,28.0,37.0,25.0,18.0,23.0,,12.0,23.0,17.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,
193668722,Deathnotee,kazzak,6.0,423.0,0.0,100.0,0.0,0.0,,100.0,0.0,,,,1.0,1.0,1.0,3.0,,1.0,1.0,,,,0.0,1.0,0.0,0.0,,1.0,0.0,,,,50.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
246126056,Аркним,gordunni,22.0,1424.0,50.0,100.0,0.0,33.0,40.0,0.0,75.0,67.0,100.0,0.0,2.0,1.0,1.0,3.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,,,75.0,,,1.0,,,4.0,,,0.0,,,3.0,,,,67.0,,3.0,,2.0,,,,,,,,,,,,,,,
139723203,Икугу,galakrond,12.0,3177.0,0.0,14.0,33.0,33.0,50.0,,40.0,,,,1.0,7.0,6.0,3.0,4.0,,5.0,,,,0.0,1.0,2.0,1.0,2.0,,2.0,,,,0.0,33.0,12.0,50.0,,71.0,1.0,9.0,8.0,6.0,,7.0,0.0,3.0,1.0,3.0,,5.0,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
161350388,Säthee,ragnaros,7.0,668.0,,100.0,100.0,,,,,100.0,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
212044300,Зубатычка,soulflayer,12.0,91.0,,,,,,,100.0,100.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112725711,Lightsong,defias-brotherhood,5.0,811.0,0.0,0.0,0.0,,100.0,100.0,,,,,2.0,1.0,2.0,,2.0,1.0,,,,,0.0,0.0,0.0,,2.0,1.0,,,,,0.0,50.0,100.0,,0.0,100.0,1.0,2.0,2.0,,1.0,1.0,0.0,1.0,2.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
246193645,Герайн,eversong,12.0,1844.0,0.0,50.0,0.0,100.0,,80.0,,67.0,67.0,,2.0,4.0,1.0,2.0,,5.0,,3.0,3.0,,0.0,2.0,0.0,2.0,,4.0,,2.0,2.0,,,,,75.0,,,,,,4.0,,,,,,3.0,,,,100.0,,3.0,,3.0,100.0,,,1.0,,,1.0,,,,,,,,
124247698,Keslá,twisting-nether,11.0,18541.0,67.0,0.0,0.0,100.0,,,,,,,6.0,1.0,3.0,1.0,,,,,,,4.0,0.0,0.0,1.0,,,,,,,63.0,62.0,46.0,62.0,43.0,0.0,41.0,50.0,59.0,68.0,65.0,2.0,26.0,31.0,27.0,42.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,
77166402,Resun,the-venture-co,15.0,991.0,,,,0.0,100.0,,,100.0,,100.0,,,,2.0,1.0,,,1.0,,1.0,,,,0.0,1.0,,,1.0,,1.0,,42.0,50.0,50.0,,,,12.0,4.0,4.0,,,,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
153612829,Альтт,howling-fjord,18.0,2679.0,,,,0.0,,100.0,,,,,,,,1.0,,1.0,,,,,,,,0.0,,1.0,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,100.0,100.0,,2.0,7.0,,2.0,7.0,,,,,,
83484075,Nathron,antonidas,27.0,2250.0,100.0,30.0,60.0,20.0,38.0,25.0,,50.0,,,2.0,10.0,5.0,5.0,8.0,4.0,,2.0,,,2.0,3.0,3.0,1.0,3.0,1.0,,1.0,,,50.0,43.0,50.0,22.0,0.0,67.0,4.0,7.0,2.0,9.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
63532657,Тонивинт,galakrond,5.0,608.0,,,100.0,,50.0,,100.0,0.0,50.0,100.0,,,1.0,,2.0,,1.0,1.0,2.0,1.0,,,1.0,,1.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,0.0,,,,,,
224877693,Pbnjustice,sylvanas,144.0,23910.0,57.0,64.0,58.0,73.0,81.0,0.0,67.0,100.0,25.0,,21.0,67.0,31.0,73.0,79.0,1.0,3.0,1.0,4.0,,12.0,43.0,18.0,53.0,64.0,0.0,2.0,1.0,1.0,,79.0,74.0,62.0,80.0,50.0,81.0,42.0,86.0,53.0,45.0,8.0,47.0,33.0,64.0,33.0,36.0,4.0,38.0,,,,,,,,,50.0,,,2.0,,,1.0,,,,,,
146319436,Салокин,fordragon,19.0,6913.0,67.0,45.0,60.0,31.0,68.0,,53.0,58.0,42.0,,3.0,11.0,15.0,13.0,22.0,,17.0,12.0,12.0,,2.0,5.0,9.0,4.0,15.0,,9.0,7.0,5.0,,50.0,0.0,100.0,60.0,,56.0,4.0,3.0,1.0,10.0,,16.0,2.0,0.0,1.0,6.0,,9.0,,100.0,,1.0,,1.0,25.0,,0.0,4.0,,1.0,1.0,,0.0,,,,,,
132636685,Thesmokedone,draenor,5.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
225173563,Flareon,sylvanas,54.0,2142.0,0.0,50.0,67.0,33.0,67.0,25.0,43.0,0.0,60.0,50.0,2.0,2.0,3.0,3.0,3.0,4.0,7.0,1.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,57.0,,,,,,7.0,,,,,,4.0,,,,,,,67.0,,3.0,,2.0,,,,,,,,,,,,,,,
69820188,Ындыр,blackscar,75.0,7880.0,50.0,57.0,50.0,50.0,75.0,0.0,56.0,100.0,43.0,75.0,22.0,7.0,6.0,12.0,4.0,1.0,9.0,7.0,7.0,4.0,11.0,4.0,3.0,6.0,3.0,0.0,5.0,7.0,3.0,3.0,77.0,67.0,18.0,65.0,50.0,67.0,13.0,6.0,11.0,17.0,12.0,3.0,10.0,4.0,2.0,11.0,6.0,2.0,,33.0,,3.0,,1.0,50.0,,,2.0,,,1.0,,,,,,,,
97450892,Zäzou,elune,5.0,6533.0,25.0,33.0,0.0,0.0,60.0,,,0.0,50.0,,4.0,3.0,1.0,1.0,5.0,,,1.0,2.0,,1.0,1.0,0.0,0.0,3.0,,,0.0,1.0,,50.0,53.0,33.0,0.0,33.0,,4.0,19.0,9.0,1.0,6.0,,2.0,10.0,3.0,0.0,2.0,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
86297467,Элтиас,soulflayer,11.0,753.0,33.0,0.0,25.0,0.0,25.0,,,,,,3.0,3.0,4.0,1.0,4.0,,,,,,1.0,0.0,1.0,0.0,1.0,,,,,,,100.0,,0.0,100.0,0.0,,1.0,,1.0,2.0,1.0,,1.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
243933031,Шеньшенхо,gordunni,11.0,2987.0,44.0,29.0,50.0,25.0,50.0,0.0,14.0,60.0,0.0,50.0,9.0,7.0,8.0,4.0,2.0,4.0,7.0,5.0,5.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,50.0,,,0.0,,,6.0,,,2.0,,,3.0,,,0.0,,,0.0,75.0,1.0,4.0,0.0,3.0,0.0,,,1.0,,,0.0,,,,,,,,
148114596,Лаена,howling-fjord,37.0,630.0,,,100.0,,33.0,,50.0,,0.0,,,,2.0,,3.0,,2.0,,1.0,,,,2.0,,1.0,,1.0,,0.0,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
142268577,Эльтаона,howling-fjord,50.0,1763.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,,33.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,,3.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,,1.0,0.0,,,100.0,,,1.0,,,1.0,,,0.0,,,1.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
155879663,Honeymelon,antonidas,9.0,18426.0,89.0,17.0,,62.0,,0.0,,0.0,,,9.0,6.0,,8.0,,1.0,,1.0,,,8.0,1.0,,5.0,,0.0,,0.0,,,54.0,54.0,60.0,52.0,56.0,,50.0,52.0,53.0,63.0,57.0,,27.0,28.0,32.0,33.0,32.0,,,,,,,,,,,,,,,,,,,,,,
140826339,Luthers,pozzo-delleternità,127.0,5901.0,61.0,33.0,53.0,62.0,58.0,,0.0,100.0,,,28.0,9.0,15.0,8.0,19.0,,3.0,1.0,,,17.0,3.0,8.0,5.0,11.0,,0.0,1.0,,,40.0,44.0,60.0,100.0,50.0,88.0,15.0,9.0,5.0,5.0,4.0,8.0,6.0,4.0,3.0,5.0,2.0,7.0,,33.0,,6.0,,2.0,,,0.0,,,1.0,,,0.0,,,,,,
157085874,Gachigodx,ravencrest,9.0,1139.0,100.0,100.0,50.0,,,,100.0,50.0,100.0,100.0,2.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,50.0,,,,,,2.0,,,,,,1.0,,,,,,,50.0,,4.0,,2.0,,,,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,70.0,67.0,56.0,67.0,,67.0,33.0,25.0,56.0,70.0,201.0,147.0,181.0,153.0,,6.0,3.0,4.0,9.0,40.0,140.0,99.0,102.0,102.0,,4.0,1.0,1.0,5.0,57.0,63.0,58.0,62.0,58.0,73.0,130.0,206.0,146.0,165.0,123.0,79.0,74.0,129.0,84.0,103.0,71.0,58.0,,33.0,,3.0,,1.0,100.0,100.0,,1.0,2.0,,1.0,2.0,,,,,,,
123450366,Dayls,uldaman,21.0,19725.0,67.0,55.0,57.0,33.0,64.0,33.0,50.0,38.0,17.0,60.0,6.0,11.0,7.0,6.0,11.0,3.0,8.0,8.0,6.0,5.0,4.0,6.0,4.0,2.0,7.0,1.0,4.0,3.0,1.0,3.0,58.0,44.0,44.0,57.0,60.0,0.0,36.0,43.0,36.0,44.0,42.0,1.0,21.0,19.0,16.0,25.0,25.0,0.0,,0.0,,3.0,,0.0,100.0,,,1.0,,,1.0,,,,,,,,
172361913,Максфрай,howling-fjord,24.0,678.0,,,,,100.0,0.0,0.0,,,100.0,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,0.0,0.0,,,1.0,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
243619144,Кинги,soulflayer,3.0,520.0,0.0,0.0,,,,100.0,,,,,1.0,1.0,,,,1.0,,,,,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,2.0,,,1.0,,,,,,
142068885,Drorchid,blackmoore,21.0,2796.0,67.0,60.0,50.0,67.0,25.0,0.0,50.0,50.0,100.0,0.0,3.0,5.0,4.0,9.0,8.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,,,100.0,,,1.0,,,2.0,,,0.0,,,2.0,,,,67.0,,3.0,,2.0,,100.0,20.0,,1.0,5.0,,1.0,1.0,,,,,,
209413336,Айронхайд,soulflayer,18.0,309.0,,100.0,,33.0,,100.0,,,,100.0,,1.0,,3.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,,
188046320,Clean,aggra-português,15.0,3708.0,75.0,67.0,40.0,75.0,100.0,0.0,60.0,50.0,33.0,100.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,6.0,5.0,3.0,2.0,2.0,3.0,5.0,0.0,3.0,1.0,2.0,5.0,75.0,,,50.0,,,4.0,,,4.0,,,3.0,,,2.0,,,100.0,36.0,1.0,14.0,1.0,5.0,,,50.0,,,4.0,,,2.0,,,,,,
196391697,Дивчанский,gordunni,27.0,2519.0,27.0,40.0,50.0,,,,50.0,100.0,100.0,100.0,11.0,5.0,2.0,,,,2.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,3.0,1.0,1.0,64.0,,,50.0,,,11.0,,,4.0,,,7.0,,,2.0,,,,22.0,,9.0,,2.0,,,33.0,,,3.0,,,1.0,,,,,,
189443120,Эйдирис,ashenvale,38.0,10758.0,63.0,72.0,73.0,52.0,59.0,75.0,63.0,50.0,56.0,0.0,19.0,18.0,26.0,25.0,29.0,4.0,19.0,26.0,16.0,1.0,12.0,13.0,19.0,13.0,17.0,3.0,12.0,13.0,9.0,0.0,67.0,,,67.0,,46.0,18.0,,,15.0,,13.0,12.0,,,10.0,,6.0,,58.0,,24.0,,14.0,100.0,100.0,100.0,4.0,2.0,1.0,4.0,2.0,1.0,,,,,,
59088983,Любаня,ashenvale,9.0,38603.0,40.0,50.0,69.0,74.0,61.0,0.0,100.0,80.0,100.0,75.0,47.0,34.0,13.0,23.0,18.0,2.0,1.0,5.0,5.0,4.0,19.0,17.0,9.0,17.0,11.0,0.0,1.0,4.0,5.0,3.0,51.0,61.0,59.0,63.0,51.0,67.0,87.0,180.0,137.0,107.0,107.0,3.0,44.0,110.0,81.0,67.0,55.0,2.0,,50.0,,2.0,,1.0,80.0,100.0,,5.0,1.0,,4.0,1.0,,,,,,,
173954705,Тринкиэм,gordunni,1.0,275.0,0.0,,,,,0.0,,,0.0,,2.0,,,,,1.0,,,1.0,,0.0,,,,,0.0,,,0.0,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
175366535,Хрухря,howling-fjord,15.0,1100.0,33.0,50.0,0.0,0.0,0.0,0.0,50.0,75.0,100.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,40.0,,,,,,5.0,,,,,,2.0,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
107416590,Михаилиус,deathguard,4.0,184.0,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
178987939,Джекадамс,gordunni,207.0,23389.0,48.0,50.0,48.0,46.0,65.0,25.0,65.0,41.0,76.0,50.0,33.0,50.0,67.0,61.0,86.0,4.0,51.0,51.0,17.0,18.0,16.0,25.0,32.0,28.0,56.0,1.0,33.0,21.0,13.0,9.0,41.0,62.0,43.0,61.0,67.0,52.0,32.0,34.0,14.0,74.0,15.0,27.0,13.0,21.0,6.0,45.0,10.0,14.0,300.0,28.0,1.0,32.0,3.0,9.0,56.0,100.0,100.0,9.0,3.0,3.0,5.0,3.0,3.0,,,,100.0,1.0,1.0
115108117,Draini,hyjal,15.0,6312.0,50.0,71.0,46.0,78.0,40.0,0.0,,,100.0,,8.0,7.0,13.0,9.0,10.0,2.0,,,2.0,,4.0,5.0,6.0,7.0,4.0,0.0,,,2.0,,30.0,56.0,33.0,46.0,25.0,33.0,10.0,9.0,6.0,13.0,8.0,6.0,3.0,5.0,2.0,6.0,2.0,2.0,100.0,33.0,1.0,6.0,1.0,2.0,,100.0,,,1.0,,,1.0,,,,,,,
156001148,Tomoë,tyrande,7.0,407.0,,,,100.0,,,,0.0,,0.0,,,,2.0,,,,1.0,,1.0,,,,2.0,,,,0.0,,0.0,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152603688,Аллалея,deathguard,2.0,1410.0,100.0,33.0,50.0,33.0,0.0,,,,,,6.0,3.0,2.0,3.0,1.0,,,,,,6.0,1.0,1.0,1.0,0.0,,,,,,57.0,100.0,50.0,0.0,0.0,0.0,7.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
146756895,Налоя,gordunni,28.0,1444.0,,50.0,50.0,75.0,0.0,,100.0,100.0,50.0,67.0,,4.0,4.0,4.0,1.0,,1.0,1.0,2.0,3.0,,2.0,2.0,3.0,0.0,,1.0,1.0,1.0,2.0,100.0,,,100.0,,,1.0,,,2.0,,,1.0,,,2.0,,,,100.0,,1.0,,1.0,33.0,,,3.0,,,1.0,,,,,,,,
242101074,Непопус,gordunni,10.0,2776.0,57.0,33.0,43.0,60.0,14.0,44.0,25.0,33.0,0.0,33.0,7.0,6.0,7.0,5.0,7.0,9.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,50.0,,,83.0,,,2.0,,,6.0,,,1.0,,,5.0,,,,100.0,,1.0,,1.0,33.0,,,3.0,,,1.0,,,,,,33.0,6.0,2.0
193559054,Kamùì,archimonde,9.0,20358.0,38.0,75.0,,33.0,100.0,,100.0,100.0,,,24.0,4.0,,3.0,3.0,,1.0,1.0,,,9.0,3.0,,1.0,3.0,,1.0,1.0,,,51.0,37.0,41.0,29.0,44.0,,41.0,51.0,73.0,52.0,48.0,,21.0,19.0,30.0,15.0,21.0,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
174823427,Видящаялофн,gordunni,46.0,996.0,0.0,17.0,50.0,50.0,100.0,,50.0,100.0,100.0,0.0,2.0,6.0,2.0,4.0,1.0,,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,0.0,,0.0,,,,,,1.0,,,,,,0.0,,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,
166072875,Fasel,blackmoore,30.0,946.0,,100.0,50.0,,80.0,,100.0,100.0,0.0,50.0,,1.0,4.0,,5.0,,2.0,1.0,1.0,2.0,,1.0,2.0,,4.0,,2.0,1.0,0.0,1.0,75.0,,,75.0,,,4.0,,,4.0,,,3.0,,,3.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
64650034,Maximós,die-aldor,56.0,61729.0,51.0,44.0,33.0,36.0,43.0,100.0,100.0,,33.0,,130.0,96.0,39.0,107.0,30.0,1.0,1.0,,3.0,,66.0,42.0,13.0,39.0,13.0,1.0,1.0,,1.0,,56.0,52.0,47.0,47.0,48.0,67.0,158.0,508.0,278.0,190.0,186.0,12.0,89.0,266.0,132.0,90.0,90.0,8.0,,100.0,,2.0,,2.0,100.0,,0.0,1.0,,2.0,1.0,,0.0,,,,,,
237861202,Элманец,borean-tundra,32.0,5070.0,67.0,31.0,33.0,62.0,78.0,50.0,65.0,56.0,14.0,67.0,6.0,13.0,21.0,16.0,9.0,6.0,17.0,9.0,7.0,3.0,4.0,4.0,7.0,10.0,7.0,3.0,11.0,5.0,1.0,2.0,50.0,50.0,100.0,62.0,,60.0,2.0,8.0,1.0,8.0,,5.0,1.0,4.0,1.0,5.0,,3.0,,38.0,,8.0,,3.0,,100.0,,,1.0,,,1.0,,,,,,,
210088083,Периутконос,soulflayer,2.0,617.0,100.0,,50.0,33.0,50.0,100.0,,,0.0,0.0,1.0,,2.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,,,100.0,,,1.0,,,2.0,,,0.0,,,2.0,,,,100.0,,1.0,,1.0,100.0,,,1.0,,,1.0,,,,,,,,
172770813,Тенеломыч,howling-fjord,162.0,4972.0,0.0,50.0,86.0,50.0,75.0,,50.0,67.0,0.0,60.0,2.0,2.0,7.0,6.0,4.0,,6.0,3.0,1.0,5.0,0.0,1.0,6.0,3.0,3.0,,3.0,2.0,0.0,3.0,0.0,100.0,50.0,33.0,50.0,50.0,2.0,1.0,2.0,6.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,,0.0,,3.0,,0.0,,,100.0,,,4.0,,,4.0,,,,,,
