character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Arathi Basin win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Arathi Basin played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Arathi Basin won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Deepwind Gorge won,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Arathi Basin win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Arathi Basin played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Arathi Basin won,Classic Warsong Gulch win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Classic Warsong Gulch played,Eye of the Storm played,Strand of the Ancients played,Classic Warsong Gulch won,Eye of the Storm won,Strand of the Ancients won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Ashran win_rate,Arathi Basin Comp Stomp win_rate,Ashran played,Arathi Basin Comp Stomp played,Ashran won,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Cooking: Impossible win_rate,Southshore vs. Tarren Mill played,Cooking: Impossible played,Southshore vs. Tarren Mill won,Cooking: Impossible won
134022315,Гостерман,galakrond,71.0,19443.0,72.0,60.0,60.0,47.0,40.0,60.0,57.0,71.0,67.0,18.0,10.0,35.0,19.0,5.0,25.0,14.0,14.0,3.0,13.0,6.0,21.0,9.0,2.0,15.0,8.0,10.0,2.0,67.0,42.0,65.0,80.0,,78.0,9.0,19.0,20.0,15.0,,9.0,6.0,8.0,13.0,12.0,,7.0,20.0,56.0,,5.0,16.0,,1.0,9.0,,50.0,12.0,6.0,25.0,100.0,4.0,11.0,1.0,11.0,,,,,,
93517910,Oizoo,aggra-português,14.0,2639.0,0.0,0.0,67.0,,,0.0,100.0,100.0,100.0,3.0,1.0,3.0,,,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,,0.0,1.0,1.0,1.0,0.0,80.0,,0.0,,100.0,1.0,5.0,,2.0,,1.0,0.0,4.0,,0.0,,1.0,67.0,0.0,100.0,6.0,3.0,2.0,4.0,0.0,2.0,100.0,1.0,1.0,,100.0,,6.0,,6.0,,,,,,
242672733,Автопиролиз,soulflayer,15.0,2742.0,0.0,,67.0,,,42.0,45.0,100.0,67.0,1.0,,15.0,,,12.0,11.0,1.0,12.0,0.0,,10.0,,,5.0,5.0,1.0,8.0,0.0,18.0,62.0,57.0,50.0,71.0,1.0,11.0,8.0,14.0,16.0,7.0,0.0,2.0,5.0,8.0,8.0,5.0,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,
139351500,Nophtalya,dalaran,12.0,2590.0,67.0,50.0,50.0,38.0,,100.0,0.0,,100.0,3.0,6.0,10.0,8.0,,1.0,1.0,,2.0,2.0,3.0,5.0,3.0,,1.0,0.0,,2.0,100.0,50.0,30.0,25.0,,,1.0,8.0,10.0,8.0,,,1.0,4.0,3.0,2.0,,,40.0,75.0,33.0,10.0,4.0,6.0,4.0,3.0,2.0,,,,,,,,,,,,,,,
155141153,Aradax,antonidas,14.0,1428.0,100.0,,100.0,,,0.0,0.0,33.0,,4.0,,1.0,,,1.0,2.0,3.0,,4.0,,1.0,,,0.0,0.0,1.0,,33.0,0.0,100.0,,,,3.0,1.0,2.0,,,,1.0,0.0,2.0,,,,,100.0,,,2.0,,,2.0,,,,,20.0,,5.0,,1.0,,0.0,,2.0,,0.0,
116201153,Nimplacable,dalaran,14.0,834.0,0.0,,100.0,,,,0.0,100.0,0.0,1.0,,1.0,,,,2.0,2.0,1.0,0.0,,1.0,,,,0.0,2.0,0.0,33.0,,0.0,,,33.0,3.0,,1.0,,,3.0,1.0,,0.0,,,1.0,,50.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,
165542782,Draeberic,defias-brotherhood,13.0,4005.0,33.0,,88.0,,,91.0,78.0,25.0,71.0,3.0,,16.0,,,11.0,9.0,4.0,7.0,1.0,,14.0,,,10.0,7.0,1.0,5.0,100.0,50.0,50.0,0.0,100.0,60.0,1.0,4.0,10.0,3.0,4.0,15.0,1.0,2.0,5.0,0.0,4.0,9.0,,70.0,,,10.0,,,7.0,,,,,50.0,,2.0,,1.0,,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,,43.0,,,88.0,64.0,56.0,57.0,33.0,,7.0,,,8.0,11.0,18.0,7.0,18.0,,3.0,,,7.0,7.0,10.0,4.0,81.0,60.0,47.0,70.0,,62.0,27.0,10.0,15.0,10.0,,13.0,22.0,6.0,7.0,7.0,,8.0,,57.0,,,7.0,,,4.0,,,,,67.0,,6.0,,4.0,,,,,,,
156799466,Gwernic,ysondre,5.0,466.0,,,100.0,,,100.0,50.0,,25.0,,,1.0,,,1.0,2.0,,4.0,,,1.0,,,1.0,1.0,,1.0,,25.0,100.0,100.0,100.0,50.0,,4.0,1.0,2.0,3.0,2.0,,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
172697800,Йерихон,deepholm,12.0,27521.0,58.0,41.0,100.0,33.0,0.0,100.0,100.0,29.0,50.0,38.0,79.0,4.0,3.0,1.0,1.0,2.0,7.0,2.0,22.0,32.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,64.0,51.0,25.0,36.0,,100.0,44.0,41.0,4.0,42.0,,3.0,28.0,21.0,1.0,15.0,,3.0,52.0,46.0,45.0,82.0,57.0,47.0,43.0,26.0,21.0,,,,,,,,,,,,,,,
116739417,Городем,galakrond,76.0,26925.0,52.0,27.0,49.0,40.0,67.0,1100.0,60.0,25.0,67.0,27.0,22.0,74.0,25.0,9.0,3.0,10.0,8.0,3.0,14.0,6.0,36.0,10.0,6.0,33.0,6.0,2.0,2.0,75.0,38.0,43.0,49.0,200.0,25.0,24.0,29.0,46.0,43.0,1.0,8.0,18.0,11.0,20.0,21.0,2.0,2.0,45.0,58.0,40.0,109.0,24.0,25.0,49.0,14.0,10.0,62.0,16.0,10.0,0.0,100.0,6.0,1.0,0.0,1.0,,,,,,
88524703,Shoger,sanguino,82.0,2326.0,100.0,76.0,0.0,,,100.0,67.0,,0.0,2.0,21.0,2.0,,,1.0,3.0,,1.0,2.0,16.0,0.0,,,1.0,2.0,,0.0,0.0,0.0,100.0,,,50.0,1.0,3.0,1.0,,,2.0,0.0,0.0,1.0,,,1.0,84.0,,,19.0,,,16.0,,,,,,0.0,,1.0,,0.0,,,,,,,
165255332,Xumerz,dentarg,13.0,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,4.0,4.0,,,,,,,,,,,,
174775117,Обсрёня,gordunni,10.0,2742.0,,,40.0,60.0,,40.0,45.0,,20.0,,,15.0,5.0,,10.0,20.0,,5.0,,,6.0,3.0,,4.0,9.0,,1.0,100.0,40.0,33.0,67.0,,100.0,1.0,5.0,6.0,6.0,,4.0,1.0,2.0,2.0,4.0,,4.0,,20.0,,,5.0,,,1.0,,,,,,,,,,,,,,,,
25277567,Ноте,gordunni,42.0,22802.0,51.0,60.0,75.0,67.0,,0.0,50.0,0.0,0.0,88.0,90.0,8.0,3.0,,1.0,2.0,1.0,1.0,45.0,54.0,6.0,2.0,,0.0,1.0,0.0,0.0,53.0,50.0,64.0,47.0,,,36.0,10.0,11.0,15.0,,,19.0,5.0,7.0,7.0,,,66.0,52.0,40.0,87.0,77.0,68.0,57.0,40.0,27.0,,,,,,,,,,,,,,,
187730471,Lowendal,archimonde,14.0,308.0,100.0,,,,,0.0,,,100.0,1.0,,,,,1.0,,,1.0,1.0,,,,,0.0,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,
175046183,Светочзарты,howling-fjord,20.0,2671.0,56.0,,67.0,,100.0,57.0,50.0,80.0,75.0,9.0,,3.0,,2.0,7.0,4.0,5.0,4.0,5.0,,2.0,,2.0,4.0,2.0,4.0,3.0,33.0,75.0,80.0,67.0,,0.0,3.0,4.0,5.0,3.0,,2.0,1.0,3.0,4.0,2.0,,0.0,,50.0,,,4.0,,,2.0,,0.0,1.0,0.0,75.0,,4.0,,3.0,,,,,,,
162249848,Deathlight,kirin-tor,6.0,2045.0,33.0,,0.0,,,20.0,33.0,100.0,0.0,3.0,,1.0,,,5.0,6.0,1.0,4.0,1.0,,0.0,,,1.0,2.0,1.0,0.0,50.0,17.0,100.0,22.0,,25.0,4.0,6.0,1.0,9.0,,4.0,2.0,1.0,1.0,2.0,,1.0,,33.0,,,3.0,,,1.0,,,,,43.0,,7.0,,3.0,,,,,,,
160134091,Malumière,hyjal,12.0,2107.0,60.0,0.0,50.0,,,75.0,17.0,0.0,,10.0,1.0,4.0,,,4.0,6.0,7.0,,6.0,0.0,2.0,,,3.0,1.0,0.0,,71.0,60.0,50.0,60.0,,0.0,7.0,5.0,4.0,5.0,,1.0,5.0,3.0,2.0,3.0,,0.0,,40.0,,,5.0,,,2.0,,,,,,,,,,,,,,,,
174749459,Супертанчег,howling-fjord,10.0,1685.0,0.0,,50.0,,100.0,100.0,0.0,33.0,0.0,1.0,,4.0,,1.0,1.0,2.0,3.0,2.0,0.0,,2.0,,1.0,1.0,0.0,1.0,0.0,100.0,50.0,,,,100.0,1.0,2.0,,,,2.0,1.0,1.0,,,,2.0,,0.0,,,1.0,,,0.0,,100.0,1.0,1.0,,100.0,,1.0,,1.0,,,,,,
157807218,Элдмор,galakrond,8.0,3402.0,100.0,,50.0,,,40.0,100.0,100.0,0.0,1.0,,2.0,,,5.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,1.0,0.0,,64.0,100.0,100.0,,50.0,,11.0,3.0,1.0,,2.0,,7.0,3.0,1.0,,1.0,,100.0,,,4.0,,,4.0,,0.0,3.0,0.0,,100.0,,1.0,,1.0,,,,,,
177454696,Charlexavier,dalaran,33.0,8413.0,75.0,40.0,47.0,56.0,,71.0,50.0,38.0,71.0,8.0,10.0,19.0,16.0,,7.0,6.0,8.0,7.0,6.0,4.0,9.0,9.0,,5.0,3.0,3.0,5.0,25.0,57.0,43.0,38.0,,17.0,4.0,21.0,21.0,24.0,,6.0,1.0,12.0,9.0,9.0,,1.0,50.0,19.0,31.0,14.0,16.0,13.0,7.0,3.0,4.0,,,,27.0,,11.0,,3.0,,,,,,,
103410063,Святобор,galakrond,65.0,40337.0,73.0,60.0,43.0,50.0,,220.0,30.0,44.0,60.0,15.0,25.0,51.0,26.0,,5.0,10.0,9.0,5.0,11.0,15.0,22.0,13.0,,11.0,3.0,4.0,3.0,47.0,53.0,29.0,50.0,,25.0,15.0,34.0,41.0,32.0,,4.0,7.0,18.0,12.0,16.0,,1.0,70.0,48.0,33.0,57.0,25.0,9.0,40.0,12.0,3.0,75.0,4.0,3.0,60.0,100.0,5.0,1.0,3.0,1.0,,,,,,
188869283,Криштабелла,gordunni,18.0,722.0,100.0,,0.0,,,33.0,100.0,,,1.0,,2.0,,,3.0,1.0,,,1.0,,0.0,,,1.0,1.0,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
162806837,Sorros,chants-éternels,131.0,116.0,,,,,,100.0,100.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,0.0,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178770969,Раггнар,goldrinn,37.0,13330.0,0.0,100.0,75.0,86.0,100.0,72.0,68.0,100.0,65.0,3.0,1.0,40.0,7.0,1.0,32.0,25.0,1.0,23.0,0.0,1.0,30.0,6.0,1.0,23.0,17.0,1.0,15.0,100.0,55.0,60.0,52.0,,56.0,2.0,31.0,35.0,29.0,,18.0,2.0,17.0,21.0,15.0,,10.0,33.0,60.0,,6.0,47.0,,2.0,28.0,,25.0,4.0,1.0,50.0,100.0,2.0,1.0,1.0,1.0,,,,,,
177510032,Верриммор,howling-fjord,10.0,1947.0,0.0,100.0,71.0,50.0,,67.0,67.0,33.0,,1.0,1.0,7.0,2.0,,3.0,3.0,3.0,,0.0,1.0,5.0,1.0,,2.0,2.0,1.0,,50.0,0.0,33.0,100.0,,50.0,2.0,2.0,3.0,1.0,,2.0,1.0,0.0,1.0,1.0,,1.0,,100.0,,,2.0,,,2.0,,,,,100.0,100.0,1.0,1.0,1.0,1.0,,,,,,
243667576,Асураскай,gordunni,78.0,12827.0,67.0,71.0,56.0,71.0,50.0,65.0,50.0,29.0,0.0,6.0,17.0,34.0,17.0,6.0,17.0,12.0,7.0,1.0,4.0,12.0,19.0,12.0,3.0,11.0,6.0,2.0,0.0,67.0,61.0,71.0,57.0,,50.0,6.0,18.0,38.0,21.0,,8.0,4.0,11.0,27.0,12.0,,4.0,50.0,43.0,17.0,18.0,14.0,6.0,9.0,6.0,1.0,0.0,1.0,0.0,67.0,,3.0,,2.0,,,,,,,
137693709,Попалка,galakrond,7.0,615.0,100.0,,,,,,,0.0,,2.0,,,,,,,2.0,,2.0,,,,,,,0.0,,80.0,,100.0,100.0,,0.0,5.0,,1.0,1.0,,1.0,4.0,,1.0,1.0,,0.0,,50.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,
139168354,Нокний,howling-fjord,51.0,8690.0,38.0,,20.0,100.0,100.0,62.0,38.0,27.0,57.0,8.0,,10.0,2.0,1.0,8.0,8.0,15.0,7.0,3.0,,2.0,2.0,1.0,5.0,3.0,4.0,4.0,42.0,71.0,75.0,40.0,,20.0,12.0,7.0,4.0,5.0,,5.0,5.0,5.0,3.0,2.0,,1.0,100.0,75.0,,2.0,4.0,,2.0,3.0,,80.0,5.0,4.0,50.0,,12.0,,6.0,,,,,,,
156196167,Autismmeistr,ravencrest,15.0,3840.0,75.0,,67.0,,,71.0,62.0,0.0,75.0,4.0,,12.0,,,7.0,8.0,2.0,8.0,3.0,,8.0,,,5.0,5.0,0.0,6.0,44.0,83.0,45.0,20.0,0.0,50.0,9.0,6.0,11.0,5.0,1.0,6.0,4.0,5.0,5.0,1.0,0.0,3.0,,75.0,,,8.0,,,6.0,,,,,33.0,,6.0,,2.0,,,,,,,
209552371,Noderneder,deathwing,22.0,1059.0,,,,,,100.0,0.0,,40.0,,,,,,1.0,1.0,,5.0,,,,,,1.0,0.0,,2.0,,0.0,75.0,0.0,100.0,60.0,,3.0,4.0,4.0,1.0,5.0,,0.0,3.0,0.0,1.0,3.0,,100.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,
153806585,Мст,gordunni,20.0,2581.0,50.0,,75.0,67.0,100.0,40.0,75.0,100.0,50.0,4.0,,8.0,3.0,2.0,10.0,8.0,3.0,6.0,2.0,,6.0,2.0,2.0,4.0,6.0,3.0,3.0,50.0,33.0,46.0,69.0,80.0,33.0,4.0,6.0,13.0,13.0,5.0,6.0,2.0,2.0,6.0,9.0,4.0,2.0,,29.0,,,7.0,,,2.0,,0.0,2.0,0.0,0.0,100.0,1.0,4.0,0.0,4.0,,,,,,
168522770,Bakmachine,ragnaros,4.0,411.0,,,100.0,0.0,,,,100.0,,,,1.0,1.0,,,,1.0,,,,1.0,0.0,,,,1.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
156369560,Zangaana,ravencrest,5.0,1401.0,75.0,100.0,,,,,,100.0,,4.0,1.0,,,,,,2.0,,3.0,1.0,,,,,,2.0,,67.0,,,,,50.0,3.0,,,,,2.0,2.0,,,,,1.0,,100.0,,,1.0,,,1.0,,100.0,1.0,1.0,,,,,,,,,,,,
242363131,Джиммиджи,gordunni,155.0,11779.0,40.0,33.0,47.0,100.0,,50.0,50.0,0.0,67.0,5.0,6.0,17.0,1.0,,6.0,2.0,3.0,3.0,2.0,2.0,8.0,1.0,,3.0,1.0,0.0,2.0,17.0,60.0,8.0,67.0,,0.0,6.0,5.0,12.0,6.0,,1.0,1.0,3.0,1.0,4.0,,0.0,20.0,47.0,50.0,10.0,15.0,6.0,2.0,7.0,3.0,100.0,1.0,1.0,,100.0,,8.0,,8.0,,,,,,
111683502,Rickastley,aggra-português,61.0,4661.0,50.0,,75.0,,,75.0,50.0,38.0,60.0,6.0,,8.0,,,4.0,12.0,8.0,5.0,3.0,,6.0,,,3.0,6.0,3.0,3.0,73.0,62.0,50.0,75.0,,57.0,11.0,8.0,4.0,4.0,,7.0,8.0,5.0,2.0,3.0,,4.0,0.0,55.0,,1.0,11.0,,0.0,6.0,,,,,80.0,,5.0,,4.0,,0.0,0.0,2.0,1.0,0.0,0.0
173473003,Болрен,fordragon,4.0,302.0,100.0,,100.0,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,0.0,100.0,,0.0,,,1.0,1.0,,1.0,,,0.0,1.0,,0.0,,,,,,,,,,,,,50.0,,2.0,,1.0,,,,,,,
195921039,Vilgford,hyjal,33.0,3061.0,,42.0,36.0,56.0,,33.0,33.0,,,,12.0,22.0,9.0,,3.0,3.0,,,,5.0,8.0,5.0,,1.0,1.0,,,,32.0,25.0,38.0,,75.0,,25.0,20.0,16.0,,4.0,,8.0,5.0,6.0,,3.0,30.0,67.0,0.0,23.0,6.0,1.0,7.0,4.0,0.0,,,,,,,,,,,,,,,
159369627,Gusstav,hyjal,17.0,32031.0,51.0,49.0,31.0,17.0,,80.0,57.0,80.0,25.0,51.0,73.0,13.0,6.0,,5.0,7.0,5.0,4.0,26.0,36.0,4.0,1.0,,4.0,4.0,4.0,1.0,30.0,33.0,38.0,44.0,2100.0,25.0,43.0,15.0,8.0,9.0,1.0,4.0,13.0,5.0,3.0,4.0,21.0,1.0,36.0,42.0,36.0,66.0,59.0,104.0,24.0,25.0,37.0,100.0,1.0,1.0,,100.0,,1.0,,1.0,,,,,,
166941979,Ule,archimonde,21.0,5862.0,57.0,0.0,33.0,20.0,,33.0,83.0,67.0,,7.0,1.0,12.0,5.0,,6.0,6.0,6.0,,4.0,0.0,4.0,1.0,,2.0,5.0,4.0,,43.0,38.0,55.0,60.0,,50.0,7.0,8.0,11.0,15.0,,2.0,3.0,3.0,6.0,9.0,,1.0,56.0,50.0,,9.0,4.0,,5.0,2.0,,,,,,100.0,,7.0,,7.0,,,,,,
153424761,Møusticks,ysondre,10.0,6129.0,40.0,54.0,33.0,46.0,,20.0,0.0,100.0,0.0,5.0,13.0,18.0,13.0,,5.0,1.0,1.0,1.0,2.0,7.0,6.0,6.0,,1.0,0.0,1.0,0.0,11.0,64.0,36.0,58.0,,33.0,19.0,14.0,14.0,12.0,,3.0,2.0,9.0,5.0,7.0,,1.0,44.0,43.0,50.0,18.0,7.0,4.0,8.0,3.0,2.0,,,,,,,,,,,,,,,
160475810,Hashiramakun,darkmoon-faire,34.0,8379.0,33.0,57.0,62.0,0.0,,57.0,50.0,56.0,50.0,21.0,7.0,8.0,3.0,,14.0,8.0,16.0,6.0,7.0,4.0,5.0,0.0,,8.0,4.0,9.0,3.0,46.0,50.0,30.0,36.0,,60.0,13.0,4.0,10.0,11.0,,15.0,6.0,2.0,3.0,4.0,,9.0,0.0,42.0,,1.0,12.0,,0.0,5.0,,20.0,5.0,1.0,,100.0,,1.0,,1.0,,,,,,
245964140,Аймай,deathguard,10.0,933.0,,,67.0,,100.0,50.0,,0.0,,,,3.0,,1.0,2.0,,1.0,,,,2.0,,1.0,1.0,,0.0,,100.0,100.0,0.0,50.0,,50.0,1.0,2.0,1.0,2.0,,2.0,1.0,2.0,0.0,1.0,,1.0,,50.0,,,4.0,,,2.0,,,,,100.0,,1.0,,1.0,,,,,,,
158712439,Sugarshock,tarren-mill,11.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
146635646,Замий,galakrond,25.0,9656.0,75.0,50.0,70.0,50.0,,50.0,50.0,67.0,100.0,8.0,4.0,10.0,8.0,,14.0,10.0,3.0,3.0,6.0,2.0,7.0,4.0,,7.0,5.0,2.0,3.0,33.0,30.0,56.0,71.0,,56.0,6.0,10.0,9.0,17.0,,16.0,2.0,3.0,5.0,12.0,,9.0,33.0,40.0,,6.0,5.0,,2.0,2.0,,75.0,4.0,3.0,50.0,100.0,2.0,2.0,1.0,2.0,,,,,,
175140320,Macarrones,exodar,7.0,744.0,0.0,,0.0,,100.0,100.0,,0.0,0.0,1.0,,3.0,,1.0,2.0,,2.0,1.0,0.0,,0.0,,1.0,2.0,,0.0,0.0,0.0,,0.0,100.0,,0.0,1.0,,1.0,2.0,,2.0,0.0,,0.0,2.0,,0.0,,100.0,,,1.0,,,1.0,,,,,0.0,,3.0,,0.0,,,,,,,
195016344,Pwênt,chamber-of-aspects,53.0,2140.0,0.0,,67.0,,,75.0,40.0,25.0,50.0,3.0,,6.0,,,4.0,10.0,4.0,4.0,0.0,,4.0,,,3.0,4.0,1.0,2.0,67.0,18.0,50.0,60.0,100.0,71.0,3.0,11.0,2.0,5.0,2.0,7.0,2.0,2.0,1.0,3.0,2.0,5.0,,0.0,,,2.0,,,0.0,,,,,25.0,,4.0,,1.0,,,,,,,
158586260,Éh,la-croisade-écarlate,22.0,7734.0,50.0,41.0,67.0,,,0.0,67.0,100.0,,16.0,22.0,6.0,,,1.0,3.0,1.0,,8.0,9.0,4.0,,,0.0,2.0,1.0,,67.0,52.0,100.0,55.0,,,12.0,29.0,3.0,20.0,,,8.0,15.0,3.0,11.0,,,59.0,35.0,53.0,32.0,23.0,15.0,19.0,8.0,8.0,,,,,100.0,,1.0,,1.0,,,,,,
53042822,Дизкис,galakrond,8.0,5526.0,100.0,69.0,88.0,67.0,,,,,0.0,4.0,16.0,8.0,3.0,,,,,1.0,4.0,11.0,7.0,2.0,,,,,0.0,33.0,85.0,71.0,50.0,,100.0,3.0,13.0,7.0,8.0,,2.0,1.0,11.0,5.0,4.0,,2.0,57.0,64.0,67.0,14.0,11.0,9.0,8.0,7.0,6.0,,,,,,,,,,,,,,,
172407675,Щапчихну,howling-fjord,9.0,2796.0,50.0,,54.0,,,58.0,0.0,0.0,50.0,2.0,,13.0,,,12.0,3.0,1.0,10.0,1.0,,7.0,,,7.0,0.0,0.0,5.0,67.0,33.0,67.0,58.0,50.0,33.0,3.0,6.0,6.0,12.0,4.0,6.0,2.0,2.0,4.0,7.0,2.0,2.0,,,,,,,,,,,,,29.0,,7.0,,2.0,,,,,,,
238576630,Дуэдэ,booty-bay,40.0,5913.0,0.0,90.0,71.0,,100.0,75.0,71.0,50.0,0.0,3.0,21.0,7.0,,1.0,8.0,7.0,4.0,1.0,0.0,19.0,5.0,,1.0,6.0,5.0,2.0,0.0,60.0,75.0,44.0,50.0,200.0,60.0,5.0,4.0,9.0,12.0,1.0,10.0,3.0,3.0,4.0,6.0,2.0,6.0,52.0,67.0,,25.0,6.0,,13.0,4.0,,100.0,1.0,1.0,100.0,,4.0,,4.0,,,,,,,
160013505,Ayven,dalaran,1.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
167691526,Аллирох,razuvious,62.0,7515.0,54.0,75.0,50.0,,100.0,50.0,25.0,50.0,20.0,13.0,4.0,2.0,,1.0,6.0,8.0,16.0,5.0,7.0,3.0,1.0,,1.0,3.0,2.0,8.0,1.0,62.0,50.0,100.0,36.0,,60.0,13.0,8.0,3.0,11.0,,5.0,8.0,4.0,3.0,4.0,,3.0,33.0,30.0,,9.0,10.0,,3.0,3.0,,75.0,4.0,3.0,50.0,,16.0,,8.0,,,,,,,
134538158,Lathlaeril,ragnaros,3.0,791.0,,100.0,50.0,,,,,,,,2.0,6.0,,,,,,,,2.0,3.0,,,,,,,,0.0,50.0,25.0,,,,3.0,2.0,4.0,,,,0.0,1.0,1.0,,,50.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
153493141,Eclairage,krasus,18.0,2081.0,86.0,50.0,0.0,29.0,,50.0,,100.0,,7.0,2.0,4.0,7.0,,2.0,,1.0,,6.0,1.0,0.0,2.0,,1.0,,1.0,,67.0,60.0,17.0,20.0,,,3.0,5.0,6.0,5.0,,,2.0,3.0,1.0,1.0,,,0.0,33.0,20.0,1.0,6.0,5.0,0.0,2.0,1.0,,,,,,,,,,,,,,,
98593662,Squall,zuluhed,1.0,35842.0,75.0,87.0,0.0,,,0.0,,,,12.0,31.0,2.0,,,2.0,,,,9.0,27.0,0.0,,,0.0,,,,67.0,100.0,,50.0,,,3.0,1.0,,2.0,,,2.0,1.0,,1.0,,,80.0,69.0,69.0,50.0,39.0,16.0,40.0,27.0,11.0,,,,,,,,,,,,,,,
147410169,Saze,ragnaros,18.0,2680.0,50.0,100.0,44.0,,,33.0,62.0,,67.0,2.0,1.0,9.0,,,9.0,8.0,,6.0,1.0,1.0,4.0,,,3.0,5.0,,4.0,33.0,45.0,67.0,57.0,43.0,38.0,3.0,11.0,15.0,7.0,7.0,13.0,1.0,5.0,10.0,4.0,3.0,5.0,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,
163371635,Mezodin,kazzak,13.0,2933.0,60.0,,62.0,,,50.0,75.0,50.0,75.0,5.0,,8.0,,,6.0,4.0,2.0,4.0,3.0,,5.0,,,3.0,3.0,1.0,3.0,0.0,71.0,83.0,75.0,50.0,43.0,6.0,7.0,6.0,4.0,6.0,7.0,0.0,5.0,5.0,3.0,3.0,3.0,,50.0,,,2.0,,,1.0,,100.0,1.0,1.0,44.0,,9.0,,4.0,,,,,,,
245129885,Siirrinna,karazhan,16.0,7182.0,73.0,55.0,33.0,,,0.0,,67.0,,22.0,22.0,3.0,,,1.0,,3.0,,16.0,12.0,1.0,,,0.0,,2.0,,39.0,61.0,67.0,56.0,,,28.0,23.0,6.0,34.0,,,11.0,14.0,4.0,19.0,,,57.0,28.0,50.0,23.0,18.0,22.0,13.0,5.0,11.0,,,,0.0,,2.0,,0.0,,,,,,,
103090269,Rumblebumble,blackhand,9.0,26981.0,54.0,58.0,64.0,53.0,,0.0,67.0,,100.0,68.0,102.0,33.0,17.0,,1.0,3.0,,1.0,37.0,59.0,21.0,9.0,,0.0,2.0,,1.0,52.0,65.0,37.0,46.0,,0.0,44.0,68.0,41.0,54.0,,1.0,23.0,44.0,15.0,25.0,,0.0,57.0,55.0,50.0,107.0,84.0,70.0,61.0,46.0,35.0,,,,100.0,,1.0,,1.0,,,,,,,
97467429,Eredan,elune,27.0,802.0,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,50.0,0.0,,,,,2.0,1.0,,,,,1.0,0.0,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,
128947723,Joâito,sargeras,15.0,1029.0,0.0,,0.0,,,50.0,33.0,100.0,0.0,2.0,,2.0,,,2.0,3.0,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,0.0,,,100.0,50.0,,67.0,,,2.0,2.0,,3.0,,,2.0,1.0,,2.0,,,,,,,,,,,,,,100.0,,2.0,,2.0,,,,,,
