character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
210052866,Hayfire,kilrogg,48.0,10972.0,83.0,100.0,100.0,70.0,100.0,74.0,71.0,69.0,76.0,70.0,83.0,0.0,86.0,79.0,50.0,67.0,100.0,75.0,12.0,1.0,3.0,10.0,1.0,23.0,17.0,16.0,17.0,23.0,12.0,2.0,14.0,19.0,14.0,9.0,2.0,4.0,10.0,1.0,3.0,7.0,1.0,17.0,12.0,11.0,13.0,16.0,10.0,0.0,12.0,15.0,7.0,6.0,2.0,3.0,,,,,,,,,,,,,,,
191342278,Merinicus,hellfire,11.0,57755.0,64.0,63.0,52.0,52.0,51.0,57.0,57.0,43.0,47.0,64.0,75.0,,50.0,0.0,0.0,75.0,,,166.0,158.0,200.0,199.0,196.0,103.0,30.0,7.0,36.0,14.0,4.0,,2.0,1.0,2.0,4.0,,,106.0,100.0,103.0,103.0,100.0,59.0,17.0,3.0,17.0,9.0,3.0,,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
210021985,Goldanna,nagrand,69.0,1492.0,54.0,,,,,60.0,100.0,,,100.0,100.0,25.0,100.0,0.0,0.0,50.0,,,13.0,,,,,5.0,3.0,,,1.0,1.0,4.0,1.0,1.0,2.0,4.0,,,7.0,,,,,3.0,3.0,,,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
247688319,Doomalke,hellfire,30.0,1526.0,50.0,,,100.0,,50.0,,100.0,,67.0,,33.0,,67.0,100.0,100.0,,100.0,2.0,,,1.0,,2.0,,1.0,,3.0,,3.0,,3.0,2.0,2.0,,5.0,1.0,,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,2.0,2.0,,5.0,,,,,,,,,,,,,,,
154220855,Eliasér,zuljin,51.0,53942.0,53.0,64.0,59.0,54.0,57.0,45.0,57.0,61.0,58.0,42.0,39.0,100.0,57.0,100.0,67.0,75.0,,50.0,68.0,223.0,176.0,122.0,136.0,38.0,106.0,49.0,91.0,43.0,28.0,1.0,7.0,2.0,3.0,4.0,,4.0,36.0,143.0,103.0,66.0,77.0,17.0,60.0,30.0,53.0,18.0,11.0,1.0,4.0,2.0,2.0,3.0,,2.0,7000.0,60.0,1.0,5.0,70.0,3.0,,,,,,,,,
153197999,Gordain,malfurion,17.0,4505.0,38.0,,,50.0,,86.0,38.0,50.0,33.0,50.0,50.0,67.0,50.0,40.0,75.0,33.0,100.0,0.0,8.0,,,6.0,,7.0,8.0,8.0,3.0,4.0,2.0,6.0,4.0,5.0,4.0,9.0,2.0,2.0,3.0,,,3.0,,6.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,0.0,,0.0,,4.0,,0.0,100.0,1.0,1.0,,,,,,
193091808,Thaladriana,aegwynn,17.0,8033.0,44.0,75.0,0.0,44.0,12.0,67.0,53.0,48.0,59.0,80.0,57.0,33.0,87.0,53.0,43.0,100.0,,36.0,9.0,4.0,1.0,9.0,8.0,9.0,17.0,27.0,22.0,15.0,7.0,6.0,15.0,15.0,7.0,2.0,,14.0,4.0,3.0,0.0,4.0,1.0,6.0,9.0,13.0,13.0,12.0,4.0,2.0,13.0,8.0,3.0,2.0,,5.0,50.0,50.0,4.0,8.0,2.0,4.0,,,,,,,,,
114207216,Patch,ravencrest,12.0,40669.0,48.0,69.0,65.0,61.0,55.0,53.0,52.0,70.0,69.0,44.0,60.0,,75.0,52.0,100.0,50.0,100.0,50.0,143.0,95.0,102.0,83.0,91.0,106.0,58.0,10.0,77.0,9.0,5.0,,4.0,31.0,2.0,2.0,29.0,2.0,68.0,66.0,66.0,51.0,50.0,56.0,30.0,7.0,53.0,4.0,3.0,,3.0,16.0,2.0,1.0,29.0,1.0,,20.0,,5.0,,1.0,0.0,1.0,0.0,,,,,,
133696445,Jetsetter,draenor,47.0,21395.0,50.0,60.0,73.0,61.0,60.0,50.0,69.0,51.0,74.0,68.0,65.0,75.0,29.0,0.0,100.0,17.0,,0.0,106.0,25.0,30.0,33.0,15.0,38.0,32.0,35.0,38.0,47.0,26.0,4.0,7.0,2.0,2.0,6.0,,1.0,53.0,15.0,22.0,20.0,9.0,19.0,22.0,18.0,28.0,32.0,17.0,3.0,2.0,0.0,2.0,1.0,,0.0,,,,,,,,,,,,,,,
210067060,Athoman,nagrand,232.0,199564.0,69.0,70.0,66.0,70.0,70.0,68.0,74.0,64.0,64.0,70.0,62.0,100.0,104.0,67.0,71.0,88.0,100.0,71.0,241.0,633.0,337.0,249.0,172.0,217.0,200.0,216.0,213.0,227.0,212.0,1.0,23.0,24.0,14.0,8.0,5.0,24.0,166.0,445.0,222.0,174.0,120.0,148.0,147.0,138.0,137.0,158.0,131.0,1.0,24.0,16.0,10.0,7.0,5.0,17.0,,25.0,,4.0,,1.0,75.0,8.0,6.0,100.0,1.0,1.0,,,
247894298,Каэрвиль,azuregos,11.0,194.0,,,,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156067386,Boldaro,arathor,26.0,1501.0,60.0,33.0,100.0,67.0,0.0,0.0,0.0,,33.0,40.0,33.0,,200.0,0.0,,,,,5.0,3.0,1.0,6.0,1.0,1.0,2.0,,3.0,5.0,3.0,,1.0,1.0,,,,,3.0,1.0,1.0,4.0,0.0,0.0,0.0,,1.0,2.0,1.0,,2.0,0.0,,,,,,,,,,,100.0,1.0,1.0,,,,,,
192599651,Aalmae,silvermoon,7.0,180.0,,,,,,,0.0,100.0,0.0,0.0,,0.0,100.0,,0.0,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,0.0,1.0,0.0,0.0,,0.0,1.0,,0.0,,,,,0.0,,1.0,,0.0,,,,,,,,,
197088645,Даренум,gordunni,67.0,5595.0,33.0,100.0,100.0,60.0,,17.0,100.0,80.0,100.0,43.0,33.0,,71.0,70.0,0.0,75.0,100.0,100.0,6.0,2.0,2.0,5.0,,6.0,7.0,10.0,3.0,7.0,3.0,,14.0,10.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,,1.0,7.0,8.0,3.0,3.0,1.0,,10.0,7.0,0.0,3.0,3.0,4.0,,,,,,,50.0,4.0,2.0,,,,,,
79887137,Balor,frostwolf,34.0,27523.0,67.0,74.0,59.0,59.0,71.0,76.0,61.0,49.0,68.0,54.0,67.0,,,,0.0,0.0,,,42.0,89.0,68.0,54.0,99.0,49.0,74.0,35.0,63.0,35.0,27.0,,,,1.0,1.0,,,28.0,66.0,40.0,32.0,70.0,37.0,45.0,17.0,43.0,19.0,18.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,
180109619,Yaminosenshi,hellfire,7.0,3749.0,67.0,0.0,0.0,67.0,,0.0,33.0,67.0,0.0,,,,,60.0,0.0,33.0,,67.0,3.0,1.0,1.0,3.0,,2.0,3.0,3.0,1.0,,,,,5.0,1.0,3.0,,3.0,2.0,0.0,0.0,2.0,,0.0,1.0,2.0,0.0,,,,,3.0,0.0,1.0,,2.0,,50.0,,4.0,,2.0,,,,,,,,,
161372542,Taichen,tarren-mill,43.0,15051.0,66.0,62.0,74.0,63.0,53.0,40.0,56.0,75.0,53.0,38.0,0.0,50.0,50.0,33.0,0.0,0.0,100.0,50.0,29.0,85.0,27.0,41.0,59.0,25.0,34.0,4.0,60.0,13.0,1.0,4.0,4.0,6.0,1.0,1.0,1.0,2.0,19.0,53.0,20.0,26.0,31.0,10.0,19.0,3.0,32.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,420.0,100.0,5.0,1.0,21.0,1.0,0.0,1.0,0.0,,,,,,
98593662,Squall,zuluhed,1.0,35842.0,75.0,80.0,87.0,69.0,69.0,67.0,100.0,,50.0,0.0,,,0.0,,,,,,12.0,50.0,31.0,39.0,16.0,3.0,1.0,,2.0,2.0,,,2.0,,,,,,9.0,40.0,27.0,27.0,11.0,2.0,1.0,,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
209745323,Sauron,runetotem,6.0,176.0,0.0,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
154405274,Landro,antonidas,7.0,130.0,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
139763098,Martturi,silvermoon,21.0,8340.0,56.0,39.0,50.0,72.0,62.0,64.0,50.0,62.0,67.0,30.0,50.0,,0.0,50.0,33.0,40.0,,60.0,18.0,23.0,36.0,25.0,16.0,14.0,4.0,8.0,9.0,10.0,2.0,,2.0,2.0,3.0,5.0,,5.0,10.0,9.0,18.0,18.0,10.0,9.0,2.0,5.0,6.0,3.0,1.0,,0.0,1.0,1.0,2.0,,3.0,433.0,,3.0,,13.0,,,,,,,,,,
158032400,Lightbaker,arathor,14.0,5333.0,60.0,36.0,36.0,50.0,73.0,64.0,47.0,53.0,75.0,47.0,30.0,,120.0,50.0,50.0,,,67.0,15.0,14.0,14.0,20.0,11.0,14.0,17.0,19.0,8.0,15.0,10.0,,5.0,2.0,2.0,,,3.0,9.0,5.0,5.0,10.0,8.0,9.0,8.0,10.0,6.0,7.0,3.0,,6.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
155513305,Chatthon,ysondre,10.0,774.0,0.0,,,,,,,0.0,67.0,,,100.0,50.0,50.0,100.0,0.0,,67.0,2.0,,,,,,,1.0,3.0,,,1.0,2.0,4.0,1.0,2.0,,3.0,0.0,,,,,,,0.0,2.0,,,1.0,1.0,2.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,
209977712,Tésh,nagrand,13.0,3269.0,100.0,68.0,80.0,29.0,79.0,0.0,,,,,,,,,,,,,3.0,37.0,5.0,7.0,14.0,1.0,,,,,,,,,,,,,3.0,25.0,4.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172378614,Ðarkz,twisting-nether,197.0,770.0,67.0,,,,,0.0,0.0,,,,,60.0,,,,0.0,,100.0,3.0,,,,,4.0,1.0,,,,,5.0,,,,2.0,,1.0,2.0,,,,,0.0,0.0,,,,,3.0,,,,0.0,,1.0,,,,,,,,,,,,,,,
207875251,Sanction,kilrogg,12.0,2375.0,75.0,,,,,100.0,0.0,0.0,100.0,100.0,0.0,,67.0,100.0,50.0,50.0,,,8.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,2.0,4.0,,,6.0,,,,,1.0,0.0,0.0,2.0,1.0,0.0,,2.0,1.0,1.0,2.0,,,,75.0,,4.0,,3.0,,,,,,,,,
73771904,Ðuvel,antonidas,6.0,18954.0,44.0,57.0,37.0,55.0,74.0,59.0,64.0,33.0,35.0,46.0,,,,0.0,0.0,0.0,100.0,,48.0,47.0,46.0,38.0,42.0,39.0,28.0,12.0,20.0,13.0,,,,1.0,1.0,2.0,12.0,,21.0,27.0,17.0,21.0,31.0,23.0,18.0,4.0,7.0,6.0,,,,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,
199216357,Wynell,arathor,17.0,1057.0,100.0,,,75.0,,,100.0,,100.0,,,67.0,,100.0,50.0,100.0,,100.0,2.0,,,4.0,,,3.0,,2.0,,,3.0,,1.0,2.0,1.0,,1.0,2.0,,,3.0,,,3.0,,2.0,,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
162627001,Noelle,sargeras,5.0,1186.0,25.0,,,0.0,,0.0,25.0,50.0,0.0,100.0,,75.0,33.0,,100.0,33.0,,33.0,4.0,,,1.0,,2.0,4.0,2.0,2.0,3.0,,4.0,3.0,,1.0,3.0,,3.0,1.0,,,0.0,,0.0,1.0,1.0,0.0,3.0,,3.0,1.0,,1.0,1.0,,1.0,50.0,,2.0,,1.0,,,,,,,,,,
170099367,Kazo,darksorrow,97.0,21548.0,53.0,59.0,56.0,63.0,68.0,50.0,65.0,73.0,63.0,65.0,69.0,100.0,0.0,,,,,,49.0,59.0,55.0,41.0,31.0,20.0,46.0,15.0,27.0,20.0,16.0,1.0,1.0,,,,,,26.0,35.0,31.0,26.0,21.0,10.0,30.0,11.0,17.0,13.0,11.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
121115669,Caseryss,arathor,40.0,17411.0,25.0,78.0,67.0,70.0,38.0,31.0,33.0,70.0,50.0,50.0,60.0,50.0,67.0,75.0,0.0,67.0,100.0,0.0,32.0,9.0,6.0,10.0,8.0,35.0,3.0,10.0,8.0,20.0,5.0,2.0,3.0,4.0,3.0,6.0,52.0,4.0,8.0,7.0,4.0,7.0,3.0,11.0,1.0,7.0,4.0,10.0,3.0,1.0,2.0,3.0,0.0,4.0,52.0,0.0,,0.0,,1.0,,0.0,,,,,,,,,
237886091,Hamsandwich,ghostlands,1.0,323.0,,,0.0,,,,,,,,,,,100.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
198500373,Holysoly,arathor,3.0,441.0,,,,100.0,,,25.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,2.0,,,4.0,,1.0,,,1.0,,2.0,1.0,,,2.0,,,,2.0,,,1.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
202206009,Левкофейа,eversong,13.0,3174.0,,,,25.0,,50.0,50.0,56.0,40.0,62.0,,100.0,67.0,38.0,57.0,0.0,,62.0,,,,4.0,,2.0,8.0,9.0,5.0,8.0,,1.0,6.0,16.0,7.0,1.0,,8.0,,,,1.0,,1.0,4.0,5.0,2.0,5.0,,1.0,4.0,6.0,4.0,0.0,,5.0,,,,,,,,,,,,,,,
115528707,Syalthiel,draenor,5.0,771.0,,,,33.0,,0.0,67.0,67.0,100.0,67.0,,,100.0,100.0,0.0,,,100.0,,,,3.0,,1.0,3.0,3.0,2.0,3.0,,,1.0,3.0,2.0,,,1.0,,,,1.0,,0.0,2.0,2.0,2.0,2.0,,,1.0,3.0,0.0,,,1.0,,,,,,,0.0,1.0,0.0,,,,,,
195031258,Duriandyl,archimonde,5.0,2659.0,50.0,71.0,33.0,50.0,0.0,,67.0,43.0,67.0,80.0,100.0,,100.0,33.0,,,,0.0,2.0,7.0,3.0,4.0,1.0,,6.0,7.0,3.0,5.0,2.0,,3.0,3.0,,,,1.0,1.0,5.0,1.0,2.0,0.0,,4.0,3.0,2.0,4.0,2.0,,3.0,1.0,,,,0.0,,,,,,,,,,,,,,,
181902391,Salot,arathor,7.0,17209.0,43.0,57.0,63.0,61.0,54.0,57.0,45.0,0.0,61.0,100.0,0.0,,100.0,100.0,,,,,23.0,42.0,35.0,41.0,41.0,23.0,11.0,1.0,18.0,2.0,1.0,,1.0,1.0,,,,,10.0,24.0,22.0,25.0,22.0,13.0,5.0,0.0,11.0,2.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,63.0,58.0,62.0,58.0,57.0,70.0,67.0,56.0,67.0,73.0,,67.0,33.0,25.0,33.0,100.0,56.0,130.0,206.0,146.0,165.0,123.0,70.0,201.0,147.0,181.0,153.0,79.0,,6.0,3.0,4.0,3.0,2.0,9.0,74.0,129.0,84.0,103.0,71.0,40.0,140.0,99.0,102.0,102.0,58.0,,4.0,1.0,1.0,1.0,2.0,5.0,,,,,,,100.0,1.0,1.0,,,,,,
207861356,Yael,kilrogg,7.0,978.0,,50.0,100.0,,,50.0,0.0,0.0,0.0,,50.0,100.0,0.0,,,,,,,10.0,3.0,,,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,,,5.0,3.0,,,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
158531984,Rèvè,tarren-mill,16.0,3200.0,20.0,50.0,50.0,67.0,0.0,29.0,80.0,100.0,33.0,,44.0,,,,,,,,5.0,6.0,2.0,3.0,1.0,7.0,5.0,2.0,3.0,,9.0,,,,,,,,1.0,3.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,
245074253,Лайтревендж,gordunni,97.0,2706.0,86.0,,,50.0,,29.0,,40.0,0.0,100.0,,33.0,100.0,100.0,,67.0,,0.0,7.0,,,2.0,,7.0,,5.0,1.0,1.0,,6.0,1.0,1.0,,6.0,,2.0,6.0,,,1.0,,2.0,,2.0,0.0,1.0,,2.0,1.0,1.0,,4.0,,0.0,,,,,,,,,,,,,,,
210015550,Ithildess,nagrand,43.0,1020.0,0.0,,,,,75.0,50.0,50.0,0.0,0.0,,100.0,0.0,,0.0,50.0,,75.0,1.0,,,,,4.0,2.0,2.0,1.0,1.0,,2.0,1.0,,1.0,2.0,,4.0,0.0,,,,,3.0,1.0,1.0,0.0,0.0,,2.0,0.0,,0.0,1.0,,3.0,,,,,,,,,,,,,,,
156999348,Ascèse,culte-de-la-rive-noire,46.0,46028.0,62.0,38.0,45.0,56.0,43.0,61.0,34.0,53.0,38.0,38.0,48.0,,50.0,100.0,100.0,17.0,,,125.0,26.0,62.0,66.0,83.0,95.0,35.0,85.0,68.0,69.0,44.0,,6.0,1.0,1.0,6.0,,,77.0,10.0,28.0,37.0,36.0,58.0,12.0,45.0,26.0,26.0,21.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
139945419,Grancigula,kazzak,16.0,1253.0,100.0,100.0,,,50.0,50.0,83.0,0.0,67.0,40.0,100.0,,75.0,50.0,,,,,4.0,1.0,,,2.0,4.0,6.0,1.0,3.0,5.0,1.0,,4.0,2.0,,,,,4.0,1.0,,,1.0,2.0,5.0,0.0,2.0,2.0,1.0,,3.0,1.0,,,,,,100.0,,1.0,,1.0,,,,,,,,,
209066038,Gonk,arathor,14.0,4263.0,80.0,,,70.0,,50.0,58.0,67.0,57.0,44.0,,100.0,67.0,83.0,62.0,43.0,,40.0,10.0,,,10.0,,8.0,12.0,6.0,7.0,9.0,,2.0,9.0,6.0,8.0,7.0,,5.0,8.0,,,7.0,,4.0,7.0,4.0,4.0,4.0,,2.0,6.0,5.0,5.0,3.0,,2.0,,,,,,,100.0,1.0,1.0,,,,,,
226178677,Idoc,sylvanas,16.0,16963.0,61.0,57.0,52.0,60.0,69.0,56.0,54.0,60.0,67.0,59.0,41.0,,75.0,67.0,100.0,0.0,,83.0,44.0,136.0,66.0,40.0,42.0,34.0,84.0,42.0,67.0,49.0,22.0,,4.0,6.0,2.0,1.0,,6.0,27.0,77.0,34.0,24.0,29.0,19.0,45.0,25.0,45.0,29.0,9.0,,3.0,4.0,2.0,0.0,,5.0,,,,,,,,,,,,,,,
168917304,Kuntá,tarren-mill,19.0,138.0,,,,,,,,,,,,,100.0,,0.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,2.0,,0.0,,,,0.0,,1.0,,0.0,,,,,,,,,,
196745652,Kendisen,wildhammer,5.0,1433.0,57.0,,,,,75.0,,,,100.0,,43.0,50.0,100.0,,25.0,,,7.0,,,,,4.0,,,,1.0,,7.0,2.0,1.0,,4.0,,,4.0,,,,,3.0,,,,1.0,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
149168674,Lozi,bloodhoof,7.0,1154.0,,,,100.0,,,57.0,50.0,60.0,67.0,100.0,,50.0,75.0,40.0,,,75.0,,,,2.0,,,7.0,6.0,5.0,3.0,1.0,,2.0,4.0,5.0,,,4.0,,,,2.0,,,4.0,3.0,3.0,2.0,1.0,,1.0,3.0,2.0,,,3.0,,,,,,,,,,,,,,,
209626786,Aerleya,kilrogg,6.0,7475.0,41.0,33.0,79.0,43.0,25.0,57.0,38.0,25.0,60.0,67.0,50.0,,,,,,,,37.0,21.0,19.0,14.0,20.0,30.0,8.0,8.0,10.0,9.0,4.0,,,,,,,,15.0,7.0,15.0,6.0,5.0,17.0,3.0,2.0,6.0,6.0,2.0,,,,,,,,,67.0,,6.0,,4.0,,,,,,,,,
82330804,Alesh,pozzo-delleternità,11.0,1276.0,,,,100.0,,,,50.0,,50.0,,,,,,,,,,,,1.0,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
210056226,Dwellinger,nagrand,20.0,6798.0,0.0,50.0,0.0,29.0,,100.0,67.0,67.0,86.0,75.0,56.0,,91.0,67.0,40.0,50.0,,50.0,1.0,4.0,2.0,14.0,,1.0,6.0,6.0,7.0,12.0,9.0,,11.0,3.0,10.0,2.0,,2.0,0.0,2.0,0.0,4.0,,1.0,4.0,4.0,6.0,9.0,5.0,,10.0,2.0,4.0,1.0,,1.0,,0.0,,10.0,,0.0,33.0,3.0,1.0,,,,,,
209749715,Энурез,gordunni,26.0,7821.0,42.0,,,40.0,,25.0,67.0,60.0,33.0,43.0,,50.0,50.0,50.0,56.0,21.0,,36.0,24.0,,,10.0,,20.0,9.0,10.0,6.0,14.0,,14.0,6.0,6.0,9.0,14.0,,11.0,10.0,,,4.0,,5.0,6.0,6.0,2.0,6.0,,7.0,3.0,3.0,5.0,3.0,,4.0,100.0,,1.0,,1.0,,100.0,1.0,1.0,,,,,,
154421564,Sophiä,kirin-tor,43.0,13332.0,36.0,58.0,71.0,49.0,57.0,65.0,40.0,50.0,25.0,,,33.0,67.0,55.0,33.0,71.0,,67.0,42.0,31.0,17.0,39.0,23.0,23.0,5.0,2.0,4.0,,,6.0,6.0,11.0,3.0,17.0,,3.0,15.0,18.0,12.0,19.0,13.0,15.0,2.0,1.0,1.0,,,2.0,4.0,6.0,1.0,12.0,,2.0,,,,,,,86.0,7.0,6.0,,,,,,
157154012,Фэломэнор,soulflayer,39.0,2036.0,50.0,33.0,0.0,,100.0,50.0,,67.0,30.0,50.0,33.0,67.0,75.0,40.0,,100.0,,0.0,4.0,3.0,3.0,,1.0,4.0,,3.0,10.0,4.0,3.0,6.0,4.0,5.0,,2.0,,1.0,2.0,1.0,0.0,,1.0,2.0,,2.0,3.0,2.0,1.0,4.0,3.0,2.0,,2.0,,0.0,,,,,,,100.0,1.0,1.0,,,,,,
159267133,Yosefina,ravencrest,20.0,39566.0,41.0,67.0,67.0,61.0,51.0,67.0,50.0,44.0,64.0,64.0,50.0,57.0,57.0,75.0,0.0,,,0.0,32.0,21.0,18.0,18.0,39.0,9.0,24.0,9.0,22.0,14.0,2.0,7.0,7.0,4.0,2.0,,,1.0,13.0,14.0,12.0,11.0,20.0,6.0,12.0,4.0,14.0,9.0,1.0,4.0,4.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,
210012493,Mattius,nagrand,14.0,1414.0,38.0,0.0,25.0,80.0,25.0,,,33.0,,0.0,,,,,,,,,8.0,2.0,4.0,5.0,4.0,,,3.0,,1.0,,,,,,,,,3.0,0.0,1.0,4.0,1.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
136676508,Tonínoo,dun-modr,22.0,6186.0,67.0,75.0,50.0,56.0,0.0,33.0,54.0,57.0,33.0,50.0,67.0,100.0,67.0,53.0,40.0,,,70.0,3.0,8.0,8.0,9.0,2.0,3.0,13.0,23.0,12.0,20.0,3.0,2.0,12.0,15.0,15.0,,,10.0,2.0,6.0,4.0,5.0,0.0,1.0,7.0,13.0,4.0,10.0,2.0,2.0,8.0,8.0,6.0,,,7.0,50.0,,2.0,,1.0,,,,,,,,,,
110762455,Deenit,ravencrest,39.0,14249.0,67.0,41.0,62.0,61.0,0.0,40.0,55.0,19.0,50.0,36.0,50.0,0.0,67.0,86.0,50.0,50.0,,,6.0,17.0,13.0,18.0,3.0,5.0,11.0,16.0,12.0,14.0,10.0,1.0,12.0,7.0,2.0,2.0,,,4.0,7.0,8.0,11.0,0.0,2.0,6.0,3.0,6.0,5.0,5.0,0.0,8.0,6.0,1.0,1.0,,,,33.0,,3.0,,1.0,,,,,,,,,
247688319,Doomalke,hellfire,30.0,1526.0,50.0,,,100.0,,50.0,,100.0,,67.0,,33.0,,67.0,100.0,100.0,,100.0,2.0,,,1.0,,2.0,,1.0,,3.0,,3.0,,3.0,2.0,2.0,,5.0,1.0,,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,2.0,2.0,,5.0,,,,,,,,,,,,,,,
175810099,Paloushe,dalaran,9.0,2176.0,67.0,,,100.0,,56.0,100.0,,0.0,0.0,,57.0,40.0,100.0,50.0,40.0,,0.0,6.0,,,1.0,,9.0,2.0,,2.0,3.0,,7.0,5.0,2.0,2.0,5.0,,2.0,4.0,,,1.0,,5.0,2.0,,0.0,0.0,,4.0,2.0,2.0,1.0,2.0,,0.0,,,,,,,,,,,,,,,
137146072,Knaison,blackrock,7.0,730.0,50.0,,,,,0.0,100.0,67.0,0.0,50.0,100.0,100.0,,,,100.0,,0.0,2.0,,,,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,1.0,,1.0,1.0,,,,,0.0,1.0,2.0,0.0,1.0,1.0,2.0,,,,1.0,,0.0,,,,,,,,,,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,49.0,41.0,33.0,51.0,34.0,46.0,45.0,50.0,36.0,59.0,,0.0,67.0,50.0,0.0,57.0,100.0,0.0,87.0,68.0,79.0,67.0,71.0,80.0,20.0,8.0,11.0,34.0,,4.0,6.0,4.0,1.0,7.0,9.0,2.0,43.0,28.0,26.0,34.0,24.0,37.0,9.0,4.0,4.0,20.0,,0.0,4.0,2.0,0.0,4.0,9.0,0.0,,,,,,,,,,,,,,,
91221822,Cemgiskan,illidan,41.0,3108.0,44.0,22.0,67.0,40.0,33.0,22.0,71.0,100.0,71.0,0.0,,100.0,0.0,0.0,0.0,0.0,,100.0,18.0,9.0,3.0,5.0,9.0,9.0,7.0,1.0,7.0,1.0,,6.0,2.0,2.0,1.0,2.0,,1.0,8.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,5.0,0.0,,6.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,
