character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Ashran played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
159369132,Quelthanos,tarren-mill,39.0,219.0,100.0,,,100.0,,50.0,,0.0,,,,,100.0,100.0,1.0,,,1.0,,2.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,0.0,,,,,1.0,1.0,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,
201828137,Хуано,soulflayer,13.0,1699.0,,100.0,0.0,,,0.0,0.0,0.0,,50.0,100.0,50.0,100.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,,1.0,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,,,,,,,100.0,,,,,,,3.0,,,,,,,3.0,,,,,,
160782495,Firestrikes,draenor,2.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,
97587780,Vesias,tarren-mill,3.0,13145.0,36.0,64.0,60.0,83.0,100.0,50.0,,67.0,78.0,,,,,,11.0,14.0,5.0,12.0,8.0,4.0,,3.0,9.0,,,,,,4.0,9.0,3.0,10.0,8.0,2.0,,2.0,7.0,,,,,,55.0,57.0,61.0,,,,,20.0,23.0,28.0,,,,,11.0,13.0,17.0,,,,,,,,,,
159396650,Mönkasx,stormscale,26.0,1057.0,0.0,100.0,67.0,50.0,80.0,100.0,,,,0.0,,33.0,,0.0,1.0,1.0,3.0,2.0,5.0,1.0,,,,1.0,,3.0,,1.0,0.0,1.0,2.0,1.0,4.0,1.0,,,,0.0,,1.0,,0.0,0.0,50.0,0.0,,,,,2.0,2.0,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,
156657032,Mikesglory,ravencrest,15.0,3359.0,36.0,75.0,14.0,60.0,67.0,40.0,,33.0,,100.0,0.0,50.0,67.0,100.0,14.0,4.0,7.0,5.0,3.0,10.0,,3.0,,3.0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,2.0,4.0,,1.0,,3.0,0.0,1.0,2.0,1.0,73.0,55.0,29.0,100.0,,,,15.0,11.0,7.0,2.0,,,,11.0,6.0,2.0,2.0,,,,,,,,,
97967676,Eromine,draenor,31.0,2870.0,44.0,50.0,40.0,67.0,75.0,100.0,,67.0,100.0,,100.0,67.0,40.0,0.0,9.0,4.0,5.0,3.0,4.0,2.0,,3.0,1.0,,2.0,3.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,,2.0,1.0,,2.0,2.0,2.0,0.0,0.0,0.0,,,100.0,100.0,,1.0,1.0,,,1.0,1.0,,0.0,0.0,,,1.0,1.0,,,,,,,
68332358,Insidiøus,kazzak,29.0,17412.0,53.0,68.0,51.0,71.0,43.0,69.0,,50.0,75.0,,100.0,50.0,,,34.0,91.0,35.0,83.0,7.0,64.0,,4.0,4.0,,1.0,2.0,,,18.0,62.0,18.0,59.0,3.0,44.0,,2.0,3.0,,1.0,1.0,,,66.0,71.0,67.0,,,,,73.0,85.0,58.0,,,,,48.0,60.0,39.0,,,,,,,,,,
169471389,Lílium,tarren-mill,13.0,20502.0,55.0,38.0,60.0,50.0,90.0,65.0,,67.0,44.0,,0.0,67.0,100.0,67.0,99.0,56.0,45.0,20.0,10.0,17.0,,6.0,9.0,,1.0,3.0,2.0,3.0,54.0,21.0,27.0,10.0,9.0,11.0,,4.0,4.0,,0.0,2.0,2.0,2.0,51.0,58.0,50.0,100.0,,,,98.0,59.0,58.0,1.0,,,,50.0,34.0,29.0,1.0,,,,,,,,,
85088610,Xkapa,eredar,36.0,612.0,,100.0,0.0,,,50.0,,100.0,0.0,,,,,,,1.0,2.0,,,2.0,,2.0,1.0,,,,,,,1.0,0.0,,,1.0,,2.0,0.0,,,,,,100.0,0.0,,67.0,,,,3.0,1.0,,3.0,,,,3.0,0.0,,2.0,,,,,,,,,
140005636,Adamantix,pozzo-delleternità,34.0,7773.0,52.0,50.0,65.0,33.0,36.0,36.0,0.0,31.0,24.0,,50.0,75.0,100.0,0.0,23.0,14.0,23.0,18.0,11.0,28.0,1.0,16.0,21.0,,2.0,4.0,1.0,1.0,12.0,7.0,15.0,6.0,4.0,10.0,0.0,5.0,5.0,,1.0,3.0,1.0,0.0,35.0,39.0,36.0,0.0,,,,20.0,18.0,11.0,2.0,,,,7.0,7.0,4.0,0.0,,,,,,,,,
209826807,Шлипило,soulflayer,18.0,1425.0,0.0,,100.0,67.0,50.0,62.0,67.0,40.0,,50.0,40.0,50.0,100.0,67.0,1.0,,1.0,6.0,2.0,8.0,3.0,5.0,,6.0,5.0,2.0,1.0,3.0,0.0,,1.0,4.0,1.0,5.0,2.0,2.0,,3.0,2.0,1.0,1.0,2.0,,,,50.0,0.0,,,,,,2.0,1.0,,,,,,1.0,0.0,,,,,,,,
148488921,Bubblebude,blackmoore,59.0,1824.0,64.0,,100.0,,,,,100.0,,100.0,0.0,,50.0,,11.0,,3.0,,,,,1.0,,1.0,1.0,,6.0,,7.0,,3.0,,,,,1.0,,1.0,0.0,,3.0,,,,,60.0,,,,,,,5.0,,,,,,,3.0,,,,,,,,,
175760203,Vayki,hyjal,5.0,8510.0,45.0,50.0,64.0,,,100.0,,,,,,,,,20.0,18.0,11.0,,,1.0,,,,,,,,,9.0,9.0,7.0,,,1.0,,,,,,,,,57.0,43.0,50.0,,,,,23.0,21.0,16.0,,,,,13.0,9.0,8.0,,,,,,,,,,
119282697,Akkz,burning-legion,4.0,683.0,,100.0,0.0,0.0,,100.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,0.0,0.0,,1.0,,,,,,,,,0.0,,100.0,,,,,3.0,,2.0,,,,,0.0,,2.0,,,,,,,,,,
158260545,Odinspower,madmortem,13.0,2206.0,100.0,33.0,0.0,12.0,100.0,0.0,,67.0,,50.0,80.0,100.0,100.0,43.0,2.0,3.0,1.0,8.0,2.0,1.0,,3.0,,4.0,5.0,1.0,2.0,7.0,2.0,1.0,0.0,1.0,2.0,0.0,,2.0,,2.0,4.0,1.0,2.0,3.0,,,,67.0,,,,,,,3.0,,,,,,,2.0,,,,,,,,,
133763979,Vilarina,blackrock,77.0,8545.0,65.0,50.0,75.0,47.0,50.0,38.0,200.0,65.0,29.0,50.0,75.0,64.0,,40.0,20.0,14.0,12.0,34.0,18.0,32.0,3.0,23.0,7.0,4.0,4.0,11.0,,5.0,13.0,7.0,9.0,16.0,9.0,12.0,6.0,15.0,2.0,2.0,3.0,7.0,,2.0,52.0,48.0,73.0,50.0,,,,42.0,25.0,11.0,2.0,,,,22.0,12.0,8.0,1.0,,,,,,,,,
67972002,Ithillien,ravencrest,43.0,5524.0,38.0,83.0,57.0,40.0,56.0,71.0,,82.0,75.0,50.0,67.0,100.0,20.0,,13.0,6.0,14.0,5.0,9.0,7.0,,11.0,4.0,8.0,3.0,1.0,5.0,,5.0,5.0,8.0,2.0,5.0,5.0,,9.0,3.0,4.0,2.0,1.0,1.0,,67.0,57.0,,0.0,,,100.0,6.0,7.0,,1.0,,,1.0,4.0,4.0,,0.0,,,1.0,,,,,,
71868250,Thorodir,antonidas,13.0,5312.0,50.0,43.0,50.0,27.0,36.0,14.0,33.0,43.0,33.0,0.0,67.0,0.0,60.0,0.0,8.0,7.0,6.0,11.0,11.0,14.0,3.0,14.0,3.0,1.0,3.0,4.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,6.0,1.0,0.0,2.0,0.0,3.0,0.0,11.0,25.0,33.0,,,,13.0,9.0,8.0,3.0,,,,15.0,1.0,2.0,1.0,,,,2.0,,,,,,
49364786,Меленис,gordunni,47.0,9195.0,75.0,56.0,75.0,25.0,47.0,30.0,,54.0,81.0,50.0,,0.0,67.0,100.0,12.0,9.0,16.0,16.0,30.0,23.0,,24.0,27.0,8.0,,1.0,3.0,1.0,9.0,5.0,12.0,4.0,14.0,7.0,,13.0,22.0,4.0,,0.0,2.0,1.0,38.0,35.0,0.0,,33.0,100.0,,24.0,26.0,2.0,,3.0,4.0,,9.0,9.0,0.0,,1.0,4.0,,,,,,,
212008114,Изуни,thermaplugg,17.0,1693.0,0.0,0.0,100.0,0.0,67.0,0.0,,50.0,,0.0,50.0,80.0,50.0,,2.0,1.0,1.0,2.0,3.0,1.0,,8.0,,1.0,2.0,5.0,2.0,,0.0,0.0,1.0,0.0,2.0,0.0,,4.0,,0.0,1.0,4.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,
44900121,Hyath,blackrock,10.0,15244.0,46.0,65.0,44.0,37.0,35.0,45.0,1200.0,32.0,100.0,0.0,50.0,0.0,100.0,0.0,69.0,40.0,64.0,19.0,17.0,22.0,1.0,31.0,1.0,2.0,2.0,2.0,5.0,1.0,32.0,26.0,28.0,7.0,6.0,10.0,12.0,10.0,1.0,0.0,1.0,0.0,5.0,0.0,46.0,41.0,40.0,50.0,,,,52.0,37.0,30.0,2.0,,,,24.0,15.0,12.0,1.0,,,,,,,,,
130791517,Haerus,thrall,13.0,11560.0,52.0,42.0,63.0,33.0,83.0,33.0,,100.0,100.0,100.0,,,100.0,,64.0,12.0,19.0,3.0,6.0,3.0,,2.0,1.0,1.0,,,1.0,,33.0,5.0,12.0,1.0,5.0,1.0,,2.0,1.0,1.0,,,1.0,,30.0,45.0,67.0,,,,,10.0,11.0,9.0,,,,,3.0,5.0,6.0,,,,,,,,,,
161612773,Remius,burning-legion,7.0,9466.0,28.0,67.0,36.0,100.0,,0.0,,,0.0,,,,,,18.0,15.0,55.0,1.0,,1.0,,,1.0,,,,,,5.0,10.0,20.0,1.0,,0.0,,,0.0,,,,,,56.0,36.0,25.0,,,,,9.0,14.0,12.0,,,,,5.0,5.0,3.0,,,,,,,,,,
56128821,Acongojante,zuljin,53.0,38998.0,52.0,47.0,51.0,59.0,50.0,63.0,,52.0,70.0,86.0,50.0,100.0,,67.0,87.0,157.0,67.0,63.0,30.0,51.0,,21.0,20.0,21.0,2.0,1.0,,3.0,45.0,74.0,34.0,37.0,15.0,32.0,,11.0,14.0,18.0,1.0,1.0,,2.0,54.0,52.0,48.0,,100.0,,,120.0,129.0,94.0,,2.0,,,65.0,67.0,45.0,,2.0,,,,,,,,
176602415,Sérindëy,dalaran,4.0,1751.0,100.0,0.0,,0.0,0.0,,,0.0,,,100.0,,,,1.0,1.0,,1.0,2.0,,,3.0,,,1.0,,,,1.0,0.0,,0.0,0.0,,,0.0,,,1.0,,,,33.0,,,,,,100.0,3.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,
187262694,Сердцесвету,gordunni,17.0,784.0,,100.0,,100.0,0.0,50.0,,0.0,100.0,50.0,,,,,,1.0,,1.0,2.0,2.0,,1.0,1.0,2.0,,,,,,1.0,,1.0,0.0,1.0,,0.0,1.0,1.0,,,,,33.0,0.0,,,,,,3.0,1.0,,,,,,1.0,0.0,,,,,,,,,,,
172312734,Стрелкенс,howling-fjord,22.0,1587.0,50.0,20.0,0.0,100.0,100.0,,,100.0,,50.0,33.0,100.0,50.0,50.0,2.0,5.0,3.0,1.0,1.0,,,1.0,,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,1.0,1.0,3.0,1.0,1.0,,,,50.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,
165566705,Johawk,kargath,44.0,1455.0,75.0,50.0,17.0,75.0,33.0,0.0,0.0,67.0,,0.0,50.0,100.0,50.0,33.0,4.0,4.0,6.0,4.0,3.0,1.0,2.0,3.0,,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,,0.0,1.0,1.0,1.0,1.0,,,,100.0,,,,,,,3.0,,,,,,,3.0,,,,,,,,,
176668323,Ertr,twisting-nether,4.0,1397.0,100.0,75.0,,,50.0,100.0,,0.0,,100.0,67.0,100.0,67.0,0.0,3.0,4.0,,,2.0,1.0,,1.0,,1.0,3.0,2.0,3.0,2.0,3.0,3.0,,,1.0,1.0,,0.0,,1.0,2.0,2.0,2.0,0.0,,,,33.0,,,,,,,3.0,,,,,,,1.0,,,,,,,,,
185027418,Fastenzo,kazzak,17.0,1584.0,,,0.0,60.0,50.0,0.0,25.0,50.0,,,57.0,100.0,,33.0,,,1.0,5.0,2.0,1.0,4.0,2.0,,,7.0,2.0,,3.0,,,0.0,3.0,1.0,0.0,1.0,1.0,,,4.0,2.0,,1.0,,,,,,,100.0,,,,,,,4.0,,,,,,,4.0,,,,,,
137271499,Serox,tarren-mill,11.0,29566.0,49.0,52.0,43.0,75.0,33.0,56.0,,50.0,25.0,50.0,33.0,,,100.0,37.0,21.0,28.0,4.0,6.0,9.0,,10.0,4.0,2.0,3.0,,,1.0,18.0,11.0,12.0,3.0,2.0,5.0,,5.0,1.0,1.0,1.0,,,1.0,55.0,51.0,44.0,100.0,,,,44.0,35.0,34.0,1.0,,,,24.0,18.0,15.0,1.0,,,,,,,,,
120554741,Hearthledger,magtheridon,5.0,75.0,,0.0,,,0.0,0.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,
131381024,Ninphadora,exodar,71.0,11224.0,36.0,12.0,40.0,44.0,47.0,62.0,,30.0,36.0,0.0,,,,0.0,22.0,8.0,10.0,18.0,34.0,21.0,,23.0,22.0,2.0,,,,2.0,8.0,1.0,4.0,8.0,16.0,13.0,,7.0,8.0,0.0,,,,0.0,48.0,58.0,50.0,,100.0,100.0,80.0,25.0,19.0,6.0,,2.0,2.0,5.0,12.0,11.0,3.0,,2.0,2.0,4.0,,,,,,
100414051,Ötztwo,ysondre,16.0,17821.0,55.0,42.0,66.0,67.0,,82.0,,0.0,,,,,0.0,,22.0,38.0,29.0,15.0,,22.0,,1.0,,,,,2.0,,12.0,16.0,19.0,10.0,,18.0,,0.0,,,,,0.0,,53.0,51.0,47.0,,,,,70.0,49.0,34.0,,,,,37.0,25.0,16.0,,,,,,,,,,
150562402,Knowmexx,blackmoore,32.0,887.0,50.0,,100.0,100.0,,100.0,100.0,100.0,,67.0,100.0,50.0,100.0,67.0,2.0,,3.0,1.0,,2.0,2.0,1.0,,3.0,2.0,2.0,1.0,3.0,1.0,,3.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109090209,Sïgmûnd,stormscale,22.0,1132.0,100.0,75.0,100.0,80.0,50.0,100.0,,75.0,50.0,100.0,100.0,50.0,,0.0,1.0,4.0,4.0,5.0,2.0,2.0,,4.0,2.0,2.0,2.0,2.0,,2.0,1.0,3.0,4.0,4.0,1.0,2.0,,3.0,1.0,2.0,2.0,1.0,,0.0,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
162416420,Fordriñg,kazzak,23.0,4185.0,0.0,100.0,57.0,33.0,33.0,100.0,,100.0,33.0,50.0,75.0,33.0,83.0,100.0,3.0,1.0,7.0,3.0,3.0,2.0,,2.0,3.0,2.0,4.0,3.0,6.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,,2.0,1.0,1.0,3.0,1.0,5.0,2.0,,,,,75.0,,100.0,,,,,8.0,,1.0,,,,,6.0,,1.0,,,,,,
175137079,Rokstarr,ragnaros,61.0,17654.0,49.0,62.0,45.0,58.0,64.0,64.0,,63.0,62.0,40.0,0.0,100.0,40.0,0.0,108.0,52.0,33.0,65.0,50.0,45.0,,49.0,21.0,10.0,1.0,1.0,5.0,1.0,53.0,32.0,15.0,38.0,32.0,29.0,,31.0,13.0,4.0,0.0,1.0,2.0,0.0,59.0,61.0,67.0,100.0,,,,70.0,57.0,36.0,3.0,,,,41.0,35.0,24.0,3.0,,,,,,,,,
156482715,Spamcho,kazzak,30.0,1445.0,,,0.0,,50.0,50.0,,100.0,100.0,100.0,50.0,,,100.0,,,2.0,,2.0,2.0,,1.0,3.0,1.0,2.0,,,1.0,,,0.0,,1.0,1.0,,1.0,3.0,1.0,1.0,,,1.0,100.0,0.0,,,,,,1.0,1.0,,,,,,1.0,0.0,,,,,,,,,,,
114300398,Merith,blackrock,15.0,4550.0,43.0,44.0,33.0,55.0,40.0,83.0,,40.0,17.0,0.0,67.0,,50.0,100.0,7.0,9.0,9.0,11.0,5.0,6.0,,5.0,6.0,1.0,3.0,,2.0,1.0,3.0,4.0,3.0,6.0,2.0,5.0,,2.0,1.0,0.0,2.0,,1.0,1.0,44.0,86.0,45.0,100.0,,,50.0,9.0,7.0,11.0,2.0,,,8.0,4.0,6.0,5.0,2.0,,,4.0,,,,,,
154400148,Opajanni,ravencrest,9.0,1167.0,,100.0,0.0,67.0,100.0,0.0,,100.0,,100.0,100.0,100.0,100.0,100.0,,1.0,1.0,3.0,2.0,1.0,,1.0,,1.0,2.0,2.0,2.0,1.0,,1.0,0.0,2.0,2.0,0.0,,1.0,,1.0,2.0,2.0,2.0,1.0,,,,0.0,,,,,,,2.0,,,,,,,0.0,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,0.0,75.0,75.0,0.0,67.0,100.0,0.0,,33.0,33.0,100.0,100.0,0.0,,1.0,4.0,4.0,1.0,3.0,1.0,1.0,,3.0,3.0,1.0,1.0,1.0,,0.0,3.0,3.0,0.0,2.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,
145840142,Reshela,tarren-mill,2.0,45116.0,38.0,51.0,37.0,58.0,45.0,59.0,,51.0,42.0,,,,,,153.0,132.0,127.0,115.0,44.0,102.0,,39.0,19.0,,,,,,58.0,67.0,47.0,67.0,20.0,60.0,,20.0,8.0,,,,,,47.0,60.0,49.0,,,,,169.0,136.0,97.0,,,,,80.0,81.0,48.0,,,,,,,,,,
161527401,Frantiq,draenor,16.0,680.0,50.0,,0.0,,100.0,100.0,,,,100.0,0.0,,0.0,0.0,2.0,,2.0,,1.0,1.0,,,,2.0,1.0,,4.0,1.0,1.0,,0.0,,1.0,1.0,,,,2.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176740475,Påknapperne,azjolnerub,15.0,1471.0,57.0,0.0,50.0,100.0,40.0,25.0,67.0,25.0,,67.0,100.0,14.0,0.0,50.0,7.0,1.0,2.0,6.0,5.0,4.0,3.0,4.0,,3.0,1.0,7.0,2.0,4.0,4.0,0.0,1.0,6.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,0.0,2.0,0.0,100.0,,100.0,50.0,,,2.0,1.0,,2.0,2.0,,,0.0,1.0,,2.0,1.0,,,,,,,,
162311310,Айсидиси,howling-fjord,22.0,1316.0,,33.0,50.0,50.0,100.0,100.0,,50.0,,25.0,100.0,33.0,0.0,33.0,,3.0,2.0,2.0,1.0,1.0,,2.0,,4.0,1.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
175023052,Pliszken,silvermoon,31.0,1742.0,,,0.0,33.0,33.0,75.0,0.0,60.0,,50.0,20.0,100.0,100.0,100.0,,,1.0,3.0,3.0,4.0,2.0,5.0,,4.0,5.0,1.0,1.0,2.0,,,0.0,1.0,1.0,3.0,0.0,3.0,,2.0,1.0,1.0,1.0,2.0,,,,0.0,,,25.0,,,,2.0,,,4.0,,,,0.0,,,1.0,,,,,,
114306147,Thørrïn,hyjal,10.0,7073.0,23.0,57.0,33.0,43.0,100.0,46.0,,,,,,,,,13.0,21.0,15.0,21.0,1.0,24.0,,,,,,,,,3.0,12.0,5.0,9.0,1.0,11.0,,,,,,,,,29.0,38.0,50.0,,,,,56.0,24.0,16.0,,,,,16.0,9.0,8.0,,,,,,,,,,
154410259,Kusogao,draenor,7.0,1244.0,33.0,100.0,33.0,0.0,100.0,100.0,,0.0,0.0,100.0,67.0,100.0,100.0,,6.0,1.0,6.0,2.0,2.0,2.0,,1.0,3.0,1.0,3.0,1.0,1.0,,2.0,1.0,2.0,0.0,2.0,2.0,,0.0,0.0,1.0,2.0,1.0,1.0,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,
177564688,Spirittrox,dalaran,30.0,9332.0,80.0,60.0,50.0,46.0,21.0,16.0,,25.0,62.0,33.0,11.0,50.0,17.0,50.0,5.0,10.0,6.0,26.0,19.0,19.0,,32.0,8.0,12.0,9.0,8.0,6.0,8.0,4.0,6.0,3.0,12.0,4.0,3.0,,8.0,5.0,4.0,1.0,4.0,1.0,4.0,20.0,40.0,0.0,33.0,,,,10.0,5.0,6.0,3.0,,,,2.0,2.0,0.0,1.0,,,,,,,,,
175018118,Dranapal,dalaran,13.0,458.0,,,100.0,,,,,,,,,0.0,50.0,,,,1.0,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,0.0,1.0,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
175162400,Seakex,ragnaros,6.0,1888.0,40.0,67.0,0.0,100.0,33.0,50.0,,0.0,,0.0,100.0,100.0,33.0,100.0,5.0,3.0,1.0,2.0,3.0,2.0,,5.0,,1.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,,0.0,,0.0,1.0,2.0,1.0,3.0,,,,67.0,,,,,,,3.0,,,,,,,2.0,,,,0.0,1.0,0.0,,,
156708165,Cadoras,antonidas,8.0,66056.0,62.0,41.0,58.0,45.0,66.0,52.0,,52.0,61.0,100.0,,,100.0,,117.0,32.0,69.0,47.0,56.0,46.0,,66.0,18.0,1.0,,,1.0,,73.0,13.0,40.0,21.0,37.0,24.0,,34.0,11.0,1.0,,,1.0,,65.0,55.0,52.0,,,,,85.0,80.0,42.0,,,,,55.0,44.0,22.0,,,,,,,,,,
139520452,Sodith,nathrezim,8.0,713.0,0.0,25.0,0.0,0.0,0.0,,,,,100.0,,0.0,0.0,100.0,3.0,4.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,1.0,,0.0,0.0,1.0,,,,67.0,,,,,,,3.0,,,,,,,2.0,,,,,,,,,
139549748,Scáryboo,blackmoore,20.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,
113883158,Ýeezus,ysera,30.0,5921.0,38.0,30.0,56.0,31.0,18.0,44.0,,43.0,33.0,60.0,83.0,33.0,0.0,25.0,13.0,10.0,9.0,13.0,17.0,16.0,,23.0,3.0,5.0,6.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,7.0,,10.0,1.0,3.0,5.0,1.0,0.0,1.0,27.0,29.0,0.0,57.0,,100.0,,15.0,7.0,1.0,7.0,,1.0,,4.0,2.0,0.0,4.0,,1.0,,,,,,,
247470179,Кэйлес,soulflayer,5.0,2297.0,100.0,71.0,0.0,57.0,100.0,75.0,,67.0,17.0,,,,,,1.0,7.0,1.0,7.0,8.0,4.0,,6.0,6.0,,,,,,1.0,5.0,0.0,4.0,8.0,3.0,,4.0,1.0,,,,,,71.0,86.0,50.0,,,,,7.0,7.0,8.0,,,,,5.0,6.0,4.0,,,,,,,,,,
162539847,Korasis,azshara,4.0,59.0,,,,,0.0,,,100.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163181642,Delayer,azshara,6.0,2934.0,80.0,0.0,75.0,60.0,100.0,75.0,,50.0,,50.0,50.0,50.0,67.0,0.0,5.0,2.0,8.0,5.0,1.0,8.0,,8.0,,4.0,4.0,8.0,3.0,2.0,4.0,0.0,6.0,3.0,1.0,6.0,,4.0,,2.0,2.0,4.0,2.0,0.0,,,,0.0,,,100.0,,,,1.0,,,1.0,,,,0.0,,,1.0,,,,,,
195747491,Krond,kazzak,19.0,2601.0,80.0,0.0,0.0,100.0,60.0,40.0,50.0,33.0,,60.0,70.0,57.0,100.0,75.0,5.0,2.0,3.0,2.0,5.0,5.0,2.0,6.0,,5.0,10.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,,3.0,7.0,4.0,4.0,3.0,,,,75.0,,,,,,,4.0,,,,,,,3.0,,,,,,,,,
150352787,Fidle,eredar,10.0,3096.0,50.0,67.0,25.0,100.0,83.0,50.0,,73.0,,50.0,57.0,100.0,67.0,50.0,6.0,3.0,8.0,1.0,6.0,6.0,,11.0,,4.0,7.0,2.0,6.0,4.0,3.0,2.0,2.0,1.0,5.0,3.0,,8.0,,2.0,4.0,2.0,4.0,2.0,,,,60.0,,,,,,,5.0,,,,,,,3.0,,,,,,,,,
144123061,Timmitlicht,thrall,64.0,1828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,24.0,,,,,,,19.0,,,,,,
133594367,Viskki,draenor,16.0,2248.0,80.0,0.0,0.0,0.0,75.0,100.0,,50.0,,100.0,100.0,67.0,100.0,,5.0,1.0,2.0,1.0,4.0,1.0,,2.0,,1.0,1.0,3.0,4.0,,4.0,0.0,0.0,0.0,3.0,1.0,,1.0,,1.0,1.0,2.0,4.0,,,,,50.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,
109856731,Avizura,blackrock,48.0,852.0,,50.0,100.0,50.0,83.0,50.0,,0.0,,0.0,67.0,50.0,0.0,75.0,,2.0,1.0,2.0,6.0,2.0,,2.0,,1.0,3.0,2.0,2.0,4.0,,1.0,1.0,1.0,5.0,1.0,,0.0,,0.0,2.0,1.0,0.0,3.0,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,
154056743,Sacredpala,stormscale,1.0,197.0,,100.0,,,100.0,0.0,,100.0,,0.0,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
