character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Battle for Wintergrasp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Battle for Wintergrasp won,Rated Eye of the Storm win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Rated Eye of the Storm won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
157171057,Vicker,stormscale,13.0,123.0,0.0,,0.0,100.0,,,,,100.0,100.0,1.0,,2.0,1.0,,,,,1.0,1.0,0.0,,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,
162758759,Понидоктор,howling-fjord,27.0,496.0,,33.0,,100.0,0.0,0.0,50.0,100.0,,50.0,,3.0,,1.0,3.0,1.0,2.0,1.0,,2.0,,1.0,,1.0,0.0,0.0,1.0,1.0,,1.0,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
108029148,Spirine,ysondre,16.0,2617.0,50.0,100.0,50.0,50.0,69.0,,71.0,100.0,100.0,100.0,4.0,3.0,6.0,4.0,13.0,,14.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,9.0,,10.0,1.0,1.0,2.0,0.0,100.0,50.0,50.0,,60.0,,0.0,2.0,3.0,2.0,4.0,,5.0,,1.0,0.0,3.0,1.0,2.0,,3.0,,0.0,0.0,,,1.0,,,0.0,,,,,
190883503,Светляк,gordunni,120.0,48937.0,60.0,47.0,51.0,51.0,54.0,0.0,84.0,67.0,40.0,60.0,58.0,145.0,68.0,164.0,89.0,1.0,19.0,15.0,10.0,5.0,35.0,68.0,35.0,84.0,48.0,0.0,16.0,10.0,4.0,3.0,63.0,59.0,46.0,50.0,56.0,56.0,,,67.0,215.0,180.0,100.0,97.0,50.0,,,42.0,126.0,83.0,50.0,54.0,28.0,,,,100.0,,,18.0,,,18.0,,,,
165126289,Døvo,dun-modr,187.0,37899.0,55.0,44.0,47.0,41.0,56.0,0.0,3150.0,20.0,100.0,62.0,20.0,115.0,111.0,105.0,142.0,2.0,4.0,5.0,5.0,8.0,11.0,51.0,52.0,43.0,79.0,0.0,126.0,1.0,5.0,5.0,40.0,58.0,46.0,57.0,25.0,44.0,,25.0,15.0,198.0,72.0,44.0,4.0,66.0,,4.0,6.0,115.0,33.0,25.0,1.0,29.0,,1.0,,100.0,0.0,,3.0,4.0,,3.0,0.0,,,
196113285,Visermand,outland,12.0,1815.0,75.0,100.0,50.0,,33.0,50.0,0.0,67.0,25.0,67.0,4.0,2.0,2.0,,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,,1.0,1.0,0.0,2.0,1.0,2.0,0.0,,,0.0,,,,75.0,1.0,,,1.0,,,,4.0,0.0,,,0.0,,,,3.0,,,,,,,,,,,,
119135899,Pòrky,blackhand,19.0,6643.0,67.0,71.0,33.0,33.0,80.0,,50.0,100.0,100.0,100.0,3.0,7.0,3.0,9.0,10.0,,2.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,8.0,,1.0,1.0,1.0,1.0,22.0,71.0,44.0,56.0,83.0,0.0,,,9.0,49.0,16.0,18.0,12.0,1.0,,,2.0,35.0,7.0,10.0,10.0,0.0,,,,100.0,,,7.0,,,7.0,,,,
229983067,Снижд,gordunni,12.0,129.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161267279,Hitlander,exodar,11.0,2638.0,100.0,64.0,40.0,100.0,75.0,,86.0,57.0,75.0,60.0,1.0,11.0,5.0,3.0,4.0,,7.0,7.0,4.0,5.0,1.0,7.0,2.0,3.0,3.0,,6.0,4.0,3.0,3.0,0.0,,,80.0,,,100.0,100.0,1.0,,,5.0,,,5.0,1.0,0.0,,,4.0,,,5.0,1.0,,,,,,,,,,,,
159242004,Sîndja,antonidas,6.0,856.0,,100.0,33.0,50.0,,,75.0,,,,,1.0,3.0,2.0,,,4.0,,,,,1.0,1.0,1.0,,,3.0,,,,0.0,0.0,33.0,100.0,,50.0,,,1.0,1.0,3.0,2.0,,2.0,,,0.0,0.0,1.0,2.0,,1.0,,,,,,,,,,,,,,
162077971,Lognus,pozzo-delleternità,8.0,669.0,,67.0,100.0,,,,,,,,,3.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,0.0,100.0,33.0,100.0,,,,,1.0,1.0,3.0,1.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
193054276,Shyliin,silvermoon,4.0,1029.0,,0.0,100.0,0.0,100.0,0.0,,,100.0,33.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,3.0,,0.0,1.0,0.0,1.0,0.0,,,1.0,1.0,,,,,,,,33.0,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,
172321051,Hullabaloo,eldrethalas,30.0,16862.0,33.0,75.0,100.0,25.0,,,,,,,3.0,4.0,1.0,4.0,,,,,,,1.0,3.0,1.0,1.0,,,,,,,29.0,80.0,58.0,33.0,40.0,,,,7.0,10.0,12.0,3.0,10.0,,,,2.0,8.0,7.0,1.0,4.0,,,,,,,,,,,,,,,
62894345,Róman,aggramar,34.0,4961.0,50.0,67.0,50.0,100.0,33.0,57.0,67.0,100.0,75.0,25.0,14.0,3.0,2.0,2.0,6.0,7.0,3.0,2.0,4.0,4.0,7.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,58.0,60.0,56.0,20.0,0.0,0.0,,33.0,31.0,15.0,9.0,10.0,3.0,2.0,,6.0,18.0,9.0,5.0,2.0,0.0,0.0,,2.0,,100.0,,,2.0,,,2.0,,,,
153170910,Irondeath,malganis,14.0,8152.0,36.0,60.0,80.0,60.0,57.0,,,,,,11.0,5.0,5.0,5.0,7.0,,,,,,4.0,3.0,4.0,3.0,4.0,,,,,,55.0,41.0,57.0,25.0,62.0,40.0,,,31.0,44.0,35.0,4.0,13.0,5.0,,,17.0,18.0,20.0,1.0,8.0,2.0,,,,,,,,,,,,,,
170717326,Нортрет,gordunni,93.0,10046.0,0.0,100.0,40.0,50.0,73.0,,233.0,100.0,0.0,67.0,1.0,6.0,5.0,6.0,113.0,,3.0,3.0,1.0,3.0,0.0,6.0,2.0,3.0,83.0,,7.0,3.0,0.0,2.0,67.0,25.0,100.0,67.0,,67.0,67.0,75.0,6.0,8.0,1.0,3.0,,3.0,3.0,4.0,4.0,2.0,1.0,2.0,,2.0,2.0,3.0,,100.0,,,6.0,,,6.0,,0.0,1.0,0.0
108809209,Trynias,eredar,28.0,3040.0,57.0,100.0,67.0,60.0,100.0,,45.0,0.0,25.0,0.0,7.0,1.0,3.0,5.0,5.0,,11.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,5.0,,5.0,0.0,1.0,0.0,100.0,100.0,50.0,33.0,,86.0,,33.0,2.0,4.0,2.0,3.0,,7.0,,3.0,2.0,4.0,1.0,1.0,,6.0,,1.0,,100.0,,,1.0,,,1.0,,,,
93597379,Hallowed,aggra-português,43.0,395.0,,50.0,,,100.0,,0.0,,,0.0,,2.0,,,1.0,,2.0,,,1.0,,1.0,,,1.0,,0.0,,,0.0,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,100.0,,0.0,1.0,,1.0,1.0,,0.0,,,
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,50.0,86.0,100.0,17.0,,67.0,25.0,75.0,50.0,3.0,4.0,7.0,2.0,6.0,,3.0,4.0,4.0,4.0,2.0,2.0,6.0,2.0,1.0,,2.0,1.0,3.0,2.0,67.0,,,53.0,,100.0,,100.0,3.0,,,15.0,,1.0,,2.0,2.0,,,8.0,,1.0,,2.0,,,,,,,,,,,,
170326502,Spontais,tarren-mill,13.0,1922.0,100.0,60.0,50.0,67.0,100.0,,100.0,25.0,,100.0,1.0,5.0,2.0,3.0,3.0,,2.0,4.0,,2.0,1.0,3.0,1.0,2.0,3.0,,2.0,1.0,,2.0,,0.0,,100.0,,,,,,1.0,,5.0,,,,,,0.0,,5.0,,,,,,,,,,,,,,,,
111017100,Vyneira,zirkel-des-cenarius,42.0,496.0,,100.0,50.0,,40.0,,100.0,100.0,100.0,,,1.0,2.0,,5.0,,1.0,2.0,1.0,,,1.0,1.0,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42015450,Retzrik,kazzak,54.0,37177.0,31.0,47.0,68.0,54.0,49.0,75.0,76.0,79.0,44.0,50.0,32.0,57.0,47.0,54.0,41.0,4.0,29.0,149.0,48.0,22.0,10.0,27.0,32.0,29.0,20.0,3.0,22.0,118.0,21.0,11.0,41.0,54.0,56.0,49.0,54.0,57.0,75.0,67.0,112.0,72.0,55.0,94.0,46.0,21.0,4.0,6.0,46.0,39.0,31.0,46.0,25.0,12.0,3.0,4.0,833.0,100.0,75.0,3.0,33.0,8.0,25.0,33.0,6.0,,,
124422982,Lookatmefan,blackrock,14.0,1378.0,0.0,100.0,,40.0,,,100.0,100.0,100.0,,1.0,2.0,,5.0,,,3.0,2.0,3.0,,0.0,2.0,,2.0,,,3.0,2.0,3.0,,100.0,0.0,0.0,33.0,100.0,,,100.0,2.0,2.0,1.0,3.0,1.0,,,2.0,2.0,0.0,0.0,1.0,1.0,,,2.0,,,,,,,,,,,,
175169023,Артипал,azuregos,21.0,1122.0,,62.0,100.0,100.0,50.0,,,,,,,8.0,3.0,2.0,2.0,,,,,,,5.0,3.0,2.0,1.0,,,,,,,50.0,,,0.0,,,,,2.0,,,1.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,
179845298,Sejn,silvermoon,9.0,2218.0,0.0,100.0,50.0,100.0,50.0,100.0,75.0,50.0,60.0,,1.0,2.0,4.0,6.0,4.0,1.0,4.0,6.0,5.0,,0.0,2.0,2.0,6.0,2.0,1.0,3.0,3.0,3.0,,,,,33.0,,,,100.0,,,,3.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
192017612,Pomfritzel,silvermoon,15.0,885.0,50.0,,100.0,,,,100.0,100.0,0.0,67.0,2.0,,1.0,,,,1.0,2.0,1.0,3.0,1.0,,1.0,,,,1.0,2.0,0.0,2.0,67.0,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
139653617,Bolívar,magtheridon,25.0,10775.0,60.0,74.0,55.0,74.0,45.0,75.0,76.0,50.0,65.0,74.0,5.0,27.0,20.0,19.0,22.0,4.0,17.0,20.0,17.0,19.0,3.0,20.0,11.0,14.0,10.0,3.0,13.0,10.0,11.0,14.0,29.0,56.0,100.0,67.0,0.0,56.0,50.0,50.0,7.0,9.0,1.0,18.0,1.0,9.0,2.0,4.0,2.0,5.0,1.0,12.0,0.0,5.0,1.0,2.0,,100.0,50.0,,2.0,2.0,,2.0,1.0,100.0,1.0,1.0
67595897,Artstone,ravencrest,68.0,18914.0,63.0,47.0,54.0,50.0,67.0,0.0,100.0,100.0,100.0,,35.0,17.0,13.0,12.0,18.0,3.0,1.0,1.0,1.0,,22.0,8.0,7.0,6.0,12.0,0.0,1.0,1.0,1.0,,58.0,64.0,60.0,52.0,48.0,27.0,,50.0,77.0,83.0,57.0,63.0,56.0,11.0,,2.0,45.0,53.0,34.0,33.0,27.0,3.0,,1.0,4000.0,,,1.0,,,40.0,,,,,
156071444,Darkmace,ravencrest,41.0,9664.0,50.0,71.0,50.0,25.0,75.0,33.0,133.0,25.0,25.0,80.0,8.0,7.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,52.0,39.0,64.0,59.0,53.0,,0.0,0.0,33.0,23.0,14.0,32.0,17.0,,1.0,1.0,17.0,9.0,9.0,19.0,9.0,,0.0,0.0,2000.0,,0.0,1.0,,1.0,20.0,,0.0,,,
161940989,Ramegrag,dun-modr,68.0,28829.0,40.0,72.0,69.0,46.0,74.0,53.0,62.0,70.0,72.0,67.0,30.0,60.0,59.0,54.0,93.0,17.0,48.0,47.0,54.0,57.0,12.0,43.0,41.0,25.0,69.0,9.0,30.0,33.0,39.0,38.0,41.0,33.0,100.0,72.0,,0.0,25.0,30.0,37.0,6.0,1.0,47.0,,1.0,4.0,33.0,15.0,2.0,1.0,34.0,,0.0,1.0,10.0,75.0,,29.0,12.0,,7.0,9.0,,2.0,,,
210021985,Goldanna,nagrand,69.0,1492.0,60.0,100.0,,,100.0,25.0,100.0,0.0,0.0,,5.0,3.0,,,1.0,4.0,1.0,1.0,2.0,,3.0,3.0,,,1.0,1.0,1.0,0.0,0.0,,54.0,,,,,100.0,,50.0,13.0,,,,,1.0,,4.0,7.0,,,,,1.0,,2.0,,,,,,,,,,,,
161552105,Steverogers,burning-legion,21.0,149.0,,100.0,,,0.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,0.0,,,,,,,50.0,,0.0,,,,,,2.0,,1.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,
189279294,Холиманьяк,gordunni,60.0,14208.0,57.0,57.0,67.0,56.0,64.0,0.0,66.0,46.0,74.0,75.0,7.0,28.0,27.0,36.0,47.0,1.0,44.0,26.0,23.0,8.0,4.0,16.0,18.0,20.0,30.0,0.0,29.0,12.0,17.0,6.0,0.0,55.0,60.0,72.0,,55.0,44.0,0.0,3.0,11.0,5.0,25.0,,20.0,9.0,2.0,0.0,6.0,3.0,18.0,,11.0,4.0,0.0,,100.0,,,2.0,,,2.0,,,,
191894335,Belzac,grim-batol,54.0,3485.0,50.0,50.0,100.0,50.0,50.0,33.0,60.0,60.0,33.0,0.0,6.0,6.0,4.0,4.0,4.0,6.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,30.0,,,67.0,,,0.0,31.0,10.0,,,3.0,,,3.0,13.0,3.0,,,2.0,,,0.0,4.0,,,,,,,,,,,,
187835499,Асогири,gordunni,74.0,1126.0,100.0,0.0,,,,0.0,,,,,3.0,1.0,,,,1.0,,,,,3.0,0.0,,,,0.0,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
73001556,Clîmâxx,eredar,20.0,28961.0,42.0,61.0,58.0,75.0,47.0,,0.0,0.0,,,43.0,54.0,19.0,53.0,15.0,,1.0,1.0,,,18.0,33.0,11.0,40.0,7.0,,0.0,0.0,,,45.0,52.0,57.0,56.0,60.0,67.0,,100.0,88.0,205.0,120.0,63.0,62.0,12.0,,1.0,40.0,107.0,69.0,35.0,37.0,8.0,,1.0,,,,,,,,,,,,
173384373,Vàllo,hyjal,8.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
