character.id,character.name,character.realm.slug,honor_level,honorable_kills,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Isle of Conquest played,Deepwind Gorge (Legacy) played,Ashran played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Isle of Conquest won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Battle for Wintergrasp win_rate,Battle for Wintergrasp played,Battle for Wintergrasp won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
192498688,Эндоул,gordunni,12.0,2723.0,100.0,0.0,50.0,25.0,,0.0,67.0,100.0,100.0,,1.0,1.0,2.0,4.0,,1.0,3.0,2.0,1.0,,1.0,0.0,1.0,1.0,,0.0,2.0,2.0,1.0,,0.0,,,,50.0,,0.0,1.0,,,,2.0,,1.0,0.0,,,,1.0,,0.0,100.0,2.0,2.0,25.0,4.0,1.0,0.0,1.0,0.0,25.0,4.0,1.0,,,,,,
82267113,Nebulares,onyxia,8.0,1991.0,100.0,,,,,100.0,,100.0,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,67.0,75.0,52.0,100.0,0.0,,,3.0,12.0,21.0,1.0,1.0,,,2.0,9.0,11.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
141864217,Айвишпал,galakrond,31.0,6959.0,60.0,84.0,65.0,58.0,80.0,60.0,71.0,48.0,29.0,0.0,10.0,19.0,20.0,19.0,5.0,30.0,24.0,25.0,14.0,2.0,6.0,16.0,13.0,11.0,4.0,18.0,17.0,12.0,4.0,0.0,75.0,50.0,50.0,,33.0,67.0,0.0,4.0,2.0,2.0,,3.0,6.0,1.0,3.0,1.0,1.0,,1.0,4.0,0.0,100.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0,1.0,1.0,,,,,,
158097496,Chosenone,rexxar,10.0,4167.0,50.0,,50.0,67.0,,33.0,0.0,50.0,0.0,75.0,8.0,,2.0,3.0,,3.0,5.0,8.0,2.0,4.0,4.0,,1.0,2.0,,1.0,0.0,4.0,0.0,3.0,50.0,,,,60.0,,67.0,12.0,,,,10.0,,3.0,6.0,,,,6.0,,2.0,,,,73.0,11.0,8.0,,,,,,,,,,,,
153314868,Wørmstar,ragnaros,115.0,8033.0,62.0,47.0,47.0,54.0,,56.0,70.0,0.0,0.0,0.0,21.0,15.0,19.0,26.0,,25.0,10.0,1.0,1.0,1.0,13.0,7.0,9.0,14.0,,14.0,7.0,0.0,0.0,0.0,60.0,38.0,29.0,62.0,50.0,50.0,,15.0,24.0,17.0,13.0,4.0,18.0,,9.0,9.0,5.0,8.0,2.0,9.0,,100.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,
141110036,Holyhatina,twisting-nether,16.0,124.0,,100.0,0.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165631527,Parpaing,outland,71.0,3204.0,55.0,67.0,57.0,50.0,,38.0,100.0,77.0,57.0,40.0,11.0,12.0,14.0,10.0,,8.0,3.0,13.0,7.0,5.0,6.0,8.0,8.0,5.0,,3.0,3.0,10.0,4.0,2.0,67.0,,,,0.0,100.0,0.0,3.0,,,,1.0,2.0,1.0,2.0,,,,0.0,2.0,0.0,,,,50.0,2.0,1.0,,,,50.0,4.0,2.0,,,,,,
132698412,Carnby,draenor,6.0,1601.0,,40.0,0.0,50.0,50.0,50.0,33.0,60.0,0.0,100.0,,5.0,3.0,2.0,4.0,4.0,6.0,5.0,5.0,5.0,,2.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,5.0,,,,,33.0,,50.0,,,,,3.0,,2.0,,,,,1.0,,1.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,
197612454,Heimir,kazzak,21.0,627.0,100.0,100.0,,0.0,,50.0,100.0,50.0,67.0,50.0,1.0,1.0,,1.0,,2.0,1.0,2.0,3.0,4.0,1.0,1.0,,0.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
65573120,Janná,blackmoore,30.0,167.0,,,25.0,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,0.0,0.0,,,0.0,,,1.0,1.0,,,1.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
133828700,Mythrios,argent-dawn,42.0,9491.0,67.0,55.0,55.0,68.0,,41.0,100.0,100.0,,,15.0,22.0,31.0,25.0,,32.0,6.0,1.0,,,10.0,12.0,17.0,17.0,,13.0,6.0,1.0,,,39.0,74.0,47.0,,25.0,50.0,80.0,18.0,23.0,17.0,,12.0,10.0,5.0,7.0,17.0,8.0,,3.0,5.0,4.0,100.0,1.0,1.0,67.0,3.0,2.0,100.0,1.0,1.0,,,,,,,,,
141487735,Varmkorv,grim-batol,7.0,3049.0,0.0,0.0,0.0,20.0,,0.0,50.0,,,0.0,1.0,3.0,3.0,5.0,,1.0,4.0,,,2.0,0.0,0.0,0.0,1.0,,0.0,2.0,,,0.0,0.0,100.0,0.0,50.0,50.0,50.0,67.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
157659003,Lenagercke,blackhand,8.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,100.0,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
174637182,Lyskrigern,twisting-nether,43.0,4669.0,50.0,67.0,33.0,75.0,0.0,55.0,71.0,75.0,69.0,80.0,4.0,12.0,3.0,8.0,1.0,11.0,7.0,8.0,13.0,15.0,2.0,8.0,1.0,6.0,0.0,6.0,5.0,6.0,9.0,12.0,60.0,,,,43.0,,50.0,10.0,,,,14.0,,6.0,6.0,,,,6.0,,3.0,,,,30.0,10.0,3.0,,,,,,,,,,,,
159369132,Quelthanos,tarren-mill,39.0,219.0,,100.0,,50.0,,0.0,,,,100.0,,1.0,,2.0,,1.0,,,,1.0,,1.0,,1.0,,0.0,,,,1.0,100.0,,,,,,0.0,1.0,,,,,,1.0,1.0,,,,,,0.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
147459469,Enoula,blackmoore,8.0,7493.0,62.0,33.0,40.0,,,100.0,100.0,60.0,100.0,,16.0,3.0,5.0,,,3.0,5.0,5.0,1.0,,10.0,1.0,2.0,,,3.0,5.0,3.0,1.0,,47.0,70.0,70.0,56.0,57.0,,0.0,15.0,20.0,23.0,16.0,14.0,,1.0,7.0,14.0,16.0,9.0,8.0,,0.0,100.0,4.0,4.0,0.0,1.0,0.0,50.0,4.0,2.0,,,,,,,,,
192823712,Rammelsurium,aegwynn,5.0,683.0,,50.0,,50.0,100.0,,100.0,,0.0,0.0,,2.0,,4.0,1.0,,2.0,,1.0,1.0,,1.0,,2.0,1.0,,2.0,,0.0,0.0,75.0,,,,33.0,,0.0,4.0,,,,3.0,,1.0,3.0,,,,1.0,,0.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
152557344,Noirac,kirin-tor,24.0,1304.0,,100.0,33.0,50.0,,50.0,50.0,0.0,,100.0,,2.0,3.0,10.0,,6.0,6.0,1.0,,1.0,,2.0,1.0,5.0,,3.0,3.0,0.0,,1.0,,50.0,33.0,,,100.0,,,2.0,3.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,40.0,5.0,2.0,,,,,,,,,
176453733,Bléachy,twisting-nether,29.0,48633.0,59.0,66.0,46.0,57.0,,62.0,,,100.0,,93.0,149.0,56.0,118.0,,42.0,,,1.0,,55.0,98.0,26.0,67.0,,26.0,,,1.0,,52.0,64.0,65.0,64.0,60.0,56.0,,80.0,150.0,181.0,88.0,47.0,9.0,,42.0,96.0,118.0,56.0,28.0,5.0,,,,,,,,,,,,,,,,,,,
128408432,Svélna,defias-brotherhood,42.0,2081.0,67.0,0.0,56.0,0.0,,50.0,33.0,50.0,100.0,0.0,3.0,1.0,9.0,2.0,,4.0,3.0,4.0,2.0,1.0,2.0,0.0,5.0,0.0,,2.0,1.0,2.0,2.0,0.0,67.0,100.0,100.0,50.0,10.0,0.0,0.0,9.0,2.0,1.0,2.0,10.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,33.0,3.0,1.0,,,,,,,,,,,,
145355935,Нурфанон,gordunni,4.0,726.0,67.0,100.0,,0.0,,40.0,0.0,100.0,,100.0,3.0,2.0,,2.0,,5.0,1.0,1.0,,1.0,2.0,2.0,,0.0,,2.0,0.0,1.0,,1.0,,,,,0.0,0.0,0.0,,,,,1.0,1.0,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
175819224,Xiiklas,skullcrusher,26.0,2195.0,100.0,17.0,33.0,60.0,0.0,75.0,17.0,100.0,50.0,33.0,2.0,6.0,6.0,5.0,6.0,4.0,6.0,1.0,2.0,6.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,40.0,,,,50.0,,71.0,5.0,,,,4.0,,7.0,2.0,,,,2.0,,5.0,,,,33.0,3.0,1.0,,,,100.0,1.0,1.0,,,,,,
64574861,Frozenhammer,area-52,11.0,6115.0,42.0,57.0,25.0,60.0,,33.0,,,,,26.0,14.0,8.0,15.0,,3.0,,,,,11.0,8.0,2.0,9.0,,1.0,,,,,62.0,39.0,44.0,38.0,91.0,0.0,,24.0,31.0,34.0,21.0,11.0,2.0,,15.0,12.0,15.0,8.0,10.0,0.0,,,,,,,,,,,,,,,,,,,
132475725,Vetrexde,blackrock,8.0,1006.0,0.0,100.0,50.0,67.0,,,67.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,,,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,,,2.0,0.0,0.0,0.0,67.0,,,,67.0,,,3.0,,,,3.0,,,2.0,,,,2.0,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
98998308,Stiener,defias-brotherhood,14.0,10236.0,75.0,50.0,75.0,0.0,,29.0,200.0,100.0,0.0,100.0,8.0,2.0,4.0,6.0,,7.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,0.0,,2.0,4.0,1.0,0.0,1.0,0.0,56.0,33.0,25.0,80.0,0.0,100.0,1.0,9.0,6.0,8.0,5.0,8.0,1.0,0.0,5.0,2.0,2.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,
163224163,Радостьмоя,gordunni,94.0,10242.0,67.0,43.0,56.0,59.0,,54.0,55.0,62.0,69.0,82.0,24.0,28.0,43.0,41.0,,48.0,20.0,16.0,16.0,11.0,16.0,12.0,24.0,24.0,,26.0,11.0,10.0,11.0,9.0,,55.0,38.0,100.0,,67.0,,,22.0,8.0,3.0,,12.0,,,12.0,3.0,3.0,,8.0,,100.0,2.0,2.0,,,,0.0,1.0,0.0,50.0,4.0,2.0,,,,,,
80361487,Telaari,frostwolf,83.0,19328.0,64.0,62.0,72.0,69.0,109.0,65.0,132.0,43.0,33.0,60.0,36.0,42.0,54.0,45.0,11.0,115.0,19.0,14.0,9.0,10.0,23.0,26.0,39.0,31.0,12.0,75.0,25.0,6.0,3.0,6.0,46.0,49.0,65.0,67.0,32.0,55.0,0.0,70.0,63.0,43.0,24.0,22.0,22.0,1.0,32.0,31.0,28.0,16.0,7.0,12.0,0.0,100.0,27.0,27.0,0.0,2.0,0.0,,,,,,,,,,,,
145919255,Zigulebugule,burning-legion,36.0,5697.0,56.0,50.0,77.0,55.0,,50.0,183.0,11.0,57.0,0.0,18.0,8.0,13.0,11.0,,16.0,6.0,9.0,7.0,3.0,10.0,4.0,10.0,6.0,,8.0,11.0,1.0,4.0,0.0,25.0,40.0,33.0,,38.0,33.0,100.0,8.0,15.0,3.0,,8.0,6.0,2.0,2.0,6.0,1.0,,3.0,2.0,2.0,,,,100.0,2.0,2.0,50.0,2.0,1.0,100.0,1.0,1.0,50.0,2.0,1.0,,,
156705856,Мечтаидиота,fordragon,52.0,13781.0,83.0,38.0,71.0,42.0,,38.0,75.0,75.0,60.0,0.0,12.0,13.0,14.0,12.0,,13.0,16.0,8.0,20.0,2.0,10.0,5.0,10.0,5.0,,5.0,12.0,6.0,12.0,0.0,60.0,,,,59.0,67.0,100.0,35.0,,,,27.0,15.0,1.0,21.0,,,,16.0,10.0,1.0,100.0,3.0,3.0,56.0,27.0,15.0,0.0,4.0,0.0,50.0,2.0,1.0,,,,,,
100816104,Kilodan,hellfire,3.0,317.0,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,100.0,,,,,,1.0,2.0,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,
158103304,Chalumo,ysondre,14.0,61702.0,32.0,40.0,50.0,75.0,,100.0,43.0,50.0,,,56.0,15.0,2.0,12.0,,2.0,7.0,2.0,,,18.0,6.0,1.0,9.0,,2.0,3.0,1.0,,,49.0,50.0,43.0,38.0,41.0,67.0,,90.0,149.0,126.0,55.0,17.0,3.0,,44.0,74.0,54.0,21.0,7.0,2.0,,,,,,,,,,,,,,,,,,,
166201482,Skylen,arthas,41.0,17655.0,57.0,52.0,55.0,60.0,,75.0,100.0,100.0,33.0,100.0,35.0,46.0,42.0,35.0,,48.0,4.0,2.0,3.0,1.0,20.0,24.0,23.0,21.0,,36.0,4.0,2.0,1.0,1.0,56.0,69.0,60.0,67.0,44.0,47.0,,18.0,42.0,35.0,36.0,9.0,17.0,,10.0,29.0,21.0,24.0,4.0,8.0,,,,,100.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,
