character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Southshore vs. Tarren Mill win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Southshore vs. Tarren Mill played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Southshore vs. Tarren Mill won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won
164207080,Taeric,anachronos,34.0,12504.0,50.0,53.0,29.0,76.0,50.0,73.0,67.0,74.0,25.0,63.0,36.0,33.0,33.0,50.0,0.0,75.0,73.0,67.0,50.0,100.0,100.0,75.0,10.0,15.0,7.0,17.0,6.0,15.0,18.0,27.0,16.0,35.0,11.0,6.0,3.0,4.0,2.0,8.0,11.0,6.0,10.0,10.0,2.0,12.0,5.0,8.0,2.0,13.0,3.0,11.0,12.0,20.0,4.0,22.0,4.0,2.0,1.0,2.0,0.0,6.0,8.0,4.0,5.0,10.0,2.0,9.0,,,
136676508,Tonínoo,dun-modr,22.0,6186.0,67.0,75.0,50.0,56.0,0.0,33.0,54.0,57.0,33.0,50.0,67.0,100.0,,,,67.0,53.0,40.0,,,,70.0,3.0,8.0,8.0,9.0,2.0,3.0,13.0,23.0,12.0,20.0,3.0,2.0,,,,12.0,15.0,15.0,,,,10.0,2.0,6.0,4.0,5.0,0.0,1.0,7.0,13.0,4.0,10.0,2.0,2.0,,,,8.0,8.0,6.0,,,,7.0,50.0,2.0,1.0
48128140,Amzil,kul-tiras,11.0,12634.0,41.0,61.0,51.0,67.0,56.0,34.0,44.0,75.0,64.0,86.0,100.0,100.0,,,,100.0,71.0,88.0,100.0,,,100.0,17.0,38.0,35.0,15.0,25.0,29.0,34.0,4.0,25.0,7.0,1.0,1.0,,,,6.0,7.0,8.0,1.0,,,4.0,7.0,23.0,18.0,10.0,14.0,10.0,15.0,3.0,16.0,6.0,1.0,1.0,,,,6.0,5.0,7.0,1.0,,,4.0,,,
107578790,Sindrome,anachronos,31.0,3876.0,,0.0,100.0,38.0,,0.0,83.0,25.0,0.0,100.0,,,,33.0,,100.0,50.0,33.0,100.0,100.0,,100.0,,2.0,2.0,8.0,,1.0,6.0,4.0,1.0,2.0,,,,3.0,,2.0,4.0,3.0,1.0,2.0,,5.0,,0.0,2.0,3.0,,0.0,5.0,1.0,0.0,2.0,,,,1.0,,2.0,2.0,1.0,1.0,2.0,,5.0,,,
124508002,Themis,les-sentinelles,13.0,1346.0,50.0,,,,,25.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,75.0,0.0,0.0,50.0,,,,2.0,,,,,4.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,4.0,1.0,1.0,4.0,,,,1.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,0.0,2.0,,,,,,
141055943,Palark,alonsus,17.0,2586.0,0.0,69.0,33.0,60.0,,,50.0,67.0,50.0,54.0,75.0,100.0,,,,100.0,,,,,,,1.0,13.0,6.0,5.0,,,16.0,12.0,14.0,13.0,4.0,1.0,,,,1.0,,,,,,,0.0,9.0,2.0,3.0,,,8.0,8.0,7.0,7.0,3.0,1.0,,,,1.0,,,,,,,50.0,2.0,1.0
113763354,Murathmir,kul-tiras,89.0,2125.0,50.0,,100.0,,,25.0,0.0,,67.0,0.0,67.0,,,,,,,100.0,33.0,100.0,0.0,,4.0,,2.0,,,4.0,1.0,,3.0,3.0,3.0,,,,,,,1.0,3.0,48.0,1.0,,2.0,,2.0,,,1.0,0.0,,2.0,0.0,2.0,,,,,,,1.0,1.0,48.0,0.0,,,,
166079251,Steks,blades-edge,22.0,20841.0,48.0,59.0,62.0,49.0,64.0,48.0,33.0,82.0,38.0,58.0,40.0,,,67.0,,100.0,70.0,57.0,60.0,,14.0,25.0,160.0,49.0,93.0,43.0,61.0,23.0,15.0,11.0,26.0,12.0,5.0,,,3.0,,3.0,10.0,7.0,5.0,,7.0,4.0,77.0,29.0,58.0,21.0,39.0,11.0,5.0,9.0,10.0,7.0,2.0,,,2.0,,3.0,7.0,4.0,3.0,,1.0,1.0,,,
176436172,Palathos,ragnaros,21.0,16174.0,48.0,60.0,76.0,62.0,55.0,56.0,33.0,0.0,71.0,12.0,0.0,30.0,100.0,,,0.0,0.0,0.0,50.0,,50.0,67.0,134.0,15.0,21.0,8.0,11.0,16.0,3.0,5.0,7.0,8.0,3.0,10.0,1.0,,,2.0,4.0,2.0,2.0,,2.0,3.0,64.0,9.0,16.0,5.0,6.0,9.0,1.0,0.0,5.0,1.0,0.0,3.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,2.0,,,
199216357,Wynell,arathor,17.0,1057.0,100.0,,,75.0,,,100.0,,100.0,,,67.0,,,,,100.0,50.0,100.0,,,100.0,2.0,,,4.0,,,3.0,,2.0,,,3.0,,,,,1.0,2.0,1.0,,,1.0,2.0,,,3.0,,,3.0,,2.0,,,2.0,,,,,1.0,1.0,1.0,,,1.0,,,
105519186,Cuculainn,alonsus,7.0,982.0,,40.0,0.0,,67.0,,50.0,0.0,,50.0,50.0,,,,,0.0,,,,,,,,5.0,1.0,,3.0,,2.0,1.0,,2.0,2.0,,,,,1.0,,,,,,,,2.0,0.0,,2.0,,1.0,0.0,,1.0,1.0,,,,,0.0,,,,,,,,,
243291332,Холиджастис,gordunni,143.0,693.0,,,,50.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,0.0,,,,,,,,,
195659143,Hailboï,archimonde,9.0,3206.0,50.0,,,50.0,,31.0,43.0,50.0,33.0,75.0,,25.0,,,,67.0,33.0,50.0,40.0,,,0.0,2.0,,,2.0,,13.0,7.0,2.0,6.0,4.0,,8.0,,,,3.0,3.0,2.0,10.0,,,1.0,1.0,,,1.0,,4.0,3.0,1.0,2.0,3.0,,2.0,,,,2.0,1.0,1.0,4.0,,,0.0,,,
155554810,Balem,alonsus,21.0,24915.0,68.0,22.0,43.0,47.0,45.0,49.0,41.0,41.0,36.0,50.0,44.0,0.0,,60.0,,60.0,50.0,50.0,75.0,,0.0,42.0,44.0,54.0,79.0,64.0,66.0,72.0,34.0,27.0,39.0,18.0,18.0,1.0,,5.0,,10.0,16.0,8.0,4.0,,5.0,12.0,30.0,12.0,34.0,30.0,30.0,35.0,14.0,11.0,14.0,9.0,8.0,0.0,,3.0,,6.0,8.0,4.0,3.0,,0.0,5.0,,,
40264151,Lesure,kul-tiras,11.0,239.0,,,,,,,,50.0,,100.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
164689439,Pungen,kul-tiras,2.0,271.0,,,,,,,100.0,,,,,,,,,50.0,,0.0,,,,,,,,,,,2.0,,,,,,,,,6.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,3.0,,0.0,,,,,,,
106684712,Randompally,anachronos,1.0,139.0,,0.0,,100.0,0.0,,,,,,0.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,
105888866,Cottoncàndy,alonsus,33.0,2458.0,,,,,,,75.0,50.0,29.0,44.0,,50.0,,,,75.0,67.0,44.0,,,,67.0,,,,,,,8.0,2.0,7.0,9.0,,8.0,,,,4.0,6.0,9.0,,,,9.0,,,,,,,6.0,1.0,2.0,4.0,,4.0,,,,3.0,4.0,4.0,,,,6.0,50.0,12.0,6.0
126696949,Oathkèeper,ragnaros,10.0,2172.0,33.0,,,100.0,,0.0,80.0,,25.0,100.0,,,,67.0,,33.0,67.0,100.0,40.0,,100.0,0.0,6.0,,,3.0,,3.0,5.0,,4.0,2.0,,,,6.0,,3.0,3.0,2.0,5.0,,1.0,2.0,2.0,,,3.0,,0.0,4.0,,1.0,2.0,,,,4.0,,1.0,2.0,2.0,2.0,,1.0,0.0,,,
122174118,Dalt,anachronos,18.0,7701.0,43.0,33.0,30.0,27.0,36.0,53.0,50.0,20.0,50.0,50.0,20.0,100.0,,,,50.0,67.0,50.0,80.0,,,50.0,14.0,6.0,10.0,15.0,11.0,15.0,6.0,10.0,6.0,6.0,5.0,1.0,,,,4.0,3.0,2.0,5.0,,,4.0,6.0,2.0,3.0,4.0,4.0,8.0,3.0,2.0,3.0,3.0,1.0,1.0,,,,2.0,2.0,1.0,4.0,,,2.0,,,
186610076,Guildjoker,silvermoon,9.0,1732.0,100.0,100.0,80.0,0.0,,,67.0,50.0,50.0,50.0,,,,,,,,,100.0,,,,1.0,2.0,5.0,1.0,,,3.0,2.0,2.0,4.0,,,,,,,,,2.0,,,,1.0,2.0,4.0,0.0,,,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,
145420670,Tramleth,argent-dawn,3.0,947.0,,50.0,0.0,,,,100.0,,100.0,100.0,50.0,,,,,,,,,,,,,2.0,1.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,1.0,0.0,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
131110087,Berthasz,alonsus,22.0,1350.0,50.0,,,60.0,,100.0,33.0,60.0,0.0,50.0,,,,33.0,,25.0,25.0,67.0,,,,100.0,2.0,,,5.0,,1.0,3.0,5.0,4.0,4.0,,,,3.0,,4.0,4.0,6.0,,,,4.0,1.0,,,3.0,,1.0,1.0,3.0,0.0,2.0,,,,1.0,,1.0,1.0,4.0,,,,4.0,,,
193784050,Nodl,silvermoon,13.0,3134.0,25.0,,,0.0,,83.0,22.0,33.0,50.0,46.0,,60.0,,,,57.0,50.0,62.0,40.0,,,50.0,4.0,,,1.0,,6.0,9.0,9.0,8.0,13.0,,5.0,,,,7.0,6.0,8.0,5.0,,,2.0,1.0,,,0.0,,5.0,2.0,3.0,4.0,6.0,,3.0,,,,4.0,3.0,5.0,2.0,,,1.0,17.0,6.0,1.0
188921030,Denveger,silvermoon,24.0,2460.0,,,,43.0,,,67.0,38.0,50.0,33.0,,0.0,,50.0,,33.0,33.0,44.0,0.0,,,38.0,,,,7.0,,,9.0,8.0,6.0,9.0,,1.0,,4.0,,6.0,3.0,9.0,1.0,,,8.0,,,,3.0,,,6.0,3.0,3.0,3.0,,0.0,,2.0,,2.0,1.0,4.0,0.0,,,3.0,,,
159949443,Asbell,argent-dawn,39.0,23836.0,81.0,51.0,47.0,48.0,48.0,62.0,44.0,55.0,45.0,40.0,45.0,100.0,,,,0.0,100.0,80.0,54.0,,,0.0,134.0,96.0,64.0,50.0,54.0,69.0,54.0,22.0,65.0,35.0,11.0,3.0,,,,1.0,3.0,5.0,13.0,,,1.0,108.0,49.0,30.0,24.0,26.0,43.0,24.0,12.0,29.0,14.0,5.0,3.0,,,,0.0,3.0,4.0,7.0,,,0.0,,,
105719768,Eldinumbra,alonsus,2.0,2096.0,67.0,80.0,17.0,0.0,0.0,33.0,0.0,50.0,,100.0,,,,,,,,,,,27.0,,6.0,5.0,6.0,3.0,1.0,3.0,1.0,4.0,,1.0,,,,,,,,,,,11.0,,4.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,,1.0,,,,,,,,,,,3.0,,,,
47118729,Thortue,suramar,40.0,7505.0,40.0,52.0,57.0,33.0,55.0,54.0,39.0,53.0,31.0,21.0,0.0,0.0,,,,60.0,0.0,0.0,70.0,,38.0,0.0,15.0,23.0,21.0,12.0,11.0,13.0,18.0,17.0,26.0,19.0,1.0,3.0,,,,5.0,3.0,4.0,10.0,,8.0,3.0,6.0,12.0,12.0,4.0,6.0,7.0,7.0,9.0,8.0,4.0,0.0,0.0,,,,3.0,0.0,0.0,7.0,,3.0,0.0,,,
168742190,Calanthae,twisting-nether,37.0,11313.0,71.0,56.0,100.0,55.0,,71.0,74.0,52.0,62.0,68.0,75.0,25.0,,,,52.0,71.0,50.0,67.0,,100.0,71.0,14.0,9.0,2.0,22.0,,14.0,19.0,23.0,21.0,25.0,4.0,4.0,,,,27.0,17.0,30.0,9.0,,1.0,17.0,10.0,5.0,2.0,12.0,,10.0,14.0,12.0,13.0,17.0,3.0,1.0,,,,14.0,12.0,15.0,6.0,,1.0,12.0,54.0,13.0,7.0
161009636,Meru,uldum,22.0,15747.0,45.0,50.0,42.0,50.0,31.0,50.0,33.0,60.0,57.0,67.0,100.0,67.0,,100.0,,50.0,33.0,100.0,25.0,,,67.0,22.0,78.0,52.0,6.0,59.0,4.0,6.0,5.0,7.0,6.0,2.0,3.0,,1.0,,2.0,3.0,1.0,4.0,,,3.0,10.0,39.0,22.0,3.0,18.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,
193074139,Távros,nemesis,14.0,3135.0,100.0,,,60.0,,20.0,33.0,67.0,60.0,33.0,,25.0,,,,20.0,38.0,33.0,75.0,,100.0,57.0,4.0,,,5.0,,5.0,6.0,9.0,5.0,9.0,,4.0,,,,5.0,8.0,3.0,4.0,,1.0,7.0,4.0,,,3.0,,1.0,2.0,6.0,3.0,3.0,,1.0,,,,1.0,3.0,1.0,3.0,,1.0,4.0,,,
108579419,Foxie,anachronos,53.0,7678.0,57.0,29.0,22.0,66.0,60.0,25.0,50.0,21.0,31.0,30.0,33.0,,,33.0,,50.0,71.0,37.0,0.0,100.0,,40.0,30.0,14.0,9.0,29.0,5.0,12.0,12.0,19.0,13.0,20.0,3.0,,,3.0,,18.0,7.0,19.0,2.0,22.0,,10.0,17.0,4.0,2.0,19.0,3.0,3.0,6.0,4.0,4.0,6.0,1.0,,,1.0,,9.0,5.0,7.0,0.0,22.0,,4.0,,,
159001057,Fingolfin,kul-tiras,2.0,429.0,100.0,,,50.0,,,,0.0,,,,,,,,50.0,100.0,0.0,,,,50.0,1.0,,,2.0,,,,1.0,,,,,,,,2.0,1.0,2.0,,,,2.0,1.0,,,1.0,,,,0.0,,,,,,,,1.0,1.0,0.0,,,,1.0,0.0,1.0,0.0
13133900,Reallyoldman,kul-tiras,6.0,8415.0,67.0,50.0,38.0,29.0,37.0,63.0,14.0,32.0,36.0,14.0,50.0,44.0,,,,,0.0,67.0,25.0,,,,18.0,20.0,13.0,17.0,19.0,19.0,14.0,19.0,11.0,7.0,8.0,9.0,,,,,1.0,3.0,4.0,,,,12.0,10.0,5.0,5.0,7.0,12.0,2.0,6.0,4.0,1.0,4.0,4.0,,,,,0.0,2.0,1.0,,,,,,
66737729,Lúx,hellscream,50.0,21381.0,81.0,46.0,32.0,33.0,29.0,92.0,48.0,46.0,46.0,49.0,45.0,100.0,,100.0,,71.0,33.0,57.0,,,0.0,71.0,156.0,61.0,38.0,42.0,28.0,123.0,40.0,48.0,63.0,65.0,31.0,2.0,,1.0,,7.0,6.0,7.0,,,1.0,7.0,127.0,28.0,12.0,14.0,8.0,113.0,19.0,22.0,29.0,32.0,14.0,2.0,,1.0,,5.0,2.0,4.0,,,0.0,5.0,,,
176105502,Jomppéli,darksorrow,5.0,1167.0,100.0,,,0.0,,100.0,100.0,0.0,100.0,0.0,,0.0,,100.0,,,,,67.0,,,50.0,1.0,,,2.0,,1.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,3.0,,,2.0,1.0,,,0.0,,1.0,2.0,0.0,1.0,0.0,,0.0,,1.0,,,,,2.0,,,1.0,,,
121949833,Wingaurdian,alonsus,13.0,334.0,,,,,,,100.0,100.0,,100.0,,,,,,,0.0,100.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,0.0,1.0,,,,,,,
12438569,Lonothar,tyrande,78.0,14333.0,,100.0,0.0,40.0,,,50.0,67.0,44.0,71.0,100.0,,,,,33.0,0.0,0.0,100.0,,,,,1.0,1.0,5.0,,,4.0,3.0,9.0,7.0,2.0,,,,,9.0,3.0,2.0,1.0,,,,,1.0,0.0,2.0,,,2.0,2.0,4.0,5.0,2.0,,,,,3.0,0.0,0.0,1.0,,,,,,
146223923,Hearthguard,alonsus,28.0,452.0,75.0,,100.0,,,33.0,,,,,,,,,,100.0,,,,,0.0,,4.0,,1.0,,,3.0,,,,,,,,,,3.0,,,,,1.0,,3.0,,1.0,,,1.0,,,,,,,,,,3.0,,,,,0.0,,,,
110041335,Jemian,balnazzar,6.0,5634.0,41.0,64.0,75.0,67.0,0.0,67.0,0.0,100.0,,33.0,100.0,,,,,,100.0,,0.0,100.0,,,22.0,14.0,4.0,6.0,3.0,3.0,1.0,1.0,,3.0,1.0,,,,,,1.0,,1.0,1.0,,,9.0,9.0,3.0,4.0,0.0,2.0,0.0,1.0,,1.0,1.0,,,,,,1.0,,0.0,1.0,,,,,
160144901,Slaisor,dun-morogh,1.0,5845.0,50.0,48.0,58.0,53.0,27.0,50.0,,,,,,,,,,,,,,,,,4.0,90.0,36.0,17.0,11.0,2.0,,,,,,,,,,,,,,,,,2.0,43.0,21.0,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
142422515,Moncsí,die-arguswacht,8.0,927.0,,,,,,,50.0,0.0,0.0,,100.0,,,,,25.0,75.0,,100.0,100.0,,,,,,,,,2.0,1.0,1.0,,1.0,,,,,4.0,4.0,,1.0,2.0,,,,,,,,,1.0,0.0,0.0,,1.0,,,,,1.0,3.0,,1.0,2.0,,,,,
155419208,Kyle,nordrassil,12.0,1007.0,,,0.0,100.0,,,0.0,33.0,50.0,50.0,100.0,,,,,67.0,,67.0,,,,,,,1.0,3.0,,,1.0,3.0,2.0,2.0,1.0,,,,,3.0,,3.0,,,,,,,0.0,3.0,,,0.0,1.0,1.0,1.0,1.0,,,,,2.0,,2.0,,,,,,,
246535327,Bukke,sylvanas,18.0,38.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
119516830,Lenteria,kul-tiras,34.0,792.0,100.0,0.0,,,,0.0,,100.0,,,,0.0,,100.0,,,100.0,0.0,50.0,,,,2.0,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,4.0,,,,2.0,0.0,,,,0.0,,1.0,,,,0.0,,1.0,,,1.0,0.0,2.0,,,,,,
157456047,Sheasan,blackhand,4.0,437.0,,,,,,100.0,,0.0,,,,,,,,50.0,,,0.0,,,100.0,,,,,,1.0,,2.0,,,,,,,,2.0,,,2.0,,,1.0,,,,,,1.0,,0.0,,,,,,,,1.0,,,0.0,,,1.0,,,
150473117,Galandiel,anachronos,5.0,493.0,,,,,,,33.0,,100.0,0.0,0.0,,,,,100.0,20.0,,,,,100.0,,,,,,,3.0,,1.0,1.0,1.0,,,,,2.0,5.0,,,,,2.0,,,,,,,1.0,,1.0,0.0,0.0,,,,,2.0,1.0,,,,,2.0,,,
176746807,Bebeng,burning-legion,1.0,66.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
83594344,Defúser,arthas,8.0,36723.0,55.0,38.0,59.0,51.0,32.0,60.0,17.0,60.0,33.0,29.0,,20.0,,33.0,,20.0,67.0,100.0,43.0,,,25.0,40.0,42.0,27.0,35.0,22.0,25.0,6.0,5.0,3.0,7.0,,5.0,,3.0,,5.0,3.0,3.0,7.0,,,4.0,22.0,16.0,16.0,18.0,7.0,15.0,1.0,3.0,1.0,2.0,,1.0,,1.0,,1.0,2.0,3.0,3.0,,,1.0,,,
244869765,Нуарис,eversong,5.0,2027.0,100.0,,,100.0,,,33.0,100.0,33.0,100.0,,33.0,,,,100.0,0.0,75.0,100.0,,,50.0,1.0,,,2.0,,,3.0,2.0,6.0,3.0,,3.0,,,,2.0,2.0,4.0,3.0,,,2.0,1.0,,,2.0,,,1.0,2.0,2.0,3.0,,1.0,,,,2.0,0.0,3.0,3.0,,,1.0,,,
176908551,Shappie,darksorrow,55.0,2569.0,67.0,,,100.0,,100.0,64.0,45.0,62.0,64.0,,33.0,,0.0,,71.0,67.0,44.0,50.0,,,50.0,3.0,,,2.0,,1.0,11.0,11.0,8.0,14.0,,3.0,,1.0,,7.0,12.0,9.0,2.0,,,6.0,2.0,,,2.0,,1.0,7.0,5.0,5.0,9.0,,1.0,,0.0,,5.0,8.0,4.0,1.0,,,3.0,60.0,5.0,3.0
113587378,Reodorfelgen,kul-tiras,14.0,2064.0,71.0,50.0,17.0,40.0,0.0,67.0,0.0,67.0,0.0,20.0,50.0,0.0,,,,100.0,0.0,,50.0,,20.0,,7.0,2.0,6.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,6.0,3.0,,,,1.0,1.0,,2.0,,5.0,,5.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,,,,1.0,0.0,,1.0,,1.0,,,,
139146308,Scribly,kul-tiras,14.0,7789.0,68.0,31.0,53.0,50.0,42.0,44.0,29.0,36.0,45.0,42.0,100.0,,,,,50.0,,,,100.0,0.0,0.0,19.0,16.0,15.0,14.0,12.0,16.0,14.0,22.0,11.0,12.0,7.0,,,,,2.0,,,,5.0,2.0,2.0,13.0,5.0,8.0,7.0,5.0,7.0,4.0,8.0,5.0,5.0,7.0,,,,,1.0,,,,5.0,0.0,0.0,,,
52236218,Dinshara,kul-tiras,22.0,1004.0,42.0,100.0,75.0,50.0,67.0,50.0,,50.0,,100.0,50.0,,,,,,,,,,,,12.0,1.0,4.0,2.0,3.0,2.0,,2.0,,1.0,2.0,,,,,,,,,,,,5.0,1.0,3.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
176944376,Lilisham,chamber-of-aspects,2.0,274.0,,,,100.0,,,,,0.0,,,,,,,,0.0,0.0,,,,50.0,,,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,,,2.0,,,,2.0,,,,,0.0,,,,,,,,0.0,0.0,,,,1.0,,,
168484238,Trutguri,anachronos,4.0,303.0,100.0,,,,,100.0,,,,,,100.0,,,,,,,100.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,
155452912,Kaasboer,ravencrest,14.0,2491.0,100.0,,,50.0,,100.0,50.0,25.0,20.0,75.0,,0.0,,,,80.0,50.0,25.0,29.0,,,40.0,2.0,,,4.0,,2.0,4.0,4.0,5.0,4.0,,2.0,,,,5.0,2.0,4.0,7.0,,,5.0,2.0,,,2.0,,2.0,2.0,1.0,1.0,3.0,,0.0,,,,4.0,1.0,1.0,2.0,,,2.0,,,
192574317,Проксимети,soulflayer,30.0,517.0,100.0,,,100.0,,0.0,0.0,100.0,,100.0,,0.0,,,,100.0,,,0.0,,,,2.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,2.0,,,1.0,,,,2.0,,,1.0,,0.0,0.0,1.0,,1.0,,0.0,,,,2.0,,,0.0,,,,,,
124121662,Elexxi,draenor,48.0,4067.0,33.0,60.0,57.0,64.0,,75.0,91.0,38.0,44.0,100.0,67.0,,,,,300.0,75.0,100.0,,,57.0,,9.0,10.0,7.0,11.0,,4.0,11.0,8.0,9.0,8.0,3.0,,,,,3.0,4.0,1.0,,,7.0,,3.0,6.0,4.0,7.0,,3.0,10.0,3.0,4.0,8.0,2.0,,,,,9.0,3.0,1.0,,,4.0,,,,
162610036,Rassun,silvermoon,44.0,907.0,,50.0,0.0,33.0,50.0,,40.0,33.0,100.0,80.0,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,,5.0,6.0,2.0,5.0,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,
108794244,Herrthreed,anachronos,15.0,11073.0,50.0,75.0,33.0,33.0,,,0.0,14.0,,100.0,,,,,,,,,100.0,,,,6.0,4.0,6.0,3.0,,,1.0,7.0,,3.0,,,,,,,,,1.0,,,,3.0,3.0,2.0,1.0,,,0.0,1.0,,3.0,,,,,,,,,1.0,,,,,,
138013266,Carloso,defias-brotherhood,15.0,819.0,50.0,,100.0,,,,100.0,,0.0,,33.0,,,,,,,100.0,100.0,,,100.0,2.0,,1.0,,,,1.0,,1.0,,3.0,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,0.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,
88295110,Starpaladin,draenor,13.0,6951.0,39.0,75.0,55.0,38.0,64.0,27.0,40.0,43.0,50.0,20.0,67.0,0.0,,,,,75.0,60.0,14.0,,,33.0,28.0,16.0,11.0,16.0,14.0,22.0,10.0,7.0,12.0,5.0,3.0,3.0,,,,,4.0,5.0,7.0,,,3.0,11.0,12.0,6.0,6.0,9.0,6.0,4.0,3.0,6.0,1.0,2.0,0.0,,,,,3.0,3.0,1.0,,,1.0,0.0,1.0,0.0
164798624,Hollah,kul-tiras,18.0,421.0,67.0,,,,,,33.0,,100.0,100.0,,,,,,,0.0,,100.0,,,,3.0,,,,,,3.0,,2.0,1.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,1.0,,2.0,1.0,,,,,,,0.0,,1.0,,,,,,
143546518,Infishi,bronze-dragonflight,2.0,145.0,,50.0,,,,,0.0,,100.0,,,,,,,,,,,,,,,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,0.0,,1.0,,,,,,,,,,,,,,,,
1576452,Saroz,kul-tiras,1.0,92409.0,64.0,80.0,100.0,50.0,50.0,47.0,0.0,,0.0,,,,,,,,,,,,80.0,,14.0,5.0,3.0,4.0,6.0,15.0,1.0,,1.0,,,,,,,,,,,,5.0,,9.0,4.0,3.0,2.0,3.0,7.0,0.0,,0.0,,,,,,,,,,,,4.0,,,,
148198080,Virtualpala,blackmoore,7.0,684.0,67.0,,,,,100.0,,,,,,,,,,100.0,,,100.0,,,,3.0,,,,,3.0,,,,,,,,,,1.0,,,1.0,,,,2.0,,,,,3.0,,,,,,,,,,1.0,,,1.0,,,,,,
