character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
243304707,Куртана,soulflayer,7.0,2194.0,67.0,,,100.0,,50.0,40.0,50.0,33.0,50.0,,100.0,50.0,,0.0,100.0,100.0,3.0,,,1.0,,2.0,5.0,2.0,3.0,6.0,,1.0,4.0,,4.0,4.0,1.0,2.0,,,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,2.0,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,
86127740,Xisz,arathi,9.0,7288.0,13.0,50.0,56.0,36.0,60.0,20.0,44.0,57.0,50.0,48.0,47.0,100.0,43.0,0.0,50.0,50.0,0.0,15.0,16.0,18.0,22.0,10.0,10.0,18.0,30.0,20.0,29.0,17.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,8.0,10.0,8.0,6.0,2.0,8.0,17.0,10.0,14.0,8.0,1.0,3.0,0.0,1.0,1.0,0.0,,,,,,,,,,200.0,2.0,4.0,,,,,,
129396024,Лукумия,soulflayer,14.0,3852.0,100.0,38.0,40.0,50.0,0.0,33.0,45.0,45.0,38.0,47.0,38.0,,,67.0,0.0,33.0,,1.0,13.0,10.0,14.0,5.0,3.0,11.0,11.0,8.0,15.0,8.0,,,3.0,1.0,3.0,,1.0,5.0,4.0,7.0,0.0,1.0,5.0,5.0,3.0,7.0,3.0,,,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
143499507,Marbus,tarren-mill,47.0,1592.0,0.0,,0.0,,,50.0,80.0,100.0,67.0,67.0,67.0,0.0,40.0,100.0,67.0,,0.0,3.0,,1.0,,,4.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,,1.0,0.0,,0.0,,,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,,0.0,100.0,100.0,,1.0,7.0,,1.0,7.0,,,,,,,,,,
66547639,Elundrïl,nerzhul,38.0,10568.0,31.0,42.0,47.0,50.0,64.0,32.0,52.0,79.0,59.0,48.0,67.0,100.0,45.0,56.0,55.0,50.0,50.0,26.0,19.0,15.0,20.0,11.0,19.0,21.0,29.0,17.0,27.0,9.0,2.0,11.0,9.0,11.0,2.0,6.0,8.0,8.0,7.0,10.0,7.0,6.0,11.0,23.0,10.0,13.0,6.0,2.0,5.0,5.0,6.0,1.0,3.0,0.0,100.0,,1.0,6.0,,0.0,6.0,,100.0,3.0,3.0,,,,,,
160356773,Mhîrä,sargeras,3.0,142.0,,,,,,,,0.0,,,,,0.0,,0.0,,100.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,0.0,,,,,0.0,,0.0,,1.0,,,,,,,,,,0.0,1.0,0.0,,,,,,
145948066,Vôlkmar,dalaran,26.0,6961.0,71.0,50.0,50.0,59.0,67.0,38.0,43.0,61.0,56.0,63.0,33.0,67.0,22.0,50.0,71.0,,100.0,7.0,12.0,22.0,29.0,9.0,8.0,21.0,18.0,16.0,19.0,15.0,3.0,9.0,4.0,7.0,,6.0,5.0,6.0,11.0,17.0,6.0,3.0,9.0,11.0,9.0,12.0,5.0,2.0,2.0,2.0,5.0,,6.0,,,,,,,,,,100.0,1.0,1.0,,,,,,
145980831,Этожестко,howling-fjord,6.0,297.0,0.0,,,0.0,,,,0.0,50.0,0.0,,,100.0,0.0,,,100.0,2.0,,,1.0,,,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,0.0,,,0.0,,,,0.0,1.0,0.0,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
139217921,Genghiss,thrall,6.0,1262.0,0.0,33.0,0.0,100.0,,67.0,100.0,50.0,0.0,33.0,100.0,,33.0,0.0,100.0,,0.0,1.0,3.0,1.0,2.0,,3.0,1.0,2.0,1.0,3.0,1.0,,3.0,1.0,2.0,,1.0,0.0,1.0,0.0,2.0,,2.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,2.0,,0.0,50.0,100.0,,2.0,6.0,,1.0,6.0,,,,,,,,,,
162084678,Redsnow,conseil-des-ombres,8.0,928.0,0.0,,,,,100.0,0.0,50.0,100.0,0.0,,50.0,75.0,0.0,0.0,100.0,33.0,1.0,,,,,1.0,1.0,2.0,1.0,1.0,,2.0,4.0,1.0,1.0,2.0,3.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,,1.0,3.0,0.0,0.0,2.0,1.0,,,,,,,,,,0.0,2.0,0.0,,,,,,
146958236,Mayuvo,blackmoore,1.0,69.0,,,,,,,,,0.0,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
154706215,Tilted,antonidas,56.0,5953.0,0.0,,,91.0,,,46.0,62.0,50.0,73.0,,100.0,68.0,70.0,29.0,,89.0,1.0,,,11.0,,,13.0,21.0,22.0,22.0,,2.0,25.0,20.0,7.0,,9.0,0.0,,,10.0,,,6.0,13.0,11.0,16.0,,2.0,17.0,14.0,2.0,,8.0,,,,,,,,,,100.0,1.0,1.0,,,,,,
243322012,Judgemus,sylvanas,25.0,1038.0,100.0,,,,,100.0,100.0,33.0,50.0,100.0,,100.0,0.0,0.0,33.0,0.0,67.0,1.0,,,,,2.0,1.0,3.0,2.0,1.0,,1.0,1.0,3.0,3.0,2.0,3.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,0.0,1.0,0.0,,,,,,
90960630,Marc,kaelthas,14.0,29953.0,43.0,37.0,42.0,51.0,55.0,53.0,0.0,50.0,44.0,0.0,,0.0,33.0,40.0,0.0,60.0,,35.0,59.0,48.0,37.0,56.0,32.0,4.0,2.0,9.0,4.0,,2.0,3.0,5.0,1.0,5.0,,15.0,22.0,20.0,19.0,31.0,17.0,0.0,1.0,4.0,0.0,,0.0,1.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
79554345,Вадгайне,howling-fjord,10.0,17300.0,8.0,52.0,45.0,71.0,84.0,17.0,69.0,76.0,67.0,74.0,54.0,33.0,14.0,67.0,29.0,100.0,0.0,13.0,31.0,22.0,35.0,19.0,24.0,26.0,34.0,27.0,35.0,28.0,3.0,7.0,6.0,7.0,2.0,3.0,1.0,16.0,10.0,25.0,16.0,4.0,18.0,26.0,18.0,26.0,15.0,1.0,1.0,4.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,
173048490,Френзибарб,howling-fjord,95.0,3301.0,60.0,,,50.0,,50.0,57.0,56.0,67.0,42.0,,50.0,27.0,50.0,86.0,71.0,78.0,5.0,,,2.0,,6.0,7.0,18.0,9.0,19.0,,6.0,11.0,4.0,7.0,7.0,9.0,3.0,,,1.0,,3.0,4.0,10.0,6.0,8.0,,3.0,3.0,2.0,6.0,5.0,7.0,100.0,,,1.0,,,1.0,,,67.0,6.0,4.0,,,,,,
149110157,Palazini,stormreaver,3.0,16441.0,36.0,65.0,55.0,59.0,62.0,33.0,56.0,74.0,59.0,32.0,100.0,,50.0,,100.0,50.0,100.0,25.0,46.0,62.0,66.0,32.0,30.0,9.0,42.0,29.0,22.0,5.0,,2.0,,1.0,2.0,1.0,9.0,30.0,34.0,39.0,20.0,10.0,5.0,31.0,17.0,7.0,5.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
107295428,Thïrst,archimonde,14.0,11045.0,67.0,50.0,40.0,44.0,53.0,60.0,47.0,58.0,81.0,44.0,22.0,,40.0,60.0,57.0,,58.0,3.0,28.0,10.0,16.0,15.0,15.0,32.0,24.0,16.0,34.0,9.0,,10.0,15.0,7.0,,12.0,2.0,14.0,4.0,7.0,8.0,9.0,15.0,14.0,13.0,15.0,2.0,,4.0,9.0,4.0,,7.0,,,75.0,,,4.0,,,3.0,,,,,,,,,
197388623,Panicfartqt,archimonde,81.0,134.0,,,,,,,100.0,,,,,,100.0,,100.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
137493941,Kiddo,tarren-mill,22.0,425.0,0.0,,,,,0.0,100.0,0.0,67.0,,,0.0,0.0,50.0,,,50.0,3.0,,,,,1.0,1.0,1.0,3.0,,,1.0,1.0,2.0,,,2.0,0.0,,,,,0.0,1.0,0.0,2.0,,,0.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
147315390,Rhaygaer,magtheridon,5.0,810.0,100.0,,,0.0,,,100.0,100.0,0.0,,,0.0,0.0,0.0,100.0,100.0,100.0,1.0,,,2.0,,,2.0,1.0,1.0,,,1.0,2.0,2.0,2.0,1.0,4.0,1.0,,,0.0,,,2.0,1.0,0.0,,,0.0,0.0,0.0,2.0,1.0,4.0,,100.0,,,14.0,,,14.0,,,,,,,,,,
158150437,Stronghoof,drakthul,40.0,118.0,,,,,,,,100.0,,0.0,,,,,0.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
122898279,Ashkz,naxxramas,12.0,48807.0,62.0,56.0,68.0,63.0,55.0,38.0,57.0,88.0,66.0,50.0,62.0,53.0,67.0,50.0,60.0,0.0,50.0,102.0,89.0,81.0,65.0,42.0,63.0,35.0,8.0,53.0,6.0,8.0,17.0,6.0,8.0,5.0,3.0,4.0,63.0,50.0,55.0,41.0,23.0,24.0,20.0,7.0,35.0,3.0,5.0,9.0,4.0,4.0,3.0,0.0,2.0,,100.0,,,1.0,,,1.0,,,,,,,,,,
154240765,Dagonet,stormscale,9.0,38281.0,61.0,60.0,52.0,46.0,52.0,66.0,57.0,52.0,54.0,49.0,62.0,100.0,0.0,,100.0,,100.0,96.0,235.0,138.0,87.0,125.0,122.0,195.0,44.0,132.0,57.0,21.0,1.0,1.0,,1.0,,1.0,59.0,141.0,72.0,40.0,65.0,80.0,111.0,23.0,71.0,28.0,13.0,1.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
156001148,Tomoë,tyrande,7.0,407.0,100.0,,,,,,,,100.0,,,,,0.0,,,0.0,1.0,,,,,,,,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,2.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,
173390509,Куллон,gordunni,6.0,64.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,1.0,0.0,,,,,,
119373336,Gökây,burning-legion,2.0,16638.0,53.0,35.0,48.0,41.0,52.0,54.0,46.0,37.0,30.0,53.0,33.0,,,,,,,36.0,51.0,50.0,37.0,61.0,212.0,63.0,27.0,46.0,38.0,3.0,,,,,,,19.0,18.0,24.0,15.0,32.0,114.0,29.0,10.0,14.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
161535319,Nokìl,nemesis,59.0,911.0,100.0,67.0,60.0,,0.0,,0.0,0.0,60.0,67.0,100.0,100.0,,,,0.0,0.0,2.0,6.0,5.0,,1.0,,3.0,3.0,5.0,3.0,3.0,1.0,,,,1.0,1.0,2.0,4.0,3.0,,0.0,,0.0,0.0,3.0,2.0,3.0,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
150189870,Kaelthan,illidan,23.0,941.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,83.0,,,6.0,,,5.0,,,,,,,,,
172770813,Тенеломыч,howling-fjord,162.0,4972.0,0.0,100.0,50.0,33.0,50.0,0.0,50.0,86.0,50.0,75.0,50.0,,50.0,67.0,0.0,0.0,60.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,7.0,6.0,4.0,4.0,,6.0,3.0,1.0,3.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,3.0,3.0,2.0,,3.0,2.0,0.0,0.0,3.0,,,100.0,,,4.0,,,4.0,,,,,,,,,
161428164,Holyzan,draenor,3.0,4940.0,100.0,,,,100.0,25.0,,50.0,,100.0,100.0,100.0,100.0,,,,100.0,1.0,,,,1.0,4.0,,2.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,50.0,,,4.0,,,2.0,,,,,,,,,
154874705,Lumïz,dun-modr,26.0,591.0,,,,100.0,,,0.0,0.0,0.0,50.0,,,100.0,,0.0,,67.0,,,,3.0,,,1.0,3.0,1.0,4.0,,,1.0,,2.0,,3.0,,,,3.0,,,0.0,0.0,0.0,2.0,,,1.0,,0.0,,2.0,,,,,,,,,,,,,,,,,,
147944709,Vehyla,illidan,12.0,62.0,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
165593113,Gloòm,nemesis,25.0,3133.0,100.0,,,60.0,,67.0,67.0,67.0,80.0,25.0,20.0,,100.0,80.0,50.0,25.0,33.0,4.0,,,5.0,,3.0,3.0,3.0,5.0,4.0,5.0,,2.0,5.0,2.0,4.0,3.0,4.0,,,3.0,,2.0,2.0,2.0,4.0,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,,100.0,,,48.0,,,48.0,,,,,,,,,,
118699248,Zaryn,uldaman,5.0,1018.0,,50.0,33.0,,,,100.0,100.0,,50.0,100.0,,50.0,,,,100.0,,2.0,3.0,,,,1.0,1.0,,2.0,1.0,,2.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,0.0,1.0,0.0,,,,,,
70098149,Heavenlight,stormscale,31.0,4262.0,33.0,65.0,83.0,53.0,38.0,40.0,45.0,33.0,62.0,67.0,,,0.0,50.0,100.0,0.0,100.0,18.0,17.0,6.0,15.0,8.0,10.0,11.0,6.0,13.0,3.0,,,1.0,4.0,2.0,2.0,1.0,6.0,11.0,5.0,8.0,3.0,4.0,5.0,2.0,8.0,2.0,,,0.0,2.0,2.0,0.0,1.0,,,,,,,,,,0.0,1.0,0.0,,,,,,
156027028,Neskel,eredar,42.0,24713.0,48.0,67.0,46.0,49.0,36.0,47.0,43.0,81.0,69.0,53.0,32.0,,33.0,61.0,73.0,20.0,100.0,40.0,27.0,24.0,37.0,28.0,30.0,23.0,16.0,16.0,32.0,19.0,,9.0,18.0,15.0,10.0,1.0,19.0,18.0,11.0,18.0,10.0,14.0,10.0,13.0,11.0,17.0,6.0,,3.0,11.0,11.0,2.0,1.0,100.0,100.0,,1.0,3.0,,1.0,3.0,,400.0,2.0,8.0,,,,,,
160425695,Tulgayre,sargeras,17.0,592.0,,,,0.0,,50.0,,,100.0,100.0,,100.0,,,50.0,100.0,0.0,,,,1.0,,2.0,,,2.0,1.0,,1.0,,,2.0,2.0,1.0,,,,0.0,,1.0,,,2.0,1.0,,1.0,,,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,
175004343,Антошеня,howling-fjord,34.0,1569.0,50.0,,,0.0,,0.0,75.0,0.0,33.0,50.0,,100.0,40.0,0.0,75.0,50.0,0.0,4.0,,,2.0,,2.0,4.0,2.0,3.0,6.0,,2.0,5.0,3.0,4.0,2.0,1.0,2.0,,,0.0,,0.0,3.0,0.0,1.0,3.0,,2.0,2.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,
117244225,Ethakor,ysondre,7.0,5235.0,62.0,48.0,53.0,52.0,83.0,20.0,38.0,,62.0,,,,,,,,,13.0,29.0,19.0,29.0,6.0,10.0,8.0,,8.0,,,,,,,,,8.0,14.0,10.0,15.0,5.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
92079689,Korim,draenor,150.0,40150.0,53.0,71.0,60.0,71.0,40.0,36.0,57.0,65.0,78.0,61.0,58.0,50.0,6300.0,25.0,,29.0,50.0,58.0,108.0,67.0,82.0,20.0,25.0,67.0,85.0,69.0,89.0,26.0,4.0,2.0,4.0,,14.0,2.0,31.0,77.0,40.0,58.0,8.0,9.0,38.0,55.0,54.0,54.0,15.0,2.0,126.0,1.0,,4.0,1.0,100.0,100.0,89.0,2.0,53.0,9.0,2.0,53.0,8.0,,,,,,,,,
242639633,Ффитоняшка,eversong,4.0,395.0,,,,50.0,,,67.0,,,100.0,,,,100.0,,100.0,,,,,2.0,,,3.0,,,1.0,,,,1.0,,1.0,,,,,1.0,,,2.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
164118182,Bricefa,dalaran,10.0,2230.0,33.0,,,0.0,,60.0,,33.0,,,,25.0,0.0,0.0,0.0,83.0,,3.0,,,1.0,,5.0,,3.0,,,,4.0,1.0,1.0,1.0,6.0,,1.0,,,0.0,,3.0,,1.0,,,,1.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,
132808414,Gimllia,draenor,7.0,4543.0,57.0,42.0,30.0,24.0,22.0,67.0,42.0,50.0,54.0,57.0,,,0.0,,0.0,,0.0,7.0,24.0,23.0,17.0,9.0,21.0,31.0,14.0,13.0,14.0,,,1.0,,1.0,,1.0,4.0,10.0,7.0,4.0,2.0,14.0,13.0,7.0,7.0,8.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,
226355394,Trrish,sylvanas,27.0,1324.0,,50.0,,50.0,,100.0,100.0,,50.0,50.0,0.0,,100.0,,0.0,,0.0,,2.0,,2.0,,1.0,1.0,,2.0,2.0,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,0.0,,2.0,,0.0,,0.0,,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,,,,
162452703,Àpäla,magtheridon,5.0,416.0,,,,100.0,,,,100.0,,,,,50.0,0.0,0.0,,,,,,2.0,,,,1.0,,,,,2.0,1.0,1.0,,,,,,2.0,,,,1.0,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
106250238,Chost,frostwolf,4.0,9951.0,60.0,29.0,60.0,44.0,0.0,0.0,33.0,,100.0,,,100.0,100.0,100.0,67.0,100.0,,5.0,7.0,5.0,16.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,2.0,3.0,1.0,,3.0,2.0,3.0,7.0,0.0,0.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
95546694,Kalathil,twisting-nether,161.0,209492.0,60.0,58.0,54.0,61.0,48.0,35.0,62.0,62.0,64.0,75.0,100.0,,50.0,,,100.0,,91.0,114.0,114.0,41.0,40.0,34.0,16.0,8.0,22.0,4.0,1.0,,2.0,,,1.0,,55.0,66.0,62.0,25.0,19.0,12.0,10.0,5.0,14.0,3.0,1.0,,1.0,,,1.0,,,,71.0,,,7.0,,,5.0,,,,,,,,,
166027883,Steelysteve,tarren-mill,10.0,2.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79979616,Àlb,frostwolf,72.0,136.0,,,67.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189585324,Егорметеорус,gordunni,19.0,1466.0,,,,100.0,,100.0,,50.0,0.0,0.0,0.0,,100.0,100.0,33.0,100.0,100.0,,,,1.0,,1.0,,2.0,1.0,1.0,2.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,,1.0,,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
246596315,Lattebenny,auchindoun,9.0,3084.0,0.0,,,83.0,,100.0,71.0,70.0,80.0,40.0,,,50.0,44.0,20.0,50.0,67.0,2.0,,,6.0,,1.0,7.0,10.0,5.0,10.0,,,10.0,9.0,10.0,2.0,6.0,0.0,,,5.0,,1.0,5.0,7.0,4.0,4.0,,,5.0,4.0,2.0,1.0,4.0,100.0,,,1.0,,,1.0,,,100.0,1.0,1.0,,,,,,
137839669,Кеентас,gordunni,16.0,7686.0,69.0,43.0,43.0,33.0,31.0,62.0,53.0,24.0,63.0,42.0,9.0,,60.0,80.0,50.0,33.0,70.0,13.0,14.0,14.0,21.0,13.0,13.0,19.0,21.0,27.0,24.0,11.0,,10.0,5.0,6.0,3.0,10.0,9.0,6.0,6.0,7.0,4.0,8.0,10.0,5.0,17.0,10.0,1.0,,6.0,4.0,3.0,1.0,7.0,,100.0,0.0,,2.0,1.0,,2.0,0.0,,,,,,,,,
166936870,Phiona,blackrock,15.0,2393.0,50.0,,,67.0,,67.0,25.0,17.0,60.0,50.0,,44.0,100.0,25.0,50.0,27.0,67.0,6.0,,,3.0,,3.0,4.0,6.0,5.0,4.0,,9.0,1.0,4.0,2.0,11.0,3.0,3.0,,,2.0,,2.0,1.0,1.0,3.0,2.0,,4.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
63391078,Сына,soulflayer,28.0,10635.0,50.0,55.0,62.0,71.0,,67.0,50.0,50.0,69.0,56.0,40.0,67.0,58.0,100.0,17.0,43.0,62.0,6.0,33.0,8.0,14.0,,6.0,22.0,10.0,16.0,18.0,5.0,6.0,12.0,3.0,6.0,7.0,13.0,3.0,18.0,5.0,10.0,,4.0,11.0,5.0,11.0,10.0,2.0,4.0,7.0,3.0,1.0,3.0,8.0,33.0,,100.0,3.0,,5.0,1.0,,5.0,,,,,,,100.0,1.0,1.0
61793284,Мэрсэдес,howling-fjord,9.0,9955.0,64.0,36.0,65.0,71.0,33.0,25.0,33.0,100.0,75.0,100.0,,,0.0,,,,,11.0,14.0,17.0,14.0,6.0,4.0,3.0,1.0,4.0,1.0,,,1.0,,,,,7.0,5.0,11.0,10.0,2.0,1.0,1.0,1.0,3.0,1.0,,,0.0,,,,,,,100.0,,,6.0,,,6.0,,,,,,,,,
77877412,Kenra,dun-morogh,39.0,8763.0,0.0,60.0,67.0,100.0,,0.0,,0.0,0.0,,,,100.0,0.0,,,,1.0,5.0,3.0,1.0,,2.0,,1.0,1.0,,,,1.0,1.0,,,,0.0,3.0,2.0,1.0,,0.0,,0.0,0.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
147578997,Goutu,arathi,22.0,7221.0,58.0,35.0,67.0,25.0,,50.0,39.0,45.0,54.0,44.0,38.0,,62.0,60.0,55.0,0.0,0.0,12.0,17.0,6.0,8.0,,6.0,23.0,31.0,28.0,34.0,16.0,,26.0,10.0,11.0,2.0,2.0,7.0,6.0,4.0,2.0,,3.0,9.0,14.0,15.0,15.0,6.0,,16.0,6.0,6.0,0.0,0.0,,100.0,,,1.0,,,1.0,,,,,,,,,,
117126099,Valliana,arakarahm,44.0,10566.0,50.0,40.0,71.0,36.0,0.0,53.0,30.0,50.0,66.0,15.0,58.0,73.0,50.0,33.0,82.0,61.0,50.0,30.0,20.0,7.0,14.0,1.0,17.0,27.0,38.0,29.0,13.0,12.0,11.0,14.0,15.0,11.0,23.0,6.0,15.0,8.0,5.0,5.0,0.0,9.0,8.0,19.0,19.0,2.0,7.0,8.0,7.0,5.0,9.0,14.0,3.0,33.0,100.0,,3.0,2.0,,1.0,2.0,,,,,,,,,,
116700653,Lasgoth,stormscale,7.0,1190.0,0.0,,,100.0,,100.0,40.0,25.0,0.0,,,33.0,33.0,100.0,0.0,100.0,,1.0,,,1.0,,1.0,5.0,4.0,1.0,,,3.0,3.0,1.0,1.0,3.0,,0.0,,,1.0,,1.0,2.0,1.0,0.0,,,1.0,1.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
177339618,Retårdinå,burning-legion,37.0,1208.0,50.0,,,100.0,,67.0,0.0,43.0,20.0,0.0,,100.0,100.0,100.0,50.0,100.0,43.0,8.0,,,1.0,,3.0,4.0,7.0,5.0,2.0,,2.0,2.0,3.0,8.0,1.0,7.0,4.0,,,1.0,,2.0,0.0,3.0,1.0,0.0,,2.0,2.0,3.0,4.0,1.0,3.0,100.0,,,1.0,,,1.0,,,80.0,5.0,4.0,,,,,,
64383491,Exxodus,medivh,5.0,1188.0,67.0,0.0,100.0,50.0,50.0,100.0,,29.0,50.0,33.0,,,0.0,,,,,3.0,1.0,1.0,2.0,2.0,1.0,,7.0,2.0,6.0,,,1.0,,,,,2.0,0.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
155718561,Akarioushiza,blackhand,3.0,680.0,100.0,,,0.0,,100.0,,,33.0,100.0,,,,100.0,50.0,,50.0,2.0,,,1.0,,1.0,,,3.0,2.0,,,,2.0,2.0,,2.0,2.0,,,0.0,,1.0,,,1.0,2.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
149225268,Usotsuky,arathi,23.0,3317.0,50.0,67.0,43.0,43.0,,33.0,67.0,55.0,55.0,73.0,20.0,,25.0,50.0,50.0,50.0,,4.0,9.0,7.0,7.0,,3.0,9.0,11.0,11.0,11.0,5.0,,4.0,2.0,2.0,2.0,,2.0,6.0,3.0,3.0,,1.0,6.0,6.0,6.0,8.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
149473225,Leahra,defias-brotherhood,40.0,1055.0,100.0,,,100.0,,33.0,50.0,0.0,50.0,67.0,,0.0,0.0,67.0,100.0,50.0,50.0,3.0,,,1.0,,3.0,2.0,1.0,2.0,3.0,,4.0,1.0,3.0,2.0,2.0,4.0,3.0,,,1.0,,1.0,1.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
168964259,Skilladin,aszune,22.0,361.0,33.0,,,100.0,,,100.0,100.0,,67.0,,,0.0,0.0,100.0,,,3.0,,,1.0,,,1.0,2.0,,3.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,2.0,,2.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
