character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Rated Eye of the Storm played,Ashran played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
158586260,Éh,la-croisade-écarlate,22.0,7734.0,50.0,59.0,41.0,35.0,53.0,67.0,52.0,100.0,55.0,67.0,,0.0,67.0,,100.0,,16.0,32.0,22.0,23.0,15.0,12.0,29.0,3.0,20.0,6.0,,1.0,3.0,,1.0,,8.0,19.0,9.0,8.0,8.0,8.0,15.0,3.0,11.0,4.0,,0.0,2.0,,1.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
177516918,Asfixiofilia,sanguino,109.0,489.0,,,,0.0,,100.0,,0.0,,,,,,100.0,100.0,,,,,1.0,,1.0,,2.0,,,,,,1.0,1.0,,,,,0.0,,1.0,,0.0,,,,,,1.0,1.0,,,100.0,,3.0,,3.0,,,,,,,,,,,,,,,
225958095,Hendrickz,sylvanas,140.0,56574.0,63.0,41.0,52.0,50.0,53.0,58.0,47.0,55.0,60.0,62.0,75.0,100.0,67.0,,,0.0,115.0,187.0,125.0,107.0,75.0,50.0,36.0,22.0,35.0,26.0,4.0,1.0,3.0,,,1.0,72.0,77.0,65.0,53.0,40.0,29.0,17.0,12.0,21.0,16.0,3.0,1.0,2.0,,,0.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
40264151,Lesure,kul-tiras,11.0,239.0,,,,,,,,50.0,,100.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
131403913,Weinbaron,malfurion,11.0,3041.0,75.0,,,43.0,,50.0,57.0,33.0,60.0,44.0,,40.0,31.0,50.0,,40.0,4.0,,,7.0,,2.0,14.0,12.0,10.0,9.0,,10.0,13.0,2.0,,10.0,3.0,,,3.0,,1.0,8.0,4.0,6.0,4.0,,4.0,4.0,1.0,,4.0,,,,,,,,,,,0.0,,2.0,,0.0,,,,,,
75425149,Athamon,dun-modr,24.0,4164.0,75.0,32.0,48.0,33.0,73.0,50.0,62.0,44.0,52.0,38.0,100.0,0.0,,100.0,,0.0,8.0,19.0,21.0,12.0,22.0,2.0,29.0,16.0,29.0,29.0,1.0,1.0,,1.0,,2.0,6.0,6.0,10.0,4.0,16.0,1.0,18.0,7.0,15.0,11.0,1.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
158615421,Quickdráw,kazzak,1.0,11715.0,50.0,48.0,48.0,45.0,45.0,65.0,33.0,,42.0,,,,,,,,28.0,27.0,176.0,31.0,38.0,31.0,21.0,,24.0,,,,,,,,14.0,13.0,85.0,14.0,17.0,20.0,7.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154486925,Cyndera,antonidas,6.0,267.0,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
35857730,Vödkä,tyrande,5.0,1826.0,100.0,0.0,,0.0,56.0,100.0,,,,0.0,,,,,,,3.0,3.0,,1.0,25.0,1.0,,,,1.0,,,,,,,3.0,0.0,,0.0,14.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
121837014,Shívas,tyrande,13.0,18790.0,58.0,51.0,70.0,37.0,62.0,41.0,36.0,25.0,31.0,50.0,67.0,100.0,,,83.0,,73.0,67.0,61.0,46.0,48.0,32.0,14.0,12.0,13.0,2.0,6.0,2.0,,,6.0,,42.0,34.0,43.0,17.0,30.0,13.0,5.0,3.0,4.0,1.0,4.0,2.0,,,5.0,,,60.0,,5.0,,3.0,,,,,,,,,,,,,,,
24184657,Tichons,tyrande,9.0,24643.0,58.0,46.0,44.0,37.0,51.0,60.0,54.0,27.0,46.0,50.0,32.0,50.0,50.0,50.0,,,76.0,112.0,89.0,123.0,80.0,55.0,99.0,15.0,114.0,24.0,25.0,2.0,2.0,2.0,,,44.0,51.0,39.0,45.0,41.0,33.0,53.0,4.0,53.0,12.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
160030883,Тейлорин,gordunni,38.0,219.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,0.0,1.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
167574843,Hiera,earthen-ring,12.0,698.0,100.0,,,100.0,,50.0,50.0,100.0,100.0,67.0,,33.0,0.0,100.0,,100.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,3.0,,3.0,1.0,2.0,,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,0.0,2.0,,2.0,50.0,0.0,2.0,1.0,1.0,0.0,50.0,2.0,1.0,,,,,,,,,,,,
133434784,Boowty,uldaman,18.0,2027.0,62.0,,,100.0,,40.0,50.0,0.0,100.0,83.0,,100.0,,33.0,50.0,75.0,8.0,,,3.0,,5.0,2.0,1.0,2.0,6.0,,3.0,,3.0,4.0,4.0,5.0,,,3.0,,2.0,1.0,0.0,2.0,5.0,,3.0,,1.0,2.0,3.0,,75.0,,4.0,,3.0,100.0,1.0,1.0,,,,,,,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,40.0,57.0,38.0,56.0,33.0,75.0,38.0,38.0,0.0,20.0,0.0,50.0,100.0,50.0,,100.0,5.0,14.0,16.0,9.0,12.0,4.0,8.0,13.0,3.0,5.0,5.0,2.0,3.0,2.0,,1.0,2.0,8.0,6.0,5.0,4.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,,1.0,,,,,,,,,,100.0,,4.0,,4.0,,,,,,,
149346593,Филарет,azuregos,47.0,17279.0,64.0,46.0,33.0,64.0,61.0,50.0,57.0,51.0,62.0,64.0,67.0,57.0,43.0,57.0,33.0,44.0,22.0,13.0,12.0,36.0,23.0,20.0,44.0,39.0,42.0,47.0,12.0,23.0,35.0,14.0,12.0,18.0,14.0,6.0,4.0,23.0,14.0,10.0,25.0,20.0,26.0,30.0,8.0,13.0,15.0,8.0,4.0,8.0,,0.0,,2.0,,0.0,56.0,9.0,5.0,,,,,,,,,,,,
238757005,Хазмалим,lich-king,19.0,4644.0,50.0,17.0,20.0,55.0,33.0,70.0,60.0,14.0,50.0,27.0,50.0,67.0,0.0,100.0,67.0,0.0,8.0,6.0,5.0,11.0,9.0,10.0,5.0,7.0,8.0,15.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,6.0,3.0,7.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,,60.0,,5.0,,3.0,,,,,,,,,,,,,,,
175756687,Kroxighor,dalaran,4.0,1436.0,50.0,,,0.0,,75.0,0.0,,,100.0,,100.0,,0.0,75.0,,2.0,,,1.0,,4.0,1.0,,,2.0,,1.0,,1.0,4.0,,1.0,,,0.0,,3.0,0.0,,,2.0,,1.0,,0.0,3.0,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
170277824,Pecho,colinas-pardas,8.0,1731.0,50.0,,,40.0,,33.0,14.0,50.0,50.0,29.0,,60.0,43.0,33.0,100.0,17.0,2.0,,,5.0,,3.0,7.0,4.0,4.0,7.0,,5.0,7.0,3.0,1.0,6.0,1.0,,,2.0,,1.0,1.0,2.0,2.0,2.0,,3.0,3.0,1.0,1.0,1.0,0.0,33.0,1.0,3.0,0.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,
184863182,Palladino,nemesis,5.0,555.0,,,,0.0,,33.0,0.0,100.0,,100.0,,100.0,0.0,100.0,0.0,100.0,,,,2.0,,3.0,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,0.0,,1.0,0.0,1.0,,1.0,,1.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
175993605,Jorgino,dun-modr,1.0,114.0,,,,,,0.0,100.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226283851,Doríáth,sylvanas,47.0,56222.0,38.0,67.0,43.0,39.0,46.0,58.0,43.0,59.0,45.0,57.0,43.0,58.0,40.0,50.0,31.0,44.0,29.0,6.0,7.0,23.0,13.0,19.0,21.0,27.0,20.0,28.0,7.0,12.0,15.0,12.0,13.0,18.0,11.0,4.0,3.0,9.0,6.0,11.0,9.0,16.0,9.0,16.0,3.0,7.0,6.0,6.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,
126725985,Borimir,agamaggan,41.0,1771.0,40.0,100.0,0.0,0.0,0.0,100.0,40.0,50.0,0.0,50.0,100.0,0.0,,0.0,50.0,0.0,5.0,1.0,2.0,2.0,2.0,4.0,5.0,6.0,2.0,2.0,1.0,2.0,,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,,,,,,,,,,100.0,,44.0,,44.0,,,,,,,
247160183,Палстар,gordunni,37.0,5911.0,67.0,27.0,33.0,25.0,57.0,100.0,83.0,67.0,43.0,43.0,67.0,,,,0.0,,3.0,11.0,3.0,16.0,7.0,5.0,6.0,12.0,7.0,7.0,9.0,,,,2.0,,2.0,3.0,1.0,4.0,4.0,5.0,5.0,8.0,3.0,3.0,6.0,,,,0.0,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
101386919,Azadaka,khaz-modan,8.0,2330.0,57.0,29.0,0.0,33.0,50.0,33.0,100.0,0.0,0.0,50.0,25.0,100.0,100.0,,0.0,,7.0,21.0,2.0,3.0,2.0,9.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,1.0,,4.0,6.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,17.0,,6.0,,1.0,,,,,,
171490413,Celene,cthun,76.0,23731.0,35.0,48.0,39.0,48.0,51.0,45.0,55.0,31.0,69.0,53.0,100.0,40.0,50.0,60.0,100.0,100.0,51.0,110.0,62.0,66.0,91.0,44.0,11.0,13.0,13.0,15.0,3.0,5.0,2.0,5.0,1.0,1.0,18.0,53.0,24.0,32.0,46.0,20.0,6.0,4.0,9.0,8.0,3.0,2.0,1.0,3.0,1.0,1.0,,100.0,,1.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,
145849552,Jhonnycrash,pozzo-delleternità,45.0,4630.0,40.0,25.0,75.0,55.0,14.0,71.0,18.0,55.0,67.0,12.0,67.0,0.0,50.0,40.0,0.0,25.0,5.0,4.0,4.0,11.0,7.0,14.0,11.0,11.0,15.0,8.0,3.0,1.0,6.0,5.0,2.0,4.0,2.0,1.0,3.0,6.0,1.0,10.0,2.0,6.0,10.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,100.0,20.0,1.0,5.0,1.0,1.0,,,,,50.0,,2.0,,1.0,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,62.0,50.0,47.0,32.0,37.0,50.0,,25.0,0.0,33.0,100.0,,,,,,24.0,26.0,32.0,31.0,43.0,16.0,,4.0,3.0,3.0,1.0,,,,,,15.0,13.0,15.0,10.0,16.0,8.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
174509571,Kethmil,dun-modr,7.0,382.0,33.0,,,0.0,,100.0,,,,,,,0.0,,100.0,,3.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,0.0,,1.0,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
152789283,Bimm,gilneas,69.0,3766.0,40.0,50.0,33.0,50.0,,71.0,60.0,50.0,100.0,100.0,21.0,50.0,67.0,0.0,50.0,50.0,5.0,4.0,3.0,4.0,,7.0,5.0,4.0,5.0,1.0,14.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,5.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,,50.0,,2.0,,1.0,100.0,2.0,2.0,100.0,,2.0,,2.0,,,,,,,
98593662,Squall,zuluhed,1.0,35842.0,75.0,80.0,87.0,69.0,69.0,67.0,100.0,,50.0,0.0,,0.0,,,,,12.0,50.0,31.0,39.0,16.0,3.0,1.0,,2.0,2.0,,2.0,,,,,9.0,40.0,27.0,27.0,11.0,2.0,1.0,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
192498688,Эндоул,gordunni,12.0,2723.0,0.0,,,100.0,,50.0,0.0,50.0,25.0,0.0,,67.0,100.0,100.0,25.0,,1.0,,,1.0,,2.0,1.0,2.0,4.0,1.0,,3.0,2.0,1.0,4.0,,0.0,,,1.0,,1.0,0.0,1.0,1.0,0.0,,2.0,2.0,1.0,1.0,,,0.0,,1.0,,0.0,25.0,4.0,1.0,100.0,0.0,2.0,1.0,2.0,0.0,,,,,,
153972997,Пыхтиара,gordunni,12.0,4447.0,56.0,57.0,29.0,59.0,0.0,89.0,33.0,71.0,42.0,0.0,33.0,,,,100.0,,9.0,7.0,7.0,17.0,5.0,9.0,6.0,7.0,12.0,5.0,6.0,,,,2.0,,5.0,4.0,2.0,10.0,0.0,8.0,2.0,5.0,5.0,0.0,2.0,,,,2.0,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
244313418,Рэйнметалл,deathguard,7.0,1453.0,100.0,,,0.0,,100.0,0.0,67.0,60.0,67.0,,,67.0,100.0,33.0,0.0,1.0,,,1.0,,1.0,2.0,3.0,5.0,3.0,,,3.0,1.0,3.0,1.0,1.0,,,0.0,,1.0,0.0,2.0,3.0,2.0,,,2.0,1.0,1.0,0.0,,67.0,,3.0,,2.0,,,,,,,,,,,,,,,
161655487,Struendo,zuljin,18.0,11662.0,47.0,50.0,53.0,40.0,0.0,73.0,83.0,50.0,67.0,20.0,,50.0,33.0,75.0,60.0,100.0,15.0,8.0,15.0,15.0,6.0,11.0,6.0,6.0,6.0,5.0,,2.0,3.0,4.0,5.0,1.0,7.0,4.0,8.0,6.0,0.0,8.0,5.0,3.0,4.0,1.0,,1.0,1.0,3.0,3.0,1.0,,50.0,,2.0,,1.0,,,,100.0,,1.0,,1.0,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,67.0,31.0,18.0,13.0,30.0,0.0,24.0,40.0,27.0,38.0,35.0,67.0,33.0,,,,3.0,52.0,22.0,15.0,20.0,1.0,51.0,42.0,56.0,45.0,17.0,12.0,3.0,,,,2.0,16.0,4.0,2.0,6.0,0.0,12.0,17.0,15.0,17.0,6.0,8.0,1.0,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
116201153,Nimplacable,dalaran,14.0,834.0,0.0,,,50.0,,33.0,,0.0,,100.0,,,0.0,33.0,100.0,0.0,1.0,,,2.0,,3.0,,1.0,,1.0,,,2.0,3.0,2.0,1.0,0.0,,,1.0,,1.0,,0.0,,1.0,,,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
116137672,Lilfoot,twisting-nether,10.0,5013.0,50.0,80.0,,80.0,67.0,50.0,33.0,60.0,60.0,40.0,25.0,,75.0,0.0,,100.0,2.0,5.0,,5.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,,4.0,3.0,,1.0,1.0,4.0,,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,3.0,0.0,,1.0,,,,,,,,,,,86.0,,7.0,,6.0,,,,,,
212048875,Санлэнд,gordunni,7.0,1525.0,67.0,,,0.0,,100.0,0.0,100.0,50.0,100.0,,100.0,0.0,33.0,0.0,,3.0,,,1.0,,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,4.0,,2.0,,,0.0,,3.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
175618793,Erdghot,dun-modr,28.0,3230.0,100.0,14.0,33.0,58.0,,,100.0,67.0,50.0,29.0,,43.0,47.0,60.0,100.0,43.0,1.0,7.0,3.0,12.0,,,2.0,6.0,4.0,14.0,,7.0,15.0,5.0,2.0,7.0,1.0,1.0,1.0,7.0,,,2.0,4.0,2.0,4.0,,3.0,7.0,3.0,2.0,3.0,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,
120588514,Opusak,doomhammer,22.0,217.0,,,0.0,0.0,,,,100.0,,,0.0,,,100.0,,,,,1.0,1.0,,,,1.0,,,2.0,,,1.0,,,,,0.0,0.0,,,,1.0,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
144046900,Рахэль,howling-fjord,41.0,94792.0,69.0,62.0,55.0,59.0,49.0,67.0,61.0,50.0,62.0,39.0,71.0,67.0,,50.0,100.0,,218.0,296.0,358.0,199.0,245.0,147.0,87.0,32.0,91.0,33.0,21.0,6.0,,4.0,8.0,,150.0,184.0,198.0,117.0,119.0,99.0,53.0,16.0,56.0,13.0,15.0,4.0,,2.0,8.0,,,100.0,,1.0,,1.0,,,,100.0,100.0,7.0,5.0,7.0,5.0,,,,,,
155201866,Volkmar,zuljin,46.0,8511.0,54.0,62.0,42.0,48.0,32.0,53.0,59.0,75.0,55.0,21.0,50.0,50.0,42.0,43.0,,29.0,24.0,21.0,19.0,31.0,19.0,30.0,29.0,12.0,22.0,14.0,2.0,6.0,12.0,7.0,,7.0,13.0,13.0,8.0,15.0,6.0,16.0,17.0,9.0,12.0,3.0,1.0,3.0,5.0,3.0,,2.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
156266192,Ryuuzaky,colinas-pardas,62.0,5450.0,62.0,75.0,38.0,100.0,,86.0,43.0,50.0,50.0,86.0,81.0,83.0,,0.0,100.0,100.0,8.0,12.0,8.0,4.0,,7.0,7.0,10.0,8.0,7.0,16.0,12.0,,1.0,2.0,2.0,5.0,9.0,3.0,4.0,,6.0,3.0,5.0,4.0,6.0,13.0,10.0,,0.0,2.0,2.0,,100.0,,4.0,,4.0,,,,100.0,,1.0,,1.0,,,,,,,
169778541,Хм,razuvious,14.0,11417.0,67.0,14.0,74.0,81.0,0.0,74.0,60.0,56.0,47.0,46.0,58.0,50.0,,50.0,100.0,,21.0,7.0,27.0,16.0,2.0,19.0,15.0,16.0,17.0,13.0,19.0,4.0,,2.0,3.0,,14.0,1.0,20.0,13.0,0.0,14.0,9.0,9.0,8.0,6.0,11.0,2.0,,1.0,3.0,,,60.0,,10.0,,6.0,,,,,0.0,,1.0,,0.0,,,,,,
174652720,Divinecheese,twisting-nether,11.0,549.0,100.0,,,,,100.0,100.0,0.0,0.0,100.0,,100.0,,,,,1.0,,,,,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,3.0,1.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
171238869,Divino,cthun,26.0,2120.0,50.0,,,100.0,,100.0,100.0,33.0,100.0,50.0,,0.0,75.0,0.0,50.0,75.0,2.0,,,2.0,,4.0,3.0,3.0,4.0,4.0,,3.0,8.0,3.0,2.0,4.0,1.0,,,2.0,,4.0,3.0,1.0,4.0,2.0,,0.0,6.0,0.0,1.0,3.0,,67.0,,3.0,,2.0,,,,,,,,,,,,,,,
158188168,Lottot,hyjal,42.0,12290.0,36.0,62.0,0.0,62.0,,33.0,37.0,32.0,63.0,49.0,42.0,57.0,65.0,50.0,33.0,50.0,22.0,8.0,1.0,8.0,,12.0,35.0,37.0,35.0,51.0,12.0,42.0,48.0,20.0,18.0,16.0,8.0,5.0,0.0,5.0,,4.0,13.0,12.0,22.0,25.0,5.0,24.0,31.0,10.0,6.0,8.0,300.0,0.0,5.0,4.0,15.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,5.0,1.0,0.0,,,,,,
114703205,Äilelame,les-clairvoyants,3.0,9060.0,38.0,61.0,48.0,40.0,100.0,0.0,0.0,33.0,33.0,100.0,,0.0,,,,,16.0,44.0,27.0,10.0,2.0,1.0,1.0,3.0,3.0,1.0,,3.0,,,,,6.0,27.0,13.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
191226508,Housefather,frostmane,1.0,291.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
195546967,Glorjus,nemesis,8.0,531.0,,,,0.0,,,,100.0,,0.0,,100.0,,0.0,0.0,,,,,1.0,,,,1.0,,1.0,,1.0,,2.0,1.0,,,,,0.0,,,,1.0,,0.0,,1.0,,0.0,0.0,,100.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,
106659936,Zimovane,draenor,5.0,1186.0,67.0,40.0,,,0.0,100.0,50.0,50.0,,50.0,,100.0,,50.0,,,3.0,10.0,,,1.0,2.0,2.0,2.0,,2.0,,1.0,,2.0,,,2.0,4.0,,,0.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
118930877,Ssfour,ravencrest,18.0,2400.0,60.0,,,100.0,,0.0,100.0,62.0,75.0,43.0,,80.0,50.0,100.0,0.0,43.0,5.0,,,2.0,,1.0,2.0,8.0,4.0,7.0,,5.0,4.0,8.0,1.0,7.0,3.0,,,2.0,,0.0,2.0,5.0,3.0,3.0,,4.0,2.0,8.0,0.0,3.0,100.0,50.0,1.0,4.0,1.0,2.0,67.0,3.0,2.0,,,,,,,,,,,,
242672733,Автопиролиз,soulflayer,15.0,2742.0,0.0,,,,,0.0,18.0,62.0,57.0,67.0,,42.0,45.0,71.0,100.0,67.0,1.0,,,,,1.0,11.0,8.0,14.0,15.0,,12.0,11.0,7.0,1.0,12.0,0.0,,,,,0.0,2.0,5.0,8.0,10.0,,5.0,5.0,5.0,1.0,8.0,50.0,0.0,16.0,1.0,8.0,0.0,,,,,,,,,,,,,,,
106385058,Drokos,ravencrest,5.0,1221.0,100.0,0.0,,100.0,,,0.0,,50.0,100.0,100.0,100.0,100.0,100.0,,100.0,2.0,2.0,,1.0,,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,0.0,,1.0,,,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,20.0,,5.0,,1.0,,,,,,
154442113,Palanji,antonidas,16.0,853.0,33.0,,,0.0,,100.0,0.0,0.0,75.0,0.0,,100.0,100.0,0.0,33.0,,3.0,,,1.0,,1.0,2.0,1.0,4.0,1.0,,1.0,1.0,1.0,3.0,,1.0,,,0.0,,1.0,0.0,0.0,3.0,0.0,,1.0,1.0,0.0,1.0,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
98572179,Greycloak,kult-der-verdammten,43.0,113872.0,57.0,66.0,60.0,62.0,55.0,58.0,57.0,42.0,46.0,48.0,69.0,62.0,67.0,50.0,25.0,100.0,191.0,320.0,283.0,258.0,232.0,111.0,49.0,31.0,57.0,31.0,16.0,8.0,9.0,4.0,4.0,1.0,108.0,210.0,169.0,160.0,127.0,64.0,28.0,13.0,26.0,15.0,11.0,5.0,6.0,2.0,1.0,1.0,7400.0,,2.0,,148.0,,,,,,,,,,,,,,,,
199760651,Хозбасс,eversong,18.0,1604.0,50.0,,,,,60.0,,,,,,,100.0,100.0,100.0,,2.0,,,,,5.0,,,,,,,2.0,1.0,1.0,,1.0,,,,,3.0,,,,,,,2.0,1.0,1.0,,,100.0,,1.0,,1.0,50.0,2.0,1.0,100.0,,2.0,,2.0,,,,,,,
47118729,Thortue,suramar,40.0,7505.0,40.0,52.0,57.0,33.0,55.0,54.0,39.0,53.0,31.0,21.0,0.0,60.0,0.0,0.0,70.0,0.0,15.0,23.0,21.0,12.0,11.0,13.0,18.0,17.0,26.0,19.0,1.0,5.0,3.0,4.0,10.0,3.0,6.0,12.0,12.0,4.0,6.0,7.0,7.0,9.0,8.0,4.0,0.0,3.0,0.0,0.0,7.0,0.0,,0.0,,3.0,,0.0,,,,,38.0,,8.0,,3.0,,,,,,
174846521,Zerothen,zuljin,38.0,992.0,100.0,,,100.0,,,100.0,0.0,50.0,100.0,,,0.0,100.0,25.0,50.0,1.0,,,1.0,,,2.0,1.0,2.0,1.0,,,2.0,1.0,4.0,2.0,1.0,,,1.0,,,2.0,0.0,1.0,1.0,,,0.0,1.0,1.0,1.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
156424854,Falixix,la-croisade-écarlate,43.0,27492.0,55.0,58.0,70.0,62.0,57.0,50.0,55.0,33.0,50.0,22.0,0.0,,0.0,,,0.0,22.0,62.0,56.0,26.0,42.0,6.0,40.0,6.0,42.0,9.0,1.0,,3.0,,,2.0,12.0,36.0,39.0,16.0,24.0,3.0,22.0,2.0,21.0,2.0,0.0,,0.0,,,0.0,,60.0,,5.0,,3.0,,,,,,,,,,,,,,,
158500283,Dweebini,ravencrest,30.0,324.0,100.0,0.0,100.0,,,,100.0,0.0,,,,,,,0.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,1.0,0.0,1.0,,,,1.0,0.0,,,,,,,0.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
174587149,Emissary,azjolnerub,15.0,1660.0,60.0,,,100.0,,100.0,0.0,100.0,,,,100.0,100.0,50.0,75.0,0.0,5.0,,,1.0,,4.0,2.0,1.0,,,,1.0,1.0,2.0,4.0,1.0,3.0,,,1.0,,4.0,0.0,1.0,,,,1.0,1.0,1.0,3.0,0.0,,40.0,,5.0,,2.0,,,,,,,,,,,,,,,
137177891,Heartfilia,norgannon,22.0,3935.0,83.0,,,40.0,,100.0,20.0,43.0,67.0,71.0,,71.0,60.0,100.0,50.0,71.0,12.0,,,5.0,,6.0,5.0,7.0,6.0,7.0,,7.0,5.0,1.0,4.0,7.0,10.0,,,2.0,,6.0,1.0,3.0,4.0,5.0,,5.0,3.0,1.0,2.0,5.0,0.0,100.0,1.0,6.0,0.0,6.0,,,,,,,,,,,,,,,
