character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Isle of Conquest win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Isle of Conquest played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Alterac Valley won,Isle of Conquest won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Deepwind Gorge (Legacy) win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Deepwind Gorge (Legacy) played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Deepwind Gorge (Legacy) won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
107907348,Félblade,silvermoon,11.0,28413.0,69.0,62.0,44.0,44.0,40.0,50.0,0.0,65.0,73.0,16.0,9.0,5.0,4.0,2.0,45.0,45.0,7.0,4.0,2.0,2.0,0.0,56.0,54.0,52.0,55.0,51.0,56.0,59.0,100.0,108.0,117.0,64.0,47.0,35.0,9.0,41.0,4.0,60.0,63.0,33.0,26.0,18.0,5.0,24.0,4.0,2900.0,33.0,,,100.0,71.0,1.0,3.0,,,1.0,7.0,29.0,1.0,,,1.0,5.0,,,,,,
175959101,Arctïk,marécage-de-zangar,9.0,1438.0,100.0,100.0,0.0,100.0,20.0,50.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,,,100.0,,33.0,33.0,50.0,33.0,,,1.0,,3.0,3.0,4.0,3.0,,,1.0,,1.0,1.0,2.0,1.0,,100.0,,,,33.0,,1.0,,,,3.0,,1.0,,,,1.0,,,,,,
160056280,Lawrs,draenor,13.0,16063.0,45.0,30.0,100.0,,0.0,0.0,,31.0,20.0,1.0,,1.0,1.0,,14.0,6.0,1.0,,0.0,0.0,,53.0,33.0,41.0,58.0,54.0,0.0,48.0,100.0,68.0,49.0,51.0,65.0,26.0,1.0,21.0,3.0,36.0,16.0,21.0,38.0,14.0,0.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
93539639,Emergency,aggra-português,7.0,2876.0,58.0,75.0,100.0,0.0,50.0,0.0,33.0,19.0,4.0,3.0,1.0,4.0,1.0,3.0,11.0,3.0,3.0,0.0,2.0,0.0,1.0,25.0,67.0,25.0,50.0,57.0,67.0,67.0,,4.0,3.0,4.0,4.0,7.0,3.0,6.0,,1.0,2.0,1.0,2.0,4.0,2.0,4.0,,,100.0,,,,0.0,,4.0,,,,1.0,,4.0,,,,0.0,,,,,,
124422982,Lookatmefan,blackrock,14.0,1378.0,100.0,0.0,,100.0,100.0,100.0,100.0,2.0,1.0,,3.0,2.0,3.0,2.0,2.0,0.0,,3.0,2.0,3.0,2.0,0.0,0.0,33.0,100.0,100.0,,40.0,,2.0,1.0,3.0,1.0,2.0,,5.0,,0.0,0.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
20670128,Messii,drakthul,34.0,40031.0,66.0,62.0,38.0,69.0,70.0,67.0,67.0,128.0,40.0,21.0,13.0,10.0,9.0,3.0,84.0,25.0,8.0,9.0,7.0,6.0,2.0,68.0,66.0,67.0,65.0,65.0,86.0,86.0,83.0,156.0,169.0,97.0,101.0,26.0,21.0,14.0,6.0,106.0,112.0,65.0,66.0,17.0,18.0,12.0,5.0,2067.0,,,,80.0,67.0,3.0,,,,5.0,6.0,62.0,,,,4.0,4.0,,,,,,
215318165,Fash,sylvanas,59.0,1107.0,50.0,,100.0,,0.0,100.0,0.0,2.0,,3.0,,1.0,1.0,1.0,1.0,,3.0,,0.0,1.0,0.0,50.0,50.0,0.0,,0.0,67.0,33.0,100.0,4.0,2.0,1.0,,2.0,9.0,3.0,1.0,2.0,1.0,0.0,,0.0,6.0,1.0,1.0,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,
58530031,Hoopoe,dun-modr,33.0,9522.0,41.0,0.0,77.0,50.0,50.0,50.0,50.0,17.0,5.0,13.0,4.0,6.0,4.0,2.0,7.0,0.0,10.0,2.0,3.0,2.0,1.0,56.0,57.0,44.0,52.0,31.0,30.0,62.0,100.0,39.0,23.0,16.0,21.0,16.0,10.0,21.0,3.0,22.0,13.0,7.0,11.0,5.0,3.0,13.0,3.0,350.0,,50.0,100.0,,75.0,2.0,,2.0,13.0,,4.0,7.0,,1.0,13.0,,3.0,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,67.0,0.0,38.0,67.0,33.0,,,3.0,1.0,45.0,12.0,3.0,,,2.0,0.0,17.0,8.0,1.0,,,31.0,18.0,13.0,30.0,24.0,40.0,27.0,35.0,52.0,22.0,15.0,20.0,51.0,42.0,56.0,17.0,16.0,4.0,2.0,6.0,12.0,17.0,15.0,6.0,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,
129841285,Arathõr,archimonde,31.0,8023.0,62.0,33.0,41.0,50.0,100.0,50.0,50.0,16.0,18.0,29.0,4.0,1.0,2.0,2.0,10.0,6.0,12.0,2.0,1.0,1.0,1.0,33.0,56.0,36.0,57.0,57.0,36.0,57.0,33.0,18.0,18.0,11.0,7.0,14.0,22.0,14.0,15.0,6.0,10.0,4.0,4.0,8.0,8.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
172826969,Sabríel,ragnaros,11.0,1324.0,67.0,0.0,100.0,0.0,50.0,,,3.0,1.0,3.0,3.0,4.0,,,2.0,0.0,3.0,0.0,2.0,,,,,60.0,,100.0,67.0,0.0,,,,5.0,,1.0,3.0,3.0,,,,3.0,,1.0,2.0,0.0,,0.0,50.0,,,,75.0,1.0,4.0,,,,4.0,0.0,2.0,,,,3.0,,,,,,
120554741,Hearthledger,magtheridon,5.0,75.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,1.0,,1.0,,,1.0,1.0,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
166626360,Holyonlv,tarren-mill,8.0,787.0,,,33.0,25.0,100.0,50.0,,,,3.0,4.0,1.0,4.0,,,,1.0,1.0,1.0,2.0,,,,0.0,,0.0,50.0,80.0,,,,1.0,,2.0,2.0,5.0,,,,0.0,,0.0,1.0,4.0,,0.0,100.0,,,,0.0,1.0,1.0,,,,1.0,0.0,1.0,,,,0.0,,,,,,
109768936,Kariben,blackmoore,34.0,37019.0,49.0,69.0,59.0,100.0,100.0,60.0,60.0,151.0,62.0,27.0,3.0,3.0,5.0,5.0,74.0,43.0,16.0,3.0,3.0,3.0,3.0,46.0,47.0,43.0,42.0,62.0,52.0,53.0,40.0,142.0,122.0,98.0,105.0,37.0,21.0,49.0,10.0,65.0,57.0,42.0,44.0,23.0,11.0,26.0,4.0,,50.0,,100.0,,,,2.0,,52.0,,,,1.0,,52.0,,,,,,,,
174855508,Aingar,burning-legion,15.0,4831.0,20.0,33.0,75.0,64.0,50.0,62.0,100.0,5.0,3.0,16.0,14.0,10.0,13.0,2.0,1.0,1.0,12.0,9.0,5.0,8.0,2.0,,,89.0,,88.0,75.0,67.0,,,,9.0,,8.0,8.0,9.0,,,,8.0,,7.0,6.0,6.0,,,67.0,,,100.0,45.0,,3.0,,,3.0,11.0,,2.0,,,3.0,5.0,,,,100.0,1.0,1.0
5818326,Florius,arakarahm,42.0,17245.0,49.0,48.0,62.0,0.0,0.0,67.0,,51.0,27.0,21.0,2.0,1.0,3.0,,25.0,13.0,13.0,0.0,0.0,2.0,,37.0,43.0,65.0,62.0,50.0,56.0,38.0,44.0,35.0,28.0,17.0,32.0,12.0,9.0,8.0,9.0,13.0,12.0,11.0,20.0,6.0,5.0,3.0,4.0,,,,,,0.0,,,,,,2.0,,,,,,0.0,,,,,,
100904572,Megano,defias-brotherhood,12.0,36781.0,49.0,49.0,50.0,100.0,100.0,40.0,67.0,72.0,53.0,8.0,3.0,1.0,5.0,3.0,35.0,26.0,4.0,3.0,1.0,2.0,2.0,48.0,51.0,50.0,50.0,37.0,57.0,49.0,,89.0,99.0,76.0,124.0,38.0,7.0,47.0,,43.0,50.0,38.0,62.0,14.0,4.0,23.0,,,50.0,,,,100.0,,10.0,,,,1.0,,5.0,,,,1.0,,,,,,
158992537,Paläca,dun-modr,22.0,1436.0,,,,,,,,,,,,,,,,,,,,,,100.0,33.0,67.0,0.0,100.0,,,,1.0,3.0,3.0,2.0,2.0,,,,1.0,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644249,Xiluva,lightbringer,9.0,4462.0,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,0.0,,50.0,,,,,,1.0,,2.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141110036,Holyhatina,twisting-nether,16.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,1.0,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
166472207,Sancipanci,defias-brotherhood,2.0,196.0,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,0.0,,,,100.0,,,,1.0,,,,1.0,,,,0.0,,,,1.0,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,
242639633,Ффитоняшка,eversong,4.0,395.0,,,100.0,,100.0,,100.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,,50.0,,67.0,,,,,,2.0,,3.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
175998785,Cluther,twisting-nether,3.0,497.0,0.0,,0.0,100.0,100.0,0.0,33.0,1.0,,1.0,1.0,1.0,1.0,3.0,0.0,,0.0,1.0,1.0,0.0,1.0,,,0.0,,100.0,,100.0,,,,1.0,,1.0,,1.0,,,,0.0,,1.0,,1.0,,,,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,
157472178,Khabbazcoo,stormscale,29.0,15492.0,41.0,38.0,56.0,57.0,67.0,50.0,54.0,22.0,16.0,32.0,14.0,12.0,8.0,13.0,9.0,6.0,18.0,8.0,8.0,4.0,7.0,64.0,69.0,66.0,68.0,62.0,65.0,63.0,61.0,105.0,52.0,32.0,19.0,26.0,26.0,41.0,23.0,67.0,36.0,21.0,13.0,16.0,17.0,26.0,14.0,,,50.0,,,53.0,,,2.0,,,15.0,,,1.0,,,8.0,,,,,,
