character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Alterac Valley win_rate,Ashran win_rate,Cooking: Impossible win_rate,Korrak's Revenge win_rate,Alterac Valley played,Ashran played,Cooking: Impossible played,Korrak's Revenge played,Alterac Valley won,Ashran won,Cooking: Impossible won,Korrak's Revenge won,Strand of the Ancients win_rate,Rated Eye of the Storm win_rate,Deepwind Gorge (Legacy) win_rate,Strand of the Ancients played,Rated Eye of the Storm played,Deepwind Gorge (Legacy) played,Strand of the Ancients won,Rated Eye of the Storm won,Deepwind Gorge (Legacy) won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
88557,Incaelum,zuljin,12.0,51541.0,57.0,40.0,90.0,33.0,57.0,50.0,25.0,100.0,,0.0,50.0,40.0,33.0,,50.0,14.0,10.0,10.0,6.0,7.0,6.0,8.0,2.0,,4.0,4.0,5.0,3.0,,2.0,8.0,4.0,9.0,2.0,4.0,3.0,2.0,2.0,,0.0,2.0,2.0,1.0,,1.0,68.0,67.0,,,19.0,6.0,,,13.0,4.0,,,60.0,,75.0,5.0,,4.0,3.0,,3.0,,,
131604785,Donskubinho,burning-legion,24.0,345.0,,,,,,100.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,0.0,,,,1.0,,,,0.0,,,0.0,,,1.0,,,0.0,,,,,
196174109,Berent,silvermoon,15.0,1885.0,,,0.0,50.0,50.0,33.0,75.0,67.0,100.0,40.0,40.0,100.0,67.0,100.0,0.0,,,3.0,2.0,2.0,3.0,4.0,6.0,1.0,5.0,5.0,2.0,3.0,1.0,2.0,,,0.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,67.0,0.0,,40.0,3.0,1.0,,5.0,2.0,0.0,,2.0,,,,,,,,,,,,
10792619,Yakubi,garona,15.0,14313.0,22.0,44.0,46.0,69.0,39.0,19.0,48.0,46.0,25.0,50.0,33.0,,100.0,,,50.0,34.0,41.0,13.0,18.0,16.0,27.0,13.0,4.0,2.0,3.0,,1.0,,,11.0,15.0,19.0,9.0,7.0,3.0,13.0,6.0,1.0,1.0,1.0,,1.0,,,59.0,,,,49.0,,,,29.0,,,,53.0,,71.0,49.0,,7.0,26.0,,5.0,,,
126297427,Steelweaver,twisting-nether,39.0,213.0,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154170010,Zarâ,antonidas,6.0,77.0,,,,,,,,100.0,,100.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170717326,Нортрет,gordunni,93.0,10046.0,25.0,100.0,67.0,0.0,100.0,40.0,50.0,73.0,67.0,233.0,100.0,0.0,75.0,100.0,67.0,8.0,1.0,3.0,1.0,6.0,5.0,6.0,113.0,3.0,3.0,3.0,1.0,4.0,6.0,3.0,2.0,1.0,2.0,0.0,6.0,2.0,3.0,83.0,2.0,7.0,3.0,0.0,3.0,6.0,2.0,67.0,,0.0,,6.0,,1.0,,4.0,,0.0,,,,67.0,,,3.0,,,2.0,,,
174939990,Emberhand,bronze-dragonflight,25.0,1164.0,,,100.0,50.0,67.0,100.0,0.0,50.0,,20.0,,50.0,0.0,,0.0,,,1.0,2.0,3.0,2.0,2.0,2.0,,5.0,,4.0,1.0,,2.0,,,1.0,1.0,2.0,2.0,0.0,1.0,,1.0,,2.0,0.0,,0.0,100.0,67.0,,,1.0,3.0,,,1.0,2.0,,,,,,,,,,,,,,
181483376,Андуралус,gordunni,36.0,5812.0,33.0,0.0,43.0,33.0,83.0,50.0,60.0,36.0,,64.0,45.0,38.0,,,62.0,3.0,1.0,7.0,3.0,6.0,6.0,10.0,11.0,,14.0,11.0,8.0,,,8.0,1.0,0.0,3.0,1.0,5.0,3.0,6.0,4.0,,9.0,5.0,3.0,,,5.0,80.0,50.0,,,5.0,2.0,,,4.0,1.0,,,,,0.0,,,2.0,,,0.0,,,
164839563,Blacksabbäth,argent-dawn,50.0,1367.0,,,0.0,25.0,,100.0,100.0,,,,0.0,50.0,29.0,,,,,1.0,4.0,,1.0,1.0,,,,1.0,2.0,7.0,,,,,0.0,1.0,,1.0,1.0,,,,0.0,1.0,2.0,,,40.0,100.0,,,5.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,
154902158,Gassander,antonidas,5.0,2002.0,40.0,75.0,0.0,75.0,60.0,50.0,0.0,50.0,,,,,,,,5.0,4.0,1.0,4.0,5.0,4.0,3.0,2.0,,,,,,,,2.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,,,,,,,,67.0,,,100.0,3.0,,,1.0,2.0,,,1.0,25.0,,0.0,8.0,,2.0,2.0,,0.0,,,
218151876,Keiser,sylvanas,4.0,18227.0,,,0.0,0.0,50.0,,,,,,,100.0,100.0,,50.0,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,2.0,,,0.0,0.0,1.0,,,,,,,1.0,1.0,,1.0,0.0,0.0,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,
193784050,Nodl,silvermoon,13.0,3134.0,,,0.0,83.0,22.0,33.0,50.0,46.0,,57.0,50.0,62.0,40.0,,50.0,,,1.0,6.0,9.0,9.0,8.0,13.0,,7.0,6.0,8.0,5.0,,2.0,,,0.0,5.0,2.0,3.0,4.0,6.0,,4.0,3.0,5.0,2.0,,1.0,25.0,60.0,,,4.0,5.0,,,1.0,3.0,,,,17.0,,,6.0,,,1.0,,,,
106858546,Edenaa,antonidas,36.0,2408.0,55.0,50.0,0.0,0.0,38.0,20.0,23.0,50.0,,,,,0.0,,,11.0,10.0,1.0,1.0,8.0,15.0,13.0,12.0,,,,,1.0,,,6.0,5.0,0.0,0.0,3.0,3.0,3.0,6.0,,,,,0.0,,,0.0,100.0,,,3.0,1.0,,,0.0,1.0,,,100.0,,38.0,2.0,,8.0,2.0,,3.0,,,
153391084,Ereboss,argent-dawn,32.0,7666.0,,,71.0,0.0,56.0,77.0,70.0,70.0,100.0,62.0,71.0,62.0,100.0,100.0,29.0,,,7.0,1.0,9.0,13.0,10.0,27.0,1.0,8.0,28.0,13.0,2.0,1.0,7.0,,,5.0,0.0,5.0,10.0,7.0,19.0,1.0,5.0,20.0,8.0,2.0,1.0,2.0,67.0,0.0,,60.0,6.0,1.0,,5.0,4.0,0.0,,3.0,,,100.0,,,1.0,,,1.0,100.0,4.0,4.0
167643865,Rumpsteak,blackrock,5.0,463.0,,,,,100.0,0.0,0.0,50.0,,50.0,86.0,0.0,,,0.0,,,,,1.0,1.0,2.0,2.0,,2.0,7.0,1.0,,,1.0,,,,,1.0,0.0,0.0,1.0,,1.0,6.0,0.0,,,0.0,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,
116008853,Shiccu,antonidas,1.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,
158137115,Setsuko,blackmoore,23.0,1985.0,100.0,,67.0,,,57.0,75.0,50.0,,50.0,25.0,100.0,,,0.0,1.0,,3.0,,,7.0,4.0,2.0,,2.0,4.0,2.0,,,1.0,1.0,,2.0,,,4.0,3.0,1.0,,1.0,1.0,2.0,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,
75169370,Copgun,senjin,91.0,31177.0,41.0,59.0,49.0,52.0,12.0,33.0,55.0,25.0,,100.0,50.0,,100.0,100.0,100.0,100.0,74.0,82.0,33.0,8.0,3.0,11.0,20.0,,2.0,2.0,,1.0,3.0,1.0,41.0,44.0,40.0,17.0,1.0,1.0,6.0,5.0,,2.0,1.0,,1.0,3.0,1.0,53.0,,,100.0,85.0,,,1.0,45.0,,,1.0,39.0,,,84.0,,,33.0,,,,,
127927569,Sóra,dun-morogh,9.0,621.0,,,,,,,100.0,,,,,,0.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,,,,33.0,,,,6.0,,,,2.0,,,,,,,,,,,,
145055997,Tyrhaêl,blackrock,4.0,766.0,,,100.0,0.0,0.0,0.0,0.0,67.0,,0.0,50.0,,0.0,,,,,1.0,1.0,1.0,3.0,1.0,3.0,,1.0,2.0,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58827684,Kuessmich,thrall,19.0,1336.0,50.0,,0.0,0.0,0.0,100.0,,100.0,,100.0,,,,100.0,,6.0,,1.0,1.0,3.0,1.0,,2.0,,1.0,,,,1.0,,3.0,,0.0,0.0,0.0,1.0,,2.0,,1.0,,,,1.0,,0.0,,,,1.0,,,,0.0,,,,,,0.0,,,2.0,,,0.0,,,
140912481,Urbosa,die-aldor,39.0,8642.0,60.0,0.0,58.0,,48.0,45.0,59.0,47.0,29.0,62.0,58.0,56.0,,100.0,71.0,5.0,1.0,26.0,,23.0,31.0,27.0,30.0,7.0,24.0,26.0,9.0,,4.0,7.0,3.0,0.0,15.0,,11.0,14.0,16.0,14.0,2.0,15.0,15.0,5.0,,4.0,5.0,0.0,0.0,,25.0,1.0,1.0,,8.0,0.0,0.0,,2.0,,,67.0,,,9.0,,,6.0,,,
215777677,Jacobus,sylvanas,49.0,9772.0,68.0,62.0,43.0,71.0,45.0,35.0,25.0,41.0,0.0,17.0,50.0,67.0,100.0,,0.0,19.0,16.0,23.0,21.0,11.0,23.0,16.0,32.0,1.0,6.0,6.0,3.0,2.0,,1.0,13.0,10.0,10.0,15.0,5.0,8.0,4.0,13.0,0.0,1.0,3.0,2.0,2.0,,0.0,63.0,,,,51.0,,,,32.0,,,,0.0,,50.0,8.0,,12.0,0.0,,6.0,,,
76128537,Schmalarpala,blackhand,4.0,236.0,,,100.0,,0.0,,0.0,,0.0,,50.0,,,,0.0,,,1.0,,1.0,,1.0,,1.0,,2.0,,,,1.0,,,1.0,,0.0,,0.0,,0.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
45422692,Богал,azuregos,16.0,12527.0,48.0,54.0,51.0,71.0,46.0,38.0,64.0,80.0,,82.0,100.0,0.0,25.0,,,23.0,26.0,35.0,24.0,35.0,8.0,28.0,10.0,,11.0,2.0,1.0,4.0,,,11.0,14.0,18.0,17.0,16.0,3.0,18.0,8.0,,9.0,2.0,0.0,1.0,,,50.0,100.0,,,20.0,1.0,,,10.0,1.0,,,33.0,,67.0,15.0,,3.0,5.0,,2.0,,,
122722231,Kluni,blackmoore,20.0,720.0,67.0,,100.0,100.0,,,,,,,,,,,,3.0,,2.0,1.0,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,50.0,0.0,,,2.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,
61487434,Lumidei,ungoro,74.0,1289.0,0.0,0.0,100.0,86.0,100.0,50.0,0.0,0.0,,,50.0,50.0,0.0,,100.0,1.0,1.0,2.0,7.0,2.0,4.0,1.0,1.0,,,2.0,4.0,4.0,,2.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,,,1.0,2.0,0.0,,2.0,86.0,0.0,,,7.0,4.0,,,6.0,0.0,,,,,,,,,,,,,,
161416551,Kiím,norgannon,9.0,1283.0,,,,80.0,,,,,,,,,50.0,,0.0,,,,5.0,,,,,,,,,2.0,,1.0,,,,4.0,,,,,,,,,1.0,,0.0,0.0,75.0,,100.0,1.0,4.0,,1.0,0.0,3.0,,1.0,,,,,,,,,,,,
165252855,Yelruna,die-aldor,37.0,160.0,,,,,0.0,,,0.0,,25.0,100.0,0.0,,,0.0,,,,,2.0,,,1.0,,4.0,1.0,2.0,,,1.0,,,,,0.0,,,0.0,,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
168690705,Vegazm,aegwynn,3.0,147.0,,,100.0,,0.0,50.0,,,100.0,,,,,100.0,,,,1.0,,1.0,2.0,,,1.0,,,,,1.0,,,,1.0,,0.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,
75147360,Giftschlag,senjin,24.0,40230.0,42.0,45.0,58.0,33.0,17.0,40.0,50.0,38.0,33.0,64.0,29.0,57.0,44.0,100.0,33.0,125.0,118.0,43.0,27.0,18.0,20.0,22.0,24.0,3.0,11.0,7.0,7.0,9.0,2.0,3.0,52.0,53.0,25.0,9.0,3.0,8.0,11.0,9.0,1.0,7.0,2.0,4.0,4.0,2.0,1.0,51.0,,,33.0,69.0,,,6.0,35.0,,,2.0,48.0,,83.0,46.0,,6.0,22.0,,5.0,,,
148084626,Aysu,dalaran,37.0,278.0,,,,100.0,,,0.0,,0.0,,0.0,,,,0.0,,,,3.0,,,2.0,,1.0,,1.0,,,,1.0,,,,3.0,,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
154304612,Profi,lordaeron,14.0,5311.0,60.0,0.0,0.0,,25.0,100.0,100.0,25.0,,,0.0,,0.0,,33.0,5.0,2.0,1.0,,4.0,1.0,1.0,4.0,,,1.0,,1.0,,3.0,3.0,0.0,0.0,,1.0,1.0,1.0,1.0,,,0.0,,0.0,,1.0,0.0,,,,3.0,,,,0.0,,,,,,100.0,,,1.0,,,1.0,,,
69100948,Angel,shattrath,1.0,94.0,,,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,1.0,,,0.0,,,,,
127168376,Andgrod,minahonda,16.0,4570.0,85.0,55.0,55.0,75.0,35.0,67.0,71.0,44.0,50.0,75.0,50.0,75.0,,,,13.0,11.0,11.0,4.0,17.0,18.0,17.0,16.0,2.0,4.0,6.0,4.0,,,,11.0,6.0,6.0,3.0,6.0,12.0,12.0,7.0,1.0,3.0,3.0,3.0,,,,0.0,,,,2.0,,,,0.0,,,,44.0,,59.0,9.0,,17.0,4.0,,10.0,,,
147281597,Chrinø,khaz-modan,2.0,561.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
28743645,Silvos,chamber-of-aspects,26.0,14163.0,52.0,46.0,43.0,67.0,0.0,,100.0,75.0,,200.0,,,,,100.0,33.0,26.0,23.0,3.0,1.0,,1.0,4.0,,1.0,,,,,1.0,17.0,12.0,10.0,2.0,0.0,,1.0,3.0,,2.0,,,,,1.0,43.0,0.0,,,14.0,1.0,,,6.0,0.0,,,48.0,,,25.0,,,12.0,,,,,
164020040,Izary,dalaran,12.0,1396.0,100.0,,100.0,0.0,0.0,33.0,25.0,33.0,,100.0,0.0,0.0,0.0,,,3.0,,1.0,1.0,4.0,3.0,4.0,3.0,,1.0,2.0,2.0,1.0,,,3.0,,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,,50.0,0.0,,,2.0,1.0,,,1.0,0.0,,,100.0,,100.0,1.0,,1.0,1.0,,1.0,,,
172720361,Boeykep,silvermoon,2.0,939.0,65.0,0.0,,,,,,100.0,,,,,,,,20.0,1.0,,,,,,1.0,,,,,,,,13.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168422098,Zeìko,archimonde,30.0,1631.0,,0.0,0.0,50.0,100.0,25.0,0.0,33.0,,50.0,50.0,33.0,67.0,,33.0,,1.0,1.0,2.0,3.0,4.0,2.0,3.0,,2.0,4.0,3.0,3.0,,3.0,,0.0,0.0,1.0,3.0,1.0,0.0,1.0,,1.0,2.0,1.0,2.0,,1.0,20.0,,,,5.0,,,,1.0,,,,,0.0,33.0,,1.0,3.0,,0.0,1.0,,,
133136923,Valsatra,ragnaros,28.0,870.0,33.0,,,,50.0,50.0,50.0,75.0,,0.0,,0.0,,100.0,100.0,3.0,,,,2.0,2.0,2.0,4.0,,1.0,,1.0,,1.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,,0.0,,0.0,,1.0,2.0,100.0,,,,1.0,,,,1.0,,,,0.0,,,1.0,,,0.0,,,,,
173803269,Beamix,kazzak,41.0,803.0,,,75.0,,33.0,50.0,44.0,0.0,,100.0,0.0,100.0,,,,,,4.0,,3.0,2.0,9.0,2.0,,1.0,2.0,1.0,,,,,,3.0,,1.0,1.0,4.0,0.0,,1.0,0.0,1.0,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,
174638686,Alcakpushed,twisting-nether,26.0,1354.0,,,50.0,0.0,67.0,100.0,,50.0,,17.0,100.0,100.0,100.0,,0.0,,,4.0,1.0,3.0,1.0,,2.0,,6.0,1.0,2.0,3.0,,1.0,,,2.0,0.0,2.0,1.0,,1.0,,1.0,1.0,2.0,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
90833227,Kaidan,minahonda,22.0,51713.0,51.0,51.0,48.0,36.0,48.0,67.0,43.0,52.0,,120.0,0.0,33.0,,,0.0,100.0,127.0,54.0,39.0,90.0,21.0,104.0,21.0,,5.0,1.0,6.0,,,1.0,51.0,65.0,26.0,14.0,43.0,14.0,45.0,11.0,,6.0,0.0,2.0,,,0.0,54.0,,,0.0,80.0,,,1.0,43.0,,,0.0,49.0,,27.0,75.0,,11.0,37.0,,3.0,,,
139789995,Paspique,archimonde,20.0,5575.0,29.0,50.0,45.0,46.0,41.0,55.0,50.0,56.0,,67.0,100.0,50.0,0.0,,50.0,7.0,6.0,11.0,13.0,17.0,11.0,16.0,16.0,,9.0,3.0,2.0,2.0,,2.0,2.0,3.0,5.0,6.0,7.0,6.0,8.0,9.0,,6.0,3.0,1.0,0.0,,1.0,33.0,,,,6.0,,,,2.0,,,,50.0,,,16.0,,,8.0,,,,,
128702113,Kîssdead,hyjal,8.0,638.0,,,,,50.0,,0.0,33.0,,,50.0,0.0,,,100.0,,,,,2.0,,1.0,3.0,,,2.0,1.0,,,1.0,,,,,1.0,,0.0,1.0,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,,50.0,,,2.0,,,1.0,,,
155296042,Palîan,frostwolf,16.0,5128.0,,,50.0,67.0,31.0,77.0,53.0,82.0,100.0,82.0,58.0,50.0,0.0,,53.0,,,8.0,3.0,16.0,22.0,15.0,11.0,1.0,17.0,19.0,20.0,1.0,,19.0,,,4.0,2.0,5.0,17.0,8.0,9.0,1.0,14.0,11.0,10.0,0.0,,10.0,50.0,100.0,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
177544791,Mottek,aegwynn,6.0,1204.0,,,0.0,,100.0,83.0,67.0,50.0,,75.0,60.0,80.0,100.0,,0.0,,,1.0,,1.0,6.0,3.0,2.0,,4.0,5.0,5.0,1.0,,3.0,,,0.0,,1.0,5.0,2.0,1.0,,3.0,3.0,4.0,1.0,,0.0,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,
167395818,Mortharon,blackrock,16.0,7407.0,50.0,67.0,50.0,29.0,78.0,73.0,55.0,65.0,,67.0,40.0,64.0,56.0,100.0,,18.0,18.0,14.0,21.0,23.0,26.0,11.0,23.0,,3.0,5.0,11.0,9.0,5.0,,9.0,12.0,7.0,6.0,18.0,19.0,6.0,15.0,,2.0,2.0,7.0,5.0,5.0,,46.0,50.0,,,13.0,2.0,,,6.0,1.0,,,78.0,,54.0,9.0,,13.0,7.0,,7.0,,,
152843268,Raul,gilneas,39.0,27509.0,36.0,82.0,33.0,67.0,29.0,20.0,40.0,50.0,,67.0,67.0,100.0,12.0,,25.0,22.0,17.0,18.0,3.0,7.0,5.0,10.0,4.0,,6.0,3.0,1.0,8.0,,4.0,8.0,14.0,6.0,2.0,2.0,1.0,4.0,2.0,,4.0,2.0,1.0,1.0,,1.0,58.0,100.0,,0.0,33.0,1.0,,1.0,19.0,1.0,,0.0,43.0,,,7.0,,,3.0,,,,,
142298467,Dudadey,dun-modr,13.0,3119.0,50.0,40.0,60.0,100.0,43.0,33.0,31.0,29.0,,50.0,50.0,0.0,,100.0,,4.0,5.0,5.0,1.0,7.0,9.0,13.0,14.0,,2.0,2.0,4.0,,2.0,,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,,1.0,1.0,0.0,,2.0,,75.0,,,,4.0,,,,3.0,,,,,,67.0,,,3.0,,,2.0,,,
145358002,Enzela,blackmoore,14.0,11267.0,70.0,89.0,44.0,64.0,0.0,33.0,50.0,50.0,,100.0,67.0,25.0,0.0,,100.0,10.0,9.0,9.0,11.0,2.0,3.0,2.0,4.0,,3.0,3.0,4.0,1.0,,1.0,7.0,8.0,4.0,7.0,0.0,1.0,1.0,2.0,,3.0,2.0,1.0,0.0,,1.0,69.0,0.0,,70.0,13.0,2.0,,10.0,9.0,0.0,,7.0,73.0,,,11.0,,,8.0,,,,,
120568912,Hawke,lothar,40.0,11686.0,60.0,67.0,86.0,50.0,0.0,50.0,0.0,,,,,,,,,5.0,3.0,7.0,12.0,1.0,2.0,3.0,,,,,,,,,3.0,2.0,6.0,6.0,0.0,1.0,0.0,,,,,,,,,83.0,,,,6.0,,,,5.0,,,,15.0,,0.0,13.0,,1.0,2.0,,0.0,,,
241709246,Tanhlir,sylvanas,22.0,1083.0,,,33.0,75.0,33.0,0.0,,50.0,14.0,,,0.0,0.0,,100.0,,,3.0,4.0,3.0,1.0,,2.0,7.0,,,1.0,1.0,,1.0,,,1.0,3.0,1.0,0.0,,1.0,1.0,,,0.0,0.0,,1.0,100.0,0.0,,,2.0,2.0,,,2.0,0.0,,,,,,,,,,,,,,
110547298,Valkiria,arthas,3.0,858.0,100.0,75.0,,100.0,100.0,,,,,,,,,,100.0,1.0,12.0,,1.0,1.0,,,,,,,,,,1.0,1.0,9.0,,1.0,1.0,,,,,,,,,,1.0,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
64881230,Elôo,area-52,15.0,5210.0,54.0,62.0,45.0,91.0,33.0,33.0,20.0,38.0,100.0,25.0,0.0,0.0,45.0,,67.0,13.0,8.0,11.0,11.0,9.0,15.0,5.0,13.0,1.0,4.0,1.0,3.0,11.0,,3.0,7.0,5.0,5.0,10.0,3.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,,2.0,59.0,0.0,,,17.0,1.0,,,10.0,0.0,,,33.0,,50.0,3.0,,2.0,1.0,,1.0,,,
99925276,Størmtrøøper,khaz-modan,10.0,22578.0,40.0,29.0,23.0,24.0,50.0,80.0,53.0,29.0,,75.0,50.0,,,,0.0,145.0,94.0,61.0,25.0,14.0,5.0,15.0,7.0,,4.0,2.0,,,,1.0,58.0,27.0,14.0,6.0,7.0,4.0,8.0,2.0,,3.0,1.0,,,,0.0,24.0,,,27.0,21.0,,,11.0,5.0,,,3.0,38.0,,100.0,64.0,,3.0,24.0,,3.0,,,
182548954,Vusten,outland,11.0,1027.0,,,,100.0,,,50.0,75.0,,25.0,43.0,100.0,,100.0,0.0,,,,1.0,,,4.0,4.0,,4.0,7.0,2.0,,1.0,1.0,,,,1.0,,,2.0,3.0,,1.0,3.0,2.0,,1.0,0.0,100.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,
110378821,Mireyla,senjin,23.0,2972.0,67.0,,80.0,0.0,50.0,33.0,50.0,33.0,57.0,600.0,33.0,0.0,0.0,100.0,,3.0,,5.0,4.0,6.0,6.0,12.0,6.0,7.0,1.0,3.0,1.0,2.0,5.0,,2.0,,4.0,0.0,3.0,2.0,6.0,2.0,4.0,6.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,50.0,,,2.0,,,1.0,,,
83839619,Moerae,zirkel-des-cenarius,4.0,1313.0,67.0,60.0,67.0,60.0,,,,,,,,,,,,3.0,5.0,3.0,5.0,,,,,,,,,,,,2.0,3.0,2.0,3.0,,,,,,,,,,,,67.0,,,,3.0,,,,2.0,,,,33.0,,,3.0,,,1.0,,,,,
59570369,Tränkchen,ungoro,53.0,3406.0,60.0,60.0,67.0,50.0,,0.0,100.0,100.0,,50.0,,,0.0,,,15.0,15.0,15.0,10.0,,1.0,2.0,1.0,,2.0,,,1.0,,,9.0,9.0,10.0,5.0,,0.0,2.0,1.0,,1.0,,,0.0,,,60.0,,,,5.0,,,,3.0,,,,50.0,,,10.0,,,5.0,,,,,
166944348,Bahldur,die-ewige-wacht,3.0,158.0,,,,,0.0,0.0,,0.0,,,0.0,0.0,,,100.0,,,,,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
142307880,Mska,twisting-nether,10.0,2181.0,33.0,50.0,100.0,,85.0,46.0,56.0,62.0,,133.0,,,,,0.0,12.0,8.0,2.0,,13.0,13.0,9.0,13.0,,3.0,,,,,1.0,4.0,4.0,2.0,,11.0,6.0,5.0,8.0,,4.0,,,,,0.0,50.0,,,,2.0,,,,1.0,,,,,0.0,100.0,,1.0,1.0,,0.0,1.0,,,
155141153,Aradax,antonidas,14.0,1428.0,,,100.0,33.0,0.0,100.0,,100.0,,0.0,0.0,,33.0,,,,,2.0,3.0,1.0,2.0,,1.0,,1.0,2.0,,3.0,,,,,2.0,1.0,0.0,2.0,,1.0,,0.0,0.0,,1.0,,,100.0,20.0,,,4.0,5.0,,,4.0,1.0,,,,,,,,,,,,0.0,2.0,0.0
196969136,Pitma,the-maelstrom,3.0,542.0,,,100.0,,0.0,,,,,0.0,,100.0,,,0.0,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,0.0,,,,,0.0,,1.0,,,0.0,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
167075540,Nosc,thrall,33.0,5715.0,,,80.0,39.0,80.0,67.0,89.0,75.0,,67.0,100.0,60.0,43.0,,86.0,,,5.0,23.0,5.0,3.0,9.0,4.0,,3.0,4.0,5.0,7.0,,7.0,,,4.0,9.0,4.0,2.0,8.0,3.0,,2.0,4.0,3.0,3.0,,6.0,51.0,100.0,,100.0,37.0,5.0,,1.0,19.0,5.0,,1.0,,,,,,,,,,,,
168784801,Dween,dalaran,10.0,1314.0,,,,40.0,50.0,0.0,20.0,0.0,,62.0,50.0,33.0,,,100.0,,,,5.0,2.0,1.0,5.0,1.0,,8.0,6.0,6.0,,,1.0,,,,2.0,1.0,0.0,1.0,0.0,,5.0,3.0,2.0,,,1.0,50.0,50.0,,,4.0,4.0,,,2.0,2.0,,,,100.0,,,1.0,,,1.0,,,,
