character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge win_rate,Deepwind Gorge played,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Cooking: Impossible win_rate,Southshore vs. Tarren Mill played,Cooking: Impossible played,Southshore vs. Tarren Mill won,Cooking: Impossible won
64386231,Ziki,medivh,113.0,3518.0,62.0,40.0,0.0,50.0,36.0,62.0,27.0,25.0,57.0,33.0,0.0,,,,,,0.0,100.0,8.0,10.0,11.0,16.0,14.0,8.0,15.0,4.0,7.0,6.0,1.0,,,,,,1.0,4.0,5.0,4.0,0.0,8.0,5.0,5.0,4.0,1.0,4.0,2.0,0.0,,,,,,0.0,4.0,,,,,,,,,,,,,,,
143407894,Saintsang,dalaran,20.0,14451.0,36.0,33.0,43.0,40.0,44.0,51.0,12.0,50.0,43.0,40.0,,,,,0.0,,,,36.0,48.0,44.0,42.0,25.0,39.0,8.0,2.0,7.0,5.0,,,,,1.0,,,,13.0,16.0,19.0,17.0,11.0,20.0,1.0,1.0,3.0,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,
116819031,Braocka,medivh,20.0,814.0,0.0,,,,,100.0,100.0,100.0,,0.0,,0.0,,,,,33.0,,1.0,,,,,2.0,1.0,1.0,,1.0,,2.0,,,,,3.0,,0.0,,,,,2.0,1.0,1.0,,0.0,,0.0,,,,,1.0,,0.0,1.0,0.0,,,,,,,,,,,,
73318752,Willeena,les-clairvoyants,99.0,10546.0,67.0,36.0,25.0,50.0,43.0,60.0,0.0,50.0,,20.0,,,,,,,,,9.0,11.0,24.0,6.0,7.0,5.0,1.0,2.0,,10.0,,,,,,,,,6.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
197550361,Lustucrü,archimonde,64.0,16985.0,25.0,64.0,43.0,51.0,31.0,45.0,55.0,25.0,29.0,56.0,60.0,,,150.0,0.0,,,,12.0,96.0,103.0,43.0,39.0,11.0,22.0,24.0,24.0,16.0,5.0,,,2.0,1.0,,,,3.0,61.0,44.0,22.0,12.0,5.0,12.0,6.0,7.0,9.0,3.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,49.0,62.0,54.0,60.0,58.0,40.0,56.0,59.0,70.0,79.0,76.0,,,100.0,0.0,,,,39.0,110.0,79.0,52.0,53.0,30.0,70.0,27.0,91.0,24.0,21.0,,,1.0,2.0,,,,19.0,68.0,43.0,31.0,31.0,12.0,39.0,16.0,64.0,19.0,16.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,
77261493,Yunica,ysondre,41.0,180.0,,,,,,,0.0,,33.0,100.0,,,,0.0,100.0,,,,,,,,,,1.0,,3.0,1.0,,,,1.0,2.0,,,,,,,,,,0.0,,1.0,1.0,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
182510604,Oswäld,archimonde,42.0,3262.0,50.0,,,67.0,,100.0,40.0,43.0,50.0,57.0,,100.0,67.0,50.0,17.0,75.0,0.0,,2.0,,,3.0,,1.0,5.0,7.0,8.0,7.0,,1.0,3.0,6.0,12.0,4.0,1.0,,1.0,,,2.0,,1.0,2.0,3.0,4.0,4.0,,1.0,2.0,3.0,2.0,3.0,0.0,,0.0,5.0,0.0,67.0,6.0,4.0,50.0,8.0,4.0,,,,,,
226096042,Bleguta,sylvanas,18.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,
177051271,Unclebeast,pozzo-delleternità,17.0,4576.0,33.0,,,75.0,,75.0,91.0,64.0,33.0,46.0,,100.0,,62.0,40.0,57.0,50.0,100.0,3.0,,,4.0,,4.0,11.0,11.0,9.0,13.0,,3.0,,13.0,5.0,7.0,4.0,7.0,1.0,,,3.0,,3.0,10.0,7.0,3.0,6.0,,3.0,,8.0,2.0,4.0,2.0,7.0,40.0,5.0,2.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,
185755972,Аэктаан,gordunni,26.0,4811.0,75.0,100.0,67.0,78.0,,50.0,62.0,0.0,67.0,46.0,50.0,0.0,100.0,57.0,55.0,100.0,50.0,,4.0,2.0,3.0,9.0,,4.0,13.0,6.0,9.0,13.0,4.0,1.0,3.0,7.0,11.0,6.0,2.0,,3.0,2.0,2.0,7.0,,2.0,8.0,0.0,6.0,6.0,2.0,0.0,3.0,4.0,6.0,6.0,1.0,,50.0,4.0,2.0,,,,,,,,,,,,
164840523,Kreùos,khaz-modan,5.0,1176.0,67.0,,0.0,0.0,,,25.0,0.0,67.0,20.0,,,,0.0,0.0,100.0,50.0,,3.0,,1.0,1.0,,,4.0,2.0,3.0,5.0,,,,1.0,1.0,1.0,2.0,,2.0,,0.0,0.0,,,1.0,0.0,2.0,1.0,,,,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,,,,0.0,1.0,0.0,,,,,,
125896747,Acupan,dalaran,9.0,4303.0,56.0,33.0,83.0,67.0,40.0,40.0,0.0,33.0,50.0,100.0,0.0,,,,100.0,,100.0,,9.0,15.0,6.0,6.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,,,,1.0,,3.0,,5.0,5.0,5.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,,,,1.0,,3.0,,0.0,1.0,0.0,,,,,,,,,,,,
155690604,Lacade,medivh,29.0,84.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,67.0,31.0,18.0,13.0,30.0,0.0,24.0,40.0,27.0,38.0,35.0,,0.0,67.0,33.0,,,,3.0,52.0,22.0,15.0,20.0,1.0,51.0,42.0,56.0,45.0,17.0,,1.0,12.0,3.0,,,,2.0,16.0,4.0,2.0,6.0,0.0,12.0,17.0,15.0,17.0,6.0,,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,50.0,50.0,67.0,0.0,,0.0,60.0,17.0,62.0,50.0,0.0,,,83.0,,0.0,,,2.0,8.0,3.0,3.0,,1.0,5.0,6.0,8.0,2.0,1.0,,,6.0,,1.0,,,1.0,4.0,2.0,0.0,,0.0,3.0,1.0,5.0,1.0,0.0,,,5.0,,0.0,,,0.0,1.0,0.0,,,,,,,,,,,,
156018554,Pestiferos,ysondre,7.0,43.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177201981,Тенелом,azuregos,69.0,38416.0,57.0,45.0,44.0,61.0,60.0,48.0,49.0,68.0,52.0,62.0,61.0,50.0,100.0,74.0,43.0,75.0,100.0,,21.0,104.0,50.0,49.0,40.0,52.0,78.0,56.0,65.0,45.0,28.0,2.0,1.0,19.0,7.0,4.0,1.0,,12.0,47.0,22.0,30.0,24.0,25.0,38.0,38.0,34.0,28.0,17.0,1.0,1.0,14.0,3.0,3.0,1.0,,0.0,3.0,0.0,,,,0.0,2.0,0.0,,,,,,
96517044,Ританнэ,soulflayer,63.0,22197.0,58.0,56.0,58.0,57.0,65.0,45.0,52.0,70.0,56.0,57.0,64.0,,,60.0,71.0,75.0,,,12.0,143.0,74.0,76.0,63.0,11.0,124.0,66.0,88.0,70.0,55.0,,,5.0,14.0,8.0,,,7.0,80.0,43.0,43.0,41.0,5.0,64.0,46.0,49.0,40.0,35.0,,,3.0,10.0,6.0,,,100.0,1.0,1.0,,,,,,,,,,,,
84582695,Firionel,dun-modr,40.0,37301.0,51.0,43.0,38.0,48.0,44.0,83.0,53.0,37.0,45.0,49.0,52.0,,100.0,,33.0,50.0,0.0,,119.0,138.0,94.0,65.0,64.0,47.0,75.0,41.0,76.0,35.0,25.0,,2.0,,3.0,2.0,2.0,,61.0,60.0,36.0,31.0,28.0,39.0,40.0,15.0,34.0,17.0,13.0,,2.0,,1.0,1.0,0.0,,0.0,2.0,0.0,,,,,,,,,,,,
167726621,Jessicalba,elune,82.0,134425.0,50.0,54.0,52.0,59.0,55.0,62.0,56.0,43.0,58.0,45.0,56.0,,33.0,50.0,36.0,57.0,7.0,100.0,218.0,579.0,440.0,374.0,267.0,198.0,227.0,155.0,257.0,143.0,79.0,,9.0,12.0,11.0,7.0,14.0,4.0,110.0,311.0,227.0,219.0,146.0,122.0,127.0,67.0,148.0,65.0,44.0,,3.0,6.0,4.0,4.0,1.0,4.0,100.0,1.0,1.0,,,,100.0,1.0,1.0,,,,,,
244313418,Рэйнметалл,deathguard,7.0,1453.0,100.0,,,0.0,,100.0,0.0,67.0,60.0,67.0,,67.0,,,67.0,100.0,33.0,,1.0,,,1.0,,1.0,2.0,3.0,5.0,3.0,,3.0,,,3.0,1.0,3.0,,1.0,,,0.0,,1.0,0.0,2.0,3.0,2.0,,2.0,,,2.0,1.0,1.0,,0.0,1.0,0.0,,,,,,,,,,,,
191510274,Palaberg,kazzak,6.0,35.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
144955481,Itsmesalz,twisting-nether,28.0,23386.0,64.0,58.0,59.0,61.0,49.0,18.0,61.0,80.0,65.0,48.0,68.0,,,100.0,,0.0,,,25.0,55.0,87.0,44.0,37.0,28.0,71.0,30.0,43.0,31.0,22.0,,,1.0,,1.0,,,16.0,32.0,51.0,27.0,18.0,5.0,43.0,24.0,28.0,15.0,15.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,
177702679,Draho,dalaran,47.0,650.0,100.0,50.0,67.0,25.0,,,100.0,0.0,0.0,0.0,,,,,,,,,1.0,2.0,3.0,4.0,,,1.0,3.0,1.0,4.0,,,,,,,,,1.0,1.0,2.0,1.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
178897876,Horgax,silvermoon,7.0,2633.0,75.0,100.0,80.0,0.0,,,0.0,40.0,0.0,27.0,25.0,,,100.0,0.0,100.0,100.0,,4.0,1.0,5.0,1.0,,,1.0,5.0,1.0,11.0,4.0,,,2.0,1.0,1.0,1.0,,3.0,1.0,4.0,0.0,,,0.0,2.0,0.0,3.0,1.0,,,2.0,0.0,1.0,1.0,,,,,,,,100.0,1.0,1.0,,,,,,
166072875,Fasel,blackmoore,30.0,946.0,75.0,,,75.0,,,100.0,50.0,,80.0,,,,100.0,100.0,0.0,0.0,,4.0,,,4.0,,,1.0,4.0,,5.0,,,,2.0,1.0,1.0,1.0,,3.0,,,3.0,,,1.0,2.0,,4.0,,,,2.0,1.0,0.0,0.0,,50.0,2.0,1.0,,,,,,,,,,,,
104867451,Pandoru,uldaman,40.0,2193.0,43.0,,,40.0,25.0,50.0,0.0,58.0,0.0,0.0,50.0,,,0.0,100.0,,,,7.0,,,10.0,4.0,2.0,2.0,12.0,3.0,5.0,8.0,,,1.0,1.0,,,,3.0,,,4.0,1.0,1.0,0.0,7.0,0.0,0.0,4.0,,,0.0,1.0,,,,100.0,2.0,2.0,,,,,,,,,,,,
156979527,Drohg,antonidas,16.0,288.0,,,,,,,100.0,0.0,,100.0,,,,0.0,0.0,,100.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,0.0,,1.0,,,,0.0,0.0,,1.0,,100.0,1.0,1.0,,,,,,,,,,,,
116789373,Toxique,medivh,104.0,611.0,0.0,,,,,,50.0,100.0,0.0,100.0,,100.0,,,50.0,,100.0,,1.0,,,,,,2.0,1.0,1.0,2.0,,1.0,,,2.0,,1.0,,0.0,,,,,,1.0,1.0,0.0,2.0,,1.0,,,1.0,,1.0,,100.0,1.0,1.0,,,,,,,,,,,,
64455664,Bulbizarre,medivh,10.0,48229.0,55.0,55.0,57.0,75.0,65.0,33.0,67.0,0.0,57.0,62.0,,,,90.0,20.0,20.0,80.0,,11.0,47.0,7.0,8.0,17.0,3.0,6.0,4.0,7.0,8.0,,,,10.0,5.0,5.0,5.0,,6.0,26.0,4.0,6.0,11.0,1.0,4.0,0.0,4.0,5.0,,,,9.0,1.0,1.0,4.0,,33.0,6.0,2.0,,,,,,,,,,,,
72667609,Йоказуна,goldrinn,153.0,82069.0,66.0,68.0,59.0,73.0,54.0,51.0,70.0,65.0,71.0,62.0,69.0,100.0,62.0,68.0,63.0,53.0,50.0,100.0,71.0,121.0,107.0,248.0,59.0,39.0,249.0,269.0,233.0,251.0,132.0,1.0,13.0,182.0,145.0,109.0,8.0,10.0,47.0,82.0,63.0,181.0,32.0,20.0,174.0,175.0,165.0,156.0,91.0,1.0,8.0,124.0,91.0,58.0,4.0,10.0,57.0,90.0,51.0,,,,67.0,3.0,2.0,100.0,100.0,1.0,1.0,1.0,1.0
188639381,Bubblebubble,silvermoon,21.0,7960.0,45.0,,,60.0,,45.0,38.0,79.0,38.0,55.0,,57.0,,43.0,64.0,50.0,57.0,,11.0,,,5.0,,11.0,8.0,14.0,8.0,20.0,,7.0,,7.0,11.0,6.0,14.0,,5.0,,,3.0,,5.0,3.0,11.0,3.0,11.0,,4.0,,3.0,7.0,3.0,8.0,,29.0,7.0,2.0,83.0,6.0,5.0,,,,,,,,,
98297602,Bigpile,medivh,22.0,2560.0,50.0,27.0,50.0,0.0,100.0,100.0,60.0,53.0,56.0,42.0,100.0,,,100.0,,,,,2.0,11.0,6.0,2.0,2.0,1.0,10.0,15.0,18.0,19.0,4.0,,,1.0,,,,,1.0,3.0,3.0,0.0,2.0,1.0,6.0,8.0,10.0,8.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,
120675849,Calofonija,arathor,43.0,9542.0,61.0,41.0,62.0,50.0,33.0,82.0,58.0,75.0,24.0,33.0,0.0,50.0,33.0,0.0,0.0,0.0,,,51.0,22.0,13.0,16.0,12.0,11.0,12.0,4.0,17.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,,,31.0,9.0,8.0,8.0,4.0,9.0,7.0,3.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,,,50.0,4.0,2.0,,,,0.0,1.0,0.0,,,,,,
158547193,Trîppertine,antonidas,22.0,2803.0,43.0,,,0.0,,83.0,83.0,57.0,40.0,33.0,,17.0,100.0,38.0,22.0,0.0,33.0,,7.0,,,2.0,,6.0,6.0,7.0,5.0,6.0,,6.0,1.0,8.0,9.0,6.0,3.0,,3.0,,,0.0,,5.0,5.0,4.0,2.0,2.0,,1.0,1.0,3.0,2.0,0.0,1.0,,83.0,6.0,5.0,29.0,7.0,2.0,,,,,,,,,
243090715,Дазорочка,gordunni,8.0,990.0,,,,0.0,,,0.0,,50.0,50.0,,,,50.0,0.0,100.0,100.0,,,,,1.0,,,3.0,,2.0,2.0,,,,2.0,1.0,2.0,1.0,,,,,0.0,,,0.0,,1.0,1.0,,,,1.0,0.0,2.0,1.0,,0.0,1.0,0.0,,,,100.0,1.0,1.0,,,,,,
147226956,Bigcheat,elune,4.0,494.0,0.0,50.0,100.0,100.0,100.0,50.0,,,,,,,,,,,,,1.0,4.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,0.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
150787688,Jigsaaw,amanthul,1.0,4924.0,78.0,,20.0,,33.0,33.0,0.0,14.0,25.0,58.0,,0.0,,,100.0,,,,9.0,,5.0,,12.0,9.0,2.0,7.0,4.0,12.0,,1.0,,,1.0,,,,7.0,,1.0,,4.0,3.0,0.0,1.0,1.0,7.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,
245976554,Verac,kilrogg,20.0,5169.0,58.0,,,71.0,,62.0,50.0,64.0,67.0,60.0,,82.0,,62.0,64.0,62.0,60.0,,12.0,,,14.0,,8.0,12.0,14.0,12.0,10.0,,11.0,,13.0,14.0,13.0,5.0,,7.0,,,10.0,,5.0,6.0,9.0,8.0,6.0,,9.0,,8.0,9.0,8.0,3.0,,67.0,12.0,8.0,0.0,4.0,0.0,,,,,,,,,
188869283,Криштабелла,gordunni,18.0,722.0,100.0,,,100.0,,,100.0,,,0.0,,,,33.0,100.0,,,,1.0,,,1.0,,,1.0,,,2.0,,,,3.0,1.0,,,,1.0,,,1.0,,,1.0,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
115303327,Cycator,suramar,9.0,3132.0,83.0,,,44.0,,100.0,50.0,0.0,38.0,57.0,,50.0,0.0,75.0,0.0,50.0,60.0,,6.0,,,9.0,,3.0,2.0,6.0,8.0,7.0,,2.0,3.0,4.0,7.0,4.0,5.0,,5.0,,,4.0,,3.0,1.0,0.0,3.0,4.0,,1.0,0.0,3.0,0.0,2.0,3.0,,25.0,4.0,1.0,,,,0.0,2.0,0.0,,,,,,
218681661,Âdam,sylvanas,4.0,583.0,0.0,,,,,0.0,,,25.0,,,,,,,50.0,,,4.0,,,,,1.0,,,4.0,,,,,,,4.0,,,0.0,,,,,0.0,,,1.0,,,,,,,2.0,,,75.0,4.0,3.0,50.0,2.0,1.0,,,,,,,,,
117126099,Valliana,arakarahm,44.0,10566.0,50.0,40.0,71.0,36.0,0.0,53.0,30.0,50.0,66.0,15.0,58.0,73.0,33.0,50.0,33.0,82.0,61.0,100.0,30.0,20.0,7.0,14.0,1.0,17.0,27.0,38.0,29.0,13.0,12.0,11.0,3.0,14.0,15.0,11.0,23.0,2.0,15.0,8.0,5.0,5.0,0.0,9.0,8.0,19.0,19.0,2.0,7.0,8.0,1.0,7.0,5.0,9.0,14.0,2.0,50.0,6.0,3.0,,,,,,,,,,,,
195951881,Ryru,hyjal,4.0,523.0,,,,100.0,,,0.0,100.0,50.0,50.0,,,,,0.0,0.0,100.0,,,,,1.0,,,2.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,,,,,1.0,,,0.0,1.0,1.0,1.0,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,
145966925,Alphakènyoné,thrall,11.0,2533.0,33.0,0.0,0.0,0.0,50.0,60.0,44.0,50.0,25.0,29.0,50.0,,50.0,,,50.0,,,3.0,10.0,3.0,2.0,2.0,5.0,9.0,8.0,4.0,7.0,6.0,,2.0,,,2.0,,,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
163181642,Delayer,azshara,6.0,2934.0,80.0,,,0.0,,75.0,60.0,100.0,75.0,50.0,,0.0,,50.0,50.0,50.0,67.0,,5.0,,,2.0,,8.0,5.0,1.0,8.0,8.0,,1.0,,4.0,4.0,8.0,3.0,,4.0,,,0.0,,6.0,3.0,1.0,6.0,4.0,,0.0,,2.0,2.0,4.0,2.0,,0.0,2.0,0.0,,,,100.0,1.0,1.0,,,,,,
127715506,Visenya,archimonde,8.0,5433.0,85.0,88.0,62.0,55.0,44.0,78.0,69.0,20.0,38.0,62.0,88.0,,,,100.0,0.0,50.0,,13.0,8.0,13.0,11.0,9.0,9.0,16.0,15.0,16.0,16.0,8.0,,,,1.0,1.0,2.0,,11.0,7.0,8.0,6.0,4.0,7.0,11.0,3.0,6.0,10.0,7.0,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,
144249570,Nerithium,argent-dawn,10.0,1749.0,33.0,100.0,100.0,50.0,0.0,,25.0,33.0,57.0,40.0,67.0,,,33.0,80.0,33.0,,,3.0,1.0,2.0,2.0,1.0,,4.0,3.0,7.0,10.0,3.0,,,3.0,5.0,3.0,,,1.0,1.0,2.0,1.0,0.0,,1.0,1.0,4.0,4.0,2.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,
140514042,Belgarath,medivh,13.0,2232.0,20.0,,,25.0,,12.0,0.0,100.0,0.0,20.0,,50.0,,,40.0,0.0,40.0,,5.0,,,4.0,,8.0,4.0,3.0,2.0,5.0,,4.0,,,5.0,3.0,5.0,,1.0,,,1.0,,1.0,0.0,3.0,0.0,1.0,,2.0,,,2.0,0.0,2.0,,50.0,2.0,1.0,,,,,,,,,,,,
108470606,Silvershield,medivh,2.0,469.0,67.0,,,,,50.0,,,100.0,,,0.0,50.0,,,,,,3.0,,,,,2.0,,,1.0,,,1.0,2.0,,,,,,2.0,,,,,1.0,,,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
135038905,Gylden,argent-dawn,23.0,4941.0,47.0,50.0,100.0,86.0,,71.0,43.0,0.0,33.0,67.0,50.0,50.0,50.0,29.0,29.0,60.0,50.0,,17.0,2.0,4.0,7.0,,17.0,7.0,3.0,6.0,9.0,2.0,8.0,8.0,7.0,7.0,10.0,12.0,,8.0,1.0,4.0,6.0,,12.0,3.0,0.0,2.0,6.0,1.0,4.0,4.0,2.0,2.0,6.0,6.0,,50.0,6.0,3.0,,,,,,,,,,,,
81358390,Perciville,ravenholdt,12.0,18958.0,64.0,40.0,55.0,33.0,58.0,57.0,20.0,25.0,,100.0,67.0,,,0.0,,,,,33.0,35.0,29.0,21.0,26.0,21.0,5.0,4.0,,5.0,3.0,,,1.0,,,,,21.0,14.0,16.0,7.0,15.0,12.0,1.0,1.0,,5.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,
139295153,Gusti,hyjal,5.0,3698.0,60.0,,,50.0,50.0,43.0,100.0,0.0,25.0,,0.0,33.0,33.0,,0.0,0.0,60.0,,10.0,,,4.0,2.0,7.0,1.0,1.0,4.0,,1.0,3.0,6.0,,1.0,1.0,10.0,,6.0,,,2.0,1.0,3.0,1.0,0.0,1.0,,0.0,1.0,2.0,,0.0,0.0,6.0,,,,,,,,,,,,,,,,
157772588,Malisin,die-ewige-wacht,14.0,6323.0,56.0,46.0,44.0,24.0,30.0,40.0,44.0,88.0,55.0,24.0,,,,75.0,33.0,25.0,33.0,100.0,18.0,28.0,27.0,17.0,20.0,10.0,25.0,8.0,22.0,21.0,,,,4.0,6.0,4.0,3.0,2.0,10.0,13.0,12.0,4.0,6.0,4.0,11.0,7.0,12.0,5.0,,,,3.0,2.0,1.0,1.0,2.0,25.0,4.0,1.0,,,,,,,,,,,,
176345972,Миланиий,blackscar,28.0,1113.0,,100.0,50.0,100.0,,,0.0,50.0,33.0,80.0,0.0,0.0,0.0,150.0,,,,,,1.0,2.0,2.0,,,1.0,6.0,6.0,5.0,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,2.0,,,0.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,
176309176,Psydoorf,burning-legion,28.0,49.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
197510854,Lakoss,hyjal,69.0,2455.0,75.0,,,100.0,,0.0,50.0,50.0,33.0,83.0,,0.0,,57.0,100.0,33.0,50.0,,4.0,,,3.0,,2.0,4.0,4.0,6.0,6.0,,2.0,,7.0,3.0,9.0,4.0,,3.0,,,3.0,,0.0,2.0,2.0,2.0,5.0,,0.0,,4.0,3.0,3.0,2.0,,83.0,6.0,5.0,50.0,2.0,1.0,100.0,1.0,1.0,,,,,,
161834165,Sílvër,colinas-pardas,4.0,303.0,,,,0.0,,,0.0,0.0,,100.0,,,,0.0,0.0,,,100.0,,,,1.0,,,1.0,3.0,,1.0,,,,1.0,3.0,,,1.0,,,,0.0,,,0.0,0.0,,1.0,,,,0.0,0.0,,,1.0,100.0,1.0,1.0,,,,,,,,,,,,
13133900,Reallyoldman,kul-tiras,6.0,8415.0,67.0,50.0,38.0,29.0,37.0,63.0,14.0,32.0,36.0,14.0,50.0,44.0,,,0.0,67.0,25.0,,18.0,20.0,13.0,17.0,19.0,19.0,14.0,19.0,11.0,7.0,8.0,9.0,,,1.0,3.0,4.0,,12.0,10.0,5.0,5.0,7.0,12.0,2.0,6.0,4.0,1.0,4.0,4.0,,,0.0,2.0,1.0,,,,,,,,,,,,,,,,
208240427,Bifor,runetotem,9.0,4913.0,50.0,50.0,0.0,50.0,0.0,100.0,10.0,56.0,25.0,33.0,33.0,0.0,,,50.0,33.0,25.0,,16.0,2.0,1.0,2.0,3.0,9.0,10.0,9.0,4.0,3.0,3.0,3.0,,,2.0,3.0,4.0,,8.0,1.0,0.0,1.0,0.0,9.0,1.0,5.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,,50.0,2.0,1.0,,,,,,,,,,,,
157684522,Telperion,conseil-des-ombres,21.0,9999.0,75.0,100.0,,86.0,50.0,80.0,59.0,60.0,42.0,70.0,,0.0,100.0,55.0,58.0,40.0,56.0,100.0,4.0,1.0,,7.0,2.0,5.0,17.0,10.0,12.0,10.0,,2.0,1.0,11.0,12.0,10.0,9.0,1.0,3.0,1.0,,6.0,1.0,4.0,10.0,6.0,5.0,7.0,,0.0,1.0,6.0,7.0,4.0,5.0,1.0,33.0,3.0,1.0,,,,,,,,,,,,
140116630,Talang,tarren-mill,26.0,1727.0,50.0,,,100.0,,,100.0,60.0,100.0,100.0,,100.0,,67.0,100.0,60.0,,,2.0,,,2.0,,,1.0,5.0,4.0,4.0,,2.0,,3.0,6.0,5.0,,,1.0,,,2.0,,,1.0,3.0,4.0,4.0,,2.0,,2.0,6.0,3.0,,,75.0,4.0,3.0,,,,,,,,,,,,
68803876,Shivah,ravencrest,81.0,58621.0,57.0,71.0,70.0,64.0,64.0,61.0,73.0,60.0,71.0,66.0,57.0,100.0,,33.0,,0.0,0.0,,191.0,262.0,164.0,168.0,223.0,142.0,203.0,43.0,227.0,53.0,23.0,2.0,,3.0,,1.0,1.0,,109.0,187.0,115.0,108.0,143.0,86.0,148.0,26.0,161.0,35.0,13.0,2.0,,1.0,,0.0,0.0,,100.0,1.0,1.0,,,,,,,,,,,,
157755304,Ivs,stormscale,5.0,189.0,,,,,,,,100.0,,,,,,0.0,0.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,0.0,0.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
242124297,Просторожки,gordunni,41.0,434.0,,,,,,,33.0,0.0,,100.0,,100.0,,0.0,50.0,,100.0,,,,,,,,3.0,1.0,,2.0,,1.0,,1.0,2.0,,1.0,,,,,,,,1.0,0.0,,2.0,,1.0,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,
