character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Korrak's Revenge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Korrak's Revenge played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Ashran win_rate,Ashran played,Ashran won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
146175431,Mystrisch,frostmourne,67.0,3287.0,50.0,46.0,20.0,55.0,64.0,62.0,53.0,,42.0,67.0,86.0,50.0,55.0,6.0,13.0,5.0,11.0,11.0,8.0,15.0,,12.0,6.0,7.0,4.0,11.0,3.0,6.0,1.0,6.0,7.0,5.0,8.0,,5.0,4.0,6.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,50.0,2.0,1.0,,,,,,
96514112,Uridenzu,kult-der-verdammten,6.0,31883.0,65.0,58.0,43.0,50.0,20.0,47.0,60.0,,75.0,60.0,33.0,,100.0,40.0,74.0,23.0,12.0,5.0,15.0,10.0,,4.0,5.0,3.0,,2.0,26.0,43.0,10.0,6.0,1.0,7.0,6.0,,3.0,3.0,1.0,,2.0,55.0,51.0,54.0,17.0,83.0,97.0,99.0,6.0,46.0,49.0,53.0,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,
150432390,Fastvikh,tarren-mill,95.0,22046.0,48.0,58.0,42.0,61.0,66.0,60.0,54.0,57.0,93.0,51.0,30.0,50.0,100.0,54.0,43.0,33.0,59.0,44.0,57.0,63.0,35.0,15.0,57.0,20.0,2.0,4.0,26.0,25.0,14.0,36.0,29.0,34.0,34.0,20.0,14.0,29.0,6.0,1.0,4.0,67.0,58.0,38.0,67.0,76.0,48.0,16.0,6.0,51.0,28.0,6.0,4.0,100.0,67.0,67.0,,,,1300.0,1.0,13.0,,,,,,,,,
161696787,Vasniia,burning-legion,201.0,8984.0,59.0,54.0,83.0,76.0,59.0,64.0,56.0,,46.0,54.0,46.0,38.0,25.0,17.0,13.0,12.0,17.0,27.0,22.0,25.0,,24.0,24.0,26.0,8.0,20.0,10.0,7.0,10.0,13.0,16.0,14.0,14.0,,11.0,13.0,12.0,3.0,5.0,,,,100.0,,,,1.0,,,,1.0,100.0,1.0,1.0,50.0,2.0,1.0,46.0,13.0,6.0,50.0,4.0,2.0,,,,,,
115287737,Look,throkferoth,87.0,3041.0,50.0,57.0,,50.0,58.0,50.0,67.0,50.0,67.0,50.0,50.0,33.0,20.0,2.0,7.0,,8.0,12.0,10.0,9.0,2.0,12.0,4.0,4.0,3.0,5.0,1.0,4.0,,4.0,7.0,5.0,6.0,1.0,8.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215318165,Fash,sylvanas,59.0,1107.0,50.0,0.0,,0.0,67.0,33.0,100.0,100.0,,0.0,100.0,0.0,,2.0,1.0,,2.0,9.0,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,0.0,,0.0,6.0,1.0,3.0,1.0,,0.0,1.0,0.0,,50.0,50.0,,,4.0,2.0,,,2.0,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
154405274,Landro,antonidas,7.0,130.0,,,0.0,,,0.0,,,,,,,0.0,,,1.0,,,1.0,,,,,,,1.0,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172649351,Zozio,dun-modr,4.0,1057.0,,50.0,,67.0,0.0,100.0,50.0,,,0.0,100.0,100.0,25.0,,2.0,,3.0,2.0,1.0,2.0,,,1.0,3.0,1.0,4.0,,1.0,,2.0,0.0,1.0,1.0,,,0.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,
197761506,Амаррин,ashenvale,17.0,7086.0,50.0,67.0,50.0,41.0,57.0,63.0,50.0,,65.0,75.0,45.0,67.0,73.0,4.0,12.0,4.0,17.0,14.0,19.0,16.0,,17.0,8.0,11.0,3.0,15.0,2.0,8.0,2.0,7.0,8.0,12.0,8.0,,11.0,6.0,5.0,2.0,11.0,,,,100.0,,,,5.0,,,,5.0,,,,57.0,7.0,4.0,,,,,,,,,,,,
86054222,Arnie,der-abyssische-rat,133.0,130270.0,60.0,49.0,49.0,49.0,50.0,57.0,60.0,77.0,33.0,33.0,100.0,25.0,100.0,223.0,270.0,189.0,45.0,16.0,40.0,10.0,13.0,3.0,6.0,1.0,4.0,2.0,134.0,133.0,92.0,22.0,8.0,23.0,6.0,10.0,1.0,2.0,1.0,1.0,2.0,66.0,53.0,56.0,,434.0,330.0,227.0,,286.0,175.0,127.0,,,,,33.0,6.0,2.0,,,,,,,,,,,,
85156377,Wundermuffin,kazzak,63.0,12879.0,38.0,43.0,33.0,32.0,50.0,29.0,43.0,25.0,,0.0,0.0,75.0,0.0,90.0,37.0,54.0,22.0,14.0,17.0,7.0,12.0,,1.0,1.0,4.0,1.0,34.0,16.0,18.0,7.0,7.0,5.0,3.0,3.0,,0.0,0.0,3.0,0.0,40.0,43.0,54.0,,30.0,28.0,48.0,,12.0,12.0,26.0,,,,,80.0,5.0,4.0,,,,,,,,,,,,
97378989,Nuggetz,tarren-mill,9.0,6359.0,50.0,50.0,40.0,75.0,20.0,50.0,62.0,60.0,,,75.0,100.0,100.0,16.0,10.0,5.0,8.0,5.0,10.0,8.0,5.0,,,4.0,2.0,1.0,8.0,5.0,2.0,6.0,1.0,5.0,5.0,3.0,,,3.0,2.0,1.0,42.0,67.0,43.0,100.0,12.0,9.0,7.0,5.0,5.0,6.0,3.0,5.0,,,,100.0,2.0,2.0,,,,,,,,,,,,
158103304,Chalumo,ysondre,14.0,61702.0,49.0,32.0,41.0,40.0,50.0,75.0,100.0,67.0,43.0,50.0,,,,90.0,56.0,17.0,15.0,2.0,12.0,2.0,3.0,7.0,2.0,,,,44.0,18.0,7.0,6.0,1.0,9.0,2.0,2.0,3.0,1.0,,,,50.0,43.0,38.0,,149.0,126.0,55.0,,74.0,54.0,21.0,,,,,,,,,,,,,,,,,,,
144130261,Postedeguill,dalaran,37.0,12301.0,62.0,59.0,57.0,27.0,50.0,53.0,56.0,60.0,100.0,29.0,100.0,60.0,,24.0,27.0,7.0,11.0,16.0,15.0,9.0,5.0,10.0,7.0,1.0,5.0,,15.0,16.0,4.0,3.0,8.0,8.0,5.0,3.0,10.0,2.0,1.0,3.0,,50.0,46.0,67.0,,40.0,26.0,12.0,,20.0,12.0,8.0,,100.0,2.0,2.0,0.0,2.0,0.0,,,,0.0,3.0,0.0,,,,,,
115472227,Väinamöinen,blackhand,22.0,328.0,,,,0.0,,,0.0,,33.0,,25.0,,50.0,,,,2.0,,,1.0,,3.0,,4.0,,2.0,,,,0.0,,,0.0,,1.0,,1.0,,1.0,,,,100.0,,,,1.0,,,,1.0,,,,,,,0.0,1.0,0.0,,,,,,,,,
241931171,Рыцарьшу,deathguard,14.0,4856.0,33.0,50.0,50.0,75.0,68.0,47.0,62.0,,47.0,76.0,73.0,0.0,50.0,6.0,4.0,4.0,20.0,19.0,15.0,21.0,,17.0,17.0,11.0,1.0,10.0,2.0,2.0,2.0,15.0,13.0,7.0,13.0,,8.0,13.0,8.0,0.0,5.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,33.0,3.0,1.0,,,,25.0,4.0,1.0,,,
148976589,Неонко,howling-fjord,13.0,404.0,,100.0,,100.0,100.0,50.0,0.0,,100.0,100.0,0.0,0.0,,,1.0,,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,0.0,,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14342712,Kezo,arygos,52.0,5321.0,88.0,24.0,78.0,56.0,60.0,33.0,11.0,0.0,,,,,,8.0,21.0,9.0,9.0,5.0,3.0,9.0,1.0,,,,,,7.0,5.0,7.0,5.0,3.0,1.0,1.0,0.0,,,,,,46.0,20.0,54.0,0.0,13.0,10.0,13.0,6.0,6.0,2.0,7.0,0.0,,,,,,,,,,,,,,,,,,
133156678,Smoerebroe,kult-der-verdammten,23.0,528.0,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,50.0,2.0,1.0,,,,,,
195442580,Выклучатель,soulflayer,15.0,4833.0,,67.0,100.0,100.0,100.0,100.0,100.0,,50.0,50.0,100.0,100.0,67.0,,9.0,1.0,2.0,3.0,1.0,1.0,,4.0,6.0,2.0,5.0,3.0,,6.0,1.0,2.0,3.0,1.0,1.0,,2.0,3.0,2.0,5.0,2.0,,,,100.0,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,
144676157,Ariá,mannoroth,29.0,661.0,,,100.0,,100.0,100.0,0.0,,75.0,100.0,,100.0,,,,1.0,,2.0,5.0,2.0,,4.0,2.0,,1.0,,,,1.0,,2.0,5.0,0.0,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111554269,Bretony,twisting-nether,17.0,6371.0,40.0,57.0,25.0,43.0,67.0,11.0,33.0,40.0,57.0,0.0,14.0,0.0,60.0,10.0,14.0,12.0,7.0,12.0,9.0,18.0,10.0,7.0,2.0,7.0,2.0,5.0,4.0,8.0,3.0,3.0,8.0,1.0,6.0,4.0,4.0,0.0,1.0,0.0,3.0,71.0,33.0,25.0,,17.0,6.0,4.0,,12.0,2.0,1.0,,,,,40.0,5.0,2.0,0.0,1.0,0.0,,,,,,,,,
123943659,Grìshnak,blackhand,7.0,12.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,100.0,,100.0,100.0,100.0,0.0,100.0,,50.0,0.0,100.0,,100.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,3.0,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,3.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
98572901,Kaldarus,kult-der-verdammten,4.0,12396.0,64.0,69.0,73.0,62.0,88.0,80.0,70.0,67.0,,,,,,22.0,26.0,15.0,8.0,8.0,10.0,20.0,3.0,,,,,,14.0,18.0,11.0,5.0,7.0,8.0,14.0,2.0,,,,,,72.0,82.0,50.0,,50.0,45.0,22.0,,36.0,37.0,11.0,,,,,,,,,,,,,,,,,,,
97659915,Zamoth,tarren-mill,20.0,12647.0,33.0,33.0,33.0,38.0,70.0,48.0,36.0,17.0,125.0,75.0,67.0,,67.0,54.0,21.0,21.0,13.0,10.0,23.0,14.0,6.0,4.0,4.0,3.0,,3.0,18.0,7.0,7.0,5.0,7.0,11.0,5.0,1.0,5.0,3.0,2.0,,2.0,52.0,56.0,38.0,,33.0,81.0,26.0,,17.0,45.0,10.0,,,,,,,,200.0,4.0,8.0,,,,,,,,,
147885254,Doryl,blackmoore,3.0,650.0,0.0,,50.0,50.0,,0.0,50.0,,50.0,,75.0,,,1.0,,2.0,2.0,,1.0,2.0,,2.0,,4.0,,,0.0,,1.0,1.0,,0.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
157659003,Lenagercke,blackhand,8.0,152.0,100.0,,100.0,,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110935105,Achabae,aegwynn,28.0,2505.0,50.0,36.0,,33.0,75.0,100.0,25.0,,67.0,0.0,50.0,,100.0,2.0,11.0,,3.0,4.0,3.0,4.0,,6.0,1.0,2.0,,1.0,1.0,4.0,,1.0,3.0,3.0,1.0,,4.0,0.0,1.0,,1.0,36.0,30.0,33.0,,14.0,10.0,6.0,,5.0,3.0,2.0,,,,,,,,,,,0.0,2.0,0.0,,,,,,
133639926,Morgenbann,die-aldor,37.0,5292.0,44.0,0.0,56.0,67.0,67.0,30.0,57.0,0.0,14.0,25.0,,50.0,0.0,16.0,3.0,18.0,3.0,6.0,10.0,7.0,1.0,7.0,8.0,,6.0,2.0,7.0,0.0,10.0,2.0,4.0,3.0,4.0,0.0,1.0,2.0,,3.0,0.0,29.0,56.0,,,7.0,9.0,,,2.0,5.0,,,100.0,1.0,1.0,50.0,4.0,2.0,,,,,,,,,,,,
157963732,Tahlion,die-silberne-hand,35.0,14905.0,71.0,56.0,46.0,47.0,39.0,40.0,32.0,54.0,75.0,14.0,,0.0,,24.0,18.0,13.0,15.0,23.0,15.0,28.0,13.0,4.0,7.0,,1.0,,17.0,10.0,6.0,7.0,9.0,6.0,9.0,7.0,3.0,1.0,,0.0,,12.0,33.0,26.0,,16.0,12.0,27.0,,2.0,4.0,7.0,,100.0,1.0,1.0,0.0,1.0,0.0,,,,33.0,3.0,1.0,,,,,,
167736767,Tanker,das-konsortium,5.0,55967.0,62.0,73.0,50.0,65.0,38.0,53.0,64.0,,,,,,,42.0,147.0,24.0,17.0,8.0,30.0,11.0,,,,,,,26.0,107.0,12.0,11.0,3.0,16.0,7.0,,,,,,,68.0,74.0,57.0,,186.0,225.0,124.0,,127.0,167.0,71.0,,,,,,,,,,,,,,,,,,,
100517052,Holysilver,antonidas,3.0,658.0,50.0,0.0,,0.0,33.0,,100.0,,33.0,,,,,2.0,2.0,,1.0,3.0,,1.0,,3.0,,,,,1.0,0.0,,0.0,1.0,,1.0,,1.0,,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
162780729,Arom,les-sentinelles,16.0,3631.0,50.0,12.0,0.0,0.0,42.0,29.0,33.0,,52.0,67.0,55.0,60.0,29.0,2.0,8.0,2.0,8.0,12.0,17.0,9.0,,21.0,9.0,11.0,5.0,7.0,1.0,1.0,0.0,0.0,5.0,5.0,3.0,,11.0,6.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,0.0,3.0,0.0,50.0,2.0,1.0,50.0,2.0,1.0,,,,,,
94450376,Stormfist,bloodhoof,1.0,25566.0,75.0,54.0,41.0,100.0,,,,,,,,,,12.0,13.0,17.0,1.0,,,,,,,,,,9.0,7.0,7.0,1.0,,,,,,,,,,65.0,67.0,37.0,,104.0,67.0,35.0,,68.0,45.0,13.0,,,,,,,,,,,,,,,,,,,
100904572,Megano,defias-brotherhood,12.0,36781.0,49.0,50.0,49.0,37.0,57.0,49.0,50.0,,100.0,100.0,40.0,67.0,100.0,72.0,76.0,53.0,38.0,7.0,47.0,8.0,,3.0,1.0,5.0,3.0,1.0,35.0,38.0,26.0,14.0,4.0,23.0,4.0,,3.0,1.0,2.0,2.0,1.0,48.0,51.0,50.0,,89.0,99.0,124.0,,43.0,50.0,62.0,,,,,50.0,10.0,5.0,,,,,,,,,,,,
157998061,Marimo,die-ewige-wacht,14.0,2695.0,25.0,50.0,,40.0,21.0,29.0,67.0,100.0,100.0,100.0,0.0,100.0,100.0,4.0,2.0,,5.0,14.0,7.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,50.0,20.0,100.0,0.0,2.0,5.0,2.0,4.0,1.0,1.0,2.0,0.0,100.0,5.0,5.0,,,,,,,33.0,3.0,1.0,,,,,,
138321628,Roastbeef,kult-der-verdammten,32.0,1916.0,50.0,71.0,0.0,,86.0,33.0,50.0,0.0,0.0,0.0,,,67.0,4.0,7.0,1.0,,7.0,3.0,2.0,2.0,1.0,2.0,,,3.0,2.0,5.0,0.0,,6.0,1.0,1.0,0.0,0.0,0.0,,,2.0,0.0,100.0,80.0,,1.0,4.0,5.0,,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,
148707123,Blade,die-arguswacht,4.0,378.0,100.0,,100.0,,50.0,,,,50.0,,,100.0,100.0,1.0,,1.0,,2.0,,,,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83819944,Muhlaria,die-todeskrallen,11.0,4960.0,,67.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,75.0,,100.0,,4.0,,2.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,
164778521,Sincarion,malfurion,8.0,221.0,,,,,100.0,,,,,,,100.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166885345,Therød,thrall,9.0,4765.0,48.0,14.0,75.0,40.0,80.0,50.0,42.0,50.0,33.0,25.0,,,0.0,21.0,7.0,8.0,5.0,5.0,28.0,12.0,4.0,3.0,4.0,,,2.0,10.0,1.0,6.0,2.0,4.0,14.0,5.0,2.0,1.0,1.0,,,0.0,100.0,67.0,67.0,,4.0,9.0,6.0,,4.0,6.0,4.0,,,,,,,,,,,,,,,,,,,
167509315,Theorry,silvermoon,4.0,639.0,,,,33.0,67.0,100.0,,,50.0,50.0,100.0,,50.0,,,,3.0,3.0,1.0,,,2.0,2.0,1.0,,2.0,,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172692798,Bhottine,dalaran,5.0,1887.0,67.0,0.0,50.0,33.0,0.0,33.0,50.0,,50.0,67.0,100.0,67.0,0.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,,4.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,,2.0,2.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,67.0,3.0,2.0,0.0,1.0,0.0,,,,,,,,,
150754618,Ranma,amanthul,37.0,7696.0,78.0,67.0,46.0,33.0,,57.0,,,,,100.0,,33.0,27.0,39.0,13.0,6.0,,7.0,,,,,1.0,,3.0,21.0,26.0,6.0,2.0,,4.0,,,,,1.0,,1.0,57.0,54.0,38.0,,40.0,39.0,21.0,,23.0,21.0,8.0,,,,,50.0,2.0,1.0,,,,,,,,,,,,
113920031,Righteous,kult-der-verdammten,8.0,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,69.0,0.0,,15.0,13.0,1.0,,11.0,9.0,0.0,,100.0,2.0,2.0,,,,,,,,,,,,,,,
176488007,Kranos,auchindoun,16.0,8707.0,50.0,54.0,76.0,25.0,33.0,61.0,40.0,0.0,,,75.0,40.0,100.0,62.0,28.0,25.0,12.0,6.0,18.0,5.0,3.0,,,4.0,5.0,2.0,31.0,15.0,19.0,3.0,2.0,11.0,2.0,0.0,,,3.0,2.0,2.0,52.0,40.0,38.0,,27.0,20.0,34.0,,14.0,8.0,13.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,
81711792,Thidos,pozzo-delleternità,3.0,8729.0,18.0,55.0,21.0,43.0,23.0,32.0,35.0,27.0,100.0,100.0,50.0,,,57.0,38.0,57.0,21.0,22.0,31.0,26.0,15.0,2.0,1.0,2.0,,,10.0,21.0,12.0,9.0,5.0,10.0,9.0,4.0,2.0,1.0,1.0,,,40.0,44.0,34.0,,40.0,45.0,32.0,,16.0,20.0,11.0,,100.0,1.0,1.0,,,,,,,,,,,,,,,
156103505,Echnatón,teldrassil,48.0,102085.0,59.0,42.0,58.0,50.0,40.0,52.0,12.0,54.0,0.0,67.0,100.0,0.0,,325.0,230.0,117.0,166.0,20.0,111.0,25.0,13.0,3.0,3.0,1.0,1.0,,191.0,96.0,68.0,83.0,8.0,58.0,3.0,7.0,0.0,2.0,1.0,0.0,,44.0,39.0,46.0,14.0,425.0,328.0,203.0,7.0,187.0,128.0,94.0,1.0,100.0,2.0,2.0,,,,,,,100.0,1.0,1.0,,,,,,
152492274,Gedian,malfurion,41.0,1018.0,67.0,,100.0,0.0,100.0,,50.0,,,,,,,3.0,,5.0,1.0,2.0,,2.0,,,,,,,2.0,,5.0,0.0,2.0,,1.0,,,,,,,100.0,0.0,,,1.0,5.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
162612342,Mobiwan,aerie-peak,5.0,5069.0,56.0,78.0,54.0,56.0,62.0,45.0,50.0,,33.0,50.0,25.0,0.0,100.0,16.0,23.0,13.0,9.0,8.0,11.0,6.0,,3.0,4.0,4.0,1.0,2.0,9.0,18.0,7.0,5.0,5.0,5.0,3.0,,1.0,2.0,1.0,0.0,2.0,61.0,100.0,22.0,56.0,18.0,3.0,9.0,9.0,11.0,3.0,2.0,5.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
107901090,Masamoone,das-konsortium,1.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
166397819,Avelun,die-silberne-hand,9.0,2665.0,20.0,75.0,100.0,14.0,40.0,50.0,57.0,,100.0,0.0,62.0,40.0,50.0,5.0,4.0,1.0,7.0,5.0,4.0,7.0,,3.0,2.0,8.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,,3.0,0.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,44.0,9.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,
96708509,Razurius,kult-der-verdammten,21.0,4278.0,36.0,0.0,0.0,0.0,100.0,,,100.0,100.0,100.0,0.0,100.0,,11.0,4.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,4.0,0.0,0.0,0.0,1.0,,,1.0,1.0,1.0,0.0,1.0,,100.0,80.0,50.0,85.0,2.0,10.0,4.0,20.0,2.0,8.0,2.0,17.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
152424549,Esor,kult-der-verdammten,4.0,351.0,,,0.0,,,,,,,50.0,,,,,,1.0,,,,,,,2.0,,,,,,0.0,,,,,,,1.0,,,,,,,100.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,
197012210,Lolhunt,chamber-of-aspects,8.0,1943.0,50.0,75.0,100.0,60.0,0.0,67.0,100.0,,78.0,100.0,50.0,25.0,67.0,4.0,4.0,2.0,5.0,2.0,6.0,5.0,,9.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,0.0,4.0,5.0,,7.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,50.0,4.0,2.0,100.0,1.0,1.0,100.0,3.0,3.0,,,,,,
149429548,Lyséra,antonidas,40.0,10582.0,43.0,63.0,86.0,67.0,53.0,69.0,38.0,0.0,59.0,58.0,82.0,20.0,82.0,7.0,19.0,7.0,18.0,19.0,26.0,29.0,1.0,22.0,26.0,17.0,5.0,11.0,3.0,12.0,6.0,12.0,10.0,18.0,11.0,0.0,13.0,15.0,14.0,1.0,9.0,,,,33.0,,,,6.0,,,,2.0,,,,50.0,4.0,2.0,25.0,4.0,1.0,50.0,2.0,1.0,,,,0.0,1.0,0.0
172780875,Palafin,darkspear,10.0,36193.0,55.0,52.0,34.0,36.0,50.0,88.0,44.0,,,100.0,0.0,50.0,100.0,67.0,71.0,29.0,11.0,6.0,8.0,9.0,,,4.0,2.0,4.0,1.0,37.0,37.0,10.0,4.0,3.0,7.0,4.0,,,4.0,0.0,2.0,1.0,46.0,43.0,48.0,,112.0,202.0,137.0,,52.0,87.0,66.0,,,,,,,,3700.0,1.0,37.0,,,,,,,,,
136938662,Komaster,todeswache,6.0,4186.0,50.0,60.0,100.0,100.0,40.0,100.0,50.0,,100.0,0.0,,100.0,0.0,8.0,5.0,5.0,1.0,5.0,1.0,2.0,,1.0,1.0,,1.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,,1.0,0.0,,1.0,0.0,49.0,11.0,,,35.0,9.0,,,17.0,1.0,,,,,,50.0,2.0,1.0,,,,100.0,1.0,1.0,,,,,,
199152184,Слипноумо,gordunni,16.0,1928.0,50.0,100.0,,67.0,60.0,,50.0,,75.0,0.0,67.0,0.0,33.0,2.0,5.0,,6.0,10.0,,2.0,,8.0,1.0,3.0,1.0,3.0,1.0,5.0,,4.0,6.0,,1.0,,6.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174684116,Melitith,dalaran,27.0,7830.0,8.0,42.0,8.0,62.0,55.0,37.0,52.0,47.0,44.0,71.0,25.0,50.0,50.0,12.0,24.0,13.0,21.0,33.0,30.0,23.0,15.0,16.0,14.0,4.0,2.0,4.0,1.0,10.0,1.0,13.0,18.0,11.0,12.0,7.0,7.0,10.0,1.0,1.0,2.0,32.0,50.0,42.0,,19.0,16.0,12.0,,6.0,8.0,5.0,,100.0,1.0,1.0,,,,,,,,,,,,,,,
181483376,Андуралус,gordunni,36.0,5812.0,80.0,43.0,33.0,83.0,50.0,60.0,36.0,0.0,64.0,45.0,38.0,,62.0,5.0,7.0,3.0,6.0,6.0,10.0,11.0,2.0,14.0,11.0,8.0,,8.0,4.0,3.0,1.0,5.0,3.0,6.0,4.0,0.0,9.0,5.0,3.0,,5.0,33.0,0.0,,,3.0,1.0,,,1.0,0.0,,,,,,50.0,2.0,1.0,,,,,,,,,,,,
157739997,Martinuther,dun-modr,20.0,5480.0,43.0,67.0,25.0,54.0,67.0,30.0,90.0,100.0,81.0,55.0,80.0,100.0,83.0,7.0,9.0,4.0,13.0,9.0,10.0,21.0,1.0,16.0,11.0,10.0,1.0,6.0,3.0,6.0,1.0,7.0,6.0,3.0,19.0,1.0,13.0,6.0,8.0,1.0,5.0,,,,50.0,,,,2.0,,,,1.0,,,,,,,,,,100.0,2.0,2.0,,,,,,
150966994,Kíngdee,blackmoore,65.0,1233.0,50.0,50.0,67.0,100.0,50.0,0.0,0.0,,67.0,75.0,0.0,,33.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,,3.0,4.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,,2.0,3.0,0.0,,1.0,0.0,0.0,100.0,,2.0,1.0,1.0,,0.0,0.0,1.0,,,,,,,,0.0,1.0,0.0,,,,,,,,,
174647507,Protguy,ragnaros,2.0,310.0,,,,0.0,0.0,50.0,0.0,,67.0,100.0,,,50.0,,,,1.0,3.0,4.0,1.0,,3.0,1.0,,,2.0,,,,0.0,0.0,2.0,0.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,
