character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Korrak's Revenge played,Deepwind Gorge played,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Korrak's Revenge won,Deepwind Gorge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
157162805,Bloodnoób,kazzak,24.0,2481.0,50.0,100.0,100.0,60.0,,,75.0,50.0,100.0,17.0,33.0,4.0,2.0,2.0,5.0,,,4.0,2.0,6.0,6.0,3.0,2.0,2.0,2.0,3.0,,,3.0,1.0,6.0,1.0,1.0,,,0.0,100.0,,0.0,,,,,1.0,1.0,,1.0,,,,,0.0,1.0,,0.0,,,100.0,2.0,2.0,,,,,,,,,
158287162,Lyrazie,antonidas,9.0,741.0,,,,50.0,,,75.0,67.0,100.0,0.0,,,,,2.0,,,4.0,3.0,2.0,1.0,,,,,1.0,,,3.0,2.0,2.0,0.0,,,,,100.0,50.0,,,100.0,,,,1.0,2.0,,,2.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,
154057664,Malwéthiel,kirin-tor,84.0,5572.0,44.0,33.0,0.0,0.0,,50.0,65.0,71.0,21.0,27.0,80.0,9.0,12.0,4.0,2.0,,8.0,17.0,7.0,24.0,11.0,5.0,4.0,4.0,0.0,0.0,,4.0,11.0,5.0,5.0,3.0,4.0,0.0,,250.0,20.0,,50.0,0.0,33.0,1.0,,2.0,5.0,,6.0,4.0,3.0,0.0,,5.0,1.0,,3.0,0.0,1.0,100.0,14.0,14.0,,,,,,,,,
243437129,Рэнгг,gordunni,46.0,6977.0,25.0,67.0,50.0,53.0,,40.0,58.0,43.0,50.0,50.0,33.0,8.0,6.0,2.0,15.0,,5.0,12.0,7.0,10.0,10.0,9.0,2.0,4.0,1.0,8.0,,2.0,7.0,3.0,5.0,5.0,3.0,50.0,67.0,55.0,35.0,58.0,50.0,,25.0,2.0,3.0,20.0,17.0,12.0,2.0,,8.0,1.0,2.0,11.0,6.0,7.0,1.0,,2.0,100.0,3.0,3.0,,,,,,,,,
156068439,Dosé,blackhand,14.0,98.0,100.0,,,,,,,50.0,,,,1.0,,,,,,,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94644508,Akenna,antonidas,21.0,3534.0,100.0,68.0,0.0,0.0,50.0,50.0,71.0,67.0,20.0,62.0,33.0,2.0,22.0,4.0,2.0,4.0,4.0,7.0,6.0,5.0,8.0,3.0,2.0,15.0,0.0,0.0,2.0,2.0,5.0,4.0,1.0,5.0,1.0,,,100.0,50.0,0.0,,40.0,100.0,,,3.0,2.0,1.0,,5.0,2.0,,,3.0,1.0,0.0,,2.0,2.0,100.0,76.0,76.0,,,,,,,,,
161702805,Terriblë,dun-modr,44.0,2126.0,75.0,,,88.0,,100.0,50.0,60.0,80.0,67.0,,4.0,,,8.0,,3.0,2.0,5.0,5.0,6.0,,3.0,,,7.0,,3.0,1.0,3.0,4.0,4.0,,0.0,,100.0,67.0,100.0,,,40.0,2.0,,7.0,6.0,2.0,,,5.0,0.0,,7.0,4.0,2.0,,,2.0,,,,,,,,,,,,
164152236,Dynamic,aszune,11.0,1144.0,,,,100.0,,100.0,,50.0,,100.0,,,,,1.0,,2.0,,2.0,,2.0,,,,,1.0,,2.0,,1.0,,2.0,,67.0,100.0,,100.0,,50.0,,,3.0,1.0,,1.0,,2.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
176006814,Mulder,korgall,4.0,173.0,,,,100.0,,,,,,100.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,100.0,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,
90161233,Fincent,malorne,178.0,23884.0,64.0,47.0,34.0,47.0,36.0,64.0,45.0,37.0,46.0,41.0,25.0,14.0,34.0,32.0,49.0,22.0,22.0,29.0,30.0,39.0,29.0,12.0,9.0,16.0,11.0,23.0,8.0,14.0,13.0,11.0,18.0,12.0,3.0,0.0,0.0,60.0,50.0,45.0,43.0,25.0,55.0,1.0,1.0,30.0,18.0,20.0,7.0,12.0,11.0,0.0,0.0,18.0,9.0,9.0,3.0,3.0,6.0,100.0,2.0,2.0,200.0,12.0,24.0,,,,,,
195622369,Líghtfòrged,silvermoon,24.0,385.0,,,,100.0,,,,,,0.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,0.0,,0.0,,100.0,,,,,0.0,1.0,,1.0,,,,,1.0,0.0,,1.0,,,,,0.0,,,,0.0,1.0,0.0,,,,,,
142525234,Sofex,outland,1.0,5482.0,73.0,55.0,80.0,50.0,11.0,40.0,60.0,100.0,0.0,50.0,,15.0,22.0,15.0,10.0,9.0,5.0,5.0,2.0,1.0,6.0,,11.0,12.0,12.0,5.0,1.0,2.0,3.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157065923,Lightcrusade,silvermoon,38.0,16092.0,64.0,49.0,51.0,61.0,59.0,42.0,61.0,50.0,44.0,25.0,50.0,92.0,79.0,93.0,72.0,54.0,19.0,31.0,6.0,50.0,4.0,6.0,59.0,39.0,47.0,44.0,32.0,8.0,19.0,3.0,22.0,1.0,3.0,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
168263219,Phocøeuse,hyjal,9.0,43010.0,61.0,60.0,56.0,62.0,56.0,64.0,61.0,100.0,53.0,9.0,100.0,114.0,186.0,181.0,179.0,181.0,59.0,18.0,4.0,19.0,22.0,1.0,69.0,111.0,101.0,111.0,102.0,38.0,11.0,4.0,10.0,2.0,1.0,33.0,,0.0,,,50.0,,100.0,3.0,,1.0,,,2.0,,2.0,1.0,,0.0,,,1.0,,2.0,,,,,,,,,,,,
154395030,Tayluh,silvermoon,10.0,456.0,,,,67.0,,,,0.0,100.0,,,,,,3.0,,,,1.0,1.0,,,,,,2.0,,,,0.0,1.0,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
180977913,Yarowit,silvermoon,22.0,1212.0,,,,33.0,,0.0,100.0,67.0,50.0,0.0,,,,,6.0,,1.0,1.0,3.0,2.0,1.0,,,,,2.0,,0.0,1.0,2.0,1.0,0.0,,,25.0,100.0,100.0,100.0,100.0,,,,4.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
176191676,Матьглеба,howling-fjord,12.0,1613.0,33.0,,,50.0,,50.0,50.0,80.0,100.0,0.0,,6.0,,,2.0,,2.0,4.0,5.0,2.0,2.0,,2.0,,,1.0,,1.0,2.0,4.0,2.0,0.0,,0.0,67.0,50.0,100.0,100.0,50.0,,25.0,2.0,3.0,2.0,3.0,3.0,2.0,,4.0,0.0,2.0,1.0,3.0,3.0,1.0,,1.0,,,,0.0,1.0,0.0,,,,,,
120554741,Hearthledger,magtheridon,5.0,75.0,,0.0,,0.0,,,,0.0,0.0,,,,1.0,,1.0,,,,1.0,1.0,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209977712,Tésh,nagrand,13.0,3269.0,100.0,68.0,80.0,29.0,79.0,0.0,,,,,,3.0,37.0,5.0,7.0,14.0,1.0,,,,,,3.0,25.0,4.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72227975,Latchman,antonidas,14.0,7357.0,67.0,43.0,22.0,36.0,40.0,42.0,25.0,50.0,25.0,67.0,36.0,21.0,14.0,9.0,11.0,5.0,12.0,12.0,22.0,20.0,12.0,11.0,14.0,6.0,2.0,4.0,2.0,5.0,3.0,11.0,5.0,8.0,4.0,18.0,,100.0,60.0,67.0,64.0,,38.0,11.0,,7.0,5.0,6.0,11.0,,8.0,2.0,,7.0,3.0,4.0,7.0,,3.0,,,,,,,,,,,,
64574861,Frozenhammer,area-52,11.0,6115.0,62.0,39.0,44.0,42.0,38.0,91.0,57.0,25.0,60.0,33.0,0.0,24.0,31.0,34.0,26.0,21.0,11.0,14.0,8.0,15.0,3.0,2.0,15.0,12.0,15.0,11.0,8.0,10.0,8.0,2.0,9.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174152202,Казаняша,howling-fjord,5.0,1359.0,0.0,,,100.0,,50.0,0.0,100.0,50.0,100.0,,1.0,,,2.0,,2.0,1.0,1.0,2.0,2.0,,0.0,,,2.0,,1.0,0.0,1.0,1.0,2.0,,100.0,,0.0,100.0,0.0,33.0,,60.0,1.0,,2.0,1.0,4.0,3.0,,5.0,1.0,,0.0,1.0,0.0,1.0,,3.0,,,,,,,,,,,,
177454696,Charlexavier,dalaran,33.0,8413.0,75.0,50.0,40.0,19.0,31.0,25.0,57.0,43.0,38.0,47.0,56.0,8.0,14.0,10.0,16.0,13.0,4.0,21.0,21.0,24.0,19.0,16.0,6.0,7.0,4.0,3.0,4.0,1.0,12.0,9.0,9.0,9.0,9.0,27.0,,71.0,50.0,17.0,38.0,,71.0,11.0,,7.0,6.0,6.0,8.0,,7.0,3.0,,5.0,3.0,1.0,3.0,,5.0,,,,,,,,,,,,
154400148,Opajanni,ravencrest,9.0,1167.0,,,,100.0,,0.0,67.0,100.0,0.0,100.0,,,,,1.0,,1.0,3.0,2.0,1.0,1.0,,,,,1.0,,0.0,2.0,2.0,0.0,1.0,,0.0,,100.0,100.0,100.0,100.0,,100.0,2.0,,1.0,2.0,2.0,2.0,,1.0,0.0,,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,
139168354,Нокний,howling-fjord,51.0,8690.0,38.0,100.0,,75.0,,42.0,71.0,75.0,40.0,20.0,100.0,8.0,2.0,,4.0,,12.0,7.0,4.0,5.0,10.0,2.0,3.0,2.0,,3.0,,5.0,5.0,3.0,2.0,2.0,2.0,50.0,100.0,62.0,38.0,20.0,27.0,80.0,57.0,12.0,1.0,8.0,8.0,5.0,15.0,5.0,7.0,6.0,1.0,5.0,3.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,
101156497,Slink,garrosh,30.0,3284.0,60.0,,29.0,67.0,0.0,100.0,33.0,67.0,38.0,40.0,100.0,15.0,,7.0,3.0,8.0,1.0,9.0,3.0,8.0,5.0,2.0,9.0,,2.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167997792,Майдмен,gordunni,60.0,3157.0,67.0,25.0,67.0,62.0,,0.0,50.0,43.0,46.0,75.0,67.0,3.0,4.0,3.0,8.0,,2.0,10.0,21.0,13.0,8.0,3.0,2.0,1.0,2.0,5.0,,0.0,5.0,9.0,6.0,6.0,2.0,0.0,,100.0,0.0,0.0,0.0,,50.0,1.0,,1.0,2.0,1.0,5.0,,2.0,0.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,
157659003,Lenagercke,blackhand,8.0,152.0,100.0,,,,,100.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,
174639430,Messer,bronze-dragonflight,8.0,28472.0,53.0,39.0,56.0,25.0,41.0,57.0,38.0,25.0,33.0,50.0,0.0,60.0,36.0,34.0,36.0,27.0,14.0,13.0,4.0,6.0,2.0,2.0,32.0,14.0,19.0,9.0,11.0,8.0,5.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187456315,Жоксс,gordunni,22.0,62.0,0.0,,,,,,,,,100.0,,1.0,,,,,,,,,1.0,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247688319,Doomalke,hellfire,30.0,1526.0,50.0,,,100.0,,50.0,,100.0,,67.0,,2.0,,,1.0,,2.0,,1.0,,3.0,,1.0,,,1.0,,1.0,,1.0,,2.0,,33.0,,,67.0,100.0,100.0,,100.0,3.0,,,3.0,2.0,2.0,,5.0,1.0,,,2.0,2.0,2.0,,5.0,,,,,,,,,,,,
141445649,Adrianie,ysera,126.0,140.0,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,0.0,100.0,0.0,,,,,,1.0,1.0,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
164479772,Райтволл,howling-fjord,7.0,694.0,,,,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
197169175,Yûméko,hyjal,3.0,21.0,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82386110,Mortank,dun-modr,11.0,3351.0,100.0,57.0,60.0,20.0,33.0,64.0,50.0,70.0,22.0,19.0,0.0,6.0,7.0,5.0,5.0,3.0,11.0,2.0,10.0,9.0,16.0,1.0,6.0,4.0,3.0,1.0,1.0,7.0,1.0,7.0,2.0,3.0,0.0,,,67.0,33.0,33.0,50.0,,100.0,,,3.0,3.0,3.0,2.0,,1.0,,,2.0,1.0,1.0,1.0,,1.0,100.0,7.0,7.0,,,,,,,,,
134245080,Zedbug,spinebreaker,7.0,1238.0,33.0,,,,,100.0,60.0,100.0,83.0,100.0,,3.0,,,,,1.0,5.0,1.0,6.0,1.0,,1.0,,,,,1.0,3.0,1.0,5.0,1.0,,0.0,,17.0,67.0,50.0,,,50.0,1.0,,6.0,3.0,4.0,,,2.0,0.0,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,
165305474,Мэллфорс,soulflayer,196.0,30158.0,11.0,52.0,68.0,84.0,82.0,33.0,78.0,62.0,71.0,60.0,68.0,9.0,46.0,47.0,31.0,33.0,12.0,41.0,40.0,51.0,55.0,34.0,1.0,24.0,32.0,26.0,27.0,4.0,32.0,25.0,36.0,33.0,23.0,,,,,,,100.0,,,,,,,,7.0,,,,,,,,7.0,,,,,,,,,,,,,
209826807,Шлипило,soulflayer,18.0,1425.0,0.0,,,,,100.0,67.0,50.0,62.0,40.0,,1.0,,,,,1.0,6.0,2.0,8.0,5.0,,0.0,,,,,1.0,4.0,1.0,5.0,2.0,,50.0,0.0,50.0,40.0,50.0,100.0,,67.0,2.0,1.0,6.0,5.0,2.0,1.0,,3.0,1.0,0.0,3.0,2.0,1.0,1.0,,2.0,,,,67.0,3.0,2.0,,,,,,
137189961,Solnyshka,draenor,7.0,2205.0,67.0,,,43.0,,50.0,33.0,75.0,60.0,67.0,,3.0,,,7.0,,4.0,3.0,4.0,5.0,3.0,,2.0,,,3.0,,2.0,1.0,3.0,3.0,2.0,,100.0,43.0,0.0,75.0,0.0,33.0,,50.0,1.0,7.0,2.0,4.0,3.0,3.0,,2.0,1.0,3.0,0.0,3.0,0.0,1.0,,1.0,,,,,,,,,,,,
196653971,Ultimato,outland,10.0,2595.0,40.0,0.0,,,,60.0,0.0,29.0,100.0,50.0,,5.0,1.0,,,,10.0,1.0,7.0,1.0,2.0,,2.0,0.0,,,,6.0,0.0,2.0,1.0,1.0,,33.0,,,100.0,,50.0,,,3.0,,,2.0,,6.0,,,1.0,,,2.0,,3.0,,,,,,,,,,,,,,
180420766,Тивиар,gordunni,7.0,1640.0,,0.0,,,,,0.0,50.0,33.0,50.0,,,1.0,,,,,1.0,2.0,3.0,2.0,,,0.0,,,,,0.0,1.0,1.0,1.0,,,,,0.0,67.0,100.0,25.0,33.0,,,,1.0,3.0,1.0,8.0,3.0,,,,0.0,2.0,1.0,2.0,1.0,,,,50.0,2.0,1.0,,,,,,
177564688,Spirittrox,dalaran,30.0,9332.0,80.0,20.0,40.0,60.0,0.0,50.0,46.0,21.0,16.0,25.0,62.0,5.0,10.0,5.0,10.0,6.0,6.0,26.0,19.0,19.0,32.0,8.0,4.0,2.0,2.0,6.0,0.0,3.0,12.0,4.0,3.0,8.0,5.0,33.0,,33.0,11.0,50.0,17.0,,50.0,3.0,,12.0,9.0,8.0,6.0,,8.0,1.0,,4.0,1.0,4.0,1.0,,4.0,,,,,,,,,,,,
152872192,Schmetandler,gilneas,14.0,1633.0,33.0,50.0,50.0,33.0,50.0,,,,0.0,0.0,,3.0,10.0,6.0,9.0,4.0,,,,2.0,1.0,,1.0,5.0,3.0,3.0,2.0,,,,0.0,0.0,,0.0,,0.0,0.0,,100.0,,,1.0,,2.0,1.0,,1.0,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,,,
183013498,Гидгуд,gordunni,39.0,3035.0,100.0,50.0,100.0,50.0,,100.0,12.0,73.0,88.0,75.0,100.0,1.0,4.0,1.0,6.0,,1.0,8.0,11.0,8.0,12.0,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,8.0,7.0,9.0,1.0,50.0,,100.0,83.0,67.0,,,67.0,2.0,,7.0,6.0,6.0,,,6.0,1.0,,7.0,5.0,4.0,,,4.0,,,,,,,,,,,,
124637461,Thiran,garrosh,11.0,2204.0,75.0,50.0,67.0,29.0,,40.0,0.0,50.0,83.0,33.0,,4.0,4.0,3.0,7.0,,5.0,1.0,4.0,6.0,9.0,,3.0,2.0,2.0,2.0,,2.0,0.0,2.0,5.0,3.0,,,,67.0,50.0,0.0,67.0,0.0,50.0,,,3.0,8.0,1.0,3.0,9.0,4.0,,,2.0,4.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,
110138369,Kanjouka,ravencrest,5.0,7996.0,50.0,83.0,67.0,0.0,100.0,100.0,25.0,,0.0,,,8.0,6.0,3.0,2.0,4.0,1.0,4.0,,1.0,,,4.0,5.0,2.0,0.0,4.0,1.0,1.0,,0.0,,,50.0,,100.0,,0.0,67.0,,50.0,4.0,,2.0,,1.0,3.0,,2.0,2.0,,2.0,,0.0,2.0,,1.0,,,,,,,,,,,,
208892419,Пендалин,gordunni,24.0,1618.0,50.0,,,0.0,,,,0.0,100.0,0.0,,6.0,,,2.0,,,,3.0,1.0,4.0,,3.0,,,0.0,,,,0.0,1.0,0.0,,100.0,,100.0,50.0,,0.0,100.0,100.0,3.0,,2.0,2.0,,1.0,1.0,1.0,3.0,,2.0,1.0,,0.0,1.0,1.0,,,,,,,,,,,,
244553462,Лурэза,gordunni,11.0,1120.0,,,,100.0,,,67.0,100.0,50.0,50.0,,,,,1.0,,,3.0,1.0,2.0,4.0,,,,,1.0,,,2.0,1.0,1.0,2.0,,,,25.0,100.0,67.0,50.0,,100.0,,,4.0,1.0,3.0,2.0,,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,
72667609,Йоказуна,goldrinn,153.0,82069.0,66.0,68.0,59.0,73.0,54.0,51.0,70.0,65.0,71.0,62.0,69.0,71.0,121.0,107.0,248.0,59.0,39.0,249.0,269.0,233.0,251.0,132.0,47.0,82.0,63.0,181.0,32.0,20.0,174.0,175.0,165.0,156.0,91.0,100.0,62.0,68.0,63.0,53.0,50.0,67.0,57.0,1.0,13.0,182.0,145.0,109.0,8.0,3.0,90.0,1.0,8.0,124.0,91.0,58.0,4.0,2.0,51.0,100.0,10.0,10.0,,,,100.0,1.0,1.0,100.0,1.0,1.0
82649630,Tesalion,blackhand,13.0,6050.0,15.0,57.0,50.0,23.0,40.0,14.0,46.0,69.0,29.0,31.0,29.0,26.0,14.0,10.0,13.0,5.0,14.0,13.0,16.0,7.0,13.0,14.0,4.0,8.0,5.0,3.0,2.0,2.0,6.0,11.0,2.0,4.0,4.0,100.0,,33.0,50.0,,67.0,100.0,67.0,2.0,,3.0,2.0,,3.0,5.0,3.0,2.0,,1.0,1.0,,2.0,5.0,2.0,,,,,,,,,,,,
168784801,Dween,dalaran,10.0,1314.0,50.0,,,,,40.0,50.0,0.0,20.0,0.0,,4.0,,,,,5.0,2.0,1.0,5.0,1.0,,2.0,,,,,2.0,1.0,0.0,1.0,0.0,,50.0,,62.0,50.0,33.0,,,100.0,4.0,,8.0,6.0,6.0,,,1.0,2.0,,5.0,3.0,2.0,,,1.0,,,,100.0,1.0,1.0,,,,,,
98788169,Thalaric,blackhand,20.0,49739.0,59.0,66.0,67.0,60.0,52.0,52.0,60.0,50.0,53.0,0.0,,68.0,143.0,196.0,108.0,83.0,46.0,20.0,2.0,30.0,2.0,,40.0,94.0,131.0,65.0,43.0,24.0,12.0,1.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197354836,Thobiias,kazzak,20.0,27944.0,56.0,47.0,45.0,35.0,48.0,50.0,70.0,60.0,48.0,62.0,17.0,57.0,86.0,71.0,57.0,84.0,101.0,20.0,20.0,54.0,24.0,6.0,32.0,40.0,32.0,20.0,40.0,50.0,14.0,12.0,26.0,15.0,1.0,0.0,,100.0,,50.0,,,0.0,2.0,,2.0,,2.0,,,1.0,0.0,,2.0,,1.0,,,0.0,,,,,,,,,,,,
163109279,Joaxlol,draenor,19.0,908.0,0.0,,,50.0,,75.0,,100.0,,0.0,,1.0,,,2.0,,4.0,,2.0,,2.0,,0.0,,,1.0,,3.0,,2.0,,0.0,,100.0,,,,0.0,100.0,,33.0,1.0,,,,1.0,1.0,,3.0,1.0,,,,0.0,1.0,,1.0,,,,,,,,,,,,
197308139,Cdurpal,archimonde,9.0,363.0,,,,,,100.0,0.0,,,0.0,,,,,,,1.0,2.0,,,1.0,,,,,,,1.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,50.0,,,1.0,3.0,,1.0,,2.0,,,0.0,0.0,,0.0,,1.0,,,,,,,,,,,,
195921039,Vilgford,hyjal,33.0,3061.0,,30.0,42.0,67.0,0.0,,32.0,25.0,38.0,36.0,56.0,,23.0,12.0,6.0,1.0,,25.0,20.0,16.0,22.0,9.0,,7.0,5.0,4.0,0.0,,8.0,5.0,6.0,8.0,5.0,,,33.0,33.0,75.0,,,,,,3.0,3.0,4.0,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,
99252603,Angèlus,antonidas,39.0,1131.0,100.0,,,,,100.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,17.0,,,,,,,,12.0,,,,,,,,2.0,,,,,,,,,,,,,
134022315,Гостерман,galakrond,71.0,19443.0,72.0,20.0,60.0,56.0,,67.0,42.0,65.0,80.0,60.0,47.0,18.0,5.0,10.0,16.0,,9.0,19.0,20.0,15.0,35.0,19.0,13.0,1.0,6.0,9.0,,6.0,8.0,13.0,12.0,21.0,9.0,25.0,40.0,60.0,57.0,78.0,71.0,50.0,67.0,4.0,5.0,25.0,14.0,9.0,14.0,12.0,3.0,1.0,2.0,15.0,8.0,7.0,10.0,6.0,2.0,100.0,11.0,11.0,,,,,,,,,
166027883,Steelysteve,tarren-mill,10.0,2.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181946047,Сэйшелка,soulflayer,16.0,2676.0,0.0,,,73.0,,25.0,56.0,67.0,50.0,80.0,0.0,2.0,,,11.0,,4.0,9.0,3.0,4.0,10.0,1.0,0.0,,,8.0,,1.0,5.0,2.0,2.0,8.0,0.0,,,64.0,67.0,50.0,0.0,,67.0,,,11.0,3.0,4.0,1.0,,3.0,,,7.0,2.0,2.0,0.0,,2.0,100.0,3.0,3.0,,,,,,,,,
68805977,Tigerlover,shattrath,6.0,6075.0,36.0,59.0,44.0,41.0,69.0,31.0,50.0,67.0,54.0,20.0,0.0,11.0,29.0,27.0,17.0,13.0,13.0,6.0,3.0,13.0,5.0,2.0,4.0,17.0,12.0,7.0,9.0,4.0,3.0,2.0,7.0,1.0,0.0,,,,,,0.0,,0.0,,,,,,1.0,,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,
69341530,Sutario,shattrath,12.0,23534.0,52.0,39.0,44.0,53.0,45.0,62.0,49.0,36.0,37.0,39.0,75.0,31.0,101.0,59.0,45.0,29.0,34.0,35.0,11.0,27.0,23.0,4.0,16.0,39.0,26.0,24.0,13.0,21.0,17.0,4.0,10.0,9.0,3.0,,,50.0,100.0,,0.0,,,,,2.0,2.0,,1.0,,,,,1.0,2.0,,0.0,,,100.0,3.0,3.0,,,,,,,,,
149909347,Kigomai,elune,11.0,528.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,100.0,25.0,0.0,1.0,3.0,2.0,1.0,2.0,,1.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,,,100.0,100.0,0.0,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,
197612454,Heimir,kazzak,21.0,627.0,,,,100.0,,,100.0,,0.0,50.0,,,,,1.0,,,1.0,,1.0,2.0,,,,,1.0,,,1.0,,0.0,1.0,,100.0,,100.0,50.0,67.0,,,50.0,1.0,,1.0,2.0,3.0,,,4.0,1.0,,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,,,53.0,,67.0,50.0,86.0,100.0,17.0,100.0,3.0,,,15.0,,3.0,4.0,7.0,2.0,6.0,1.0,2.0,,,8.0,,2.0,2.0,6.0,2.0,1.0,1.0,,,67.0,25.0,75.0,100.0,,50.0,,,3.0,4.0,4.0,2.0,,4.0,,,2.0,1.0,3.0,2.0,,2.0,,,,,,,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,49.0,62.0,54.0,60.0,58.0,40.0,56.0,59.0,70.0,79.0,76.0,39.0,110.0,79.0,52.0,53.0,30.0,70.0,27.0,91.0,24.0,21.0,19.0,68.0,43.0,31.0,31.0,12.0,39.0,16.0,64.0,19.0,16.0,,,100.0,0.0,,,,,,,1.0,2.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
136896673,Alcatrazz,blackrock,6.0,5026.0,33.0,68.0,58.0,67.0,25.0,20.0,50.0,29.0,0.0,,,6.0,25.0,33.0,12.0,8.0,5.0,4.0,7.0,2.0,,,2.0,17.0,19.0,8.0,2.0,1.0,2.0,2.0,0.0,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,
