character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Classic Warsong Gulch won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Classic Arathi Basin win_rate,Classic Arathi Basin played,Classic Arathi Basin won,Alterac Valley win_rate,Ashran win_rate,Battle for Wintergrasp win_rate,Korrak's Revenge win_rate,Alterac Valley played,Ashran played,Battle for Wintergrasp played,Korrak's Revenge played,Alterac Valley won,Ashran won,Battle for Wintergrasp won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
155321637,Khanzarah,ravencrest,61.0,1662.0,,,,100.0,50.0,50.0,67.0,,100.0,,,100.0,80.0,100.0,100.0,,,,2.0,4.0,2.0,3.0,,5.0,,,3.0,5.0,3.0,1.0,,,,2.0,2.0,1.0,2.0,,5.0,,,3.0,4.0,3.0,1.0,,,,,0.0,50.0,38.0,,3.0,4.0,8.0,,0.0,2.0,3.0,,,,,,,,,
156033976,Vindiknight,ravencrest,23.0,13509.0,56.0,57.0,36.0,80.0,0.0,40.0,45.0,,57.0,25.0,,40.0,57.0,33.0,67.0,131.0,14.0,14.0,5.0,6.0,10.0,11.0,,7.0,4.0,,5.0,60.0,3.0,3.0,73.0,8.0,5.0,4.0,0.0,4.0,5.0,,4.0,1.0,,2.0,34.0,1.0,2.0,40.0,10.0,4.0,83.0,33.0,67.0,35.0,23.0,3.0,3.0,17.0,19.0,1.0,2.0,6.0,,,,,,,0.0,1.0,0.0
159756114,Belkata,drakthul,29.0,6239.0,,71.0,,71.0,50.0,17.0,64.0,0.0,50.0,,50.0,56.0,57.0,60.0,60.0,,7.0,,7.0,10.0,6.0,11.0,1.0,10.0,,2.0,9.0,7.0,10.0,10.0,,5.0,,5.0,5.0,1.0,7.0,0.0,5.0,,1.0,5.0,4.0,6.0,6.0,,,,50.0,100.0,,38.0,6.0,6.0,,8.0,3.0,6.0,,3.0,,,,,,,,,
112146712,Bauchkraulêr,blackhand,141.0,241.0,,,,100.0,,,,,,,,0.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,0.0,,,,,,,,100.0,,,,2.0,,,,2.0,,,,,,,,,,,
108863539,Xïialla,ysondre,6.0,5895.0,71.0,69.0,36.0,40.0,0.0,50.0,43.0,,50.0,100.0,,,,,,17.0,13.0,11.0,5.0,8.0,8.0,7.0,,14.0,3.0,,,,,,12.0,9.0,4.0,2.0,0.0,4.0,3.0,,7.0,3.0,,,,,,64.0,14.0,9.0,50.0,,,,8.0,,,,4.0,,,,,,,,,,,,
167456545,Нежнаябогиня,soulflayer,49.0,135236.0,58.0,65.0,61.0,58.0,62.0,58.0,69.0,,58.0,73.0,100.0,33.0,50.0,80.0,60.0,381.0,361.0,296.0,196.0,137.0,33.0,129.0,,36.0,22.0,1.0,9.0,6.0,5.0,5.0,222.0,233.0,181.0,113.0,85.0,19.0,89.0,,21.0,16.0,1.0,3.0,3.0,4.0,3.0,56.0,378.0,210.0,51.0,50.0,71.0,100.0,434.0,2.0,7.0,1.0,223.0,1.0,5.0,1.0,100.0,2.0,2.0,,,,,,
88359394,Verx,sanguino,14.0,24652.0,53.0,54.0,58.0,40.0,62.0,0.0,,,50.0,,,,0.0,,,88.0,59.0,60.0,35.0,8.0,1.0,,,2.0,,,,2.0,,,47.0,32.0,35.0,14.0,5.0,0.0,,,1.0,,,,0.0,,,63.0,93.0,59.0,52.0,0.0,67.0,50.0,42.0,1.0,3.0,6.0,22.0,0.0,2.0,3.0,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,0.0,,75.0,75.0,0.0,67.0,100.0,0.0,,,33.0,33.0,100.0,0.0,,1.0,,4.0,4.0,1.0,3.0,1.0,1.0,,,3.0,3.0,1.0,1.0,,0.0,,3.0,3.0,0.0,2.0,1.0,0.0,,,1.0,1.0,1.0,0.0,,,,,0.0,100.0,,,1.0,1.0,,,0.0,1.0,,,,,,,,,,
195802808,Staforti,aggra-português,2.0,74.0,,,,,,,,,,,,0.0,,,100.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
138541466,Sacramentum,defias-brotherhood,13.0,1286.0,72.0,67.0,0.0,75.0,50.0,50.0,,,0.0,67.0,,,,,,18.0,3.0,3.0,4.0,2.0,2.0,,,2.0,3.0,,,,,,13.0,2.0,0.0,3.0,1.0,1.0,,,0.0,2.0,,,,,,0.0,3.0,0.0,67.0,,,,3.0,,,,2.0,,,,,,,,,,,,
154417864,Zawarudoo,frostwolf,160.0,6476.0,,30.0,,50.0,62.0,57.0,52.0,50.0,56.0,,50.0,68.0,60.0,56.0,33.0,,10.0,,8.0,16.0,21.0,23.0,10.0,27.0,,2.0,22.0,15.0,16.0,15.0,,3.0,,4.0,10.0,12.0,12.0,5.0,15.0,,1.0,15.0,9.0,9.0,5.0,,,,50.0,86.0,50.0,33.0,8.0,7.0,4.0,6.0,4.0,6.0,2.0,2.0,,,,50.0,2.0,1.0,,,
150477543,Trìsoul,amanthul,14.0,1743.0,38.0,0.0,,,40.0,67.0,50.0,,50.0,20.0,,175.0,,,,8.0,2.0,,,5.0,3.0,2.0,,8.0,5.0,,4.0,,,,3.0,0.0,,,2.0,2.0,1.0,,4.0,1.0,,7.0,,,,17.0,6.0,1.0,0.0,67.0,100.0,,2.0,3.0,1.0,,0.0,2.0,1.0,,,,,,,,,,
159242004,Sîndja,antonidas,6.0,856.0,0.0,100.0,,,100.0,33.0,50.0,,,50.0,,75.0,,,,1.0,2.0,,,1.0,3.0,2.0,,,2.0,,4.0,,,,0.0,2.0,,,1.0,1.0,1.0,,,1.0,,3.0,,,,33.0,3.0,1.0,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,
141864217,Айвишпал,galakrond,31.0,6959.0,50.0,60.0,,33.0,84.0,65.0,58.0,80.0,60.0,67.0,100.0,71.0,48.0,29.0,0.0,2.0,10.0,,3.0,19.0,20.0,19.0,5.0,30.0,6.0,1.0,24.0,25.0,14.0,2.0,1.0,6.0,,1.0,16.0,13.0,11.0,4.0,18.0,4.0,1.0,17.0,12.0,4.0,0.0,50.0,2.0,1.0,75.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,100.0,5.0,5.0,,,,,,
147815072,Valheera,blackmoore,9.0,343.0,,,,,,100.0,,,,,,,100.0,0.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
174402863,Gengbèng,nemesis,26.0,1563.0,,0.0,,100.0,50.0,0.0,,,33.0,,,0.0,33.0,50.0,,,3.0,,1.0,2.0,1.0,,,3.0,,,2.0,3.0,2.0,,,0.0,,1.0,1.0,0.0,,,1.0,,,0.0,1.0,1.0,,,,,50.0,50.0,0.0,100.0,4.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,,,,,,,,,
150481065,Atherea,dun-modr,67.0,6742.0,50.0,60.0,67.0,50.0,59.0,86.0,65.0,,67.0,67.0,,150.0,83.0,100.0,71.0,16.0,15.0,3.0,2.0,27.0,14.0,20.0,,15.0,6.0,,8.0,6.0,5.0,7.0,8.0,9.0,2.0,1.0,16.0,12.0,13.0,,10.0,4.0,,12.0,5.0,5.0,5.0,36.0,11.0,4.0,71.0,,,,7.0,,,,5.0,,,,,,,,,,,,
143718641,Магннолия,howling-fjord,35.0,654.0,,0.0,,,0.0,,100.0,,100.0,,,,60.0,,,,1.0,,,1.0,,1.0,,1.0,,,,5.0,,,,0.0,,,0.0,,1.0,,1.0,,,,3.0,,,,,,100.0,,100.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,
116789373,Toxique,medivh,104.0,611.0,,,,,50.0,100.0,0.0,,100.0,,,,50.0,,100.0,,,,,2.0,1.0,1.0,,2.0,,,,2.0,,1.0,,,,,1.0,1.0,0.0,,2.0,,,,1.0,,1.0,,,,0.0,100.0,100.0,,1.0,1.0,1.0,,0.0,1.0,1.0,,,,,,,,,,
197989533,Brwpala,kazzak,9.0,2340.0,,,,0.0,0.0,50.0,0.0,,,,100.0,25.0,33.0,50.0,67.0,,,,1.0,2.0,6.0,1.0,,,,1.0,4.0,3.0,2.0,3.0,,,,0.0,0.0,3.0,0.0,,,,1.0,1.0,1.0,1.0,2.0,,,,0.0,,50.0,20.0,1.0,,4.0,5.0,0.0,,2.0,1.0,,,,,,,,,
150753087,Hamsterz,amanthul,29.0,5984.0,19.0,40.0,33.0,22.0,30.0,33.0,43.0,,35.0,33.0,,,50.0,,,21.0,5.0,3.0,9.0,10.0,15.0,21.0,,17.0,9.0,,,2.0,,,4.0,2.0,1.0,2.0,3.0,5.0,9.0,,6.0,3.0,,,1.0,,,53.0,15.0,8.0,41.0,,50.0,,17.0,,2.0,,7.0,,1.0,,100.0,6.0,6.0,,,,,,
163109279,Joaxlol,draenor,19.0,908.0,,50.0,,75.0,,100.0,,,0.0,,,,,0.0,33.0,,2.0,,4.0,,2.0,,,2.0,,,,,1.0,3.0,,1.0,,3.0,,2.0,,,0.0,,,,,0.0,1.0,,,,0.0,100.0,100.0,,1.0,1.0,1.0,,0.0,1.0,1.0,,,,,,,,,,
77157081,Tómòýô,blackhand,4.0,14874.0,50.0,71.0,88.0,40.0,64.0,43.0,50.0,,67.0,,,,,,,6.0,14.0,8.0,15.0,14.0,7.0,8.0,,12.0,,,,,,,3.0,10.0,7.0,6.0,9.0,3.0,4.0,,8.0,,,,,,,52.0,23.0,12.0,53.0,,,,17.0,,,,9.0,,,,,,,,,,,,
20764750,Menzov,khadgar,56.0,41191.0,51.0,40.0,47.0,48.0,,50.0,,,100.0,,,,,,,53.0,35.0,15.0,23.0,,2.0,,,1.0,,,,,,,27.0,14.0,7.0,11.0,,1.0,,,1.0,,,,,,,68.0,40.0,27.0,71.0,,,100.0,52.0,,,1.0,37.0,,,1.0,,,,,,,,,
146909858,Darkangelshu,ragnaros,2.0,683.0,0.0,100.0,0.0,,100.0,100.0,0.0,,33.0,100.0,,,,100.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,1.0,,0.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
146175431,Mystrisch,frostmourne,67.0,3287.0,,46.0,,20.0,55.0,64.0,62.0,,53.0,,50.0,42.0,67.0,86.0,55.0,,13.0,,5.0,11.0,11.0,8.0,,15.0,,2.0,12.0,6.0,7.0,11.0,,6.0,,1.0,6.0,7.0,5.0,,8.0,,1.0,5.0,4.0,6.0,6.0,,,,50.0,,50.0,,6.0,,4.0,,3.0,,2.0,,,,,,,,,,
186810033,Spoikey,silvermoon,58.0,8211.0,29.0,23.0,33.0,32.0,50.0,17.0,14.0,,50.0,7.0,,100.0,50.0,0.0,100.0,7.0,13.0,9.0,19.0,12.0,12.0,7.0,,12.0,15.0,,2.0,4.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,2.0,1.0,,6.0,1.0,,2.0,2.0,0.0,1.0,29.0,7.0,2.0,53.0,60.0,50.0,17.0,30.0,5.0,2.0,6.0,16.0,3.0,1.0,1.0,,,,,,,,,
163632883,Aitas,tarren-mill,162.0,100346.0,62.0,60.0,55.0,45.0,65.0,66.0,62.0,,65.0,58.0,,500.0,100.0,60.0,0.0,247.0,235.0,222.0,225.0,265.0,181.0,257.0,,186.0,84.0,,8.0,3.0,5.0,1.0,154.0,140.0,123.0,102.0,171.0,120.0,159.0,,121.0,49.0,,40.0,3.0,3.0,0.0,60.0,290.0,173.0,51.0,100.0,100.0,0.0,210.0,2.0,4.0,5.0,108.0,2.0,4.0,0.0,100.0,36.0,36.0,,,,,,
199152184,Слипноумо,gordunni,16.0,1928.0,,100.0,,,67.0,60.0,,,50.0,,,75.0,0.0,67.0,33.0,,5.0,,,6.0,10.0,,,2.0,,,8.0,1.0,3.0,3.0,,5.0,,,4.0,6.0,,,1.0,,,6.0,0.0,2.0,1.0,,,,50.0,,0.0,,2.0,,1.0,,1.0,,0.0,,,,,,,,,,
137831375,Hashcat,defias-brotherhood,26.0,6099.0,,58.0,,,40.0,53.0,50.0,0.0,59.0,,,44.0,65.0,57.0,75.0,,19.0,,,10.0,15.0,10.0,1.0,17.0,,,16.0,17.0,23.0,20.0,,11.0,,,4.0,8.0,5.0,0.0,10.0,,,7.0,11.0,13.0,15.0,,,,60.0,100.0,50.0,40.0,5.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,100.0,3.0,3.0,,,,,,
104629302,Карвинн,howling-fjord,6.0,3353.0,,50.0,100.0,29.0,50.0,100.0,0.0,,100.0,0.0,,50.0,0.0,0.0,50.0,,2.0,2.0,7.0,4.0,2.0,1.0,,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,0.0,,2.0,0.0,,1.0,0.0,0.0,1.0,33.0,3.0,1.0,62.0,100.0,67.0,,8.0,4.0,6.0,,5.0,4.0,4.0,,,,,,,,,,
166161372,Lexaniqt,blackmoore,53.0,57718.0,59.0,60.0,53.0,43.0,62.0,50.0,65.0,,,40.0,,,,0.0,0.0,90.0,30.0,45.0,46.0,29.0,6.0,34.0,,,5.0,,,,2.0,1.0,53.0,18.0,24.0,20.0,18.0,3.0,22.0,,,2.0,,,,0.0,0.0,55.0,38.0,21.0,43.0,,,,28.0,,,,12.0,,,,,,,,,,,,
193319581,Лавтуспутч,gordunni,51.0,8531.0,42.0,50.0,50.0,50.0,40.0,42.0,54.0,,38.0,100.0,,67.0,75.0,,100.0,12.0,24.0,10.0,22.0,15.0,12.0,24.0,,16.0,2.0,,3.0,4.0,,2.0,5.0,12.0,5.0,11.0,6.0,5.0,13.0,,6.0,2.0,,2.0,3.0,,2.0,65.0,20.0,13.0,72.0,,67.0,,18.0,,3.0,,13.0,,2.0,,,,,,,,,,
142142673,Sorcipala,frostmourne,54.0,215.0,,,100.0,,0.0,,,,,,,0.0,0.0,,50.0,,,1.0,,1.0,,,,,,,1.0,1.0,,2.0,,,1.0,,0.0,,,,,,,0.0,0.0,,1.0,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,
186315110,Psyonyx,silvermoon,6.0,1412.0,,50.0,,,100.0,33.0,83.0,,75.0,,,67.0,,0.0,86.0,,4.0,,,4.0,3.0,6.0,,4.0,,,3.0,,2.0,7.0,,2.0,,,4.0,1.0,5.0,,3.0,,,2.0,,0.0,6.0,,,,0.0,100.0,100.0,,1.0,1.0,1.0,,0.0,1.0,1.0,,,,,,,,,,
158260545,Odinspower,madmortem,13.0,2206.0,,33.0,,0.0,12.0,100.0,0.0,,67.0,,,50.0,80.0,100.0,43.0,,3.0,,1.0,8.0,2.0,1.0,,3.0,,,4.0,5.0,1.0,7.0,,1.0,,0.0,1.0,2.0,0.0,,2.0,,,2.0,4.0,1.0,3.0,,,,100.0,67.0,100.0,,2.0,3.0,2.0,,2.0,2.0,2.0,,,,,,,,,,
147414329,Héàlsßâdmáñ,tarren-mill,160.0,38487.0,53.0,51.0,41.0,57.0,40.0,44.0,43.0,857.0,58.0,50.0,,50.0,50.0,25.0,100.0,223.0,127.0,129.0,132.0,57.0,27.0,63.0,7.0,26.0,12.0,,10.0,6.0,8.0,4.0,119.0,65.0,53.0,75.0,23.0,12.0,27.0,60.0,15.0,6.0,,5.0,3.0,2.0,4.0,54.0,131.0,71.0,59.0,,,,169.0,,,,99.0,,,,,,,,,,,,
159018118,Enradium,stormscale,42.0,2571.0,33.0,67.0,100.0,75.0,100.0,60.0,75.0,,0.0,,,133.0,100.0,100.0,20.0,3.0,3.0,1.0,8.0,3.0,5.0,4.0,,2.0,,,3.0,1.0,1.0,5.0,1.0,2.0,1.0,6.0,3.0,3.0,3.0,,0.0,,,4.0,1.0,1.0,1.0,0.0,1.0,0.0,80.0,50.0,67.0,,5.0,4.0,3.0,,4.0,2.0,2.0,,,,,,,,,,
148169893,Yesyesyes,arthas,5.0,190.0,,,,,,,0.0,,,,,,,0.0,100.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
132411945,Zyraxx,blackmoore,121.0,108130.0,44.0,43.0,60.0,46.0,50.0,56.0,57.0,,54.0,52.0,,46.0,33.0,44.0,41.0,469.0,266.0,141.0,163.0,276.0,184.0,299.0,,215.0,178.0,,130.0,63.0,54.0,22.0,206.0,115.0,85.0,75.0,139.0,103.0,169.0,,117.0,92.0,,60.0,21.0,24.0,9.0,48.0,311.0,150.0,52.0,,22.0,,316.0,,9.0,,165.0,,2.0,,100.0,34.0,34.0,,,,,,
143247299,Wåvycolt,tarren-mill,14.0,6018.0,67.0,80.0,100.0,14.0,64.0,53.0,82.0,,64.0,50.0,,63.0,33.0,67.0,0.0,12.0,5.0,1.0,7.0,14.0,19.0,17.0,,14.0,2.0,,19.0,3.0,3.0,1.0,8.0,4.0,1.0,1.0,9.0,10.0,14.0,,9.0,1.0,,12.0,1.0,2.0,0.0,67.0,6.0,4.0,38.0,60.0,50.0,0.0,8.0,5.0,2.0,1.0,3.0,3.0,1.0,0.0,,,,,,,,,
110793874,Skauf,twisting-nether,11.0,1991.0,67.0,0.0,100.0,25.0,0.0,80.0,50.0,,0.0,67.0,,,,,,3.0,2.0,1.0,12.0,1.0,5.0,4.0,,2.0,3.0,,,,,,2.0,0.0,1.0,3.0,0.0,4.0,2.0,,0.0,2.0,,,,,,100.0,2.0,2.0,0.0,,100.0,,3.0,,2.0,,0.0,,2.0,,,,,,,,,,
123223712,Ketherian,blutkessel,28.0,2226.0,67.0,,,14.0,25.0,88.0,25.0,,33.0,17.0,,100.0,,100.0,50.0,9.0,,,7.0,4.0,8.0,4.0,,3.0,6.0,,1.0,,1.0,2.0,6.0,,,1.0,1.0,7.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,50.0,2.0,1.0,25.0,0.0,0.0,,8.0,1.0,3.0,,2.0,0.0,0.0,,,,,,,,,,
137168644,Eezpeez,draenor,21.0,1648.0,,40.0,,0.0,50.0,90.0,20.0,,67.0,,50.0,67.0,33.0,50.0,50.0,,5.0,,1.0,2.0,10.0,5.0,,3.0,,4.0,3.0,3.0,2.0,2.0,,2.0,,0.0,1.0,9.0,1.0,,2.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,
148556259,Elvandara,blackmoore,68.0,3853.0,42.0,22.0,,44.0,31.0,0.0,43.0,,36.0,0.0,,29.0,75.0,67.0,33.0,12.0,9.0,,16.0,16.0,5.0,7.0,,11.0,1.0,,7.0,4.0,6.0,3.0,5.0,2.0,,7.0,5.0,0.0,3.0,,4.0,0.0,,2.0,3.0,4.0,1.0,0.0,2.0,0.0,53.0,78.0,33.0,,15.0,9.0,3.0,,8.0,7.0,1.0,,100.0,1.0,1.0,,,,,,
150778403,Yasumâ,amanthul,28.0,396.0,,,,100.0,,0.0,,,100.0,,,100.0,,,0.0,,,,1.0,,1.0,,,2.0,,,1.0,,,2.0,,,,1.0,,0.0,,,2.0,,,1.0,,,0.0,,,,100.0,50.0,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,
142422515,Moncsí,die-arguswacht,8.0,927.0,,,,,50.0,0.0,0.0,,,100.0,,25.0,75.0,,,,,,,2.0,1.0,1.0,,,1.0,,4.0,4.0,,,,,,,1.0,0.0,0.0,,,1.0,,1.0,3.0,,,,,,,,100.0,,,,1.0,,,,1.0,,100.0,2.0,2.0,,,,,,
73887649,Zeryana,antonidas,18.0,8588.0,51.0,38.0,43.0,69.0,56.0,67.0,48.0,,41.0,58.0,,,0.0,0.0,,39.0,26.0,37.0,16.0,27.0,18.0,21.0,,22.0,12.0,,,1.0,1.0,,20.0,10.0,16.0,11.0,15.0,12.0,10.0,,9.0,7.0,,,0.0,0.0,,60.0,20.0,12.0,64.0,,,,11.0,,,,7.0,,,,,,,,,,,,
196658943,Dewenn,archimonde,6.0,1193.0,,0.0,,50.0,,40.0,,,0.0,,50.0,,50.0,,100.0,,1.0,,2.0,,5.0,,,1.0,,2.0,,2.0,,1.0,,0.0,,1.0,,2.0,,,0.0,,1.0,,1.0,,1.0,,,,25.0,33.0,33.0,,4.0,3.0,3.0,,1.0,1.0,1.0,,,,,,,,,,
144388515,Asay,hyjal,5.0,784.0,,,0.0,100.0,100.0,,100.0,,,,100.0,,50.0,,100.0,,,1.0,1.0,2.0,,1.0,,,,1.0,,2.0,,1.0,,,0.0,1.0,2.0,,1.0,,,,1.0,,1.0,,1.0,,,,50.0,,100.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,
