Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Arachnid Cipher Ring,Death God's Signet,Inscrutable Quantum Device,Anima Field Emitter,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Acidslough Bulwark,,53690588,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the 7th Legion,168998405,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Shattered Sun,74087219,Dark Silk Shirt
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Cloak of Enveloping Manifestations,Barbed-Edge of the Stone Legion,Acidslough Bulwark,Tabard of the Argent Dawn,144046900,Fashionable Undershirt
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,Guild Tabard,164133341,
Diadem of Imperious Desire,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Shadowghast Ring,Anima Field Emitter,Gluttonous Spike,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,,180605887,
Plague Handler's Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,Illustrious Guild Tabard,132269807,Black Swashbuckler's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Hardened Castle Crushers,Ritualist's Treasured Ring,Shadowghast Ring,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,Champions of Azeroth Tabard,136972478,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Signet of the False Accuser,Ardent Sunstar Signet,Blood-Spattered Scale,Gluttonous Spike,Decadent Nathrian Shawl,Engorged Worm Smasher,Acidslough Bulwark,,196175533,
Wing Commander's Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Band of the Risen Bonelord,Hyperlight Band,Stone Legion Heraldry,Macabre Sheet Music,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Lightbringer,156999348,Irradiated Undercoat
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,Darkspear Tabard,173705901,Irradiated Undercoat
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Pulsating Stoneheart,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,139945419,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Death God's Signet,Anima Field Emitter,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,,243556201,
Casque of the Path,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Ritual Commander's Ring,Inscrutable Quantum Device,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sinsmasher,Encrusted Canopic Lid,Tabard of the Lightbringer,154191211,Fashionable Undershirt
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Fleshfused Circle,Sinful Gladiator's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Mantle of Manifest Sins,Gorestained Cleaver,Sinful Gladiator's Guard,Guild Tabard,155984459,
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Sinful Gladiator's Plate Gauntlets,Death God's Signet,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,Guild Tabard,87047984,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Signet of the False Accuser,Anima Field Emitter,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,91973227,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Ritual Bone Band,Anima Field Emitter,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,Silvermoon City Tabard,113598982,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stonebark Girdle,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Chyrus's Crest of Hope,,91023223,Fashionable Undershirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Girdle,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,Renowned Guild Tabard,171896083,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Band of the Risen Bonelord,Anima Field Emitter,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Sylvan Whiteshield,,157728415,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,Renowned Guild Tabard,124079940,Artisan Officer's Shirt
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Hyperlight Band,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Inscrutable Quantum Device,Crest of the Legionnaire General,Axe of the Deadgrove,Elysian Sentinel's Aegis,Tabard of the Lightbringer,160816762,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Bladedancer's Armor Kit,Crest of the Legionnaire General,Sinsmasher,Encrusted Canopic Lid,Tabard of Summer Flames,119283827,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Viscera of Coalesced Hatred,Anima Field Emitter,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,,121079292,Initiate's Shirt
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Redoubt,Tabard of the Void,154421564,Electrified Compression Shirt
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ardent Sunstar Signet,Ritual Commander's Ring,Anima Field Emitter,Overwhelming Power Crystal,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Guild Tabard,159866635,Tuxedo Shirt
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Chyrus's Crest of Hope,,244619548,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Ember-Scarred Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Bloodoath Signet,Overwhelming Power Crystal,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,Green Trophy Tabard of the Illidari,166993169,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Argent Crusader's Tabard,129437356,Precious' Ribbon
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Valinor's Ground Pounders,Shoulderblade Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Spare Meat Hook,Pulsating Stoneheart,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Lightbringer,154440930,Fashionable Undershirt
Wrathbark Greathelm,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Signet of the False Accuser,Ardent Sunstar Signet,Pulsating Stoneheart,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,,163834202,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Inscrutable Quantum Device,Pulsating Stoneheart,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of Summer Skies,132795147,Wraps of the Blood-Soaked Brawler
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Hardened Castle Crushers,Ring of Perpetual Conflict,Death God's Signet,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Shroud of the Penitent,Sophisticated Bonecracker,Encrusted Canopic Lid,,117557214,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritual Commander's Ring,Ardent Sunstar Signet,Inscrutable Quantum Device,Skulker's Wing,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Renowned Guild Tabard,217345498,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,Tabard of the Kirin Tor,131403913,Stylish Black Shirt
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Queensguard's Vigil,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Axe of the Deadgrove,Elysian Sentinel's Aegis,,148519852,Stylish Black Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,100173719,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,,32793033,Irradiated Undercoat
Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Arachnid Cipher Ring,Sinful Aspirant's Emblem,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,Tabard of the Tortollan Seekers,190206356,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Shroud of the Penitent,Sophisticated Bonecracker,Barricade of the Endless Empire,Ironforge Tabard,163875207,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Lightbringer,106800348,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Tabard of the Zandalari,162106185,
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,,175769732,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Blood-Spattered Scale,Pulsating Stoneheart,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,142666647,
