Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Hyperlight Band,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cloak of Coordination,Sophisticated Bonecracker,Sinful Gladiator's Guard,196653971,Renowned Guild Tabard
Wrathbark Greathelm,Reinforced High Collar,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Inscrutable Quantum Device,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,158089328,
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Captain Sanders' Shirt,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Encrusted Canopic Lid,180420766,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stonebark Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Slimy Consumptive Organ,Anima Field Emitter,Sinful Gladiator's Drape,Gorestained Cleaver,Acidslough Bulwark,177564688,Renowned Guild Tabard
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,152872192,Stormwind Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Acidslough Bulwark,183013498,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Stone Legion Heraldry,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,124637461,Renowned Guild Tabard
Plague Handler's Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Embroidered Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Wargreaves,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Anima Field Emitter,Inscrutable Quantum Device,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,110138369,Private's Tabard
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Shadowghast Waistguard,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Bracers of the Tenebrous Retinue,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Pulsating Stoneheart,Anima Field Emitter,Shroud of the Penitent,Engorged Worm Smasher,Barricade of the Endless Empire,208892419,Tabard of the Dark Iron
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Steelcore Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Barricade of the Endless Empire,244553462,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Inscrutable Quantum Device,Shroud of the Penitent,Sinsmasher,Encrusted Canopic Lid,72667609,Renowned Guild Tabard
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Golden Filigreed Doublet,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ardent Sunstar Signet,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Engorged Worm Smasher,Chyrus's Crest of Hope,82649630,Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,168784801,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Irradiated Undercoat,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,98788169,Tabard of Brute Force
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Black Swashbuckler's Shirt,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Macabre Sheet Music,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,166409004,
Plague Handler's Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Sightless Mantle,Breastplate of Fatal Contrivances,Stonebark Girdle,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Sinful Gladiator's Xiphos,Acidslough Bulwark,197354836,Tabard of the Lightbringer
Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,White Swashbuckler's Shirt,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Supercollider,Encrusted Canopic Lid,163109279,Court of Harvesters Tabard
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fleshfused Crushers,Sinful Gladiator's Ring,Hyperlight Band,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,197308139,Renowned Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Amber Filigreed Doublet,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,195921039,Tabard of the 7th Legion
Oversized Centurion Helm,Azure-Venom Choker,Shadowghast Pauldrons,Stormwind Doublet,Selfless Collector's Chestplate,Stonebark Girdle,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Hardened Castle Crushers,Bloodoath Signet,Ritual Bone Band,Bargast's Leash,Slimy Consumptive Organ,Blighted Margrave's Cloak,Razorscale Talon,Pulsing Spellshield,99252603,Tabard of the Ascended
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Sapsteel Breastplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,125827280,
Plague Handler's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Pulsating Stoneheart,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,153850964,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Sanguine Vintage,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,101312093,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,172102928,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Spidersilk Spindle,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,172940547,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Artisan Member's Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Skulker's Wing,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,134022315,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Gauntlets of the Iron Furnace,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,166027883,Silvermoon City Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Tuxedo Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,181946047,Silvermoon City Tabard
Diadem of Imperious Desire,Trailspinner Pendant,Prankster's Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shadowghast Armguards,Guilewind Stone Talons,Ritualist's Treasured Ring,Band of the Risen Bonelord,Pulsating Stoneheart,Grim Codex,Blighted Margrave's Cloak,Sinsmasher,Chyrus's Crest of Hope,68805977,
Wing Commander's Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,White Tuxedo Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Muckwallow Stompers,Hellhound Cuffs,Hardened Castle Crushers,Most Regal Signet of Sire Denathrius,Fleshfused Circle,Gluttonous Spike,Phial of Putrefaction,Mantle of Manifest Sins,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,69341530,Court of Harvesters Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Arachnid Cipher Ring,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,149909347,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Common White Shirt,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Shoulderblade Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Aspirant's Barrier,197612454,Tabard of the Ascended
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,113620817,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,White Tuxedo Shirt,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,170229125,Renowned Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Hyperlight Band,Death God's Signet,Gluttonous Spike,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,136896673,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Black Shirt,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,113036424,Tabard of the Ascended
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Sleeveless T-Shirt,Rampaging Giant's Chestplate,Stonebark Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Elysian Sentinel's Aegis,144047958,Thunder Bluff Tabard
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,73037576,Stormwind Tabard
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Death God's Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,245744753,Renowned Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,148556259,Stone Guard's Herald
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Mantle of Manifest Sins,Sophisticated Bonecracker,Sinful Gladiator's Guard,170123188,
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ardent Sunstar Signet,Death God's Signet,Viscera of Coalesced Hatred,Macabre Sheet Music,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,159281279,Darkspear Tabard
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,165834377,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Shroud of the Penitent,Engorged Worm Smasher,Acidslough Bulwark,183568768,Silvermoon City Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Hyperlight Band,Ritualist's Treasured Ring,Stone Legion Heraldry,Sanguine Vintage,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,175005519,Tabard of the Lightbringer
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Artisan Initiate's Shirt,Tharatos' Charred Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,170039370,Tabard of the Achiever
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,96562855,Tabard of the Lightbringer
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Selfless Collector's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,154176864,
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,178973871,Tabard of the Lightbringer
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Shieldguard's Breastplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,111052905,Renowned Guild Tabard
Diadem of Imperious Desire,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Brucehide Jersey,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Ritualist's Treasured Ring,Pulsating Stoneheart,Inscrutable Quantum Device,Sinful Gladiator's Drape,Sophisticated Bonecracker,Sinful Gladiator's Guard,155434096,Exodar Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Darkmoon Deck: Voracity,Inscrutable Quantum Device,Decadent Nathrian Shawl,Engorged Worm Smasher,Elysian Sentinel's Aegis,143729215,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Common White Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Barricade of the Endless Empire,111201492,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Red Linen Shirt,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,109856731,Tabard of Flame
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Sylvan Whiteshield,209413336,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Sophisticated Bonecracker,Elysian Sentinel's Aegis,162412748,
Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Stonewrought Gargoyles Barrier,128931743,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Ritual Bone Band,Blood-Spattered Scale,Spare Meat Hook,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,171168416,
Plague Handler's Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sleeveless T-Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Guilewind Stone Talons,Arachnid Cipher Ring,Shadowghast Ring,Sinful Gladiator's Insignia of Alacrity,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,175419048,Tabard of the Zandalari
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Hardened Castle Crushers,Ritual Bone Band,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,145469438,
Wing Commander's Helmet,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Hardened Castle Crushers,Fleshfused Circle,Signet of the False Accuser,Slimy Consumptive Organ,Phial of Putrefaction,Mantle of Manifest Sins,Engorged Worm Smasher,Encrusted Canopic Lid,244032512,Tabard of the Ascended
