Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,161166557
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Lucky Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Shadowghast Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Hyperlight Band,Ritual Bone Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,,158032400
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Shadowghast Greaves,Muckwallow Stompers,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sacred Sparrer's Edge,Encrusted Canopic Lid,,164265765
Plague Handler's Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Hyperlight Band,Blood-Spattered Scale,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sacred Sparrer's Edge,Chyrus's Crest of Hope,,166402155
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Phial of Putrefaction,Skulker's Wing,Sinful Gladiator's Drape,Reaver of Renewed Resolve,Sinful Gladiator's Guard,,159938432
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Sinful Gladiator's Signet,Ritual Bone Band,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,Silvermoon City Tabard,194008745
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Death God's Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,,192830702
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Bloodoath Signet,Ritual Commander's Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Gorestained Cleaver,Chyrus's Crest of Hope,,187527906
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Engorged Worm Smasher,Sylvan Whiteshield,,117244225
Wing Commander's Helmet,Trailspinner Pendant,Prankster's Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Sinful Aspirant's Insignia of Alacrity,Macabre Sheet Music,Blighted Margrave's Cloak,Sinful Gladiator's Swordbreaker,Encrusted Canopic Lid,Argent Crusader's Tabard,28743645
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,Tabard of the Lightbringer,163224163
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Death God's Signet,Twisted Witherroot Band,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Sinsmasher,Barricade of the Endless Empire,,154454348
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Most Regal Signet of Sire Denathrius,Death God's Signet,Anima Field Emitter,Sinful Gladiator's Badge of Ferocity,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Acidslough Bulwark,Argent Crusader's Tabard,163279745
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Commander's Ring,Shadowghast Ring,Slimy Consumptive Organ,Gluttonous Spike,Sinful Gladiator's Drape,Engorged Worm Smasher,Barricade of the Endless Empire,Court of Harvesters Tabard,195016344
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Overwhelming Power Crystal,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Ascended,160786498
Plague Handler's Greathelm,Sinful Gladiator's Amulet,Sinful Gladiator's Plate Pauldrons,Fashionable Undershirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Ardent Sunstar Signet,Hymnal of the Path,Anima Field Emitter,Decadent Nathrian Shawl,Xandria's Kopis of Courage,Sinful Gladiator's Guard,Guild Tabard,113503832
Iron Riveted War Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Shadowghast Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Stylish Power Cape,Supercollider,Sinful Gladiator's Guard,Renowned Guild Tabard,188355472
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Brown Linen Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Sinful Gladiator's Emblem,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,Argent Crusader's Tabard,165741314
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Overwhelming Power Crystal,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Sinful Gladiator's Guard,,158756857
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Xandria's Kopis of Courage,Chyrus's Crest of Hope,,156617032
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Shadowghast Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Ritual Commander's Ring,Death God's Signet,Pulsating Stoneheart,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Barricade of the Endless Empire,,88756049
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Initiate's Shirt,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Explorer,158108681
Sinful Gladiator's Plate Helm,Trailspinner Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Band of the Risen Bonelord,Death God's Signet,Spare Meat Hook,Pulsating Stoneheart,Drape of Twisted Loyalties,Sinful Gladiator's Hacker,Sinful Gladiator's Guard,,120605132
Wing Commander's Helmet,Azure-Venom Choker,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Macabre Sheet Music,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,,197654837
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Commander's Ring,Band of the Risen Bonelord,Inscrutable Quantum Device,Pulsating Stoneheart,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,197761506
Shadowghast Helm,Azure-Venom Choker,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Colossal Plate Gauntlets,Ring of Perpetual Conflict,Band of the Risen Bonelord,Anima Field Emitter,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,,194180134
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Bargast's Leash,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Gladiator's Guard,,158789093
Shadowghast Helm,Sinful Aspirant's Necklace,Pauldrons of Unleashed Pride,,Sinful Aspirant's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Sinful Aspirant's Badge of Ferocity,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Ascended,112850815
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sleeveless T-Shirt,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Fleshfused Circle,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Insignia of Alacrity,Sinful Aspirant's Medallion,Sinful Gladiator's Drape,Sinful Gladiator's Hacker,Encrusted Canopic Lid,Talanji's Expedition Tabard,144829566
Plague Handler's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Shieldguard's Vambraces,Fogweaver Gauntlets,Death God's Signet,Hyperlight Band,Pulsating Stoneheart,Anima Field Emitter,Drape of Twisted Loyalties,Amarth's Spellblade,Acidslough Bulwark,Renowned Guild Tabard,152094606
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Common Brown Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Death God's Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Ascended Gladius of Glory,Chyrus's Crest of Hope,,197989533
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritual Commander's Ring,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Sanguine Vintage,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Zandalari,157127366
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,245111250
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Ring of Perpetual Conflict,Decanter of Anima-Charged Winds,Bladedancer's Armor Kit,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,Silvermoon City Tabard,120401179
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Bone Band,Ring of Perpetual Conflict,Viscera of Coalesced Hatred,Gluttonous Spike,Drape of Twisted Loyalties,Sophisticated Bonecracker,Barricade of the Endless Empire,Stormpike Battle Tabard,12438569
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stonebark Girdle,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,,142737869
Sinful Aspirant's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Selfless Collector's Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Sophisticated Bonecracker,Sinful Gladiator's Guard,,108329739
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Artisan Officer's Shirt,Breastplate of the Afterlife,Binding of Warped Desires,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,Guild Tabard,96122822
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Plated Leggings of Ruination,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Decanter of Anima-Charged Winds,Pulsating Stoneheart,Shawl of Haunted Memories,Legacy of Thunder,Barricade of the Endless Empire,Bilgewater Cartel Tabard,194230281
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Ritualist's Treasured Ring,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,,97588560
Ancient Iron Heaume,Muckformed Chain Choker,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Sapsteel Sabatons,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Death God's Signet,Fleshfused Circle,Anima Field Emitter,Overwhelming Power Crystal,Decadent Nathrian Shawl,Sinsmasher,Elysian Sentinel's Aegis,Tabard of the Lightbringer,145272851
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Hyperlight Band,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Mantle of Manifest Sins,Sinsmasher,Builwark of the Stone Legion,Court of Harvesters Tabard,163703146
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,White Tuxedo Shirt,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Renowned Guild Tabard,170229125
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Hyperlight Band,Signet of the False Accuser,Viscera of Coalesced Hatred,Overwhelming Power Crystal,Cowled Batwing Cloak,Xandria's Kopis of Courage,Acidslough Bulwark,,152596816
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,,113620817
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Wraps of the Blood-Soaked Brawler,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Sinful Gladiator's Insignia of Alacrity,Stone Legion Heraldry,Crest of the Legionnaire General,Stoneborn Terrorblade,Stonewrought Gargoyles Barrier,Tabard of the Lightbringer,160618534
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Orange Mageweave Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,,126916113
Plague Handler's Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Shadowghast Ring,Ardent Sunstar Signet,Phial of Putrefaction,Sinful Gladiator's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,Tabard of the Lightbringer,166552546
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Inscrutable Quantum Device,Anima Field Emitter,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,Tabard of the Lightbringer,114207216
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,,188051410
