Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Wing Commander's Helmet,Trailspinner Pendant,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Gorestained Cleaver,Encrusted Canopic Lid,Tabard of the Ascended,195233477
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,,196173190
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,Tabard of the Lightbringer,56394087
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Death God's Signet,Slimy Consumptive Organ,Gluttonous Spike,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Sinful Gladiator's Redoubt,,132690311
Wing Commander's Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Irradiated Undercoat,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Band of the Risen Bonelord,Hyperlight Band,Stone Legion Heraldry,Macabre Sheet Music,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Lightbringer,156999348
Wing Commander's Helmet,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,Nightfallen Tabard,107144363
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Hardened Castle Crushers,Fleshfused Circle,Signet of the False Accuser,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Gast's Cloak of Compression,Supercollider,Acidslough Bulwark,,143910705
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Decadent Nathrian Shawl,Sophisticated Bonecracker,Elysian Sentinel's Aegis,,156496102
Wing Commander's Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,White Tuxedo Shirt,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ardent Sunstar Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Sinful Gladiator's Drape,Supercollider,Sinful Gladiator's Redoubt,,135330361
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,191641209
Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of the Argent Crusade,173149781
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Entwined Gorger Tendril,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of the Dark Iron,189863386
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Embroidered Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Aspirant's Plate Warboots,Shoulderblade Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Sinful Gladiator's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Engorged Worm Smasher,Sinful Gladiator's Guard,Lightforged Tabard,79554335
Wrathbark Greathelm,Azure-Venom Choker,Sinful Gladiator's Plate Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Sinful Gladiator's Ring,Ritual Bone Band,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Barricade of the Endless Empire,,69341483
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Ardent Sunstar Signet,Memory of Past Sins,Pulsating Stoneheart,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,161729898
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritual Bone Band,Ritual Commander's Ring,Blood-Spattered Scale,Phial of Putrefaction,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,,162290478
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Sanguine Vintage,Gluttonous Spike,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,Lightforged Tabard,117093868
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Band of the Risen Bonelord,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,,192832059
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Reality-Shatter Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,140327879
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Entwined Gorger Tendril,Arachnid Cipher Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,Tabard of the Achiever,151342688
Shadowghast Helm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Shoulderblade Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Bloodoath Signet,Sanguine Vintage,Anima Field Emitter,Crest of the Legionnaire General,Gorestained Cleaver,Sylvan Whiteshield,,125563348
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Death God's Signet,Sanguine Vintage,Blood-Spattered Scale,Decadent Nathrian Shawl,Engorged Worm Smasher,Barricade of the Endless Empire,Stormwind Tabard,166768405
Wrathbark Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,,Sinful Aspirant's Plate Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Thunderous Echo Vambraces,Sinful Aspirant's Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Slimy Consumptive Organ,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,46465247
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Inscrutable Quantum Device,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,,162058703
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Ritual Bone Band,Slimy Consumptive Organ,Pulsating Stoneheart,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,,162806837
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Artisan Officer's Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Death God's Signet,Splintered Heart of Al'ar,Inscrutable Quantum Device,Crest of the Legionnaire General,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,Stormwind Tabard,175582296
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,Stormwind Tabard,155146542
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Gnomeregan Tabard,58955915
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Irradiated Undercoat,Breastplate of Brutal Dissonance,Stonebark Girdle,Halkias's Towering Pillars,Valinor's Ground Pounders,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Signet of the False Accuser,Sinful Aspirant's Badge of Ferocity,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,,119153292
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Elysian Sentinel's Aegis,,159194736
Casque of the Path,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Formal White Shirt,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Hardened Castle Crushers,Twisted Witherroot Band,Ring of Perpetual Conflict,Pulsating Stoneheart,Macabre Sheet Music,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Tabard of the Ascended,103311008
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Wound Dressing,Abdominal Securing Chestguard,Fused Bone Greatbelt,Selfless Collector's Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Hyperlight Band,Shadowghast Ring,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,Argent Crusader's Tabard,91130819
Wing Commander's Helmet,Muckformed Chain Choker,Epaulettes of Overwhelming Force,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Stone Legion Heraldry,Darkmoon Deck: Indomitable,Grim-Veiled Cape,Sophisticated Bonecracker,Elysian Sentinel's Aegis,,161496042
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Darnassus Doublet,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Bladedancer's Armor Kit,Decadent Nathrian Shawl,Gorestained Cleaver,Barricade of the Endless Empire,Tabard of the Lightbringer,1441865
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Steelbreaker's Embrace,Waistguard of Expurged Anguish,Plated Leggings of Ruination,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Sylvan Whiteshield,Illustrious Guild Tabard,91207120
Sapsteel Warhelm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Hellhound Cuffs,Guilewind Stone Talons,Death God's Signet,Twisted Witherroot Band,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Ascended Gladius of Glory,Encrusted Canopic Lid,Tabard of the Ascended,152309268
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,,154391767
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Pulsating Stoneheart,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Aspirant's Barrier,,186874572
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Artisan Officer's Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Gluttonous Spike,Cloak of Enveloping Manifestations,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,93958393
Sinful Gladiator's Plate Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Embroidered Shirt,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Valorous Aegis Handguards,Bloodoath Signet,Sinful Gladiator's Ring,Decanter of Anima-Charged Winds,Macabre Sheet Music,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Court of Harvesters Tabard,152122424
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Red Linen Shirt,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Gluttonous Spike,Anima Field Emitter,Sinful Gladiator's Shawl,Axe of the Deadgrove,Encrusted Canopic Lid,Renowned Guild Tabard,222480059
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Red Linen Shirt,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Slimy Consumptive Organ,Macabre Sheet Music,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,Guild Tabard,114108222
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Death God's Signet,Viscera of Coalesced Hatred,Pulsating Stoneheart,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,175071825
Wing Commander's Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Commander's Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,148427114
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Baetheas' Ironclad Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Viscera of Coalesced Hatred,Sinful Aspirant's Relentless Brooch,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,182548954
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Ritualist's Treasured Ring,Inscrutable Quantum Device,Gluttonous Spike,Mantle of Manifest Sins,Gorestained Cleaver,Encrusted Canopic Lid,,246446447
Casque of the Path,Trailspinner Pendant,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Hardened Castle Crushers,Fleshfused Circle,Stitchflesh's Misplaced Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,,158857206
Oversized Centurion Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Baetheas' Ironclad Warboots,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Shadowghast Ring,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Decadent Nathrian Shawl,Sinsmasher,Barricade of the Endless Empire,Guild Tabard,156315911
Wrathbark Greathelm,Sinful Aspirant's Necklace,Pauldrons of Unleashed Pride,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Ritualist's Treasured Ring,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Engorged Worm Smasher,Barricade of the Endless Empire,,134137148
