Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Bloodoath Signet,Ritual Bone Band,Pulsating Stoneheart,Splintered Heart of Al'ar,Crest of the Legionnaire General,Ascended Gladius of Glory,Acidslough Bulwark,,183594814,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,Argent Crusader's Tabard,197358910,Precious' Ribbon
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,113377211,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,165072997,
Wing Commander's Helmet,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Colossal Plate Gauntlets,Ritual Bone Band,Hyperlight Band,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,,176695367,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Sinful Gladiator's Drape,Engorged Worm Smasher,Sinful Gladiator's Guard,Tabard of the Zandalari,154699600,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Signet of the False Accuser,Sinful Gladiator's Band,Stone Legion Heraldry,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Sinful Gladiator's Guard,,164405939,
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Mantle of Manifest Sins,Axe of the Deadgrove,Elysian Sentinel's Aegis,,170267257,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Sinsmasher,Acidslough Bulwark,,136242937,Gorgeous Blouse
Wing Commander's Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Sinful Gladiator's Guard,,69296778,Precious' Ribbon
Diadem of Imperious Desire,Muckformed Chain Choker,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Bloodoath Signet,Ritual Bone Band,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,Orgrimmar Tabard,150617010,
Wrathbark Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Sinful Gladiator's Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,,164644939,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Sinful Aspirant's Relentless Brooch,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,,101228281,Precious' Ribbon
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sinsmasher,Chyrus's Crest of Hope,Tabard of the Explorer,89592022,Red Martial Shirt
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Bloodoath Signet,Signet of the False Accuser,Sanguine Vintage,Overwhelming Power Crystal,Crest of the Legionnaire General,Engorged Worm Smasher,Chyrus's Crest of Hope,,81214680,
Darkfrost Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Shadowghast Ring,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Orgrimmar Tabard,87008979,
Darkfrost Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Axe of the Deadgrove,Elysian Sentinel's Aegis,,154220855,
Diadem of Imperious Desire,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,Tabard of the Lightbringer,188436851,Fashionable Undershirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Sinful Gladiator's Ring,Stone Legion Heraldry,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,Court of Farondis Tabard,153375291,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Stone Legion Heraldry,Dealer Xy'exa's Cape,Engorged Worm Smasher,Elysian Sentinel's Aegis,,165166566,Precious' Ribbon
Diadem of Imperious Desire,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Stoneborn Terrorblade,Acidslough Bulwark,Court of Harvesters Tabard,156908535,
Darkfrost Helmet,Sinful Gladiator's Necklace,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,160367283,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Orgrimmar Tabard,194396987,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Arachnid Cipher Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Champions of Azeroth Tabard,110447787,
