Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Tailored Officer's Shirt,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Sylvan Whiteshield,Tabard of the Achiever,107840220
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sleeveless T-Shirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Renowned Guild Tabard,162758759
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,176474438
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Fleshfused Circle,Death God's Signet,Anima Field Emitter,Inscrutable Quantum Device,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,63473937
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Wraps of the Blood-Soaked Brawler,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Shadowghast Sabatons,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,,102480546
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Ceremonial Parade Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Silvermoon City Tabard,89788721
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,,93933179
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Ritual Bone Band,Darkmoon Deck: Indomitable,Bargast's Leash,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Zandalari,162891251
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Signet,Anima Field Emitter,Splintered Heart of Al'ar,Mantle of Manifest Sins,Supercollider,Elysian Sentinel's Aegis,,142577511
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Irradiated Undercoat,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Fleshfused Circle,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,Renowned Guild Tabard,108096469
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Sinful Gladiator's Ring,Ardent Sunstar Signet,Splintered Heart of Al'ar,Bargast's Leash,Cloak of Enveloping Manifestations,Supercollider,Sinful Gladiator's Guard,,104844403
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Bloodoath Signet,Ardent Sunstar Signet,Gluttonous Spike,Splintered Heart of Al'ar,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,175721864
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,,134200391
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,,162942669
Sinful Gladiator's Plate Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Ceremonial Parade Legguards,Shadowghast Sabatons,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Band,Skulker's Wing,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Redoubt,Tabard of the Explorer,161435980
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Blue Linen Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Sinful Gladiator's Ring,Overwhelming Power Crystal,Anima Field Emitter,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,163014075
Wrathbark Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Sharkskin Tunic,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Silvermoon City Tabard,66547639
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Shadowghast Armguards,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Sanguine Vintage,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Argent Crusade,165349707
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,,128947723
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Decadent Nathrian Shawl,Sinsmasher,Encrusted Canopic Lid,Renowned Guild Tabard,117319660
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,Tabard of the Shattered Sun,145191273
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Sacred Sparrer's Edge,Acidslough Bulwark,,174686263
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Sinful Gladiator's Plate Gauntlets,Death God's Signet,Band of the Risen Bonelord,Decanter of Anima-Charged Winds,Sinful Gladiator's Badge of Ferocity,Mantle of Manifest Sins,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,Blood Knight Tabard,90845213
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Stylish Black Shirt,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Ascended Gladius of Glory,Sinful Gladiator's Guard,,103486278
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Lucky Shirt,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Hyperlight Band,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Gluttonous Spike,Crest of the Legionnaire General,Ascended Gladius of Glory,Kudebeh's Remarkable Targe,Renowned Guild Tabard,112728815
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Gluttonous Spike,Inscrutable Quantum Device,Crest of the Legionnaire General,Axe of the Deadgrove,Elysian Sentinel's Aegis,Purple Trophy Tabard of the Illidari,158311249
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Digmaster's Bodysleeve,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,89753888
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Sanguine Vintage,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,Horde Tabard,165763470
Wing Commander's Helmet,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Arachnid Cipher Ring,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Crest of the Legionnaire General,Barbed-Edge of the Stone Legion,Acidslough Bulwark,Renowned Guild Tabard,162627001
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Stylish Red Shirt,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Decanter of Anima-Charged Winds,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Lightbringer,41946271
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Captain Sanders' Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,,137938274
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Gladiator's Badge of Ferocity,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Supercollider,Sinful Gladiator's Guard,Tabard of the 7th Legion,143899528
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Slimy Consumptive Organ,Gluttonous Spike,Crest of the Legionnaire General,Engorged Worm Smasher,Encrusted Canopic Lid,,75050430
Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,,163823730
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,175760203
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Orange Martial Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Blood Knight Tabard,88360725
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,165063840
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Signet of the False Accuser,Blood-Spattered Scale,Stone Legion Heraldry,Crest of the Legionnaire General,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,Renowned Guild Tabard,98790741
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Arachnid Cipher Ring,Band of the Risen Bonelord,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Encrusted Canopic Lid,,147280595
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Blue Linen Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Shadowghast Ring,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,,183621841
Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,,166201753
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Engorged Worm Smasher,Acidslough Bulwark,,176081945
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Ritual Commander's Ring,Sinful Gladiator's Insignia of Alacrity,Sanguine Vintage,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Elysian Sentinel's Aegis,Tabard of the Ascended,157853087
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Gluttonous Spike,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sinsmasher,Chyrus's Crest of Hope,Argent Crusader's Tabard,107050516
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Guilewind Stone Talons,Bloodoath Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,Army of the Light Tabard,104241078
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Decadent Nathrian Shawl,Xandria's Kopis of Courage,Barricade of the Endless Empire,Silvermoon City Tabard,164232595
Darkfrost Helmet,Muckformed Chain Choker,Prankster's Pauldrons,Antiseptic-Soaked Dressing,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Stone Legion Heraldry,Dealer Xy'exa's Cape,Engorged Worm Smasher,Sinful Gladiator's Guard,,164152236
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Twisted Witherroot Band,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,171054177
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Engorged Worm Smasher,Sinful Gladiator's Guard,,162978887
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,,110253365
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Signet of the False Accuser,Slimy Consumptive Organ,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,,151186033
