Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Ember-Scarred Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Bloodoath Signet,Overwhelming Power Crystal,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,Green Trophy Tabard of the Illidari,166993169,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Redoubt,Tabard of the Void,154421564,Electrified Compression Shirt
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Sinful Gladiator's Insignia of Alacrity,Mantle of Manifest Sins,Sinful Gladiator's Xiphos,Acidslough Bulwark,,183566458,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Bladedancer's Armor Kit,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,,155513305,
Diadem of Imperious Desire,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Shadowghast Ring,Sanguine Vintage,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Sophisticated Bonecracker,Acidslough Bulwark,,176458518,Wraps of the Blood-Soaked Brawler
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,,181762404,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Legacy of Thunder,Elysian Sentinel's Aegis,,129396024,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,,118482816,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Fused Bone Greatbelt,Selfless Collector's Legguards,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Twisted Witherroot Band,Ring of Perpetual Conflict,Anima Field Emitter,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,195587207,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,244313418,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cloak of Coordination,Stoneborn Terrorblade,Barricade of the Endless Empire,Court of Harvesters Tabard,147664448,Red Linen Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Dread Sentinel's Ebony Spaulders,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Ceremonial Parade Legguards,Shadowghast Sabatons,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Barbed-Edge of the Stone Legion,Barricade of the Endless Empire,Tabard of the Waveblade Ankoan,165554113,Common White Shirt
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Redoubt,Renowned Guild Tabard,241931171,
Wrathbark Greathelm,Reinforced High Collar,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Band of the Risen Bonelord,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Encrusted Canopic Lid,Renowned Guild Tabard,160353447,
Wing Commander's Helmet,Trailspinner Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Legplates of Flourishing Resolve,Shadowsteel Sabatons,Hellhound Cuffs,Desm's Fistos,Ring of Perpetual Conflict,Shadowghast Ring,Skulker's Wing,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Engorged Worm Smasher,Kudebeh's Remarkable Targe,Renowned Guild Tabard,123429437,
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Sinful Gladiator's Insignia of Alacrity,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,139587013,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Shieldguard's Greaves,Valinor's Ground Pounders,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Sinful Gladiator's Sigil of Adaptation,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Barricade of the Endless Empire,Bilgewater Cartel Tabard,147904062,Artisan Officer's Shirt
Oversized Centurion Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Shadowghast Armguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Scithewood Scepter,Encrusted Canopic Lid,,188250454,
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fallen Templar's Gauntlets,Shadowghast Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Engorged Worm Smasher,Stonewrought Gargoyles Barrier,Renowned Guild Tabard,163678983,Artisan Member's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,,165453733,
Wrathbark Greathelm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Shadowghast Ring,Twisted Witherroot Band,Overwhelming Power Crystal,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,,164445574,
Sinful Gladiator's Plate Helm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Twisted Witherroot Band,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Bladedancer's Armor Kit,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,,158666579,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Darkmoon Deck: Indomitable,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Axe of the Deadgrove,Encrusted Canopic Lid,,159964925,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Twisted Witherroot Band,Signet of the False Accuser,Slimy Consumptive Organ,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Undercity Tabard,169154550,Fashionable Undershirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,88560044,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Guardians of Hyjal,30051263,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of the Afterlife,Binding of Warped Desires,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,Guild Tabard,96122822,Artisan Officer's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Dread Sentinel's Ebony Chestplate,Scarred Bloodbound Girdle,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Stone Legion Heraldry,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,Tabard of the Lightbringer,97570087,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shadowghast Armguards,Fleshfused Crushers,Fleshfused Circle,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,,91185659,White Linen Shirt
Sinful Gladiator's Plate Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Sinful Gladiator's Plate Legguards,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Arachnid Cipher Ring,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Cloak,Axe of the Deadgrove,Sinful Gladiator's Redoubt,Guild Tabard,132732156,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Hyperlight Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sylvan Whiteshield,Tabard of the Argent Crusade,22191145,Rich Purple Silk Shirt
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Bloodoath Signet,Ritual Bone Band,Stone Legion Heraldry,Spare Meat Hook,Blighted Margrave's Cloak,Sinsmasher,Kudebeh's Remarkable Targe,Tabard of the Explorer,240405568,Antiseptic-Soaked Dressing
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Fleshfused Circle,Death God's Signet,Slimy Consumptive Organ,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Supercollider,Duskwarder Shield,,187530121,Precious' Ribbon
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Steelcore Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Spare Meat Hook,Pulsating Stoneheart,Drape of Twisted Loyalties,Axe of the Deadgrove,Elysian Sentinel's Aegis,,240280537,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Fleshfused Circle,Ritual Bone Band,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Supercollider,Sylvan Whiteshield,Renowned Guild Tabard,190622598,
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Selfless Collector's Girdle,Shieldguard's Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Twisted Witherroot Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,,170037806,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Gluttonous Spike,Stone Legion Heraldry,Drape of Twisted Loyalties,Xandria's Kopis of Courage,Chyrus's Crest of Hope,,131377270,
Shadowghast Helm,Azure-Venom Choker,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,,139794257,
Wing Commander's Helmet,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Ritual Bone Band,Entwined Gorger Tendril,Darkmoon Deck: Voracity,Inscrutable Quantum Device,Drape of Twisted Loyalties,Sophisticated Bonecracker,Sinful Gladiator's Guard,Stormwind Tabard,71666494,Ooze-Soaked Shirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Ember-Scarred Girdle,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,,246997567,Artisan Member's Shirt
