Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stonebark Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Shroud of the Penitent,Axe of the Deadgrove,Encrusted Canopic Lid,,196436232
Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,,154424885
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Selis' Silk Shirt,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Mantle of Manifest Sins,Sophisticated Bonecracker,Encrusted Canopic Lid,,186117497
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Shadowghast Ring,Sanguine Vintage,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,,93517910
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Wound Dressing,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Commander's Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Xandria's Kopis of Courage,Encrusted Canopic Lid,Exodar Tabard,153286544
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Epic Purple Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Gluttonous Spike,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,Tabard of the Lightbringer,141190147
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Gorgeous Blouse,Breastplate of Fatal Contrivances,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Axe of the Deadgrove,Chyrus's Crest of Hope,Dominating Gladiator's Tabard,155728898
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Band of the Risen Bonelord,Death God's Signet,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Kaal's Gloomblade,Elysian Sentinel's Aegis,,179845298
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Embroidered Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Dread Sentinel's Ebony Legguards,Muckwallow Stompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Ritual Commander's Ring,Band of the Risen Bonelord,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Army of the Light Tabard,148053643
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Wound Dressing,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Death God's Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Sinful Gladiator's Drape,Gorestained Cleaver,Acidslough Bulwark,Stormwind Tabard,137320642
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Signet of the False Accuser,Gluttonous Spike,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sinsmasher,Barricade of the Endless Empire,Renowned Guild Tabard,192868960
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Guilewind Stone Talons,Bloodoath Signet,Stitchflesh's Misplaced Signet,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,Tabard of Brute Force,226178677
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Stone Legion Heraldry,Splintered Heart of Al'ar,Mantle of Manifest Sins,Ascended Gladius of Glory,Barricade of the Endless Empire,,193585079
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Signet of the False Accuser,Inscrutable Quantum Device,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Ascended,196745652
Oversized Centurion Helm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Gluttonous Spike,Slimy Consumptive Organ,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,Renowned Guild Tabard,154018548
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Inscrutable Quantum Device,Anima Field Emitter,Mantle of Manifest Sins,Axe of the Deadgrove,Barricade of the Endless Empire,,156332815
Sinful Gladiator's Plate Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,,129609368
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,Tabard of the Ascended,159267133
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Bladedancer's Armor Kit,Anima Field Emitter,Cloak of Enveloping Manifestations,Gorestained Cleaver,Elysian Sentinel's Aegis,Tabard of the Ascended,193641885
Diadem of Imperious Desire,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Wristguards,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Sanguine Vintage,Crest of the Legionnaire General,Axe of the Deadgrove,Sinful Gladiator's Guard,,113113444
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Stone Legion Heraldry,Sinful Gladiator's Insignia of Alacrity,Decadent Nathrian Shawl,Supercollider,Acidslough Bulwark,,155209419
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Shieldguard's Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Wyrmrest Accord,100695388
Shieldguard's Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Shadowghast Armguards,Hardened Castle Crushers,Signet of the False Accuser,Hyperlight Band,Darkmoon Deck: Voracity,Bladedancer's Armor Kit,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,,166766642
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Aspirant's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,Stormwind Tabard,200770670
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Hardened Castle Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,168177456
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Lucky Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Death God's Signet,Arachnid Cipher Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,Tabard of Flame,92891532
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,,196790087
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,,156103505
Plague Handler's Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Tailored Initiate's Shirt,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,Tabard of the Unshackled,87461053
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Band of the Risen Bonelord,Anima Field Emitter,Hymnal of the Path,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Lightbringer,94627677
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Argent Crusader's Tabard,162747665
Wrathbark Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Stylish Black Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Commander's Ring,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Overwhelming Power Crystal,Mantle of Manifest Sins,Stoneborn Terrorblade,Acidslough Bulwark,,91034245
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Gormshell Greaves,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Fleshfused Crushers,Arachnid Cipher Ring,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,,172809122
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Ring of Perpetual Conflict,Slimy Consumptive Organ,Gluttonous Spike,Cloak of Enveloping Manifestations,Gorestained Cleaver,Elysian Sentinel's Aegis,,198097689
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Shadowghast Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Renowned Guild Tabard,186403626
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Supercollider,Duskwarder Shield,,157946187
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Tailored Initiate's Shirt,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Sanguine Vintage,Crest of the Legionnaire General,Axe of the Deadgrove,Elysian Sentinel's Aegis,,173598076
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,Tabard of the Ascended,144626733
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Common Gray Shirt,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Entwined Gorger Tendril,Most Regal Signet of Sire Denathrius,Slimy Consumptive Organ,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,Illustrious Guild Tabard,157932568
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Entwined Gorger Tendril,Hyperlight Band,Sanguine Vintage,Splintered Heart of Al'ar,Grim-Veiled Cape,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,80256734
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Splintered Heart of Al'ar,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,,113142020
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,,187022384
Diadem of Imperious Desire,Muckformed Chain Choker,Shadowghast Pauldrons,Fashionable Undershirt,Tharatos' Charred Chestplate,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Skulker's Wing,Overwhelming Power Crystal,Sinful Gladiator's Shawl,Sophisticated Bonecracker,Barricade of the Endless Empire,Stormpike Battle Tabard,159949443
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Wraps of the Blood-Soaked Brawler,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Sinful Gladiator's Ring,Ardent Sunstar Signet,Inscrutable Quantum Device,Slimy Consumptive Organ,Decadent Nathrian Shawl,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Lightbringer,95500294
Plague Handler's Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Artisan Member's Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Hyperlight Band,Darkmoon Deck: Indomitable,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Darkspear Tabard,167494489
Diadem of Imperious Desire,Azure-Venom Choker,Vile Butcher's Pauldrons,,Shadowghast Breastplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Inscrutable Quantum Device,Pulsating Stoneheart,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Stormwind Tabard,175220876
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Shadowsteel Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Anima Field Emitter,Drape of Inscrutable Purpose,Engorged Worm Smasher,Encrusted Canopic Lid,Renowned Guild Tabard,80106705
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Argent Crusade,87111281
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,33832241
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Tailored Officer's Shirt,Sapsteel Breastplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,90845235
