Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Band of the Risen Bonelord,Hyperlight Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,202886880,,
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Bloodoath Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,149168674,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Ritual Bone Band,Stone Legion Heraldry,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,209745323,,Guild Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Shieldguard's Breastplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Sapsteel Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Drape of Twisted Loyalties,Sinsmasher,Dominance Keep Barrier,144859159,Precious' Ribbon,Tabard of the Lightbringer
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Death God's Signet,Signet of the False Accuser,Overwhelming Power Crystal,Blood-Spattered Scale,Cloak of Coordination,Sophisticated Bonecracker,Barricade of the Endless Empire,210012493,Fashionable Undershirt,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritual Bone Band,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,196137091,,
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ardent Sunstar Signet,Death God's Signet,Decanter of Anima-Charged Winds,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,174766245,Precious' Ribbon,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Twisted Witherroot Band,Bloodoath Signet,Inscrutable Quantum Device,Gluttonous Spike,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,148770014,,Lightforged Tabard
Plague Handler's Greathelm,Reinforced High Collar,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Phial of Putrefaction,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,95518716,Wraps of the Blood-Soaked Brawler,Renowned Guild Tabard
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Entwined Gorger Tendril,Death God's Signet,Stone Legion Heraldry,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Barricade of the Endless Empire,50948058,,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Shadowghast Breastplate,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Ritual Commander's Ring,Hyperlight Band,Sinful Gladiator's Medallion,Sinful Aspirant's Badge of Ferocity,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,196246195,,Alliance Tabard
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,59232433,Officer's Shirt,Tabard of the Lightbringer
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Stonebark Girdle,Endlessly Gluttonous Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Blighted Margrave's Cloak,Reaver of Renewed Resolve,Elysian Sentinel's Aegis,158587880,,Illustrious Guild Tabard
Darkfrost Helmet,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,90306483,Sightless Mantle,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Death God's Signet,Ritual Commander's Ring,Sanguine Vintage,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,153563354,,Silvermoon City Tabard
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Supercollider,Barricade of the Endless Empire,153959746,Red Martial Shirt,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Wargreaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Arachnid Cipher Ring,Ritual Bone Band,Anima Field Emitter,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,117392030,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Bloodoath Signet,Slimy Consumptive Organ,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,20764750,Artisan Officer's Shirt,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Sinful Gladiator's Signet,Signet of the False Accuser,Anima Field Emitter,Gluttonous Spike,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,163346166,,
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Gluttonous Spike,Cloak of Enveloping Manifestations,Supercollider,Encrusted Canopic Lid,94450376,Wound Dressing,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Bloodoath Signet,Ritualist's Treasured Ring,Macabre Sheet Music,Splintered Heart of Al'ar,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,140895172,,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Ring of Perpetual Conflict,Slimy Consumptive Organ,Gluttonous Spike,Cloak of Enveloping Manifestations,Gorestained Cleaver,Elysian Sentinel's Aegis,198097689,,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Stonebark Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Ardent Sunstar Signet,Macabre Sheet Music,Sanguine Vintage,Decadent Nathrian Shawl,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,140678482,,Court of Harvesters Tabard
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Aspirant's Plate Girdle,Sinful Aspirant's Plate Legguards,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Death God's Signet,Sinful Aspirant's Insignia of Alacrity,Inscrutable Quantum Device,Mantle of Manifest Sins,Sinsmasher,Sinful Gladiator's Guard,118270604,Precious' Ribbon,Tabard of the Scarlet Crusade
Wing Commander's Helmet,Noble's Birthstone Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Guilewind Stone Talons,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,244614725,,Tabard of the Dark Iron
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritual Commander's Ring,Arachnid Cipher Ring,Inscrutable Quantum Device,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Barricade of the Endless Empire,196052614,,
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Splintered Heart of Al'ar,Darkmoon Deck: Voracity,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,225960566,Fashionable Undershirt,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Muckwallow Stompers,Soldier's Stoneband Wristguards,Selfless Collector's Gauntlets,Entwined Gorger Tendril,Signet of the False Accuser,Slimy Consumptive Organ,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,95461781,Common Gray Shirt,
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,210056226,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Twisted Witherroot Band,Ritual Bone Band,Queensguard's Vigil,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Sylvan Whiteshield,122999831,Precious' Ribbon,
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Shadowghast Ring,Hyperlight Band,Splintered Heart of Al'ar,Phial of Putrefaction,Sinful Gladiator's Drape,Sacred Sparrer's Edge,Elysian Sentinel's Aegis,159143128,,
Wing Commander's Helmet,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Dynamo Doomstompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Death God's Signet,Entwined Gorger Tendril,Slimy Consumptive Organ,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,195968262,Precious' Ribbon,Stormwind Tabard
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Anima Field Emitter,Blood-Spattered Scale,Selfless Collector's Greatcloak,Supercollider,Acidslough Bulwark,119565577,,Army of the Light Tabard
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Hellhound Cuffs,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Decanter of Anima-Charged Winds,Sinful Aspirant's Medallion,Decadent Nathrian Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,138370560,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Death God's Signet,Sinful Aspirant's Ring,Splintered Heart of Al'ar,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,168958299,Thunder Bluff Doublet,Silvermoon City Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Darkmoon Deck: Indomitable,Crest of the Legionnaire General,Sophisticated Bonecracker,Dominance Keep Barrier,164399661,Precious' Ribbon,Tabard of the Lightbringer
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Selfless Collector's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Blood-Spattered Scale,Anima Field Emitter,Selfless Collector's Greatcloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,181196446,,Tabard of the 7th Legion
Wrathbark Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Selfless Collector's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Hellhound Cuffs,Guilewind Stone Talons,Ring of Perpetual Conflict,Bloodoath Signet,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Drape of Twisted Loyalties,Axe of the Deadgrove,Elysian Sentinel's Aegis,147979284,,
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Gorestained Cleaver,Elysian Sentinel's Aegis,95476701,Irradiated Undercoat,Tabard of the Argent Dawn
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Boots of the Underdweller,Flamewatch Armguards,Handguards of the Enclave,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Legacy of Thunder,Sylvan Whiteshield,95306846,Artisan Officer's Shirt,Argent Crusader's Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Hyperlight Band,Death God's Signet,Anima Field Emitter,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,155566305,Captain Sanders' Shirt,Stormwind Tabard
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Fleshfused Crushers,Ritual Commander's Ring,Ritual Bone Band,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,111014114,,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Stonewrought Armplates,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Stone Legion Heraldry,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sinsmasher,Chyrus's Crest of Hope,163332059,,
Shadowghast Helm,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Selfless Collector's Girdle,Saronite Plated Legguards,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Sinful Aspirant's Ring,Sinful Aspirant's Signet,Phial of Putrefaction,Macabre Sheet Music,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,186930590,Embroidered Shirt,Tabard of the 7th Legion
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Hardened Castle Crushers,Bloodoath Signet,Death God's Signet,Misfiring Centurion Controller,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Legacy of Thunder,Northern Barrier,3575361,Precious' Ribbon,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,129087459,,
Wing Commander's Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Overwhelming Power Crystal,Blighted Margrave's Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,168641774,Precious' Ribbon,Tabard of the Lightbringer
