Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Ritual Bone Band,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,,197169175,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of Flame,130519122,Precious' Ribbon
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Arachnid Cipher Ring,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,Tabard of the Zandalari,108798350,Artisan Officer's Shirt
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Most Regal Signet of Sire Denathrius,Arachnid Cipher Ring,Gluttonous Spike,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,,148589653,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Twisted Witherroot Band,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Overwhelming Power Crystal,Mantle of Manifest Sins,Gorestained Cleaver,Barricade of the Endless Empire,Tabard of the Ascended,164690528,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Bargast's Leash,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,,112432553,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Bladedancer's Armor Kit,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Honorbound,123943659,
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Sinful Gladiator's Signet,Bargast's Leash,Stone Legion Heraldry,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,107016596,
Plague Handler's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Ritualist's Treasured Ring,Inscrutable Quantum Device,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,,120873767,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Entwined Gorger Tendril,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,Orgrimmar Tabard,149707753,
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Arachnid Cipher Ring,Death God's Signet,Blood-Spattered Scale,Dreadfire Vessel,Dealer Xy'exa's Cape,Xandria's Kopis of Courage,Chyrus's Crest of Hope,,43454168,
Shadowghast Helm,Muckformed Chain Choker,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Splintered Heart of Al'ar,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,142895048,Artisan Member's Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Master Trainer's Tabard,78800891,Fashionable Undershirt
Sinful Aspirant's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Sinful Gladiator's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,176008983,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Viscera of Coalesced Hatred,Gluttonous Spike,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,192626407,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Aspirant's Plate Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Decanter of Anima-Charged Winds,Sinful Gladiator's Badge of Ferocity,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,,175064449,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Bracers of the Tenebrous Retinue,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Most Regal Signet of Sire Denathrius,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Elysian Sentinel's Aegis,Tabard of the Lightbringer,199744390,Precious' Ribbon
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Hardened Castle Crushers,Ritual Commander's Ring,Signet of the False Accuser,Gluttonous Spike,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Builwark of the Stone Legion,,169167400,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Darkmoon Deck: Voracity,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,Darkspear Tabard,152156510,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Band of the Risen Bonelord,Decanter of Anima-Charged Winds,Sanguine Vintage,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,,161634081,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Engorged Worm Smasher,Stonewrought Gargoyles Barrier,Argent Crusader's Tabard,163447304,Lucky Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Ring of Perpetual Conflict,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,,113473977,
Shadowghast Helm,Azure-Venom Choker,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Fleshfused Circle,Gluttonous Spike,Sanguine Vintage,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Renowned Guild Tabard,177302408,Precious' Ribbon
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Fleshfused Circle,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,169167493,
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Death God's Signet,Spare Meat Hook,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Lightbringer,97669387,Wraps of the Blood-Soaked Brawler
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,,107806200,Ooze-Soaked Shirt
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Crest of the Legionnaire General,Supercollider,Encrusted Canopic Lid,,176205827,
Wing Commander's Helmet,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Pulsating Stoneheart,Blighted Margrave's Cloak,Xandria's Kopis of Courage,Acidslough Bulwark,,157137033,
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Sinful Aspirant's Plate Warboots,Hellhound Cuffs,Sinful Aspirant's Plate Gauntlets,Arachnid Cipher Ring,Sinful Gladiator's Ring,Sanguine Vintage,Dreadfire Vessel,Drape of Twisted Loyalties,Shiver,Barricade of the Endless Empire,Illustrious Guild Tabard,118352730,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Twisted Witherroot Band,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Zandalari,144123061,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,Tabard of Conquest,167456545,Precious' Ribbon
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Desm's Fistos,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Barricade of the Endless Empire,Renowned Guild Tabard,85448887,Orgrimmar Doublet
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,169026627,
Oversized Centurion Helm,Trailspinner Pendant,Shadowghast Pauldrons,Tharatos' Charred Chestplate,Stonebark Girdle,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Gluttonous Spike,Slimy Consumptive Organ,Blighted Margrave's Cloak,Gorestained Cleaver,Kudebeh's Remarkable Targe,,154615187,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Death God's Signet,Decanter of Anima-Charged Winds,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Encrusted Canopic Lid,,170053575,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Hyperlight Band,Bladedancer's Armor Kit,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,168576422,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Hardened Castle Crushers,Arachnid Cipher Ring,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Stone Legion Heraldry,Drape of the Drakerider,Sacred Sparrer's Edge,Acidslough Bulwark,,196324939,
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Ascended,137029998,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Gluttonous Spike,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Illustrious Guild Tabard,164726442,
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Bone Band,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,,197422506,
Plague Handler's Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Stonebark Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Arachnid Cipher Ring,Stone Legion Heraldry,Gluttonous Spike,Cowled Batwing Cloak,Stoneborn Terrorblade,Builwark of the Stone Legion,Argent Crusader's Tabard,106872079,Precious' Ribbon
Wing Commander's Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Entwined Gorger Tendril,Shadowghast Ring,Bargast's Leash,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,175857019,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,,76947846,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,Renowned Guild Tabard,93539639,
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,,128947723,
Wrathbark Greathelm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Hardened Castle Crushers,Entwined Gorger Tendril,Ritual Commander's Ring,Sanguine Vintage,Anima Field Emitter,Mantle of Manifest Sins,Ascended Gladius of Glory,Chyrus's Crest of Hope,Sunreaver Tabard,83655276,Stylish Red Shirt
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Bloodoath Signet,Slimy Consumptive Organ,Splintered Heart of Al'ar,Shroud of the Penitent,Ascended Gladius of Glory,Acidslough Bulwark,,113885857,
Wing Commander's Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Blood-Spattered Scale,Inscrutable Quantum Device,Sinful Gladiator's Drape,Supercollider,Acidslough Bulwark,,177378448,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fleshfused Crushers,Signet of the False Accuser,Sinful Gladiator's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,164171574,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Most Regal Signet of Sire Denathrius,Macabre Sheet Music,Gluttonous Spike,Drape of Twisted Loyalties,Engorged Worm Smasher,Chyrus's Crest of Hope,Renowned Guild Tabard,134684097,Hide of the Murderaffe
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Hyperlight Band,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,,74861863,
