Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Overwhelming Power Crystal,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,100379663,
Wing Commander's Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Entwined Gorger Tendril,Bloodoath Signet,Anima Field Emitter,Gluttonous Spike,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,,160158798,Precious' Ribbon
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Selfless Collector's Chestplate,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Selfless Collector's Gauntlets,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,,118009245,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Arachnaflame Treads,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Sinful Gladiator's Insignia of Alacrity,Slimy Consumptive Organ,Sinful Gladiator's Drape,Gorestained Cleaver,Barricade of the Endless Empire,,92331503,
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Gluttonous Spike,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Illustrious Guild Tabard,164726442,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Selfless Collector's Wristguards,Colossal Plate Gauntlets,Ring of Perpetual Conflict,Ardent Sunstar Signet,Macabre Sheet Music,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,149209034,Stylish Black Shirt
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Inscrutable Quantum Device,Overwhelming Power Crystal,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Guard,,108829691,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Amber-Plated Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Ritual Bone Band,Blood-Spattered Scale,Darkmoon Deck: Voracity,Shroud of the Penitent,Mace of the Unburdened,Duskwarder Shield,Tabard of the Lightbringer,117403736,Precious' Ribbon
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Decadent Nathrian Shawl,Sinsmasher,Chyrus's Crest of Hope,Tabard of the Lightbringer,83744245,Last Season's Shirt
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Chyrus's Crest of Hope,Illustrious Guild Tabard,153396017,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Gluttonous Spike,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,,109724996,
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Selfless Collector's Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Bargast's Leash,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,Lightforged Tabard,170002979,Golden Filigreed Shirt
Wrathbark Greathelm,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,Tabard of Summer Skies,197550361,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Bloodoath Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Ascended,157187667,Red Linen Shirt
Darkfrost Helmet,Sinful Gladiator's Amulet,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Gauntlets,Chalice Noble's Signet,Sinful Gladiator's Ring,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,Argent Crusader's Tabard,6011810,Sightless Mantle
Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Dread Sentinel's Ebony Chestplate,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Shoulderblade Vambraces,Fallen Templar's Gauntlets,Fleshfused Circle,Entwined Gorger Tendril,Splintered Heart of Al'ar,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,,167956301,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Viscera of Coalesced Hatred,Phial of Putrefaction,Drape of Twisted Loyalties,Engorged Worm Smasher,Kudebeh's Remarkable Targe,Guild Tabard,177847053,
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Selfless Collector's Chestplate,Shadowghast Waistguard,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Supercollider,Barricade of the Endless Empire,,188350280,Precious' Ribbon
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fogweaver Gauntlets,Ritual Bone Band,Death God's Signet,Overwhelming Power Crystal,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Tushui Tabard,109791128,Wraps of the Blood-Soaked Brawler
Darkfrost Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Tuft of Smoldering Plumage,Sinful Gladiator's Insignia of Alacrity,Mantle of Manifest Sins,Axe of the Deadgrove,Elysian Sentinel's Aegis,,151776427,Wound Dressing
Casque of the Path,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Fleshfused Circle,Signet of the False Accuser,Anima Field Emitter,Gluttonous Spike,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,Argent Crusader's Tabard,163472946,Precious' Ribbon
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Hardened Castle Crushers,Twisted Witherroot Band,Ritual Commander's Ring,Sanguine Vintage,Gluttonous Spike,Blighted Margrave's Cloak,Sacred Sparrer's Edge,Encrusted Canopic Lid,Illustrious Guild Tabard,125628326,Gray Woolen Shirt
Selfless Collector's GreatHelm,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Selfless Collector's Legguards,Dynamo Doomstompers,Hellhound Cuffs,Selfless Collector's Gauntlets,Twisted Witherroot Band,Ritual Bone Band,Darkmoon Deck: Voracity,Blood-Spattered Scale,Selfless Collector's Greatcloak,Sophisticated Bonecracker,Waylight Defender,Champions of Azeroth Tabard,109746469,Master Builder's Shirt
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Duskwarder Shield,,101651359,
Diadem of Imperious Desire,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Ceremonial Parade Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Entwined Gorger Tendril,Slimy Consumptive Organ,Overwhelming Power Crystal,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,Renowned Guild Tabard,95817549,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Ritualist's Treasured Ring,Fleshfused Circle,Decanter of Anima-Charged Winds,Anima Field Emitter,Grim-Veiled Cape,Duskwarder Scimitar,Sinful Gladiator's Guard,,155721041,Captain Sanders' Shirt
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Memory of Past Sins,Stone Legion Heraldry,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,Tabard of the Lightbringer,108986683,Precious' Ribbon
Plague Handler's Greathelm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Slimy Consumptive Organ,Mantle of Manifest Sins,Ascended Gladius of Glory,Acidslough Bulwark,,160931684,
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Twisted Witherroot Band,Inscrutable Quantum Device,Anima Field Emitter,Dealer Xy'exa's Cape,Supercollider,Barricade of the Endless Empire,Tabard of the Dark Iron,183220378,
Plague Handler's Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Blood-Spattered Scale,Macabre Sheet Music,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,Nightfallen Tabard,52236218,Initiate's Shirt
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Pulsating Stoneheart,Dealer Xy'exa's Cape,Supercollider,Barricade of the Endless Empire,Argent Crusader's Tabard,163955009,Dark Silk Shirt
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Hyperlight Band,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,,161614442,
Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Wristguards,Sinful Gladiator's Plate Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,,133708917,
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Shadowghast Ring,Hyperlight Band,Darkmoon Deck: Voracity,Anima Field Emitter,Mantle of Manifest Sins,Axe of the Deadgrove,Barrier of the Chosen,Silvermoon City Tabard,149460829,Lavender Mageweave Shirt
Wrathbark Greathelm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Macabre Sheet Music,Crest of the Legionnaire General,Sacred Sparrer's Edge,Chyrus's Crest of Hope,,35793526,
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Sapsteel Sabatons,Thunderous Echo Vambraces,Dread Sentinel's Ebony Grips,Shadowghast Ring,Twisted Witherroot Band,Blood-Spattered Scale,Sinful Gladiator's Medallion,Blighted Margrave's Cloak,Supercollider,Sinful Gladiator's Redoubt,Court of Harvesters Tabard,165211601,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Shieldguard's Warboots,Reality-Shatter Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Ring of Perpetual Conflict,Pulsating Stoneheart,Master Duelist's Chit,Cloak of Enveloping Manifestations,Sacred Sparrer's Edge,Barricade of the Endless Empire,,29787349,
Darkfrost Helmet,Sinful Aspirant's Necklace,Epaulettes of Overwhelming Force,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Selfless Collector's Gauntlets,Shadowghast Ring,Twisted Witherroot Band,Slimy Consumptive Organ,Anima Field Emitter,Selfless Collector's Greatcloak,Sinsmasher,Barricade of the Endless Empire,,166603810,
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Unfaltering Armguards,Fogweaver Gauntlets,Hyperlight Band,Band of the Risen Bonelord,Gluttonous Spike,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Ascended Gladius of Glory,Barricade of the Endless Empire,Argent Crusader's Tabard,111973656,Fashionable Undershirt
Plague Handler's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Selfless Collector's Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Overwhelming Power Crystal,Spare Meat Hook,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Mag'har Tabard,88620131,Sleeveless T-Shirt
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Sanguine Vintage,Pulsating Stoneheart,Shroud of the Penitent,Barbed-Edge of the Stone Legion,Acidslough Bulwark,,216842770,
Ancient Iron Heaume,Sin Stained Pendant,Shoulderplates of the Deconstructor,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Valinor's Ground Pounders,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,,120419732,
Wing Commander's Helmet,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Chestplate of Vicious Potency,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Fleshfused Circle,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Supercollider,Encrusted Canopic Lid,,197106386,
Valorous Aegis Faceguard,Sinful Gladiator's Necklace,Conqueror's Aegis Shoulderguards,Abdominal Securing Chestguard,Girdle of the Soulflayer,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Colossal Plate Gauntlets,Signet of the False Accuser,Death God's Signet,Gluttonous Spike,Stone Legion Heraldry,Saronite Animus Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Tabard of the Dark Iron,244796575,
Wrathbark Greathelm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Shadowghast Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Hyperlight Band,Blood-Spattered Scale,Macabre Sheet Music,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,,175922367,
Wing Commander's Helmet,Sin Stained Pendant,Selfless Collector's Spaulders,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Shadowghast Greaves,Selfless Collector's Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Bloodoath Signet,Fleshfused Circle,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Greatcloak,Gorestained Cleaver,Acidslough Bulwark,,113459920,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Shieldguard's Breastplate,Binding of Warped Desires,Gormshell Greaves,Selfless Collector's Warboots,Stonewrought Armplates,Distorted Construct's Gauntlets,Leafed Banewood Band,Chalice Noble's Signet,Master Duelist's Chit,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Plague-Etched Hacker,Duskwarder Shield,Tushui Tabard,162044951,Lucky Shirt
Wrathbark Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Shadowghast Gauntlets,Ritual Commander's Ring,Ritual Bone Band,Macabre Sheet Music,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Gorestained Cleaver,Encrusted Canopic Lid,,144060275,
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Selfless Collector's Warboots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Twisted Witherroot Band,Signet of the False Accuser,Splintered Heart of Al'ar,Darkmoon Deck: Voracity,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,Gilneas Tabard,166727411,Artisan Member's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Wakener's Frond,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,193849210,
Selfless Collector's GreatHelm,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Shieldguard's Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Fleshfused Circle,Memory of Past Sins,Macabre Sheet Music,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Lightbringer,127318466,Precious' Ribbon
