Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Wargreaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Arachnid Cipher Ring,Ritual Bone Band,Anima Field Emitter,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,,117392030,
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of the Lightbringer,178973871,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Acidslough Bulwark,Tabard of the Lightbringer,154232407,Brown Linen Shirt
Sinful Gladiator's Plate Helm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Anima Field Emitter,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,,192502249,
Selfless Collector's GreatHelm,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,,142293944,
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Sinful Gladiator's Signet,Ritual Bone Band,Viscera of Coalesced Hatred,Anima Field Emitter,Sinful Gladiator's Cloak,Ascended Gladius of Glory,Sinful Aspirant's Barrier,Tabard of Brute Force,44694658,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Legplates of Flourishing Resolve,Warboots of Ruthless Conviction,Hellhound Cuffs,Guilewind Stone Talons,Entwined Gorger Tendril,Shadowghast Ring,Anima Field Emitter,Sanguine Vintage,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Redoubt,Stormwind Tabard,157866997,Green Martial Shirt
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Gluttonous Spike,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,194407697,
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Meditation's Muse,Barricade of the Endless Empire,,173954705,
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Shadowghast Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ring of Perpetual Conflict,Signet of the False Accuser,Viscera of Coalesced Hatred,Slimy Consumptive Organ,Decadent Nathrian Shawl,Sophisticated Bonecracker,Encrusted Canopic Lid,,156243552,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Selfless Collector's Legguards,Errant Crusader's Greaves,Selfless Collector's Wristguards,Fleshfused Crushers,Bloodoath Signet,Signet of the False Accuser,Stone Legion Heraldry,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the Wyrmrest Accord,165866375,Artisan Member's Shirt
Plague Handler's Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Slimy Consumptive Organ,Blighted Margrave's Cloak,Ascended Gladius of Glory,Acidslough Bulwark,,137162622,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Sinful Aspirant's Emblem,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,Argent Crusader's Tabard,157037507,Artisan Officer's Shirt
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Hyperlight Band,Gluttonous Spike,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Lightbringer,89358366,Precious' Ribbon
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Gluttonous Spike,Shroud of the Penitent,Gorestained Cleaver,Acidslough Bulwark,,141003490,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Encrusted Canopic Lid,,146574721,
Sinful Aspirant's Plate Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Shadowghast Ring,Sinful Gladiator's Ring,Anima Field Emitter,Darkmoon Deck: Indomitable,Decadent Nathrian Shawl,Axe of the Deadgrove,Duskwarder Shield,Tabard of the Lightbringer,242833835,Stylish Red Shirt
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Shadowghast Armguards,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Pulsating Stoneheart,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,150297577,
Darkfrost Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Hardened Castle Crushers,Bloodoath Signet,Death God's Signet,Anima Field Emitter,Gluttonous Spike,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Redoubt,,45297777,
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Chestplate of the March Warden,Girdle of the Soulflayer,Amber-Plated Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,Argent Crusader's Tabard,150752024,Floot-Tooter's Tunic
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Band of the Risen Bonelord,Gluttonous Spike,Slimy Consumptive Organ,Decadent Nathrian Shawl,Ascended Gladius of Glory,Chyrus's Crest of Hope,Tabard of the Lightbringer,176754385,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Sinful Aspirant's Insignia of Alacrity,Spare Meat Hook,Drape of Twisted Loyalties,Sophisticated Bonecracker,Barricade of the Endless Empire,,168829021,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Gorestained Cleaver,Chyrus's Crest of Hope,,120634199,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Commander's Ring,Ritualist's Treasured Ring,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,Tabard of the Argent Dawn,135387161,Stylish Black Shirt
Shieldguard's Greathelm,Muckformed Chain Choker,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Shadowghast Ring,Spare Meat Hook,Bargast's Leash,Cloak of Enveloping Manifestations,Plague-Etched Hacker,Acidslough Bulwark,Lightforged Tabard,143331953,
Wing Commander's Helmet,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Chestplate of Vicious Potency,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Fleshfused Circle,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Supercollider,Encrusted Canopic Lid,,197106386,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Anima Field Emitter,Grim Codex,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,177335199,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Desm's Fistos,Stitchflesh's Misplaced Signet,Ritual Bone Band,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,76460205,Fashionable Undershirt
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Chestplate of the March Warden,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Ring of Perpetual Conflict,Signet of the False Accuser,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Decadent Nathrian Shawl,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of the Lightbringer,110225089,Precious' Ribbon
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Wargreaves,Sabatons of the Rushing Juggernaut,Sinful Aspirant's Plate Cuffs,Hardened Castle Crushers,Ritual Commander's Ring,Sinful Aspirant's Signet,Anima Field Emitter,Gluttonous Spike,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Gilneas Tabard,145543162,Red Linen Shirt
Darkfrost Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Sanguine Vintage,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Builwark of the Stone Legion,Illustrious Guild Tabard,114799676,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Sigil of Warding,Decadent Nathrian Shawl,Engorged Worm Smasher,Sinful Gladiator's Guard,,180981990,
Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Mimiron's Inferno Couplings,Gloves of the Pythonic Guardian,Death God's Signet,Ritual Commander's Ring,Overflowing Ember Mirror,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Plague-Etched Hacker,Acidslough Bulwark,Tabard of the Achiever,152837006,Precious' Ribbon
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Meditation's Muse,Chyrus's Crest of Hope,Stormwind Tabard,192135606,
Wing Commander's Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Builwark of the Stone Legion,Renowned Guild Tabard,155658008,Artisan Officer's Shirt
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Guilewind Stone Talons,Signet of the False Accuser,Ritual Commander's Ring,Pulsating Stoneheart,Hymnal of the Path,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,,193512883,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Stone Legion Heraldry,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sinsmasher,Elysian Sentinel's Aegis,Argent Crusader's Tabard,109083446,Common Gray Shirt
Wrathbark Greathelm,Sinful Gladiator's Amulet,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Shadowghast Greaves,Errant Crusader's Greaves,Shieldguard's Vambraces,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,Champions of Azeroth Tabard,127804343,Fashionable Undershirt
Wrathbark Greathelm,Sin Stained Pendant,Dread Sentinel's Ebony Spaulders,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Hyperlight Band,Death God's Signet,Stone Legion Heraldry,Sanguine Vintage,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Dark Iron,169850164,
