Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id,Shirt
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Ardent Sunstar Signet,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,,133138639,
Darkfrost Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Hellhound Cuffs,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,64554688,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Sinful Gladiator's Signet,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,149210857,
Wing Commander's Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of Summer Skies,163096809,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,196094155,
Diadem of Imperious Desire,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Ring of Perpetual Conflict,Blood-Spattered Scale,Manabound Mirror,Grim-Veiled Cape,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the 7th Legion,160835993,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Bladedancer's Armor Kit,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,,64574861,Ironforge Doublet
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,164037817,
Plague Handler's Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Tharatos' Charred Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Hyperlight Band,Anima Field Emitter,Gluttonous Spike,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,,158010746,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Tharatos' Charred Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,Tabard of the Achiever,170039370,Artisan Initiate's Shirt
Darkfrost Helmet,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Hardened Castle Crushers,Death God's Signet,Bloodoath Signet,Inscrutable Quantum Device,Gluttonous Spike,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,,64549919,Precious' Ribbon
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,,156071451,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Band of the Risen Bonelord,Ritual Commander's Ring,Splintered Heart of Al'ar,Gluttonous Spike,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Tushui Tabard,64200599,Fashionable Undershirt
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Aspirant's Plate Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Ring of Perpetual Conflict,Darkmoon Deck: Indomitable,Sinful Aspirant's Insignia of Alacrity,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,Ironforge Tabard,158145064,
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Argent Crusader's Tabard,162747665,Artisan Officer's Shirt
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Chestplate of the March Warden,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Ritual Bone Band,Inscrutable Quantum Device,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,Tabard of the Lightbringer,157409587,Artisan Officer's Shirt
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Lightbringer,75323405,Fashionable Undershirt
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Stone Legion Heraldry,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,,156107829,
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Selfless Collector's Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Arachnid Cipher Ring,Ardent Sunstar Signet,Splintered Heart of Al'ar,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,,161274232,
Wing Commander's Helmet,Noble's Birthstone Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Decadent Nathrian Shawl,Engorged Worm Smasher,Elysian Sentinel's Aegis,,102329147,
Selfless Collector's GreatHelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Shadowghast Gauntlets,Entwined Gorger Tendril,Fleshfused Circle,Bladedancer's Armor Kit,Anima Field Emitter,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,Tabard of the 7th Legion,114987462,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,Tabard of Brute Force,98788169,Irradiated Undercoat
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,,143450883,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Selfless Collector's Wristguards,Hardened Castle Crushers,Ritual Commander's Ring,Twisted Witherroot Band,Decanter of Anima-Charged Winds,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,75186402,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Clockwork Legplates,Dynamo Doomstompers,Shoulderblade Vambraces,Colossal Plate Gauntlets,Ritual Commander's Ring,Signet of the False Accuser,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,Huojin Tabard,108863256,Precious' Ribbon
Oversized Centurion Helm,Muckformed Chain Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritual Bone Band,Hyperlight Band,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,194468016,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Shieldguard's Breastplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Bloodoath Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Pulsating Stoneheart,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Renowned Guild Tabard,124155089,Artisan Member's Shirt
Diadem of Imperious Desire,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Selfless Collector's Girdle,Shadowghast Greaves,Selfless Collector's Warboots,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Sanguine Vintage,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,Lightforged Tabard,153698805,
Selfless Collector's GreatHelm,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Shieldguard's Gauntlets,Hyperlight Band,Band of the Risen Bonelord,Macabre Sheet Music,Gluttonous Spike,Shawl of the Shattered Giant,Supercollider,Acidslough Bulwark,,163602045,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Selfless Collector's Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Twisted Witherroot Band,Slimy Consumptive Organ,Darkmoon Deck: Repose,Shroud of the Penitent,Ascended Gladius of Glory,Acidslough Bulwark,Tabard of the Wild Hunt,67626244,Red Linen Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ardent Sunstar Signet,Ritual Bone Band,Sinful Aspirant's Insignia of Alacrity,Darkmoon Deck: Indomitable,Gast's Cloak of Compression,Klontzas' Precise Pummeler,Acidslough Bulwark,,167850191,
Casque of the Path,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Bracers of the Tenebrous Retinue,Guilewind Stone Talons,Ritualist's Treasured Ring,Bloodoath Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Sinful Gladiator's Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Ascended,161717877,Yellow Martial Shirt
Wrathbark Greathelm,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Sinful Aspirant's Ring,Signet of the False Accuser,Pulsating Stoneheart,Viscera of Coalesced Hatred,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,Renowned Guild Tabard,196885194,Red Linen Shirt
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Shoulderblade Vambraces,Hardened Castle Crushers,Entwined Gorger Tendril,Ritual Bone Band,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Engorged Worm Smasher,Elysian Sentinel's Aegis,,156718108,
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Band of the Risen Bonelord,Shadowghast Ring,Viscera of Coalesced Hatred,Pulsating Stoneheart,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Honorbound,75316541,
Wrathbark Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Entwined Gorger Tendril,Inscrutable Quantum Device,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Stormwind Tabard,226096042,Precious' Ribbon
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Chestplate of the March Warden,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Hardened Castle Crushers,Bloodoath Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Slimy Consumptive Organ,Blighted Margrave's Cloak,Plague-Etched Gorer,Encrusted Canopic Lid,Tabard of the Lightbringer,64874971,Ebon Filigreed Doublet
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,159225413,Lucky Shirt
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Hellhound Cuffs,Selfless Collector's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Drape,Sinsmasher,Sinful Gladiator's Guard,Tabard of Brew,133071238,Ebon Filigreed Doublet
Selfless Collector's GreatHelm,Sin Stained Pendant,Prankster's Pauldrons,Selfless Collector's Chestplate,Binding of Warped Desires,Gormshell Greaves,Valinor's Ground Pounders,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Macabre Sheet Music,Pulsating Stoneheart,Grim-Veiled Cape,Axe of the Deadgrove,Encrusted Canopic Lid,,176721303,
Conqueror's Aegis Faceguard,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Entwined Gorger Tendril,Ritual Commander's Ring,Inscrutable Quantum Device,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,,103131778,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Sapsteel Gauntlets,Twisted Witherroot Band,Signet of the False Accuser,Essence Extractor,Inscrutable Quantum Device,Drape of Twisted Loyalties,Sacred Sparrer's Edge,Duskwarder Shield,,118185965,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Gluttonous Spike,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,175312741,
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Mantle of Manifest Sins,Sophisticated Bonecracker,Kudebeh's Remarkable Targe,,63532657,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Entwined Gorger Tendril,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sinsmasher,Encrusted Canopic Lid,Stormpike Battle Tabard,78308669,
Darkfrost Helmet,Reinforced High Collar,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Dread Sentinel's Ebony Grips,Ritual Bone Band,Ritualist's Treasured Ring,Bargast's Leash,Bladedancer's Armor Kit,Crest of the Legionnaire General,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,Court of Harvesters Tabard,193920209,
Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Mimiron's Inferno Couplings,Gloves of the Pythonic Guardian,Death God's Signet,Ritual Commander's Ring,Overflowing Ember Mirror,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Plague-Etched Hacker,Acidslough Bulwark,Tabard of the Achiever,152837006,Precious' Ribbon
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shieldguard's Girdle,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Shieldguard's Gauntlets,Signet of the False Accuser,Fleshfused Circle,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,Sylvan Whiteshield,Darkspear Tabard,161774244,Common White Shirt
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Band of the Risen Bonelord,Arachnid Cipher Ring,Overwhelming Power Crystal,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,,134579489,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Ascended Gladius of Glory,Sinful Gladiator's Guard,,148707123,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Arachnid Cipher Ring,Spare Meat Hook,Gluttonous Spike,Cowled Batwing Cloak,Sacred Sparrer's Edge,Barricade of the Endless Empire,,152854233,
